time	S_b	I_b	S_h	I_a
44.554455445544555	0.007167181349215389	227106.4889971292	171856.3062194675	314.68705764876216
45.54455445544554	0.00720140982775181	226027.03772821304	171854.3668197443	320.93353356393135
46.53465346534654	0.007235800919694112	224952.74365397837	171852.4573139472	327.1499467210589
47.524752475247524	0.007270355389135775	223883.58213599637	171850.57755704483	333.3364421581004
48.51485148514851	0.007305074004709805	222819.52865275933	171848.72740471046	339.4931642084375
49.504950495049506	0.0073399575387716074	221760.55879979912	171846.9067133229	345.62025649982183
50.495049504950494	0.007375006767158551	220706.64828932658	171845.11533996454	351.71786195657967
51.48514851485149	0.007410222464863689	219657.77295024204	171843.3531424214	357.78612279919344
52.475247524752476	0.007445605413205988	218613.90872639487	171841.6199791718	363.8251805560515
53.46534653465346	0.0074811563968755455	217575.03167649035	171839.9157093857	369.83517606376745
54.45544554455446	0.0075168762029639725	216541.1179736735	171838.24019292233	375.8162494697413
55.445544554455445	0.007552765626108496	215512.1439053268	171836.5932903292	381.76854023305515
56.43564356435643	0.00758882546122456	214488.08587177136	171834.97486283325	387.69218713344605
57.42574257425743	0.007625056506444829	213468.92038600572	171833.38477233928	393.58732827267266
58.415841584158414	0.007661459564076091	212454.62407324323	171831.8228814273	399.45410107735887
59.4059405940594	0.0076980354501553876	211445.1736708285	171830.28905335235	405.29264229912525
60.396039603960396	0.007734784978433952	210440.5460268298	171828.78315203468	411.1030880242527
61.386138613861384	0.007771708967024536	209440.71809983265	171827.30504205902	416.88557367469394
62.37623762376238	0.007808808240689894	208445.66695850182	171825.85458867167	422.6402340107487
63.366336633663366	0.007846083616243052	207455.3697816569	171824.4316577814	428.3672031302186
64.35643564356435	0.007883535923793707	206469.80385662083	171823.03611594846	434.06661447955037
65.34653465346534	0.007921165998261821	205488.94657912472	171821.667830384	439.7386008541583
66.33663366336634	0.007958974676553765	204512.77545291607	171820.32666894785	445.38329440080815
67.32673267326733	0.007996962774586731	203541.26808983926	171819.0125001494	451.00082661677465
68.31683168316832	0.008035131126317572	202574.40220817048	171817.7251931363	456.5913283609898
69.3069306930693	0.0080734805676877	201612.15563254242	171816.4646176944	462.1549298542648
70.29702970297029	0.00811201193095441	200654.50629356902	171815.23064424528	467.69176068157105
71.2871287128713	0.00815072608536355	199701.43222784594	171814.02314384675	473.2019497917187
72.27722772277228	0.008189623877555447	198752.91157643794	171812.84198818268	478.68562550749135
73.26732673267327	0.008228706155318078	197808.92258475584	171811.68704956234	484.1429155261809
74.25742574257426	0.00826797377578315	196869.44360217403	171810.55820091828	489.57394692191457
75.24752475247524	0.008307427689389075	195934.45308199333	171809.45531580618	494.97884614557455
76.23762376237623	0.008347068800088762	195003.9295800335	171808.37826839558	500.3577390342408
77.22772277227723	0.008386898022537007	194077.85175448022	171807.3269334691	505.7107508119189
78.21782178217822	0.008426916302887383	193156.19836550014	171806.30118642008	511.03800609187886
79.20792079207921	0.00846712440523419	192238.94827499343	171805.3009032512	516.3396288780522
80.1980198019802	0.008507523120662948	191326.08044573892	171804.32596056885	521.6157425706218
81.18811881188118	0.00854811322899793	190417.57394097548	171803.37623558068	526.8664699686003
82.17821782178218	0.008588895751177678	189513.40792405122	171802.45160609332	532.091933271949
83.16831683168317	0.008629871466592848	188613.56165783518	171801.55195050873	537.292254085308
84.15841584158416	0.008671041301795211	187718.01450427563	171800.67714782147	542.4675534207478
85.14851485148515	0.008712406439579918	186826.74592391038	171799.82707761554	547.6179517008424
86.13861386138613	0.008753967970249075	185939.73547537607	171799.00162006146	552.7435687617292
87.12871287128712	0.00879572687498393	185056.96281496485	171798.20065591333	557.8445238558727
88.11881188118812	0.008837683562040963	184178.40769619125	171797.42406650633	562.9209356547458
89.10891089108911	0.00887983876221673	183304.0499692835	171796.67173375335	567.9729222520214
90.0990099009901	0.008922193132605852	182433.8695807545	171795.9435401425	573.0006011662263
91.08910891089108	0.008964748654764506	181567.8465729199	171795.239368734	578.0040893437497
92.07920792079207	0.009007506869716912	180705.96108344494	171794.55910315734	582.9835031616726
93.06930693069307	0.009050465965813272	179848.19334488854	171793.90262760856	587.9389584306278
94.05940594059406	0.00909363019226685	178994.5236842448	171793.26982684722	592.8705703975899
95.04950495049505	0.009136997556701682	178144.93252250543	171792.6605861939	597.7784537486717
96.03960396039604	0.009180571498165849	177299.4003742266	171792.07479152718	602.662722611756
97.02970297029702	0.00922435137164639	176457.90785057878	171791.5123293022	607.5234905384713
98.01980198019803	0.009268338619729645	175620.43565339458	171790.97308651454	612.3608705397666
99.00990099009901	0.009312534214708545	174786.9645733909	171790.45695068984	617.1749750966383
100.0	0.009356939129268929	173957.4754910809	171789.96380988896	621.9659161547842
