time	Pneumococci___P	Susceptible_epithelial_cells__EU	Epithelial_cells_with_bacteria_attached__Ea	proinflammatory_cytokine__C	Neutrophils__N	Debris__D
57.42574257425743	339353623.3439796	4.0111913369538856e-38	42141.384088508086	35770.14758276696	792.2787627736124	64608.61692139028
58.415841584158414	339369342.1201005	-1.5877800232184907e-38	35719.034238762855	35571.7141900422	787.8547246552376	62789.33512422133
59.4059405940594	339382666.8724527	2.477776643753002e-39	30275.450950312643	35403.49696409953	784.1045011405644	61172.08873067364
60.396039603960396	339393962.02354634	1.0331445705121006e-40	25661.470131520877	35260.898017189036	780.9255178755958	59735.819015325666
61.386138613861384	339403536.5777705	-1.5675497452895135e-40	21750.660308633174	35140.018195788696	778.2308005144778	58461.41843693871
62.37623762376238	339411652.53347754	3.961095703943852e-41	18435.858173239878	35037.551150901	775.9466063567144	57331.595725997126
63.366336633663366	339418532.0224916	-3.305448852837049e-42	15626.232112544672	34950.693395571674	774.0104143757723	56330.740619776174
64.35643564356435	339424363.36834586	-1.0843103266791826e-42	13244.793257823743	34877.067957044485	772.369219733848	55444.79097370057
65.34653465346534	339429306.22613317	4.796483159337657e-43	11226.285849271539	34814.65958331871	770.9780868931523	54661.10422458351
66.33663366336634	339433495.94256186	-8.166726661035817e-44	9515.399109390253	34761.75976595807	769.7989222837872	53968.334584104385
67.32673267326733	339437047.2540715	-1.2146923310960416e-45	8065.251626998225	34716.9200995188	768.7994333342549	53356.31687119768
68.31683168316832	339440057.42317694	4.5300704347892144e-45	6836.106721220425	34678.91271886948	767.9522456547029	52815.95752622635
69.3069306930693	339442608.8981443	-1.2343086128115046e-45	5794.283584095452	34646.69674420038	767.234154408376	52339.13306824883
70.29702970297029	339444771.5682737	1.2175899698760808e-46	4911.23436512474	34619.389824240854	766.6254895202381	51918.59604309863
71.2871287128713	339446604.67615485	2.8396334684439035e-47	4162.761908200182	34596.24400509685	766.1095774453335	51547.88835096295
72.27722772277228	339448158.4389815	-1.4385378062135208e-47	3528.3567054780965	34576.62526863262	765.6722848325016	51221.26172664611
73.26732673267327	339449475.4231282	2.667561354548566e-48	2990.634899528725	34559.99618342116	765.3016316394799	50933.60506470066
74.25742574257426	339450591.7094923	-2.6984725541071477e-50	2534.861933996908	34545.90119553492	764.9874631415299	50680.378227729154
75.24752475247524	339451537.88141954	-1.290062432891212e-49	2148.5487999351217	34533.954158034256	764.7211718772634	50457.551943407554
76.23762376237623	339452339.8621988	3.83564013518805e-50	1821.1098142232277	34523.827758816515	764.4954619349508	50261.553379302284
77.22772277227723	339453019.6250173	-4.376451291805598e-51	1543.5725525807452	34515.244558119346	764.3041491364617	50089.21698043136
78.21782178217822	339453595.794784	-7.12165086359178e-52	1308.331988808101	34507.96939080119	764.1419916551167	49937.74015961856
79.20792079207921	339454084.1582852	4.282951372873089e-52	1108.942103224539	34501.80292571816	764.0045464344021	49804.64344250405
80.1980198019802	339454498.0966255	-8.626450270652086e-53	939.9392499944713	34496.57620608056	763.8880474791557	49687.73468562056
81.18811881188118	339454848.9517905	2.768057102575151e-54	796.6924432855437	34492.14602144818	763.7893026884783	49585.07700566378
82.17821782178218	339455146.33736295	3.6285746993703417e-54	675.2764598265491	34488.39098473855	763.7056064065022	49494.960079760654
83.16831683168317	339455398.4018989	-1.1816833599840661e-54	572.3642806442937	34485.20820688724	763.6346652969637	49415.87449923585
84.15841584158416	339455612.05217373	1.5262187889455318e-55	485.13592468721214	34482.5104781376	763.5745355120137	49346.48888237928
85.14851485148515	339455793.1424133	1.6829695741454225e-56	411.20117621103407	34480.2238787928	763.5235694347181	49285.62947449695
86.13861386138613	339455946.63469017	-1.264359575445891e-56	348.53408851623334	34478.28575401048	763.4803705367192	49232.26198569101
87.12871287128712	339456076.73487854	2.759591720531585e-57	295.41746932041417	34476.64299718249	763.4437551146758	49185.47543809089
88.11881188118812	339456187.0078935	-1.4263618513433273e-58	250.39582656378514	34475.250594886944	763.4127198574024	49144.467814456984
89.10891089108911	339456280.4753684	-1.0052970202832982e-58	212.23548527713388	34474.07039356059	763.3864143553088	49108.53331908716
90.0990099009901	339456359.69844747	3.610636569189731e-59	179.89078264188308	34473.07005410933	763.3641177990597	49077.051079711535
91.08910891089108	339456426.84796244	-5.191444747931132e-60	152.47541492532724	34472.22216582119	763.3452192291116	49049.475135540706
92.07920792079207	339456483.76391435	-3.6290995849000356e-61	129.23815114492572	34471.50349530815	763.3292007950504	49025.325571846966
93.06930693069307	339456532.00589144	3.69896529020092e-61	109.54224797183507	34470.894349901464	763.3156235660731	49004.18067543823
94.05940594059406	339456572.895802	-8.734095421718457e-62	92.84800180456692	34470.37803806017	763.3041155038701	48985.66999817834
95.04950495049505	339456607.55409765	6.063641472542631e-63	78.69795990782832	34469.940412009106	763.2943612683689	48969.468227374084
96.03960396039604	339456636.93047434	2.737552774709212e-63	66.70438537482356	34469.569480076294	763.2860935770391	48955.28977245301
97.02970297029702	339456661.8298943	-1.0944233594766044e-63	56.5386324301701	34469.255078107926	763.2790858810083	48942.88398696836
98.01980198019803	339456682.9346447	1.7313936789903063e-64	47.922140937384086	34468.98859095821	763.2731461573089	48932.03095365555
99.00990099009901	339456700.82303244	6.48052013871596e-66	40.61880334404802	34468.76271642324	763.2681116471732	48922.53776810315
100.0	339456715.98523057	-1.072242035577818e-65	34.428494905063175	34468.57126515047	763.2638443961994	48914.23526365444
