time	T	H1	H2	M1	M2
45.54455445544554	1.106763138245196e-34	87660613.26936555	12339386.769909987	561647488.4359086	438352327.6114537
46.53465346534654	3.376346714328848e-36	87779795.80038826	12220204.238894781	561852696.0004156	438147118.1658778
47.524752475247524	-1.9252008371763977e-37	87893863.24800035	12106136.791287923	562027946.1642824	437971866.17597234
48.51485148514851	-5.62391985526072e-37	88003017.00015283	11996983.039138816	562177623.2569913	437822187.3111147
49.504950495049506	-2.4603275134664933e-37	88107453.33288318	11892546.706410317	562305469.4762313	437694339.37252975
50.495049504950494	1.511970854197166e-38	88207363.0809487	11792636.958345411	562414678.9074371	437585128.2737385
51.48514851485149	8.90495637755063e-39	88302931.41814119	11697068.621152457	562507977.8996191	437491827.6647155
52.475247524752476	-1.1352125199364868e-39	88394337.63440253	11605662.404889856	562587693.5277727	437412110.46947193
53.46534653465346	2.816212308557249e-41	88481755.09177361	11518244.94751684	562655812.099782	437343990.37914324
54.45544554455446	-2.6822955768996283e-43	88565351.15103799	11434648.888250018	562714029.075596	437285771.93280905
55.445544554455445	1.6616699133397217e-43	88645287.20642056	11354712.832864547	562763791.6712433	437236007.9134734
56.43564356435643	7.526373167934658e-45	88721718.64201143	11278281.397270478	562806335.2226564	437193462.98423636
57.42574257425743	3.4792024403736197e-46	88794795.05996397	11205204.979314497	562842714.2219913	437157082.651975
58.415841584158414	-4.720744028300881e-47	88864660.30042952	11135339.738845345	562873828.8315895	437125966.75337595
59.4059405940594	-6.279882779236908e-48	88931452.55673502	11068547.482536104	562900447.449625	437099346.88928944
60.396039603960396	-3.317517507663037e-48	88995304.52544081	11004695.51382656	562923225.961455	437076567.17338204
61.386138613861384	7.231176022460245e-49	89056343.5696986	10943656.469564954	562942724.3477596	437057067.6239911
62.37623762376238	-2.129070023841827e-49	89114691.8559425	10885308.183317197	562959420.6480767	437040370.20059395
63.366336633663366	6.390928043499197e-51	89170466.50703888	10829533.532217039	562973722.9702834	437026066.79432803
64.35643564356435	6.209580228920223e-51	89223779.81159362	10776220.227658564	562985979.744109	437013808.9744766
65.34653465346534	5.797266590399914e-51	89274739.3244641	10725260.714784402	562996488.4732326	437003299.2363747
66.33663366336634	7.509471519028019e-52	89323448.04860564	10676551.990639249	563005503.1302031	436994283.6064902
67.32673267326733	3.7579438573199424e-53	89370004.69825046	10629995.340990897	563013240.6057413	436986545.19312036
68.31683168316832	2.1415536954673615e-54	89414503.73569958	10585496.303538326	563019886.0904953	436979898.8046413
69.3069306930693	-7.536161266705668e-55	89457035.56103298	10542964.47820163	563025597.7284179	436974186.2961309
70.29702970297029	-4.324587590728446e-56	89497686.7017015	10502313.337529834	563030510.5750957	436969272.6110429
71.2871287128713	3.0556620856669717e-58	89536539.94221435	10463460.097013835	563034739.9761581	436965042.4027935
72.27722772277228	3.051467531129373e-57	89573674.49873564	10426325.54048953	563038384.4549427	436961397.14710456
73.26732673267327	1.384878832924519e-57	89609166.1492197	10390833.890002523	563041528.1760763	436958252.6784189
74.25742574257426	2.6506454247339877e-59	89643087.35584165	10356912.683377773	563044243.0243819	436955537.11099625
75.24752475247524	1.1047108718203145e-59	89675507.42819344	10324492.611023262	563046590.4314407	436953189.01235217
76.23762376237623	1.3131626654276895e-60	89706492.65338251	10293507.38583157	563048622.8879434	436951155.8909083
77.22772277227723	-1.3479040333421374e-61	89736106.4216103	10263893.61760129	563050385.253613	436949392.88606805
78.21782178217822	7.378739513725304e-61	89764409.34098585	10235590.698223304	563051915.8705734	436947861.654851
79.20792079207921	5.571502516952435e-62	89791459.35345022	10208540.68575661	563053247.523513	436946529.41173095
80.1980198019802	6.860819746918093e-61	89817311.86015762	10182688.179046992	563054408.249057	436945368.11926025
81.18811881188118	1.2846318869538679e-61	89842019.81271249	10157980.226489997	563055422.0167737	436944353.80706877
82.17821782178218	-2.341651864348232e-62	89865633.85218573	10134366.187014712	563056309.3260797	436943465.97495407
83.16831683168317	2.4717817120653663e-62	89888202.37014641	10111797.669052053	563057087.7290804	436942687.07004625
84.15841584158416	-8.31981101099195e-63	89909771.63313876	10090228.406057844	563057772.2479045	436942002.0694703
85.14851485148515	5.124644369955688e-64	89930385.86318915	10069614.176005645	563058375.7442545	436941398.1107967
86.13861386138613	1.1011711645238033e-63	89950087.33136594	10049912.70782714	563058909.2358621	436940864.1755862
87.12871287128712	-9.1287165139454e-64	89968916.44306202	10031083.596129388	563059382.1638687	436940390.82200927
88.11881188118812	3.562505456801553e-64	89986911.8123346	10013088.226855228	563059802.6208034	436939969.95686954
89.10891089108911	-3.665050827061454e-65	90004110.34874402	9995889.690444315	563060177.5495416	436939594.6366415
90.0990099009901	-4.594981771597179e-65	90020547.34068549	9979452.698501412	563060512.9087087	436939258.90207046
91.08910891089108	3.5984279066613393e-65	90036256.50559132	9963743.533594178	563060813.815519	436938957.63533205
92.07920792079207	-1.4371552627033681e-65	90051270.07244727	9948729.966736918	563061084.6669834	436938686.4388236
93.06930693069307	1.6681160049400698e-66	90065618.8437853	9934381.195397586	563061329.2452079	436938441.5298659
94.05940594059406	1.7201358817925035e-66	90079332.2611382	9920667.77804348	563061550.8056781	436938219.6524197
95.04950495049505	-1.3993329446209723e-66	90092438.4469283	9907561.592252232	563061752.1532702	436938018.0010727
96.03960396039604	5.733385560056203e-67	90104964.2960112	9895035.743168231	563061935.7068396	436937834.1564513
97.02970297029702	6.700773844579469e-69	90116935.5148695	9883064.524308858	563062103.5548148	436937666.0296261
98.01980198019803	2.7488932049050185e-68	90128376.66168009	9871623.377497252	563062257.5025289	436937511.81478035
99.00990099009901	-7.420010386477238e-69	90139311.21371785	9860688.825458523	563062399.1136862	436937369.9477432
100.0	3.09038431253849e-69	90149761.60369737	9850238.435478078	563062529.7431258	436937239.0732252
