time	B	P	A	T
50.495049504950494	90445.36532113701	635735.7324903433	93780733.2554214	1.8270459204161448e-34
51.48514851485149	90453.91805811624	630274.3872568823	92986362.83284575	2.3187730834689924e-34
52.475247524752476	90462.46394651789	624866.9237525163	92199830.79463544	1.968617534039949e-34
53.46534653465346	90471.00299038095	619512.8110576838	91421059.90495059	5.8694062736591525e-37
54.45544554455446	90479.53519374458	614211.5234990587	90649973.69115107	-2.752881162002406e-34
55.445544554455445	90488.06056064821	608962.5405733533	89886496.4327118	-5.924590444108133e-34
56.43564356435643	90496.5790951315	603765.3469058849	89130553.15519506	-8.518437552080795e-34
57.42574257425743	90505.09080123431	598619.4322072851	88382069.62395288	-8.44525627737092e-34
58.415841584158414	90513.59568299672	593524.2912026083	87640972.33381397	-3.048222076215871e-34
59.4059405940594	90522.09374445901	588479.4236089241	86907188.50582398	5.821979867580952e-34
60.396039603960396	90530.5849896617	583484.3340616669	86180646.07653113	1.7982926818755686e-33
61.386138613861384	90539.06942264545	578538.5320773813	85461273.69256665	3.076381105353233e-33
62.37623762376238	90547.54704745118	573641.5320147822	84749000.70497982	3.58430288088687e-33
63.366336633663366	90556.01786811993	568792.8530020138	84043757.15865608	2.4316983554554636e-33
64.35643564356435	90564.48188869296	563992.0189200807	83345473.78990662	-1.658020917983574e-34
65.34653465346534	90572.93911321169	559238.5583307232	82654082.01597589	-4.6122093216576134e-33
66.33663366336634	90581.38954571771	554532.0044412438	81969513.92992482	-1.0367180134836785e-32
67.32673267326733	90589.8331902528	549871.895066389	81291702.29508547	-1.4378956107835457e-32
68.31683168316832	90598.27005085886	545257.7725613923	80620580.53532055	-1.392554820464686e-32
69.3069306930693	90606.70013157796	540689.1838035226	79956082.73233894	-7.97921520749881e-33
70.29702970297029	90615.12343645233	536165.6801249919	79298143.6159356	6.601402076511046e-33
71.2871287128713	90623.5399695243	531686.8172792125	78646698.55908269	2.9797470864545404e-32
72.27722772277228	90631.94973483637	527252.1554044342	78001683.57263967	5.186252717083367e-32
73.26732673267327	90640.35273643117	522861.2589596553	77363035.29603004	6.608857820620578e-32
74.25742574257426	90648.74897835146	518513.6967081936	76730690.99485113	6.236091914291654e-32
75.24752475247524	90657.1384646401	514209.0416526474	76104588.5514126	2.4447066774522562e-32
76.23762376237623	90665.52119934006	509946.871003454	75484666.46016248	-5.550802102519493e-32
77.22772277227723	90673.89718649446	505726.76614422194	74870863.82264382	-1.5374226913746649e-31
78.21782178217822	90682.26643014648	501548.3125706647	74263120.33861104	-2.6267310859937977e-31
79.20792079207921	90690.6289343394	497411.0998747837	73661376.30372897	-3.283408525731018e-31
80.1980198019802	90698.98470311663	493314.72168319183	73065572.60060035	-2.848007228264742e-31
81.18811881188118	90707.3337405216	489258.7756271797	72475650.69441126	-1.1683790726090324e-31
82.17821782178218	90715.6760505979	485242.8633094175	71891552.62808704	6.261139895987969e-33
83.16831683168317	90724.01163738915	481266.5902461841	71313221.01388799	1.1032035902406761e-32
84.15841584158416	90732.34050493903	477329.5658522493	70740599.03121011	7.761071498465426e-33
85.14851485148515	90740.66265729132	473431.4033819385	70173630.41801152	-2.0124607225062805e-32
86.13861386138613	90748.97809848984	469571.71990094316	69612259.46671145	-6.343467404163047e-32
87.12871287128712	90757.28683257847	465750.13625453704	69056431.01956657	-8.739705245144923e-32
88.11881188118812	90765.58886360114	461966.2770125112	68506090.46066035	-7.263947252800814e-33
89.10891089108911	90773.88419560179	458219.77045495604	67961183.71383463	7.02874654042247e-32
90.0990099009901	90782.17283262446	454510.24851597205	67421657.23450093	1.1465490003341988e-31
91.08910891089108	90790.45477871317	450837.34675703774	66887458.0057662	9.543624502857656e-32
92.07920792079207	90798.730037912	447200.70433656883	66358533.53400436	5.211627685582399e-32
93.06930693069307	90806.99861426503	443599.96395767265	65834831.841255836	-7.37086196955046e-32
94.05940594059406	90815.26051181639	440034.7718545566	65316301.46325032	-1.8103103726306103e-31
95.04950495049505	90823.51573461016	436504.77773886133	64802891.44159954	-1.8881892878763062e-31
96.03960396039604	90831.7642866905	433009.6347744949	64294551.320136316	-5.215196234238822e-32
97.02970297029702	90840.0061721015	429548.99954851554	63791231.14067861	9.168519173424007e-32
98.01980198019803	90848.2413948873	426122.53202146664	63292881.43580455	2.48895947221229e-31
99.00990099009901	90856.469959092	422729.8955145114	62799453.22698076	3.3943419901567054e-31
100.0	90864.6918687597	419370.7566581783	62310898.01710615	2.2151587992230117e-31
