time	FH2f	DHFRf	FH4	CH2FH4	CH3FH4	CHOFH4	FFH2	HCHO	FGAR	AICAR	MTX1	MTX2	MTX3	MTX4	MTX5	MTX1b	MTX2b	MTX3b	MTX4b	MTX5b	EMTX	dUMP	GAR	serine	formate	ATP	glutamine	glycine	NADP	NADPH	homocysteine	FH2b	DHFRtot
10.0	0.0012103657528532799	0.6393732937831492	0.45934879655448735	0.2621526587464675	1.62890615627824	1.0003103689127382	0.00032905038045603945	0.00737980866921209	16.493572679949754	3.6950415883905343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.0024183610565128833	0.641791654839662
11.0	0.0012104885180507711	0.6393203417007449	0.4593598660592681	0.262158022108144	1.6289393850108946	1.0003331025594393	0.00032908389977562806	0.007379781819131839	16.493934399208275	3.6950399956052897	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.002418406040578273	0.6417387477413232
12.0	0.0012106085471774639	0.6392689532600362	0.45937103547438907	0.2621634338582879	1.6289722704502105	1.0003560360212311	0.00032911667400510483	0.00737975469809469	16.494299438185205	3.6950384163530403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.0024184514336305953	0.6416874046936668
13.0	0.0012107262881645546	0.6392190821825409	0.4593824824091167	0.2621689800794256	1.6290041901119887	1.0003795275346585	0.0003291488239606074	0.007379726824472657	16.494673704953367	3.6950368702842744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.0024184979584213158	0.6416375801409622
14.0	0.001210841037958005	0.6391706836366325	0.4593938201488593	0.2621744733036199	1.6290364989847264	1.0004027972032965	0.00032918016068335675	0.007379699247066324	16.49504433418764	3.695035314222439	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.002418544043771587	0.6415892276804042
15.0	0.0012109523406383992	0.6391237141342699	0.4594047852436265	0.26217978584412516	1.6290701200237054	1.000425313791518	0.0003292105617373508	0.007379672680179626	16.495402562387586	3.695033718670709	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.002418588617463754	0.6415423027517337
16.0	0.0012110609377298498	0.6390781314566966	0.45941570496894774	0.26218507641799293	1.6291039060162098	1.0004477375533485	0.00032924022698150733	0.007379646235691817	16.49575927994115	3.6950321198275335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.0024186330036393353	0.6414967644603359
17.0	0.0012111668171298406	0.6390338946312349	0.459426535008067	0.2621903235024532	1.6291380122432273	1.0004699790521576	0.00032926915333051976	0.007379620034104156	16.49611301112225	3.695030512875895	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.0024186770256206212	0.6414525716568555
18.0	0.0012112705113434524	0.6389909639219945	0.45943749965935154	0.26219563577715976	1.6291716527432705	1.00049249057405	0.0003292974842470801	0.007379593467509546	16.496471216050264	3.6950289229717774	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.0024187215987926244	0.6414096855207871
19.0	0.001211371919717149	0.6389493006693145	0.4594485136051279	0.26220097185978497	1.6292051264351548	1.000515100068789	0.0003293251928994967	0.007379566767550372	16.496831055377083	3.6950273403763574	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.0024187663779803668	0.6413680670472949
20.0	0.0012114711715995872	0.6389088686111036	0.4594596072481145	0.26220634649433416	1.6292383266443458	1.000537868894992	0.00032935231429167357	0.007379539851758626	16.497193540848198	3.6950257684676293	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.0024188114862551888	0.6413276800973589
21.0	0.0012115680672193398	0.6388696333853152	0.4594706530669473	0.2622116979814939	1.6292716997456813	1.0005605401099107	0.00032937879486663433	0.0073795130650461775	16.497554434822668	3.6950241930209944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.0024188563966430453	0.6412884897819583
22.0	0.001211662851025549	0.6388315568979739	0.4594817348019021	0.26221706683698376	1.629304952420849	1.0005832825030407	0.0003294047006176513	0.007379486180992387	16.49791652009659	3.69502262328093	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.0024189014548627787	0.6412504583528367
23.0	0.0012117556492380857	0.6387946020510566	0.45949287996729193	0.2622224663725735	1.6293379882164423	1.0006061515578093	0.00032943006571970693	0.007379459125233712	16.49828071101831	3.6950210622456807	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.0024189467741817586	0.6412135488252384
24.0	0.0012118462700528383	0.6387587456387239	0.4595039735785429	0.26222784089204665	1.6293712098296942	1.000628915478532	0.0003294548386808486	0.007379432209042256	16.49864318409664	3.695019497038955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.0024189918855184915	0.6411777375242425
25.0	0.0012119349070598003	0.6387239476200359	0.4595150733368972	0.2622332183258078	1.6294044150672502	1.0006516906057716	0.0003294790718237214	0.0073794052763615165	16.499005857342674	3.6950179340218545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.0024190370252992408	0.6411429846453351
26.0	0.0012120216323235106	0.6386901732626271	0.45952618249096805	0.26223860023446777	1.6294375924745406	1.0006744835030739	0.00032950278473534725	0.0073793783184966655	16.49936883831254	3.6950163734893975	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.00241908220733361	0.6411092554699607
27.0	0.0012121064697285645	0.6386573972858043	0.4595372902575092	0.2622439814364593	1.6294707796104289	1.0006972725253134	0.0003295259839860803	0.007379351364370312	16.499731770131607	3.695014814249903	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.0024191273849691547	0.6410765246707735
28.0	0.0012121894518523275	0.6386255926319423	0.4595483883112703	0.2622493579304637	1.6295040054500425	1.000720040967553	0.00032954867849515425	0.007379324436320866	16.500094377249162	3.6950132553709714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.0024191725220980686	0.6410447651540404
29.0	0.0012122706528333946	0.6385947237476799	0.45955948007898917	0.2622547313580799	1.6295372579285796	1.0007427957445165	0.0003295708884120939	0.007379297525206854	16.5004567729345	3.6950116971598628	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.002419217633292379	0.6410139413809722
30.0	0.0012123501236913031	0.6385647639069	0.45957056591851686	0.2622601018884524	1.6295705357113341	1.0007655375980014	0.00032959262761590524	0.0073792706300925565	16.500818968960054	3.695010139612254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.0024192627203357435	0.6409840266272357
31.0	0.0012124279035210304	0.6385357056706461	0.4595816570648053	0.2622654749181689	1.629603799532432	1.0007882891107698	0.000329613906666902	0.007379243720845005	16.501181337131197	3.695008583921067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.002419307834217447	0.6409550135048635
32.0	0.0012125040527676768	0.6385075070675971	0.4595927452780883	0.26227084648443133	1.6296370780392058	1.0008110337608036	0.00032963474206729345	0.007379216819606946	16.501543604638535	3.695007029135639	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.0024193529376313984	0.6409268600052285
33.0	0.001212578623971661	0.6384801389117131	0.45960382952892975	0.2622762160896658	1.6296703747347658	1.0008337695042602	0.00032965514811935813	0.007379189929166536	16.501905737335196	3.695005475098948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.00241939802585875	0.6408995369375718
34.0	0.0012126516696734024	0.6384535720169543	0.4596149087878937	0.2622815832362983	1.6297036931222226	1.0008564942972964	0.0003296751391253746	0.007379163052311934	16.502267701074302	3.6950039216539725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.0024194430941103357	0.6408730151110646
35.0	0.0012127232411366729	0.638427778249075	0.45962598234888746	0.26228694758318855	1.6297370355762213	1.0008792067465924	0.0003296947290382699	0.007379136190956782	16.502629472451968	3.6950023686810862	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.002419488138968448	0.6408472663880435
36.0	0.001212793337890803	0.6384027720963927	0.45963706260888526	0.26229231512846646	1.6297703587418595	1.0009019318204093	0.0003297139176539556	0.00737910931157624	16.502991463409707	3.6950008175760534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.0024195332152797677	0.6408223053116725
37.0	0.0012128620376484977	0.6383785036341235	0.45964814216292776	0.26229768229007666	1.629803688372749	1.0009246546482216	0.0003297327261630506	0.007379082434201671	16.503353427975824	3.6949992674445125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.002419578289714631	0.6407980819238381
38.0	0.0012129293882540977	0.6383549475451955	0.4596592211709804	0.26230304914587826	1.629837023821002	1.0009473755791	0.00032975116758276194	0.0073790555584043824	16.50371537152095	3.6949977182669986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.002419623362546783	0.6407745709077423
39.0	0.0012129954375519442	0.6383320785125366	0.4596702997930088	0.2623084157737303	1.629870364438732	1.0009700949621152	0.000329769254930297	0.007379028683755684	16.504077299415712	3.694996170024047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.0024196684339961136	0.6407517469465327
40.0	0.0012130602333863781	0.6383098712190748	0.4596813781889783	0.262313782251492	1.6299037095780518	1.0009928131463377	0.00032978700122286307	0.007379001809826882	16.50443921703074	3.694994622696192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.0024197135042307496	0.6407295847233055
41.0	0.0012131237549455603	0.638288337468694	0.4596924566153467	0.26231914870209216	1.6299370583849517	1.0010155306347965	0.00032980440079511503	0.0073789749359233865	16.50480113283191	3.694993076329427	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.0024197585771499404	0.6407080960458439
42.0	0.0012131860675375751	0.6382674425020419	0.4597035352075352	0.26232451519192573	1.6299704102639754	1.0010382477374007	0.00032982147141645156	0.00737894806168414	16.505163051402533	3.694991530887636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.002419803651894742	0.6406872461539367
43.0	0.0012132472203710979	0.6382471602643804	0.45971461412359194	0.2623298817979562	1.630003764571332	1.0010609648001614	0.000329838226475339	0.007378921186685734	16.505524978051724	3.6949899863500533	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.0024198487284390817	0.6406670089928195
44.0	0.0012133072542027975	0.6382274692707928	0.45972569353344356	0.2623352486026953	1.630037120637855	1.001083682188043	0.0003298546770603047	0.007378894310472027	16.50588691846965	3.6949884427039716	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.002419893807180456	0.6406473630779732
45.0	0.0012133662097893437	0.6382083480363621	0.459736773607017	0.26234061568865497	1.6300704777943789	1.0011064002660097	0.000329870834259876	0.007378867432586877	16.50624887834648	3.694986899936682	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.002419938888477497	0.6406282869248395
46.0	0.0012134240798805694	0.6381897994570188	0.4597478532459129	0.26234598252450286	1.6301038398947236	1.0011291168180778	0.0003298866961085158	0.007378840555998736	16.506610821180924	3.6949853579302347	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.0024199839693603066	0.6406097834263791
47.0	0.0012134808992387083	0.6381718050921922	0.45975893246168686	0.26235134911610236	1.6301372068344913	1.001151831886938	0.00032990227206473893	0.007378813680679078	16.506972747394872	3.6949838166587794	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.0024200290497251972	0.6405918341419173
48.0	0.00121353671837242	0.6381543385043005	0.4597700116819104	0.2623567156706601	1.630170577025728	1.001174546361842	0.00032991757586884306	0.007378786805476097	16.507334671249144	3.6949822761309883	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.0024200741305113477	0.6405744126348119
49.0	0.001213591571588558	0.6381373814840432	0.4597810909061081	0.26236208218821666	1.63020395040694	1.001197260260999	0.0003299326168555154	0.007378759930393753	16.507696592765402	3.694980736320013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.0024201192115144597	0.6405575006955576
50.0	0.0012136454931939756	0.6381209158221199	0.4597921701338045	0.26236744866881273	1.630237326916634	1.0012199736026173	0.00032994740435944337	0.007378733055436004	16.50805851196531	3.6949791971990074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.0024201642925010254	0.640541080114621
51.0	0.001213698490236527	0.6381049378024836	0.45980324926865784	0.26237281506441545	1.63027070688247	1.001242686194149	0.00032996194029898487	0.00737870618087454	16.508420425596103	3.6949776587497434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.00242020937382296	0.6405251471763065
52.0	0.0012137505766409956	0.6380894400527131	0.4598143282385116	0.26237818133912	1.6303040905339325	1.0012653978962163	0.0003299762284634976	0.007378679306913507	16.508782331231103	3.6949761209518206	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.002420254455664095	0.6405096945083771
53.0	0.0012138018003809193	0.6380743970971108	0.45982540709095426	0.2623835475170693	1.63033747761442	1.0012881088326935	0.0003299902819059502	0.007378652433422633	16.50914423053364	3.694974583774069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.0024202995374170084	0.6404946966345277
54.0	0.0012138521906854133	0.6380597934261435	0.45983648580765285	0.26238891358934907	1.6303708681349294	1.0013108189825304	0.0003300041085795347	0.007378625560455751	16.509506122915425	3.694973047191247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.0024203446188706453	0.6404801380450141
55.0	0.0012139017767835922	0.638045613530278	0.4598475643702741	0.2623942795470448	1.6304042621064578	1.001333528324676	0.00033001771643744284	0.0073785986880666905	16.509868007788167	3.694971511178113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.0024203896997918176	0.6404660032300699
56.0	0.0012139505686247457	0.6380318523179531	0.4598586428561585	0.2623996454276237	1.6304376592417655	1.0013562370204334	0.0003300311081865007	0.007378571816047553	16.51022988773116	3.6949699757354613	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.0024204347810064964	0.6404522870989596
57.0	0.0012139985578575234	0.6380185145864711	0.45986972143346133	0.2624050113125786	1.6304710589705234	1.0013789454041973	0.00033004428155362106	0.007378544943942006	16.510591768330407	3.6949684408887977	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.0024204798643574226	0.6404389944508285
58.0	0.0012140457950007625	0.6380055733222664	0.45988079997820175	0.2624103771417785	1.6305044616330555	1.0014016532535537	0.00033005725028528867	0.007378518072092893	16.51095364549981	3.694966906584132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.0024205249483717126	0.6404260982706381
59.0	0.001214092304149719	0.6379930157899176	0.45989187849752283	0.2624157429186596	1.6305378671609443	1.0014243605960096	0.00033007002093768585	0.007378491200484352	16.511315519494556	3.6949653728031557	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.002420570033036904	0.6404135858229545
60.0	0.0012141381094780946	0.6379808292116155	0.4599029569981782	0.2624211086464693	1.6305712754869852	1.0014470674583296	0.0003300826000883412	0.007378464329101586	16.51167739055693	3.694963839527453	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.002420615118319556	0.6404014443299351
61.0	0.001214183235238036	0.6379690007671618	0.4599140354865323	0.2624264743282662	1.6306046865451875	1.0014697738665366	0.0003300949943361296	0.0073784374579308615	16.512039258916328	3.694962306738504	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.00242066020416578	0.6403896609713275
62.0	0.0012142277057601355	0.6379575175939701	0.45992511396856034	0.26243183996692043	1.6306381002707737	1.0014924798459115	0.00033010721030127233	0.0073784105869595116	16.51240112478927	3.694960774417681	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.0024207052905017424	0.6403782228844719
63.0	0.001214271545453431	0.6379463667870653	0.45993619244984807	0.2624372055651133	1.6306715166001795	1.0015151854209934	0.00033011925462533685	0.007378383716175933	16.512762988379382	3.6949592425462527	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.0024207503772341594	0.6403671171642994
64.0	0.0012143147788054058	0.6379355353990841	0.4599472709355922	0.2624425711253372	1.6307049354710548	1.0015378906155792	0.00033013113397123715	0.007378356845569589	16.513124849877396	3.69495771110538	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.0024207954642507714	0.6403563308633349
65.0	0.0012143574277281657	0.6379250118399252	0.45995834943278224	0.26244793665097943	1.630738356819226	1.001560595455713	0.00033014285430111944	0.007378329975124526	16.513486709532756	3.694956180078513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.0024208405514418475	0.6403458523913671
66.0	0.0012143994262782997	0.637914830854294	0.45996942802032936	0.2624533021811326	1.63077178048114	1.0015833000657404	0.000330154397671351	0.0073783031046111645	16.513848569954323	3.6949546495283276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.002420885639387104	0.6403357164936812
67.0	0.0012144408549384924	0.6379049499593867	0.4599805066564093	0.2624586676949622	1.630805206461874	1.001606004404428	0.00033016578598133047	0.007378276234158301	16.514210429789866	3.694953119385363	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.002420930727494293	0.640325880686881
