time	TF	X	Xa_Va	II	IIa	Xa_Va_II	mIIa	mIIa_ATIII	IIa_ATIII
21.78217821782178	9.995774564075176e-10	1.5999957745640748e-07	1.1772049535299732e-14	1.0516218837679466e-06	1.3400688380424811e-09	4.107715429386569e-13	3.3498329962387354e-07	1.1926709385146167e-08	1.276276139734269e-10
22.77227722772277	9.995582541472674e-10	1.5999955825414722e-07	1.2672803591676664e-14	1.0193943392909518e-06	1.6160687109958072e-09	4.290730491320616e-13	3.652553656658517e-07	1.3574762871972028e-08	1.590343878300859e-10
23.762376237623762	9.995390522582103e-10	1.5999953905225817e-07	1.3635435007055093e-14	9.857610526806965e-07	1.9323096476183326e-09	4.4731230677321916e-13	3.9674653174495173e-07	1.536382263253847e-08	1.9583598269702515e-10
24.752475247524753	9.995198507403407e-10	1.5999951985074028e-07	1.4665255794802698e-14	9.507253755203898e-07	2.2922810024705335e-09	4.654840038540507e-13	4.294442051737232e-07	1.7299114011937545e-08	2.3855880847895416e-10
25.742574257425744	9.995006495936369e-10	1.5999950064959358e-07	1.584513966626256e-14	9.143210804031705e-07	2.730804626336483e-09	4.835052666861173e-13	4.632646326367441e-07	1.939090057759528e-08	2.92098252071955e-10
26.73267326732673	9.994814488181008e-10	1.5999948144881806e-07	1.714680391805697e-14	8.765383424960731e-07	3.2377986606259155e-09	5.014043779704559e-13	4.982260436333205e-07	2.1642225442179374e-08	3.5508836480268187e-10
27.722772277227723	9.994622484137255e-10	1.5999946224841368e-07	1.8582850953540352e-14	8.373833727965787e-07	3.8196975490694905e-09	5.191687353106567e-13	5.343091567527898e-07	2.4058787517073154e-08	4.2846621733936093e-10
28.712871287128714	9.99443048380504e-10	1.5999944304838045e-07	2.016588317606716e-14	7.968623823021685e-07	4.482935735397873e-09	5.3678573631031e-13	5.714946905844901e-07	2.664628571365996e-08	5.131688803502194e-10
29.7029702970297	9.994238487184272e-10	1.5999942384871839e-07	2.1956875606942698e-14	7.550056849665964e-07	5.258730019224221e-09	5.541944059567489e-13	6.097127756672439e-07	2.940887539783465e-08	6.133797567416421e-10
30.693069306930692	9.994046494274865e-10	1.5999940464942745e-07	2.4033625545703092e-14	7.118519768956228e-07	6.186915623218583e-09	5.713169469596637e-13	6.488759498128935e-07	3.235017514520101e-08	7.34411208456207e-10
31.683168316831683	9.993854505076757e-10	1.5999938545050762e-07	2.637794086753008e-14	6.67392124885868e-07	7.2581502771619175e-09	5.881715514497397e-13	6.889971365071168e-07	3.547686650478005e-08	8.751336561894758e-10
32.67326732673267	9.993662519589873e-10	1.5999936625195896e-07	2.9016173475893487e-14	6.216391909925833e-07	8.485912596043351e-09	6.04731867530933e-13	7.300426751215062e-07	3.879420964844147e-08	1.0374069125941694e-09
33.663366336633665	9.993470537814141e-10	1.5999934705378137e-07	3.197467527426319e-14	5.746062372710194e-07	9.883681194852025e-09	6.209715433071998e-13	7.719789050276552e-07	4.230746474805499e-08	1.223090790323011e-09
34.65346534653465	9.993278559749485e-10	1.599993278559749e-07	3.578909509846195e-14	5.263825484511732e-07	1.1547695633715969e-08	6.363549299502415e-13	8.146107649810194e-07	4.601841012264788e-08	1.439944460252385e-09
35.64356435643565	9.99308658539583e-10	1.5999930865853954e-07	4.070624348823317e-14	4.770141809887336e-07	1.3527259139835767e-08	6.506352169277827e-13	8.57834729098824e-07	4.9930798759418983e-08	1.692381381810124e-09
36.633663366336634	9.992894614753104e-10	1.5999928946147527e-07	4.686040250532336e-14	4.2659627637212244e-07	1.5922662684035526e-08	6.636781221849736e-13	9.01445073353923e-07	5.404625023129028e-08	1.9890736843565124e-09
37.62376237623762	9.99270264782123e-10	1.5999927026478208e-07	5.442830431180605e-14	3.7523426210300546e-07	1.884522790233923e-08	6.753069135666117e-13	9.45214396937106e-07	5.8365920735845046e-08	2.3395170186532947e-09
38.613861386138616	9.992510684600135e-10	1.5999925106845997e-07	6.405861697390231e-14	3.2306921006166547e-07	2.2444038651464115e-08	6.848729230143798e-13	9.88840694657741e-07	6.289008727228152e-08	2.755284487855955e-09
39.603960396039604	9.992318725089752e-10	1.5999923187250894e-07	7.689073248657047e-14	2.7034626247788405e-07	2.6977515746829095e-08	6.912367585418376e-13	1.031804547912294e-06	6.761528823001106e-08	3.2556944004528947e-09
40.59405940594059	9.992126769290004e-10	1.5999921267692896e-07	9.415592375223921e-14	2.1723184607879687e-07	3.262277782230568e-08	6.93167147253715e-13	1.0737505353973519e-06	7.254172977022135e-08	3.852417768895113e-09
41.584158415841586	9.99193481720082e-10	1.5999919348172e-07	1.2415672583035158e-13	1.644406953746841e-07	4.0146542177098563e-08	6.823615540963008e-13	1.1131740027236608e-06	7.765964584970426e-08	4.578431518041386e-09
42.57425742574257	9.99174286882213e-10	1.5999917428688217e-07	1.7434924586540923e-13	1.1322027604619966e-07	5.087708543986669e-08	6.513638719319934e-13	1.1474656777180651e-06	8.295049302990434e-08	5.4858164068820026e-09
43.56435643564356	9.991550924153857e-10	1.5999915509241533e-07	2.6432358335462175e-13	6.571415344384327e-08	6.706390872720993e-08	5.805840012707131e-13	1.1721825859950782e-06	8.838167663311716e-08	6.6570946219926315e-09
44.554455445544555	9.991358983195928e-10	1.5999913589831954e-07	4.582287331751752e-13	2.714935088745393e-08	9.405294091366613e-08	4.0587294724288414e-13	1.1766641702652568e-06	9.388777174231084e-08	8.245360323726143e-09
45.54455445544554	9.991167045948276e-10	1.5999911670459477e-07	7.227063279073467e-13	6.447182431234906e-09	1.4013412160338354e-07	1.6058907727636898e-13	1.1435332812082893e-06	9.933209707945718e-08	1.0553157093834989e-08
46.53465346534654	9.990975112410822e-10	1.59999097511241e-07	8.678025129914566e-13	7.004670372394779e-10	1.9958138568819769e-07	3.468624593791109e-14	1.081239757024e-06	1.0454622748272198e-07	1.393212808562029e-08
47.524752475247524	9.990783182583497e-10	1.5999907831825825e-07	9.11515227176434e-13	1.4231323656342144e-10	2.602971658159374e-07	1.0166514485419301e-14	1.0115891025116245e-06	1.0944458635033794e-07	1.8526821922940255e-08
48.51485148514851	9.990591256466228e-10	1.5999905912564654e-07	9.580645153089685e-13	-5.254439844810006e-11	3.173664669473365e-07	-1.719016192000879e-14	9.443643647974689e-07	1.1402191975374344e-07	2.4299810092675832e-08
49.504950495049506	9.990399334058942e-10	1.5999903993340583e-07	9.52503904926984e-13	-1.9007373812607615e-10	3.7037011677599536e-07	7.562689191125406e-15	8.803572014706826e-07	1.182908372140632e-07	3.117191071690637e-08
50.495049504950494	9.990207415361568e-10	1.5999902074153607e-07	9.665882397809388e-13	6.833552851300525e-11	4.191057033476709e-07	1.2670224075087852e-14	8.194976319601333e-07	1.2226733655817832e-07	3.906097993847339e-08
51.48514851485149	9.990015500374033e-10	1.5999900155003731e-07	1.0157207792845893e-12	1.3028885248327046e-10	4.6424201186860044e-07	-1.7270816675095784e-14	7.617716063850896e-07	1.2596681855158355e-07	4.788929161626913e-08
52.475247524752476	9.98982358909626e-10	1.5999898235890953e-07	1.0221193712783395e-12	-1.825152145843697e-10	5.059793558902464e-07	-4.478280892257432e-15	7.072195708911171e-07	1.2940409805078057e-07	5.7579494862809685e-08
53.46534653465346	9.98963168152818e-10	1.5999896316815272e-07	1.0267514530638452e-12	1.6007119495995866e-10	5.427454354204059e-07	1.008039412976276e-14	6.564452959255727e-07	1.3259401583213107e-07	6.805517155099969e-08
54.45544554455446	9.989439777669724e-10	1.5999894397776688e-07	1.0563127880190017e-12	1.2368965695966974e-10	5.764955212505148e-07	-2.905549794544844e-16	6.085916335542747e-07	1.3555338033021238e-07	7.923577550410602e-08
55.445544554455445	9.989247877520816e-10	1.59998924787752e-07	1.0819046320237585e-12	-8.511503382507197e-11	6.08093748725385e-07	-6.692384093448756e-15	5.626304447219747e-07	1.3829365050549252e-07	9.10672777779581e-08
56.43564356435643	9.98905598108138e-10	1.5999890559810804e-07	1.0912670762249535e-12	2.175872588049904e-11	6.358922764295623e-07	3.1348156487429406e-15	5.19769339645672e-07	1.4082596282471671e-07	1.0349065924432233e-07
57.42574257425743	9.988864088351349e-10	1.5999888640883502e-07	1.1112693124992308e-12	4.071830651636972e-11	6.607241921304911e-07	2.3218523777225716e-15	4.796300341493801e-07	1.431636701830728e-07	1.1644138291409489e-07
58.415841584158414	9.988672199330644e-10	1.5999886721993297e-07	1.1368534289856487e-12	1.979109924940349e-11	6.830850019239321e-07	-4.073362038387344e-15	4.4171270710334827e-07	1.4531874256950617e-07	1.2986376138268367e-07
59.4059405940594	9.9884803140192e-10	1.5999884803140182e-07	1.153431892663073e-12	-4.245414310931189e-11	7.028320848948021e-07	-1.463294571125416e-15	4.062048186665559e-07	1.473026246774582e-07	1.437029273726283e-07
60.396039603960396	9.988288432416939e-10	1.5999882884324161e-07	1.1655286110204334e-12	-2.990805880287351e-11	7.196518526407307e-07	5.628147297142274e-15	3.7334498743543583e-07	1.4912643888378098e-07	1.5790662347585318e-07
61.386138613861384	9.98809655452379e-10	1.5999880965545228e-07	1.19172043136608e-12	1.401272560512098e-12	7.343451216262004e-07	-1.3758837339462032e-15	3.424239139808148e-07	1.508002564139521e-07	1.7242930808710817e-07
62.37623762376238	9.987904680339681e-10	1.5999879046803389e-07	1.2144351220119462e-12	7.812664530433293e-12	7.469561707869552e-07	-4.903155968998848e-15	3.1347847990096365e-07	1.5233430792976567e-07	1.872232336254317e-07
63.366336633663366	9.987712809864538e-10	1.5999877128098636e-07	1.2298129693997305e-12	-1.8255030608402298e-12	7.567984674160077e-07	-1.093955842513207e-15	2.872250651317178e-07	1.5373956282562485e-07	2.0223873122824445e-07
64.35643564356435	9.987520943098286e-10	1.5999875209430974e-07	1.2481374026090774e-12	-8.667823359355212e-12	7.650323488500397e-07	-2.3171242642699705e-16	2.6251773662819276e-07	1.5502607407555865e-07	2.1743250850586168e-07
65.34653465346534	9.987329080040844e-10	1.5999873290800398e-07	1.266543804361625e-12	-4.1982846113465316e-11	7.717980036166853e-07	5.4819156504150025e-16	2.392697728735252e-07	1.5620104386353586e-07	2.3277316194835298e-07
66.33663366336634	9.987137220692157e-10	1.599987137220691e-07	1.2869824834563107e-12	-2.8219763423086436e-12	7.765569200978948e-07	-7.045526606432625e-16	2.1794575521288974e-07	1.5727176309282448e-07	2.482283842816061e-07
67.32673267326733	9.986945365052142e-10	1.5999869453650511e-07	1.3053796833874576e-12	4.718804859857312e-12	7.79553755802061e-07	8.381140948579588e-17	1.984336523626198e-07	1.582470047093511e-07	2.6376086824182097e-07
68.31683168316832	9.986753513120721e-10	1.5999867535131199e-07	1.3246023493189936e-12	4.6277966398211635e-12	7.811622357285918e-07	4.633862003083165e-17	1.803624165825043e-07	1.591352480841842e-07	2.7933547176632997e-07
69.3069306930693	9.986561664897828e-10	1.599986561664897e-07	1.3437675722548112e-12	1.4015538201191776e-12	7.814210116000861e-07	6.593797342715455e-17	1.637078523075505e-07	1.5994263356409738e-07	2.9492710091314516e-07
70.29702970297029	9.986369820383376e-10	1.5999863698203825e-07	1.3629942469569668e-12	2.8627809913017645e-13	7.804468099880906e-07	2.371470771916774e-17	1.4836986121031852e-07	1.6067640440879807e-07	3.105066380964451e-07
71.2871287128713	9.986177979577311e-10	1.5999861779795762e-07	1.3822096637552464e-12	-8.492633079252775e-14	7.783154440628928e-07	-7.621532901933456e-18	1.3428693358270156e-07	1.6134098472806363e-07	3.260567225663701e-07
72.27722772277228	9.98598614247956e-10	1.5999859861424786e-07	1.4013867189067625e-12	-1.064263544237114e-13	7.751287488115382e-07	-9.669929156642287e-19	1.213746162749591e-07	1.6194228142402008e-07	3.4155445992295353e-07
73.26732673267327	9.98579430909002e-10	1.599985794309089e-07	1.4205670169257806e-12	-7.273748345222243e-14	7.710141928316413e-07	2.073887077282012e-18	1.0952577341733544e-07	1.6248748329471712e-07	3.5697262319789176e-07
74.25742574257426	9.985602479408685e-10	1.5999856024794078e-07	1.4397522035160726e-12	-6.473422413667858e-15	7.659802758571678e-07	-1.4459264685267016e-19	9.873328236517064e-08	1.6297707275897544e-07	3.7230937549842827e-07
75.24752475247524	9.98541065343543e-10	1.5999854106534346e-07	1.4589329559490616e-12	8.335024378846227e-14	7.601708691610023e-07	1.7002634223445285e-18	8.887293763027276e-08	1.6341869044724317e-07	3.875374194157281e-07
76.23762376237623	9.985218831170218e-10	1.5999852188311693e-07	1.4781144125160335e-12	1.1006537832692547e-13	7.536350049321743e-07	2.470175449261202e-18	7.990322417987928e-08	1.6381505776889705e-07	4.026466030575014e-07
77.22772277227723	9.985027012612975e-10	1.5999850270126122e-07	1.497297149505824e-12	8.350257173654e-14	7.464461369022127e-07	1.5888674534522594e-18	7.17601427770818e-08	1.6417007566290194e-07	4.1762356116013407e-07
78.21782178217822	9.98483519776361e-10	1.5999848351977627e-07	1.5164789923575602e-12	1.0737740992241826e-13	7.386897193658561e-07	1.2309216685190976e-18	6.436792222940463e-08	1.6448817171998065e-07	4.324540793127694e-07
79.20792079207921	9.984643386622062e-10	1.599984643386621e-07	1.5356614917118451e-12	1.271999951321783e-13	7.30437327330978e-07	-1.542993320176783e-19	5.7665178757118895e-08	1.6477322098784666e-07	4.471241457310527e-07
80.1980198019802	9.98445157918825e-10	1.5999844515791873e-07	1.5548424655865692e-12	1.1002325426528284e-13	7.217380910980609e-07	-3.8481078749785237e-19	5.160509037014269e-08	1.6502747402928657e-07	4.6162923448659344e-07
81.18811881188118	9.9842597754621e-10	1.5999842597754612e-07	1.574022026119788e-12	5.2910667030589563e-14	7.126664139014864e-07	4.2725813971486596e-19	4.612273537958706e-08	1.6525486758649723e-07	4.759559302283266e-07
82.17821782178218	9.98406797544354e-10	1.5999840679754427e-07	1.5932010116887942e-12	-9.905146391790352e-15	7.032754142542583e-07	1.4435380571196028e-18	4.1169385692472877e-08	1.6545803392342784e-07	4.900971760405214e-07
83.16831683168317	9.983876179132498e-10	1.5999838761791316e-07	1.6123813364481348e-12	-5.084259232668199e-15	6.936035648132864e-07	7.498825571488382e-19	3.6707661799349454e-08	1.6563873275546424e-07	5.040500457223905e-07
84.15841584158416	9.983684386528899e-10	1.599983684386528e-07	1.6315627664152839e-12	6.501750430449306e-14	6.837160488973325e-07	-1.419718431183867e-18	3.2679420453833476e-08	1.6580030702868789e-07	5.178041586110445e-07
85.14851485148515	9.983492597632669e-10	1.5999834925976316e-07	1.6507415964010597e-12	4.689770096282386e-14	6.736300688125684e-07	-1.3600802498744943e-18	2.906507483497554e-08	1.6594342798561964e-07	5.313613814774143e-07
86.13861386138613	9.983300812443739e-10	1.5999833008124428e-07	1.669918232269607e-12	-3.9956111386430545e-14	6.634006278402643e-07	5.229403172420303e-19	2.5814425922954835e-08	1.6607083937137967e-07	5.447141468277875e-07
87.12871287128712	9.983109030962031e-10	1.5999831090309609e-07	1.6890937731473537e-12	-1.5863998031242335e-13	6.530557629394616e-07	3.130226239869226e-18	2.2899243519482233e-08	1.6618384658870804e-07	5.578613055958398e-07
88.11881188118812	9.982917253187479e-10	1.5999829172531865e-07	1.7082705222896929e-12	-2.296546071834932e-13	6.426116851494137e-07	4.158535026874556e-18	2.0300964191839502e-08	1.662831342260943e-07	5.708044460895924e-07
89.10891089108911	9.982725479120004e-10	1.599982725479119e-07	1.7274479568083507e-12	-2.739155986655121e-13	6.321111085724844e-07	4.130759631324364e-18	1.7979355721734383e-08	1.6637077676660702e-07	5.835390328569821e-07
90.0990099009901	9.98253370875954e-10	1.5999825337087586e-07	1.746626488150444e-12	-2.791409569005171e-13	6.215879852830777e-07	2.6354603339659974e-18	1.590134968565067e-08	1.664483891881204e-07	5.960625549876691e-07
91.08910891089108	9.982341942106008e-10	1.599982341942105e-07	1.765806480261884e-12	-2.347364358441196e-13	6.110767128132984e-07	-6.913015166862532e-19	1.4033513455853138e-08	1.665176098295535e-07	6.083723986444912e-07
92.07920792079207	9.98215017915934e-10	1.5999821501791585e-07	1.7849848779538574e-12	-1.8498032866076537e-13	6.005576990971676e-07	-2.794328674770933e-18	1.2388209417331373e-08	1.6657753659679634e-07	6.204767398777963e-07
93.06930693069307	9.981958419919463e-10	1.5999819584199185e-07	1.8041623120661862e-12	-1.1694527160425543e-13	5.900720754018345e-07	-4.304454120327365e-18	1.0926322006437945e-08	1.666301297372453e-07	6.323715898099599e-07
94.05940594059406	9.981766664386301e-10	1.5999817666643854e-07	1.8233382803120032e-12	-3.65165152849168e-14	5.796438910182059e-07	-4.719383859624112e-18	9.623234168574022e-09	1.6667654734845292e-07	6.440563639918762e-07
95.04950495049505	9.981574912559786e-10	1.5999815749125588e-07	1.8425119669616142e-12	4.453792423694187e-14	5.692933470648407e-07	-3.2233811064746573e-18	8.457605508296738e-09	1.6671776866669649e-07	6.555312342313582e-07
96.03960396039604	9.981383164439845e-10	1.5999813831644388e-07	1.8616841685466077e-12	1.1986877115559836e-13	5.590298725237725e-07	-6.12967865459882e-19	7.417544970376195e-09	1.6675432205903257e-07	6.667981405845988e-07
97.02970297029702	9.981191420026402e-10	1.5999811914200254e-07	1.8808579204980377e-12	1.916263418446868e-13	5.488486818854058e-07	7.643781229158372e-20	6.5036373473285764e-09	1.6678614219094855e-07	6.778613469558561e-07
98.01980198019803	9.980999679319386e-10	1.5999809996793186e-07	1.900031285344143e-12	2.350038880253726e-13	5.387703922435933e-07	7.823134629559855e-19	5.69411205687852e-09	1.6681421384362288e-07	6.887210468571988e-07
99.00990099009901	9.980807942318727e-10	1.5999808079423177e-07	1.919204408952182e-12	2.3292944432301163e-13	5.288022607515643e-07	1.3588007903779156e-18	4.978923046001323e-09	1.668389635542291e-07	6.993796197233417e-07
100.0	9.980616209024348e-10	1.5999806162090235e-07	1.938377469301431e-12	1.6598101879552876e-13	5.189494527698944e-07	1.6279296413424587e-18	4.349841871479861e-09	1.6686072716097108e-07	7.098398122208706e-07
