time	Drug_Concentration_C	Tumor_Cell_Population_P	Damaged_Tumor_Cells_D
32.67326732673267	-1.2819616766406974e-26	151.11322619997108	-2.7556270625660404e-23
33.663366336633665	2.4912248861644105e-26	151.29864788002578	-2.9695195615362884e-23
34.65346534653465	8.675479062856334e-26	151.4839856965906	-3.240344803647047e-23
35.64356435643565	1.101221855107751e-25	151.66923892682374	-3.444205119099426e-23
36.633663366336634	1.1235238387083924e-25	151.85440684861624	-3.6081879682151555e-23
37.62376237623762	8.06010905184624e-26	152.0394887414703	-3.7009118659691855e-23
38.613861386138616	1.6871055067700286e-27	152.22448388626768	-3.6894022505166864e-23
39.603960396039604	-3.2519106569549154e-26	152.4093915648105	-3.745730722864422e-23
40.59405940594059	-5.525639334274368e-26	152.59421106082374	-3.7957299638849786e-23
41.584158415841586	-5.397080415704258e-26	152.77894165921086	-3.854087781140177e-23
42.57425742574257	-1.3725155205310195e-26	152.96358264624294	-3.939232379702738e-23
43.56435643564356	-3.161755103560442e-26	153.14813331080575	-3.890576317812394e-23
44.554455445544555	-5.174369693679904e-26	153.332592941511	-3.791850410798768e-23
45.54455445544554	-6.854330235808226e-26	153.51696082891254	-3.6463068028290294e-23
46.53465346534654	-7.46847185723143e-26	153.70123626493861	-3.459960712604182e-23
47.524752475247524	-6.083174732228146e-26	153.88541854288908	-3.241962900410934e-23
48.51485148514851	-1.5643640820695888e-26	154.06950695743552	-3.004599668121708e-23
49.504950495049506	-4.3918297216339575e-27	154.2535008080706	-2.738510398877701e-23
50.495049504950494	-1.498287438777648e-26	154.43739939235223	-2.4612259559564158e-23
51.48514851485149	-2.4789789949135675e-26	154.62120200883575	-2.1961013513788217e-23
52.475247524752476	-3.0842500143578956e-26	154.80490795839862	-1.9627987672260628e-23
53.46534653465346	-2.9484157330046305e-26	154.98851654334786	-1.7837005221286935e-23
54.45544554455446	-1.6371142488550524e-26	155.17202706742	-1.6839090712666647e-23
55.445544554455445	-5.445715067085811e-27	155.35543883858455	-1.5909622820681444e-23
56.43564356435643	-9.239381353289108e-27	155.53875116613347	-1.438944946752496e-23
57.42574257425743	-1.2288853767993001e-26	155.72196335675324	-1.3090054320639402e-23
58.415841584158414	-1.378023362603065e-26	155.90507472082598	-1.2039490994988589e-23
59.4059405940594	-1.2764897349777284e-26	156.08808457024486	-1.1263834662124537e-23
60.396039603960396	-8.159496469150289e-27	156.27099221841414	-1.0787182050187416e-23
61.386138613861384	-4.7797038414875924e-29	156.4537969813935	-1.0517670884024619e-23
62.37623762376238	7.857197923927392e-27	156.63649818006238	-1.0031912519069351e-23
63.366336633663366	1.931974069244822e-26	156.81909513035697	-9.547403891277991e-24
64.35643564356435	3.502026366169399e-26	157.00158715255384	-8.997868726164924e-24
65.34653465346534	5.568919755959471e-26	157.18397356851503	-8.307634201483256e-24
66.33663366336634	8.210697144746381e-26	157.36625370168824	-7.391630947224824e-24
67.32673267326733	1.1510401271999864e-25	157.5484268771067	-6.155393045620178e-24
68.31683168316832	1.222105658140113e-25	157.73049242623532	-5.371035272257231e-24
69.3069306930693	1.1788296130996085e-25	157.91244967531304	-4.570026593801357e-24
70.29702970297029	9.8999099081724e-26	158.09429795472593	-3.737468475410367e-24
71.2871287128713	6.156434411488407e-26	158.2760365965797	-2.8732971302361993e-24
72.27722772277228	1.2104269330345117e-27	158.45766493462713	-1.9791793801936862e-24
73.26732673267327	-8.680455640221729e-26	158.63918230426822	-1.058512655960601e-24
74.25742574257426	-1.475630638861997e-25	158.8205880455557	-3.185828652869374e-25
75.24752475247524	-1.8222574525239138e-25	159.00188149740043	2.1917529650504633e-25
76.23762376237623	-2.0195198887820705e-25	159.18306199987865	5.640084977052442e-25
77.22772277227723	-2.0019299534597734e-25	159.36412889561888	6.625433246039753e-25
78.21782178217822	-1.696721544320533e-25	159.54508152895198	4.559667025539239e-25
79.20792079207921	-1.0238504510680827e-25	159.72591924591111	-1.1997410402984308e-25
80.1980198019802	-3.4411716626154445e-26	159.90664139600926	-3.9932072383849355e-25
81.18811881188118	-3.640253795107323e-27	160.08724733056238	3.2007470677544275e-25
82.17821782178218	2.336498719768564e-26	160.2677363997882	1.575998329917237e-24
83.16831683168317	4.212848601850115e-26	160.44810795713948	3.5351046980823864e-24
84.15841584158416	4.754690819440313e-26	160.62836135782504	6.380863015877024e-24
85.14851485148515	3.388910511324428e-26	160.80849595880971	1.0313557140018074e-23
86.13861386138613	7.498193030879949e-27	160.98851111990962	1.4993076502168073e-23
87.12871287128712	1.513118289594049e-26	161.16840620623532	1.829572600022223e-23
88.11881188118812	2.282700529474126e-26	161.3481805777483	2.1627988886831568e-23
89.10891089108911	3.040521058700484e-26	161.52783359913278	2.490374939547971e-23
90.0990099009901	3.744577894487948e-26	161.70736463686234	2.803667510106879e-23
91.08910891089108	4.3236936878780863e-26	161.88677305919572	3.094250608104546e-23
92.07920792079207	4.6722973763232476e-26	162.06605823617213	3.354134407652644e-23
93.06930693069307	4.645205836270682e-26	162.24521953960678	3.575994165342433e-23
94.05940594059406	4.0524055357465967e-26	162.42425634308645	3.7533991363573356e-23
95.04950495049505	2.653834186940309e-26	162.60316802196496	3.881041490585504e-23
96.03960396039604	3.421694987500881e-27	162.78195395382815	3.9569515471958595e-23
97.02970297029702	-2.1299827458304493e-27	162.96061352510657	4.010717836057376e-23
98.01980198019803	-7.289612881207688e-27	163.13914611319177	4.028084759022103e-23
99.00990099009901	-1.1396713609978704e-26	163.31755110185557	4.016425811517557e-23
100.0	-1.366517374509412e-26	163.4958278768358	3.986319147049837e-23
