time	M	MpY	MpT	Mpp	MEK	MKP3
66.0	428.15598815164134	310.6145169987426	43.15566739540819	18.07385045666368	180.0	100.0
67.0	425.4247527063956	312.6506870718014	43.453713154274546	18.47087013503985	180.0	100.0
68.0	422.7447755818617	314.6394955671672	43.74726415844459	18.86848791217567	180.0	100.0
69.0	420.11499596565034	316.58193633104935	44.03646804117915	19.266623049624247	180.0	100.0
70.0	417.5343757585579	318.4789832064546	44.32146728012582	19.665197291385763	180.0	100.0
71.0	415.00189688553945	320.33159199334364	44.602400023743684	20.064134719553305	180.0	100.0
72.0	412.5165673500949	322.1406960504114	44.87939830730584	20.463362015951187	180.0	100.0
73.0	410.0774108486025	323.90721391937876	45.15259113925473	20.862807934135468	180.0	100.0
74.0	407.6834680221609	325.63204843884404	45.422104139954584	21.262403330359646	180.0	100.0
75.0	405.3337999688635	327.31608420509554	45.68805851079292	21.662081303111876	180.0	100.0
76.0	403.02748605812815	328.9601891997949	45.950571691293234	22.06177705897234	180.0	100.0
77.0	400.7636322204835	330.56520876566236	46.20975473022742	22.461428282473797	180.0	100.0
78.0	398.54135277732075	332.1319789060599	46.46571804870142	22.860974232467726	180.0	100.0
79.0	396.3597822023747	333.66131772527996	46.71856771019688	23.26035627907401	180.0	100.0
80.0	394.2180725207043	335.1540273578411	46.96840624577378	23.659517749378153	180.0	100.0
81.0	392.1153932918515	336.61089402755425	47.21533262315576	24.058403903882994	180.0	100.0
82.0	390.0509351309936	338.0326855961194	47.45944093619473	24.456962110755963	180.0	100.0
83.0	388.0238988379515	339.42015928952685	47.70082437375447	24.855141202528646	180.0	100.0
84.0	386.03350355472185	340.77405596790953	47.939572208428814	25.25289191371417	180.0	100.0
85.0	384.0789841365739	342.0951020233224	48.17577074200904	25.650166705699746	180.0	100.0
86.0	382.1595919691071	343.3840088821729	48.40950291666742	26.046919820904094	180.0	100.0
87.0	380.2745948344458	344.64147314612364	48.640848332313816	26.44310725553482	180.0	100.0
88.0	378.42327268406956	345.86817948155226	48.869885012489085	26.83868638192621	180.0	100.0
89.0	376.6049211872031	347.0647982879838	49.0966878488225	27.233616236517104	180.0	100.0
90.0	374.81885027772694	348.2319867248483	49.321329181938836	27.62785737966862	180.0	100.0
91.0	373.064385730304	349.37038768580413	49.543878109939826	28.021372053404118	180.0	100.0
92.0	371.3408665386538	350.480631632493	49.7644015424273	28.414123894452317	180.0	100.0
93.0	369.64764391229704	351.5633373258492	49.98296458153759	28.80607781874201	180.0	100.0
94.0	367.9840830225413	352.61911068472057	50.19962975979244	29.197200197135984	180.0	100.0
95.0	366.3495619651406	353.64854554039493	50.41445743530657	29.587458736314968	180.0	100.0
96.0	364.7434746435605	354.65222162874625	50.627504643630374	29.976822781412984	180.0	100.0
97.0	363.1652245322239	355.63070905760156	50.83882749293646	30.365262634124903	180.0	100.0
98.0	361.6142277012075	356.5845661984709	51.048479960912864	30.752749870609644	180.0	100.0
99.0	360.08991258754133	357.5143398881909	51.25651395567824	31.139257308181417	180.0	100.0
100.0	358.59171957845695	358.42056576062663	51.46297944898819	31.524758953891226	180.0	100.0
