time	M	Ma	Bn	Ba	Cy
40.59405940594059	977751.1544687437	4754510.961474858	1968.1780093415236	225547.2030135798	1.872871201642811
41.584158415841586	997309.6084264029	4783508.769806249	1923.9780378453895	222359.5788055828	1.8418554800993103
42.57425742574257	1015246.0151893046	4809432.968568123	1885.0062101690564	219517.23356038934	1.8142155844047891
43.56435643564356	1031640.0207082052	4832579.619503385	1850.6237720109566	216984.08112038817	1.7895954242616006
44.554455445544555	1046578.2650205307	4853223.179307968	1820.2747597303833	214727.62443865504	1.767674959052249
45.54455445544554	1060151.6893365642	4871616.409578395	1793.4742125424941	212718.61445221025	1.7481666600140007
46.53465346534654	1072453.2237946696	4887990.78077232	1769.7982772780406	210930.7431334738	1.730812341097336
47.524752475247524	1083575.8566824137	4902557.23981415	1748.8758668029368	209340.3657986776	1.7153803062797426
48.51485148514851	1093611.0690528995	4915507.231434939	1730.3815911761283	207926.24920246127	1.7016627758379397
49.504950495049506	1102647.6074617351	4927013.882371814	1714.0297509037146	206669.34231490895	1.689473554914263
50.495049504950494	1110770.5594408293	4937233.276649286	1699.5692009160978	205552.5673512934	1.678645919715818
51.48514851485149	1118060.6938743808	4946305.767357578	1686.778947580447	204560.62908218039	1.6690306974524711
52.475247524752476	1124594.026451636	4954357.280681525	1675.464358773705	203679.8409323648	1.6604945229071775
53.46534653465346	1130441.5727537286	4961500.584499856	1665.4538897063744	202897.96622457693	1.652918253268542
54.45544554455446	1135669.2522002251	4967836.500328161	1656.5962461816503	202204.07361308712	1.6461955298906772
55.445544554455445	1140337.9123172082	4973455.044647842	1648.7579198208691	201588.40544795402	1.6402314730592535
56.43564356435643	1144503.4446040126	4978436.492614166	1641.82104096684	201042.25815369945	1.6349414992544795
57.42574257425743	1148216.968145881	4982852.360768687	1635.6815043380134	200557.87368976627	1.6302502508315513
58.415841584158414	1151525.0609664407	4986766.308466588	1630.2473295196712	200128.3412347184	1.626090628703608
59.4059405940594	1154470.0226565036	4990234.960006209	1625.4372244835922	199747.5082841222	1.622402919406042
60.396039603960396	1157090.1550562223	4993308.6509090895	1621.1793251447036	199409.90039847154	1.6191340084955785
61.386138613861384	1159420.0506188718	4996032.102703385	1617.410087968068	199110.6488787908	1.616236672753976
62.37623762376238	1161490.880493222	4998445.031088191	1614.073315998955	198845.42568973443	1.6136689441837784
63.366336633663366	1163330.676382648	5000582.692584453	1611.1193014148796	198610.3849905689	1.6113935392681014
64.35643564356435	1164964.601905587	5002476.374791293	1608.504070092331	198402.1106768165	1.6093773474350301
65.34653465346534	1166415.210526648	5004153.835235343	1606.1887155378872	198217.56937417164	1.6075909731122637
66.33663366336634	1167702.6881808743	5005639.693598807	1604.1388113104072	198054.06836880516	1.6060083262017975
67.32673267326733	1168845.0795782479	5006955.781795572	1602.323892406689	197909.21799608966	1.6046062562109515
68.31683168316832	1169858.4977602286	5008121.456062967	1600.7169973470313	197780.8980512103	1.6033642257117604
69.3069306930693	1170757.31697499	5009153.874918156	1599.2942637113672	197667.22781906102	1.6022640191398148
70.29702970297029	1171554.3495944184	5010068.246884439	1598.0345703139758	197566.53931830227	1.6012894829598059
71.2871287128713	1172261.0069764762	5010878.050111278	1596.91922178837	197477.3535304322	1.6004262948927093
72.27722772277228	1172887.4459149933	5011595.228149035	1595.9316690932892	197398.35918574868	1.5996617580663268
73.26732673267327	1173442.7012889716	5012230.363753431	1595.0572624546826	197328.39389192092	1.5989846179417149
74.25742574257426	1173934.8057238972	5012792.833126494	1594.2830330408285	197266.4273652464	1.5983848996910932
75.24752475247524	1174370.8974951485	5013290.942936952	1593.5974996919842	197211.5465124769	1.59785376355621
76.23762376237623	1174757.3174867833	5013732.051856255	1592.9904980282977	197162.94218213018	1.5973833764230045
77.22772277227723	1175099.6962235472	5014122.678409053	1592.4530292117654	197119.89739402855	1.5969667977478281
78.21782178217822	1175403.0318424783	5014468.596622558	1591.977126136163	197081.77688928886	1.5965978782979755
79.20792079207921	1175671.7598544927	5014774.9208481945	1591.5557350131585	197048.01785452082	1.5962711702843408
80.1980198019802	1175909.8154858737	5015046.180966253	1591.1826105749587	197018.1216904608	1.595981847623338
81.18811881188118	1176120.6893254886	5015286.389052465	1590.852223325081	196991.64670950107	1.5957256352058249
82.17821782178218	1176307.476952191	5015499.098468785	1590.5596774441963	196968.20165842545	1.5954987461653147
83.16831683168317	1176472.9231550435	5015687.456232533	1590.3006381252903	196947.43997435592	1.5952978262525817
84.15841584158416	1176619.4613069694	5015854.24942304	1590.0712672521522	196929.05469177046	1.59511990451921
85.14851485148515	1176749.248402326	5016001.94630397	1589.8681664573116	196912.77392718775	1.594962349598034
86.13861386138613	1176864.1962144244	5016132.732755172	1589.6883267176065	196898.3568770452	1.5948228309550556
87.12871287128712	1176965.998991346	5016248.544550245	1589.5290837307944	196885.59027050412	1.5946992845478645
88.11881188118812	1177056.1580632473	5016351.095951519	1589.388078409345	196874.2852258244	1.5945898823925637
89.10891089108911	1177136.003698015	5016441.905038971	1589.2632219078014	196864.2744648952	1.5944930055998143
90.0990099009901	1177206.7144865629	5016522.316131164	1589.1526646789341	196855.40984681854	1.5944072204986521
91.08910891089108	1177269.334554596	5016593.519646097	1589.054769078293	196847.5601826787	1.5943312574855315
92.07920792079207	1177324.788980225	5016656.569862901	1588.9680848743537	196840.60928073584	1.5942639921019957
93.06930693069307	1177373.8972086362	5016712.400348751	1588.891327980816	196834.45424811024	1.5942044285968109
94.05940594059406	1177417.3850238482	5016761.837710947	1588.8233615092695	196829.00397680374	1.5941516852720783
95.04950495049505	1177455.895332787	5016805.613969191	1588.7631787253194	196824.17778138214	1.5941049812981194
96.03960396039604	1177489.9975844966	5016844.37734651	1588.7098881865547	196819.90421045249	1.5940636252101097
97.02970297029702	1177520.1961310692	5016878.701841082	1588.6627005626046	196816.11999238204	1.5940270047043663
98.01980198019803	1177546.9376674108	5016909.095736387	1588.6209169199399	196812.76909788005	1.5939945775659237
99.00990099009901	1177570.6178004926	5016936.00910857	1588.5839183881478	196809.80191288784	1.5939658636636254
100.0	1177591.5869076718	5016959.840517713	1588.5511569511502	196807.17450134913	1.5939404378152264
