time	a	b	c
60.396039603960396	1.1762468523057833e-12	-1.364843733470589e-10	4.724521421857547e-11
61.386138613861384	1.1756621527146673e-12	-1.3830150964379474e-10	4.786245211337457e-11
62.37623762376238	1.1750774531235511e-12	-1.4011864594053058e-10	4.8479690008173655e-11
63.366336633663366	1.1744927535324352e-12	-1.419357822372664e-10	4.909692790297274e-11
64.35643564356435	1.1739080539413192e-12	-1.4375291853400225e-10	4.971416579777183e-11
65.34653465346534	1.1733233543502032e-12	-1.4557005483073807e-10	5.033140369257092e-11
66.33663366336634	1.172738654759087e-12	-1.473871911274739e-10	5.094864158737e-11
67.32673267326733	1.172153955167971e-12	-1.4920432742420976e-10	5.15658794821691e-11
68.31683168316832	1.1717347154704534e-12	-1.5101311396352873e-10	5.217912643836439e-11
69.3069306930693	1.171729495349803e-12	-1.528010074455787e-10	5.278238712733745e-11
70.29702970297029	1.1717242752291529e-12	-1.5458890092762864e-10	5.3385647816310506e-11
71.2871287128713	1.1717190551085025e-12	-1.5637679440967863e-10	5.3988908505283577e-11
72.27722772277228	1.1717138349878521e-12	-1.581646878917286e-10	5.4592169194256647e-11
73.26732673267327	1.1717086148672018e-12	-1.5995258137377858e-10	5.5195429883229704e-11
74.25742574257426	1.1717033947465516e-12	-1.6174047485582852e-10	5.579869057220276e-11
75.24752475247524	1.1716981746259012e-12	-1.635283683378785e-10	5.640195126117582e-11
76.23762376237623	1.1716929545052508e-12	-1.6531626181992845e-10	5.7005211950148875e-11
77.22772277227723	1.1716877343846005e-12	-1.671041553019784e-10	5.7608472639121946e-11
78.21782178217822	1.1716825142639503e-12	-1.688920487840284e-10	5.8211733328095e-11
79.20792079207921	1.1716772941433e-12	-1.7067994226607836e-10	5.881499401706807e-11
80.1980198019802	1.1716720740226495e-12	-1.7246783574812833e-10	5.941825470604112e-11
81.18811881188118	1.1716668539019992e-12	-1.742557292301783e-10	6.002151539501417e-11
82.17821782178218	1.1716616337813488e-12	-1.7604362271222826e-10	6.062477608398725e-11
83.16831683168317	1.1716564136606986e-12	-1.7783151619427825e-10	6.122803677296031e-11
84.15841584158416	1.1716511935400482e-12	-1.796194096763282e-10	6.183129746193337e-11
85.14851485148515	1.1716459734193979e-12	-1.8140730315837818e-10	6.243455815090643e-11
86.13861386138613	1.1716407532987475e-12	-1.8319519664042814e-10	6.303781883987949e-11
87.12871287128712	1.1716355331780973e-12	-1.849830901224781e-10	6.364107952885254e-11
88.11881188118812	1.171630313057447e-12	-1.8677098360452807e-10	6.424434021782561e-11
89.10891089108911	1.1716250929367966e-12	-1.8855887708657806e-10	6.484760090679868e-11
90.0990099009901	1.1716198728161462e-12	-1.90346770568628e-10	6.545086159577173e-11
91.08910891089108	1.1716146526954958e-12	-1.9213466405067799e-10	6.605412228474479e-11
92.07920792079207	1.1716094325748456e-12	-1.9392255753272795e-10	6.665738297371786e-11
93.06930693069307	1.1716042124541953e-12	-1.9571045101477792e-10	6.726064366269091e-11
94.05940594059406	1.1715989923335449e-12	-1.974983444968279e-10	6.786390435166398e-11
95.04950495049505	1.1715937722128945e-12	-1.9928623797887787e-10	6.846716504063704e-11
96.03960396039604	1.1715885520922443e-12	-2.0107413146092783e-10	6.907042572961009e-11
97.02970297029702	1.171583331971594e-12	-2.0286202494297777e-10	6.967368641858315e-11
98.01980198019803	1.1715781118509436e-12	-2.0464991842502776e-10	7.027694710755622e-11
99.00990099009901	1.1715728917302932e-12	-2.0643781190707773e-10	7.088020779652928e-11
100.0	1.171567671609643e-12	-2.082257053891277e-10	7.148346848550235e-11
