time	CDK2cycA	CyclinA	Cdk2	CDK2cycA_star_
75.24752475247524	1.7888796710848834e-16	-4.8089239955778084e-14	-4.8089539955778005e-14	2.5956929540083297e-16
76.23762376237623	1.835335113547205e-16	-4.935689599579292e-14	-4.935719599579284e-14	2.6631460089394363e-16
77.22772277227723	1.8817905560095247e-16	-5.06245520358077e-14	-5.062485203580767e-14	2.730599063870543e-16
78.21782178217822	1.9282459984718424e-16	-5.1892208075822483e-14	-5.1892508075822454e-14	2.7980521188016455e-16
79.20792079207921	1.974701440934166e-16	-5.315986411583742e-14	-5.316016411583739e-14	2.865505173732756e-16
80.1980198019802	2.0211568833964857e-16	-5.44275201558522e-14	-5.442782015585212e-14	2.9329582286638587e-16
81.18811881188118	2.0676123258588053e-16	-5.5695176195867034e-14	-5.5695476195866955e-14	3.0004112835949614e-16
82.17821782178218	2.114067768321127e-16	-5.696283223588187e-14	-5.696313223588184e-14	3.067864338526072e-16
83.16831683168317	2.1605232107834486e-16	-5.82304882758967e-14	-5.823078827589667e-14	3.1353173934571745e-16
84.15841584158416	2.2069786532457683e-16	-5.949814431591153e-14	-5.949844431591146e-14	3.202770448388281e-16
85.14851485148515	2.253434095708088e-16	-6.076580035592637e-14	-6.076610035592629e-14	3.270223503319388e-16
86.13861386138613	2.2998895381704115e-16	-6.20334563959412e-14	-6.203375639594117e-14	3.3376765582504943e-16
87.12871287128712	2.346344980632731e-16	-6.330111243595603e-14	-6.3301412435956e-14	3.405129613181601e-16
88.11881188118812	2.392800423095049e-16	-6.456876847597082e-14	-6.456906847597074e-14	3.4725826681127036e-16
89.10891089108911	2.4392558655573745e-16	-6.583642451598575e-14	-6.583672451598567e-14	3.540035723043814e-16
90.0990099009901	2.4857113080196927e-16	-6.710408055600054e-14	-6.710438055600046e-14	3.6074887779749167e-16
91.08910891089108	2.532166750482012e-16	-6.837173659601532e-14	-6.837203659601529e-14	3.674941832906023e-16
92.07920792079207	2.5786221929443335e-16	-6.963939263603015e-14	-6.963969263603007e-14	3.742394887837126e-16
93.06930693069307	2.625077635406655e-16	-7.090704867604504e-14	-7.090734867604494e-14	3.809847942768237e-16
94.05940594059406	2.671533077868975e-16	-7.217470471605987e-14	-7.217500471605979e-14	3.877300997699339e-16
95.04950495049505	2.7179885203312964e-16	-7.34423607560747e-14	-7.344266075607466e-14	3.9447540526304497e-16
96.03960396039604	2.764443962793618e-16	-7.471001679608954e-14	-7.471031679608946e-14	4.0122071075615523e-16
97.02970297029702	2.8108994052559358e-16	-7.597767283610432e-14	-7.597797283610424e-14	4.079660162492655e-16
98.01980198019803	2.8573548477182574e-16	-7.724532887611915e-14	-7.724562887611907e-14	4.1471132174237616e-16
99.00990099009901	2.903810290180579e-16	-7.851298491613399e-14	-7.851328491613396e-14	4.214566272354868e-16
100.0	2.9502657326428987e-16	-7.978064095614882e-14	-7.978094095614879e-14	4.282019327285975e-16
