time	U_H	U_E	U_I	U_R	V	IFN	K
38.613861386138616	2468285.152911319	890895.385642286	182968.03188235394	220295209.79770687	351.83986365788235	0.13721497807072902	808082.3093775169
39.603960396039604	2467502.910613384	891016.9549915765	183024.65107875888	220460570.49049038	351.949589281278	0.13725787062156178	807946.1174537514
40.59405940594059	2466751.4648772907	891133.7893183533	183079.07493253826	220624291.90295252	352.0550607606106	0.1372991002410886	807815.267742428
41.584158415841586	2466029.598360005	891246.0725515021	183131.3877714161	220786390.58679095	352.1564414666633	0.13733873078107736	807689.5507129434
42.57425742574257	2465336.141258224	891353.9809189325	183181.67066559155	220946882.91504878	352.25388852075605	0.13737682366113313	807568.7650452949
43.56435643564356	2464669.9713265114	891457.6834950043	183230.0015261046	221105785.08354637	352.3475529126889	0.1374134379054877	807452.7173266477
44.554455445544555	2464030.012129506	891557.3429588588	183276.45530506456	221263113.11321807	352.4375798581144	0.13744863027669282	807341.2217314441
45.54455445544554	2463415.23012706	891653.1160287977	183321.1041779749	221418882.8529463	352.52410917651	0.13748245542484414	807234.0997187642
46.53465346534654	2462824.632085733	891745.1535127499	183364.01764012838	221573109.98225105	352.60727551364573	0.1375149659792944	807131.1797426332
47.524752475247524	2462257.2638402237	891833.6003137544	183405.2625494528	221725810.01331863	352.68720842240884	0.1375462125812597	807032.2969820867
48.51485148514851	2461712.2093753526	891918.5956905583	183444.90320782684	221876998.29282168	352.7640324992473	0.13757624393461335	806937.29308767
49.504950495049506	2461188.589241249	892000.273609194	183483.00148256903	222026690.00413346	352.8378676132959	0.137605106894053	806846.015917554
50.495049504950494	2460685.558652325	892078.7629611323	183519.6169140571	222174900.16964483	352.90882912716717	0.13763284655260727	806758.319290216
51.48514851485149	2460202.3061204334	892154.1876583999	183554.80678205634	222321643.65272033	352.9770280314502	0.13765950629530224	806674.0627651298
52.475247524752476	2459738.0522725037	892226.6667957136	183588.6261788858	222466935.15970045	353.04257108131304	0.13768512785221046	806593.111407819
53.46534653465346	2459292.0486891354	892296.3148821985	183621.12809540555	222610789.24184012	353.1055609563526	0.13770975135995434	806515.3355709278
54.45544554455446	2458863.576564103	892363.2420440695	183652.36350790955	222753220.29728064	353.166096431269	0.1377334154284796	806440.6106892296
55.445544554455445	2458451.94540798	892427.5541761331	183682.38145452618	222894242.5730237	353.2242725277568	0.13775615720093076	806368.817077101
56.43564356435643	2458056.4920107373	892489.3530710983	183711.2290963848	223033870.16667408	353.2801806333279	0.13777801240025456	806299.839749171
57.42574257425743	2457676.579571234	892548.7365515956	183738.95177476306	223172117.02797106	353.333908610017	0.13779901537147757	806233.5682645323
58.415841584158414	2457311.596512876	892605.7986439652	183765.59308965525	223308996.96085724	353.38554094521163	0.1378191991405144	806169.8965181476
59.4059405940594	2456960.95520663	892660.6297804739	183791.19498911628	223444523.62574193	353.43515892359426	0.13783859548114644	806108.7225194616
60.396039603960396	2456624.0911792107	892713.3169236162	183815.79781594966	223578710.54083413	353.4828407207871	0.13785723495186394	806049.9482771477
61.386138613861384	2456300.4622025336	892763.9436642715	183839.44036542153	223711571.08382308	353.52866151467487	0.13787514693955613	805993.4796455754
62.37623762376238	2455989.5474511688	892812.5903417951	183862.1599392738	223843118.49351513	353.57269359094573	0.13789235970077302	805939.2261768106
63.366336633663366	2455690.8467412563	892859.334150889	183883.99239559894	223973365.87137857	353.61500643883426	0.13790890039912346	805887.1009845787
64.35643564356435	2455403.87969554	892904.2492956377	183904.97220930576	224102326.18328476	353.6556668653331	0.1379247951495628	805837.0205891134
65.34653465346534	2455128.184869764	892947.4071279938	183925.13253282232	224230012.26116142	353.69473911279727	0.13794006906427045	805788.9047805307
66.33663366336634	2454863.3189501395	892988.8762408291	183944.5052452498	224356436.80456716	353.7322849579314	0.13795474629168608	805742.6764932235
67.32673267326733	2454608.856036216	893028.7225622941	183963.12099777954	224481612.38223475	353.76836380011736	0.13796885005120832	805698.2616820687
68.31683168316832	2454364.3869865644	893067.0094390655	183981.0092553479	224605551.4335457	353.8030327424463	0.13798240266498754	805655.589207985
69.3069306930693	2454129.518885075	893103.7977366812	183998.1983371218	224728266.26995957	353.83634666563887	0.13799542558639424	805614.5907252611
70.29702970297029	2453903.874368654	893139.145973292	184014.7154691674	224849769.0765186	353.86835832902483	0.1380079394390711	805575.2005685268
71.2871287128713	2453687.0909097907	893173.1104130357	184030.58682988092	224970071.91334143	353.89911846213687	0.138019964053122	805537.355647856
72.27722772277228	2453478.8201942802	893205.7451390874	184045.83758839642	225089186.71706736	353.9286758404991	0.1380315184949953	805500.9953470029
73.26732673267327	2453278.727528441	893237.1021190649	184060.49194047978	225207125.30227235	353.9570773569549	0.13804262109566254	805466.0614265652
74.25742574257426	2453086.4914416424	893267.2312606492	184074.57313591195	225323899.36277685	353.9843680714174	0.13805328946983672	805432.4979327326
75.24752475247524	2452901.8032451435	893296.1805316105	184088.10351987876	225439520.47297335	354.010591286823	0.13806354054495412	805400.2511066708
76.23762376237623	2452724.3664306444	893323.9960590298	184101.10457551942	225554000.08921224	354.0357886336203	0.1380733905943203	805369.2692984479
77.22772277227723	2452553.8961179126	893350.7221924908	184113.59695786546	225667349.55115741	354.0600001380895	0.13808285526412847	805339.5028838593
78.21782178217822	2452390.118509546	893376.4015604325	184125.6005260752	225779580.0831278	354.08326428798864	0.13809194959953477	805310.9041848175
79.20792079207921	2452232.770525513	893401.075084456	184137.13436133938	225890702.79534456	354.1056180672766	0.1381006880585034	805283.4273938307
80.1980198019802	2452081.5995703596	893424.7820686285	184148.2167948504	226000728.6851089	354.1270970031447	0.1381090845293099	805257.0285002895
81.18811881188118	2451936.3630880984	893447.5603061528	184158.86544635842	226109668.63806248	354.14773523988197	0.1381171523590814	805231.6652201012
82.17821782178218	2451796.828075855	893469.4461441654	184169.09725584657	226217533.42945936	354.16756560296005	0.1381249043790971	805207.2969276241
83.16831683168317	2451662.7705851	893490.4745449676	184178.9285148369	226324333.72543237	354.18661966336623	0.13813235293030027	805183.8845906901
84.15841584158416	2451533.9752977374	893510.6790725851	184188.37488040267	226430080.08421707	354.2049277697726	0.13813950987677848	805161.3907085119
85.14851485148515	2451410.2354337284	893530.0919313309	184197.451388042	226534782.95721725	354.22251906595255	0.1381463866118693	805139.7792513134
86.13861386138613	2451291.352514682	893548.744066871	184206.1724828153	226638452.69012007	354.239421546219	0.1381529940790121	805119.0156027526
87.12871287128712	2451177.1359473336	893566.665245035	184214.55204940354	226741099.524086	354.255662114993	0.13815934279503997	805099.0665041684
88.11881188118812	2451067.402603757	893583.8841280987	184222.60344375705	226842733.59692797	354.2712666503614	0.1381654428750865	805079.9000014808
89.10891089108911	2450961.9762915913	893600.4282563528	184230.33951098841	226943364.94433275	354.2862600490173	0.13817130405155373	805061.4853943296
90.0990099009901	2450860.6876871954	893616.3240281199	184237.77258424342	227043003.50086874	354.3006662205152	0.13817693567186526	805043.7931866338
91.08910891089108	2450763.3742851233	893631.5967799842	184244.91450420176	227141659.1009702	354.3145081156978	0.13818234670842022	805026.795039452
92.07920792079207	2450669.8801240074	893646.270865493	184251.77664606375	227239341.48001444	354.32780777785337	0.1381875457782141	805010.4637253105
93.06930693069307	2450580.055501452	893660.3697503838	184258.36994973637	227336060.27539137	354.34058639979344	0.13819254116467822	804994.7730847603
94.05940594059406	2450493.756333199	893673.9160388312	184264.70494838594	227431825.0277261	354.35286439268464	0.13819734084606078	804979.6979847249
95.04950495049505	2450410.8439608496	893686.931395879	184270.7917609973	227526645.1818982	354.36466137486264	0.13820195249208925	804965.2142780403
96.03960396039604	2450331.1852530916	893699.4365737181	184276.64009612246	227620530.08791357	354.3759961691911	0.1382063834618926	804951.2987648663
97.02970297029702	2450254.6524836957	893711.4514865268	184282.25927230425	227713489.00186756	354.38688683806436	0.13821064081696605	804937.929155274
98.01980198019803	2450181.123250009	893722.9953084746	184287.65824172786	227805531.0868775	354.3973507225295	0.1382147313353774	804925.0840336971
99.00990099009901	2450110.479843178	893734.0865763746	184292.84563298395	227896665.41425171	354.40740453571516	0.13821866154903223	804912.7428248039
100.0	2450042.6087949327	893744.7430935967	184297.8297489108	227986900.96458188	354.41706437212076	0.13822243774942192	804900.8857603938
