time	C	X	M	Y	Z
91.0	0.17492366764838965	0.25830674787869634	0.49541961596400985	3.898207985320107	0.445813488368324
92.0	0.14101932003070564	0.302392580965227	0.5029074240379323	3.895815198917904	0.4511397830721394
93.0	0.10164712627870998	0.3401485445427449	0.47532765830893314	3.9007037482991116	0.44911500907256985
94.0	0.06613447761367643	0.3641995584334797	0.408640530501966	3.9123179848172818	0.4399742748597562
95.0	0.04449413507782392	0.3680029214348842	0.31148767371383457	3.928277451394925	0.4258450565001815
96.0	0.03829995545222204	0.34906542656004497	0.2097335322007843	3.945229806273805	0.40996323944979474
97.0	0.04192820254784069	0.31099087616034543	0.13161331520957878	3.960686867484286	0.3948372801380153
98.0	0.05272902893272721	0.26231378848342934	0.0926000408413519	3.973237321378426	0.38198343000138224
99.0	0.07087061296162457	0.21305503451147523	0.08954482745572444	3.981778217764462	0.37266331367528954
100.0	0.0961510781200086	0.17121356238429117	0.11149384275277806	3.9852871208746596	0.3681052725086618
