time	L	U	V
55.445544554455445	1000000.0000000072	2.2647153750577216e-15	920357.1875225091
56.43564356435643	1000000.0000000072	2.0959803478036043e-15	846906.6780388256
57.42574257425743	1000000.0000000072	1.9532882154356407e-15	780445.908675675
58.415841584158414	1000000.0000000072	1.8317448788052863e-15	720309.7177146032
59.4059405940594	1000000.0000000072	1.7275251462027233e-15	665896.2419517309
60.396039603960396	1000000.0000000072	1.6376094482194156e-15	616660.8930299513
61.386138613861384	1000000.0000000072	1.5595919073801034e-15	572110.9070281838
62.37623762376238	1000000.0000000072	1.491538846065161e-15	531800.4127181002
63.366336633663366	1000000.0000000072	1.431883369872915e-15	495325.96912258625
64.35643564356435	1000000.0000000072	1.3793460432320327e-15	462322.5277501266
65.34653465346534	1000000.0000000072	1.3328746319193809e-15	432459.7790697586
66.33663366336634	1000000.0000000072	1.2915979188378524e-15	405438.8466555988
67.32673267326733	1000000.0000000072	1.2547900055955137e-15	380989.29593333363
68.31683168316832	1000000.0000000072	1.2218424958118283e-15	358866.42758333526
69.3069306930693	1000000.0000000072	1.1922426537042914e-15	338848.8285041617
70.29702970297029	1000000.0000000072	1.1655561285495452e-15	320736.1558354279
71.2871287128713	1000000.0000000072	1.1414131953263643e-15	304347.1318621472
72.27722772277228	1000000.0000000072	1.1194977225771588e-15	289517.7297248352
73.26732673267327	1000000.0000000072	1.0995382705149442e-15	276099.5317819909
74.25742574257426	1000000.0000000072	1.0813008641403667e-15	263958.2441990717
75.24752475247524	1000000.0000000072	1.0645830917354254e-15	252972.35289010912
76.23762376237623	1000000.0000000072	1.049209258591022e-15	243031.907361919
77.22772277227723	1000000.0000000072	1.0350263858470562e-15	234037.42029476457
78.21782178217822	1000000.0000000072	1.0219008899296468e-15	225898.87183981913
79.20792079207921	1000000.0000000072	1.009715813135549e-15	218534.80866830522
80.1980198019802	1000000.0000000072	9.983685029115079e-16	211871.52876091495
81.18811881188118	1000000.0000000072	9.877686582351049e-16	205842.34377348694
82.17821782178218	1000000.0000000072	9.778366778483554e-16	200386.91159589557
83.16831683168317	1000000.0000000072	9.685022578995827e-16	195450.63242925817
84.15841584158416	1000000.0000000072	9.59703196575925e-16	190984.10233315133
85.14851485148515	1000000.0000000072	9.513843713177506e-16	186942.61877458394
86.13861386138613	1000000.0000000072	9.434968606257468e-16	183285.73325900713
87.12871287128712	1000000.0000000072	9.359971870055668e-16	179976.84640027263
88.11881188118812	1000000.0000000072	9.288466631770358e-16	176982.84175739138
89.10891089108911	1000000.0000000072	9.220108246727734e-16	174273.7543232681
90.0990099009901	1000000.0000000072	9.154589366650322e-16	171822.4706426889
91.08910891089108	1000000.0000000072	9.091635638937172e-16	169604.4574437122
92.07920792079207	1000000.0000000072	9.031001947602691e-16	167597.5161055726
93.06930693069307	1000000.0000000072	8.97246911940077e-16	165781.56048527075
94.05940594059406	1000000.0000000072	8.915841031373365e-16	164138.41588898705
95.04950495049505	1000000.0000000072	8.860942065604461e-16	162651.63717367587
96.03960396039604	1000000.0000000072	8.807614865204338e-16	161306.34415851432
97.02970297029702	1000000.0000000072	8.755718352357876e-16	160089.0726994
98.01980198019803	1000000.0000000072	8.70512597491704e-16	158987.63993424093
99.00990099009901	1000000.0000000072	8.65572415286771e-16	157991.0223538135
100.0	1000000.0000000072	8.607410899906709e-16	157089.2454746644
