time	M	Mp	Mpp	MAPKK1	MAPKK2	MKP3
30.0	483.5230017185864	14.60250527233478	1.8744926927288217	100.0	1.0	100.0
31.0	483.20192933949534	14.874128951028702	1.9239413929729974	100.0	1.0	100.0
32.0	482.890081032558	15.137774222367824	1.9721444284481864	100.0	1.0	100.0
33.0	482.58714146167586	15.39372429468746	2.019133926957945	100.0	1.0	100.0
34.0	482.29280901927785	15.64224910350188	2.0649415606512047	100.0	1.0	100.0
35.0	482.0067955858183	15.883605436954873	2.109598661171098	100.0	1.0	100.0
36.0	481.7288240590194	16.11804060646529	2.153135019163398	100.0	1.0	100.0
37.0	481.45862819524854	16.34579229175983	2.1955791981012927	100.0	1.0	100.0
38.0	481.1959580539566	16.567078720533733	2.2369629121462316	100.0	1.0	100.0
39.0	480.94056681128325	16.782120826633022	2.277312050401696	100.0	1.0	100.0
40.0	480.6922176567974	16.991129946178678	2.3166520864802522	100.0	1.0	100.0
41.0	480.45068650748016	17.194303036775707	2.3550101459284347	100.0	1.0	100.0
42.0	480.21575803742087	17.391828844873753	2.3924128083908234	100.0	1.0	100.0
43.0	479.98722341205627	17.583891459599247	2.428884819084658	100.0	1.0	100.0
44.0	479.76488398410584	17.770664653352895	2.4644510529751154	100.0	1.0	100.0
45.0	479.5485485943264	17.952314583002384	2.499136512815204	100.0	1.0	100.0
46.0	479.33803243085293	18.12900317806315	2.5329640808669063	100.0	1.0	100.0
47.0	479.13315806046614	18.300885114558174	2.5659565144565484	100.0	1.0	100.0
48.0	478.93375461668086	18.468109150463555	2.598135922249736	100.0	1.0	100.0
49.0	478.73965686224307	18.63081978210129	2.629523045085536	100.0	1.0	100.0
50.0	478.5507050876195	18.789156805739434	2.6601377961395674	100.0	1.0	100.0
51.0	478.36674655512337	18.943252490749686	2.690000643823881	100.0	1.0	100.0
52.0	478.18763256927235	19.093236672979423	2.719130447621326	100.0	1.0	100.0
53.0	478.0132201421845	19.239233571613052	2.7475459761634067	100.0	1.0	100.0
54.0	477.84337198285414	19.381361667622574	2.7752660395459827	100.0	1.0	100.0
55.0	477.6779548410424	19.519736042439884	2.8023088065469453	100.0	1.0	100.0
56.0	477.5168404811178	19.65446780195106	2.828691406892806	100.0	1.0	100.0
57.0	477.35990503520816	19.785663380853816	2.854431273828383	100.0	1.0	100.0
58.0	477.20702877189336	19.913426043511024	2.879544874426658	100.0	1.0	100.0
59.0	477.0580958750055	20.037855884333833	2.9040479304302282	100.0	1.0	100.0
60.0	476.9129944144976	20.15904936753858	2.9279559077125854	100.0	1.0	100.0
61.0	476.7716162359667	20.27709949351842	2.9512839602682432	100.0	1.0	100.0
62.0	476.63385641315375	20.392096855159448	2.9740464214563676	100.0	1.0	100.0
63.0	476.49961371092667	20.504128357446167	2.996257621426441	100.0	1.0	100.0
64.0	476.36879009383296	20.61327804349657	3.0179315525047743	100.0	1.0	100.0
65.0	476.2412905235042	20.71962742218513	3.0390817441614084	100.0	1.0	100.0
66.0	476.1170233033632	20.823254986644386	3.0597213998555093	100.0	1.0	100.0
67.0	475.9958993938278	20.924236715526597	3.0798635805108487	100.0	1.0	100.0
68.0	475.87783277102506	21.022646525123566	3.099520393690737	100.0	1.0	100.0
69.0	475.76273999427707	21.118555650822092	3.118704044691641	100.0	1.0	100.0
70.0	475.6505401543857	21.212032983275883	3.137426552076404	100.0	1.0	100.0
71.0	475.5411547736326	21.303145226262256	3.155699689815069	100.0	1.0	100.0
72.0	475.43450838163164	21.391957491052015	3.1735338169395835	100.0	1.0	100.0
73.0	475.3305270028124	21.478532313200873	3.1909403735190702	100.0	1.0	100.0
74.0	475.22913900049565	21.562930486011794	3.207930202951411	100.0	1.0	100.0
75.0	475.1302749054869	21.64521095850717	3.2245138254269463	100.0	1.0	100.0
76.0	475.0338684296364	21.725430876018926	3.2407003836954296	100.0	1.0	100.0
77.0	474.9398537161788	21.803645777051344	3.2565001960624147	100.0	1.0	100.0
78.0	474.84816722136213	21.87990959782342	3.2719228700693295	100.0	1.0	100.0
79.0	474.7587475055546	21.95427451823457	3.2869776654498435	100.0	1.0	100.0
80.0	474.67153574543266	22.02679064307829	3.3016733007136008	100.0	1.0	100.0
81.0	474.5864735145344	22.097507489360655	3.316018685325087	100.0	1.0	100.0
82.0	474.50350447000346	22.166472890920204	3.330022328297496	100.0	1.0	100.0
83.0	474.42257418163393	22.233732919567977	3.343692588025338	100.0	1.0	100.0
84.0	474.34363002394457	22.29933199319509	3.357037672101874	100.0	1.0	100.0
85.0	474.2666202695603	22.363313962273207	3.3700654574221582	100.0	1.0	100.0
86.0	474.19149486032694	22.425721141143814	3.382783687793971	100.0	1.0	100.0
87.0	474.1182053602198	22.48659440371161	3.3951999253398797	100.0	1.0	100.0
88.0	474.046704655518	22.545973469116944	3.4073215646425137	100.0	1.0	100.0
89.0	473.9769467464643	22.60389709764919	3.4191558451667814	100.0	1.0	100.0
90.0	473.9088869587303	22.660402874775155	3.43070985577533	100.0	1.0	100.0
91.0	473.8424825748895	22.715527127907247	3.4419899864735535	100.0	1.0	100.0
92.0	473.7776914368639	22.769305348823128	3.4530029035626013	100.0	1.0	100.0
93.0	473.7144723727061	22.82177210607424	3.4637552104418017	100.0	1.0	100.0
94.0	473.6527853744928	22.87296102697377	3.4742532877243897	100.0	1.0	100.0
95.0	473.59259139601016	22.922904885875404	3.48450340727534	100.0	1.0	100.0
96.0	473.5338522901138	22.971635653404782	3.494511745620488	100.0	1.0	100.0
97.0	473.47653200086745	23.019183787805062	3.504283900445482	100.0	1.0	100.0
98.0	473.4205973436496	23.06557777514931	3.513824570265031	100.0	1.0	100.0
99.0	473.36601147764077	23.110848083352263	3.5231401280127868	100.0	1.0	100.0
100.0	473.3127402773579	23.15502332516316	3.5322360864265803	100.0	1.0	100.0
