time	x	y	z	w	v
39.603960396039604	1066720921.0406775	11063193.30491831	86147158.1324831	32937367135.54634	19084199562.100384
40.59405940594059	1084692003.4430983	11426090.343839074	84461484.23581864	33694581006.746292	19058131493.656628
41.584158415841586	1103075095.7518356	11808223.150095703	82808861.69258575	34486562894.59329	19021084246.933445
42.57425742574257	1121877420.0023232	12210917.170759633	81188642.4581613	35317118460.74035	18973653180.023464
43.56435643564356	1141106452.2198417	12635622.654356528	79600191.19426544	36190310355.63382	18916409401.429016
44.554455445544555	1160769909.5160482	13083927.043394161	78042885.01982525	37110488629.05618	18849900661.959476
45.54455445544554	1180875738.1922615	13557568.708672445	76516113.26672542	38082324501.40322	18774652215.308514
46.53465346534654	1201432102.7470624	14058452.162931394	75019277.24034645	39110847922.66376	18691167648.41251
47.524752475247524	1222447375.7276876	14588664.904422889	73551789.98479816	40201489401.994446	18599929682.614635
48.51485148514851	1243930128.3805985	15150496.053408843	72113076.05275644	41360126651.24814	18501400946.640602
49.504950495049506	1265889122.0899456	15746456.955446668	70702571.2798121	42593136650.60095	18396024722.35966
50.495049504950494	1288333300.6085453	16379303.938332232	69319722.56324568	43907453824.82451	18284225664.25262
51.48514851485149	1311271783.1022925	17052063.416468963	67963987.64513826	45310635094.62318	18166410493.509644
52.475247524752476	1334713858.0554898	17768059.545090582	66634834.8997356	46810932664.54604	18042968667.617607
53.46534653465346	1358668978.0885198	18530944.629198637	65331743.1249807	48417375506.81172	17914273026.285748
54.45544554455446	1383146755.7579987	19344732.490319755	64054201.33813441	50139860611.18419	17780680414.520634
55.445544554455445	1408156960.419253	20213834.984861642	62801708.575403444	51989255189.61355	17642532283.63561
56.43564356435643	1433709516.2413716	21143101.846943624	61573773.69549661	53977511143.999664	17500155270.961464
57.42574257425743	1459814501.4722393	22137863.998624347	60369915.18703289	56117793244.477104	17353861758.985065
58.415841584158414	1486482149.060353	23203980.41925542	59189660.97972524	58424622592.30244	17203950414.63032
59.4059405940594	1513722848.7453387	24347888.59796711	58032548.25926734	60914037086.7014	17050706709.3589
60.396039603960396	1541547150.7331488	25576658.49398537	56898123.285849504	63603770735.08618	16894403420.757969
61.386138613861384	1569965771.0761642	26898049.800796982	55785941.21623272	66513453766.87386	16735301116.253578
62.37623762376238	1598989598.8804734	28320572.14109926	54695565.92931164	69664835612.79828	16573648619.56367
63.366336633663366	1628629705.4626698	29853547.60085508	53626569.85509706	73082032863.77695	16409683460.491934
64.35643564356435	1658897355.5779824	31507174.738840993	52578533.80705277	76791804361.82716	16243632308.629114
65.34653465346534	1689804020.8302386	33292592.867161844	51551046.81771889	80823855492.9725	16075711391.528019
66.33663366336634	1721361395.3803728	35221944.988752596	50543705.97755843	85211173628.71461	15906126897.884825
67.32673267326733	1753581414.0412629	37308437.28603496	49556116.276963666	89990396396.49889	15735075366.245142
68.31683168316832	1786476272.8387766	39566392.48268886	48587890.45135975	95202214027.152	15562744059.740833
69.3069306930693	1820058452.098428	42011293.732910275	47638648.82934663	100891806459.47289	15389311327.331945
70.29702970297029	1854340742.0606542	44659814.9636873	46708019.183817476	107109314969.64458	15214946952.033436
71.2871287128713	1889336271.033168	47529832.79237622	45795636.58599659	113910347047.8711	15039812486.5714
72.27722772277228	1925058535.9641173	50640414.29261565	44901143.26233923	121356511714.27116	14864061576.907297
73.26732673267327	1961521435.3253117	54011774.06147486	44024188.454236925	129515980703.60475	14687840274.05269
74.25742574257426	1998739304.0623817	57665193.23156143	43164428.2804745	138464068674.8335	14511287334.577358
75.24752475247524	2036726950.293052	61622892.47477377	42321525.602383025	148283822925.01038	14334534510.211035
76.23762376237623	2075499693.3145525	65907850.60629422	41495149.89163726	159066609988.55527	14157706826.913733
77.22772277227723	2115073402.3557768	70543560.38526314	40684977.10064485	170912682966.44592	13980922853.784285
78.21782178217822	2155464535.365491	75553713.54881579	39890689.53547719	183931709585.48407	13804294962.159483
79.20792079207921	2196690176.983244	80961808.2505205	39111975.731291994	198243236804.3518	13627929575.246805
80.1980198019802	2238768074.6775174	86790674.04082742	38348530.330197975	213977063850.87543	13451927408.623487
81.18811881188118	2281716671.897637	93061912.3881345	37600053.96151469	231273491508.5063	13276383701.918848
82.17821782178218	2325555136.9487085	99795254.75096422	36866253.12437972	250283412351.2803	13101388441.990831
83.16831683168317	2370303386.1967444	107007845.22665402	36146840.07265825	271168204178.8346	12927026577.891151
84.15841584158416	2415982100.1582236	114713460.99320726	35441532.702109054	294099388269.60046	12753378227.910294
85.14851485148515	2462612731.0143847	122921690.65257397	34750054.43976264	319258015270.2283	12580518878.979471
86.13861386138613	2510217500.217709	131637098.07055627	34072134.135468684	346833745209.43695	12408519578.697119
87.12871287128712	2558819384.9586544	140858406.5934853	33407505.955569502	377023595111.6522	12237447120.241516
88.11881188118812	2608442092.595366	150577745.20894116	32755909.27865907	410030337280.7143	12067364220.415745
89.10891089108911	2659110022.510019	160780002.99464187	32117088.593384705	446060545318.9129	11898329691.073866
90.0990099009901	2710848215.3134336	171442340.87217504	31490793.398254566	485322300436.3564	11730398604.151625
91.08910891089108	2763682289.9163685	182533908.23139608	30876778.10340884	528022590687.1873	11563622450.53621
92.07920792079207	2817638369.634445	194015806.56661785	30274801.934314966	574364455725.2501	11398049292.997047
93.06930693069307	2872742999.0295186	205841333.4785321	29684628.837353423	624543948983.9751	11233723913.374193
94.05940594059406	2929023053.907497	217956525.52199662	29106027.387254085	678747009311.1163	11070687954.237257
95.04950495049505	2986505647.3672795	230301001.234106	28538770.696347527	737146348447.3656	10908980055.209347
96.03960396039604	3045218035.1883087	242809085.84727547	27982636.325595487	799898470533.4965	10748635984.145672
97.02970297029702	3105187524.047176	255411179.06165937	27437406.197365906	867140942746.5996	10589688763.349619
98.01980198019803	3166441386.0405087	268035308.76529005	26902866.5099181	938990031239.6841	10432168791.003252
99.00990099009901	3229006782.754075	280608798.88995534	26378807.65356472	1015538803825.9576	10276103957.98234
100.0	3292910701.6608663	293059970.3669185	25865024.128477484	1096855780577.9127	10121519760.221159
