time	x_PCC	y_PSC	z_Effector_Cells	w_TPC	v_TSC	R_siRNA
20.792079207920793	690830695.3134795	5123147.240805485	125418670.94703983	7031299903.008302	16489057014.334455	75757492631.89667
21.78217821782178	694044404.2762251	5127727.982640693	122962993.11636111	7207306315.9362335	16824544776.145155	75757532511.67638
22.77227722772277	697679345.1640532	5133844.177945276	120555464.24161547	7378692947.1872015	17131677018.257837	75757553257.97821
23.762376237623762	701716580.6740593	5141454.903357031	118195140.25722866	7546080204.925103	17411731148.884727	75757564050.0539
24.752475247524753	706140103.684039	5150526.210001555	115881095.60804307	7710050250.461011	17665935573.979584	75757569666.18365
25.742574257425744	710936394.3255473	5161030.615291832	113612422.8864124	7871151612.949341	17895471458.76051	75757572588.09671
26.73267326732673	716094058.7244947	5172946.670270125	111388232.47636575	8029903245.156462	18101474427.60024	75757574108.46396
27.722772277227723	721603533.0562242	5186258.593282589	109207652.2047755	8186798108.488095	18285036203.900166	75757574899.53291
28.712871287128714	727456838.8633622	5200955.961102494	107069826.99935336	8342306369.202839	18447206192.4676	75757575311.12386
29.7029702970297	733647379.5668435	5217033.450803853	104973918.55335559	8496878267.957723	18588993006.344395	75757575525.28357
30.693069306930692	740169770.1307954	5234490.626671524	102919104.99685939	8650946715.5313	18711365940.11811	75757575636.7104
31.683168316831683	747019693.6701155	5253331.76753015	100904580.57448737	8804929658.136599	18815256391.57755	75757575694.68881
32.67326732673267	754193780.0750418	5273565.730657442	98929555.32944882	8959232249.140596	18901559233.574696	75757575724.85498
33.663366336633665	761689502.7500249	5295205.849185915	96993254.79377587	9114248858.168348	18971134137.826965	75757575740.55074
34.65346534653465	769505090.4089336	5318269.860633647	95094919.68466358	9270364943.683813	19024806852.122177	75757575748.70897
35.64356435643565	777639451.1608881	5342779.863967707	93233805.60666859	9427958814.29485	19063370433.48919	75757575752.95166
36.633663366336634	786092107.1613731	5368762.304385202	91409182.75979865	9587403295.837315	19087586437.76102	75757575755.16801
37.62376237623762	794863138.2858896	5396247.985001038	89620335.65345651	9749067321.298193	19098186066.486126	75757575756.32123
38.613861386138616	803953132.811121	5425272.103019889	87866562.82578398	9913317465.204588	19095871275.177822	75757575756.92186
39.603960396039604	813363144.607772	5455874.311430217	86147176.56861012	10080519431.027327	19081315841.935173	75757575757.23549
40.59405940594059	823094655.7081634	5488098.805528493	84461502.65779549	10251039506.78591	19055166398.545372	75757575757.39828
41.584158415841586	833149543.4122549	5521994.434211864	82808880.0888346	10425246001.689127	19018043425.60516	75757575757.48337
42.57425742574257	843530051.3905374	5557614.836657501	81188660.81766772	10603510674.412573	18970542212.49983	75757575757.52765
43.56435643564356	854238764.1738858	5595018.604788117	79600209.50655992	10786210164.67359	18913233783.752026	75757575757.55064
44.554455445544555	865278584.5984428	5634269.47246875	78042903.27496456	10973727438.672655	18846665792.77535	75757575757.56268
45.54455445544554	876652713.8212279	5675436.532549593	76516131.45527549	11166453258.991287	18771363384.1517	75757575757.56892
46.53465346534654	888364633.569112	5718594.48308399	75019295.35336386	11364787689.608734	18687830025.571293	75757575757.5722
47.524752475247524	900418090.3473425	5763823.9043733915	73551808.01380955	11569141646.720245	18596548310.456036	75757575757.57391
48.51485148514851	912817081.3712353	5811211.568838352	72113093.9897452	11779938506.54894	18497980732.218693	75757575757.57478
49.504950495049506	925565842.0082377	5860850.785797875	70702589.1172021	11997615781.365202	18392570431.26106	75757575757.57526
50.495049504950494	938668834.5613146	5912841.783792946	69319740.29388441	12222626875.817476	18280741915.560364	75757575757.5755
51.48514851485149	952130738.2399389	5967292.1333228005	67964005.26228133	12455442936.231092	18162901755.777996	75757575757.57562
52.475247524752476	965956440.1872895	6024317.213257263	66634852.39703171	12696554806.379807	18039439255.772568	75757575757.5757
53.46534653465346	980151027.4496899	6084040.72451587	65331760.49645212	12946475103.981033	17910727099.398148	75757575757.57573
54.45544554455446	994719779.7944603	6146595.25538016	64054218.578166194	13205740434.193666	17777121974.296337	75757575757.57574
55.445544554455445	1009668163.2776377	6212122.902792535	62801725.67872862	13474913756.473656	17638965173.625626	75757575757.57574
56.43564356435643	1025001824.5010822	6280775.954935658	61573790.65718197	13754586923.49524	17496583176.39606	75757575757.57574
57.42574257425743	1040726585.4890984	6352717.640849402	60369932.00246521	14045383412.40643	17350288207.1719	75757575757.57574
58.415841584158414	1056848439.117469	6428122.953653528	59189677.64460052	14347961271.099012	17200378775.84456	75757575757.57574
59.4059405940594	1073373545.0524755	6507179.55424274	58032564.7695721	14663016302.925282	17047140198.227478	75757575757.57574
60.396039603960396	1090308226.1590388	6590088.764145645	56898139.63785268	14991285518.910664	16890845097.993435	75757575757.57574
61.386138613861384	1107658965.3282883	6677066.655867031	55785957.406473674	15333550885.571718	16731753890.7653	75757575757.57574
62.37623762376238	1125432402.6961966	6768345.251117117	54695581.954588614	15690643402.735897	16570115250.882051	75757575757.57574
63.366336633663366	1143635333.220239	6864173.838062615	53626585.71245663	16063447548.252432	16406166561.46282	75757575757.57574
64.35643564356435	1162274704.5864484	6964820.420212556	52578549.49378097	16452906131.199984	16240134348.339823	75757575757.57574
65.34653465346534	1181357615.4217494	7070573.310462301	51551062.33132669	16860025598.22399	16072234698.465086	75757575757.57574
66.33663366336634	1200891313.7911487	7181742.886944283	50543721.315775335	17285881847.678352	15902673663.228271	75757575757.57574
67.32673267326733	1220883195.9569883	7298663.527158526	49556131.437728874	17731626606.067142	15731647647.321157	75757575757.57574
68.31683168316832	1241340805.3916311	7421695.740310066	48587905.43281411	18198494432.38255	15559343783.592089	75757575757.57574
69.3069306930693	1262271832.0078826	7551228.520015122	47638663.6298242	18687810423.992363	15385940294.386753	75757575757.57574
70.29702970297029	1283684111.6166759	7687681.941606647	46708033.80183938	19200998704.208096	15211606839.841206	75757575757.57574
71.2871287128713	1305585625.5876262	7831510.030876008	45795651.020260446	19739591781.346146	15036504853.61322	75757575757.57574
72.27722772277228	1327984500.6986089	7983203.9365564855	44901157.51171424	20305240887.43344	14860787866.42074	75757575757.57574
73.26732673267327	1350889009.171591	8143295.43933297	44024202.517758526	20899727407.305294	14684601817.882431	75757575757.57574
74.25742574257426	1374307568.8816636	8312360.836440304	43164442.15733797	21524975530.769306	14508085357.037958	75757575757.57574
75.24752475247524	1398248743.7331483	8491025.244961426	42321539.29193793	22183066275.439682	14331370131.942724	75757575757.57574
76.23762376237623	1422721244.1967835	8679967.372192793	41495163.39338314	22876253047.34877	14154581068.717348	75757575757.57574
77.22772277227723	1447733928.0006447	8879924.805821141	40684990.41422397	23606978923.644493	13977836640.441992	75757575757.57574
78.21782178217822	1473295800.969461	9091699.886500789	39890702.6606707	24377895877.78733	13801249126.207136	75757575757.57574
79.20792079207921	1499416018.0411582	9316166.223712754	39111988.66800364	25191886166.009693	13624924860.750372	75757575757.57574
80.1980198019802	1526103884.367628	9554275.950888757	38348543.07847336	26052086219.038986	13448964474.772943	75757575757.57574
81.18811881188118	1553368856.6416674	9807067.76730033	37600066.52152817	26961913221.76032	13273463126.690205	75757575757.57574
82.17821782178218	1581220544.4984767	10075675.891852336	36866265.49642818	27925094842.4718	13098510725.720757	75757575757.57574
83.16831683168317	1609668712.1218522	10361340.02015915	36146852.25715755	28945702462.327667	12924192146.777962	75757575757.57574
84.15841584158416	1638723279.9732835	10665416.40040274	35441544.69958991	30028188357.76296	12750587437.448906	75757575757.57574
85.14851485148515	1668394326.6990616	10989390.156203132	34750066.250867315	31177427347.027733	12577772017.323277	75757575757.57574
86.13861386138613	1698692091.1980848	11334888.995715134	34072145.7609468	32398763474.09928	12405816869.950163	75757575757.57574
87.12871287128712	1729626974.8707037	11703698.462869987	33407517.39627528	33698062389.369316	12234788727.67156	75757575757.57574
88.11881188118812	1761209544.0661185	12097778.896044016	32755920.5355468	35081770154.64727	12064750249.59709	75757575757.57574
89.10891089108911	1793450532.7391865	12519284.281236894	32117099.6675065	36556979323.42907	11895760192.946129	75757575757.57574
90.0990099009901	1826360845.3172197	12970583.192815263	31490804.2907553	38131503222.88646	11727873578.00952	75757575757.57574
91.08910891089108	1859951559.8357258	13454282.038779326	30876788.81552238	39813959524.15806	11561141846.936697	75757575757.57574
92.07920792079207	1894233931.3392344	13973250.827829704	30274812.46736017	41613864272.69027	11395613016.587835	75757575757.57574
93.06930693069307	1929219395.5909271	14530651.701824108	29684639.192731354	43541737765.14563	11231331825.639015	75757575757.57574
94.05940594059406	1964919573.1195152	15129970.46414186	29106037.566443074	45609223739.41731	11068339876.167147	75757575757.57574
95.04950495049505	2001346273.6452675	15775051.35955033	28538780.70090024	47829223625.94756	10906675769.886969	75757575757.57574
96.03960396039604	2038511500.930597	16470135.327909457	27982646.157133866	50216047677.19798	10746375239.254093	75757575757.57574
97.02970297029702	2076427458.1017914	17219901.96964833	27437415.857578207	52785585146.85715	10587471273.592468	75757575757.57574
98.01980198019803	2115106553.4956796	18029515.39737945	26902876.000553764	55555495734.6562	10429994240.447605	75757575757.57574
99.00990099009901	2154561407.105147	18904674.13844371	26378816.976431403	58545424931.96468	10273972002.311626	75757575757.57574
100.0	2194804857.674926	19851665.146795638	25865033.285435885	61777245906.97516	10119430028.9091	75757575757.57574
