time	C	E	B	P
79.20792079207921	129872.9058062194	0.0	6497639.752123214	913.4920634920636
80.1980198019802	130297.93700299013	0.0	6497862.243607602	913.4920634920635
81.18811881188118	130724.35918671929	0.0	6498063.761690822	913.4920634920636
82.17821782178218	131152.1769096485	0.0	6498246.283436126	913.4920634920635
83.16831683168317	131581.39473891744	0.0	6498411.5995456735	913.4920634920636
84.15841584158416	132012.01725661248	0.0	6498561.331940977	913.4920634920635
85.14851485148515	132444.04905981565	0.0	6498696.949646257	913.4920634920635
86.13861386138613	132877.49476065373	0.0	6498819.783195308	913.4920634920635
87.12871287128712	133312.35898634748	0.0	6498931.037697881	913.4920634920636
88.11881188118812	133748.646379261	0.0	6499031.804667861	913.4920634920635
89.10891089108911	134186.3615969513	0.0	6499123.072725213	913.4920634920636
90.0990099009901	134625.50931221808	0.0	6499205.737286495	913.4920634920636
91.08910891089108	135066.0942131536	0.0	6499280.609377115	913.4920634920635
92.07920792079207	135508.12100319265	0.0	6499348.423563221	913.4920634920636
93.06930693069307	135951.5944011628	0.0	6499409.845166994	913.4920634920635
94.05940594059406	136396.51914133478	0.0	6499465.476792999	913.4920634920635
95.04950495049505	136842.8999734731	0.0	6499515.864240186	913.4920634920635
96.03960396039604	137290.74166288666	0.0	6499561.501857196	913.4920634920635
97.02970297029702	137740.04899047958	0.0	6499602.837392512	913.4920634920635
98.01980198019803	138190.82675280236	0.0	6499640.276387104	913.4920634920635
99.00990099009901	138643.07976210304	0.0	6499674.186034424	913.4920634920634
100.0	139096.81284637857	0.0	6499704.899021247	913.4920634920634
