time	E1	E2	KKK	P_KKK	KK	P_KK	PP_KK	K	P_K	PP_K	KPase	KKPase	E1_KKK	E2_P_KKK	P_KKK_KK	P_KKK_P_KK	PP_KK_K	PP_KK_P_K	KKPase_PP_KK	KKPase_P_KK	KPase_PP_K	KPase_P_K	K_PP_norm	KK_PP_norm	KKK_P_norm	rel_K_PP_max
45.0	1.1908252990397883e-16	1.1993249378645376e-15	9.23589084746444e-15	6.762360309980501e-16	1.9066240462259231e-13	5.296046219000214e-13	8.359453303410298e-13	-9.82253098670078e-12	8.230104956072975e-12	-9.35703688466638e-14	-2.7620889537760514e-12	1.761617594014073e-15	9.174700934936817e-19	6.750621354792888e-19	-9.952017682605713e-16	1.5149403341851054e-15	2.8265298672327074e-12	4.172985913081865e-13	9.613818691031582e-16	-1.5230003983939928e-15	4.1721173767893313e-13	2.8248794255021217e-12	2.697054547307778e-13	3.4006133964910675e-12	4.585851316040855e-13	2.996564128517201e-13
46.0	1.190753003783657e-16	1.199276904964028e-15	9.309266497300879e-15	7.242730416260717e-16	2.996928007938744e-13	4.4171599064904647e-13	8.346289799017748e-13	-9.738525835184047e-12	8.198974170843317e-12	-1.0715427073948806e-13	-2.7424782923167867e-12	1.7744717233765711e-15	9.246996187128313e-19	7.230950359914901e-19	-1.0954792937584143e-15	1.4937506177248898e-15	2.746387808212929e-12	4.777494031124257e-13	9.788686755644893e-16	-1.553341469728046e-15	4.776499727059855e-13	2.7448308491323063e-12	3.087520724510215e-13	3.383121742283344e-12	4.304312569874151e-13	3.4303918170124237e-13
47.0	1.1906807085275258e-16	1.1992288720635181e-15	9.382642147137318e-15	7.723100522540935e-16	4.0872319696515666e-13	3.538273593980713e-13	8.333126294625198e-13	-9.654520683667315e-12	8.167843385613662e-12	-1.2073817263231233e-13	-2.722867630857521e-12	1.787325852739069e-15	9.31929143931981e-19	7.711279365036915e-19	-1.1957568192562573e-15	1.472560901264674e-15	2.6662457491931514e-12	5.382002149166649e-13	9.963554820258205e-16	-1.5836825410620991e-15	5.380882077330381e-13	2.6647822727624914e-12	3.4779887115874126e-13	3.365630086951481e-12	4.0227708775486484e-13	3.8642215163701226e-13
48.0	1.1906084132713946e-16	1.1991808391630085e-15	9.456017796973757e-15	8.203470628821152e-16	5.177535931364385e-13	2.659387281470965e-13	8.319962790232648e-13	-9.57051553215058e-12	8.136712600384005e-12	-1.343220745251366e-13	-2.703256969398256e-12	1.8001799821015673e-15	9.391586691511306e-19	8.191608370158928e-19	-1.2960343447541003e-15	1.4513711848044585e-15	2.5861036901733736e-12	5.986510267209041e-13	1.0138422884871516e-15	-1.6140236123961523e-15	5.985264427600904e-13	2.5847336963926764e-12	3.868458508551952e-13	3.3481384304954776e-12	3.741226239018103e-13	4.2980532266042757e-13
49.0	1.1905361180152633e-16	1.1991328062624986e-15	9.529393446810195e-15	8.68384073510137e-16	6.267839893077208e-13	1.7805009689612137e-13	8.306799285840097e-13	-9.48651038063385e-12	8.105581815154348e-12	-1.4790597641796086e-13	-2.683646307938991e-12	1.8130341114640657e-15	9.463881943702803e-19	8.671937375280942e-19	-1.3963118702519433e-15	1.4301814683442427e-15	2.5059616311535958e-12	6.591018385251434e-13	1.031329094948483e-15	-1.6443646837302054e-15	6.589646777871431e-13	2.504685120022862e-12	4.258930115416419e-13	3.3306467729153327e-12	3.459678654236268e-13	4.731886947728867e-13
50.0	1.190463822759132e-16	1.1990847733619888e-15	9.602769096646634e-15	9.164210841381586e-16	7.358143854790029e-13	9.01614656451464e-14	8.293635781447548e-13	-9.40250522911712e-12	8.074451029924692e-12	-1.6148987831078508e-13	-2.664035646479726e-12	1.825888240826564e-15	9.536177195894299e-19	9.152266380402955e-19	-1.4965893957497863e-15	1.4089917518840272e-15	2.4258195721338176e-12	7.195526503293825e-13	1.0488159014098142e-15	-1.6747057550642586e-15	7.194029128141955e-13	2.4246365436530465e-12	4.649403532193398e-13	3.3131551142110493e-12	3.1781281231568967e-13	5.165722679757878e-13
51.0	1.1903915275030008e-16	1.199036740461479e-15	9.676144746483073e-15	9.644580947661803e-16	8.448447816502852e-13	2.2728343941712333e-15	8.280472277054997e-13	-9.318500077600385e-12	8.043320244695033e-12	-1.750737802036094e-13	-2.6444249850204605e-12	1.838742370189062e-15	9.608472448085795e-19	9.63259538552497e-19	-1.5968669212476293e-15	1.3878020354238114e-15	2.34567751311404e-12	7.800034621336218e-13	1.0663027078711455e-15	-1.7050468263983117e-15	7.79841147841248e-13	2.3445879672832315e-12	5.039878758895471e-13	3.2956634543826235e-12	2.8965746457337405e-13	5.599560422705286e-13
52.0	1.1903192322468695e-16	1.1989887075609693e-15	9.749520396319512e-15	1.012495105394202e-15	9.538751778215674e-13	-8.561579685680373e-14	8.267308772662447e-13	-9.234494926083654e-12	8.012189459465377e-12	-1.8865768209643367e-13	-2.6248143235611957e-12	1.85159649955156e-15	9.680767700277292e-19	1.0112924390646982e-18	-1.697144446745472e-15	1.3666123189635958e-15	2.2655354540942624e-12	8.404542739378609e-13	1.0837895143324766e-15	-1.7353878977323649e-15	8.402793828683005e-13	2.264539390913416e-12	5.430355795535224e-13	3.2781717934300584e-12	2.615018221920552e-13	6.03340017658508e-13
53.0	1.1902469369907383e-16	1.1989406746604595e-15	9.82289604615595e-15	1.0605321160222238e-15	1.0629055739928495e-12	-1.735044281077788e-13	8.254145268269896e-13	-9.150489774566922e-12	7.98105867423572e-12	-2.0224158398925793e-13	-2.6052036621019306e-12	1.8644506289140585e-15	9.753062952468786e-19	1.0593253395768995e-18	-1.797421972243315e-15	1.3454226025033803e-15	2.1853933950744846e-12	9.009050857421001e-13	1.101276320793808e-15	-1.765728969066418e-15	9.007176178953531e-13	2.1844908145436016e-12	5.820834642125242e-13	3.26068013135335e-12	2.333458851671079e-13	6.467241941411236e-13
54.0	1.190174641734607e-16	1.1988926417599496e-15	9.896271695992388e-15	1.1085691266502455e-15	1.1719359701641315e-12	-2.613930593587539e-13	8.240981763877347e-13	-9.06648462305019e-12	7.949927889006063e-12	-2.158254858820822e-13	-2.5855930006426654e-12	1.8773047582765565e-15	9.825358204660283e-19	1.1073582400891009e-18	-1.897699497741158e-15	1.3242328860431645e-15	2.1052513360547068e-12	9.613558975463393e-13	1.1187631272551392e-15	-1.796070040400471e-15	9.611558529224056e-13	2.1044422381737866e-12	6.211315298678106e-13	3.2431884681525027e-12	2.0518965349390689e-13	6.901085717197736e-13
55.0	1.1901023464784758e-16	1.19884460885944e-15	9.969647345828826e-15	1.1566061372782672e-15	1.2809663663354136e-12	-3.4928169060972873e-13	8.227818259484796e-13	-8.982479471533457e-12	7.918797103776406e-12	-2.2940938777490647e-13	-2.5659823391834003e-12	1.8901588876390546e-15	9.89765345685178e-19	1.1553911406013022e-18	-1.997977023239001e-15	1.303043169582949e-15	2.0251092770349294e-12	1.0218067093505783e-12	1.1362499337164703e-15	-1.8264111117345243e-15	1.0215940879494578e-12	2.0243936618039717e-12	6.601797765206398e-13	3.225696803827514e-12	1.7703312716782755e-13	7.334931503958559e-13
56.0	1.1900300512223445e-16	1.1987965759589301e-15	1.0043022995665265e-14	1.2046431479062888e-15	1.389996762506696e-12	-4.371703218607038e-13	8.214654755092246e-13	-8.898474320016725e-12	7.88766631854675e-12	-2.4299328966773074e-13	-2.546371677724135e-12	1.9030130170015527e-15	9.969948709043276e-19	1.2034240411135036e-18	-2.098254548736844e-15	1.2818534531227332e-15	1.9449672180151516e-12	1.0822575211548177e-12	1.1537367401778016e-15	-1.8567521830685775e-15	1.0820323229765103e-12	1.9443450854341567e-12	6.992282041722708e-13	3.2082051383783848e-12	1.4887630618424372e-13	7.768779301707695e-13
57.0	1.1899577559662133e-16	1.1987485430584203e-15	1.0116398645501704e-14	1.2526801585343107e-15	1.499027158677978e-12	-5.250589531116789e-13	8.201491250699696e-13	-8.814469168499993e-12	7.856535533317093e-12	-2.56577191560555e-13	-2.52676101626487e-12	1.9158671463640508e-15	1.004224396123477e-18	1.251456941625705e-18	-2.198532074234687e-15	1.2606637366625176e-15	1.8648251589953738e-12	1.1427083329590569e-12	1.171223546639133e-15	-1.8870932544026306e-15	1.142470558003563e-12	1.8642965090643417e-12	7.382768128239625e-13	3.1907134718051125e-12	1.2071919053853072e-13	8.202629110459126e-13
58.0	1.189885460710082e-16	1.1987005101579107e-15	1.0189774295338143e-14	1.3007171691623323e-15	1.6080575548492602e-12	-6.129475843626539e-13	8.188327746307146e-13	-8.73046401698326e-12	7.825404748087436e-12	-2.7016109345337927e-13	-2.507150354805605e-12	1.928721275726549e-15	1.0114539213426268e-18	1.2994898421379063e-18	-2.2988095997325297e-15	1.2394740202023019e-15	1.784683099975596e-12	1.203159144763296e-12	1.1887103531004642e-15	-1.9174343257366838e-15	1.2029087930306155e-12	1.7842479326945266e-12	7.773256024769722e-13	3.1732218041076997e-12	9.256178022606278e-14	8.636480930226824e-13
59.0	1.1898131654539508e-16	1.1986524772574008e-15	1.0263149945174582e-14	1.348754179790354e-15	1.7170879510205423e-12	-7.00836215613629e-13	8.175164241914596e-13	-8.64645886546653e-12	7.79427396285778e-12	-2.8374499534620354e-13	-2.4875396933463396e-12	1.9415754050890473e-15	1.0186834465617765e-18	1.3475227426501077e-18	-2.399087125230373e-15	1.2182843037420863e-15	1.7045410409558181e-12	1.263609956567535e-12	1.2061971595617953e-15	-1.947775397070737e-15	1.2633470280576678e-12	1.7041993563247116e-12	8.163745731325598e-13	3.155730135286146e-12	6.440407524221438e-14	9.070334761024786e-13
60.0	1.1897408701978193e-16	1.198604444356891e-15	1.033652559501102e-14	1.3967911904183755e-15	1.8261183471918246e-12	-7.887248468646039e-13	8.162000737522045e-13	-8.562453713949797e-12	7.763143177628123e-12	-2.973288972390278e-13	-2.4679290318870745e-12	1.954429534451546e-15	1.0259129717809261e-18	1.395555643162309e-18	-2.4993646507282156e-15	1.1970945872818707e-15	1.6243989819360401e-12	1.3240607683717744e-12	1.2236839660231266e-15	-1.97811646840479e-15	1.3237852630847204e-12	1.6241507799548966e-12	8.554237247919824e-13	3.1382384653404503e-12	3.6246075582359685e-14	9.50419060286698e-13
61.0	1.189668574941688e-16	1.1985564114563811e-15	1.0409901244847459e-14	1.4448282010463973e-15	1.9351487433631066e-12	-8.766134781155789e-13	8.148837233129496e-13	-8.478448562433066e-12	7.732012392398464e-12	-3.1091279913185207e-13	-2.4483183704278093e-12	1.9672836638140435e-15	1.0331424970000758e-18	1.4435885436745104e-18	-2.599642176226059e-15	1.175904870821655e-15	1.5442569229162625e-12	1.3845115801760134e-12	1.241170772484458e-15	-2.0084575397388432e-15	1.3842234981117726e-12	1.5441022035850817e-12	8.944730574564995e-13	3.120746794270612e-12	8.08778124187283e-15	9.938048455767404e-13
62.0	1.1895962796855568e-16	1.1985083785558715e-15	1.0483276894683896e-14	1.492865211674419e-15	2.0441791395343887e-12	-9.64502109366554e-13	8.135673728736945e-13	-8.394443410916332e-12	7.700881607168808e-12	-3.2449670102467634e-13	-2.428707708968544e-12	1.9801377931765416e-15	1.0403720222192254e-18	1.4916214441867117e-18	-2.6999197017239012e-15	1.1547151543614394e-15	1.4641148638964847e-12	1.4449623919802524e-12	1.258657578945789e-15	-2.0387986110728964e-15	1.4446617331388253e-12	1.4640536272152667e-12	9.335225711273689e-13	3.103255122076632e-12	-2.0070807783871584e-14	1.0371908319740024e-12
63.0	1.189535189270652e-16	1.1984673563087583e-15	1.0545268357427954e-14	1.5338727283465496e-15	2.15660088667103e-12	-1.0537913469320486e-12	8.122182394038961e-13	-8.292531286115068e-12	7.657278843434568e-12	-3.3953881079272093e-13	-2.4071100279992913e-12	1.9806506358594658e-15	1.0464810633295645e-18	1.5326436913013054e-18	-2.7752556468500114e-15	1.1270056223217663e-15	1.3861373844710957e-12	1.501260193572926e-12	1.2674836992787586e-15	-2.0481376998096493e-15	1.5009493371344827e-12	1.386168527040638e-12	9.678977213440397e-13	3.0840716965191605e-12	-4.386098771815949e-14	1.0753833639546732e-12
64.0	1.1896242418044207e-16	1.1985202756134996e-15	1.0454713667687922e-14	1.4806862329052555e-15	2.314466154481621e-12	-1.1618484686416673e-12	8.104298189533405e-13	-7.950668793753656e-12	7.446553709055927e-12	-3.7412065572865266e-13	-2.3588866267480628e-12	1.815792355914598e-15	1.037575809758035e-18	1.4797243865487387e-18	-2.5163786972208678e-15	1.0119316809060787e-15	1.337164899973326e-12	1.5019083713619388e-12	1.1602581124469793e-15	-1.7760538275780521e-15	1.5016191979322883e-12	1.3372736364337582e-12	9.396349014610133e-13	3.042219118936107e-12	-9.111644419503085e-15	1.0439819403843716e-12
65.0	1.1897132943381894e-16	1.198573194918241e-15	1.036415897794789e-14	1.4274997374639614e-15	2.472331422292212e-12	-1.269905590351286e-12	8.08641398502785e-13	-7.608806301392243e-12	7.235828574677287e-12	-4.0870250066458443e-13	-2.3106632254968347e-12	1.6509340759697304e-15	1.0286705561865052e-18	1.4268050817961719e-18	-2.257501747591724e-15	8.96857739490391e-16	1.2881924154755566e-12	1.5025565491509518e-12	1.0530325256151991e-15	-1.503969955346455e-15	1.502289058730094e-12	1.2883787458268783e-12	9.113721543178652e-13	3.0003666125064714e-12	2.563728697104529e-14	1.012580597631757e-12
66.0	1.1898023468719584e-16	1.1986261142229823e-15	1.0273604288207859e-14	1.3743132420226672e-15	2.630196690102803e-12	-1.377962712060905e-12	8.068529780522295e-13	-7.266943809030831e-12	7.025103440298646e-12	-4.432843456005163e-13	-2.2624398242456057e-12	1.4860757960248627e-15	1.0197653026149757e-18	1.373885777043605e-18	-1.9986247979625806e-15	7.817837980747035e-16	1.2392199309777867e-12	1.503204726939965e-12	9.458069387834191e-16	-1.231886083114857e-15	1.5029589195278998e-12	1.2394838552199985e-12	8.831094799143157e-13	2.9585141772300693e-12	6.038580646080919e-14	9.811793356965186e-13
67.0	1.189891399405727e-16	1.1986790335277236e-15	1.0183049598467826e-14	1.3211267465813729e-15	2.7880619579133934e-12	-1.486019833770524e-12	8.05064557601674e-13	-6.925081316669418e-12	6.814378305920005e-12	-4.778661905364481e-13	-2.2142164229943776e-12	1.3212175160799952e-15	1.0108600490434461e-18	1.3209664722910384e-18	-1.739747848333437e-15	6.667098566590159e-16	1.1902474464800168e-12	1.503852904728978e-12	8.385813519516392e-16	-9.598022108832599e-16	1.5036287803257057e-12	1.1905889646131184e-12	8.54846878250083e-13	2.9166618131067217e-12	9.513391405711258e-14	9.49778154578343e-13
68.0	1.189980451939496e-16	1.198731952832465e-15	1.0092494908727796e-14	1.2679402511400785e-15	2.945927225723985e-12	-1.5940769554801425e-12	8.032761371511185e-13	-6.5832188243080045e-12	6.603653171541364e-12	-5.1244803547238e-13	-2.1659930217431487e-12	1.1563592361351277e-15	1.0019547954719164e-18	1.2680471675384715e-18	-1.4808708987042926e-15	5.516359152433283e-16	1.1412749619822472e-12	1.5045010825179909e-12	7.313557651198592e-16	-6.877183386516619e-16	1.5042986411235115e-12	1.1416940740062383e-12	8.265843493248864e-13	2.8748095201362447e-12	1.2988160976727922e-13	9.183770542769187e-13
69.0	1.1900695044732648e-16	1.1987848721372063e-15	1.0001940218987765e-14	1.2147537556987842e-15	3.1037924935345753e-12	-1.7021340771897612e-12	8.01487716700563e-13	-6.241356331946593e-12	6.3929280371627235e-12	-5.470298804083118e-13	-2.1177696204919205e-12	9.9150095619026e-16	9.930495419003868e-19	1.2151278627859049e-18	-1.2219939490751498e-15	4.3656197382764065e-16	1.0923024774844773e-12	1.505149260307004e-12	6.241301782880793e-16	-4.156344664200648e-16	1.5049685019213174e-12	1.0927991833993586e-12	7.983218931384451e-13	2.832957298318459e-12	1.6462889359863172e-13	8.869760347919337e-13
70.0	1.1901585570070335e-16	1.1988377914419474e-15	9.911385529247732e-15	1.1615672602574899e-15	3.261657761345166e-12	-1.8101911988993803e-12	7.996992962500076e-13	-5.8994938395851795e-12	6.1822029027840824e-12	-5.816117253442436e-13	-2.0695462192406916e-12	8.266426762453923e-16	9.84144288328857e-19	1.162208558033338e-18	-9.631169994460054e-16	3.2148803241195265e-16	1.0433299929867073e-12	1.505797438096017e-12	5.169045914562993e-16	-1.4355059418846608e-16	1.5056383627191232e-12	1.0439042927924785e-12	7.700595096904789e-13	2.791105147653183e-12	1.993757655584943e-13	8.555750961230764e-13
71.0	1.1902476095408024e-16	1.1988907107466887e-15	9.8208308395077e-15	1.1083807648161957e-15	3.419523029155757e-12	-1.918248320608999e-12	7.979108757994521e-13	-5.557631347223767e-12	5.971477768405441e-12	-6.161935702801753e-13	-2.0213228179894635e-12	6.61784396300525e-16	9.752390347573275e-19	1.1092892532807712e-18	-7.042400498168618e-16	2.0641409099626542e-16	9.943575084889378e-13	1.50644561588503e-12	4.0967900462451933e-16	1.2853327804313107e-16	1.5063082235169288e-12	9.950094021855987e-13	7.417971989807061e-13	2.749253068140234e-12	2.3412222565418964e-13	8.241742382700344e-13
72.0	1.1903366620745712e-16	1.19894363005143e-15	9.730276149767669e-15	1.0551942693749014e-15	3.577388296966348e-12	-2.0263054423186177e-12	7.961224553488965e-13	-5.215768854862354e-12	5.7607526340268e-12	-6.507754152161073e-13	-1.9730994167382346e-12	4.96926116355657e-16	9.663337811857977e-19	1.0563699485282047e-18	-4.453631001877182e-16	9.134014958057744e-17	9.453850239911678e-13	1.507093793674043e-12	3.0245341779273937e-16	4.00617150274729e-16	1.5069780843147347e-12	9.461145115787188e-13	7.135349610088466e-13	2.7074010597794306e-12	2.6886827389304e-13	7.927734612324958e-13
73.0	1.1904257146083399e-16	1.1989965493561714e-15	9.639721460027637e-15	1.0020077739336073e-15	3.7352535647769385e-12	-2.1343625640282364e-12	7.94334034898341e-13	-4.873906362500942e-12	5.55002749964816e-12	-6.853572601520391e-13	-1.9248760154870064e-12	3.3206783641078966e-16	9.574285276142682e-19	1.0034506437756379e-18	-1.8648615055857456e-16	-2.3733791835109967e-17	8.964125394933981e-13	1.507741971463056e-12	1.9522783096095963e-16	6.7270102250632615e-16	1.5076479451125405e-12	8.972196209718388e-13	6.85272795774619e-13	2.665549122570593e-12	3.0361391028236896e-13	7.613727650101483e-13
74.0	1.1905147671421088e-16	1.1990494686609127e-15	9.549166770287606e-15	9.48821278492313e-16	3.8931188325875294e-12	-2.2424196857378556e-12	7.925456144477856e-13	-4.532043870139529e-12	5.339302365269519e-12	-7.199391050879709e-13	-1.8766526142357775e-12	1.6720955646592157e-16	9.485232740427384e-19	9.505313390230709e-19	7.239079907056983e-17	-1.3880773325079777e-16	8.474400549956283e-13	1.508390149252069e-12	8.800224412917946e-17	9.44784894737924e-16	1.5083178059103464e-12	8.483247303649588e-13	6.570107032777432e-13	2.6236972565135387e-12	3.3835913482949863e-13	7.299721496026808e-13
75.0	1.1906038196758775e-16	1.199102387965654e-15	9.458612080547574e-15	8.956347830510188e-16	4.05098410039812e-12	-2.3504768074474747e-12	7.9075719399723e-13	-4.190181377778116e-12	5.128577230890878e-12	-7.545209500239028e-13	-1.8284292129845494e-12	2.351276521054279e-18	9.396180204712088e-19	8.97612034270504e-19	3.3126774869971304e-16	-2.538816746664854e-16	7.984675704978585e-13	1.5090383270410821e-12	-1.922334270260032e-17	1.2168687669695212e-15	1.5089876667081522e-12	7.994298397580789e-13	6.287486835179378e-13	2.581845461608086e-12	3.7310394754175115e-13	6.985716150097803e-13
76.0	1.1906928722096462e-16	1.1991553072703951e-15	9.368057390807541e-15	8.424482876097244e-16	4.208849368208711e-12	-2.458533929157093e-12	7.889687735466746e-13	-3.848318885416704e-12	4.9178520965122375e-12	-7.891027949598346e-13	-1.7802058117333207e-12	-1.625070034238134e-16	9.307127668996793e-19	8.446927295179374e-19	5.901446983288566e-16	-3.68955616082173e-16	7.494950860000889e-13	1.5096865048300952e-12	-1.2644892953438028e-16	1.4889526392011188e-15	1.5096575275059578e-12	7.50534949151199e-13	6.004867364949218e-13	2.5399937378540536e-12	4.0784834842644896e-13	6.67171161231135e-13
77.0	1.1907819247434152e-16	1.1992082265751367e-15	9.27750270106751e-15	7.892617921684302e-16	4.366714636019302e-12	-2.566591050866712e-12	7.871803530961191e-13	-3.506456393055291e-12	4.7071269621335956e-12	-8.236846398957663e-13	-1.7319824104820923e-12	-3.273652833686809e-16	9.218075133281495e-19	7.917734247653706e-19	8.490216479580003e-16	-4.840295574978606e-16	7.005226015023189e-13	1.510334682619108e-12	-2.3367451636616025e-16	1.7610365114327167e-15	1.5103273883037637e-12	7.01640058544319e-13	5.722248622084156e-13	2.4981420852512603e-12	4.42592337490914e-13	6.357707882664339e-13
78.0	1.190870977277184e-16	1.199261145879878e-15	9.186948011327478e-15	7.36075296727136e-16	4.524579903829893e-12	-2.674648172576331e-12	7.853919326455636e-13	-3.164593900693878e-12	4.496401827754956e-12	-8.582664848316982e-13	-1.6837590092308638e-12	-4.922235633135485e-16	9.1290225975662e-19	7.388541200128038e-19	1.1078985975871443e-15	-5.991034989135482e-16	6.515501170045492e-13	1.5109828604081211e-12	-3.409001031979402e-16	2.0331203836643142e-15	1.5109972491015695e-12	6.527451679374391e-13	5.439630606581368e-13	2.456290503799526e-12	4.773359147424683e-13	6.043704961153635e-13
79.0	1.1909600298109526e-16	1.1993140651846193e-15	9.096393321587447e-15	6.828888012858417e-16	4.682445171640484e-12	-2.7827052942859495e-12	7.836035121950081e-13	-2.8227314083324654e-12	4.285676693376314e-12	-8.9284832976763e-13	-1.6355356079796353e-12	-6.570818432584163e-16	9.039970061850902e-19	6.85934815260237e-19	1.3667755472162879e-15	-7.14177440329236e-16	6.025776325067795e-13	1.5116310381971342e-12	-4.481256900297202e-16	2.305204255895912e-15	1.5116671098993754e-12	6.038502773305592e-13	5.157013318438062e-13	2.4144389934986643e-12	5.12079080188433e-13	5.729702847776135e-13
80.0	1.1910490823447216e-16	1.1993669844893606e-15	9.005838631847415e-15	6.297023058445473e-16	4.840310439451075e-12	-2.8907624159955686e-12	7.818150917444525e-13	-2.480868915971053e-12	4.074951558997673e-12	-9.274301747035619e-13	-1.5873122067284065e-12	-8.21940123203284e-16	8.950917526135606e-19	6.330155105076702e-19	1.6256524968454319e-15	-8.292513817449236e-16	5.536051480090096e-13	1.512279215986147e-12	-5.553512768615e-16	2.5772881281275093e-15	1.5123369706971812e-12	5.549553867236791e-13	4.874396757651415e-13	2.372587554348499e-12	5.468218338361301e-13	5.415701542528701e-13
81.0	1.1911381348784903e-16	1.1994199037941018e-15	8.915283942107382e-15	5.765158104032532e-16	4.998175707261666e-12	-2.998819537705187e-12	7.800266712938971e-13	-2.13900642360964e-12	3.864226424619033e-12	-9.620120196394936e-13	-1.5390888054771782e-12	-9.867984031481515e-16	8.861864990420309e-19	5.800962057551034e-19	1.8845294464745755e-15	-9.443253231606112e-16	5.046326635112398e-13	1.5129273937751602e-12	-6.6257686369328e-16	2.8493720003591073e-15	1.5130068314949868e-12	5.060604961167993e-13	4.591780924218631e-13	2.330736186348847e-12	5.815641756928807e-13	5.101701045408228e-13
82.0	1.1912271874122592e-16	1.199472823098843e-15	8.824729252367352e-15	5.2332931496195885e-16	5.156040975072257e-12	-3.106876659414806e-12	7.782382508433416e-13	-1.7971439312482275e-12	3.653501290240392e-12	-9.965938645754255e-13	-1.4908654042259497e-12	-1.1516566830930192e-15	8.772812454705013e-19	5.271769010025367e-19	2.1434063961037195e-15	-1.0593992645762986e-15	4.5566017901347e-13	1.5135755715641732e-12	-7.6980245052506e-16	3.1214558725907044e-15	1.5136766922927927e-12	4.571656055099193e-13	4.3091658181368935e-13	2.2888848894995264e-12	6.163061057660057e-13	4.787701356411588e-13
83.0	1.191316239946028e-16	1.1995257424035844e-15	8.734174562627319e-15	4.701428195206647e-16	5.313906242882847e-12	-3.2149337811244255e-12	7.764498303927861e-13	-1.455281438886815e-12	3.4427761558617506e-12	-1.0311757095113575e-12	-1.4426420029747212e-12	-1.3165149630378868e-15	8.683759918989716e-19	4.742575962499698e-19	2.402283345732863e-15	-1.1744732059919864e-15	4.0668769451570024e-13	1.5142237493531863e-12	-8.770280373568399e-16	3.3935397448223023e-15	1.5143465530905985e-12	4.0827071490303934e-13	4.026551439403401e-13	2.2470336638003575e-12	6.510476240628266e-13	4.473702475535666e-13
84.0	1.1914052924797967e-16	1.1995786617083257e-15	8.643619872887288e-15	4.169563240793704e-16	5.471771510693438e-12	-3.322990902834044e-12	7.746614099422307e-13	-1.1134189465254021e-12	3.2320510214831095e-12	-1.0657575544472892e-12	-1.3944186017234926e-12	-1.4813732429827545e-15	8.59470738327442e-19	4.213382914974031e-19	2.6611602953620067e-15	-1.2895471474076742e-15	3.5771521001793045e-13	1.5148719271421992e-12	-9.842536241886198e-16	3.6656236170539e-15	1.5150164138884044e-12	3.593758242961594e-13	3.743937788015341e-13	2.205182509251155e-12	6.857887305906635e-13	4.159704402777339e-13
85.0	1.1914943450135656e-16	1.199631581013067e-15	8.553065183147256e-15	3.6376982863807614e-16	5.629636778504029e-12	-3.4310480245436625e-12	7.728729894916751e-13	-7.715564541639894e-13	3.0213258871044688e-12	-1.100339399383221e-12	-1.3461952004722641e-12	-1.6462315229276222e-15	8.505654847559123e-19	3.6841898674483633e-19	2.9200372449911503e-15	-1.4046210888233618e-15	3.0874272552016066e-13	1.5155201049312124e-12	-1.0914792110203997e-15	3.937707489285498e-15	1.5156862746862102e-12	3.1048093368927943e-13	3.4613248639699104e-13	2.163331425851742e-12	7.205294253568374e-13	3.845707138133491e-13
86.0	1.1915833975473343e-16	1.1996845003178084e-15	8.462510493407225e-15	3.105833331967819e-16	5.78750204631462e-12	-3.5391051462532817e-12	7.710845690411196e-13	-4.296939618025767e-13	2.8106007527258277e-12	-1.1349212443191529e-12	-1.2979717992210356e-12	-1.8110898028724895e-15	8.416602311843827e-19	3.1549968199226954e-19	3.178914194620294e-15	-1.5196950302390494e-15	2.597702410223909e-13	1.5161682827202253e-12	-1.1987047978521797e-15	4.209791361517095e-15	1.5163561354840159e-12	2.6158604308239955e-13	3.178712667264293e-13	2.121480413601934e-12	7.552697083686687e-13	3.5317106816009947e-13
87.0	1.191672450081103e-16	1.1997374196225497e-15	8.371955803667193e-15	2.573968377554876e-16	5.9453673141252106e-12	-3.647162267962901e-12	7.692961485905641e-13	-8.783146944116406e-14	2.599875618347187e-12	-1.1695030892550846e-12	-1.2497483979698068e-12	-1.9759480828173572e-15	8.32754977612853e-19	2.625803772397028e-19	3.437791144249438e-15	-1.634768971654737e-15	2.1079775652462112e-13	1.5168164605092382e-12	-1.3059303846839597e-15	4.4818752337486925e-15	1.5170259962818217e-12	2.1269115247551957e-13	2.8961011978956937e-13	2.0796294725015512e-12	7.900095796334777e-13	3.2177150331767423e-13
88.0	1.191746237727678e-16	1.1997745088655405e-15	8.297043646154521e-15	2.201302678773285e-16	6.0933132169580764e-12	-3.748583941204822e-12	7.717063331140911e-13	1.1556757753329222e-13	2.4420123241317735e-12	-1.1167251299640456e-12	-1.2006058465732711e-12	-2.1009406240304064e-15	8.253762130544837e-19	2.2549113432002324e-19	3.658275958216011e-15	-1.74303059737517e-15	1.7118678260996198e-13	1.507261341778646e-12	-1.4090352595342902e-15	4.7099721767540124e-15	1.507468329876277e-12	1.7310742732021156e-13	3.256275653091511e-13	2.0405787090544263e-12	8.187460923321559e-13	3.6178870851381545e-13
