time	alpha	beta	gamma
66.33663366336634	42.10002878966892	78.18090611206071	0.09125104938573113
67.32673267326733	42.318723820845655	80.2744046921064	0.09390924968374938
68.31683168316832	42.522178731737874	82.80953383095351	0.09716661721735757
69.3069306930693	42.70711822120945	85.87782710774147	0.10115933937499429
70.29702970297029	42.86937173547845	89.5977664325464	0.1060692210407795
71.2871287128713	43.003551649110115	94.1244918984275	0.11214337552432857
72.27722772277228	43.1025936875831	99.6634496317303	0.11972451879485285
73.26732673267327	43.15709594204937	106.48946336668108	0.12929874625562246
74.25742574257426	43.15436846914565	114.97276560675681	0.14157287101489588
75.24752475247524	43.077087181066325	125.612345383085	0.15760298901687378
76.23762376237623	42.90147429202943	139.07173048674488	0.17901372671224705
77.22772277227723	42.59512942036674	156.19527431041294	0.20838010963222817
78.21782178217822	42.11534321344463	177.93526265561295	0.24989931955771907
79.20792079207921	41.41062153347639	205.0055993688973	0.31055212369287877
80.1980198019802	40.43191531116055	236.87019964524075	0.4019285800647397
81.18811881188118	39.16387487214637	269.5389632772726	0.542005877556618
82.17821782178218	37.68072838548452	292.5079423452416	0.7502415703013621
83.16831683168317	36.19738811529581	289.750876745303	1.0048726985597507
84.15841584158416	35.0085136736503	257.26700785600775	1.1368511532809138
85.14851485148515	34.23576371931083	220.63997770957533	0.9688907481600577
86.13861386138613	33.7427744520651	200.60226510434816	0.6844707450362268
87.12871287128712	33.36834260070297	194.19841729181672	0.4927789526380039
88.11881188118812	33.02945435597061	194.30247424092926	0.4043968604745956
89.10891089108911	32.69343835356738	196.90712412536	0.37364376045224473
90.0990099009901	32.35018091729684	200.13935083415447	0.36890913860199903
91.08910891089108	31.99955886514969	203.09714037736188	0.37448768774153973
92.07920792079207	31.646053381837703	205.3220817283643	0.3829490141208396
93.06930693069307	31.29611027654852	206.59485394627353	0.39059567192899514
94.05940594059406	30.956579276410427	206.854002115011	0.39551061391213105
95.04950495049505	30.633694689749497	206.15140060350885	0.39681181255271386
96.03960396039604	30.332462045039062	204.6131633033092	0.3943453972078876
97.02970297029702	30.056407953143772	202.40101125192612	0.3884796999966997
98.01980198019803	29.807624580664488	199.6793317927293	0.3798954839886044
99.00990099009901	29.587000788949513	196.59333911412705	0.3693815944320938
100.0	29.39452637124793	193.25942438429007	0.3576769119375737
