time	Susceptible	Infected_strong_immune_system	Infected_weak_immune_system	Recovered
76.23762376237623	78696333.57858558	14550.816008339667	14059.022843481715	116674.1899687529
77.22772277227723	78693015.80522262	14916.868364202546	14410.480324810755	118992.59163477566
78.21782178217822	78689614.9796757	15291.913305818016	14770.772216889887	121369.17180379666
79.20792079207921	78686129.04617347	15676.179852896837	15140.106799960111	123805.37195539712
80.1980198019802	78682555.89892268	16069.901635410466	15518.697937080711	126302.66921847788
81.18811881188118	78678893.38096078	16473.31705900014	15906.76513995553	128862.57717614353
82.17821782178218	78675139.28298454	16886.66946805783	16304.533640144991	131486.64669026213
83.16831683168317	78671291.34215552	17310.207306954893	16712.23446508726	134176.46674480525
84.15841584158416	78667347.24087876	17744.184279127043	17130.104519653032	136933.66531086707
85.14851485148515	78663304.60555501	18188.85950444644	17558.38667283693	139759.91023327582
86.13861386138613	78659161.00530693	18644.4976754526	17997.329848912927	142656.9101378454
87.12871287128712	78654913.95067975	19111.369212730424	18447.189122764932	145626.41535922754
88.11881188118812	78650560.89231537	19589.750419544867	18908.225819359508	148670.21888998226
89.10891089108911	78646099.21959928	20079.92363589904	19380.707617239255	151790.157351269
90.0990099009901	78641526.25928032	20582.177392256937	19864.908655785253	154988.11198519974
91.08910891089108	78636839.27406329	21096.80656313758	20361.109646020606	158266.00966890928
92.07920792079207	78632035.46117377	21624.112520716393	20869.597984808577	161625.82395057494
93.06930693069307	78627111.95089519	22164.40328854492	21390.667872322163	165069.57610767015
94.05940594059406	78622065.80507766	22717.993695505404	21924.6204326391	168599.33622766906
95.04950495049505	78616894.01561816	23285.20553011289	22471.763837329723	172217.22431155274
96.03960396039604	78611593.50291304	23866.367695237284	23032.4134318057	175925.41139958138
97.02970297029702	78606161.11428078	24461.816363327835	23606.89186446399	179726.1207207591
98.01980198019803	78600593.62235606	25071.895132181562	24195.52921838669	183621.62886536968
99.00990099009901	78594887.7234548	25696.955181295452	24798.663145494254	187614.26698091315
100.0	78589040.03590979	26337.355428834217	25416.639003043063	191706.4219917741
