time	H	HR	R	HRRH	E	GQ	IP3	CHO
44.0	0.0071447604457778	3.558311630460689e-05	0.009960618441304315	6.330790749323643e-07	1.2661421183690693e-06	0.09999873385788169	2.532284230409388	0.0015117143573894314
45.0	0.007144760445817075	3.55831162931105e-05	0.00996061844134359	6.330790703253975e-07	1.266142109086616e-06	0.09999873385789096	2.532284208569666	0.0015117143444173273
46.0	0.007144760445846567	3.5583116284481476e-05	0.009960618441373081	6.330790668653739e-07	1.2661421021151568e-06	0.09999873385789794	2.532284192168523	0.0015117143346755667
47.0	0.007144760445866276	3.5583116278719836e-05	0.009960618441392791	6.330790645522933e-07	1.266142097454692e-06	0.0999987338579026	2.532284181205959	0.00151171432816415
48.0	0.007144760445876201	3.5583116275825565e-05	0.009960618441402716	6.330790633861559e-07	1.2661420951052211e-06	0.09999873385790495	2.532284175681973	0.0015117143248830776
49.0	0.007144760445876344	3.5583116275798676e-05	0.009960618441402858	6.330790633669617e-07	1.2661420950667445e-06	0.09999873385790499	2.5322841755965664	0.0015117143248323487
50.0	0.007144760445866702	3.558311627863916e-05	0.009960618441393218	6.330790644947104e-07	1.2661420973392619e-06	0.09999873385790271	2.532284180949738	0.001511714328011963
51.0	0.007144760445847278	3.558311628434702e-05	0.009960618441373793	6.330790667694025e-07	1.2661421019227736e-06	0.09999873385789813	2.5322841917414887	0.001511714334421922
52.0	0.007144760445818071	3.5583116292922254e-05	0.009960618441344585	6.330790701910376e-07	1.2661421088172793e-06	0.09999873385789124	2.5322842079718177	0.0015117143440622242
53.0	0.00714476044577908	3.558311630436487e-05	0.009960618441305595	6.330790747596159e-07	1.2661421180227794e-06	0.09999873385788204	2.5322842296407257	0.0015117143569328704
54.0	0.0071447604457402485	3.558311631576011e-05	0.009960618441266762	6.330790793096405e-07	1.2661421271908876e-06	0.09999873385787285	2.5322842512214314	0.001511714369751127
55.0	0.007144760445761691	3.5583116309484845e-05	0.009960618441288205	6.330790767942813e-07	1.2661421221227892e-06	0.09999873385787791	2.5322842392978946	0.0015117143626689233
56.0	0.007144760445780782	3.558311630389801e-05	0.009960618441307295	6.330790745545873e-07	1.2661421176101278e-06	0.09999873385788244	2.532284228681341	0.0015117143563630263
57.0	0.007144760445797523	3.558311629899961e-05	0.009960618441324037	6.330790725905589e-07	1.2661421136529034e-06	0.0999987338578864	2.532284219371771	0.001511714350833436
58.0	0.007144760445811913	3.5583116294789636e-05	0.009960618441338427	6.330790709021958e-07	1.2661421102511162e-06	0.0999987338578898	2.5322842113691837	0.001511714346080152
59.0	0.007144760445823952	3.55831162912681e-05	0.009960618441350468	6.33079069489498e-07	1.2661421074047661e-06	0.09999873385789264	2.5322842046735796	0.0015117143421031752
60.0	0.007144760445833642	3.558311628843499e-05	0.009960618441360156	6.330790683524657e-07	1.266142105113853e-06	0.09999873385789493	2.5322841992849585	0.0015117143389025043
61.0	0.0071447604458409805	3.558311628629031e-05	0.009960618441367494	6.330790674910986e-07	1.266142103378377e-06	0.09999873385789666	2.532284195203321	0.0015117143364781406
62.0	0.007144760445845968	3.5583116284834065e-05	0.009960618441372483	6.330790669053969e-07	1.2661421021983381e-06	0.09999873385789784	2.5322841924286656	0.001511714334830083
63.0	0.0071447604458486046	3.558311628406625e-05	0.00996061844137512	6.330790665953606e-07	1.2661421015737365e-06	0.09999873385789847	2.532284190960994	0.0015117143339583327
64.0	0.007144760445848892	3.558311628398687e-05	0.009960618441375406	6.330790665609896e-07	1.2661421015045718e-06	0.09999873385789854	2.532284190800305	0.0015117143338628887
65.0	0.007144760445846827	3.558311628459592e-05	0.009960618441373342	6.330790668022841e-07	1.266142101990844e-06	0.09999873385789805	2.5322841919465997	0.0015117143345437514
66.0	0.0071447604458424125	3.5583116285893405e-05	0.009960618441368927	6.330790673192439e-07	1.2661421030325536e-06	0.09999873385789701	2.532284194399877	0.0015117143360009204
67.0	0.007144760445835647	3.558311628787931e-05	0.009960618441362161	6.330790681118689e-07	1.2661421046297003e-06	0.09999873385789541	2.5322841981601374	0.0015117143382343962
68.0	0.007144760445826531	3.558311629055366e-05	0.009960618441353045	6.330790691801595e-07	1.2661421067822837e-06	0.09999873385789326	2.5322842032273813	0.001511714341244179
69.0	0.007144760445815064	3.558311629391643e-05	0.009960618441341579	6.330790705241153e-07	1.2661421094903046e-06	0.09999873385789056	2.532284209601608	0.001511714345030268
70.0	0.007144760445801247	3.558311629796764e-05	0.009960618441327762	6.330790721437365e-07	1.2661421127537625e-06	0.09999873385788728	2.5322842172828177	0.0015117143495926638
71.0	0.007144760445785079	3.558311630270728e-05	0.009960618441311592	6.330790740390232e-07	1.2661421165726573e-06	0.09999873385788347	2.5322842262710106	0.001511714354931366
72.0	0.00714476044576656	3.558311630813535e-05	0.009960618441293074	6.330790762099751e-07	1.2661421209469893e-06	0.0999987338578791	2.5322842365661864	0.001511714361046375
73.0	0.007144760445745691	3.558311631425185e-05	0.009960618441272205	6.330790786565924e-07	1.2661421258767584e-06	0.09999873385787417	2.5322842481683456	0.0015117143679376909
74.0	0.007144760445722471	3.5583116321056785e-05	0.009960618441248984	6.33079081378875e-07	1.2661421313619646e-06	0.09999873385786869	2.532284261077488	0.001511714375605313
75.0	0.007144760445718473	3.5583116322228184e-05	0.009960618441244986	6.330790818476901e-07	1.266142132306603e-06	0.09999873385786773	2.532284263300725	0.0015117143769258453
76.0	0.007144760445717634	3.5583116322473316e-05	0.009960618441244148	6.330790819462004e-07	1.266142132505099e-06	0.09999873385786752	2.5322842637678216	0.001511714377203286
77.0	0.007144760445716799	3.558311632271668e-05	0.009960618441243314	6.330790820442575e-07	1.2661421327026748e-06	0.09999873385786733	2.5322842642325747	0.0015117143774793346
78.0	0.007144760445715969	3.5583116322958266e-05	0.009960618441242483	6.330790821418612e-07	1.2661421328993298e-06	0.09999873385786713	2.5322842646949844	0.0015117143777539914
79.0	0.007144760445715144	3.5583116323198084e-05	0.009960618441241657	6.330790822390116e-07	1.2661421330950643e-06	0.09999873385786694	2.5322842651550506	0.0015117143780272564
80.0	0.007144760445714323	3.5583116323436135e-05	0.009960618441240836	6.330790823357085e-07	1.2661421332898783e-06	0.09999873385786674	2.5322842656127738	0.001511714378299129
81.0	0.007144760445713506	3.5583116323672416e-05	0.00996061844124002	6.330790824319522e-07	1.266142133483772e-06	0.09999873385786655	2.532284266068153	0.0015117143785696105
82.0	0.007144760445712694	3.558311632390692e-05	0.009960618441239208	6.330790825277426e-07	1.266142133676745e-06	0.09999873385786635	2.5322842665211893	0.0015117143788386993
83.0	0.007144760445711887	3.558311632413967e-05	0.0099606184412384	6.330790826230795e-07	1.2661421338687973e-06	0.09999873385786616	2.5322842669718817	0.0015117143791063966
84.0	0.0071447604457110835	3.558311632437063e-05	0.009960618441237598	6.330790827179631e-07	1.2661421340599293e-06	0.09999873385786597	2.532284267420231	0.0015117143793727016
85.0	0.0071447604457102855	3.558311632459983e-05	0.009960618441236798	6.330790828123934e-07	1.2661421342501409e-06	0.09999873385786578	2.532284267866237	0.0015117143796376153
86.0	0.007144760445709491	3.558311632482726e-05	0.009960618441236005	6.330790829063703e-07	1.2661421344394318e-06	0.09999873385786559	2.5322842683098994	0.0015117143799011367
87.0	0.007144760445708702	3.558311632505292e-05	0.009960618441235216	6.33079082999894e-07	1.2661421346278022e-06	0.0999987338578654	2.5322842687512184	0.0015117143801632663
88.0	0.007144760445707917	3.5583116325276805e-05	0.00996061844123443	6.330790830929642e-07	1.266142134815252e-06	0.09999873385786522	2.5322842691901943	0.001511714380424004
89.0	0.007144760445707136	3.5583116325498924e-05	0.00996061844123365	6.330790831855811e-07	1.2661421350017816e-06	0.09999873385786502	2.5322842696268264	0.0015117143806833496
90.0	0.007144760445706361	3.558311632571927e-05	0.009960618441232874	6.330790832777446e-07	1.2661421351873905e-06	0.09999873385786484	2.5322842700611154	0.0015117143809413036
91.0	0.007144760445705589	3.558311632593784e-05	0.009960618441232102	6.330790833694549e-07	1.2661421353720788e-06	0.09999873385786466	2.5322842704930606	0.0015117143811978655
92.0	0.007144760445704822	3.558311632615465e-05	0.009960618441231335	6.330790834607118e-07	1.2661421355558466e-06	0.09999873385786447	2.5322842709226627	0.0015117143814530353
93.0	0.00714476044570406	3.558311632636969e-05	0.009960618441230574	6.330790835515153e-07	1.2661421357386941e-06	0.09999873385786429	2.5322842713499214	0.0015117143817068137
94.0	0.007144760445703302	3.558311632658296e-05	0.009960618441229816	6.330790836418654e-07	1.266142135920621e-06	0.0999987338578641	2.5322842717748366	0.0015117143819591997
95.0	0.0071447604457030005	3.5583116326667626e-05	0.009960618441229512	6.330790836778811e-07	1.2661421359931376e-06	0.09999873385786405	2.5322842719441163	0.0015117143820597466
96.0	0.007144760445702998	3.5583116326668345e-05	0.009960618441229509	6.330790836782848e-07	1.266142135993948e-06	0.09999873385786405	2.532284271945945	0.0015117143820608326
97.0	0.0071447604457029945	3.5583116326669056e-05	0.009960618441229507	6.330790836786885e-07	1.2661421359947583e-06	0.09999873385786405	2.532284271947774	0.001511714382061919
98.0	0.007144760445702991	3.5583116326669774e-05	0.009960618441229504	6.330790836790922e-07	1.266142135995569e-06	0.09999873385786405	2.5322842719496026	0.0015117143820630053
99.0	0.007144760445702988	3.558311632667049e-05	0.0099606184412295	6.330790836794959e-07	1.2661421359963794e-06	0.09999873385786405	2.532284271951431	0.0015117143820640912
100.0	0.007144760445702985	3.5583116326671204e-05	0.009960618441229497	6.330790836798996e-07	1.2661421359971898e-06	0.09999873385786405	2.5322842719532597	0.0015117143820651774
