time	p100	p52	NIK	p100t
89.10891089108911	21.14198725787122	22.666573094463008	10.0	2.5
90.0990099009901	21.292586298244014	22.99445111421301	10.0	2.5
91.08910891089108	21.44236952383075	23.322964961538048	10.0	2.5
92.07920792079207	21.59134851282517	23.652103125949598	10.0	2.5
93.06930693069307	21.739534565926956	23.981854374427744	10.0	2.5
94.05940594059406	21.886938715154688	24.312207742608205	10.0	2.5
95.04950495049505	22.03357173293824	24.64315252568993	10.0	2.5
96.03960396039604	22.179444140927245	24.97467826962671	10.0	2.5
97.02970297029702	22.324566217842264	25.30677476327596	10.0	2.5
98.01980198019803	22.468948007168976	25.639432030704555	10.0	2.5
99.00990099009901	22.61259932490453	25.972640323442494	10.0	2.5
100.0	22.755529766759512	26.306390113280923	10.0	2.5
