time	M	B	A	L	P	I1	I2	I3	L_e
30.0	0.0009043812736581626	0.00013132989006474908	0.4669120110364824	0.5254254460797052	0.010100386433351394	4.290619232631784e-05	2.610141121512831e-05	0.02090107626860544	0.08
31.0	0.0009408636194604131	0.00014150483538131328	0.47978158245164115	0.5239968696957366	0.010686414909527158	4.4252521296574466e-05	2.7372400361822127e-05	0.02198018570918574	0.08
32.0	0.000974924793218402	0.00015205746967846188	0.49176434856052387	0.5223964766412118	0.01125710349938098	4.548188977641481e-05	2.8582559378309903e-05	0.02301631272480565	0.08
33.0	0.0010064782649947465	0.00016294717339312292	0.5028399354026468	0.5206352440906549	0.011807909646744295	4.6597045816575476e-05	2.972494070489864e-05	0.024002714977897865	0.08
34.0	0.0010354985989200372	0.00017413134371672102	0.5130062855303239	0.518721164798691	0.012335006466295371	4.760257274659485e-05	3.079467239278845e-05	0.024934234546171608	0.08
35.0	0.0010620104190293897	0.0001855664563631911	0.5222740223347936	0.5166701683986789	0.012835338527074469	4.850396213226506e-05	3.178883389083195e-05	0.025807266478567195	0.08
36.0	0.001086080058818568	0.0001972090053087193	0.5306676068573901	0.5144948731135557	0.01330662811503529	4.9307793139783736e-05	3.270624739831692e-05	0.026619650734755387	0.08
37.0	0.0011078047606089465	0.00020901628313765483	0.5382210755065543	0.5122026447701644	0.013747346613698662	5.0020973647838256e-05	3.354724872640507e-05	0.02737053150747312	0.08
38.0	0.0011273035592550312	0.000220947058266224	0.5449736168274031	0.5098090466736451	0.014156658067197776	5.06503509543703e-05	3.431341240836437e-05	0.02806017337936746	0.08
39.0	0.001144710516614829	0.00023296208362682123	0.5509707466835643	0.5073248327131341	0.01453434043825296	5.120292466805428e-05	3.500728632826608e-05	0.028689768845878094	0.08
40.0	0.0011601666434993745	0.0002450244710471554	0.556258987507785	0.5047629529875337	0.014880696905264272	5.168521262593739e-05	3.563214567669114e-05	0.029261249540714084	0.08
41.0	0.0011738163643201928	0.0002570999365204527	0.5608877579981885	0.5021342607575835	0.015196461910300081	5.210362262100324e-05	3.6191762146573025e-05	0.029777101668484855	0.08
42.0	0.0011858024318109881	0.00026915693927156325	0.564905286053723	0.4994501535732529	0.015482709930220294	5.246401174459257e-05	3.6690221362645055e-05	0.030240209407594133	0.08
43.0	0.0011962640782587509	0.0002811667313498775	0.5683598741193528	0.49672094298984354	0.015740770387047326	5.2771929393991515e-05	3.713176072989401e-05	0.030653712233087712	0.08
44.0	0.0012053337833687217	0.00029310337669897157	0.5712975138413572	0.4939562252022096	0.015972152743831694	5.303240936721823e-05	3.752064510989326e-05	0.03102088927457696	0.08
45.0	0.001213136885644097	0.00030494363863950154	0.5737627199822037	0.49116568231874874	0.016178477440067264	5.325013530892655e-05	3.7861065344055886e-05	0.03134505894859977	0.08
46.0	0.0012197909849991835	0.0003166667480862627	0.5757973904357198	0.4883579345230644	0.016361419041244957	5.342935573168923e-05	3.815707981877482e-05	0.03162950966296326	0.08
47.0	0.0012254048944288316	0.0003282544700843176	0.5774409634099933	0.48554098850907784	0.016522669099936972	5.3573941862454264e-05	3.8412556506169656e-05	0.031877443931212356	0.08
48.0	0.0012300795086451109	0.0003396906985017796	0.5787303734455185	0.4827222351865324	0.01666389921477129	5.3687421137043996e-05	3.8631158139129196e-05	0.03209194479012125	0.08
49.0	0.0012339071626564435	0.00035096154026439887	0.5796999478203765	0.4799085784340095	0.01678673472270308	5.3772994657171866e-05	3.88163033200004e-05	0.03227593730829552	0.08
50.0	0.00123697198181679	0.00036205514893883144	0.5803813611387283	0.47710594059136824	0.016892731717256488	5.3833548356824234e-05	3.8971155033604684e-05	0.03243216645561896	0.08
51.0	0.0012393507173565888	0.00037296144583781935	0.5808037742875591	0.47431995563943385	0.016983363144916386	5.3871696575311876e-05	3.9098630803365506e-05	0.032563192381894715	0.08
52.0	0.0012411133708811449	0.0003836719263992039	0.5809939088312847	0.4715554498424971	0.017060012555415734	5.388979875313162e-05	3.920141471100624e-05	0.03267139197662924	0.08
53.0	0.0012423232322431314	0.0003941795336571978	0.5809757206059717	0.4688170744054636	0.017123971494559704	5.3889933453686626e-05	3.928196451220565e-05	0.03275896030424035	0.08
54.0	0.0012430385310780465	0.00040447853823484244	0.5807745866960067	0.46610757490873617	0.017176438870538577	5.387427537536628e-05	3.934252601448949e-05	0.03282791764778336	0.08
55.0	0.001243312001231281	0.0004145644094169528	0.5804079421227326	0.4634316278222218	0.017218522561193647	5.3844367359590164e-05	3.938515036325908e-05	0.032880119544472765	0.08
56.0	0.0012431903603797717	0.0004244336898447633	0.5798946797874728	0.4607921262287577	0.017251242190635643	5.380172942450531e-05	3.94117001097078e-05	0.03291726111065003	0.08
57.0	0.0012427161931408705	0.00043408387875411346	0.5792534013979613	0.4581908565068739	0.01727553222050875	5.3747957189927775e-05	3.9423860070198964e-05	0.03294088467974399	0.08
58.0	0.0012419285001818092	0.0004435133243593502	0.5784983788999037	0.455630869613733	0.017292246222595387	5.368428372681398e-05	3.9423157318848044e-05	0.03295239359096199	0.08
59.0	0.0012408627003692005	0.0004527211321964867	0.5776448136035615	0.45311265153317803	0.01730216256077988	5.3611912748836506e-05	3.941098023262622e-05	0.03295306621311602	0.08
60.0	0.0012395511857014267	0.0004617070832132775	0.5767060822013281	0.4506385960409228	0.017305990859655052	5.353200794243632e-05	3.938859328667174e-05	0.03294406795360238	0.08
61.0	0.0012380224598452564	0.00047047155866319375	0.5756903027965983	0.4482106058565606	0.017304377718336934	5.344526841135796e-05	3.935714232704364e-05	0.03292645744547584	0.08
62.0	0.0012363013304471	0.0004790154678379122	0.5746087198315822	0.44582852778723114	0.01729791055711496	5.3352536077461834e-05	3.9317653911521804e-05	0.03290118845665767	0.08
63.0	0.0012344116564446982	0.00048734018075647056	0.5734748019393116	0.44349336765975095	0.01728712110402217	5.325497667371194e-05	3.9271051619832605e-05	0.03286912160970622	0.08
64.0	0.0012323759368611067	0.0004954474719442071	0.5722940451805335	0.4412061272029894	0.017272490880398794	5.3153145994540016e-05	3.921818167300482e-05	0.03283104242377757	0.08
65.0	0.0012302127760123371	0.0005033394731252958	0.5710714850963676	0.43896687328709144	0.017254457212541097	5.304736207893537e-05	3.915981463723707e-05	0.0327876655103429	0.08
66.0	0.001227938929585054	0.0005110186274571806	0.569818543508782	0.4367759341767276	0.01723341699200819	5.2938549038024294e-05	3.9096639849891264e-05	0.03273963355187602	0.08
67.0	0.0012255707379939733	0.0005184876458179098	0.5685395501919498	0.4346340932774344	0.017209729277154834	5.282722402947664e-05	3.902927884114588e-05	0.032687526940267025	0.08
68.0	0.0012231229240803445	0.0005257494693283582	0.5672409842292643	0.4325402186595735	0.017183718965338806	5.271380321995812e-05	3.895830002733016e-05	0.03263187453204942	0.08
69.0	0.0012206088197023073	0.0005328072398686707	0.5659277394115423	0.430494313437483	0.017155680956095445	5.259878307561976e-05	3.8884223920161055e-05	0.03257315897641674	0.08
70.0	0.0012180401544997091	0.00053966427151826	0.5646035678129226	0.42849651856735066	0.01712588356310324	5.24824759216911e-05	3.880752301297174e-05	0.03251181862015445	0.08
71.0	0.001215427258623254	0.0005463240231959584	0.5632728144357912	0.4265463645240895	0.017094570393600062	5.236523650910558e-05	3.872862075387283e-05	0.03244824817120103	0.08
72.0	0.0012127796764474133	0.0005527900722244485	0.5619394856105215	0.4246434507501744	0.017061961619691812	5.224743584787604e-05	3.864789648633154e-05	0.03238280253149384	0.08
73.0	0.0012101063439487504	0.0005590660914692879	0.5606069423240002	0.4227873213445369	0.017028255919367304	5.212937254132015e-05	3.856569442410583e-05	0.03231580321982258	0.08
74.0	0.0012074153481223377	0.0005651558271071832	0.5592780360777478	0.4209774620209349	0.01699363363861842	5.201130147834691e-05	3.8482329949383694e-05	0.032247543799464824	0.08
75.0	0.0012047139135581062	0.0005710630871550969	0.5579553986269368	0.4192132988819095	0.016958258442754063	5.189345996808056e-05	3.839809009702294e-05	0.03217829109968067	0.08
76.0	0.001202008564119007	0.0005767917259440637	0.556641320931348	0.41749422682248605	0.016922278734971215	5.177606063412417e-05	3.83132345370892e-05	0.03210828670012017	0.08
77.0	0.0011993050883741534	0.0005823456504821884	0.5553377512762707	0.41581960038615357	0.016885826952127078	5.165928888036944e-05	3.8227995191417595e-05	0.03203774628020659	0.08
78.0	0.0011966088697234949	0.0005877287533925964	0.5540469021846647	0.41418872489576813	0.01684902674709421	5.154334439136088e-05	3.814258571052081e-05	0.03196686951328953	0.08
79.0	0.0011939245760120617	0.000592944983769103	0.5527703529989535	0.41260088315206767	0.016811985072446495	5.142837790698112e-05	3.8057192226811995e-05	0.031895829909997314	0.08
80.0	0.001191256571665364	0.000597998240369943	0.5515091983027606	0.41105540271299773	0.016774803448547683	5.131452066191879e-05	3.7971989433779563e-05	0.03182479105942742	0.08
81.0	0.0011886087015085065	0.000602892443432374	0.5502648528359255	0.4095515328956435	0.016737570568751903	5.1201903803766847e-05	3.788713025753257e-05	0.03175389607056974	0.08
82.0	0.0011859845460736403	0.0006076314756991741	0.5490390311324114	0.40808848924440566	0.01670036821960148	5.109066140797551e-05	3.780275612276842e-05	0.03168327720525333	0.08
83.0	0.0011833871778725233	0.0006122191996036172	0.5478319900682328	0.40666554188164866	0.016663269959882376	5.0980868157347535e-05	3.771899342864622e-05	0.031613052946958	0.08
84.0	0.0011808193106169185	0.0006166594545989829	0.5466440402741277	0.4052819374860113	0.016626341122235235	5.08725921699974e-05	3.763595430999328e-05	0.031543328490323166	0.08
85.0	0.0011782834783712686	0.0006209560316992122	0.5454770613702274	0.40393687933874817	0.016589641987440274	5.076594940599052e-05	3.7553741167368e-05	0.03147420027033391	0.08
86.0	0.0011757818254624851	0.0006251126960304912	0.5443316620015093	0.4026295873552253	0.016553225008338945	5.0661008674137094e-05	3.747244282230258e-05	0.031405752073536436	0.08
87.0	0.001173316330656585	0.0006291331559349805	0.5432073570481645	0.40135929549674565	0.016517138553587357	5.055781000378824e-05	3.7392140451248766e-05	0.031338060760094065	0.08
88.0	0.0011708887640588506	0.000633021078802901	0.5421051796184149	0.40012522929371763	0.016481425160199164	5.045642243634181e-05	3.731290557134874e-05	0.031271194024485784	0.08
89.0	0.001168500749802025	0.0006367800786683631	0.5410264754302885	0.3989266248606403	0.016446122996586442	5.035691569936975e-05	3.723480235666758e-05	0.031205212640645887	0.08
90.0	0.001166153306628443	0.0006404137109117605	0.5399692624910847	0.3977627068678267	0.016411266543033515	5.025924747313487e-05	3.715788616341483e-05	0.031140170011549676	0.08
91.0	0.001163847367201057	0.000643925482146535	0.538933079433985	0.3966327085766567	0.016376885269739322	5.016341682331517e-05	3.7082203832467176e-05	0.031076111552687025	0.08
92.0	0.0011615838645356905	0.0006473188307910301	0.5379211140286674	0.3955358771639812	0.016343005796355742	5.00695429549723e-05	3.700779524585854e-05	0.031013076951466385	0.08
93.0	0.0011593635982738127	0.0006505971408507082	0.5369334140432768	0.39447145226925545	0.016309650725136928	4.9977659789548916e-05	3.693469476865024e-05	0.030951100242959197	0.08
94.0	0.0011571876251593271	0.00065376372992801	0.5359684983077926	0.39343867098787183	0.016276840041070346	4.988779496434214e-05	3.6862934441556705e-05	0.030890212551660357	0.08
95.0	0.0011550563299980287	0.0006568218547199045	0.5350261807399859	0.39243680310697493	0.01624459120643707	4.979989971059777e-05	3.67925408508957e-05	0.0308304402373094	0.08
96.0	0.0011529699983660105	0.0006597747086198429	0.5341056183741206	0.3914651262339725	0.01621291900854596	4.971389748849955e-05	3.672353672051564e-05	0.030771805783004643	0.08
97.0	0.0011509287960964315	0.0006626254192702592	0.5332083576206917	0.3905229168706967	0.01618183655855672	4.9629887674267345e-05	3.665593808797558e-05	0.03071432673963171	0.08
98.0	0.0011489327201405805	0.0006653770510195621	0.5323343654363158	0.38960946624861	0.016151354164378566	4.954786636530666e-05	3.658975691347834e-05	0.030658016600912122	0.08
99.0	0.001146981784411003	0.0006680325998608576	0.5314815865733201	0.388724072216335	0.016121480193073624	4.946778427211874e-05	3.6524999140701304e-05	0.030602884264254098	0.08
100.0	0.0011450758136510742	0.0006705949961600812	0.5306502444498696	0.38786603459116	0.016092220677636583	4.9389632967612885e-05	3.6461667217517465e-05	0.03054893519234143	0.08
