time	C	M	X
38.0	0.30955236890343235	0.015746969065829033	0.00016143674374243826
39.0	0.3313061096301477	0.01888932147745698	0.00019489028539917467
40.0	0.3528343803583488	0.02282116252169747	0.000237351383246599
41.0	0.3741368354797996	0.027855090238397256	0.0002927172491404607
42.0	0.3952119438533028	0.03446845910845987	0.00036722399349278133
43.0	0.4160562535351006	0.043398423002762115	0.00047116290299797746
44.0	0.4366631017120701	0.05577619833366984	0.0006219661625722042
45.0	0.45702033542733395	0.07327243641394426	0.000849683517198082
46.0	0.4771062559569038	0.09816373089784881	0.0012069582284958864
47.0	0.49688216180345673	0.13317562547332365	0.0017891785956295782
48.0	0.5162772339426006	0.18104162473927368	0.002784008991091309
49.0	0.5351520807956671	0.24393014861269022	0.0046216374292739225
50.0	0.5531885161382414	0.3229390417143453	0.00854202140840081
51.0	0.5694561824744323	0.4175368945525758	0.01928413086060638
52.0	0.5805005618114155	0.5238900296700689	0.055852253997765965
53.0	0.5756886089317915	0.6290997219336015	0.15614505430573192
54.0	0.5374183840978077	0.7013392262788777	0.3323956871511468
55.0	0.45277376898949234	0.6847718473967308	0.5353600974134303
56.0	0.3302516689961344	0.4983240972875614	0.641613216900998
57.0	0.21787679714264088	0.06983769200079609	0.4449934155514045
58.0	0.19336324867542418	0.006215068332522481	0.00013398264951786754
59.0	0.21629888626528393	0.007499640356679468	7.560857258742857e-05
60.0	0.2390030989923304	0.00898639418674334	9.087383971597511e-05
61.0	0.26147744522554417	0.010725824151778316	0.00010884800534198311
62.0	0.28372347542352844	0.012786687314122157	0.0001303049814643199
63.0	0.30574250464136393	0.015264009127259915	0.00015633247278819203
64.0	0.3275355206203856	0.01829255940464721	0.0001885045046422701
65.0	0.3491030396813706	0.022067931498264748	0.00022916441026007094
66.0	0.37044487340571314	0.026881476006771647	0.0002819195705288609
67.0	0.3915597390513266	0.03317578231456106	0.0003524990834775025
68.0	0.4124445916762679	0.04163417877794718	0.00045031576988955745
69.0	0.43309345638122815	0.05330812124178525	0.0005912457437621177
70.0	0.4534953644607916	0.06976645397272908	0.0008026041999248696
71.0	0.4736306849431726	0.09318305793141146	0.0011320573985608088
72.0	0.493464454159988	0.1262296219217347	0.0016652543170917707
73.0	0.5129331531958963	0.17167914531512912	0.0025675610643734535
74.0	0.5319138998524271	0.2318378252845288	0.004206020930340183
75.0	0.5501351687292743	0.30802277391345956	0.00759160698516116
76.0	0.5668414538576395	0.4000490861725408	0.016411003923359757
77.0	0.5792937126637735	0.504908176531742	0.04599192543979217
78.0	0.5784097941453189	0.6119551998118089	0.1328607002639551
79.0	0.5472256849917684	0.6932700088822178	0.2975314735053314
80.0	0.4708794091824233	0.6972370154634282	0.5024434423976257
81.0	0.3528313375191721	0.5472427171508485	0.6381049553332973
82.0	0.23308693529985577	0.1581547246045089	0.511504152425978
83.0	0.1901054343466234	0.006058640529784877	0.052699687942647094
84.0	0.2123246586135186	0.0072627815477894426	7.318473147356782e-05
85.0	0.23506904083615157	0.008711148677409962	8.804095402342831e-05
86.0	0.2575832674967849	0.01040227111805855	0.00010549522476198571
87.0	0.2798689231755899	0.012401220305787984	0.00012627826149128716
88.0	0.30192736936033215	0.01479776969264876	0.00015141430556971308
89.0	0.3237596591118581	0.01771841000117698	0.00018237524999560885
90.0	0.3453664044063723	0.021346143034520013	0.00022134278604780255
91.0	0.366747562210866	0.02595242541084542	0.00027165634542429404
92.0	0.3879020783096884	0.031947976542858594	0.000338586412798186
93.0	0.40882728004350716	0.03996647622381188	0.00043075219058138565
94.0	0.42951781832269664	0.050984582951017675	0.0005626258068824121
95.0	0.44996379826269767	0.06647105923235534	0.0007590304592953391
96.0	0.47014746426826126	0.08849542768751138	0.0010631782870669107
97.0	0.4900372200492074	0.11966317322752448	0.0015521456511183931
98.0	0.5095759803130177	0.16276833742384864	0.002372225046860608
99.0	0.5286549708470922	0.22023924762137942	0.003838679668199987
100.0	0.5470408478666343	0.2935982070527104	0.006783254133784436
