time	NFAT_Nuc	Act_C_Nuc	NFAT_Pi_Nuc	NFAT_Act_C_Nuc	NFAT_Pi_Act_C_Nuc	Inact_C_Nuc	NFAT_Cyt	Act_C_Cyt	NFAT_Pi_Cyt	NFAT_Act_C_Cyt	NFAT_Pi_Act_C_Cyt	Inact_C_Cyt	Ca_Nuc	Ca_Cyt
80.1980198019802	2.187213651164653e-14	3.5438676980308357e-16	-3.196777454877615e-16	3.9238154510614754e-15	1.0940579594494148e-16	2.140220670609174e-14	3.691085670629451e-16	-3.328136188406795e-16	-2.464066594525861e-14	7.473507242486602e-16	7.016714277824859e-16	-1.861765543608511e-14	1.13e-14	2.6900000000000004e-14
81.18811881188118	2.2073568509992052e-14	3.5590489765823655e-16	-3.2877536268967553e-16	4.920024657776395e-15	1.1089316718527598e-16	2.1413867977414223e-14	3.881236256813642e-16	-3.37192232964336e-16	-2.5875848860183403e-14	7.653967385303142e-16	7.097616738974711e-16	-1.965029142178848e-14	1.13e-14	2.6900000000000004e-14
82.17821782178218	2.2275000508337548e-14	3.5742302551338944e-16	-3.3787297989158957e-16	5.9162338644912135e-15	1.123805384256105e-16	2.14255292487367e-14	4.071386842997834e-16	-3.4157084708799254e-16	-2.711103177510819e-14	7.834427528119683e-16	7.178519200124554e-16	-2.0682927407491746e-14	1.13e-14	2.6900000000000004e-14
83.16831683168317	2.247643250668307e-14	3.5894115336854233e-16	-3.469705970935044e-16	6.912443071206133e-15	1.1386790966594501e-16	2.143719052005918e-14	4.2615374291820253e-16	-3.4594946121164867e-16	-2.8346214690032976e-14	8.014887670936208e-16	7.259421661274396e-16	-2.1715563393195013e-14	1.13e-14	2.6900000000000004e-14
84.15841584158416	2.267786450502859e-14	3.604592812236954e-16	-3.5606821429542e-16	7.908652277921053e-15	1.1535528090627962e-16	2.1448851791381658e-14	4.451688015366233e-16	-3.50328075335306e-16	-2.958139760495797e-14	8.195347813752781e-16	7.340324122424257e-16	-2.2748199378898384e-14	1.13e-14	2.6900000000000004e-14
85.14851485148515	2.2879296503374087e-14	3.619774090788483e-16	-3.6516583149733406e-16	8.904861484635972e-15	1.1684265214661414e-16	2.1460513062704136e-14	4.641838601550424e-16	-3.547066894589621e-16	-3.081658051988276e-14	8.375807956569306e-16	7.421226583574108e-16	-2.3780835364601648e-14	1.13e-14	2.6900000000000004e-14
86.13861386138613	2.308072850171961e-14	3.634955369340012e-16	-3.742634486992481e-16	9.90107069135079e-15	1.1833002338694865e-16	2.1472174334026618e-14	4.831989187734616e-16	-3.590853035826186e-16	-3.205176343480755e-14	8.556268099385847e-16	7.502129044723951e-16	-2.4813471350304915e-14	1.13e-14	2.6900000000000004e-14
87.12871287128712	2.3282160500065105e-14	3.6501366478915416e-16	-3.8336106590116293e-16	1.089727989806571e-14	1.1981739462728316e-16	2.1483835605349093e-14	5.022139773918791e-16	-3.6346391770627517e-16	-3.328694634973244e-14	8.736728242202387e-16	7.5830315058738025e-16	-2.5846107336008284e-14	1.13e-14	2.6900000000000004e-14
88.11881188118812	2.3483592498410614e-14	3.6653179264430705e-16	-3.9245868310307698e-16	1.1893489104780529e-14	1.2130476586761767e-16	2.1495496876671575e-14	5.212290360102983e-16	-3.678425318299317e-16	-3.452212926465723e-14	8.917188385018928e-16	7.663933967023646e-16	-2.687874332171155e-14	1.13e-14	2.6900000000000004e-14
89.10891089108911	2.3685024496756123e-14	3.6804992049945994e-16	-4.015563003049918e-16	1.2889698311495448e-14	1.2279213710795218e-16	2.1507158147994053e-14	5.402440946287174e-16	-3.7222114595358823e-16	-3.575731217958202e-14	9.097648527835453e-16	7.744836428173497e-16	-2.7911379307414818e-14	1.13e-14	2.6900000000000004e-14
90.0990099009901	2.388645649510162e-14	3.695680483546128e-16	-4.1065391750690585e-16	1.3885907518210267e-14	1.242795083482867e-16	2.151881941931653e-14	5.592591532471366e-16	-3.7659976007724436e-16	-3.6992495094506806e-14	9.278108670651994e-16	7.825738889323341e-16	-2.8944015293118085e-14	1.13e-14	2.6900000000000004e-14
91.08910891089108	2.4087888493447153e-14	3.710861762097659e-16	-4.1975153470882147e-16	1.4882116724925287e-14	1.257668795886214e-16	2.153048069063901e-14	5.782742118655573e-16	-3.809783742009017e-16	-3.8227678009431804e-14	9.45856881346855e-16	7.906641350473201e-16	-2.9976651278821453e-14	1.13e-14	2.6900000000000004e-14
92.07920792079207	2.4289320491792662e-14	3.726043040649188e-16	-4.288491519107355e-16	1.5878325931640106e-14	1.2725425082895582e-16	2.1542141961961488e-14	5.972892704839764e-16	-3.853569883245578e-16	-3.9462860924356594e-14	9.639028956285092e-16	7.987543811623043e-16	-3.100928726452472e-14	1.13e-14	2.6900000000000004e-14
93.06930693069307	2.449075249013817e-14	3.7412243192007168e-16	-4.3794676911265034e-16	1.6874535138355025e-14	1.2874162206929033e-16	2.155380323328397e-14	6.163043291023956e-16	-3.8973560244821434e-16	-4.0698043839281384e-14	9.819489099101632e-16	8.068446272772894e-16	-3.204192325022809e-14	1.13e-14	2.6900000000000004e-14
94.05940594059406	2.4692184488483692e-14	3.7564055977522476e-16	-4.470443863145652e-16	1.7870744345069945e-14	1.3022899330962494e-16	2.1565464504606448e-14	6.353193877208147e-16	-3.9411421657187126e-16	-4.1933226754206275e-14	9.999949241918173e-16	8.149348733922747e-16	-3.3074559235931356e-14	1.13e-14	2.6900000000000004e-14
95.04950495049505	2.489361648682919e-14	3.7715868763037764e-16	-4.561420035164792e-16	1.8866953551784763e-14	1.3171636454995945e-16	2.1577125775928927e-14	6.543344463392339e-16	-3.984928306955274e-16	-4.3168409669131065e-14	1.0180409384734714e-15	8.230251195072589e-16	-3.4107195221634623e-14	1.13e-14	2.6900000000000004e-14
96.03960396039604	2.5095048485174697e-14	3.7867681548553053e-16	-4.652396207183933e-16	1.9863162758499683e-14	1.3320373579029396e-16	2.1588787047251405e-14	6.733495049576529e-16	-4.0287144481918397e-16	-4.440359258405585e-14	1.0360869527551255e-15	8.31115365622244e-16	-3.513983120733799e-14	1.13e-14	2.6900000000000004e-14
97.02970297029702	2.5296480483520206e-14	3.801949433406834e-16	-4.743372379203081e-16	2.08593719652145e-14	1.3469110703062847e-16	2.1600448318573884e-14	6.923645635760722e-16	-4.0725005894284045e-16	-4.5638775498980645e-14	1.0541329670367796e-15	8.392056117372284e-16	-3.617246719304126e-14	1.13e-14	2.6900000000000004e-14
98.01980198019803	2.549791248186574e-14	3.817130711958365e-16	-4.834348551222237e-16	2.1855581171929522e-14	1.3617847827096318e-16	2.1612109589896365e-14	7.113796221944929e-16	-4.1162867306649737e-16	-4.6873958413905637e-14	1.0721789813184352e-15	8.472958578522143e-16	-3.720510317874463e-14	1.13e-14	2.6900000000000004e-14
99.00990099009901	2.5699344480211236e-14	3.832311990509894e-16	-4.925324723241377e-16	2.285179037864434e-14	1.376658495112977e-16	2.162377086121884e-14	7.303946808129121e-16	-4.160072871901539e-16	-4.8109141328830427e-14	1.0902249956000878e-15	8.553861039671986e-16	-3.8237739164447894e-14	1.13e-14	2.6900000000000004e-14
100.0	2.5900776478556745e-14	3.8474932690614227e-16	-5.016300895260518e-16	2.384799958535926e-14	1.391532207516321e-16	2.1635432132541322e-14	7.494097394313312e-16	-4.203859013138105e-16	-4.934432424375521e-14	1.1082710098817418e-15	8.634763500821838e-16	-3.927037515015116e-14	1.13e-13	2.69e-13
