time	M	C1	C2	A	T
26.73267326732673	1038963.9411392565	1322203.754411565	503838.6403439834	3271530.122935451	185836.87088035204
27.722772277227723	1045315.7324150152	1302408.1857751547	476626.15982146363	3243492.160349151	184419.3501750843
28.712871287128714	1052023.732414529	1287305.7218852602	453299.0915985178	3214696.548831812	182932.22316393236
29.7029702970297	1059042.203363917	1276157.5275308476	433385.2602039418	3185328.3428085744	181389.0616897221
30.693069306930692	1066330.5059616065	1268342.9168765922	416462.947631193	3155548.443609747	179801.78600397057
31.683168316831683	1073852.4903697155	1263340.0413050654	402157.1099186492	3125496.299233335	178180.82586872554
32.67326732673267	1081575.967001875	1260709.776490209	390135.4476606681	3095292.3740921994	176535.27426168378
33.663366336633665	1089472.2439626737	1260082.2745013444	380104.4870746532	3065040.3903468465	174873.03145929205
34.65346534653465	1097515.7211561669	1261145.7361034846	371805.7794211566	3034829.3483609483	173200.93831006408
35.64356435643565	1105683.5331649077	1263637.0329431058	365012.2898004915	3004735.3377154735	171524.8982280414
36.633663366336634	1113955.2344580032	1267333.8713973514	359525.01894627145	2974823.152591978	169849.98792640457
37.62376237623762	1122312.5215584852	1272048.2415561092	355169.8814853844	2945147.7265865607	168180.5572381178
38.613861386138616	1130738.9876273973	1277620.9378191265	351794.8495633681	2915755.4024542402	166520.31857998198
39.603960396039604	1139219.9055707075	1283916.973372162	349267.3604301753	2886685.05214717	164872.4267416616
40.59405940594059	1147742.0363132195	1290821.7406470657	347471.97955050354	2857969.061964015	163239.54974507124
41.584158415841586	1156293.4593052508	1298237.7942165812	346308.3059954398	2829634.1969259414	161623.9315477417
42.57425742574257	1164863.4227151969	1306082.1538688291	345689.1043183286	2801702.357419518	160027.44734777612
43.56435643564356	1173442.2110869712	1314284.0425981802	345538.64568428986	2774191.240121264	158451.65222028625
44.554455445544555	1182021.028441861	1322782.9873435593	345791.2398428256	2747114.914452105	156897.82379564526
45.54455445544554	1190591.8951061687	1331527.2238242598	346389.94050041895	2720484.32440224	155366.99961671463
46.53465346534654	1199147.556710508	1340472.3557400564	347285.40682433854	2694307.724771361	153860.009775233
47.524752475247524	1207681.403980244	1349580.2268855353	348434.90472790523	2668591.0599166	152377.5053749316
48.51485148514851	1216187.40210049	1358817.9718072012	349801.4328307851	2643338.2921575983	150919.98331291985
49.504950495049506	1224660.0285620347	1368157.216086118	351352.9590207006	2618551.6862409557	149487.80782596752
50.495049504950494	1233094.2185205433	1377573.402206364	353061.7548504817	2594232.0554896207	148081.22919885992
51.48514851485149	1241485.316805717	1387045.2208868042	354903.81619002076	2570378.9746008064	146700.39998903393
52.475247524752476	1249829.0358078454	1396554.1309897879	356858.3596623148	2546990.9634724935	145345.3890830724
53.46534653465346	1258121.4185568034	1406083.9539612192	358907.3855700222	2524065.6458685263	144016.19386179413
54.45544554455446	1266358.8063843367	1415620.5309526988	361035.2989595548	2501599.8862831714	142712.7507199253
55.445544554455445	1274537.8106212858	1425151.4327425903	363228.5814557255	2479589.9079229413	141434.94415531727
56.43564356435643	1282655.2878487697	1434665.7141606514	365475.5073533266	2458031.3943493213	140182.6146162249
57.42574257425743	1290708.3182705594	1444153.706025573	367765.89819753024	2436919.5770061216	138955.56527236121
58.415841584158414	1298694.1868260414	1453606.8387639564	370090.91082804574	2416249.310547744	137753.56785321012
59.4059405940594	1306610.3667058067	1463017.4928009624	372442.8544783494	2396015.1376329395	136576.36767877633
60.396039603960396	1314454.5049575462	1472378.871463559	374815.0329268573	2376211.3446795605	135423.687995778
61.386138613861384	1322224.4099257584	1481684.8930514026	377201.60847976257	2356832.0097766705	134295.23370990428
62.37623762376238	1329918.0403062282	1490930.0992479653	379597.4849793508	2337871.0437894925	133190.69459280695
63.366336633663366	1337533.4955607792	1500109.576950081	381998.2067713362	2319322.225775648	132109.7480492844
64.35643564356435	1345069.0075527877	1509218.8919010214	384399.87194735184	2301179.233327237	131052.06149157841
65.34653465346534	1352522.9332148694	1518254.0320828776	386799.05762709025	2283435.6686470727	130017.2943827924
66.33663366336634	1359893.7481164918	1527211.359469883	389192.75571321003	2266085.0809227363	129005.09999276901
67.32673267326733	1367180.0408024036	1536087.5688635693	391578.31766263867	2249120.9855206087	128015.12690664128
68.31683168316832	1374380.5077919578	1544879.6527277664	393953.4070082801	2232536.880451374	127047.0203209176
69.3069306930693	1381493.9491418125	1553584.8711231472	396315.9585614891	2216326.2604872086	126100.42315650424
70.29702970297029	1388519.2644868793	1562200.72595971	398664.1433477926	2200482.6292661442	125174.97701465961
71.2871287128713	1395455.4494865907	1570724.9389290698	400996.338492026	2184999.50966026	124270.32299734719
72.27722772277228	1402301.592610662	1579155.4325472047	403311.1013410178	2169870.4526581285	123386.1024114515
73.26732673267327	1409056.8722086796	1587490.3138415718	405607.1472339238	2155089.044968402	122521.95737295938
74.25742574257426	1415720.5538142454	1595727.8602750108	407883.33039699425	2140648.915527492	121677.53132536825
75.24752475247524	1422291.9876427387	1603866.5075759639	410138.62753525557	2126543.7410603943	120852.46948395194
76.23762376237623	1428770.6062468502	1611904.839180502	412372.1237348497	2112767.2508289344	120046.41921637804
77.22772277227723	1435155.9222904386	1619841.576984795	414583.00026941	2099313.2307088934	119259.03037074956
78.21782178217822	1441447.5264248627	1627675.5732883066	416770.5241596588	2086175.526647448	118489.9555550962
79.20792079207921	1447645.0852524994	1635405.8037780724	418934.0392908826	2073348.047567572	117738.85037354876
80.1980198019802	1453748.3393340616	1643031.3611911354	421072.9585702637	2060824.7679004183	117005.3736333925
81.18811881188118	1459757.101239191	1650551.4497267895	423186.7572399392	2048599.729703011	116289.1875196729
82.17821782178218	1465671.253628586	1657965.3800467134	425274.96711707744	2036667.0444404196	115589.95774357622
83.16831683168317	1471490.7473534252	1665272.564740284	427337.17158920824	2025020.8944910662	114907.35366920568
84.15841584158416	1477215.599562262	1672472.5141857518	429373.00126398646	2013655.5344095265	114241.0484214652
85.14851485148515	1482845.891810851	1679564.8327543489	431382.13019909785	2002565.2919715533	113590.7189770133
86.13861386138613	1488381.7681694857	1686549.2152889667	433364.27261328296	1991744.569034915	112956.04624094239
87.12871287128712	1493823.433323336	1693425.4438049714	435319.1799993122	1981187.8422430085	112336.71511131657
88.11881188118812	1499171.1506635798	1700193.3843843122	437246.63859707356	1970889.663584586	111732.41453263843
89.10891089108911	1504425.2403682421	1706852.984218218	439146.467156245	1960844.6608340659	111142.83754017681
90.0990099009901	1509586.0774715822	1713404.268778028	441018.51495872723	1951047.537881336	110567.68129588151
91.08910891089108	1514654.0899227376	1719847.3390836583	442862.6600487374	1941493.0749695022	110006.64711733926
92.07920792079207	1519629.7566339285	1726182.3690607897	444678.80766027904	1932176.1288414365	109459.44049988403
93.06930693069307	1524513.6055224736	1732409.6029499196	446466.888766907	1923091.6328263525	108925.77113424716
94.05940594059406	1529306.211538727	1738529.3527721378	448226.85876969603	1914234.5968565599	108405.35291903949
95.04950495049505	1534008.1946967284	1744541.9958503207	449958.69632511854	1905600.1074099024	107897.90396777431
96.03960396039604	1538620.2180997236	1750447.9723633395	451662.4022628616	1897183.327398563	107403.14661202786
97.02970297029702	1543142.985966177	1756247.782918896	453337.9985592355	1888979.4960188728	106920.80740185005
98.01980198019803	1547577.241659519	1761941.9861475567	454985.52736931754	1880983.9285598118	106450.61710325698
99.00990099009901	1551923.7657244175	1767531.196322438	456605.0501253128	1873192.0161654097	105992.31069246336
100.0	1556183.3739318212	1773016.0810023458	458196.646692711	1865599.2255534984	105545.62734706509
