time	Sulphate__PAPS	GSH	NAPQI	Paracetamol_APAP	Protein_adducts
14.85148514851485	-1.391724198751573e-13	8.889957560480037e-13	1.5995365450408132e-14	-8.539858054471671e-14	2.6219264614841465e-11
15.841584158415841	-8.71188326103096e-15	8.740360433074611e-13	1.576592713762624e-14	-2.0178361502469896e-15	2.7917950175285176e-11
16.831683168316832	1.474772789876545e-13	8.573033457327631e-13	1.5597057627031355e-14	9.585941720043729e-14	2.9616773665609674e-11
17.821782178217823	3.7545683450488835e-13	8.356235017262622e-13	1.5597192795915703e-14	2.341861719652117e-13	3.1315982020657507e-11
18.81188118811881	6.034363900221206e-13	8.139436577197612e-13	1.5597327964800054e-14	3.725129267299853e-13	3.301519037570533e-11
19.801980198019802	8.314159455393512e-13	7.922638137132604e-13	1.5597463133684405e-14	5.108396814947581e-13	3.4714398730753145e-11
20.792079207920793	1.0593955010565842e-12	7.705839697067594e-13	1.5597598302568753e-14	6.491664362595325e-13	3.641360708580097e-11
21.78217821782178	1.2873750565738165e-12	7.489041257002584e-13	1.5597733471453104e-14	7.874931910243061e-13	3.811281544084879e-11
22.77227722772277	1.5153546120910479e-12	7.272242816937576e-13	1.5597868640337456e-14	9.25819945789079e-13	3.981202379589661e-11
23.762376237623762	1.7433341676082801e-12	7.055444376872568e-13	1.5598003809221804e-14	1.0641467005538525e-12	4.151123215094443e-11
24.752475247524753	1.9713137231255123e-12	6.838645936807558e-13	1.5598138978106155e-14	1.2024734553186261e-12	4.3210440505992256e-11
25.742574257425744	2.1992932786427454e-12	6.621847496742548e-13	1.5598274146990506e-14	1.3408002100834001e-12	4.490964886104008e-11
26.73267326732673	2.4272728341599784e-12	6.405049056677539e-13	1.5598409315874854e-14	1.4791269648481737e-12	4.660885721608791e-11
27.722772277227723	2.655252389677209e-12	6.188250616612531e-13	1.5598544484759205e-14	1.617453719612947e-12	4.830806557113572e-11
28.712871287128714	2.883231945194442e-12	5.971452176547523e-13	1.5598679653643557e-14	1.7557804743777206e-12	5.000727392618354e-11
29.7029702970297	3.111211500711675e-12	5.754653736482511e-13	1.5598814822527905e-14	1.8941072291424946e-12	5.170648228123137e-11
30.693069306930692	3.3391910562289065e-12	5.537855296417503e-13	1.5598949991412256e-14	2.0324339839072678e-12	5.3405690636279185e-11
31.683168316831683	3.5671706117461388e-12	5.321056856352495e-13	1.5599085160296607e-14	2.1707607386720414e-12	5.510489899132701e-11
32.67326732673267	3.79515016726337e-12	5.104258416287486e-13	1.5599220329180955e-14	2.3090874934368146e-12	5.6804107346374824e-11
33.663366336633665	4.0231297227806024e-12	4.887459976222477e-13	1.5599355498065306e-14	2.447414248201588e-12	5.850331570142265e-11
34.65346534653465	4.2511092782978354e-12	4.670661536157468e-13	1.5599490666949658e-14	2.585741002966362e-12	6.020252405647048e-11
35.64356435643565	4.479088833815067e-12	4.4538630960924587e-13	1.5599625835834006e-14	2.7240677577311354e-12	6.190173241151829e-11
36.633663366336634	4.7070683893323e-12	4.237064656027449e-13	1.5599761004718357e-14	2.8623945124959094e-12	6.360094076656613e-11
37.62376237623762	4.935047944849531e-12	4.02026621596244e-13	1.5599896173602708e-14	3.0007212672606826e-12	6.530014912161394e-11
38.613861386138616	5.1630275003667636e-12	3.8034677758974316e-13	1.5600031342487056e-14	3.139048022025456e-12	6.699935747666175e-11
39.603960396039604	5.3910070558839966e-12	3.5866693358324217e-13	1.5600166511371407e-14	3.2773747767902302e-12	6.869856583170959e-11
40.59405940594059	5.618986611401228e-12	3.3698708957674133e-13	1.560030168025576e-14	3.415701531555003e-12	7.03977741867574e-11
41.584158415841586	5.84696616691846e-12	3.1530724557024044e-13	1.5600436849140107e-14	3.5540282863197766e-12	7.209698254180522e-11
42.57425742574257	6.0749457224356925e-12	2.9362740156373945e-13	1.5600572018024458e-14	3.69235504108455e-12	7.379619089685306e-11
43.56435643564356	6.302925277952925e-12	2.719475575572386e-13	1.560070718690881e-14	3.830681795849324e-12	7.549539925190087e-11
44.554455445544555	6.530904833470157e-12	2.5026771355073773e-13	1.5600842355793157e-14	3.9690085506140974e-12	7.719460760694868e-11
45.54455445544554	6.758884388987389e-12	2.2858786954423674e-13	1.5600977524677508e-14	4.107335305378871e-12	7.889381596199651e-11
46.53465346534654	6.986863944504621e-12	2.0690802553773588e-13	1.560111269356186e-14	4.245662060143645e-12	8.059302431704434e-11
47.524752475247524	7.2148435000218544e-12	1.8522818153123486e-13	1.5601247862446208e-14	4.383988814908419e-12	8.229223267209216e-11
48.51485148514851	7.442823055539086e-12	1.6354833752473403e-13	1.560138303133056e-14	4.522315569673192e-12	8.399144102713999e-11
49.504950495049506	7.670802611056318e-12	1.4186849351823317e-13	1.560151820021491e-14	4.6606423244379655e-12	8.56906493821878e-11
50.495049504950494	7.898782166573552e-12	1.2018864951173215e-13	1.5601653369099258e-14	4.798969079202739e-12	8.738985773723563e-11
51.48514851485149	8.126761722090783e-12	9.850880550523131e-14	1.560178853798361e-14	4.937295833967513e-12	8.908906609228345e-11
52.475247524752476	8.222797113486982e-12	8.673295902052036e-14	1.5554227462985012e-14	4.99539887339439e-12	8.999187919390155e-11
53.46534653465346	8.275130589703469e-12	7.82374672413066e-14	1.549086866613604e-14	5.02693059739816e-12	9.063091406745809e-11
54.45544554455446	8.327464065919955e-12	6.974197546209285e-14	1.5427509869287067e-14	5.05846232140193e-12	9.126994894101463e-11
55.445544554455445	8.37979754213644e-12	6.12464836828793e-14	1.5364151072438097e-14	5.089994045405699e-12	9.190898381457116e-11
56.43564356435643	8.432131018352927e-12	5.2750991903665544e-14	1.5300792275589126e-14	5.121525769409469e-12	9.254801868812771e-11
57.42574257425743	8.484464494569412e-12	4.425550012445199e-14	1.523743347874016e-14	5.153057493413237e-12	9.318705356168423e-11
58.415841584158414	8.5367979707859e-12	3.5760008345238035e-14	1.5174074681891185e-14	5.184589217417008e-12	9.382608843524078e-11
59.4059405940594	8.589131447002384e-12	2.7264516566024483e-14	1.5110715885042218e-14	5.216120941420777e-12	9.44651233087973e-11
60.396039603960396	8.64146492321887e-12	1.876902478681073e-14	1.5047357088193244e-14	5.247652665424546e-12	9.510415818235384e-11
61.386138613861384	8.693798399435357e-12	1.0273533007596975e-14	1.4983998291344273e-14	5.279184389428316e-12	9.574319305591038e-11
62.37623762376238	8.746131875651844e-12	1.7780412283834226e-15	1.4920639494495303e-14	5.3107161134320855e-12	9.638222792946692e-11
63.366336633663366	8.79846535186833e-12	-6.7174505508303315e-15	1.485728069764633e-14	5.342247837435855e-12	9.702126280302346e-11
64.35643564356435	8.850798828084817e-12	-1.5212942330044288e-14	1.479392190079736e-14	5.373779561439625e-12	9.766029767658e-11
65.34653465346534	8.903132304301302e-12	-2.370843410925784e-14	1.4730563103948388e-14	5.405311285443394e-12	9.829933255013653e-11
66.33663366336634	8.955465780517787e-12	-3.220392588847139e-14	1.466720430709942e-14	5.436843009447163e-12	9.893836742369304e-11
67.32673267326733	9.007799256734275e-12	-4.069941766768535e-14	1.4603845510250447e-14	5.468374733450934e-12	9.957740229724961e-11
68.31683168316832	9.06013273295076e-12	-4.91949094468991e-14	1.4540486713401476e-14	5.499906457454703e-12	1.0021643717080614e-10
69.3069306930693	9.112466209167245e-12	-5.769040122611245e-14	1.4477127916552506e-14	5.531438181458472e-12	1.0085547204436266e-10
70.29702970297029	9.164799685383734e-12	-6.618589300532641e-14	1.4413769119703535e-14	5.562969905462242e-12	1.014945069179192e-10
71.2871287128713	9.217133161600219e-12	-7.468138478454016e-14	1.4350410322854565e-14	5.594501629466011e-12	1.0213354179147575e-10
72.27722772277228	9.269466637816704e-12	-8.317687656375372e-14	1.4287051526005594e-14	5.626033353469781e-12	1.0277257666503227e-10
73.26732673267327	9.321800114033192e-12	-9.167236834296747e-14	1.4223692729156623e-14	5.657565077473551e-12	1.0341161153858881e-10
74.25742574257426	9.374133590249677e-12	-1.0016786012218122e-13	1.4160333932307651e-14	5.68909680147732e-12	1.0405064641214535e-10
75.24752475247524	9.426467066466164e-12	-1.0866335190139498e-13	1.4096975135458682e-14	5.7206285254810895e-12	1.046896812857019e-10
76.23762376237623	9.47880054268265e-12	-1.1715884368060853e-13	1.4033616338609712e-14	5.752160249484859e-12	1.0532871615925842e-10
77.22772277227723	9.531134018899135e-12	-1.2565433545982228e-13	1.3970257541760741e-14	5.783691973488628e-12	1.0596775103281495e-10
78.21782178217822	9.583467495115624e-12	-1.3414982723903624e-13	1.3906898744911769e-14	5.815223697492398e-12	1.066067859063715e-10
79.20792079207921	9.635800971332109e-12	-1.426453190182498e-13	1.3843539948062798e-14	5.846755421496168e-12	1.0724582077992803e-10
80.1980198019802	9.688134447548594e-12	-1.5114081079746334e-13	1.3780181151213828e-14	5.878287145499937e-12	1.0788485565348457e-10
81.18811881188118	9.74046792376508e-12	-1.596363025766771e-13	1.3716822354364857e-14	5.909818869503707e-12	1.0852389052704111e-10
82.17821782178218	9.792801399981567e-12	-1.6813179435589085e-13	1.3653463557515887e-14	5.941350593507477e-12	1.0916292540059764e-10
83.16831683168317	9.845134876198052e-12	-1.766272861351046e-13	1.3590104760666914e-14	5.972882317511246e-12	1.0980196027415418e-10
84.15841584158416	9.897468352414539e-12	-1.8512277791431816e-13	1.3526745963817945e-14	6.004414041515015e-12	1.1044099514771071e-10
85.14851485148515	9.949801828631025e-12	-1.9361826969353212e-13	1.3463387166968973e-14	6.0359457655187855e-12	1.1108003002126725e-10
86.13861386138613	1.000213530484751e-11	-2.0211376147274567e-13	1.3400028370120003e-14	6.067477489522555e-12	1.1171906489482379e-10
87.12871287128712	1.0054468781063997e-11	-2.1060925325195922e-13	1.3336669573271034e-14	6.099009213526323e-12	1.1235809976838032e-10
88.11881188118812	1.0106802257280484e-11	-2.1910474503117318e-13	1.3273310776422062e-14	6.1305409375300935e-12	1.1299713464193686e-10
89.10891089108911	1.0159135733496969e-11	-2.2760023681038693e-13	1.3209951979573091e-14	6.162072661533864e-12	1.136361695154934e-10
90.0990099009901	1.0211469209713455e-11	-2.360957285896005e-13	1.314659318272412e-14	6.193604385537632e-12	1.1427520438904993e-10
91.08910891089108	1.0263802685929942e-11	-2.4459122036881424e-13	1.3083234385875148e-14	6.225136109541402e-12	1.1491423926260647e-10
92.07920792079207	1.0316136162146427e-11	-2.53086712148028e-13	1.301987558902618e-14	6.256667833545172e-12	1.15553274136163e-10
93.06930693069307	1.0368469638362914e-11	-2.6158220392724154e-13	1.2956516792177209e-14	6.288199557548941e-12	1.1619230900971954e-10
94.05940594059406	1.04208031145794e-11	-2.700776957064553e-13	1.2893157995328238e-14	6.319731281552711e-12	1.1683134388327608e-10
95.04950495049505	1.0473136590795887e-11	-2.7857318748566905e-13	1.2829799198479266e-14	6.351263005556481e-12	1.1747037875683263e-10
96.03960396039604	1.0525470067012374e-11	-2.870686792648828e-13	1.2766440401630295e-14	6.38279472956025e-12	1.1810941363038913e-10
97.02970297029702	1.0577803543228859e-11	-2.9556417104409636e-13	1.2703081604781325e-14	6.414326453564019e-12	1.1874844850394569e-10
98.01980198019803	1.0630137019445344e-11	-3.040596628233102e-13	1.2639722807932354e-14	6.445858177567789e-12	1.1938748337750221e-10
99.00990099009901	1.0682470495661832e-11	-3.1255515460252397e-13	1.2576364011083382e-14	6.477389901571559e-12	1.2002651825105877e-10
100.0	1.0734803971878317e-11	-3.210506463817376e-13	1.2513005214234412e-14	6.508921625575328e-12	1.206655531246153e-10
