time	Ctelo	Utelo	Cdc13	Rad17Utelo	Rad17	Rad24	RPA	Mec1	ssDNA	RPAssDNA	RPAssDNA1	RPAssDNA2	Mec1RPAssDNA	ExoXI	ExoXA	Exo1I	Exo1A	Rad9I	Rad9A	Rad53I	Rad53A	Chk1I	Chk1A	Dun1I	Dun1A	ATP	ADP	Rad9Kin	recovery	G1	S	G2	M	G1cyclin	Scyclin	G2cyclin	Mcyclin	G1CdkI	G1CdkA	SCdkI	SCdkA	G2CdkI	G2CdkA	MCdkI	MCdkA	G1Soff	G1Son	SG2off	SG2on	G2Moff	G2Mon	MG1off	MG1on	budscar	sink
10.0	63.87260505884543	0.1273787766561244	300.1273949411547	1.6164592090995505e-05	69.99998383540796	70.0	3999.9971722412533	3999.9999978250044	0.0001721391813080701	9.891264474355558e-08	0.002730120488504732	9.536435140047816e-05	2.1749960535605007e-06	69.99998975974113	1.0240258894032665e-05	471.90500795972133	198.0949920402786	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.999961244223	1000.000038755776	0.0	1.0	1.0	0.0	0.0	0.0	1.5904382850760317	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
11.0	63.86752584850064	0.13245667055000904	300.1324741514995	1.7481054420487282e-05	69.99998251894563	70.0	3999.9964447956468	3999.999995694536	0.00019135445520938508	1.7252768233581514e-07	0.0034017891341902597	0.00014893722898716633	4.305464189021958e-06	69.99998873589483	1.1264105173983476e-05	455.65124858128826	214.34875141871163	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.999954875128	1000.000045124873	0.0	1.0	1.0	0.0	0.0	0.0	1.7484349421800793	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
12.0	63.86315655756583	0.13682478765799014	300.13684344243427	1.865488512705748e-05	69.99998134511492	70.0	3999.995643356327	3999.999992121552	0.00020911550043139774	2.8048770327265543e-07	0.00412777200787882	0.00022071273088008095	7.87844820985494e-06	69.99998781375992	1.2186240101783748e-05	439.95731517590224	230.04268482409776	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.999948275043	1000.0000517249573	0.0	1.0	1.0	0.0	0.0	0.0	1.9062421170077062	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
13.0	63.859397982094244	0.1405823227292825	300.1406020179059	1.969528475972471e-05	69.9999803047153	70.0	3999.99477393052	3999.999986497104	0.00022533953897892355	4.301244063257544e-07	0.0048990638440059246	0.0003130726173175913	1.3502895959939477e-05	69.99998698986546	1.3010134551673467e-05	424.80392574835344	245.19607425164648	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.999941476257	1000.0000585237419	0.0	1.0	1.0	0.0	0.0	0.0	2.063860036801271	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
14.0	63.85616478204434	0.1438146050917152	300.14383521795577	2.061297218311134e-05	69.99997938702788	70.0	3999.9938427218713	3999.9999781006586	0.00024000858925626831	6.27982997690478e-07	0.0057067812379444196	0.00042796956816959893	2.1899341591456637e-05	69.99998625841702	1.3741583001436423e-05	410.1724624389199	259.82753756108	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.999934506544	1000.0000654934544	0.0	1.0	1.0	0.0	0.0	0.0	2.2212889285306057	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
15.0	63.85338353148252	0.14659504942359994	300.14661646851766	2.141920260252732e-05	69.99997858079747	70.0	3999.9928559023488	3999.999966115951	0.00025315349231591367	8.794311530865567e-07	0.006542459506538394	0.0005668746658633137	3.388404906591756e-05	69.99998561238206	1.4387617959703216e-05	396.04494861303573	273.9550513869642	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.999927389797	1000.0000726102006	0.0	1.0	1.0	0.0	0.0	0.0	2.378529018893341	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
16.0	63.850991062599476	0.14898681232415786	300.1490089374007	2.2125184987944934e-05	69.99997787481509	70.0	3999.991819446738	3999.9999496519326	0.00026483988058503057	1.1884223105883982e-06	0.007398254066364496	0.0007307627073202275	5.034806743369955e-05	69.99998504419368	1.4955806339886596e-05	382.4040268057686	287.59597319423136	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.99992014657	1000.0000798534264	0.0	1.0	1.0	0.0	0.0	0.0	2.5355805343152347	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
17.0	63.84893303461332	0.15104422379208834	300.15106696538686	2.2741703051534936e-05	69.99997725829704	70.0	3999.9907390175104	3999.999927766327	0.00027515637837742226	1.5574023919658062e-06	0.008267063422897136	0.000920127992994243	7.22336729050056e-05	69.9999845462039	1.5453796114487636e-05	369.23293739253137	300.7670626074686	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.999912794548	1000.0000872054507	0.0	1.0	1.0	0.0	0.0	0.0	2.692443700950496	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
18.0	63.847162703541166	0.15281401769550157	300.15283729645904	2.3278871864627518e-05	69.9999767211282	70.0	3999.9896198934434	3999.9998994896414	0.0002842052413764023	1.9873457859862106e-06	0.009142584712435354	0.0011350241418515037	0.0001005103582705279	69.99998411098971	1.5889010302585208e-05	356.5154980093051	313.48450199069487	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.999905348934	1000.0000946510647	0.0	1.0	1.0	0.0	0.0	0.0	2.849118744682111	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
19.0	63.845639853395554	0.15433640070588064	300.15436014660463	2.374600714157753e-05	69.99997625399293	70.0	3999.9884669288667	3999.9998638478096	0.0002920949871034899	2.4778759615174266e-06	0.010019324949869856	0.001375116118665144	0.00013615218995117424	69.99998373155236	1.6268447659476515e-05	344.2360836433998	325.76391635660013	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.999897822814	1000.0001021771848	0.0	1.0	1.0	0.0	0.0	0.0	3.0056058911221712	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
20.0	63.844329890538496	0.15564595798403655	300.15567010946177	2.4151585993363344e-05	69.99997584841408	70.0	3999.9872845410064	3999.999819882368	0.0002989350622879758	3.0274513608461207e-06	0.010892573473503668	0.001639740438056774	0.0001801176318808844	69.99998340140964	1.6598590378429635e-05	332.3796074600077	337.6203925399922	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.999890227444	1000.0001097725559	0.0	1.0	1.0	0.0	0.0	0.0	3.161905365612194	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
21.0	63.843203056941995	0.15677243992428927	300.1567969430582	2.4503242237441615e-05	69.99997549675784	70.0	3999.9860767141026	3999.9997666674444	0.000304832036708052	3.633574886548069e-06	0.011758353465122967	0.0019279663029118496	0.00023333255531408914	69.99998311464209	1.6885357924401514e-05	320.93150226046737	349.0684977395326	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.999882572502	1000.0001174274976	0.0	1.0	1.0	0.0	0.0	0.0	3.3180173932234496	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
22.0	63.84223375256263	0.15774143975271868	300.1577662474376	2.4807793192646572e-05	69.99997519220688	70.0	3999.984847016081	3999.9997033233567	0.0003098870835091181	4.2930086201576715e-06	0.01261335979270622	0.0022386544760066834	0.000296676642649884	69.99998286590682	1.713409317617671e-05	309.8777025757636	360.12229742423636	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.999874866318	1000.0001251336814	0.0	1.0	1.0	0.0	0.0	0.0	3.4739421987572854	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
23.0	63.8413999632881	0.15857496552932113	300.15860003671213	2.5071291130739248e-05	69.99997492870894	70.0	3999.9835986239364	3999.999629026505	0.00031419460534758397	5.001972330556023e-06	0.013454890103652264	0.002570510494191958	0.0003709734945469562	69.99998265041995	1.7349580042238585e-05	299.2046274485723	370.79537255142765	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.999867116054	1000.0001328839462	0.0	1.0	1.0	0.0	0.0	0.0	3.6296800067454473	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
24.0	63.8406827517279	0.15929194930040813	300.1593172482723	2.5299080247237836e-05	69.99997470091981	70.0	3999.9823343529356	3999.9995430166796	0.0003178408689728613	5.756352313070973e-06	0.014280774031431308	0.002922133361461222	0.0004569833199670937	69.99998246392842	1.7536071580630494e-05	288.8991636905652	381.1008363094347	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.99985932787	1000.0001406721315	0.0	1.0	1.0	0.0	0.0	0.0	3.785231041450406	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
25.0	63.8400658118129	0.1599086924374731	300.1599341881873	2.5495858181210132e-05	69.99997450414189	70.0	3999.9810566860638	3999.99944460236	0.0003209050891957534	6.551784968725506e-06	0.015089308221177431	0.0032920562911209895	0.0005553976393911956	69.99998230267406	1.7697325939201952e-05	278.9486496531038	391.05135034689613	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.999851507067	1000.0001484929329	0.0	1.0	1.0	0.0	0.0	0.0	3.9405955268656787	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
26.0	63.839535114397094	0.16043921996911759	300.1604648856031	2.5665742339897275e-05	69.99997433425773	70.0	3999.979767809703	3999.999333161263	0.0003234568019591568	7.383993375953606e-06	0.015879184345503842	0.0036787832222019068	0.0006668387367977673	69.99998216334734	1.7836652644894582e-05	269.3408597687353	400.65914023126464	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.999843658212	1000.0001563417868	0.0	1.0	1.0	0.0	0.0	0.0	4.095773686716151	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
27.0	63.8390786010581	0.16089558671763865	300.16092139894215	2.5812332824615632e-05	69.99997418766725	70.0	3999.9784696487427	3999.9992081395494	0.00032555636551926575	8.24875482175537e-06	0.016649424663344153	0.0040808173893081435	0.0007918604502214428	69.99998204304242	1.79569575713789e-05	260.0639896181513	409.93601038184863	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.999835785227	1000.0001642147711	0.0	1.0	1.0	0.0	0.0	0.0	4.250765744458399	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
28.0	63.838685905975936	0.16128815536379776	300.1613140940243	2.593876882154979e-05	69.99997406123124	70.0	3999.977163881447	3999.9990690553127	0.0003272691421359107	9.141084071704636e-06	0.017399365193130574	0.00449666758905413	0.0009309446871309257	69.99998193921702	1.8060782964399153e-05	251.10664140989607	418.8933585901039	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.999827891485	1000.0001721085138	0.0	1.0	1.0	0.0	0.0	0.0	4.405571923281015	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
29.0	63.838348111535026	0.16162584079291942	300.16165188846526	2.604778061581488e-05	69.99997395221945	70.0	3999.9758519606703	3999.9989154951686	0.0003286435966965004	1.0057437728351726e-05	0.018128600264622596	0.004924876796259503	0.0010845048308320293	69.99998184965456	1.8150345427412504e-05	242.45780992240302	427.54219007759696	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.999819979885	1000.0001800201139	0.0	1.0	1.0	0.0	0.0	0.0	4.560192446104921	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
30.0	63.83805754284923	0.1619163155206644	300.16194245715104	2.6141738661505364e-05	69.9999738582614	70.0	3999.9745351666397	3999.998747104183	0.0003297115470724036	1.099449817854543e-05	0.01883689198417645	0.005364051061706654	0.0012528958161149846	69.99998177242662	1.822757336280885e-05	234.10686896010745	435.8931310398925	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.999812052922	1000.0001879470752	0.0	1.0	1.0	0.0	0.0	0.0	4.7146275355836975	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
31.0	63.83780759597089	0.16216618143887915	300.1621924040294	2.622269878888313e-05	69.99997377730126	70.0	3999.973214627317	3999.9985635874627	0.00033051922374095	1.1947702793842307e-05	0.019524162980186655	0.005812849464421708	0.001436412536012417	69.99998170585765	1.8294142338923313e-05	226.04355830935887	443.95644169064116	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.999804112747	1000.0001958872496	0.0	1.0	1.0	0.0	0.0	0.0	4.868877414103899	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
32.0	63.83759259088809	0.16238111677811573	300.1624074091122	2.6292442351985535e-05	69.9999737075577	70.0	3999.971891324597	3999.998364705881	0.0003311000023298364	1.2914408084826004e-05	0.02019046958508547	0.006269997292131932	0.0016352941175100436	69.99998164849332	1.8351506683139155e-05	218.25797115074994	451.74202884925006	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.99979616121	1000.0002038387894	0.0	1.0	1.0	0.0	0.0	0.0	5.022942303785379	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
33.0	63.83740764313265	0.16256600446466815	300.16259235686766	2.6352511242963726e-05	69.99997364748882	70.0	3999.9705660965597	3999.9981502761534	0.0003314891758839507	1.3890697357533889e-05	0.02083601385806145	0.0067342750396786515	0.0018497238451445426	69.99998159907297	1.840092703024687e-05	210.74054189367183	459.2594581063281	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.999788199892	1000.0002118001058	0.0	1.0	1.0	0.0	0.0	0.0	5.176822426481603	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
34.0	63.83724855158463	0.16272504428534604	300.16275144841563	2.640423858476466e-05	69.99997359576146	70.0	3999.9692396645332	3999.9979201636415	0.0003317075181883649	1.4874224537840854e-05	0.021461088436127086	0.007204536448243304	0.002079836357576664	69.99998155650545	1.844349456457144e-05	203.4820344181282	466.51796558187175	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.999780230168	1000.0002197698325	0.0	1.0	1.0	0.0	0.0	0.0	5.330518003779978	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
35.0	63.83711170186521	0.16286184946738372	300.162888298135	2.644877596577433e-05	69.99997355122409	70.0	3999.967912665412	3999.9976742744707	0.00033177397883765025	1.5862518143545707e-05	0.022066035214742583	0.0076797113271400395	0.002325725528520694	69.99998151984727	1.8480152738590062e-05	196.47353071967862	473.5264692803213	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.999772253208	1000.0002277467935	0.0	1.0	1.0	0.0	0.0	0.0	5.484029257002158	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
36.0	63.83699398433117	0.1629795286597799	300.16300601566905	2.6487117612569476e-05	69.99997351288245	70.0	3999.9665856553165	3999.997412555601	0.00033171410624717175	1.6852656426773625e-05	0.022651250715915592	0.008158796913251139	0.002587444398093	69.99998148828327	1.8511716738148917e-05	189.70641995460446	480.29358004539546	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.999764270024	1000.0002357299777	0.0	1.0	1.0	0.0	0.0	0.0	5.6373564072043765	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
37.0	63.83689272383333	0.1630807561535666	300.16310727616695	2.652012166352776e-05	69.99997347987839	70.0	3999.965259117919	3999.997134988613	0.0003315429020194646	1.784300490770516e-05	0.02321716496625122	0.00864086272400022	0.002865011385793264	69.99998146110931	1.853889068860605e-05	183.17238785664182	486.82761214335807	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.999756281484	1000.0002437185148	0.0	1.0	1.0	0.0	0.0	0.0	5.790499675177755	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
38.0	63.83680561948066	0.1631678320993566	300.1631943805196	2.6548528538536536e-05	69.99997345147153	70.0	3999.9639334677227	3999.996841588567	0.00033127369678924575	1.8831603172208963e-05	0.02376424745805103	0.009125041783727932	0.003158411432060428	69.99998143771747	1.8562282529233342e-05	176.86340652304045	493.1365934769595	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.999748288343	1000.0002517116565	0.0	1.0	1.0	0.0	0.0	0.0	5.943459281448627	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
39.0	63.83673069248604	0.16324273464588698	300.1632693075142	2.657297662824988e-05	69.99997342702343	70.0	3999.96260905715	3999.9965324026084	0.0003309250996310042	1.9815905849980088e-05	0.024293004719158826	0.009610524833895311	0.003467597390829793	69.9999814175833	1.8582416702653045e-05	170.7717245631153	499.22827543688464	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.999740291241	1000.000259708759	0.0	1.0	1.0	0.0	0.0	0.0	6.09623544627885	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
40.0	63.83666624055358	0.16330716553884334	300.1633337594467	2.6594016123744683e-05	69.99997340598394	70.0	3999.961286186206	3999.9962075051353	0.0003305063624051744	2.0795201894116886e-05	0.024803957237140822	0.010096566490620313	0.0037924948641167005	69.99998140025461	1.8599745382755707e-05	164.8898575656492	505.1101424343508	20.0	0.0	6900.0	0.0	60.0	0.0	3000.0	0.0	9999.999732290731	1000.0002677092687	0.0	1.0	1.0	0.0	0.0	0.0	6.24882838966613	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
