time	normalized_normal_cell_n	normalized_pre_cancer_cell_g	normalized_cancer_cell_a
62.37623762376238	0.999999994762048	7.3032662591941545e-09	4.632096238676723e-15
63.366336633663366	0.9999999948186912	7.266447068615192e-09	4.685467525892635e-15
64.35643564356435	0.9999999948747127	7.229818782811064e-09	4.738173875572365e-15
65.34653465346534	0.9999999949301127	7.19338140178177e-09	4.790215287715914e-15
66.33663366336634	0.9999999949848912	7.157134925527307e-09	4.841591762323281e-15
67.32673267326733	0.9999999950390482	7.121079354047679e-09	4.892303299394468e-15
68.31683168316832	0.9999999950925836	7.0852146873428835e-09	4.942349898929472e-15
69.3069306930693	0.9999999951454975	7.049540925412922e-09	4.991731560928295e-15
70.29702970297029	0.99999999519779	7.014058068257793e-09	5.040448285390937e-15
71.2871287128713	0.9999999952494609	6.978766115877498e-09	5.088500072317397e-15
72.27722772277228	0.9999999953005102	6.943665068272035e-09	5.135886921707677e-15
73.26732673267327	0.9999999953509381	6.908754925441406e-09	5.182608833561774e-15
74.25742574257426	0.9999999954007444	6.8740356873856105e-09	5.228665807879691e-15
75.24752475247524	0.9999999954499291	6.839507354104648e-09	5.2740578446614256e-15
76.23762376237623	0.9999999954984924	6.8051699255985185e-09	5.3187849439069795e-15
77.22772277227723	0.9999999955464342	6.771023401867223e-09	5.362847105616351e-15
78.21782178217822	0.9999999955937544	6.73706778291076e-09	5.406244329789543e-15
79.20792079207921	0.999999995640453	6.7033030687291305e-09	5.448976616426553e-15
80.1980198019802	0.9999999956865303	6.669729259322334e-09	5.4910439655273806e-15
81.18811881188118	0.999999995731986	6.6363463546903715e-09	5.532446377092027e-15
82.17821782178218	0.9999999957768201	6.603154354833242e-09	5.573183851120492e-15
83.16831683168317	0.9999999958210326	6.570153259750945e-09	5.613256387612777e-15
84.15841584158416	0.9999999958646237	6.537343069443482e-09	5.652663986568879e-15
85.14851485148515	0.9999999959075933	6.504723783910852e-09	5.6914066479888004e-15
86.13861386138613	0.9999999959499413	6.472295403153055e-09	5.7294843718725406e-15
87.12871287128712	0.9999999959916678	6.440057927170092e-09	5.766897158220099e-15
88.11881188118812	0.9999999960327728	6.408011355961962e-09	5.803645007031476e-15
89.10891089108911	0.9999999960732563	6.376155689528665e-09	5.8397279183066725e-15
90.0990099009901	0.9999999961131182	6.344490927870201e-09	5.875145892045687e-15
91.08910891089108	0.9999999961523586	6.313017070986571e-09	5.90989892824852e-15
92.07920792079207	0.9999999961909775	6.281734118877774e-09	5.9439870269151716e-15
93.06930693069307	0.9999999962289748	6.25064207154381e-09	5.9774101880456415e-15
94.05940594059406	0.9999999962663507	6.219740928984679e-09	6.0101684116399305e-15
95.04950495049505	0.9999999963068731	6.18836625118905e-09	6.046401343795554e-15
96.03960396039604	0.9999999963493026	6.156736583473983e-09	6.084747386394588e-15
97.02970297029702	0.9999999963913203	6.1252608262844835e-09	6.122658975921044e-15
98.01980198019803	0.9999999964329264	6.09393897962055e-09	6.160136112374922e-15
99.00990099009901	0.9999999964741206	6.062771043482182e-09	6.197178795756222e-15
100.0	0.9999999965149031	6.031757017869381e-09	6.233787026064944e-15
