time	T	E	I	S
53.46534653465346	13319.363496469341	2349.7603317587045	1073.5315269404196	4.88166309217249e-05
54.45544554455446	15569.650126828748	2773.2251820077986	1280.3754739059739	6.674250478145838e-05
55.445544554455445	18137.96804940252	3266.344780501375	1521.587523775263	9.063374178857582e-05
56.43564356435643	21049.448128559343	3838.288877955852	1801.6922621038893	0.0001221475384048865
57.42574257425743	24325.270094653875	4498.710977852043	2125.464966625303	0.00016324127909366444
58.415841584158414	27980.7621175087	5257.550619063035	2497.836039899129	0.00021615372170885193
59.4059405940594	32023.34756651837	6124.769903516663	2923.7626301662867	0.00028334773479801473
60.396039603960396	36450.44304929645	7110.023387534016	3408.0667639285793	0.00036740370313164387
61.386138613861384	41247.43274325188	8222.265517250173	3955.241786074976	0.0004708551179222655
62.37623762376238	46385.854481737435	9469.305582367671	4569.23176878502	0.0005959627343704574
63.366336633663366	51821.9317674438	10857.326113688972	5253.191528607723	0.0007444310402957552
64.35643564356435	57495.57380743586	12390.386067184645	6009.23764246044	0.0009170802111015857
65.34653465346534	63329.945139275056	14069.934242134445	6838.202984643137	0.0011134972019662022
66.33663366336634	69231.681647307	15894.360447665813	7739.408450666235	0.0013316997743560157
67.32673267326733	75091.80392855195	17858.61146163522	8710.46542250056	0.0015678553566718233
68.31683168316832	80787.35578282306	19953.895640985716	9747.121053076555	0.0018161010908612195
69.3069306930693	86183.77717338539	22167.49443921112	10843.155725276838	0.002068510880845929
70.29702970297029	91138.00899148374	24482.691925886276	11990.338472368343	0.0023152490609597708
71.2871287128713	95502.3212373948	26878.82595833778	13178.442345356516	0.002544938394366488
72.27722772277228	99128.85559217715	29331.458526320104	14395.318461571556	0.002745253047553336
73.26732673267327	101874.87419599618	31812.659508163033	15627.025533832617	0.0029037259505595224
74.25742574257426	103608.70291688936	34291.398827691984	16858.011663830286	0.0030087353632032524
75.24752475247524	104216.34082466837	36734.047306665365	18071.34736938475	0.0030506083116294234
76.23762376237623	103608.66594228096	39104.99588005097	19249.01298871043	0.0030227494537721222
77.22772277227723	101729.08591721277	41367.414625702084	20372.248972992962	0.002922674164300533
78.21782178217822	98561.34363430378	43484.183983113944	21421.98255903419	0.002752797420697004
79.20792079207921	94136.97524355644	45419.0355607422	22379.346464280545	0.002520812208442143
80.1980198019802	88541.62127229602	47137.932039516665	23226.301178552025	0.0022394943886413212
81.18811881188118	81919.02083451959	48610.68673337121	23946.358245721833	0.0019258115267493804
82.17821782178218	74471.12988595926	49812.76650892423	24525.374450724248	0.0015993073381366653
83.16831683168317	66452.53877894307	50727.13625940588	24952.346074059744	0.0012798879000020388
84.15841584158416	58157.48442420297	51345.90184733118	25220.085387960156	0.0009853310793570978
85.14851485148515	49898.630721684385	51671.423380063396	25325.625296334754	0.0007290183126327697
86.13861386138613	41978.75034071227	51716.552477364865	25270.19892211285	0.0005184517980646447
87.12871287128712	34659.34110574528	51503.74656693986	25058.70490568743	0.00035497773819153614
88.11881188118812	28132.985369189068	51063.04533218376	24698.702123806237	0.00023477601332243248
89.10891089108911	22506.989648174906	50429.2016108221	24199.145480293675	0.00015073331505695235
90.0990099009901	17803.027261498155	49638.5123150537	23569.204670302657	9.452975285756748e-05
91.08910891089108	13971.903309911197	48725.96194869312	22817.525947399285	5.8310138118906444e-05
92.07920792079207	10917.316197100568	47723.134599316814	21952.17837704205	3.562717131792146e-05
93.06930693069307	8520.675349161827	46657.0622212397	20981.314792171004	2.1702884911098028e-05
94.05940594059406	6661.0085226676	45549.908471748284	19914.353242412544	1.3256278849932135e-05
95.04950495049505	5227.616634163592	44419.23945575487	18763.31517915051	8.156891962561172e-06
96.03960396039604	4126.085168623173	43278.61339840105	17543.882332321675	5.074809259511465e-06
97.02970297029702	3279.613305492996	42138.27932783077	16275.776770908182	3.201146487820266e-06
98.01980198019803	2627.6918181884394	41005.85394220144	14982.231972567222	2.0513965267799224e-06
99.00990099009901	2123.6422477879105	39886.912503027255	13688.57544061129	1.3373747382822504e-06
100.0	1731.9314603421296	38785.47359660951	12420.207845168436	8.877898052970716e-07
