time	z	e	w	ez
33.663366336633665	2.0138712446520967e-05	2.11336156550727e-06	2.9873245594931545e-06	8.739629909068877e-07
34.65346534653465	2.0016989927788606e-05	2.151627896926601e-06	3.067318984569e-06	9.156910885212514e-07
35.64356435643565	1.989527014032901e-05	2.1889772612405215e-06	3.1468535604557583e-06	9.578763039929027e-07
36.633663366336634	1.97735788854016e-05	2.225436354287742e-06	3.225928734443073e-06	1.000492388322822e-06
37.62376237623762	1.965194065014944e-05	2.26103074775772e-06	3.3045450488041432e-06	1.0435143119130024e-06
38.613861386138616	1.953038166896556e-05	2.2957873074290534e-06	3.3827028192317486e-06	1.08691552481925e-06
39.603960396039604	1.940893546605815e-05	2.329738474177347e-06	3.4604015040596005e-06	1.1306630455604274e-06
40.59405940594059	1.9287617631714083e-05	2.362902781477305e-06	3.537642574881613e-06	1.174739811524372e-06
41.584158415841586	1.9166448972807536e-05	2.395302736565437e-06	3.6144268818789526e-06	1.2191241656206532e-06
42.57425742574257	1.90454489292193e-05	2.4269597353648497e-06	3.6907554030727762e-06	1.2637956899008598e-06
43.56435643564356	1.892463557383679e-05	2.457894062485242e-06	3.7666292443242284e-06	1.3087352055586e-06
44.554455445544555	1.8804025612554027e-05	2.488124891222911e-06	3.842049639334445e-06	1.353924772929502e-06
45.54455445544554	1.868363438427165e-05	2.5176702835607484e-06	3.917017949644551e-06	1.3993476914912143e-06
46.53465346534654	1.856351252281238e-05	2.5465758527309797e-06	3.9915316649593016e-06	1.4449558387985067e-06
47.524752475247524	1.8443654474992643e-05	2.574843241951795e-06	4.065594383479578e-06	1.4907511691491718e-06
48.51485148514851	1.8324075171442628e-05	2.6024900662542393e-06	4.139207447405808e-06	1.5367174097161532e-06
49.504950495049506	1.820478856224153e-05	2.6295331314795363e-06	4.212372284619005e-06	1.5828391825438042e-06
50.495049504950494	1.8085807512251684e-05	2.655988352450518e-06	4.285090420099419e-06	1.629102097791757e-06
51.48514851485149	1.7967143801118554e-05	2.6818707529716238e-06	4.357363475926538e-06	1.675492753734922e-06
52.475247524752476	1.7848808123270737e-05	2.7071944658289025e-06	4.429193171279085e-06	1.7219987367634897e-06
53.46534653465346	1.7730836311742458e-05	2.7319933151888602e-06	4.500578501723202e-06	1.7685852177184304e-06
54.45544554455446	1.761323519906722e-05	2.756278324216555e-06	4.57152156257467e-06	1.8152432687790057e-06
55.445544554455445	1.749600890618287e-05	2.7800583485560864e-06	4.6420247211866115e-06	1.8619664017147723e-06
56.43564356435643	1.7379167833575645e-05	2.803347133246595e-06	4.712089649835478e-06	1.908742543665689e-06
57.42574257425743	1.7262721604907452e-05	2.8261577743581413e-06	4.781718084725348e-06	1.9555603346595573e-06
58.415841584158414	1.7146679067015867e-05	2.8485027189917047e-06	4.850911825987922e-06	2.002409127612022e-06
59.4059405940594	1.7031048289914134e-05	2.870393765279183e-06	4.919672737682527e-06	2.049278988326567e-06
60.396039603960396	1.691584824640648e-05	2.8918512462268818e-06	4.988001499910203e-06	2.09615026471811e-06
61.386138613861384	1.6801095036225607e-05	2.9128931975637867e-06	5.055899080669093e-06	2.143005889696084e-06
62.37623762376238	1.6686787630981607e-05	2.933524148797212e-06	5.1233682589078065e-06	2.1898441119990337e-06
63.366336633663366	1.6572933835680563e-05	2.953755537114902e-06	5.190410850717174e-06	2.2366553106025657e-06
64.35643564356435	1.645954089934892e-05	2.9735983243887623e-06	5.257028712519925e-06	2.2834303801391825e-06
65.34653465346534	1.6346615515033486e-05	2.993062997174859e-06	5.3232237410706906e-06	2.3301607308982833e-06
66.33663366336634	1.6234163819801417e-05	3.0121595667134213e-06	5.388997873456005e-06	2.376838288826163e-06
67.32673267326733	1.61221943496161e-05	3.030899951491989e-06	5.454352800937946e-06	2.423452826594686e-06
68.31683168316832	1.6010722668784925e-05	3.049301710042405e-06	5.519289520628742e-06	2.4699877821470216e-06
69.3069306930693	1.589974740071708e-05	3.0673687141616307e-06	5.583810656722278e-06	2.5164419084266155e-06
70.29702970297029	1.5789274001569498e-05	3.0851103179785682e-06	5.647918158204538e-06	2.5628078003165546e-06
71.2871287128713	1.5679307493810318e-05	3.1025354989113263e-06	5.7116140025505065e-06	2.609078457900111e-06
72.27722772277228	1.556985246621889e-05	3.1196528576672192e-06	5.774900195724167e-06	2.65524728646074e-06
73.26732673267327	1.546091307388577e-05	3.1364706182427667e-06	5.837778772178501e-06	2.7013080964820803e-06
74.25742574257426	1.5352493038212712e-05	3.152996627923694e-06	5.9002517948554934e-06	2.7472551036479563e-06
75.24752475247524	1.5244605298943238e-05	3.1692462487288788e-06	5.9623204748928236e-06	2.7930741570400373e-06
76.23762376237623	1.513724798086742e-05	3.185222707928215e-06	6.0239873635304004e-06	2.8387645806885765e-06
77.22772277227723	1.503042439834397e-05	3.2009334536233106e-06	6.085254527639673e-06	2.8843209933861245e-06
78.21782178217822	1.4924137619584367e-05	3.2163857105378717e-06	6.146124045476756e-06	2.929738248686923e-06
79.20792079207921	1.4818390360036633e-05	3.231586392848893e-06	6.206598016406133e-06	2.975011531800139e-06
80.1980198019802	1.4713184982385336e-05	3.2465421041866585e-06	6.266678560900665e-06	3.0201363595898703e-06
81.18811881188118	1.4608523496551582e-05	3.2612591376347427e-06	6.326367820541584e-06	3.065108580575143e-06
82.17821782178218	1.4504413674822608e-05	3.275748424253262e-06	6.3856673747153305e-06	3.1099188430415854e-06
83.16831683168317	1.440085657434874e-05	3.2900154359561452e-06	6.444579430803707e-06	3.1545638824806305e-06
84.15841584158416	1.4297852297502141e-05	3.3040648469445214e-06	6.503106274721194e-06	3.1990413106351277e-06
85.14851485148515	1.4195402401565322e-05	3.3179024836898645e-06	6.561250041062274e-06	3.2433474356391284e-06
86.13861386138613	1.409350816414953e-05	3.33153392126506e-06	6.619012878557768e-06	3.2874788311607125e-06
87.12871287128712	1.3992170583194752e-05	3.344964483344401e-06	6.676396950074828e-06	3.3314323364019925e-06
88.11881188118812	1.3891390376969706e-05	3.358199242203592e-06	6.733404432616946e-06	3.3752050560991105e-06
89.10891089108911	1.3791171451536795e-05	3.3712458084487205e-06	6.7900371784559665e-06	3.4187912318606137e-06
90.0990099009901	1.3691517002694716e-05	3.384111194856604e-06	6.846297096080948e-06	3.4621857593486724e-06
91.08910891089108	1.3592424802523598e-05	3.3967980241918172e-06	6.902186610834113e-06	3.505388441185901e-06
92.07920792079207	1.349389531381111e-05	3.409311057621513e-06	6.957707871905205e-06	3.548396665383566e-06
93.06930693069307	1.339592878679756e-05	3.4216548589184075e-06	7.012863036060428e-06	3.591208024921681e-06
94.05940594059406	1.3298525259175902e-05	3.433833794460783e-06	7.067654267642444e-06	3.6338203177490085e-06
95.04950495049505	1.320168455609174e-05	3.445852033232485e-06	7.122083738570376e-06	3.676231546783056e-06
96.03960396039604	1.3105407536475452e-05	3.4577145553679654e-06	7.17615350944626e-06	3.7184387924887888e-06
97.02970297029702	1.3009698343366436e-05	3.4694289731382868e-06	7.229865314885929e-06	3.760436177254721e-06
98.01980198019803	1.2914553547172603e-05	3.480996745562734e-06	7.283221599195069e-06	3.8022246863067345e-06
99.00990099009901	1.28199728039732e-05	3.492421803219347e-06	7.336224499623077e-06	3.843802526299278e-06
100.0	1.2725955611326204e-05	3.5037079230101966e-06	7.3888761558419996e-06	3.885168059984026e-06
