time	comp1	BLL	IL	AL	A	BL	B	DLL	D	ILL	DL	I	ALL	kf_0	kr_0	kf_1	kr_1	kf_2	kr_2	kf_3	kr_3	kf_4	kr_4	kf_5	kr_5	kf_6	kr_6	kf_7	kr_7	kf_8	kr_8	kf_9	kr_9	kf_10	kr_10	kf_11	kr_11	kf_12	kr_12	kf_13	kr_13	kf_14	kr_14	kf_15	kr_15	kf_16	kr_16	t2	React0	React1	React2	React3	React4	React5	React6	React7	React8	React9	React10	React11	React12	React13	React14	React15	React16
81.0	1.0E-16	2.21585066253937E-115	5.254271121810677E-46	-2.6607569479286594E-48	3.637094050681481E-26	-1.6945056422117663E-47	7.25386658935445E-22	-3.0561904301648586E-112	9.34669844829961E-22	4.8864574193569825E-111	3.407494084422285E-48	4.850063964942273E-25	1.4558518558570995E-113	0.0	8000.0	0.0	16000.0	30000.0	700.0	0.0	8.64	0.0	17.28	0.54	10800.0	130.0	2740.0	0.0	4.0	0.0	8.0	19.7	3.74	19.85	1.74	20.0	0.81	0.0	4.0	0.0	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	20.0	1.355604513769413E-43	-3.5453610600629915E-111	-3.543411003381587E-111	2.2988940030103623E-47	-2.515712006921068E-112	-1.0973616484595581E-24	5.087616702449231E-45	-2.1017084487242708E-45	-3.909165935485586E-110	-1.0974163949041583E-24	-9.670592006114416E-46	-3.666860138507736E-111	-1.362997633768914E-47	2.444952344131887E-111	-1.0973534939712418E-24	2.626726661615208E-47	2.446896138194689E-112
82.0	1.0E-16	7.967118891000131E-117	-7.498326921999717E-46	1.145531216954198E-48	3.6425654195034626E-26	9.126659713596453E-48	7.264833640014914E-22	-1.0988933461287829E-113	9.335731479135238E-22	1.7569319031117812E-112	-5.938716661457307E-48	4.849435331967121E-25	5.234533635043652E-115	0.0	8000.0	0.0	16000.0	30000.0	700.0	0.0	8.64	0.0	17.28	0.54	10800.0	130.0	2740.0	0.0	4.0	0.0	8.0	19.7	3.74	19.85	1.74	20.0	0.81	0.0	4.0	0.0	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	20.0	-7.301327770877161E-44	-1.274739022560021E-112	-1.274037877230517E-112	-9.897389714484271E-48	-9.045274121355432E-114	-1.0960487455686686E-24	-1.9522897716869643E-45	2.999330768799887E-45	-1.405545522489425E-111	-1.096103426513521E-24	1.3274476790844915E-45	-1.31842416881967E-112	2.3754866645829227E-47	8.791146769030263E-113	-1.096040600836393E-24	-3.748450815000484E-47	8.797846235712452E-114
83.0	1.0E-16	2.86458760652408E-118	-5.2180294152329604E-45	-1.1085726424806024E-47	3.648030242282985E-26	-4.502009215987187E-47	7.275787569501936E-22	-3.9511919459738132E-115	9.324777631046803E-22	6.317070730308654E-114	-6.064244660583516E-47	4.84880745109958E-25	1.8820831447384682E-116	0.0	8000.0	0.0	16000.0	30000.0	700.0	0.0	8.64	0.0	17.28	0.54	10800.0	130.0	2740.0	0.0	4.0	0.0	8.0	19.7	3.74	19.85	1.74	20.0	0.81	0.0	4.0	0.0	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	20.0	3.601607372789749E-43	-4.5833401704385284E-114	-4.580819193597037E-114	9.578067631032405E-47	-3.252239674108073E-115	-1.0947374134578585E-24	2.452227842318516E-44	2.0872117660931841E-44	-5.053656584246924E-113	-1.0947920289814951E-24	8.859319512972952E-45	-4.740410662602317E-114	2.4256978642334065E-46	3.1609535567790506E-114	-1.0947292784701183E-24	-2.6082869982572102E-46	3.1632767954894956E-115
84.0	1.0E-16	1.0299660732344609E-119	1.4974156586148756E-45	6.971330826936656E-49	3.653488526851849E-26	-1.1605525493448509E-48	7.286728393513921E-22	-1.4206876902381254E-116	9.31383688833602E-22	2.271310718367145E-115	3.8859209277805664E-47	4.848180321439816E-25	6.767053594982024E-118	0.0	8000.0	0.0	16000.0	30000.0	700.0	0.0	8.64	0.0	17.28	0.54	10800.0	130.0	2740.0	0.0	4.0	0.0	8.0	19.7	3.74	19.85	1.74	20.0	0.81	0.0	4.0	0.0	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	20.0	9.284420394758807E-45	-1.6479457171751374E-115	-1.6470392967840344E-115	-6.02322983447327E-48	-1.1693468612128939E-116	-1.0934276502479008E-24	-2.061016477995474E-45	-5.989662634459502E-45	-1.817048574693716E-114	-1.0934822004286772E-24	-2.5916651542984142E-45	-1.704420609977747E-115	-1.5543683711122266E-46	1.1365501521905003E-115	-1.093419524993123E-24	7.482415187961042E-47	1.1373601844118581E-116
85.0	1.0E-16	3.703255959048533E-121	-3.594352662219384E-45	-2.934798237005282E-48	3.6589402810324847E-26	-4.262380502560362E-48	7.297656127730489E-22	-5.108194029557332E-118	9.302909235323381E-22	8.166526229535435E-117	-4.715330695358585E-47	4.847553942089076E-25	2.4331026236737575E-119	0.0	8000.0	0.0	16000.0	30000.0	700.0	0.0	8.64	0.0	17.28	0.54	10800.0	130.0	2740.0	0.0	4.0	0.0	8.0	19.7	3.74	19.85	1.74	20.0	0.81	0.0	4.0	0.0	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	20.0	3.4099044020482895E-44	-5.925209534477652E-117	-5.921950488570703E-117	2.5356656767725636E-47	-4.2044013337082524E-118	-1.0921194540618551E-24	7.487237704061625E-45	1.4377410648877536E-44	-6.533220983628348E-116	-1.0921739389779151E-24	6.195917887257173E-45	-6.1282657211889515E-117	1.886132278143434E-46	4.0865552236458655E-117	-1.0921113385283601E-24	-1.796610491426249E-46	4.089392947603186E-118
86.0	1.0E-16	1.3315103340583916E-122	-2.3531569655702266E-45	-5.508320445036024E-48	3.6643855126379655E-26	-2.319374429800546E-47	7.308570787812503E-22	-1.83668524581299E-119	9.291994656348147E-22	2.9362847689127527E-118	-2.521535511936143E-47	4.846928312149669E-25	8.748251060881281E-121	0.0	8000.0	0.0	16000.0	30000.0	700.0	0.0	8.64	0.0	17.28	0.54	10800.0	130.0	2740.0	0.0	4.0	0.0	8.0	19.7	3.74	19.85	1.74	20.0	0.81	0.0	4.0	0.0	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	20.0	1.8554995438404367E-43	-2.1304165344934267E-118	-2.1292447404417214E-118	4.759188864511126E-47	-1.5116977833202854E-119	-1.0908128230250681E-24	1.2077611260657997E-44	9.412627862280906E-45	-2.3490278151302022E-117	-1.090867242754297E-24	3.9851529592582296E-45	-2.2034256416017047E-118	1.0086142047744573E-46	1.469348196650392E-118	-1.0908047172010292E-24	-1.176275898523681E-46	1.470346406751352E-119
87.0	1.0E-16	4.787462140760218E-124	-2.01328448144103E-45	-1.7439635644921793E-48	3.6698242294720156E-26	-2.941974924214351E-48	7.319472389402092E-22	-6.603906652586358E-121	9.2810931357683E-22	1.0557448790326468E-119	-2.4642559852512436E-47	4.846303430724999E-25	3.145444663893757E-122	0.0	8000.0	0.0	16000.0	30000.0	700.0	0.0	8.64	0.0	17.28	0.54	10800.0	130.0	2740.0	0.0	4.0	0.0	8.0	19.7	3.74	19.85	1.74	20.0	0.81	0.0	4.0	0.0	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	20.0	2.3535799393714806E-44	-7.659939425216348E-120	-7.655726224975649E-120	1.506784519721243E-47	-5.4353283792084134E-121	-1.0895077552646653E-24	4.396003426560705E-45	8.05313792576412E-45	-8.445959032261174E-119	-1.0895621098851625E-24	3.468497320952222E-45	-7.922444587385688E-120	9.857023941004974E-47	5.283125322069086E-120	-1.0894996591385709E-24	-1.0063465300022848E-46	5.2866490831463375E-121
88.0	1.0E-16	1.721338030030853E-125	-9.062319977464587E-46	4.800458203774238E-49	3.6752564393290206E-26	5.8689280252251E-48	7.330360948122664E-22	-2.3744671066228045E-122	9.270204657960546E-22	3.795943982118835E-121	-4.823406191152968E-47	4.845679296919512E-25	1.1309485823856694E-123	0.0	8000.0	0.0	16000.0	30000.0	700.0	0.0	8.64	0.0	17.28	0.54	10800.0	130.0	2740.0	0.0	4.0	0.0	8.0	19.7	3.74	19.85	1.74	20.0	0.81	0.0	4.0	0.0	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	20.0	-4.69514242018008E-44	-2.7541408480493644E-121	-2.7526259866071276E-121	-4.147595888060943E-48	-1.954279150362437E-122	-1.088204248910398E-24	-5.523649045548782E-46	3.624927990985835E-45	-3.036755185695068E-120	-1.0882585385000807E-24	1.58637258561333E-45	-2.8485249090391227E-121	1.9293624764611873E-46	1.8995736852982436E-121	-1.0881961624706678E-24	-4.52537190130291E-47	1.9008213515873648E-122
89.0	1.0E-16	6.18909252337663E-127	-4.144718972770939E-45	9.798421384080632E-49	3.6806821499940467E-26	1.98935726025488E-47	7.34123647957894E-22	-8.537497768728131E-124	9.259329207320282E-22	1.3648364300887554E-122	-1.003539111398803E-46	4.845055909838756E-25	4.066339843453634E-125	0.0	8000.0	0.0	16000.0	30000.0	700.0	0.0	8.64	0.0	17.28	0.54	10800.0	130.0	2740.0	0.0	4.0	0.0	8.0	19.7	3.74	19.85	1.74	20.0	0.81	0.0	4.0	0.0	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	20.0	-1.5914858082039042E-43	-9.902548037402607E-123	-9.897101334045549E-123	-8.465836075845667E-48	-7.02663524948788E-124	-1.0869023020942194E-24	-9.860302090674855E-47	1.6578875891083756E-44	-1.0918691440710043E-121	-1.0869565267308674E-24	7.231260879068835E-45	-1.024190711502819E-122	4.014156445595212E-46	6.829998214982505E-123	-1.08689422532924E-24	-2.071155239451791E-46	6.83442714776625E-124
90.0	1.0E-16	2.225295996485198E-128	-1.5390068806001908E-46	5.397796837717424E-48	3.6861013692428396E-26	3.1207741269037687E-47	7.352098999356969E-22	-3.069689171316496E-125	9.248466768261576E-22	4.907286540403501E-124	-3.59069359467184E-47	4.844433268589332E-25	1.4620576021133223E-126	0.0	8000.0	0.0	16000.0	30000.0	700.0	0.0	8.64	0.0	17.28	0.54	10800.0	130.0	2740.0	0.0	4.0	0.0	8.0	19.7	3.74	19.85	1.74	20.0	0.81	0.0	4.0	0.0	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	20.0	-2.496619301523015E-43	-3.5604735943763164E-124	-3.558515225337663E-124	-4.663696467787855E-47	-2.526435536451821E-125	-1.0856019129502859E-24	-1.0732956970370844E-44	6.156027522400763E-46	-3.925829232322801E-123	-1.0856560727115709E-24	3.749334644531241E-46	-3.6824905773041715E-124	1.436277437868736E-46	2.455751337053197E-124	-1.0855938458484426E-24	-7.651946079864891E-48	2.4573268972073307E-125
91.0	1.0E-16	8.001079728306664E-130	-2.0593912273851223E-45	-5.392960449691286E-48	3.691514104841845E-26	-2.3579280986475416E-47	7.362948523024154E-22	-1.103716842135947E-126	9.237617325217142E-22	1.7644210442731422E-125	2.669560292545991E-48	4.843811372278913E-25	5.256846487102045E-128	0.0	8000.0	0.0	16000.0	30000.0	700.0	0.0	8.64	0.0	17.28	0.54	10800.0	130.0	2740.0	0.0	4.0	0.0	8.0	19.7	3.74	19.85	1.74	20.0	0.81	0.0	4.0	0.0	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	20.0	1.8863424789180333E-43	-1.280172756529066E-125	-1.2794686224794328E-125	4.659517828533272E-47	-9.083830729712335E-127	-1.0843030796148702E-24	1.171140510391232E-44	8.237564909540489E-45	-1.4115368354185138E-124	-1.0843571745784704E-24	3.476290470723741E-45	-1.3240441161192043E-125	-1.0678241170183962E-47	8.829734737087576E-126	-1.0842950221646624E-24	-1.0297276484160718E-46	8.835349823471345E-127
92.0	1.0E-16	2.876798274290831E-131	-4.0225699646663524E-45	-2.1808936227183938E-48	3.696920364548215E-26	1.5270537697298477E-48	7.373785066129271E-22	-3.9684462305029266E-128	9.226780862638319E-22	6.343998044817704E-127	-9.81490019967138E-47	4.8431902200162455E-25	1.8901057627015313E-129	0.0	8000.0	0.0	16000.0	30000.0	700.0	0.0	8.64	0.0	17.28	0.54	10800.0	130.0	2740.0	0.0	4.0	0.0	8.0	19.7	3.74	19.85	1.74	20.0	0.81	0.0	4.0	0.0	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	20.0	-1.2216430157838782E-44	-4.60287723886533E-127	-4.600345516038225E-127	1.8842920900286924E-47	-3.266102757948246E-128	-1.083005800226618E-24	6.174165516313279E-45	1.609027985866541E-44	-5.0751984358541633E-126	-1.0830598304700775E-24	6.955981000108494E-45	-4.760617263762035E-127	3.925960079868552E-46	3.1747569844023413E-127	-1.082997752416517E-24	-2.010107194309216E-46	3.1767611578854555E-128
93.0	1.0E-16	1.0343564359600482E-132	-5.012173059890456E-45	-1.9065100303184013E-48	3.7023201561098243E-26	6.480239422070513E-48	7.384608644202493E-22	-1.4268652844945637E-129	9.215957364995045E-22	2.2809924720862639E-128	-7.805074138737254E-47	4.842569810911135E-25	6.795899030415806E-131	0.0	8000.0	0.0	16000.0	30000.0	700.0	0.0	8.64	0.0	17.28	0.54	10800.0	130.0	2740.0	0.0	4.0	0.0	8.0	19.7	3.74	19.85	1.74	20.0	0.81	0.0	4.0	0.0	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	20.0	-5.184191537656411E-44	-1.654970297536077E-128	-1.65406001341092E-128	1.6472246661950987E-47	-1.1743313524558512E-129	-1.0817100729263764E-24	6.066268607941586E-45	2.0048692239561823E-44	-1.824793977669011E-127	-1.0817640385271294E-24	8.683336900107573E-45	-1.7116859217815576E-128	3.1220296554949015E-46	1.1414922275956508E-128	-1.0817020347448497E-24	-2.5051499210485794E-46	1.1422084743845253E-129
94.0	1.0E-16	3.719041568682157E-134	-3.5029186773433327E-45	7.807143549274278E-49	3.707713487265275E-26	1.6538936078531585E-47	7.395419272755415E-22	-5.130328187871299E-131	9.205146816775845E-22	8.201337108381558E-130	-7.338039706202361E-47	4.841950144074452E-25	2.4434740397031977E-132	0.0	8000.0	0.0	16000.0	30000.0	700.0	0.0	8.64	0.0	17.28	0.54	10800.0	130.0	2740.0	0.0	4.0	0.0	8.0	19.7	3.74	19.85	1.74	20.0	0.81	0.0	4.0	0.0	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	20.0	-1.3231148862825268E-43	-5.9504665098914505E-130	-5.9471935718759125E-130	-6.745372026572976E-48	-4.222323140607126E-131	-1.08041589585728E-24	1.0904357707954142E-47	1.401167470937333E-44	-6.561069686705246E-129	-1.0804697968925858E-24	6.110575678522709E-45	-6.154388249848423E-130	2.9352158824809444E-46	4.1042625502970394E-130	-1.080407867292729E-24	-1.7505787739069222E-46	4.106824948016225E-131
95.0	1.0E-16	1.3371860714021666E-135	4.953615849586521E-46	-2.0593454977873743E-48	3.7131003657439113E-26	-1.3443738229961405E-47	7.406216967281071E-22	-1.8446207143495916E-132	9.194349202487798E-22	2.94880106760402E-131	1.6028043877437784E-47	4.841331218618139E-25	8.785541627816998E-134	0.0	8000.0	0.0	16000.0	30000.0	700.0	0.0	8.64	0.0	17.28	0.54	10800.0	130.0	2740.0	0.0	4.0	0.0	8.0	19.7	3.74	19.85	1.74	20.0	0.81	0.0	4.0	0.0	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	20.0	1.0754990583969124E-43	-2.139497714243467E-131	-2.1383209252653984E-131	1.7792745100882916E-47	-1.5181415932867775E-132	-1.0791232671644956E-24	3.894920694042423E-45	-1.9814463398346083E-45	-2.359040854083216E-130	-1.079177103711634E-24	-9.02807165959134E-46	-2.2128180322029163E-131	-6.411217550975114E-47	1.4756965714796733E-131	-1.079115248205445E-24	2.474884559527968E-47	1.47661407865923E-132
96.0	1.0E-16	4.807869330329821E-137	1.2651584183154881E-45	-1.1088705079215943E-48	3.718480799265829E-26	-1.0653154981465444E-47	7.417001743253962E-22	-6.632371052456418E-134	9.183564506656516E-22	1.0602451309788494E-132	-9.660703451312034E-48	4.840713033655188E-25	3.158852537136061E-135	0.0	8000.0	0.0	16000.0	30000.0	700.0	0.0	8.64	0.0	17.28	0.54	10800.0	130.0	2740.0	0.0	4.0	0.0	8.0	19.7	3.74	19.85	1.74	20.0	0.81	0.0	4.0	0.0	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	20.0	8.522523985172354E-44	-7.692590928527713E-133	-7.688359768962961E-133	9.580641188442577E-48	-5.458497184171114E-134	-1.0778321849955627E-24	1.6533950441146608E-45	-5.0606336732619525E-45	-8.481961047830795E-132	-1.077885957131672E-24	-2.223386727451193E-45	-7.956215053501468E-133	3.8642813805248136E-47	5.305896841965134E-133	-1.0778241756305058E-24	6.326951375991598E-47	5.309184500157195E-134
97.0	1.0E-16	1.7286754620547944E-138	1.3493121321431863E-45	-1.17030774240659E-48	3.7238547955418904E-26	-1.130403485552699E-47	7.427773616130073E-22	-2.3846815130300797E-135	9.172792713826135E-22	3.8121246975728003E-134	3.297582286546858E-47	4.840095588299666E-25	1.135769400958744E-136	0.0	8000.0	0.0	16000.0	30000.0	700.0	0.0	8.64	0.0	17.28	0.54	10800.0	130.0	2740.0	0.0	4.0	0.0	8.0	19.7	3.74	19.85	1.74	20.0	0.81	0.0	4.0	0.0	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	20.0	9.043227884421592E-44	-2.765880739287671E-134	-2.764359420546824E-134	1.0111458894392939E-47	-1.96260952485671E-135	-1.0765426475001373E-24	1.7371186829755477E-45	-5.397248528572745E-45	-3.0496997580582403E-133	-1.0765963553023229E-24	-2.3710337186159153E-45	-2.86066712484222E-134	-1.3190329146187431E-46	1.9077452104240638E-134	-1.0765346477176377E-24	6.742603561972075E-47	1.9089239666020363E-135
98.0	1.0E-16	6.215474356480104E-140	-3.017453441260403E-45	-3.272679513167595E-48	3.729222362273728E-26	-8.162999719621961E-48	7.438532601346895E-22	-8.574164665400298E-137	9.162033808559273E-22	1.3706542275607096E-135	-4.309258674274367E-47	4.839478881666691E-25	4.0836731598785484E-138	0.0	8000.0	0.0	16000.0	30000.0	700.0	0.0	8.64	0.0	17.28	0.54	10800.0	130.0	2740.0	0.0	4.0	0.0	8.0	19.7	3.74	19.85	1.74	20.0	0.81	0.0	4.0	0.0	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	20.0	6.530399775697569E-44	-9.944758970368166E-136	-9.939289049709522E-136	2.827595099376803E-47	-7.056587220270132E-137	-1.075254652830248E-24	7.905951902528356E-45	1.2069813765041612E-44	-1.0965233820485676E-134	-1.075308296375418E-24	5.1854062994567245E-45	-1.0285564611266038E-135	1.7237034697097468E-46	6.859331732320238E-136	-1.0752466626187793E-24	-1.5082096095892885E-46	6.8635601354020285E-137
99.0	1.0E-16	2.2347816189318378E-141	-4.605450587287484E-45	-6.798307316843452E-48	3.734583507153762E-26	-2.273909023536118E-47	7.449278714323452E-22	-3.082855322142246E-138	9.15128777543702E-22	4.928204506980773E-137	-8.944151941578341E-47	4.8388629128724425E-25	1.4682898186052613E-139	0.0	8000.0	0.0	16000.0	30000.0	700.0	0.0	8.64	0.0	17.28	0.54	10800.0	130.0	2740.0	0.0	4.0	0.0	8.0	19.7	3.74	19.85	1.74	20.0	0.81	0.0	4.0	0.0	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	20.0	1.819127218828894E-43	-3.57565059029094E-137	-3.5736838734413163E-137	5.873737521752742E-47	-2.5372048065498918E-138	-1.0739681991398711E-24	1.5671280317554104E-44	1.8421802349149937E-44	-3.942563605584619E-136	-1.0740217785050028E-24	7.87853762164088E-45	-3.6981876869333745E-137	3.5776607766313364E-46	2.4662842577137967E-137	-1.0739602184880801E-24	-2.3016519954107528E-46	2.4678016798769574E-138
100.0	1.0E-16	8.035185406576037E-143	9.513426367397893E-46	-5.159433315940435E-48	3.739938237865212E-26	-3.261036586575097E-47	7.460011970460323E-22	-1.1084455819816587E-139	9.140554599058917E-22	1.771942126230242E-138	3.833575101090414E-47	4.838247681034156E-25	5.279254502155897E-141	0.0	8000.0	0.0	16000.0	30000.0	700.0	0.0	8.64	0.0	17.28	0.54	10800.0	130.0	2740.0	0.0	4.0	0.0	8.0	19.7	3.74	19.85	1.74	20.0	0.81	0.0	4.0	0.0	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	20.0	2.6088292692600777E-43	-1.285629665052166E-138	-1.2849225295363176E-138	4.457750384972536E-47	-9.122551779725393E-140	-1.0726832845853547E-24	9.897499723129165E-45	-3.805370546959157E-45	-1.4175537009841935E-137	-1.0727367998473279E-24	-1.757750939248651E-45	-1.3296880322033782E-138	-1.5334300404361656E-46	8.867564655853269E-139	-1.0726753134818992E-24	4.752112893577638E-47	8.87301197813499E-140
