time	c0	c1	c2	sul_ex	eth_ex	oxy_ex	oxy	H2O	A3c	aps	PPi	pap	sul	eth	A2c	hyd	cys	N2	N1	aco	oah	S1	S2	C1	C2	A2m	A3m	Ho	Hm	k_v0	k2	k3	k4	k5	k6	k7	k8	k9	k_v10	k11	k12	k_v13	k14	k15	k16	k17	k18	n	m	Ka	Kc	a	Ac	Am	S	N	Kh	v1	v13	v2	v10	v14	v3	v4	v5	v6	v7	v15	v17	v18	v8	v9	v11a	v11a2	v16	v11b	vLEAK	v12
10.0	1.0	1.0	1.0	0.0	0.0	0.0	6.902332044352377	0.0	1.5416404172558693	0.10824435571856035	0.0	0.13554957808377976	0.031170289555030335	20.138868733233025	0.4583595827441307	0.45631406825229315	0.6974396687409513	1.9760785938801328	0.02392140611986715	0.8186515772719845	3.0358349924222043	1.943435863110687	0.056564136889313055	0.0	0.0	0.30277604054772933	1.6972239594522707	0.0	0.0	1.6	0.2	0.2	0.2	0.1	0.12	10.0	10.0	10.0	80.0	10.0	5.0	4.0	10.0	5.0	10.0	0.02	1.0	4.0	4.0	1.0	0.1	0.1	2.0	2.0	2.0	2.0	0.5	6.759427097781212E-4	4.0	0.009610675639120646	80.0	69.02332044352377	0.033374774743110826	0.05357132393216816	0.13852942159348455	0.08369276024891416	4.817500577623617	4.093257886359922	0.009126281365045863	3.0358349924222043	0.4630631988146457	0.4648971854938528	11.342463144648926	11.342463144648926	7.779388658778841	7.908249708564235	0.0	7.708202086279346
11.0	1.0	1.0	1.0	0.0	0.0	0.0	6.513295460326408	0.0	1.561403076873845	0.08651950659897394	0.0	0.11612110844566059	0.02334325885576348	18.53820524131678	0.43859692312615506	0.35430624606856265	0.7538119731184302	1.9657307672561004	0.03426923274389959	1.089225958926084	4.114386868110602	1.9395441654282477	0.0604558345717523	0.0	0.0	0.20934512568136787	1.7906548743186321	0.0	0.0	1.6	0.2	0.2	0.2	0.1	0.12	10.0	10.0	10.0	80.0	10.0	5.0	4.0	10.0	5.0	10.0	0.02	1.0	4.0	4.0	1.0	0.1	0.1	2.0	2.0	2.0	2.0	0.5	4.953741902082983E-4	4.0	0.007289647240330345	80.0	65.13295460326408	0.027018364762648968	0.045652567119903446	0.14577529661140579	0.09045743677421161	6.35290070068864	5.44612979463042	0.007086124921371253	4.114386868110602	0.658500643840936	0.6646669042213312	15.23909684495874	15.23909684495874	7.853757182570039	7.913945927919428	0.0	7.807015384369224
12.0	1.0	1.0	1.0	0.0	0.0	0.0	6.233869035284257	0.0	1.568925807259841	0.06865866790573953	0.0	0.09834346311884183	0.017438462250306392	15.675387276386221	0.4310741927401589	0.24995974058028697	0.8006342809695812	1.9540920890001663	0.04590791099983371	1.2520690899455116	5.217795709810045	1.9302574808471975	0.0697425191528025	0.0	0.0	0.17307002840628405	1.826929971593716	0.0	0.0	1.6	0.2	0.2	0.2	0.1	0.12	10.0	10.0	10.0	80.0	10.0	5.0	4.0	10.0	5.0	10.0	0.02	1.0	4.0	4.0	1.0	0.1	0.1	2.0	2.0	2.0	2.0	0.5	3.8929387998308296E-4	4.0	0.0054719306926864445	80.0	62.33869035284257	0.02154407119387955	0.03843443665708169	0.1304238862025053	0.09607611371634975	7.196242839722644	6.2603454497275575	0.004999194811605739	5.217795709810045	0.8732245248615682	0.8861408863749636	17.833147134962164	17.833147134962164	7.875423626975625	7.893092159419826	0.0	7.844629036299206
13.0	1.0	1.0	1.0	0.0	0.0	0.0	6.1432905119613785	0.0	1.5709007958976284	0.05420284651376081	0.0	0.08239565179836282	0.013053915869632617	12.451848810124613	0.42909920410237157	0.1667598737774886	0.8174278732772726	1.942605503850313	0.05739449614968706	1.2313231618249771	5.806025534972317	1.9126892769451969	0.08731072305480314	0.0	0.0	0.16442155018695193	1.835578449813048	0.0	0.0	1.6	0.2	0.2	0.2	0.1	0.12	10.0	10.0	10.0	80.0	10.0	5.0	4.0	10.0	5.0	10.0	0.02	1.0	4.0	4.0	1.0	0.1	0.1	2.0	2.0	2.0	2.0	0.5	3.5828196852529643E-4	4.0	0.004101281365837313	80.0	61.432905119613785	0.01702945894567677	0.03201244933536671	0.09682120853608593	0.09809134479327271	7.146675885891825	6.156615809124886	0.003335197475549772	5.806025534972317	1.0750771557306513	1.0977783734117883	18.60045233523554	18.60045233523554	7.87645251882244	7.879402111667157	0.0	7.854503979488142
14.0	1.0	1.0	1.0	0.0	0.0	0.0	6.133755865074401	0.0	1.5712691576157032	0.04262957482551898	0.0	0.068403104864195	0.009851549621135233	9.508272361465307	0.4287308423842968	0.11288044850307816	0.8003313217086412	1.9294854472043053	0.07051455279569474	1.1115506745900836	5.773355212278578	1.8837375870640043	0.11626241293599571	0.0	0.0	0.16366422117822976	1.8363357788217702	0.0	0.0	1.6	0.2	0.2	0.2	0.1	0.12	10.0	10.0	10.0	80.0	10.0	5.0	4.0	10.0	5.0	10.0	0.02	1.0	4.0	4.0	1.0	0.1	0.1	2.0	2.0	2.0	2.0	0.5	3.8988352785634007E-4	4.0	0.003095887214882092	80.0	61.337558650744015	0.01339650722512176	0.026396559075810858	0.06516989257295899	0.09603975860503694	6.704715734283905	5.557753372950418	0.002257608970061563	5.773355212278578	1.292315635284769	1.3283091353625933	18.657941630250072	18.657941630250072	7.872937853546813	7.872470675291251	0.0	7.8563457880785155
15.0	1.0	1.0	1.0	0.0	0.0	0.0	6.144079575255714	0.0	1.5712417516667303	0.033448009057576125	0.0	0.05637853059902743	0.0075655763852725145	7.088796819091594	0.4287582483332697	0.08145101437592991	0.7599802812528421	1.913654055977838	0.08634594402216189	0.9515787764927397	5.3164365400001135	1.8388899585744203	0.16111004142557972	0.0	0.0	0.16470282913832412	1.8352971708616759	0.0	0.0	1.6	0.2	0.2	0.2	0.1	0.12	10.0	10.0	10.0	80.0	10.0	5.0	4.0	10.0	5.0	10.0	0.02	1.0	4.0	4.0	1.0	0.1	0.1	2.0	2.0	2.0	2.0	0.5	4.7949106273828215E-4	4.0	0.0023774698983928073	80.0	61.440795752557136	0.010510981668278116	0.021577800750179902	0.043302914904826836	0.09119763375034105	6.120888533257621	4.757893882463699	0.0016290202875185982	5.3164365400001135	1.5330889610044776	1.587806894259825	18.54545140857553	18.54545140857553	7.868988001496578	7.8676420411020045	0.0	7.8562087583336515
16.0	1.0	1.0	1.0	0.0	0.0	0.0	6.159801525736996	0.0	1.5710747410902994	0.02623250784804933	0.0	0.046219977802790135	0.006002625747531756	5.276491005811415	0.42892525890970057	0.06366320673514021	0.7076874574387375	1.8956079648698891	0.10439203513011086	0.7804447909183365	4.625705206174685	1.7728228665751826	0.22717713342481738	0.0	0.0	0.16627723831909824	1.8337227616809018	0.0	0.0	1.6	0.2	0.2	0.2	0.1	0.12	10.0	10.0	10.0	80.0	10.0	5.0	4.0	10.0	5.0	10.0	0.02	1.0	4.0	4.0	1.0	0.1	0.1	2.0	2.0	2.0	2.0	0.5	6.376478132725354E-4	4.0	0.001886114738433084	80.0	61.59801525736996	0.008242646095104672	0.01752299161181569	0.029448722683651337	0.0849224948926485	5.508236344423793	3.9022239545916824	0.0012732641347028043	4.625705206174685	1.7729921039715864	1.850685869669803	18.385311944780245	18.385311944780245	7.865300103225919	7.863633436469669	0.0	7.855373705451497
17.0	1.0	1.0	1.0	0.0	0.0	0.0	6.176891624660724	0.0	1.5708446699022296	0.020628701425112316	0.0	0.03775155865682618	0.005037306868776029	4.045516424527462	0.4291553300977704	0.05355332757289469	0.6508926124086917	1.8770217480243383	0.1229782519756617	0.6270635713124619	3.8628291492708255	1.684921340464335	0.31507865953566494	0.0	0.0	0.168018842516223	1.831981157483777	0.0	0.0	1.6	0.2	0.2	0.2	0.1	0.12	10.0	10.0	10.0	80.0	10.0	5.0	4.0	10.0	5.0	10.0	0.02	1.0	4.0	4.0	1.0	0.1	0.1	2.0	2.0	2.0	2.0	0.5	8.909241240779032E-4	4.0	0.0015825653290957428	80.0	61.76891624660725	0.006480897136128442	0.014172099324135844	0.020686735478902665	0.07810711348904299	4.9751053822721625	3.1353178565623097	0.0010710665514578937	3.8628291492708255	1.9757434949277735	2.0720868116679267	18.214256328615637	18.214256328615637	7.862044783728459	7.860331068893566	0.0	7.854223349511148
18.0	1.0	1.0	1.0	0.0	0.0	0.0	6.1930368662922	0.0	1.570599714939494	0.016352913759327712	0.0	0.030768569047266103	0.004609184555050028	3.275558552579137	0.4294002850605061	0.04762354878880492	0.5939008316642129	1.8598276768697832	0.14017232313021677	0.5123208020167541	3.169903095577749	1.585555599905928	0.4144444000940719	0.0	0.0	0.16969283610181063	1.8303071638981894	0.0	0.0	1.6	0.2	0.2	0.2	0.1	0.12	10.0	10.0	10.0	80.0	10.0	5.0	4.0	10.0	5.0	10.0	0.02	1.0	4.0	4.0	1.0	0.1	0.1	2.0	2.0	2.0	2.0	0.5	0.0012850360346768328	4.0	0.0014478367896530186	80.0	61.930368662922	0.005136776337766047	0.011444847258356889	0.01509620347280307	0.07126809979970555	4.591426518640679	2.5616040100837707	9.524709757760985E-4	3.169903095577749	2.1232848744754746	2.2225101189093843	18.054550951620516	18.054550951620516	7.85934417926169	7.857775633820658	0.0	7.8529985746974695
19.0	1.0	1.0	1.0	0.0	0.0	0.0	6.206803755982968	0.0	1.5703723045614169	0.013190945825219938	0.0	0.025073280354180192	0.004724464139721317	2.814152436412962	0.42962769543858315	0.04383879451286559	0.5391299350351985	1.8453518247170038	0.15464817528299624	0.43757968786463003	2.630607679813703	1.4921702711593963	0.5078297288406037	0.0	0.0	0.17114293042957307	1.828857069570427	0.0	0.0	1.6	0.2	0.2	0.2	0.1	0.12	10.0	10.0	10.0	80.0	10.0	5.0	4.0	10.0	5.0	10.0	0.02	1.0	4.0	4.0	1.0	0.1	0.1	2.0	2.0	2.0	2.0	0.5	0.0018916136717360274	4.0	0.0014838335277823874	80.0	62.068037559829676	0.0041429391989790875	0.009253804730645484	0.011532266951931906	0.06469559220422381	4.352035392594627	2.18789843932315	8.767758902573119E-4	2.630607679813703	2.2221597423445107	2.307614096463343	17.919656464441484	17.919656464441484	7.857276480861031	7.855973271744518	0.0	7.851861522807084
20.0	1.0	1.0	1.0	0.0	0.0	0.0	6.217616909648412	0.0	1.5701771218192244	0.010998471742643663	0.0	0.020496471308620434	0.005464912009744717	2.538533849067365	0.4298228781807756	0.041033122191629474	0.4878585185599966	1.8340837135177235	0.16591628648227652	0.39209739015948075	2.2547582718071	1.416933890093752	0.583066109906248	0.0	0.0	0.17229888581053054	1.8277011141894695	0.0	0.0	1.6	0.2	0.2	0.2	0.1	0.12	10.0	10.0	10.0	80.0	10.0	5.0	4.0	10.0	5.0	10.0	0.02	1.0	4.0	4.0	1.0	0.1	0.1	2.0	2.0	2.0	2.0	0.5	0.0028195410209660623	4.0	0.0017161759620912547	80.0	62.176169096484124	0.003453909741054859	0.007518448842344807	0.009251977167964805	0.05854302222719959	4.211841093468171	1.9604869507974039	8.206624438325895E-4	2.2547582718071	2.286186999846808	2.3509240923524146	17.814509680460116	17.814509680460116	7.855877533551281	7.85487440026521	0.0	7.850885609096122
21.0	1.0	1.0	1.0	0.0	0.0	0.0	6.225580577167651	0.0	1.5700127453923014	0.009705041647575605	0.0	0.016907941320997846	0.007006974664921917	2.3712614128602474	0.4299872546076986	0.03859835246212777	0.4406447756623626	1.8258368918575498	0.17416310814245017	0.36479567711870536	2.0097173146645577	1.362143565426325	0.637856434573675	0.0	0.0	0.1731647121193174	1.8268352878806826	0.0	0.0	1.6	0.2	0.2	0.2	0.1	0.12	10.0	10.0	10.0	80.0	10.0	5.0	4.0	10.0	5.0	10.0	0.02	1.0	4.0	4.0	1.0	0.1	0.1	2.0	2.0	2.0	2.0	0.5	0.004232676393594981	4.0	0.0022002079061136724	80.0	62.25580577167651	0.00304740781625136	0.006174228605848109	0.007757177726066354	0.05287737307948351	4.129862578819985	1.8239783855935268	7.719670492425554E-4	2.0097173146645577	2.32687269954827	2.3723515709088767	17.737515071766087	17.737515071766087	7.855158900562794	7.854425706938679	0.0	7.850063726961507
22.0	1.0	1.0	1.0	0.0	0.0	0.0	6.231177795404891	0.0	1.5698663255121987	0.009323969761329461	0.0	0.014222533110538043	0.00965473175778612	2.2679465911551016	0.43013367448780127	0.03628310769777101	0.3976057255020264	1.8200641150916181	0.17993588490838186	0.3482379375234004	1.855259240964609	1.324457868322077	0.6755421316779231	0.0	0.0	0.17378935486674618	1.8262106451332538	0.0	0.0	1.6	0.2	0.2	0.2	0.1	0.12	10.0	10.0	10.0	80.0	10.0	5.0	4.0	10.0	5.0	10.0	0.02	1.0	4.0	4.0	1.0	0.1	0.1	2.0	2.0	2.0	2.0	0.5	0.006376395337065829	4.0	0.003031327653680326	80.0	62.31177795404891	0.0029274772296810267	0.005177184428038532	0.006731457084720381	0.04771268706024316	4.080849768044414	1.7411896876170019	7.256621539554202E-4	1.855259240964609	2.352493986456813	2.38317498560402	17.683615910235673	17.683615910235673	7.855146951799045	7.854622777099744	0.0	7.849331627560994
23.0	1.0	1.0	1.0	0.0	0.0	0.0	6.234989401658277	0.0	1.5697182423008729	0.009970972905226392	0.0	0.012407125351577838	0.013891790368295557	2.203277671473178	0.43028175769912713	0.034052537303611456	0.358614214820233	1.8161424626019638	0.18385753739803623	0.338044688295757	1.7591862883600327	1.299315071700716	0.700684928299284	0.0	0.0	0.17423675648477444	1.8257632435152256	0.0	0.0	1.6	0.2	0.2	0.2	0.1	0.12	10.0	10.0	10.0	80.0	10.0	5.0	4.0	10.0	5.0	10.0	0.02	1.0	4.0	4.0	1.0	0.1	0.1	2.0	2.0	2.0	2.0	0.5	0.009615945910652879	4.0	0.0043612393518666194	80.0	62.349894016582766	0.0031303236125643204	0.0045066214379651665	0.00599047567083818	0.04303370577842795	4.05089206881138	1.6902234414787851	6.810507460722292E-4	1.7591862883600327	2.368628181804663	2.388888693870465	17.64700769763165	17.64700769763165	7.855926175621907	7.855547101340601	0.0	7.848591211504364
24.0	1.0	1.0	1.0	0.0	0.0	0.0	6.237534860203977	0.0	1.5695440383006458	0.01189519553703047	0.0	0.01149250502443937	0.02045866637481769	2.1624061385822047	0.4304559616993542	0.032000123045672596	0.32342938620749867	1.8135266669934162	0.18647333300658375	0.3316892484012841	1.699567990837548	1.282806070871831	0.717193929128169	0.0	0.0	0.17456828557183446	1.8254317144281655	0.0	0.0	1.6	0.2	0.2	0.2	0.1	0.12	10.0	10.0	10.0	80.0	10.0	5.0	4.0	10.0	5.0	10.0	0.02	1.0	4.0	4.0	1.0	0.1	0.1	2.0	2.0	2.0	2.0	0.5	0.014489427827041455	4.0	0.006422155568035399	80.0	62.375348602039765	0.0037340066479133243	0.004168392866475325	0.0054386384831288095	0.03881152634489984	4.032310799753203	1.6584462420064205	6.400024609134519E-4	1.699567990837548	2.3788551531048623	2.392091236365502	17.62259577745366	17.62259577745366	7.85767964150677	7.857388208037203	0.0	7.847720191503229
25.0	1.0	1.0	1.0	0.0	0.0	0.0	6.239220475147543	0.0	1.5693134477202375	0.015527023832959574	0.0	0.01159296269040505	0.030461611471654704	2.1363471147960933	0.4306865522797625	0.030302877790037534	0.29177705815698807	1.8117948201247476	0.18820517987525243	0.3276883163377694	1.6624619987302651	1.2720429844371175	0.7279570155628825	0.0	0.0	0.17483725781787318	1.8251627421821268	0.0	0.0	1.6	0.2	0.2	0.2	0.1	0.12	10.0	10.0	10.0	80.0	10.0	5.0	4.0	10.0	5.0	10.0	0.02	1.0	4.0	4.0	1.0	0.1	0.1	2.0	2.0	2.0	2.0	0.5	0.021775306142549963	4.0	0.009560763304339357	80.0	62.39220475147543	0.004873353460827217	0.004200813950475065	0.005037738277810476	0.035013246978838564	4.020715930161753	1.6384415816888471	6.060575558007507E-4	1.6624619987302651	2.385430087960684	2.394050786950406	17.606434034015475	17.606434034015475	7.860730487798972	7.860477592043839	0.0	7.846567238601187
26.0	1.0	1.0	1.0	0.0	0.0	0.0	6.240342904951043	0.0	1.5689874395673713	0.021546885577964	0.0	0.012936152418384216	0.045513945181301634	2.1195210608810218	0.4310125604326287	0.029209840092497077	0.26339763209092265	1.8106404858137832	0.18935951418621677	0.3251488881867112	1.639230082598317	1.2650189184036955	0.7349810815963045	0.0	0.0	0.17509007602119064	1.8249099239788094	0.0	0.0	1.6	0.2	0.2	0.2	0.1	0.12	10.0	10.0	10.0	80.0	10.0	5.0	4.0	10.0	5.0	10.0	0.02	1.0	4.0	4.0	1.0	0.1	0.1	2.0	2.0	2.0	2.0	0.5	0.032564338302534156	4.0	0.014282161662924028	80.0	62.40342904951043	0.006761358566724172	0.004684544259876869	0.004788164858750762	0.03160771585091072	4.0135147839588505	1.6257444409335562	5.841968018499415E-4	1.639230082598317	2.389782815193049	2.3954336782529717	17.595654637446046	17.595654637446046	7.8655909889302045	7.865331954494746	0.0	7.844937197836856
27.0	1.0	1.0	1.0	0.0	0.0	0.0	6.241112488367908	0.0	1.5685142502170324	0.030976056248206024	0.0	0.01590552678715971	0.06789078921062928	2.1083804963156316	0.4314857497829676	0.02905625203210631	0.23807598739339508	1.8098471666303806	0.1901528333696194	0.3235204478713758	1.6245368746053421	1.2603732047146055	0.7396267952853945	0.0	0.0	0.1753700978854129	1.824629902114587	0.0	0.0	1.6	0.2	0.2	0.2	0.1	0.12	10.0	10.0	10.0	80.0	10.0	5.0	4.0	10.0	5.0	10.0	0.02	1.0	4.0	4.0	1.0	0.1	0.1	2.0	2.0	2.0	2.0	0.5	0.04829981153076904	4.0	0.021297534067070557	80.0	62.41112488367908	0.0097172771281671	0.005757314517900924	0.004720295286398311	0.028569118487207407	4.009145251956618	1.617602239356879	5.811250406421262E-4	1.6245368746053421	2.392843920684012	2.396635359796296	17.588227918161174	17.588227918161174	7.873018013903353	7.872709856720162	0.0	7.842571251085162
