time	Extracellular	PM	Cytosol	NM	Nucleus	PIP2_PHGFP_PM	PH_GFP_Cyt	PI_PM	stim_PM	IP3_PHGFP_Cyt	PIP2_PM	PIP_PM	DAG_PM	hv_Cytosol	IP3X_Cytosol	PLC_PM	PLC_act_PM	IP3_Cyt	KMOLE	PIP_basal_PIPSyn	kBasalSynPIP_PIPSyn	kStimSynPIP_PIPSyn	tauPIPsyn_PIPSyn	PIPsyndecay_PIPSyn	Ratebasal_PIPsyn_PIPSyn	Ratestim_PIPsyn_PIPSyn	tau0_PLCact	stimdecay_PLCact	signal_PLCact	kf_PIP2PH_PIP2_PH	KdPIP2PH_PIP2_PH	kr_PIP2PH_PIP2_PH	kStimSynPIP2_PIP2Syn	tauPIP2syn_PIP2Syn	PIP2syndecay_PIP2Syn	PIP2_basal_PIP2Syn	kBasalSynPIP2_PIP2Syn	Rate_PIP2Synbasal_PIP2Syn	Rate_PIP2SynStim_PIP2Syn	kf_IP3PH_IP3_PHGFP	KdIP3PH_IP3_PHGFP	kr_IP3PH_IP3_PHGFP	PIPSyn	PIP2_hyd	PLCact	PIP2_PH_hyd	PIP2_PH	IP3deg	PIP2Syn	IP3_PHGFP
81.0	0.277777777777778	0.5555555555556	1.0	0.111111111111111	0.111111111111111	0.0	0.0	138741.8440764468	1.0	0.0	3474.4785326307224	2777.448435920695	6720.228955000992	0.0	0.0	99.99998304404268	1.6955957404572704E-5	110.8244130548822	0.00166112956810631	2857.0	0.0055	0.019	0.05	1.0	9.022724093044817E-5	1.3262191385453603E-37	0.05	1.0	6.980100729186107E-36	0.12	2.0	0.24	0.92	0.05	1.0	4000.0	0.048	0.003915516187898077	6.421692670851219E-36	10.0	2.0	20.0	6.954607662567356	0.0785508133365247	-9.419976335874478E-7	0.0	0.0	1.1603530443905645	6.041746839944748	0.0
82.0	0.277777777777778	0.5555555555556	1.0	0.111111111111111	0.111111111111111	0.0	0.0	138729.45653548263	1.0	0.0	3485.104452815199	2779.075301164119	6720.363710537264	0.0	0.0	99.99998465762248	1.5342377596945136E-5	109.78116026253204	0.00166112956810631	2857.0	0.0055	0.019	0.05	1.0	8.835677757471347E-5	4.878887555589389E-38	0.05	1.0	2.5678355555733625E-36	0.12	2.0	0.24	0.92	0.05	1.0	4000.0	0.048	0.0038311428993449523	2.3624087111274937E-36	10.0	2.0	20.0	6.809826518981944	0.0712930513065199	-8.523543109414646E-7	0.0	0.0	1.0768928210025526	5.915019226000389	0.0
83.0	0.277777777777778	0.5555555555556	1.0	0.111111111111111	0.111111111111111	0.0	0.0	138717.32691385216	1.0	0.0	3495.5171845821646	2780.6698905802637	6720.486010984636	0.0	0.0	99.9999861176492	1.3882350887704174E-5	108.81147099991209	0.00166112956810631	2857.0	0.0055	0.019	0.05	1.0	8.652445617968143E-5	1.7948424274885284E-38	0.05	1.0	9.446539092044886E-37	0.12	2.0	0.24	0.92	0.05	1.0	4000.0	0.048	0.0037486795477859286	8.690815964681296E-37	10.0	2.0	20.0	6.6680229299561695	0.06470132812049773	-7.712417159836269E-7	0.0	0.0	0.9993176799929564	5.791022415535113	0.0
84.0	0.277777777777778	0.5555555555556	1.0	0.111111111111111	0.111111111111111	0.0	0.0	138705.4498938131	1.0	0.0	3505.720449253998	2782.2326571087924	6720.596999823347	0.0	0.0	99.9999874387354	1.2561264703047967E-5	107.91029955857469	0.00166112956810631	2857.0	0.0055	0.019	0.05	1.0	8.472969403723233E-5	6.602856292152749E-39	0.05	1.0	3.4751875221856573E-37	0.12	2.0	0.24	0.92	0.05	1.0	4000.0	0.048	0.003668083031244847	3.1971725204108047E-37	10.0	2.0	20.0	6.52915018377799	0.05871504338396164	-6.978480390582763E-7	0.0	0.0	0.9272239646859639	5.669700221398244	0.0
85.0	0.277777777777778	0.5555555555556	1.0	0.111111111111111	0.111111111111111	0.0	0.0	138693.82024274566	1.0	0.0	3515.7179715809602	2783.764069235214	6720.697716437404	0.0	0.0	99.99998863410306	1.1365897045563934E-5	107.07293261946894	0.00166112956810631	2857.0	0.0055	0.019	0.05	1.0	8.29718930390624E-5	2.429055082892495E-39	0.05	1.0	1.278450043627629E-37	0.12	2.0	0.24	0.92	0.05	1.0	4000.0	0.048	0.0035893108519153066	1.1761740401374187E-37	10.0	2.0	20.0	6.3931604546449785	0.05327905134164168	-6.314387247536024E-7	0.0	0.0	0.860234609557505	5.550996990488147	0.0
86.0	0.277777777777778	0.5555555555556	1.0	0.111111111111111	0.111111111111111	0.0	0.0	138682.4328149328	1.0	0.0	3525.513471396548	2785.264608179472	6720.789105490417	0.0	0.0	99.99998971571596	1.0284284162805106E-5	106.29496870039733	0.00166112956810631	2857.0	0.0055	0.019	0.05	1.0	8.125044288554268E-5	8.935994264691424E-40	0.05	1.0	4.703154876153381E-38	0.12	2.0	0.24	0.92	0.05	1.0	4000.0	0.048	0.0035123211612920766	4.326902486061111E-38	10.0	2.0	20.0	6.260005048143727	0.0483431764795233	-5.71349120155885E-7	0.0	0.0	0.7979974960317753	5.434857679504126	0.0
87.0	0.277777777777778	0.5555555555556	1.0	0.111111111111111	0.111111111111111	0.0	0.0	138671.28255292308	1.0	0.0	3535.1106562325112	2786.734765375537	6720.872025468148	0.0	0.0	99.9999906943993	9.305600808921999E-6	105.57229873900314	0.00166112956810631	2857.0	0.0055	0.019	0.05	1.0	7.956472394919962E-5	3.287368576405895E-40	0.05	1.0	1.73019398758205E-38	0.12	2.0	0.24	0.92	0.05	1.0	4000.0	0.048	0.0034370727974238086	1.5917784685754862E-38	10.0	2.0	20.0	6.1296346200031495	0.04386177144302489	-5.169778227179302E-7	0.0	0.0	0.7401838991202405	5.321227919837913	0.0
88.0	0.277777777777778	0.5555555555556	1.0	0.111111111111111	0.111111111111111	0.0	0.0	138660.36448852165	1.0	0.0	3544.5132148021744	2788.1750402147723	6720.947256460658	0.0	0.0	99.99999157994822	8.420051900957066E-6	104.90108776286112	0.00166112956810631	2857.0	0.0055	0.019	0.05	1.0	7.791410982602733E-5	1.2093553148127605E-40	0.05	1.0	6.36502797269874E-39	0.12	2.0	0.24	0.92	0.05	1.0	4000.0	0.048	0.003363525315183892	5.855825734882841E-39	10.0	2.0	20.0	6.001999370709177	0.039793313643019836	-4.6778066116431887E-7	0.0	0.0	0.6864870210288788	5.210054072737224	0.0
89.0	0.277777777777778	0.5555555555556	1.0	0.111111111111111	0.111111111111111	0.0	0.0	138649.67374345136	1.0	0.0	3553.7248112688876	2789.5859380283437	6721.015507250636	0.0	0.0	99.99999238122564	7.618774485451383E-6	104.2777575986307	0.00166112956810631	2857.0	0.0055	0.019	0.05	1.0	7.629796960471907E-5	4.4489695739103205E-41	0.05	1.0	2.341562933637011E-39	0.12	2.0	0.24	0.92	0.05	1.0	4000.0	0.048	0.0032916390103644535	2.15423789894605E-39	10.0	2.0	20.0	5.877049218323841	0.03610003722721746	-4.232652491917774E-7	0.0	0.0	0.6366206078904454	5.1012832757660815	0.0
90.0	0.277777777777778	0.5555555555556	1.0	0.111111111111111	0.111111111111111	0.0	0.0	138639.20552972032	1.0	0.0	3562.749080223896	2790.967968286197	6721.077421768803	0.0	0.0	99.99999310625111	6.893749034203367E-6	103.69897057286987	0.00166112956810631	2857.0	0.0055	0.019	0.05	1.0	7.471566988110113E-5	1.6366844406388785E-41	0.05	1.0	8.614128634941466E-40	0.12	2.0	0.24	0.92	0.05	1.0	4000.0	0.048	0.003221374938315295	7.924998344146148E-40	10.0	2.0	20.0	5.754733951631968	0.032747597374539174	-3.8298605745577324E-7	0.0	0.0	0.5903176458295785	4.994863481488129	0.0
91.0	0.277777777777778	0.5555555555556	1.0	0.111111111111111	0.111111111111111	0.0	0.0	138628.9551497302	1.0	0.0	3571.589622304773	2792.321642992186	6721.133584972033	0.0	0.0	99.99999376228097	6.237719181389347E-6	103.16161415795568	0.00166112956810631	2857.0	0.0055	0.019	0.05	1.0	7.316657654248937E-5	6.021025573962254E-42	0.05	1.0	3.168960828401186E-40	0.12	2.0	0.24	0.92	0.05	1.0	4000.0	0.048	0.003152694927774479	2.9154439621290914E-40	10.0	2.0	20.0	5.635003365538262	0.02970476412680453	-3.4653995452165813E-7	0.0	0.0	0.547329132636444	4.890743489209482	0.0
92.0	0.277777777777778	0.5555555555556	1.0	0.111111111111111	0.111111111111111	0.0	0.0	138618.91799615562	1.0	0.0	3580.2500003917694	2793.647475256798	6721.184528194998	0.0	0.0	99.99999435588104	5.644119098740715E-6	102.6627865175749	0.00166112956810631	2857.0	0.0055	0.019	0.05	1.0	7.165005634438648E-5	2.2150115234281962E-42	0.05	1.0	1.1657955386464192E-40	0.12	2.0	0.24	0.92	0.05	1.0	4000.0	0.048	0.003085561590470191	1.0725318955547056E-40	10.0	2.0	20.0	5.517807380457352	0.026943143207305675	-3.1356217215228705E-7	0.0	0.0	0.5074229214059814	4.788872970537271	0.0
93.0	0.277777777777778	0.5555555555556	1.0	0.111111111111111	0.111111111111111	0.0	0.0	138609.0895516216	1.0	0.0	3588.7337363251236	2794.9459780306174	6721.2307340218385	0.0	0.0	99.99999489299235	5.10700778191722E-6	102.19978290740526	0.00166112956810631	2857.0	0.0055	0.019	0.05	1.0	7.016547829983632E-5	8.1485720142707E-43	0.05	1.0	4.2887221127740527E-41	0.12	2.0	0.24	0.92	0.05	1.0	4000.0	0.048	0.0030199383270124763	3.9456243437521285E-41	10.0	2.0	20.0	5.403096147275085	0.02443692149152364	-2.837226545509794E-7	0.0	0.0	0.4703826325924103	4.689202489435948	0.0
94.0	0.277777777777778	0.5555555555556	1.0	0.111111111111111	0.111111111111111	0.0	0.0	138599.4653882042	1.0	0.0	3597.044308091577	2796.217662983197	6721.2726407202135	0.0	0.0	99.99999537899056	4.621009590386251E-6	101.77008288787317	0.00166112956810631	2857.0	0.0055	0.019	0.05	1.0	6.871221489984875E-5	2.997692118955159E-43	0.05	1.0	1.577732694186926E-41	0.12	2.0	0.24	0.92	0.05	1.0	4000.0	0.048	0.002955789329538904	1.4515140786519718E-41	10.0	2.0	20.0	5.290820139310664	0.022162634992982377	-2.5672275502147893E-7	0.0	0.0	0.43600663102984244	4.591683517397003	0.0
95.0	0.277777777777778	0.5555555555556	1.0	0.111111111111111	0.111111111111111	0.0	0.0	138590.04116677618	1.0	0.0	3605.185147433063	2797.463039513418	6721.310646276528	0.0	0.0	99.9999958187397	4.181260445705706E-6	101.37133830722503	0.00166112956810631	2857.0	0.0055	0.019	0.05	1.0	6.728964318160395E-5	1.1027893015252608E-43	0.05	1.0	5.804154218554004E-42	0.12	2.0	0.24	0.92	0.05	1.0	4000.0	0.048	0.0028930795815289906	5.339821881069684E-42	10.0	2.0	20.0	5.180930232576066	0.020098957408545018	-2.322922469836689E-7	0.0	0.0	0.4041070645779916	4.496268444277192	0.0
96.0	0.277777777777778	0.5555555555556	1.0	0.111111111111111	0.111111111111111	0.0	0.0	138580.81263621798	1.0	0.0	3613.159637834853	2798.682613878682	6721.345112067685	0.0	0.0	99.99999621664101	3.7833591497397766E-6	101.00136201456182	0.00166112956810631	2857.0	0.0055	0.019	0.05	1.0	6.589714565954594E-5	4.056935119749582E-44	0.05	1.0	2.1352290103945167E-42	0.12	2.0	0.24	0.92	0.05	1.0	4000.0	0.048	0.002831774855157877	1.9644106895629555E-42	10.0	2.0	20.0	5.073377775504351	0.01822650743369872	-2.101866194300044E-7	0.0	0.0	0.3745089611649347	4.402910585305448	0.0
97.0	0.277777777777778	0.5555555555556	1.0	0.111111111111111	0.111111111111111	0.0	0.0	138571.7756325117	1.0	0.0	3620.9711128543972	2799.876888431437	6721.376366201652	0.0	0.0	99.99999657667682	3.4233233355794527E-6	100.65811726394519	0.00166112956810631	2857.0	0.0055	0.019	0.05	1.0	6.453411113309858E-5	1.4924630247222747E-44	0.05	1.0	7.855068551169867E-43	0.12	2.0	0.24	0.92	0.05	1.0	4000.0	0.048	0.0027718417065200197	7.226663067076278E-43	10.0	2.0	20.0	4.9681146492111266	0.016527673210792734	-1.9018462975442925E-7	0.0	0.0	0.34704938111560446	4.311564184709098	0.0
98.0	0.277777777777778	0.5555555555556	1.0	0.111111111111111	0.111111111111111	0.0	0.0	138562.92607773462	1.0	0.0	3628.622854755656	2801.046360952592	6721.404706556322	0.0	0.0	99.99999690245055	3.097549610305668E-6	100.33970777216865	0.00166112956810631	2857.0	0.0055	0.019	0.05	1.0	6.319993538341881E-5	5.4904646350387085E-45	0.05	1.0	2.8897182289677414E-43	0.12	2.0	0.24	0.92	0.05	1.0	4000.0	0.048	0.0027132474690177997	2.658540770650322E-43	10.0	2.0	20.0	4.865093319250536	0.014986452412927363	-1.7208608946143978E-7	0.0	0.0	0.3215766217734808	4.2221844163648585	0.0
99.0	0.277777777777778	0.5555555555556	1.0	0.111111111111111	0.111111111111111	0.0	0.0	138554.2599789663	1.0	0.0	3636.118093417025	2802.1915240723247	6721.43040354356	0.0	0.0	99.99999719722265	2.802777490686757E-6	100.04436839428807	0.00166112956810631	2857.0	0.0055	0.019	0.05	1.0	6.189402177044286E-5	2.019829061709607E-45	0.05	1.0	1.0630679272155828E-43	0.12	2.0	0.24	0.92	0.05	1.0	4000.0	0.048	0.002655960245177752	9.780224930383361E-44	10.0	2.0	20.0	4.764266879736903	0.013588306594278532	-1.5570986059372116E-7	0.0	0.0	0.2979494715430351	4.134727381839303	0.0
100.0	0.277777777777778	0.5555555555556	1.0	0.111111111111111	0.111111111111111	0.0	0.0	138545.77342712268	1.0	0.0	3643.4600054839057	2803.3128647696635	6721.453702622973	0.0	0.0	99.99999746394337	2.5360567708631993E-6	99.7704563825079	0.00166112956810631	2857.0	0.0055	0.019	0.05	1.0	6.061578174044113E-5	7.43053586483569E-46	0.05	1.0	3.910808349913521E-44	0.12	2.0	0.24	0.92	0.05	1.0	4000.0	0.048	0.002599948897128258	3.5979436819204395E-44	10.0	2.0	20.0	4.665589090622083	0.012320028555036621	-1.4089204282574458E-7	0.0	0.0	0.27603651060062173	4.049150106146626	0.0
