time	ext	cell	FH2f	FH2b	DHFRf	DHFRtot	FH4	CH2FH4	CH3FH4	CHOFH4	FFH2	HCHO	FGAR	AICAR	MTX1	MTX2	MTX3	MTX4	MTX5	MTX1b	MTX2b	MTX3b	MTX4b	MTX5b	EMTX	dUMP	GAR	serine	formate	ATP	glutamine	glycine	NADP	NADPH	homocysteine	Keq	SHMT	SHMTr	HCHOtoCH2FH4	CH2FH4toHCHO	MTHFR	MTR	HCOOHtoCHOFH4	GARFT	ATIC7	MTHFD	TYMS	DHFReductase	FFH2syn	ATIC12	AICARsyn	FPGS12	FPGS23	FPGS34	FPGS45	GGH21	GGH32	GGH43	GGH54	RFC	MTX1export	MTX2export	MTX3export	MTX4export	MTX5export	MTX1on	MTX2on	MTX3on	MTX4on	MTX5on	MTX1off	MTX2off	MTX3off	MTX4off	MTX5off	DHFRfsyn	DHFRdeg	FH2bdeg	MTX1deg	MTX2deg	MTX3deg	MTX4deg	MTX5deg
10.0	1.0	1.0	0.0012103654549646403	0.0024183604637795764	0.6393732944336821	0.6417916548974616	0.4593491475939511	0.26215260711315397	1.628906240821047	1.0003099832825464	3.2905172318929807E-4	0.007379800280457346	16.493567254317394	3.6950413486904097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.32	1442.4815702059955	137.84481974282983	0.07864579526320704	0.07864578213394618	0.9990632215278779	0.999030349204517	1.6769352387227292	650.1455482912029	650.0664735838167	1298.5353330351043	5.1012174995282615	5.101289562296639	0.07867375457270162	0.07867405657533696	650.1452108276254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0192	0.01925374964692385	7.255081391338729E-5	0.0	0.0	0.0	0.0	0.0
11.0	1.0	1.0	0.0012104882786252954	0.0024184055648717416	0.6393203423975604	0.6417387479624321	0.45936024123785346	0.2621579852910205	1.6289393711892899	1.0003327762179859	3.2908521862231834E-4	0.007379773440190732	16.493929934112394	3.695039757884902	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.32	1442.5089963909336	137.847647459238	0.07864740858018786	0.07864739558730616	0.9990833069108951	0.9990504071248159	1.6769756573055066	650.1578207176497	650.0787380046944	1298.5598321850587	5.1013126465096015	5.101384698540452	0.0786817381106442	0.07868203143525913	650.1574828414871	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0192	0.019252162438872962	7.255216694615225E-5	0.0	0.0	0.0	0.0	0.0
12.0	1.0	1.0	0.0012106081556296005	0.0024184506542215363	0.6392689539980899	0.6416874046523114	0.45937133763755866	0.26216336057125844	1.6289725170900566	1.0003555588620918	3.291179134603E-4	0.00737974649332518	16.494292487799058	3.695038170574478	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.32	1442.5364291069804	137.8504736521333	0.078649021219105	0.07864900817137753	0.9991033885916382	0.9990704744383746	1.6770160859248833	650.1700882430048	650.09099784491	1298.5843180547633	5.101407748862768	5.101479810014909	0.07868953011592403	0.0786898150396134	650.1697505118423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0192	0.019250622139569344	7.255351962664608E-5	0.0	0.0	0.0	0.0	0.0
13.0	1.0	1.0	0.0012107251763336783	0.0024184957406525594	0.6392190830229547	0.6416375787636073	0.4593824304721333	0.26216873555721826	1.629005675754921	1.0003783375875128	3.2914983261373625E-4	0.007379719589893187	16.494654992283312	3.695036584595899	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.32	1442.563852727448	137.85329969029482	0.07865063369666436	0.07865062066716548	0.9991234762164732	0.9990905494691091	1.6770565015511734	650.1823542841619	650.1032562592986	1298.6088025032639	5.101502852569159	5.101574915332509	0.07869713646168909	0.07869741330150722	650.1820164410003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0192	0.01924912736290822	7.255487221957678E-5	0.0	0.0	0.0	0.0	0.0
14.0	1.0	1.0	0.0012108394247800657	0.0024185408253384736	0.6391706846255746	0.641589225450913	0.45939352306365816	0.26217410983062756	1.6290388441799388	1.000401112386069	3.291809983449624E-4	0.0073796926739983296	16.49501745668653	3.6950350008629327	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.32	1442.5912754653075	137.85612535380488	0.07865224598593573	0.07865223294918826	0.9991435679918719	0.9991106303983501	1.6770969162880451	650.1946188157016	650.1155133644737	1298.6332836252443	5.101597950003896	5.101670016968977	0.07870456261070427	0.07870483155790878	650.1942809376266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0192	0.01924767676352739	7.25562247601542E-5	0.0	0.0	0.0	0.0	0.0
15.0	1.0	1.0	0.0012109509825190088	0.0024185859092976003	0.639123715284721	0.6415423011940186	0.4594046145620081	0.26217948372864375	1.6290720219276251	1.0004238841040172	3.2921143311855734E-4	0.007379665765493855	16.49537989067453	3.695033419030083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.32	1442.618695218964	137.85895081993286	0.0786538581529611	0.07865384511859312	0.9991636649944328	0.9991307169612254	1.6771373270381549	650.206882273578	650.127769555347	1298.6577629565634	5.1016930469521125	5.101765117072358	0.07871181386373557	0.07871207517095177	650.206544328801	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0192	0.019246269035820555	7.2557577278928E-5	0.0	0.0	0.0	0.0	0.0
16.0	1.0	1.0	0.0012110599283081393	0.002418630992656798	0.6390781327654086	0.6414967637580654	0.4594157054198524	0.26218485720168955	1.629105208436587	1.000446652800712	3.292411581906122E-4	0.007379638856934046	16.49574229589124	3.695031839164249	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.32	1442.6461131075494	137.86177606261214	0.07865547019588891	0.07865545716050686	0.9991837668414766	0.9991508088178462	1.6771777354507575	650.2191446699264	650.1400248576491	1298.6822402714038	5.101788142343671	5.10186021591025	0.07871889534002906	0.07871914922153966	650.2188066701669	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0192	0.019244902912741963	7.255892977970395E-5	0.0	0.0	0.0	0.0	0.0
17.0	1.0	1.0	0.0012111663386330082	0.002418676075558316	0.6390338960808762	0.6414525721564346	0.4594267955447993	0.2621902303041576	1.6291384034591283	1.0004694186642986	3.292701944001734E-4	0.007379611950896494	16.496104674332646	3.695030261169461	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.32	1442.6735289027179	137.86460111044107	0.07865708212637597	0.07865706909124728	0.9992038735501068	0.999170905818244	1.6772181411892344	650.2314060868688	650.1522793435695	1298.7067158175544	5.101883236958493	5.101955313782712	0.07872581201114554	0.07872605868791997	650.231068029279	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0192	0.01924357716469304	7.256028226674948E-5	0.0	0.0	0.0	0.0	0.0
18.0	1.0	1.0	0.0012112702877105342	0.0024187211580373852	0.6389909654557046	0.641409686613742	0.4594378850190191	0.262195603040268	1.6291716067264022	1.0004921817820909	3.2929856188850605E-4	0.007379585046341186	16.496467027003575	3.6950286850064904	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.32	1442.7009428076583	137.86742596563852	0.07865869394740821	0.0786586809120804	0.999223984952819	0.9991910077996444	1.6772585445529646	650.2436665527184	650.1645330390047	1298.7311896142546	5.1019783306918205	5.10205041076406	0.07873256870118472	0.07873280838262407	650.2433284401536	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0192	0.01924229059841226	7.256163474112156E-5	0.0	0.0	0.0	0.0	0.0
19.0	1.0	1.0	0.0012113718476088123	0.00241876624013567	0.6389493022900129	0.6413680685301486	0.45944897385340194	0.26220097542839205	1.6292048180138798	1.0005149422588402	3.2932628024535823E-4	0.007379558143552506	16.49682935497416	3.695027110616034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.32	1442.7283548493458	137.87025063786356	0.07866030566388378	0.0786602926285176	0.999244100941069	0.9992111146261055	1.6772989455816267	650.2559261057277	650.1767859768411	1298.7556617452065	5.1020734236951375	5.102145506942183	0.07873917009457279	0.07873940298601328	650.2555879390159	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0192	0.019241042055904458	7.25629872040701E-5	0.0	0.0	0.0	0.0	0.0
20.0	1.0	1.0	0.0012114710882981223	0.0024188113218807697	0.6389088691247193	0.6413276804466002	0.45946006208083584	0.262206347479897	1.6292380370986395	1.0005377001837996	3.293533684780754E-4	0.007379531242342722	16.497191659164663	3.69502553794764	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.32	1442.7557651091327	137.873075133093	0.07866191727943471	0.0786619042439691	0.9992642213849412	0.9992312261626577	1.677339344395045	650.2681847763212	650.18903818325	1298.7801322622051	5.102168516000751	5.1022406023752955	0.07874562073937795	0.07874584703942805	650.2678465570194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0192	0.019239830413398003	7.25643396564231E-5	0.0	0.0	0.0	0.0	0.0
21.0	1.0	1.0	0.0012115680777177848	0.0024188564033007036	0.6388696296078246	0.6412884860111253	0.4594711497246392	0.26221171920780295	1.6292712637686877	1.0005604556464947	3.2937984504694223E-4	0.00737950434269626	16.497553940484174	3.695023966949648	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.32	1442.783173644712	137.87589945817237	0.07866352879788954	0.07866351576234089	0.9992843461658065	0.9992513422809484	1.6773797410781783	650.2804425955829	650.2012896848073	1298.8046012245736	5.102263607675188	5.102335697122505	0.07875192505165601	0.07875214495344986	650.2801043249384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0192	0.019238654580333758	7.256569209902111E-5	0.0	0.0	0.0	0.0	0.0
22.0	1.0	1.0	0.0012116628818327614	0.0024189014844211852	0.6388315484616922	0.6412504499461134	0.45948223681007855	0.2622170906238667	1.6293044978173021	1.0005832087322155	3.2940572787399443E-4	0.007379477444540387	16.49791619980062	3.6950223975727914	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.32	1442.8105805185896	137.87872361928314	0.078665140222801	0.07866512718716001	0.9993044751651238	0.9992714628558167	1.6774201357230838	650.2926995928125	650.2135405065548	1298.8290686858822	5.102358698767344	5.102430791238048	0.07875808731912949	0.07875830101007324	650.2923612721545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0192	0.0192375134983834	7.256704453263555E-5	0.0	0.0	0.0	0.0	0.0
23.0	1.0	1.0	0.001211755564690591	0.002418946565266756	0.6387945914512971	0.6412135380165639	0.459493323360617	0.262222461739716	1.629337739044085	1.000605959523893	3.2943103436098653E-4	0.007379450547824418	16.49827843795442	3.695020829768941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.32	1442.8379857888121	137.88154762253885	0.07866675155764788	0.07866673852191479	0.9993246082686013	0.999291587765931	1.6774605284152466	650.3049557965197	650.2257906728255	1298.8535346991093	5.102453789328464	5.102525884773695	0.07876411170488842	0.07876431936697681	650.304617427117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0192	0.019236406140496917	7.256839695800268E-5	0.0	0.0	0.0	0.0	0.0
24.0	1.0	1.0	0.0012118461884772272	0.002418991645862823	0.6387587253534112	0.641177716999274	0.4595044094002311	0.2622278325668542	1.6293709872550248	1.0006287081029286	3.294557814038219E-4	0.0073794236524876025	16.4986406557751	3.6950192634914707	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.32	1442.8653895146922	137.88437147398784	0.07866836280588956	0.07866834977005627	0.9993447453660762	0.9993117168938255	1.6775009192420238	650.3172112348624	650.2380402077451	1298.8779993166684	5.102548879412086	5.102620977783039	0.07877000225101977	0.07877020406097869	650.3168728179066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0192	0.019235331509978217	7.256974937588469E-5	0.0	0.0	0.0	0.0	0.0
25.0	1.0	1.0	0.0012119348135688477	0.0024190367262326884	0.6387239179267009	0.6411429546529336	0.45951549495079985	0.2622332031161272	1.6294042422614647	1.000651454547407	3.294799854064912E-4	0.007379396758482835	16.499002854054776	3.6950176986949135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.32	1442.8927917503547	137.88719517933245	0.07866997397077156	0.07866996093483815	0.9993648863493646	0.9993318501252771	1.6775413082831303	650.3294659346656	650.2502891341854	1298.9024625879765	5.102643969064461	5.102716070315233	0.0787757628819751	0.07877595901136127	650.3291274713374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0192	0.019234288639588006	7.257110178698065E-5	0.0	0.0	0.0	0.0	0.0
26.0	1.0	1.0	0.0012120214985844558	0.002419081806399099	0.6386901378827073	0.6411092196891064	0.45952658003447666	0.26223857339818657	1.629437503880149	1.0006741989333465	3.2950366229570486E-4	0.007379369865754378	16.4993650335655	3.6950161353354085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.32	1442.9201925506015	137.89001874417318	0.07867158505549436	0.07867157201945597	0.999385031113889	0.9993519873493335	1.6775816956192788	650.3417199220848	650.2625374745077	1298.9269245615649	5.102739058332645	5.102811162418259	0.07878139740798963	0.07878158802337626	650.3413814135433	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0192	0.01923327659067319	7.257245419197297E-5	0.0	0.0	0.0	0.0	0.0
