time	compartment	EI	PyrPI	EIP	HPr	EIPHPr	HPrP	EIIA	HPrPIIA	EIIAP	EIICB	EIIAPIICB	EIICBP	EIICBPGlc	PEP	Pyr	GlcP	Glc	v1	v2	v3	v4	v5	v6	v7	v8	v9	v10
18.0	1.0	0.2692741979754586	3.048754381655698	1.1900634086327802	1.2761269274602611	0.4919080115284554	29.781974006862924	0.6414812008437579	18.449991053491885	15.435683744657105	1.4128123755078243	5.472844002306384	0.1195359651783146	2.994807657067313	2800.0	900.0	50.0	500.0	14374.69529458182	14374.695294581761	14374.695294581714	14374.695294581721	14374.695294581703	14374.695294581703	14374.695294581717	14374.695294581714	14374.695294581714	14374.695294581716
19.0	1.0	0.2692741979754586	3.048754381655698	1.1900634086327804	1.2761269274602607	0.49190801152845537	29.781974006862928	0.6414812008437579	18.449991053491882	15.435683744657105	1.4128123755078241	5.472844002306383	0.11953596517831458	2.9948076570673123	2800.0	900.0	50.0	500.0	14374.69529458182	14374.695294581703	14374.69529458171	14374.69529458171	14374.69529458182	14374.695294581717	14374.695294581714	14374.695294581712	14374.695294581712	14374.695294581712
20.0	1.0	0.2692741979754586	3.0487543816556983	1.1900634086327804	1.2761269274602611	0.4919080115284554	29.781974006862928	0.6414812008437579	18.449991053491885	15.435683744657103	1.4128123755078241	5.472844002306383	0.11953596517831458	2.9948076570673123	2800.0	900.0	50.0	500.0	14374.695294581586	14374.695294581703	14374.695294581717	14374.695294581717	14374.695294581761	14374.695294581717	14374.69529458171	14374.695294581712	14374.695294581712	14374.695294581712
21.0	1.0	0.26927419797545865	3.0487543816556983	1.1900634086327804	1.2761269274602607	0.4919080115284554	29.781974006862928	0.6414812008437577	18.449991053491882	15.435683744657107	1.4128123755078241	5.472844002306384	0.1195359651783146	2.9948076570673123	2800.0	900.0	50.0	500.0	14374.69529458182	14374.695294581703	14374.69529458171	14374.695294581714	14374.695294581703	14374.695294581703	14374.695294581717	14374.695294581714	14374.695294581714	14374.695294581712
22.0	1.0	0.2692741979754586	3.0487543816556983	1.1900634086327804	1.2761269274602611	0.4919080115284554	29.781974006862924	0.641481200843758	18.449991053491885	15.435683744657105	1.4128123755078243	5.472844002306384	0.11953596517831461	2.994807657067313	2800.0	900.0	50.0	500.0	14374.695294581586	14374.695294581703	14374.695294581717	14374.695294581721	14374.695294581761	14374.695294581703	14374.695294581717	14374.695294581714	14374.695294581716	14374.695294581716
23.0	1.0	0.26927419797545865	3.0487543816556983	1.1900634086327804	1.2761269274602611	0.4919080115284554	29.781974006862928	0.6414812008437579	18.449991053491885	15.435683744657105	1.4128123755078243	5.472844002306383	0.1195359651783146	2.9948076570673123	2800.0	900.0	50.0	500.0	14374.69529458182	14374.695294581703	14374.695294581717	14374.695294581714	14374.695294581761	14374.695294581703	14374.695294581717	14374.695294581712	14374.695294581714	14374.695294581712
24.0	1.0	0.26927419797545865	3.0487543816556983	1.1900634086327804	1.276126927460261	0.4919080115284554	29.781974006862928	0.6414812008437579	18.449991053491885	15.435683744657105	1.4128123755078241	5.472844002306383	0.1195359651783146	2.9948076570673123	2800.0	900.0	50.0	500.0	14374.69529458182	14374.695294581703	14374.695294581714	14374.695294581714	14374.695294581761	14374.695294581717	14374.695294581714	14374.695294581712	14374.695294581714	14374.695294581712
25.0	1.0	0.26927419797545865	3.0487543816556983	1.1900634086327804	1.276126927460261	0.4919080115284554	29.781974006862928	0.6414812008437578	18.449991053491885	15.435683744657107	1.412812375507824	5.472844002306383	0.1195359651783146	2.994807657067312	2800.0	900.0	50.0	500.0	14374.69529458182	14374.695294581703	14374.695294581714	14374.695294581714	14374.695294581703	14374.695294581717	14374.695294581714	14374.695294581712	14374.695294581714	14374.69529458171
26.0	1.0	0.26927419797545865	3.0487543816556983	1.1900634086327804	1.2761269274602607	0.4919080115284554	29.781974006862935	0.6414812008437578	18.449991053491885	15.435683744657108	1.4128123755078237	5.472844002306383	0.11953596517831458	2.9948076570673123	2800.0	900.0	50.0	500.0	14374.69529458182	14374.695294581703	14374.69529458171	14374.695294581707	14374.695294581761	14374.695294581717	14374.69529458171	14374.695294581712	14374.695294581712	14374.695294581712
27.0	1.0	0.2692741979754586	3.0487543816556983	1.1900634086327804	1.276126927460261	0.4919080115284554	29.781974006862935	0.6414812008437578	18.449991053491885	15.435683744657107	1.412812375507824	5.472844002306383	0.11953596517831458	2.994807657067312	2800.0	900.0	50.0	500.0	14374.695294581586	14374.695294581703	14374.695294581714	14374.695294581714	14374.695294581761	14374.695294581717	14374.695294581714	14374.695294581712	14374.695294581712	14374.69529458171
28.0	1.0	0.2692741979754586	3.048754381655698	1.1900634086327802	1.2761269274602611	0.4919080115284554	29.781974006862935	0.6414812008437578	18.44999105349189	15.435683744657108	1.4128123755078235	5.472844002306383	0.1195359651783146	2.9948076570673123	2800.0	900.0	50.0	500.0	14374.69529458182	14374.695294581761	14374.695294581714	14374.695294581714	14374.695294581645	14374.695294581703	14374.695294581707	14374.695294581712	14374.695294581714	14374.695294581712
29.0	1.0	0.2692741979754586	3.048754381655698	1.1900634086327802	1.2761269274602611	0.4919080115284554	29.78197400686294	0.6414812008437578	18.44999105349189	15.435683744657108	1.4128123755078235	5.472844002306383	0.11953596517831457	2.994807657067312	2800.0	900.0	50.0	500.0	14374.69529458182	14374.695294581761	14374.695294581714	14374.69529458171	14374.695294581761	14374.695294581703	14374.695294581707	14374.695294581712	14374.69529458171	14374.69529458171
30.0	1.0	0.2692741979754586	3.048754381655698	1.1900634086327804	1.276126927460261	0.4919080115284554	29.78197400686294	0.6414812008437578	18.44999105349189	15.435683744657112	1.4128123755078232	5.472844002306382	0.11953596517831457	2.994807657067312	2800.0	900.0	50.0	500.0	14374.69529458182	14374.695294581703	14374.695294581714	14374.69529458171	14374.695294581761	14374.695294581703	14374.69529458171	14374.69529458171	14374.69529458171	14374.69529458171
31.0	1.0	0.2692741979754586	3.048754381655698	1.1900634086327802	1.276126927460261	0.4919080115284555	29.78197400686294	0.6414812008437577	18.44999105349189	15.43568374465711	1.4128123755078232	5.472844002306382	0.11953596517831457	2.994807657067312	2800.0	900.0	50.0	500.0	14374.69529458182	14374.695294581761	14374.69529458171	14374.69529458171	14374.695294581645	14374.695294581703	14374.695294581707	14374.69529458171	14374.69529458171	14374.69529458171
32.0	1.0	0.2692741979754586	3.0487543816556983	1.1900634086327802	1.2761269274602607	0.4919080115284555	29.78197400686294	0.6414812008437577	18.44999105349189	15.435683744657112	1.4128123755078232	5.472844002306382	0.11953596517831457	2.994807657067312	2800.0	900.0	50.0	500.0	14374.695294581586	14374.695294581761	14374.695294581707	14374.69529458171	14374.695294581645	14374.695294581717	14374.69529458171	14374.69529458171	14374.69529458171	14374.69529458171
33.0	1.0	0.26927419797545865	3.048754381655699	1.1900634086327806	1.2761269274602607	0.49190801152845554	29.78197400686294	0.6414812008437577	18.44999105349189	15.435683744657114	1.4128123755078232	5.472844002306382	0.11953596517831455	2.9948076570673114	2800.0	900.0	50.0	500.0	14374.695294581586	14374.695294581703	14374.695294581714	14374.69529458171	14374.695294581645	14374.695294581703	14374.69529458171	14374.69529458171	14374.695294581708	14374.695294581708
34.0	1.0	0.2692741979754587	3.048754381655699	1.1900634086327806	1.2761269274602602	0.49190801152845554	29.781974006862942	0.6414812008437576	18.449991053491885	15.435683744657117	1.4128123755078228	5.472844002306382	0.11953596517831455	2.9948076570673114	2800.0	900.0	50.0	500.0	14374.69529458182	14374.695294581703	14374.695294581707	14374.695294581703	14374.695294581703	14374.695294581703	14374.69529458171	14374.69529458171	14374.695294581708	14374.695294581708
35.0	1.0	0.2692741979754587	3.048754381655699	1.1900634086327806	1.2761269274602605	0.49190801152845554	29.78197400686294	0.6414812008437576	18.44999105349189	15.435683744657114	1.412812375507823	5.472844002306383	0.11953596517831458	2.9948076570673114	2800.0	900.0	50.0	500.0	14374.69529458182	14374.695294581703	14374.69529458171	14374.695294581707	14374.695294581586	14374.695294581717	14374.69529458171	14374.695294581712	14374.695294581712	14374.695294581708
36.0	1.0	0.2692741979754587	3.048754381655699	1.1900634086327806	1.2761269274602605	0.4919080115284556	29.781974006862942	0.6414812008437576	18.449991053491885	15.435683744657116	1.4128123755078228	5.472844002306382	0.11953596517831455	2.9948076570673114	2800.0	900.0	50.0	500.0	14374.69529458182	14374.695294581703	14374.695294581708	14374.69529458171	14374.695294581703	14374.695294581703	14374.69529458171	14374.69529458171	14374.695294581708	14374.695294581708
37.0	1.0	0.2692741979754587	3.048754381655699	1.1900634086327806	1.2761269274602607	0.4919080115284556	29.78197400686294	0.6414812008437578	18.44999105349189	15.435683744657112	1.4128123755078235	5.472844002306382	0.11953596517831458	2.9948076570673114	2800.0	900.0	50.0	500.0	14374.69529458182	14374.695294581703	14374.695294581712	14374.695294581714	14374.695294581761	14374.695294581717	14374.695294581714	14374.69529458171	14374.695294581712	14374.695294581708
38.0	1.0	0.26927419797545865	3.048754381655699	1.1900634086327806	1.2761269274602605	0.49190801152845554	29.781974006862942	0.6414812008437577	18.44999105349189	15.435683744657112	1.412812375507823	5.472844002306382	0.11953596517831457	2.9948076570673114	2800.0	900.0	50.0	500.0	14374.695294581586	14374.695294581703	14374.69529458171	14374.695294581707	14374.695294581645	14374.695294581732	14374.695294581707	14374.69529458171	14374.69529458171	14374.695294581708
39.0	1.0	0.26927419797545865	3.048754381655699	1.1900634086327806	1.2761269274602605	0.49190801152845565	29.781974006862942	0.6414812008437577	18.44999105349189	15.435683744657112	1.4128123755078232	5.472844002306382	0.11953596517831457	2.9948076570673114	2800.0	900.0	50.0	500.0	14374.695294581586	14374.695294581703	14374.695294581707	14374.695294581714	14374.695294581645	14374.695294581732	14374.69529458171	14374.69529458171	14374.69529458171	14374.695294581708
40.0	1.0	0.2692741979754587	3.048754381655699	1.1900634086327806	1.2761269274602602	0.4919080115284556	29.781974006862946	0.6414812008437576	18.44999105349189	15.435683744657117	1.4128123755078226	5.472844002306381	0.11953596517831455	2.9948076570673114	2800.0	900.0	50.0	500.0	14374.69529458182	14374.695294581703	14374.695294581705	14374.695294581707	14374.695294581645	14374.695294581717	14374.695294581707	14374.695294581707	14374.695294581708	14374.695294581708
41.0	1.0	0.26927419797545865	3.0487543816556983	1.1900634086327806	1.2761269274602605	0.4919080115284556	29.781974006862946	0.6414812008437577	18.44999105349189	15.435683744657117	1.4128123755078226	5.472844002306381	0.11953596517831452	2.9948076570673106	2800.0	900.0	50.0	500.0	14374.69529458182	14374.695294581645	14374.695294581708	14374.69529458171	14374.695294581761	14374.695294581703	14374.695294581707	14374.695294581707	14374.695294581703	14374.695294581705
42.0	1.0	0.2692741979754587	3.048754381655699	1.1900634086327806	1.2761269274602607	0.49190801152845565	29.781974006862942	0.6414812008437577	18.44999105349189	15.435683744657116	1.4128123755078228	5.472844002306381	0.11953596517831455	2.9948076570673114	2800.0	900.0	50.0	500.0	14374.69529458182	14374.695294581703	14374.69529458171	14374.69529458171	14374.695294581645	14374.695294581703	14374.69529458171	14374.695294581707	14374.695294581708	14374.695294581708
43.0	1.0	0.26927419797545865	3.048754381655699	1.1900634086327806	1.2761269274602602	0.4919080115284556	29.781974006862942	0.6414812008437577	18.44999105349189	15.435683744657117	1.4128123755078226	5.472844002306381	0.11953596517831455	2.994807657067311	2800.0	900.0	50.0	500.0	14374.695294581586	14374.695294581703	14374.695294581705	14374.695294581714	14374.695294581645	14374.695294581717	14374.695294581707	14374.695294581707	14374.695294581708	14374.695294581707
44.0	1.0	0.26927419797545865	3.048754381655699	1.1900634086327806	1.2761269274602605	0.4919080115284556	29.781974006862942	0.6414812008437577	18.44999105349189	15.435683744657116	1.4128123755078226	5.472844002306381	0.11953596517831454	2.9948076570673114	2800.0	900.0	50.0	500.0	14374.695294581586	14374.695294581703	14374.695294581708	14374.695294581714	14374.695294581645	14374.695294581717	14374.695294581707	14374.695294581707	14374.695294581705	14374.695294581708
45.0	1.0	0.2692741979754587	3.0487543816556992	1.1900634086327806	1.2761269274602602	0.4919080115284556	29.781974006862942	0.6414812008437577	18.44999105349189	15.43568374465712	1.4128123755078223	5.472844002306381	0.11953596517831454	2.994807657067311	2800.0	900.0	50.0	500.0	14374.695294581586	14374.695294581761	14374.695294581705	14374.69529458171	14374.695294581645	14374.695294581717	14374.695294581707	14374.695294581707	14374.695294581705	14374.695294581707
46.0	1.0	0.2692741979754587	3.0487543816556992	1.1900634086327808	1.2761269274602602	0.4919080115284556	29.781974006862946	0.6414812008437577	18.44999105349189	15.43568374465712	1.4128123755078223	5.472844002306381	0.11953596517831457	2.9948076570673114	2800.0	900.0	50.0	500.0	14374.695294581586	14374.695294581703	14374.695294581708	14374.695294581707	14374.695294581761	14374.695294581717	14374.695294581707	14374.695294581707	14374.69529458171	14374.695294581708
47.0	1.0	0.2692741979754587	3.0487543816556992	1.1900634086327808	1.2761269274602602	0.49190801152845565	29.781974006862942	0.6414812008437578	18.44999105349189	15.435683744657117	1.4128123755078221	5.47284400230638	0.11953596517831454	2.994807657067311	2800.0	900.0	50.0	500.0	14374.695294581586	14374.695294581703	14374.695294581707	14374.69529458171	14374.695294581761	14374.695294581717	14374.695294581705	14374.695294581705	14374.695294581705	14374.695294581707
48.0	1.0	0.2692741979754587	3.0487543816556992	1.1900634086327808	1.27612692746026	0.4919080115284556	29.781974006862946	0.6414812008437576	18.449991053491885	15.435683744657121	1.4128123755078221	5.47284400230638	0.11953596517831455	2.994807657067311	2800.0	900.0	50.0	500.0	14374.695294581586	14374.695294581703	14374.695294581705	14374.695294581707	14374.695294581761	14374.695294581703	14374.695294581705	14374.695294581705	14374.695294581708	14374.695294581707
49.0	1.0	0.2692741979754587	3.0487543816556992	1.1900634086327808	1.27612692746026	0.49190801152845565	29.781974006862946	0.6414812008437576	18.449991053491885	15.435683744657121	1.4128123755078221	5.47284400230638	0.11953596517831452	2.9948076570673106	2800.0	900.0	50.0	500.0	14374.695294581586	14374.695294581703	14374.695294581703	14374.695294581707	14374.695294581761	14374.695294581703	14374.695294581705	14374.695294581705	14374.695294581703	14374.695294581705
50.0	1.0	0.2692741979754587	3.0487543816556992	1.190063408632781	1.2761269274602598	0.4919080115284556	29.78197400686295	0.6414812008437574	18.449991053491885	15.43568374465712	1.412812375507822	5.47284400230638	0.11953596517831452	2.9948076570673106	2800.0	900.0	50.0	500.0	14374.695294581586	14374.695294581645	14374.695294581701	14374.695294581703	14374.695294581703	14374.695294581717	14374.695294581705	14374.695294581705	14374.695294581703	14374.695294581705
51.0	1.0	0.2692741979754587	3.0487543816556997	1.1900634086327808	1.2761269274602598	0.4919080115284556	29.78197400686295	0.6414812008437574	18.449991053491885	15.435683744657121	1.4128123755078221	5.47284400230638	0.11953596517831454	2.9948076570673106	2800.0	900.0	50.0	500.0	14374.695294581354	14374.695294581761	14374.695294581701	14374.695294581703	14374.695294581703	14374.695294581703	14374.695294581705	14374.695294581705	14374.695294581705	14374.695294581705
52.0	1.0	0.26927419797545865	3.0487543816556992	1.1900634086327808	1.2761269274602602	0.4919080115284556	29.78197400686295	0.6414812008437574	18.449991053491885	15.435683744657117	1.4128123755078223	5.47284400230638	0.11953596517831451	2.9948076570673106	2800.0	900.0	50.0	500.0	14374.695294581354	14374.695294581703	14374.695294581708	14374.695294581707	14374.695294581703	14374.695294581703	14374.695294581708	14374.695294581705	14374.695294581701	14374.695294581705
53.0	1.0	0.2692741979754587	3.0487543816556992	1.1900634086327808	1.27612692746026	0.49190801152845565	29.78197400686295	0.6414812008437574	18.449991053491885	15.43568374465712	1.4128123755078221	5.47284400230638	0.11953596517831452	2.9948076570673106	2800.0	900.0	50.0	500.0	14374.695294581586	14374.695294581703	14374.695294581703	14374.695294581703	14374.695294581703	14374.695294581717	14374.695294581705	14374.695294581705	14374.695294581703	14374.695294581705
54.0	1.0	0.2692741979754587	3.0487543816556992	1.1900634086327808	1.27612692746026	0.4919080115284556	29.78197400686295	0.6414812008437574	18.449991053491885	15.435683744657121	1.412812375507822	5.472844002306379	0.11953596517831452	2.99480765706731	2800.0	900.0	50.0	500.0	14374.695294581586	14374.695294581703	14374.695294581705	14374.695294581703	14374.695294581703	14374.695294581703	14374.695294581707	14374.695294581703	14374.695294581703	14374.695294581703
55.0	1.0	0.2692741979754587	3.048754381655699	1.1900634086327806	1.27612692746026	0.4919080115284556	29.78197400686295	0.6414812008437575	18.449991053491885	15.435683744657123	1.4128123755078215	5.472844002306379	0.11953596517831452	2.99480765706731	2800.0	900.0	50.0	500.0	14374.69529458182	14374.695294581703	14374.695294581701	14374.695294581703	14374.695294581761	14374.695294581703	14374.695294581703	14374.695294581703	14374.695294581703	14374.695294581703
56.0	1.0	0.26927419797545865	3.048754381655699	1.1900634086327806	1.27612692746026	0.49190801152845554	29.781974006862946	0.6414812008437575	18.449991053491885	15.435683744657121	1.4128123755078217	5.472844002306379	0.11953596517831452	2.99480765706731	2800.0	900.0	50.0	500.0	14374.695294581586	14374.695294581703	14374.695294581703	14374.695294581703	14374.695294581703	14374.695294581703	14374.695294581703	14374.695294581703	14374.695294581703	14374.695294581703
57.0	1.0	0.26927419797545865	3.048754381655699	1.1900634086327806	1.2761269274602602	0.49190801152845554	29.781974006862946	0.6414812008437577	18.44999105349189	15.43568374465712	1.412812375507822	5.472844002306379	0.11953596517831452	2.99480765706731	2800.0	900.0	50.0	500.0	14374.695294581586	14374.695294581703	14374.695294581707	14374.695294581703	14374.695294581761	14374.695294581717	14374.695294581707	14374.695294581703	14374.695294581703	14374.695294581703
58.0	1.0	0.26927419797545865	3.048754381655699	1.1900634086327806	1.27612692746026	0.49190801152845554	29.78197400686295	0.6414812008437576	18.44999105349189	15.435683744657123	1.4128123755078215	5.472844002306379	0.11953596517831451	2.99480765706731	2800.0	900.0	50.0	500.0	14374.695294581586	14374.695294581703	14374.695294581703	14374.6952945817	14374.695294581761	14374.695294581717	14374.695294581703	14374.695294581703	14374.695294581701	14374.695294581703
59.0	1.0	0.26927419797545865	3.048754381655699	1.1900634086327806	1.27612692746026	0.49190801152845554	29.781974006862946	0.6414812008437577	18.449991053491893	15.435683744657123	1.4128123755078215	5.472844002306379	0.11953596517831452	2.9948076570673106	2800.0	900.0	50.0	500.0	14374.695294581586	14374.695294581703	14374.695294581703	14374.695294581703	14374.695294581703	14374.695294581732	14374.695294581703	14374.695294581703	14374.695294581703	14374.695294581705
60.0	1.0	0.26927419797545865	3.048754381655699	1.1900634086327806	1.2761269274602602	0.4919080115284556	29.78197400686295	0.6414812008437576	18.449991053491893	15.435683744657123	1.4128123755078217	5.472844002306379	0.11953596517831451	2.99480765706731	2800.0	900.0	50.0	500.0	14374.695294581586	14374.695294581703	14374.695294581705	14374.695294581707	14374.695294581703	14374.695294581717	14374.695294581703	14374.695294581703	14374.695294581701	14374.695294581703
61.0	1.0	0.26927419797545865	3.048754381655699	1.1900634086327806	1.27612692746026	0.49190801152845554	29.78197400686295	0.6414812008437576	18.449991053491893	15.435683744657123	1.4128123755078212	5.472844002306379	0.11953596517831452	2.99480765706731	2800.0	900.0	50.0	500.0	14374.695294581586	14374.695294581703	14374.695294581703	14374.6952945817	14374.695294581703	14374.695294581732	14374.6952945817	14374.695294581703	14374.695294581703	14374.695294581703
62.0	1.0	0.26927419797545865	3.0487543816556983	1.1900634086327806	1.27612692746026	0.4919080115284556	29.781974006862953	0.6414812008437577	18.449991053491893	15.435683744657126	1.412812375507821	5.4728440023063785	0.11953596517831451	2.99480765706731	2800.0	900.0	50.0	500.0	14374.69529458182	14374.695294581645	14374.695294581701	14374.695294581703	14374.695294581761	14374.695294581717	14374.6952945817	14374.6952945817	14374.695294581701	14374.695294581703
