time	cell	EmptySet	C2	CP	M	pM	Y	YP	YT	CT	Reaction1	Reaction2	Reaction3	Reaction4	Reaction5	Reaction6	Reaction7	Reaction8	Reaction9
90.0	1.0	0.0	9.395749198071648E-4	0.9395721318017214	0.0027757928105057806	0.056712500467705304	7.981805256764138E-5	0.03196665487967152	0.09153476621045024	0.9999999999997395	0.0027757928105057806	939.5749198071647	939.5721318017214	0.014998963561448133	0.0	0.015	0.0	0.01917999292780291	0.0010994798379435724
91.0	1.0	0.0	9.267728347207529E-4	0.9267710309075791	0.0017906176584641048	0.07051157859898016	8.091992407539486E-5	0.019151054968579544	0.09153417115009921	0.9999999999997441	0.0017906176584641048	926.7728347207528	926.7710309075791	0.014998848291263345	0.0	0.015	0.0	0.011490632981147726	0.0013099031913977972
92.0	1.0	0.0	9.134322602148788E-4	0.9134306721492651	0.0015746548608055512	0.08408124072947051	8.210144030367743E-5	0.01173978363368458	0.09747778066426432	0.9999999999997561	0.0015746548608055512	913.4322602148787	913.4306721492651	0.014998794760202168	0.0	0.015	0.0	0.007043870180210748	0.0015509892057466873
93.0	1.0	0.0	9.000457819840686E-4	0.9000441171762859	0.0016514739741316962	0.09740436306737796	8.33223917878899E-5	0.00764826120300978	0.10678742063630732	0.9999999999997796	0.0016514739741316962	900.0457819840685	900.0441171762859	0.014998765711549596	0.0	0.015	0.0	0.004588956721805868	0.001801096862903534
94.0	1.0	0.0	8.868005607969726E-4	0.8867987079957936	0.0018396554495833262	0.11047483599361199	8.456680377820068E-5	0.005513072766346047	0.11791213101331957	0.9999999999997858	0.0018396554495833262	886.8005607969726	886.7987079957936	0.014998746465968433	0.0	0.015	0.0	0.0033078436598076282	0.0020558460854054705
95.0	1.0	0.0	8.737683764959257E-4	0.8737662922400196	0.0020713416734740677	0.12328859770977897	8.582805062949093E-5	0.004503158542704828	0.12994892597658736	0.9999999999997685	0.0020713416734740677	873.7683764959257	873.7662922400195	0.014998731513743795	0.0	0.015	0.0	0.002701895125622897	0.002314408340740615
96.0	1.0	0.0	8.609780746213279E-4	0.8609757404904518	0.0023214665434095985	0.1358418148912749	8.710302800319104E-5	0.004131629269629338	0.14238201373231701	0.9999999999997576	0.0023214665434095985	860.9780746213279	860.9757404904518	0.014998718806801594	0.0	0.015	0.0	0.002478977561777603	0.0025769270046422945
97.0	1.0	0.0	8.484428073740983E-4	0.8484402139023898	0.0025810667351956504	0.14813027655478547	8.838989148301249E-5	0.004120035450822295	0.15491976863228643	0.999999999999745	0.0025810667351956504	848.4428073740983	848.4402139023898	0.014998707687331227	0.0	0.015	0.0	0.002472021270493377	0.0028439743604979162
98.0	1.0	0.0	8.361703218647949E-4	0.836167462413106	0.0028473127113527227	0.16014905455343545	8.968716596609488E-5	0.004311710783631614	0.16739776521438587	0.999999999999759	0.0028473127113527227	836.1703218647949	836.167462413106	0.01499869799537853	0.0	0.015	0.0	0.0025870264701789683	0.0031163875590740223
99.0	1.0	0.0	8.241669161950678E-4	0.8241637845602766	0.0031197680112279723	0.17189228051209615	9.099338090055754E-5	0.004619669813533233	0.17972271171775792	0.9999999999997957	0.0031197680112279723	824.1669161950679	824.1637845602767	0.014998689834587658	0.0	0.015	0.0	0.0027718018881199395	0.0033952045397228716
100.0	1.0	0.0	8.124390196733879E-4	0.8124356090892879	0.003398996283010339	0.1833529556078333	9.230690561517484E-5	0.004996308635809305	0.19184056743226813	0.9999999999998049	0.003398996283010339	812.4390196733879	812.4356090892879	0.014998683417322396	0.0	0.015	0.0	0.002997785181485583	0.003681648806019846
