time	default	srci	srco	srca	srcc	Cbp_P_CSK	CSK_cytoplasm	PTP	PTP_pY789	Cbp	Cbp_P	k1	k2	k3	k4	kPTP	kCbp	p1	p2	p3	src_background	PTP_background	kCSKon	kCSKoff	rho_srca	rho_srco	rho_srcc	Kser	acsk0	ptp_activity	src_activity	v1	v2	v3	v4	CSK_translocation	PTP_phosphorylation	Cbp_phosphorylation
10.0	1.0	0.43767427345270077	0.5614651608741179	8.602398976935285E-4	3.257754873496522E-7	5.709538840795398E-4	0.9994290461159204	0.8391852228971163	0.16081477710288303	0.9974961241589178	0.0019329219570025878	1.0	0.8	1.0	10.0	1.0	1.0	0.05	0.15	0.035	1.0E-4	0.0	0.1	0.01	1.0	0.0	1.0	1.0	0.0	0.16081477710288303	9.605656731808783E-4	0.055987021868793466	4.963121653379808E-4	4.492457009213322E-7	1.628877436748261E-7	1.8747229592956609E-4	0.006055358754522233	9.581605359980278E-4
11.0	1.0	0.38431565566402814	0.6141324986474744	0.0015510446055861922	8.010829109496529E-7	8.040662011209528E-4	0.999195933798879	0.8334157841302196	0.1665842158697799	0.9962303264927553	0.002965607306123363	1.0	0.8	1.0	10.0	1.0	1.0	0.05	0.15	0.035	1.0E-4	0.0	0.1	0.01	1.0	0.0	1.0	1.0	0.0	0.1665842158697799	0.001651845688497142	0.05072293453104558	9.368998897774979E-4	1.140384328929053E-6	4.0054145547482644E-7	2.8828161414106167E-4	0.005558594333831671	0.001645618769567158
12.0	1.0	0.3362086432081811	0.660911272197004	0.002878004644955607	2.0799498594601976E-6	0.0011741973866096526	0.9988258026133903	0.8278825633316227	0.17211743666837667	0.9939987312855465	0.004827071327843492	1.0	0.8	1.0	10.0	1.0	1.0	0.05	0.15	0.035	1.0E-4	0.0	0.1	0.01	1.0	0.0	1.0	1.0	0.0	0.17211743666837667	0.002980084594815067	0.045517855595201384	0.0018256712685661388	3.0929490221900833E-6	1.0399749297300988E-6	4.7039836546443944E-4	0.005625434289650875	0.0029622003063697784
13.0	1.0	0.29320978366474887	0.701280649219648	0.0055037708560529445	5.7962595505492415E-6	0.001797143763819588	0.9982028562361804	0.8218497835506523	0.17815021644934698	0.9898885888843981	0.008314267351781937	1.0	0.8	1.0	10.0	1.0	1.0	0.05	0.15	0.035	1.0E-4	0.0	0.1	0.01	1.0	0.0	1.0	1.0	0.0	0.17815021644934698	0.005609567115603494	0.040528006994520534	0.0036586923258689584	9.064983556625991E-6	2.8981297752746207E-6	8.119611041677995E-4	0.006652431476642375	0.005552846476317066
14.0	1.0	0.25506271327132735	0.7340917307989769	0.010828049484273964	1.7506445421560656E-5	0.0029026598767872757	0.9970973401232128	0.8139818937638156	0.1860181062361837	0.9820391301728918	0.015058209950320542	1.0	0.8	1.0	10.0	1.0	1.0	0.05	0.15	0.035	1.0E-4	0.0	0.1	0.01	1.0	0.0	1.0	1.0	0.0	0.1860181062361837	0.010945555929695525	0.035826207702484514	0.007493639622773495	2.882493212247253E-5	8.753222710780328E-6	0.0014724235100802784	0.009496134690257316	0.01074896422445693
15.0	1.0	0.22148879943606706	0.7566617181602526	0.02179214919185653	5.733321182371462E-5	0.004952763745762073	0.995047236254238	0.8016850735775074	0.19831492642249232	0.9666584739609552	0.028388762293282667	1.0	0.8	1.0	10.0	1.0	1.0	0.05	0.15	0.035	1.0E-4	0.0	0.1	0.01	1.0	0.0	1.0	1.0	0.0	0.19831492642249232	0.021949482403680245	0.0313920612453457	0.0155187256087041	9.883534111215718E-5	2.866660591185731E-5	0.0027752883086033238	0.015908311027621518	0.021217653164574385
16.0	1.0	0.19230768237191678	0.7631376550436749	0.04435357485820973	2.0108772619841504E-4	0.008871711294889959	0.9911282887051099	0.7799201685938567	0.22007983140614273	0.9362573515269672	0.054870937178142676	1.0	0.8	1.0	10.0	1.0	1.0	0.05	0.15	0.035	1.0E-4	0.0	0.1	0.01	1.0	0.0	1.0	1.0	0.0	0.22007983140614273	0.04465466258440815	0.02708809689780719	0.03185997574852128	3.5808782873465316E-4	1.0054386309920752E-4	0.005349696693552916	0.029112303161196965	0.04180825612460833
17.0	1.0	0.16760398388629583	0.7423061996151896	0.08935716821431529	7.326482841993328E-4	0.016431732690505234	0.9835682673094945	0.7396904086762879	0.2603095913237119	0.8774261896880222	0.10614207762147251	1.0	0.8	1.0	10.0	1.0	1.0	0.05	0.15	0.035	1.0E-4	0.0	0.1	0.01	1.0	0.0	1.0	1.0	0.0	0.2603095913237119	0.09018981649851462	0.02270576259315251	0.06248060151828796	0.001315720801722982	3.663241420996664E-4	0.010275480610573108	0.05355526782933899	0.07913490703895361
18.0	1.0	0.14783119088508298	0.677876587028789	0.1716690896739543	0.002623132412173708	0.03065172948358515	0.9693482705164148	0.6685429417950255	0.33145705820497423	0.7716847308094391	0.1976635397069759	1.0	0.8	1.0	10.0	1.0	1.0	0.05	0.15	0.035	1.0E-4	0.0	0.1	0.01	1.0	0.0	1.0	1.0	0.0	0.33145705820497423	0.174392222086128	0.018421663544503683	0.10963294982841333	0.004566389895282396	0.001311566206086854	0.018853963741075126	0.0902691334117112	0.13457581495579363
19.0	1.0	0.13344548644373025	0.5601621453425715	0.2979018280231709	0.00849054019052722	0.05541937025521733	0.9445806297447825	0.5595662079158086	0.4404337920841916	0.609038896622786	0.3355417331219968	1.0	0.8	1.0	10.0	1.0	1.0	0.05	0.15	0.035	1.0E-4	0.0	0.1	0.01	1.0	0.0	1.0	1.0	0.0	0.4404337920841916	0.3064923682136981	0.015975287969048534	0.15679033110855192	0.013517915056556473	0.00424527009526361	0.031140428455250977	0.1250225207008993	0.18666577376017532
20.0	1.0	0.12406790999849956	0.4099970133539815	0.4432631031065834	0.022671973540935392	0.09307427762378787	0.9069257223762123	0.42897033826552483	0.571029661734475	0.4140767288507814	0.4928489935254309	1.0	0.8	1.0	10.0	1.0	1.0	0.05	0.15	0.035	1.0E-4	0.0	0.1	0.01	1.0	0.0	1.0	1.0	0.0	0.571029661734475	0.46603507664751875	0.018516989497004865	0.16890983438834734	0.03089929761337721	0.011335986770467696	0.043767000171306185	0.12927473705220804	0.19297428006792774
21.0	1.0	0.11903987997443471	0.2757842974400888	0.5577933353839	0.04738248720157645	0.14130242722994146	0.8586975727700585	0.3134264173278934	0.6865735826721062	0.24148490882102264	0.6172126639490361	1.0	0.8	1.0	10.0	1.0	1.0	0.05	0.15	0.035	1.0E-4	0.0	0.1	0.01	1.0	0.0	1.0	1.0	0.0	0.6865735826721062	0.6052758225854764	0.026414718879735448	0.13903590072001246	0.05279230098730861	0.023691243600788225	0.05158687736929849	0.09769331977381986	0.14616497682862326
22.0	1.0	0.11909641767486931	0.18830290605181763	0.614064405414057	0.07853627085925596	0.19402925190733258	0.8059707480926674	0.23631885652304555	0.7636811434769544	0.1256116542529353	0.6803590938397323	1.0	0.8	1.0	10.0	1.0	1.0	0.05	0.15	0.035	1.0E-4	0.0	0.1	0.01	1.0	0.0	1.0	1.0	0.0	0.7636811434769544	0.692700676273313	0.036225078753951624	0.09973433009562133	0.07116512189804056	0.03926813542962798	0.05289466026429251	0.057417220186413126	0.08701127784881786
23.0	1.0	0.12522922818087398	0.14372564215763534	0.6220955738804935	0.10894955578099702	0.24562900348979794	0.7543709965102021	0.19463334868747137	0.8053666513125284	0.06142658057593112	0.692944415934271	1.0	0.8	1.0	10.0	1.0	1.0	0.05	0.15	0.035	1.0E-4	0.0	0.1	0.01	1.0	0.0	1.0	1.0	0.0	0.8053666513125284	0.7311451296614906	0.04538116905807514	0.0739795245770006	0.08260924476661632	0.05447477789049851	0.04981742692255363	0.02831239446973363	0.044911745219851154
24.0	1.0	0.13675822260891055	0.12583997382571932	0.603503951484839	0.13389785208053087	0.2930856669865059	0.7069143330134938	0.1754312193109223	0.8245687806890775	0.029415661442715055	0.677498671570779	1.0	0.8	1.0	10.0	1.0	1.0	0.05	0.15	0.035	1.0E-4	0.0	0.1	0.01	1.0	0.0	1.0	1.0	0.0	0.8245687806890775	0.7375018035653699	0.05333135603039244	0.062632010082845	0.0885519672483821	0.06694892604026544	0.04496249548323348	0.011835616215997796	0.02169410336707066
25.0	1.0	0.15175163184166626	0.1218919876871484	0.5741317403390572	0.1522246401321278	0.33548293023733455	0.664517069762665	0.1682987380313898	0.83170126196861	0.014133440033147222	0.6503836297295179	1.0	0.8	1.0	10.0	1.0	1.0	0.05	0.15	0.035	1.0E-4	0.0	0.1	0.01	1.0	0.0	1.0	1.0	0.0	0.83170126196861	0.726456380471185	0.06007693776507015	0.05984262516669121	0.09132705835072083	0.0761123200660639	0.03986427308257319	0.0033969586039587496	0.010267327690086675
26.0	1.0	0.1682630195692782	0.12461280941349498	0.5423553974082777	0.16476877360894904	0.3729493126003735	0.6270506873996263	0.1672380853888325	0.8327619146111677	0.006898240067655942	0.6201524473319703	1.0	0.8	1.0	10.0	1.0	1.0	0.05	0.15	0.035	1.0E-4	0.0	0.1	0.01	1.0	0.0	1.0	1.0	0.0	0.8327619146111677	0.7072241710172267	0.06562416585585049	0.06101142096517277	0.09250054514554158	0.08238438680447452	0.03515720871320352	-7.861379014407616E-4	0.004878602113325792
27.0	1.0	0.184924899621714	0.13026660599719037	0.511881126116883	0.1729273682642125	0.40598934113574087	0.594010658864259	0.16917137790881562	0.8308286220911844	0.0034386079428205965	0.5905720509214384	1.0	0.8	1.0	10.0	1.0	1.0	0.05	0.15	0.035	1.0E-4	0.0	0.1	0.01	1.0	0.0	1.0	1.0	0.0	0.8308286220911844	0.6849084943810955	0.0700258660936589	0.06362664867582689	0.092879875454566	0.08646368413210626	0.031020715896108622	-0.0028363813509668795	0.0023551317888841307
28.0	1.0	0.2009619883832778	0.136991420713425	0.484066210183811	0.1779803807194861	0.43518031518961386	0.5648196848103857	0.17255977255654883	0.8274402274434514	0.0017534000847759296	0.5630662847256102	1.0	0.8	1.0	10.0	1.0	1.0	0.05	0.15	0.035	1.0E-4	0.0	0.1	0.01	1.0	0.0	1.0	1.0	0.0	0.8274402274434514	0.6621465909032971	0.07341125705593682	0.06650509169920311	0.09284158455802982	0.08899019035974305	0.027451288994711266	-0.003816576951671355	0.001161007888623934
29.0	1.0	0.21601133705454145	0.14387760429697005	0.4592071356319856	0.18090392301650277	0.461059954619603	0.5389400453803964	0.17662418466838575	0.8233758153316144	9.143555954202798E-4	0.5380256897849766	1.0	0.8	1.0	10.0	1.0	1.0	0.05	0.15	0.035	1.0E-4	0.0	0.1	0.01	1.0	0.0	1.0	1.0	0.0	0.8233758153316144	0.6402110586484884	0.07595060690658602	0.06915167658117222	0.09256048902716069	0.09045196150825138	0.024385759420657408	-0.004247769586875297	5.853805637251863E-4
30.0	1.0	0.2299502489508664	0.15049919855950794	0.4371648275630965	0.18238572492652919	0.4840949100263316	0.5159050899736677	0.1809603075067669	0.8190396924932334	4.8706656019403805E-4	0.5154180234134744	1.0	0.8	1.0	10.0	1.0	1.0	0.05	0.15	0.035	1.0E-4	0.0	0.1	0.01	1.0	0.0	1.0	1.0	0.0	0.8190396924932334	0.6196505524896256	0.07781480896586808	0.07139867015849014	0.09212434941865003	0.09119286246326459	0.021749729074054536	-0.004390188585987498	3.018110631234572E-4
31.0	1.0	0.2427808250616828	0.15667611692660854	0.4176489357907383	0.18289412222097046	0.504679496009483	0.495320503990516	0.18535367562052996	0.8146463243794704	2.646395474841898E-4	0.4950558644430327	1.0	0.8	1.0	10.0	1.0	1.0	0.05	0.15	0.035	1.0E-4	0.0	0.1	0.01	1.0	0.0	1.0	1.0	0.0	0.8146463243794704	0.6006430580117088	0.07915318168580847	0.07322397519866129	0.09158363488942818	0.09144706111048523	0.019474337067843524	-0.004378171471776562	1.5895390707173858E-4
32.0	1.0	0.2545633265472458	0.16235168218671137	0.40034024733539625	0.18274474393064669	0.5231440556639204	0.4768559443360787	0.18968936576314352	0.8103106342368568	1.464325251960709E-4	0.4767095118108834	1.0	0.8	1.0	10.0	1.0	1.0	0.05	0.15	0.035	1.0E-4	0.0	0.1	0.01	1.0	0.0	1.0	1.0	0.0	0.8103106342368568	0.583184991266043	0.08008697900733822	0.07466405199131484	0.09097161315022076	0.09137237196532334	0.017500735886217783	-0.0042834762179784075	8.539725092753523E-5
33.0	1.0	0.26538076805900945	0.16752909005954253	0.3849391772366343	0.18215096464481378	0.5397652022846702	0.46023479771532916	0.19390633993229672	0.8060936600677036	8.239100549217066E-5	0.4601524067098376	1.0	0.8	1.0	10.0	1.0	1.0	0.05	0.15	0.035	1.0E-4	0.0	0.1	0.01	1.0	0.0	1.0	1.0	0.0	0.8060936600677036	0.567190141881448	0.08071103052445651	0.0757738894983101	0.09031218264810575	0.09107548232240689	0.015780162959185697	-0.004145562654613466	4.673136609485944E-5
34.0	1.0	0.27532126388365635	0.17223856152018496	0.3711818294775714	0.18125834511858743	0.5547753119771355	0.4452246880228638	0.19797349962680508	0.802026500373195	4.70727812849903E-5	0.4451776152415794	1.0	0.8	1.0	10.0	1.0	1.0	0.05	0.15	0.035	1.0E-4	0.0	0.1	0.01	1.0	0.0	1.0	1.0	0.0	0.802026500373195	0.5525401745961588	0.08109825809889343	0.07660963338067565	0.08962331828954558	0.09062917255929372	0.014272653366298113	-0.003986590519833605	2.600960278993534E-5
35.0	1.0	0.284469725426113	0.1765206226686199	0.35884223803105136	0.18016741387421584	0.5683705565144033	0.43162944348559606	0.2018766654724505	0.7981233345275496	2.7274014925254697E-5	0.43160216947067137	1.0	0.8	1.0	10.0	1.0	1.0	0.05	0.15	0.035	1.0E-4	0.0	0.1	0.01	1.0	0.0	1.0	1.0	0.0	0.7981233345275496	0.5391096519052672	0.08130441612094813	0.07722185953942812	0.08891870882298723	0.09008370693710792	0.01294551485643615	-0.003819158036947809	1.4703684692413121E-5
36.0	1.0	0.292904405004171	0.18041781778736662	0.34772937471443816	0.17894840249402447	0.5807174653844674	0.4192825346155316	0.20561131168362873	0.7943886883163713	1.6007246482938245E-5	0.41926652736904924	1.0	0.8	1.0	10.0	1.0	1.0	0.05	0.15	0.035	1.0E-4	0.0	0.1	0.01	1.0	0.0	1.0	1.0	0.0	0.7943886883163713	0.5267777772084626	0.08137217901900426	0.0776536282871085	0.0882088517370637	0.08947420124701223	0.011771938573630038	-0.003650437600910328	8.43226172151019E-6
37.0	1.0	0.3006957197940353	0.18397086390977468	0.33768234097341515	0.17765107532277508	0.591958206624806	0.40804179337519314	0.20917836649766275	0.7908216335023374	9.506438596154926E-6	0.4080322869365976	1.0	0.8	1.0	10.0	1.0	1.0	0.05	0.15	0.035	1.0E-4	0.0	0.1	0.01	1.0	0.0	1.0	1.0	0.0	0.7908216335023374	0.5154334162961902	0.08133428158049763	0.0779406138353059	0.08750158210732606	0.08882553766138754	0.01072984054541101	-0.0034844821387855496	4.899936122426092E-6
38.0	1.0	0.30790634627401525	0.18721700659345084	0.3285657013693084	0.17631094576322573	0.6022148292573605	0.39778517074263886	0.21258181005741922	0.7874181899425808	5.707444775434826E-6	0.39777946329786407	1.0	0.8	1.0	10.0	1.0	1.0	0.05	0.15	0.035	1.0E-4	0.0	0.1	0.01	1.0	0.0	1.0	1.0	0.0	0.7874181899425808	0.5049766471325341	0.08121598862418578	0.07811193120728491	0.08680278112598794	0.08815547288161286	0.009800928880012005	-0.003323515455216669	2.8821263263931773E-6
39.0	1.0	0.31459176307477493	0.19018953211652326	0.3202651917764529	0.17495351303224915	0.6115926715961149	0.38840732840388464	0.2158272584184224	0.7841727415815776	3.4611260930668265E-6	0.3884038672777922	1.0	0.8	1.0	10.0	1.0	1.0	0.05	0.15	0.035	1.0E-4	0.0	0.1	0.01	1.0	0.0	1.0	1.0	0.0	0.7841727415815776	0.49531870480870205	0.08103690420670315	0.0781911731273067	0.08611682348674124	0.08747675651612458	0.00896996412714928	-0.0031686790903658335	1.7143604935974636E-6
40.0	1.0	0.3208009204937596	0.19291784788723082	0.31268395609706157	0.1735972755219483	0.620183107219604	0.3798168927803955	0.218921078724258	0.781078921275742	2.118310524389185E-6	0.3798147744698717	1.0	0.8	1.0	10.0	1.0	1.0	0.05	0.15	0.035	1.0E-4	0.0	0.1	0.01	1.0	0.0	1.0	1.0	0.0	0.781078921275742	0.48638123161900987	0.08081227919800292	0.07819742265182705	0.08544676930912097	0.08679863776097416	0.008224175674927297	-0.0030204965387454347	1.0303064818039226E-6
41.0	1.0	0.3265772723658989	0.19542766187290367	0.30573995507155044	0.17225511068964722	0.6280657872321368	0.3719342127678627	0.2218701015326687	0.7781298984673313	1.3076874068053336E-6	0.37193290508045646	1.0	0.8	1.0	10.0	1.0	1.0	0.05	0.15	0.035	1.0E-4	0.0	0.1	0.01	1.0	0.0	1.0	1.0	0.0	0.7781298984673313	0.47809506576119765	0.08055420352911084	0.07814600310110545	0.08479532413720019	0.08612755534482361	0.007552799353035008	-0.002879030433751442	6.251988967516859E-7
42.0	1.0	0.3319590250884377	0.19774157892986943	0.29936266096445013	0.17093673501724285	0.6353104385748176	0.36468956142518194	0.22468101216939265	0.7753189878306073	8.137490895378622E-7	0.36468874767609294	1.0	0.8	1.0	10.0	1.0	1.0	0.05	0.15	0.035	1.0E-4	0.0	0.1	0.01	1.0	0.0	1.0	1.0	0.0	0.7753189878306073	0.470399395981693	0.0802720190318299	0.07804938624085435	0.08416382632893928	0.08546836750862143	0.0069467135589211405	-0.0027442003356246136	3.82787080199263E-7
43.0	1.0	0.33698011715979104	0.19987933877636538	0.29349159853961376	0.16964894552422993	0.6419783636773365	0.358021636322663	0.22736034946526862	0.7726396505347313	5.101576253480336E-7	0.3580211261650382	1.0	0.8	1.0	10.0	1.0	1.0	0.05	0.15	0.035	1.0E-4	0.0	0.1	0.01	1.0	0.0	1.0	1.0	0.0	0.7726396505347313	0.4632405440638437	0.07997314912703596	0.07791763371490414	0.08355325459676567	0.08482447276211497	0.006398147305995588	-0.0026158033640886202	2.363256959245416E-7
44.0	1.0	0.3416707244030419	0.20185822804072165	0.28807458320399804	0.1683964643522386	0.648123670222077	0.3518763297779225	0.22991441255420986	0.7700855874457901	3.2204945165638417E-7	0.35187600772847144	1.0	0.8	1.0	10.0	1.0	1.0	0.05	0.15	0.035	1.0E-4	0.0	0.1	0.01	1.0	0.0	1.0	1.0	0.0	0.7700855874457901	0.4565710475562366	0.07966346478967867	0.07775889347419808	0.08296420402428012	0.0841982321761193	0.005900447111419473	-0.0024935694893188226	1.470384555076669E-7
45.0	1.0	0.3460577496571467	0.20369341565772922	0.2830663526142376	0.16718248207088668	0.6537942914166063	0.34620570858339333	0.2323492133120408	0.7676507866879592	2.0461691995373566E-7	0.346205503966474	1.0	0.8	1.0	10.0	1.0	1.0	0.05	0.15	0.035	1.0E-4	0.0	0.1	0.01	1.0	0.0	1.0	1.0	0.0	0.7676507866879592	0.4503488346851243	0.0793476106548455	0.07757977474377913	0.08239695432557928	0.08359124103544334	0.005447889267452329	-0.0023771980821894745	9.214899145802422E-8
46.0	1.0	0.3501652510945111	0.20539824480163707	0.27842746098096016	0.16600904312289197	0.6590328370891435	0.3409671629108561	0.2346704578538687	0.7653295421461312	1.3079016093858383E-7	0.34096703212069573	1.0	0.8	1.0	10.0	1.0	1.0	0.05	0.15	0.035	1.0E-4	0.0	0.1	0.01	1.0	0.0	1.0	1.0	0.0	0.7653295421461312	0.44453650410385215	0.07902926103176452	0.07738564464413897	0.08185153956152076	0.08300452156144598	0.005035527787941403	-0.0022663803462251025	5.814100091481826E-8
47.0	1.0	0.3540148101839397	0.20698448553084417	0.27412337499274314	0.1648773292924732	0.6638773073789015	0.3361226926210982	0.2368835454716291	0.7631164545283708	8.407217594302548E-8	0.3361226085489228	1.0	0.8	1.0	10.0	1.0	1.0	0.05	0.15	0.035	1.0E-4	0.0	0.1	0.01	1.0	0.0	1.0	1.0	0.0	0.7631164545283708	0.4391007042852163	0.0787113185150578	0.07718086462306968	0.08132780571037614	0.0824386646462366	0.004659070549840112	-0.0021608124375772086	3.6916151667373106E-8
48.0	1.0	0.3576258467819021	0.20846255145352408	0.2701237301870612	0.16378787157751282	0.6683616941993985	0.331638305800601	0.23899357755206294	0.761006422447937	5.432704026241064E-8	0.3316382514735613	1.0	0.8	1.0	10.0	1.0	1.0	0.05	0.15	0.035	1.0E-4	0.0	0.1	0.01	1.0	0.0	1.0	1.0	0.0	0.761006422447937	0.434011601764574	0.07839606892092091	0.07696897935492084	0.08082545619963327	0.08189393578875641	0.0043147778437425685	-0.002060202748051576	2.3578565763417345E-8
49.0	1.0	0.36101588894576897	0.20984168460249708	0.26640171635757853	0.16274071009415572	0.6725164905407479	0.32748350945925153	0.24100537184987847	0.7589946281501214	3.527942575473134E-8	0.3274834741798263	1.0	0.8	1.0	10.0	1.0	1.0	0.05	0.15	0.035	1.0E-4	0.0	0.1	0.01	1.0	0.0	1.0	1.0	0.0	0.7589946281501214	0.42924242645173427	0.07808530301131372	0.07675286805161645	0.08034408756459012	0.08137035504707786	0.003999378836024292	-0.0019642756070281375	1.5143426314784686E-8
50.0	1.0	0.3642008042300277	0.21113011286597522	0.2629335672751841	0.16173551562881333	0.6763691236932422	0.3236308763067572	0.24292347929494532	0.7570765207050545	2.3016267075021988E-8	0.3236308532904907	1.0	0.8	1.0	10.0	1.0	1.0	0.05	0.15	0.035	1.0E-4	0.0	0.1	0.01	1.0	0.0	1.0	1.0	0.0	0.7570765207050545	0.4247690829039974	0.07778041273914665	0.07653486605173854	0.07988321733009442	0.08086775781440667	0.003710002428098087	-0.001872772814472956	9.77659865733056E-9
51.0	1.0	0.3671949983060542	0.2123351840219253	0.25969813509658923	0.1607716825754316	0.6799443253532417	0.3200556746467577	0.24475220163561887	0.7552477983643809	1.5081077247541355E-8	0.320055659565681	1.0	0.8	1.0	10.0	1.0	1.0	0.05	0.15	0.035	1.0E-4	0.0	0.1	0.01	1.0	0.0	1.0	1.0	0.0	0.7552477983643809	0.42056981767202084	0.0774824677843036	0.07631686287462665	0.07944230582019991	0.0803858412877158	0.0034441197511482892	-0.0017854538806925668	6.342645908296129E-9
