time	compartment	Phser	Thr	Cystathionine	Hser	Phi	Cys	AdoMet	CGS	TS	v1	vCys	vThr
29.0	1.0	26.11435377669687	0.0	0.0	0.0	10000.0	15.0	20.0	0.7	5.0	1.0	0.0346498391749442	0.15695426749550603
30.0	1.0	26.919819695099253	0.0	0.0	0.0	10000.0	15.0	20.0	0.7	5.0	1.0	0.035661101145752855	0.16179533361172957
31.0	1.0	27.71945610495677	0.0	0.0	0.0	10000.0	15.0	20.0	0.7	5.0	1.0	0.036661830331870426	0.16660136281869845
32.0	1.0	28.513308368396192	0.0	0.0	0.0	10000.0	15.0	20.0	0.7	5.0	1.0	0.03765216839618103	0.17137262775495618
33.0	1.0	29.301421435730056	0.0	0.0	0.0	10000.0	15.0	20.0	0.7	5.0	1.0	0.03863225451653055	0.1761093985839324
34.0	1.0	30.083839850374424	0.0	0.0	0.0	10000.0	15.0	20.0	0.7	5.0	1.0	0.03960222544057101	0.18081194302349982
35.0	1.0	30.860607753683297	0.0	0.0	0.0	10000.0	15.0	20.0	0.7	5.0	1.0	0.04056221553914502	0.18548052637503032
36.0	1.0	31.631768889701462	0.0	0.0	0.0	10000.0	15.0	20.0	0.7	5.0	1.0	0.041512356858255814	0.19011541155196088
37.0	1.0	32.39736660983778	0.0	0.0	0.0	10000.0	15.0	20.0	0.7	5.0	1.0	0.04245277916966653	0.1947168591078814
38.0	1.0	33.1574438774607	0.0	0.0	0.0	10000.0	15.0	20.0	0.7	5.0	1.0	0.043383610020171215	0.19928512726415473
39.0	1.0	33.91204327241772	0.0	0.0	0.0	10000.0	15.0	20.0	0.7	5.0	1.0	0.044304974779578114	0.20382047193708014
40.0	1.0	34.66120699548056	0.0	0.0	0.0	10000.0	15.0	20.0	0.7	5.0	1.0	0.04521699668744477	0.20832314676460967
41.0	1.0	35.40497687271777	0.0	0.0	0.0	10000.0	15.0	20.0	0.7	5.0	1.0	0.04611979689860266	0.21279340313262898
42.0	1.0	36.14339435979622	0.0	0.0	0.0	10000.0	15.0	20.0	0.7	5.0	1.0	0.047013494527508345	0.2172314902008103
43.0	1.0	36.87650054621329	0.0	0.0	0.0	10000.0	15.0	20.0	0.7	5.0	1.0	0.04789820669145613	0.22163765492804907
44.0	1.0	37.60433615946113	0.0	0.0	0.0	10000.0	15.0	20.0	0.7	5.0	1.0	0.048774048552686786	0.22601214209749207
45.0	1.0	38.3269415691244	0.0	0.0	0.0	10000.0	15.0	20.0	0.7	5.0	1.0	0.049641133359424834	0.2303551943411664
46.0	1.0	39.04435679091333	0.0	0.0	0.0	10000.0	15.0	20.0	0.7	5.0	1.0	0.05049957248587686	0.23466705216421876
47.0	1.0	39.75662149063293	0.0	0.0	0.0	10000.0	15.0	20.0	0.7	5.0	1.0	0.05134947547122103	0.2389479539687718
48.0	1.0	40.46377498809031	0.0	0.0	0.0	10000.0	15.0	20.0	0.7	5.0	1.0	0.05219095005761797	0.24319813607740776
49.0	1.0	41.165856260940934	0.0	0.0	0.0	10000.0	15.0	20.0	0.7	5.0	1.0	0.053024102227271455	0.24741783275628615
50.0	1.0	41.862903948475534	0.0	0.0	0.0	10000.0	15.0	20.0	0.7	5.0	1.0	0.05384903623856696	0.25160727623790335
51.0	1.0	42.554956355348594	0.0	0.0	0.0	10000.0	15.0	20.0	0.7	5.0	1.0	0.054665854661314545	0.2557666967435025
52.0	1.0	43.24205145524991	0.0	0.0	0.0	10000.0	15.0	20.0	0.7	5.0	1.0	0.05547465841112241	0.25989632250514
53.0	1.0	43.92422689452022	0.0	0.0	0.0	10000.0	15.0	20.0	0.7	5.0	1.0	0.05627554678292585	0.2639963797874167
54.0	1.0	44.60151999571218	0.0	0.0	0.0	10000.0	15.0	20.0	0.7	5.0	1.0	0.05706861748369618	0.26806709290888037
55.0	1.0	45.27396776109783	0.0	0.0	0.0	10000.0	15.0	20.0	0.7	5.0	1.0	0.05785396666435282	0.27210868426310625
56.0	1.0	45.94160687612352	0.0	0.0	0.0	10000.0	15.0	20.0	0.7	5.0	1.0	0.05863168895090138	0.27612137433946243
57.0	1.0	46.60447371281359	0.0	0.0	0.0	10000.0	15.0	20.0	0.7	5.0	1.0	0.059401877474819786	0.2801053817435665
58.0	1.0	47.2626043331236	0.0	0.0	0.0	10000.0	15.0	20.0	0.7	5.0	1.0	0.06016462390271331	0.28406092321743964
59.0	1.0	47.91603449224434	0.0	0.0	0.0	10000.0	15.0	20.0	0.7	5.0	1.0	0.0609200184652597	0.28798821365936456
60.0	1.0	48.56479964185751	0.0	0.0	0.0	10000.0	15.0	20.0	0.7	5.0	1.0	0.06166814998546351	0.29188746614345296
61.0	1.0	49.208934933344054	0.0	0.0	0.0	10000.0	15.0	20.0	0.7	5.0	1.0	0.06240910590623965	0.2957588919389283
62.0	1.0	49.84847522094605	0.0	0.0	0.0	10000.0	15.0	20.0	0.7	5.0	1.0	0.06314297231734423	0.29960270052913013
63.0	1.0	50.48345506488322	0.0	0.0	0.0	10000.0	15.0	20.0	0.7	5.0	1.0	0.063869833981671	0.30341909963024455
64.0	1.0	51.11390873442481	0.0	0.0	0.0	10000.0	15.0	20.0	0.7	5.0	1.0	0.0645897743609311	0.30720829520976733
65.0	1.0	51.73987021091767	0.0	0.0	0.0	10000.0	15.0	20.0	0.7	5.0	1.0	0.06530287564073224	0.3109704915047036
66.0	1.0	52.36137319077165	0.0	0.0	0.0	10000.0	15.0	20.0	0.7	5.0	1.0	0.06600921875507483	0.3147058910395104
67.0	1.0	52.978451088402835	0.0	0.0	0.0	10000.0	15.0	20.0	0.7	5.0	1.0	0.06670888341027993	0.3184146946437871
68.0	1.0	53.59113703913561	0.0	0.0	0.0	10000.0	15.0	20.0	0.7	5.0	1.0	0.06740194810836518	0.3220971014697167
69.0	1.0	54.19946390206428	0.0	0.0	0.0	10000.0	15.0	20.0	0.7	5.0	1.0	0.06808849016988289	0.3257533090092657
70.0	1.0	54.80346426287512	0.0	0.0	0.0	10000.0	15.0	20.0	0.7	5.0	1.0	0.0687685857562356	0.3293835131111448
71.0	1.0	55.40317043662935	0.0	0.0	0.0	10000.0	15.0	20.0	0.7	5.0	1.0	0.06944230989148226	0.3329879079975357
72.0	1.0	55.99861447050815	0.0	0.0	0.0	10000.0	15.0	20.0	0.7	5.0	1.0	0.07010973648364928	0.3365666862805891
73.0	1.0	56.58982814652004	0.0	0.0	0.0	10000.0	15.0	20.0	0.7	5.0	1.0	0.07077093834555917	0.340120038978697
74.0	1.0	57.17684298417159	0.0	0.0	0.0	10000.0	15.0	20.0	0.7	5.0	1.0	0.0714259872151897	0.34364815553254446
75.0	1.0	57.759690243102085	0.0	0.0	0.0	10000.0	15.0	20.0	0.7	5.0	1.0	0.07207495377557621	0.3471512238209442
76.0	1.0	58.338400925682706	0.0	0.0	0.0	10000.0	15.0	20.0	0.7	5.0	1.0	0.07271790767426838	0.3506294301764589
77.0	1.0	58.91300577958102	0.0	0.0	0.0	10000.0	15.0	20.0	0.7	5.0	1.0	0.07335491754235403	0.354082959400814
78.0	1.0	59.483535300291315	0.0	0.0	0.0	10000.0	15.0	20.0	0.7	5.0	1.0	0.07398605101306048	0.35751199478010626
79.0	1.0	60.050019733631444	0.0	0.0	0.0	10000.0	15.0	20.0	0.7	5.0	1.0	0.07461137473994468	0.36091671809980974
80.0	1.0	60.612489078206764	0.0	0.0	0.0	10000.0	15.0	20.0	0.7	5.0	1.0	0.07523095441468303	0.3642973096595854
81.0	1.0	61.17097308784175	0.0	0.0	0.0	10000.0	15.0	20.0	0.7	5.0	1.0	0.07584485478447064	0.3676539482878953
82.0	1.0	61.72550127397996	0.0	0.0	0.0	10000.0	15.0	20.0	0.7	5.0	1.0	0.07645313966904065	0.3709868113564274
83.0	1.0	62.27610290805273	0.0	0.0	0.0	10000.0	15.0	20.0	0.7	5.0	1.0	0.07705587197731287	0.37429607479433163
84.0	1.0	62.82280702381737	0.0	0.0	0.0	10000.0	15.0	20.0	0.7	5.0	1.0	0.0776531137236814	0.37758191310227357
85.0	1.0	63.36564241966517	0.0	0.0	0.0	10000.0	15.0	20.0	0.7	5.0	1.0	0.07824492604395034	0.3808444993663056
86.0	1.0	63.90463766089994	0.0	0.0	0.0	10000.0	15.0	20.0	0.7	5.0	1.0	0.0788313692109265	0.38408400527156206
87.0	1.0	64.43982108198746	0.0	0.0	0.0	10000.0	15.0	20.0	0.7	5.0	1.0	0.07941250264967761	0.3873006011157789
88.0	1.0	64.97122078877655	0.0	0.0	0.0	10000.0	15.0	20.0	0.7	5.0	1.0	0.07998838495246487	0.3904944558226427
89.0	1.0	65.49886466069182	0.0	0.0	0.0	10000.0	15.0	20.0	0.7	5.0	1.0	0.08055907389335723	0.39366573695496976
90.0	1.0	66.02278035289916	0.0	0.0	0.0	10000.0	15.0	20.0	0.7	5.0	1.0	0.0811246264425361	0.3968146107277217
91.0	1.0	66.54299529844397	0.0	0.0	0.0	10000.0	15.0	20.0	0.7	5.0	1.0	0.08168509878029763	0.3999412420208559
92.0	1.0	67.05953671036283	0.0	0.0	0.0	10000.0	15.0	20.0	0.7	5.0	1.0	0.08224054631076042	0.40304579439201843
93.0	1.0	67.57243158376896	0.0	0.0	0.0	10000.0	15.0	20.0	0.7	5.0	1.0	0.08279102367528543	0.40612843008907684
94.0	1.0	68.08170669791194	0.0	0.0	0.0	10000.0	15.0	20.0	0.7	5.0	1.0	0.0833365847656158	0.4091893100625008
95.0	1.0	68.58738861821223	0.0	0.0	0.0	10000.0	15.0	20.0	0.7	5.0	1.0	0.08387728273674287	0.41222859397758965
96.0	1.0	69.08950369827063	0.0	0.0	0.0	10000.0	15.0	20.0	0.7	5.0	1.0	0.08441317001950534	0.41524644022654944
97.0	1.0	69.58807808185334	0.0	0.0	0.0	10000.0	15.0	20.0	0.7	5.0	1.0	0.08494429833292794	0.4182430059404243
98.0	1.0	70.08313770485309	0.0	0.0	0.0	10000.0	15.0	20.0	0.7	5.0	1.0	0.08547071869630612	0.4212184470008829
99.0	1.0	70.57470829722631	0.0	0.0	0.0	10000.0	15.0	20.0	0.7	5.0	1.0	0.08599248144104257	0.4241729180518617
100.0	1.0	71.06281538490737	0.0	0.0	0.0	10000.0	15.0	20.0	0.7	5.0	1.0	0.08650963622224181	0.42710657251106987
