time	cell	PX	PY	PZ	X	Y	Z	beta	alpha0	alpha	eff	n	KM	tau_mRNA	tau_prot	t_ave	kd_mRNA	kd_prot	k_tl	a_tr	ps_a	ps_0	a0_tr	Reaction1	Reaction2	Reaction3	Reaction4	Reaction5	Reaction6	Reaction7	Reaction8	Reaction9	Reaction10	Reaction11	Reaction12
27.0	1.0	774.46208577941	202.28071419516718	140.89962658611384	7.897029979689383	0.3349105740689863	2.539413469924337	0.2	0.21640425613334452	216.18785187721116	20.0	2.0	40.0	2.0	10.0	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.5	5.0E-4	0.03	2.736902032609529	0.11607116007781527	0.8800936434770008	54.73804065219058	2.3214232015563057	17.601872869540017	53.68162112085725	14.021030672603223	9.766417891011391	2.2652426190262567	0.10973507809991796	1.1578182932550727
28.0	1.0	773.8147178161148	190.95816107928874	149.4443879071225	7.395031121150308	0.3295656565222209	2.832175795935006	0.2	0.21640425613334452	216.18785187721116	20.0	2.0	40.0	2.0	10.0	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.5	5.0E-4	0.03	2.5629224858891937	0.11421875281388238	0.9815573339012341	51.258449717783876	2.2843750562776477	19.63114667802468	53.63674899300296	13.236211095702087	10.358695612832873	2.033541036757222	0.10986818983686111	1.289739280407726
29.0	1.0	769.6743970266555	180.36480655632624	159.4832973550007	6.844562381125058	0.32622060696408983	3.156550296642028	0.2	0.21640425613334452	216.18785187721116	20.0	2.0	40.0	2.0	10.0	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.5	5.0E-4	0.03	2.3721445583217498	0.11305944697885646	1.0939769692065404	47.442891166435004	2.261188939577129	21.87953938413081	53.349763824820215	12.501935713675746	11.054539790802211	1.8037058668100894	0.11072745246975269	1.4349207142416758
30.0	1.0	762.0143397256801	170.4653525303221	171.13578723991068	6.264506064341931	0.3249216566076651	3.5148095021698973	0.2	0.21640425613334452	216.18785187721116	20.0	2.0	40.0	2.0	10.0	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.5	5.0E-4	0.03	2.171112358049644	0.11260926509023489	1.2181401483171845	43.42224716099289	2.252185301804698	24.362802966343693	52.81880911271035	11.81575784895499	11.862228841825075	1.5824748105123791	0.11235413372586041	1.5940719361414724
31.0	1.0	750.9350793955346	161.227256285506	184.5281876656472	5.673228947569688	0.3257389709800008	3.90909617659011	0.2	0.21640425613334452	216.18785187721116	20.0	2.0	40.0	2.0	10.0	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.5	5.0E-4	0.03	1.9661913248394975	0.11289252466664271	1.3547894966705483	39.323826496789955	2.257850493332854	27.09578993341097	52.050853306657345	11.17542181237142	12.790519301427983	1.3750525376628833	0.11479523213204886	1.7677547110833236
32.0	1.0	736.647792364046	152.6207064095789	199.79145446109035	5.087396149788283	0.328764131926104	4.341313920666824	0.2	0.21640425613334452	216.18785187721116	20.0	2.0	40.0	2.0	10.0	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.5	5.0E-4	0.03	1.7631571488086348	0.11394096555690844	1.5045847520179256	35.263142976172695	2.278819311138169	30.091695040358513	51.06053403428465	10.578861234286679	13.848488335967547	1.185007173188813	0.11810657352990972	1.9563184769390227
33.0	1.0	719.4532355440654	144.6185769517097	217.05984617215012	4.521107742078584	0.33411524517605573	4.812980570005531	0.2	0.21640425613334452	216.18785187721116	20.0	2.0	40.0	2.0	10.0	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.5	5.0E-4	0.03	1.5668965422147554	0.11579552008793895	1.6680519560945661	31.33793084429511	2.315910401758779	33.361039121891324	49.86869817620991	10.024195887066908	15.045442038700127	1.0143379414283147	0.12235516804561004	2.15982434176848
34.0	1.0	699.7161561270146	137.19644426218255	236.4669288120392	3.9853968045814896	0.3419382264561884	5.325058228539338	0.2	0.21640425613334452	216.18785187721116	20.0	2.0	40.0	2.0	10.0	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.5	5.0E-4	0.03	1.3812332792541373	0.11850675879688753	1.8455245487147895	27.62466558508275	2.370135175937751	36.91049097429579	48.500628081168266	9.509732852318152	16.390638500173427	0.8637070163863632	0.1276216134061364	2.3779566456943884
35.0	1.0	677.8399948240617	130.33260470529171	258.14130587963194	3.488132610999607	0.352411191466936	5.877755269811123	0.2	0.21640425613334452	216.18785187721116	20.0	2.0	40.0	2.0	10.0	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.5	5.0E-4	0.03	1.208894642366789	0.12213641188153887	2.0370747466454704	24.17789284733578	2.4427282376307775	40.741494932909404	46.98428812830662	9.033967748650682	17.89299183565293	0.7327279411421534	0.13400222507190696	2.6099248570465345
36.0	1.0	654.2435898231944	124.00812368797837	282.2011663158446	3.034198907802999	0.36574926503695077	6.470299291040066	0.2	0.21640425613334452	216.18785187721116	20.0	2.0	40.0	2.0	10.0	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.5	5.0E-4	0.03	1.051573209100857	0.12675903592611729	2.2424348554817173	21.031464182017142	2.535180718522346	44.848697109634344	45.34870996853645	8.595588130085117	19.56069427825559	0.6202692847656845	0.14161110312979497	2.8543584855238993
37.0	1.0	629.3413350957179	118.20691513625843	308.74758175013875	2.625866082139836	0.3822097185909708	7.100686416299489	0.2	0.21640425613334452	216.18785187721116	20.0	2.0	40.0	2.0	10.0	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.5	5.0E-4	0.03	0.9100558356816085	0.13246379441197076	2.4609103847491465	18.20111671363217	2.649275888239415	49.21820769498293	43.62261720314286	8.193478994938625	21.40075157948099	0.5247326876080606	0.1505822359552493	3.109200254214756
38.0	1.0	603.5275605358004	112.91585120405638	337.8565136841477	2.2632685879591965	0.40209741893254836	7.765415769873852	0.2	0.21640425613334452	216.18785187721116	20.0	2.0	40.0	2.0	10.0	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.5	5.0E-4	0.03	0.7843891202969028	0.13935634612176354	2.6912880233818988	15.687782405938057	2.7871269224352706	53.82576046763798	41.83334269756117	7.826730390261798	23.418428989397956	0.4442827902579992	0.1610717170501881	3.371605243446274
39.0	1.0	577.1652914695608	108.12490230640408	369.56956398667757	1.9449120316145714	0.42577062562596507	8.45922298586157	0.2	0.21640425613334452	216.18785187721116	20.0	2.0	40.0	2.0	10.0	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.5	5.0E-4	0.03	0.6740551455753777	0.14756085435894084	2.931743281188915	13.481102911507554	2.951217087178817	58.634865623778296	40.00604944991851	7.494647118200351	25.616610129813385	0.37702144328678333	0.17326013510708374	3.637856432747732
40.0	1.0	550.579094565138	103.82730797737243	403.883610778378	1.6681547593348913	0.4536472044720169	9.174832565396015	0.2	0.21640425613334452	216.18785187721116	20.0	2.0	40.0	2.0	10.0	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.5	5.0E-4	0.03	0.578138384085317	0.15722214037433976	3.179754662406909	11.56276768170634	3.1444428074867954	63.59509324813818	38.16323470730729	7.196760578964481	27.995078608540304	0.3211087069488642	0.18735518364370032	3.9033097248502795
41.0	1.0	524.0514392021034	100.01977953735809	440.7396157167657	1.4296297949516592	0.486211337444707	9.90275516980546	0.2	0.21640425613334452	216.18785187721116	20.0	2.0	40.0	2.0	10.0	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.5	5.0E-4	0.03	0.49547193080761764	0.1685080088530394	3.432033412863038	9.909438616152354	3.3701601770607885	68.64066825726077	36.32447775513196	6.932842818654707	30.549742199514988	0.2748386778455497	0.20359452435325529	4.162383711697105
42.0	1.0	497.8218757080076	96.70273603656484	480.0110644372897	1.2255908653594332	0.5240208092908831	10.631161802093242	0.2	0.21640425613334452	216.18785187721116	20.0	2.0	40.0	2.0	10.0	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.5	5.0E-4	0.03	0.4247574264219573	0.18161177325735822	3.684479914598759	8.495148528439147	3.6322354651471644	73.68959829197519	34.506382956806895	6.702922883617753	33.271831595228555	0.236680192442546	0.22224892680980196	4.408610599479763
43.0	1.0	472.08831733421664	93.88057535389935	521.4927010721327	1.0521795175889574	0.5677149412987189	11.345871274649026	0.2	0.21640425613334452	216.18785187721116	20.0	2.0	40.0	2.0	10.0	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.5	5.0E-4	0.03	0.3646576330298546	0.19675500546148092	3.9321793425095226	7.293152660597093	3.9351001092296185	78.64358685019046	32.7226686135501	6.507305611590081	36.14711954307391	0.20529222124794994	0.24362569535040238	4.634764251230559
44.0	1.0	447.00977207006156	91.56198262296678	564.8904252042503	0.9056189268401994	0.6180232254047838	12.03048917553286	0.2	0.21640425613334452	216.18785187721116	20.0	2.0	40.0	2.0	10.0	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.5	5.0E-4	0.03	0.3138636029005038	0.21419052810494474	4.169449826388772	6.277272058010076	4.283810562098894	83.38899652777543	30.98435631931069	6.346593010158813	39.155220555563474	0.17952236263317978	0.268072380688252	4.833078652330257
45.0	1.0	422.70996938307843	89.76027828886333	609.813412707595	0.7823446607415182	0.6757746872467616	12.666734420198585	0.2	0.21640425613334452	216.18785187721116	20.0	2.0	40.0	2.0	10.0	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.5	5.0E-4	0.03	0.2711399979095551	0.23420565957943582	4.389955625131131	5.422799958191103	4.684113191588716	87.79911250262263	29.30002234724616	6.221708382220169	42.26904476859078	0.15839503057240564	0.29598075785518185	4.995564774182968
46.0	1.0	399.2814401611985	88.4938080311083	655.7696708887817	0.6790844265429319	0.741907974184223	13.234982143376584	0.2	0.21640425613334452	216.18785187721116	20.0	2.0	40.0	2.0	10.0	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.5	5.0E-4	0.03	0.23535272781020025	0.25712571027036746	4.58689527872135	4.707054556204005	5.142514205407349	91.737905574427	27.67608044976492	6.133923353377576	45.45448984732822	0.14109415711800297	0.32779103207228877	5.114425479184645
47.0	1.0	376.78971856391007	87.78637647255086	702.1663074464772	0.5928986814404984	0.8174821219024392	13.715038061339227	0.2	0.21640425613334452	216.18785187721116	20.0	2.0	40.0	2.0	10.0	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.5	5.0E-4	0.03	0.20548302469909532	0.2833177139774186	4.753269981744811	4.109660493981907	5.666354279548372	95.06539963489624	26.117073108654953	6.0848879343522535	48.67045962907133	0.12694371684303984	0.36399620859997395	5.182556651607717
48.0	1.0	355.27743245861643	87.6677259716356	748.3157424074495	0.5211927490383549	0.9036878983091571	14.08713875938316	0.2	0.21640425613334452	216.18785187721116	20.0	2.0	40.0	2.0	10.0	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.5	5.0E-4	0.03	0.18063164226211142	0.3131943594095674	4.882230256611582	3.6126328452422283	6.263887188191348	97.64460513223163	24.625955062526636	6.07666370833411	51.86929470183459	0.11538819598188452	0.4051465298359457	5.194108314218601
49.0	1.0	334.76813029646354	88.17406079006244	793.4488820884796	0.46170935260535306	1.0018595526731184	14.333144436025098	0.2	0.21640425613334452	216.18785187721116	20.0	2.0	40.0	2.0	10.0	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.5	5.0E-4	0.03	0.16001626799827906	0.34721806212621004	4.967489327194632	3.200325359965581	6.9443612425242005	99.34978654389263	23.20435856563181	6.1117601635153	54.99768555380701	0.1059742605108053	0.4518538410140176	5.145062780311403
50.0	1.0	315.2697559060719	89.3486154498141	836.7358685605487	0.41250863941304794	1.1134867076570165	14.437856314640939	0.2	0.21640425613334452	216.18785187721116	20.0	2.0	40.0	2.0	10.0	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.5	5.0E-4	0.03	0.14296460018288665	0.3859050860017185	5.003779698911485	2.859292003657733	7.718101720034371	100.07559397822969	21.85283424221159	6.193174088597341	57.99811081661213	0.09833427514518214	0.5047956926983452	5.033769584265558
51.0	1.0	296.7777300843488	91.24226407190322	877.3143954408191	0.37194105836022273	1.240226019668001	14.390352991267807	0.2	0.21640425613334452	216.18785187721116	20.0	2.0	40.0	2.0	10.0	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.5	5.0E-4	0.03	0.1289049479684352	0.4298295843949791	4.987316301579828	2.5780989593687047	8.596591687899583	99.74632603159657	20.57106468609468	6.324431808934571	60.810799966445664	0.09217192965194067	0.5647189215888524	4.8613623836560595
52.0	1.0	279.2776313865285	93.91416485978735	914.3247491997274	0.3386169806907396	1.3839120955352866	14.185204229686	0.2	0.21640425613334452	216.18785187721116	20.0	2.0	40.0	2.0	10.0	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.5	5.0E-4	0.03	0.1173557027277538	0.4796273835815448	4.916217158736931	2.347114054555076	9.592547671630896	98.32434317473862	19.358050278903193	6.509633858720349	63.37616220239701	0.08724998446052967	0.6324423686558431	4.631976640519868
53.0	1.0	262.74749084755314	97.43243024036745	946.949751595544	0.31137576438383785	1.5465669696158542	13.823396273897314	0.2	0.21640425613334452	216.18785187721116	20.0	2.0	40.0	2.0	10.0	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.5	5.0E-4	0.03	0.10791461658867751	0.5359992672681839	4.790824076507389	2.1582923317735503	10.719985345363678	95.81648153014777	18.212268248018148	6.753501431621425	65.63755504503918	0.08338000851076563	0.7088582931475422	4.3526954683418655
