time	cell	H	HR	R	HRRH	E	GQ	IP3	CHO	alpha	beta	reaction_0	reaction_1	reaction_2	reaction_3	reaction_4
10.0	1.0	0.007127960723593079	4.047098051783385E-5	0.009943813805891981	2.60932255694548E-6	5.24828423812015E-6	0.09999475171576196	11.90277709143055	0.0069756080397106015	2.0	4.0	-2.515711696136761E-5	-8.951862124540183E-6	-5.982602711628081E-6	119.02777091430553	104.965684762403
11.0	1.0	0.007141028399679189	3.6677742759734226E-5	0.009956881481978092	1.0712577403863165E-6	2.1491298906750604E-6	0.09999785087010941	4.611915992778693	0.00274185914756204	2.0	4.0	-5.632780211057724E-6	-1.993146667058491E-6	-1.3320910686070216E-6	46.119159927786924	42.98259781350121
12.0	1.0	0.007143938876541582	3.5825618438874584E-5	0.009959791958840489	7.299197649905249E-7	1.4612915953028437E-6	0.09999853870840478	2.991996816625373	0.0017845195364308104	2.0	4.0	-1.247729751805923E-6	-4.40911483633048E-7	-2.9467956682985904E-7	29.91996816625373	29.225831906056875
13.0	1.0	0.007144582794435979	3.563671528398038E-5	0.00996043587673488	6.544652287947916E-7	1.3092387617482903E-6	0.09999869076123835	2.6338108395264896	0.001572005772031544	2.0	4.0	-2.7567944489473545E-7	-9.73874533952563E-8	-6.508823672418153E-8	26.338108395264896	26.184775234965805
14.0	1.0	0.007144725033901719	3.5594968430619997E-5	0.009960578116200615	6.378007042723655E-7	1.2756569800812168E-6	0.09999872434302	2.5546989837216856	0.0015250274182419502	2.0	4.0	-6.086260571959716E-8	-2.1499077419742585E-8	-1.4368766978166154E-8	25.546989837216856	25.513139601624335
15.0	1.0	0.0071447564398231375	3.558574997112697E-5	0.009960609522122037	6.341213960310317E-7	1.268242557358704E-6	0.09999873175744271	2.5372318984770352	0.0015146530868321469	2.0	4.0	-1.3427286272107465E-8	-4.742977636250996E-9	-3.169938291838672E-9	25.372318984770352	25.36485114717408
16.0	1.0	0.007144763372535967	3.5583714993982573E-5	0.009960616454834863	6.333092131370098E-7	1.2666058724107388E-6	0.09999873339412764	2.533376144266857	0.0015123629182828113	2.0	4.0	-2.955933954936407E-9	-1.0441337525984867E-9	-6.978400173256877E-10	25.33376144266857	25.332117448214774
17.0	1.0	0.007144764904044034	3.558326544428358E-5	0.009960617986342929	6.331297938886839E-7	1.266244312474654E-6	0.09999873375568756	2.5325243694201194	0.0015118569922999163	2.0	4.0	-6.426928861335852E-10	-2.2702024755447028E-10	-1.5172745942678215E-10	25.325243694201195	25.32488624949308
18.0	1.0	0.0071447652370314075	3.55831677010623E-5	0.009960618319330303	6.330907837659454E-7	1.266165700521426E-6	0.09999873383429951	2.5323391727610223	0.0015117469914053348	2.0	4.0	-1.3973708813870035E-10	-4.9359724918332705E-11	-3.2989249895178097E-11	25.323391727610222	25.32331401042852
19.0	1.0	0.007144765309430964	3.558314644930348E-5	0.009960618391729858	6.330823020169543E-7	1.2661486083717193E-6	0.09999873385139166	2.5322989065038164	0.0015117230745251764	2.0	4.0	-3.038223855443209E-11	-1.0732003324994582E-11	-7.172664805848994E-12	25.322989065038165	25.322972167434386
20.0	1.0	0.007144765325172386	3.5583141828654616E-5	0.009960618407471283	6.330804578787071E-7	1.2661448921232114E-6	0.0999987338551079	2.5322901516413685	0.001511717874413944	2.0	4.0	-6.605836537498799E-12	-2.333398160852602E-12	-1.559511580203482E-12	25.322901516413687	25.322897842464226
21.0	1.0	0.007144765328594954	3.558314082401333E-5	0.009960618410893851	6.330800569182669E-7	1.2661440841205358E-6	0.0999987338559159	2.532288248121654	0.0015117167437834495	2.0	4.0	-1.4362692350548822E-12	-5.073374251428537E-13	-3.390756642476789E-13	25.322882481216542	25.322881682410717
22.0	1.0	0.007144765329339103	3.558314060557993E-5	0.009960618411638	6.330799697397309E-7	1.2661439084411338E-6	0.09999873385609158	2.5322878342502464	0.0015117164979569246	2.0	4.0	-3.1227982439513413E-13	-1.1030747653525117E-13	-7.372330827412621E-14	25.322878342502463	25.322878168822676
23.0	1.0	0.0071447653295009	3.55831405580872E-5	0.009960618411799795	6.330799507850005E-7	1.2661438702441659E-6	0.09999873385612976	2.5322877442645524	0.0015117164445082687	2.0	4.0	-6.789729369016673E-14	-2.398352741381812E-14	-1.6029224388786067E-14	25.322877442645524	25.322877404883318
24.0	1.0	0.007144765329536078	3.5583140547761114E-5	0.009960618411834973	6.33079946663781E-7	1.266143861939216E-6	0.09999873385613807	2.532287724699474	0.0015117164328872306	2.0	4.0	-1.4762496780562628E-14	-5.214602062192332E-15	-3.4851136733460297E-15	25.32287724699474	25.32287723878432
25.0	1.0	0.007144765329543727	3.5583140545515975E-5	0.009960618411842623	6.330799457677274E-7	1.2661438601335175E-6	0.09999873385613987	2.5322877204455496	0.0015117164303605343	2.0	4.0	-3.2096992164803995E-15	-1.1337794344047723E-15	-7.57748898350119E-16	25.322877204455494	25.322877202670348
26.0	1.0	0.00714476532954539	3.558314054502783E-5	0.009960618411844285	6.330799455729043E-7	1.2661438597409158E-6	0.09999873385614026	2.5322877195206455	0.0015117164298111704	2.0	4.0	-6.978738333746071E-16	-2.4651242215589265E-16	-1.6469031000054812E-16	25.322877195206456	25.322877194818318
27.0	1.0	0.007144765329545751	3.558314054492169E-5	0.009960618411844648	6.330799455305445E-7	1.2661438596555542E-6	0.09999873385614035	2.532287719319547	0.0015117164296917244	2.0	4.0	-1.517069889850342E-16	-5.359770380341036E-17	-3.583288180064592E-17	25.322877193195474	25.322877193111083
28.0	1.0	0.007144765329545831	3.558314054489862E-5	0.009960618411844726	6.330799455213349E-7	1.2661438596369952E-6	0.09999873385614037	2.5322877192758257	0.0015117164296657552	2.0	4.0	-3.29326409892472E-17	-1.1654749837745546E-17	-7.806255641895632E-18	25.322877192758256	25.322877192739906
29.0	1.0	0.007144765329545847	3.55831405448936E-5	0.009960618411844743	6.330799455193329E-7	1.2661438596329606E-6	0.09999873385614037	2.5322877192663205	0.0015117164296601095	2.0	4.0	-7.128629284092192E-18	-2.5368636770266295E-18	-1.6805133673525319E-18	25.322877192663206	25.322877192659213
30.0	1.0	0.0071447653295458515	3.558314054489252E-5	0.009960618411844747	6.330799455188971E-7	1.2661438596320827E-6	0.09999873385614037	2.532287719264252	0.001511716429658881	2.0	4.0	-1.5449880957918438E-18	-5.505714157152952E-19	-3.7947076036992655E-19	25.32287719264252	25.322877192641652
31.0	1.0	0.0071447653295458515	3.558314054489229E-5	0.009960618411844748	6.330799455188026E-7	1.266143859631892E-6	0.09999873385614037	2.532287719263803	0.001511716429658614	2.0	4.0	-3.7947076036992655E-19	-1.1943164556285635E-19	-5.421010862427522E-20	25.32287719263803	25.32287719263784
32.0	1.0	0.0071447653295458515	3.558314054489223E-5	0.009960618411844748	6.330799455187818E-7	1.2661438596318504E-6	0.09999873385614037	2.5322877192637048	0.0015117164296585557	2.0	4.0	-8.131516293641283E-20	-2.583450489125616E-20	-5.421010862427522E-20	25.322877192637048	25.32287719263701
33.0	1.0	0.0071447653295458515	3.558314054489221E-5	0.009960618411844748	6.330799455187771E-7	1.2661438596318408E-6	0.09999873385614037	2.5322877192636826	0.0015117164296585424	2.0	4.0	0.0	-5.082197683525802E-21	0.0	25.322877192636824	25.322877192636817
34.0	1.0	0.0071447653295458515	3.558314054489221E-5	0.009960618411844748	6.330799455187762E-7	1.2661438596318391E-6	0.09999873385614037	2.5322877192636786	0.00151171642965854	2.0	4.0	0.0	-8.470329472543003E-22	0.0	25.322877192636785	25.32287719263678
35.0	1.0	0.0071447653295458515	3.558314054489221E-5	0.009960618411844748	6.330799455187761E-7	1.266143859631839E-6	0.09999873385614037	2.5322877192636777	0.0015117164296585396	2.0	4.0	0.0	-4.2351647362715017E-22	0.0	25.322877192636778	25.322877192636778
36.0	1.0	0.0071447653295458515	3.558314054489221E-5	0.009960618411844748	6.330799455187761E-7	1.266143859631839E-6	0.09999873385614037	2.5322877192636777	0.0015117164296585396	2.0	4.0	0.0	-4.2351647362715017E-22	0.0	25.322877192636778	25.322877192636778
37.0	1.0	0.0071447653295458515	3.558314054489221E-5	0.009960618411844748	6.330799455187761E-7	1.266143859631839E-6	0.09999873385614037	2.5322877192636777	0.0015117164296585396	2.0	4.0	0.0	-4.2351647362715017E-22	0.0	25.322877192636778	25.322877192636778
38.0	1.0	0.0071447653295458515	3.558314054489221E-5	0.009960618411844748	6.330799455187761E-7	1.266143859631839E-6	0.09999873385614037	2.5322877192636777	0.0015117164296585396	2.0	4.0	0.0	-4.2351647362715017E-22	0.0	25.322877192636778	25.322877192636778
39.0	1.0	0.0071447653295458515	3.558314054489221E-5	0.009960618411844748	6.330799455187761E-7	1.266143859631839E-6	0.09999873385614037	2.5322877192636777	0.0015117164296585396	2.0	4.0	0.0	-4.2351647362715017E-22	0.0	25.322877192636778	25.322877192636778
40.0	1.0	0.0071447653295458515	3.558314054489221E-5	0.009960618411844748	6.330799455187761E-7	1.266143859631839E-6	0.09999873385614037	2.5322877192636777	0.0015117164296585396	2.0	4.0	0.0	-4.2351647362715017E-22	0.0	25.322877192636778	25.322877192636778
41.0	1.0	0.0071447653295458515	3.558314054489221E-5	0.009960618411844748	6.330799455187761E-7	1.266143859631839E-6	0.09999873385614037	2.5322877192636777	0.0015117164296585396	2.0	4.0	0.0	-4.2351647362715017E-22	0.0	25.322877192636778	25.322877192636778
42.0	1.0	0.0071447653295458515	3.558314054489221E-5	0.009960618411844748	6.330799455187761E-7	1.266143859631839E-6	0.09999873385614037	2.5322877192636777	0.0015117164296585396	2.0	4.0	0.0	-4.2351647362715017E-22	0.0	25.322877192636778	25.322877192636778
43.0	1.0	0.0071447653295458515	3.558314054489221E-5	0.009960618411844748	6.330799455187761E-7	1.266143859631839E-6	0.09999873385614037	2.5322877192636777	0.0015117164296585396	2.0	4.0	0.0	-4.2351647362715017E-22	0.0	25.322877192636778	25.322877192636778
44.0	1.0	0.0071447653295458515	3.558314054489221E-5	0.009960618411844748	6.330799455187761E-7	1.266143859631839E-6	0.09999873385614037	2.5322877192636777	0.0015117164296585396	2.0	4.0	0.0	-4.2351647362715017E-22	0.0	25.322877192636778	25.322877192636778
45.0	1.0	0.0071447653295458515	3.558314054489221E-5	0.009960618411844748	6.330799455187761E-7	1.266143859631839E-6	0.09999873385614037	2.5322877192636777	0.0015117164296585396	2.0	4.0	0.0	-4.2351647362715017E-22	0.0	25.322877192636778	25.322877192636778
46.0	1.0	0.0071447653295458515	3.558314054489221E-5	0.009960618411844748	6.330799455187761E-7	1.266143859631839E-6	0.09999873385614037	2.5322877192636777	0.0015117164296585396	2.0	4.0	0.0	-4.2351647362715017E-22	0.0	25.322877192636778	25.322877192636778
47.0	1.0	0.0071447653295458515	3.558314054489221E-5	0.009960618411844748	6.330799455187761E-7	1.266143859631839E-6	0.09999873385614037	2.5322877192636777	0.0015117164296585396	2.0	4.0	0.0	-4.2351647362715017E-22	0.0	25.322877192636778	25.322877192636778
48.0	1.0	0.0071447653295458515	3.558314054489221E-5	0.009960618411844748	6.330799455187761E-7	1.266143859631839E-6	0.09999873385614037	2.5322877192636777	0.0015117164296585396	2.0	4.0	0.0	-4.2351647362715017E-22	0.0	25.322877192636778	25.322877192636778
49.0	1.0	0.0071447653295458515	3.558314054489221E-5	0.009960618411844748	6.330799455187761E-7	1.266143859631839E-6	0.09999873385614037	2.5322877192636777	0.0015117164296585396	2.0	4.0	0.0	-4.2351647362715017E-22	0.0	25.322877192636778	25.322877192636778
50.0	1.0	0.0071447653295458515	3.558314054489221E-5	0.009960618411844748	6.330799455187761E-7	1.266143859631839E-6	0.09999873385614037	2.5322877192636777	0.0015117164296585396	2.0	4.0	0.0	-4.2351647362715017E-22	0.0	25.322877192636778	25.322877192636778
51.0	1.0	0.0071447653295458515	3.558314054489221E-5	0.009960618411844748	6.330799455187761E-7	1.266143859631839E-6	0.09999873385614037	2.5322877192636777	0.0015117164296585396	2.0	4.0	0.0	-4.2351647362715017E-22	0.0	25.322877192636778	25.322877192636778
52.0	1.0	0.0071447653295458515	3.558314054489221E-5	0.009960618411844748	6.330799455187761E-7	1.266143859631839E-6	0.09999873385614037	2.5322877192636777	0.0015117164296585396	2.0	4.0	0.0	-4.2351647362715017E-22	0.0	25.322877192636778	25.322877192636778
53.0	1.0	0.0071447653295458515	3.558314054489221E-5	0.009960618411844748	6.330799455187761E-7	1.266143859631839E-6	0.09999873385614037	2.5322877192636777	0.0015117164296585396	2.0	4.0	0.0	-4.2351647362715017E-22	0.0	25.322877192636778	25.322877192636778
54.0	1.0	0.0071447653295458515	3.558314054489221E-5	0.009960618411844748	6.330799455187761E-7	1.266143859631839E-6	0.09999873385614037	2.5322877192636777	0.0015117164296585396	2.0	4.0	0.0	-4.2351647362715017E-22	0.0	25.322877192636778	25.322877192636778
55.0	1.0	0.0071447653295458515	3.558314054489221E-5	0.009960618411844748	6.330799455187761E-7	1.266143859631839E-6	0.09999873385614037	2.5322877192636777	0.0015117164296585396	2.0	4.0	0.0	-4.2351647362715017E-22	0.0	25.322877192636778	25.322877192636778
56.0	1.0	0.0071447653295458515	3.558314054489221E-5	0.009960618411844748	6.330799455187761E-7	1.266143859631839E-6	0.09999873385614037	2.5322877192636777	0.0015117164296585396	2.0	4.0	0.0	-4.2351647362715017E-22	0.0	25.322877192636778	25.322877192636778
57.0	1.0	0.0071447653295458515	3.558314054489221E-5	0.009960618411844748	6.330799455187761E-7	1.266143859631839E-6	0.09999873385614037	2.5322877192636777	0.0015117164296585396	2.0	4.0	0.0	-4.2351647362715017E-22	0.0	25.322877192636778	25.322877192636778
58.0	1.0	0.0071447653295458515	3.558314054489221E-5	0.009960618411844748	6.330799455187761E-7	1.266143859631839E-6	0.09999873385614037	2.5322877192636777	0.0015117164296585396	2.0	4.0	0.0	-4.2351647362715017E-22	0.0	25.322877192636778	25.322877192636778
59.0	1.0	0.0071447653295458515	3.558314054489221E-5	0.009960618411844748	6.330799455187761E-7	1.266143859631839E-6	0.09999873385614037	2.5322877192636777	0.0015117164296585396	2.0	4.0	0.0	-4.2351647362715017E-22	0.0	25.322877192636778	25.322877192636778
60.0	1.0	0.0071447653295458515	3.558314054489221E-5	0.009960618411844748	6.330799455187761E-7	1.266143859631839E-6	0.09999873385614037	2.5322877192636777	0.0015117164296585396	2.0	4.0	0.0	-4.2351647362715017E-22	0.0	25.322877192636778	25.322877192636778
61.0	1.0	0.0071447653295458515	3.558314054489221E-5	0.009960618411844748	6.330799455187761E-7	1.266143859631839E-6	0.09999873385614037	2.5322877192636777	0.0015117164296585396	2.0	4.0	0.0	-4.2351647362715017E-22	0.0	25.322877192636778	25.322877192636778
62.0	1.0	0.0071447653295458515	3.558314054489221E-5	0.009960618411844748	6.330799455187761E-7	1.266143859631839E-6	0.09999873385614037	2.5322877192636777	0.0015117164296585396	2.0	4.0	0.0	-4.2351647362715017E-22	0.0	25.322877192636778	25.322877192636778
63.0	1.0	0.0071447653295458515	3.558314054489221E-5	0.009960618411844748	6.330799455187761E-7	1.266143859631839E-6	0.09999873385614037	2.5322877192636777	0.0015117164296585396	2.0	4.0	0.0	-4.2351647362715017E-22	0.0	25.322877192636778	25.322877192636778
64.0	1.0	0.0071447653295458515	3.558314054489221E-5	0.009960618411844748	6.330799455187761E-7	1.266143859631839E-6	0.09999873385614037	2.5322877192636777	0.0015117164296585396	2.0	4.0	0.0	-4.2351647362715017E-22	0.0	25.322877192636778	25.322877192636778
65.0	1.0	0.0071447653295458515	3.558314054489221E-5	0.009960618411844748	6.330799455187761E-7	1.266143859631839E-6	0.09999873385614037	2.5322877192636777	0.0015117164296585396	2.0	4.0	0.0	-4.2351647362715017E-22	0.0	25.322877192636778	25.322877192636778
66.0	1.0	0.0071447653295458515	3.558314054489221E-5	0.009960618411844748	6.330799455187761E-7	1.266143859631839E-6	0.09999873385614037	2.5322877192636777	0.0015117164296585396	2.0	4.0	0.0	-4.2351647362715017E-22	0.0	25.322877192636778	25.322877192636778
67.0	1.0	0.0071447653295458515	3.558314054489221E-5	0.009960618411844748	6.330799455187761E-7	1.266143859631839E-6	0.09999873385614037	2.5322877192636777	0.0015117164296585396	2.0	4.0	0.0	-4.2351647362715017E-22	0.0	25.322877192636778	25.322877192636778
68.0	1.0	0.0071447653295458515	3.558314054489221E-5	0.009960618411844748	6.330799455187761E-7	1.266143859631839E-6	0.09999873385614037	2.5322877192636777	0.0015117164296585396	2.0	4.0	0.0	-4.2351647362715017E-22	0.0	25.322877192636778	25.322877192636778
69.0	1.0	0.0071447653295458515	3.558314054489221E-5	0.009960618411844748	6.330799455187761E-7	1.266143859631839E-6	0.09999873385614037	2.5322877192636777	0.0015117164296585396	2.0	4.0	0.0	-4.2351647362715017E-22	0.0	25.322877192636778	25.322877192636778
70.0	1.0	0.0071447653295458515	3.558314054489221E-5	0.009960618411844748	6.330799455187761E-7	1.266143859631839E-6	0.09999873385614037	2.5322877192636777	0.0015117164296585396	2.0	4.0	0.0	-4.2351647362715017E-22	0.0	25.322877192636778	25.322877192636778
71.0	1.0	0.0071447653295458515	3.558314054489221E-5	0.009960618411844748	6.330799455187761E-7	1.266143859631839E-6	0.09999873385614037	2.5322877192636777	0.0015117164296585396	2.0	4.0	0.0	-4.2351647362715017E-22	0.0	25.322877192636778	25.322877192636778
72.0	1.0	0.0071447653295458515	3.558314054489221E-5	0.009960618411844748	6.330799455187761E-7	1.266143859631839E-6	0.09999873385614037	2.5322877192636777	0.0015117164296585396	2.0	4.0	0.0	-4.2351647362715017E-22	0.0	25.322877192636778	25.322877192636778
73.0	1.0	0.0071447653295458515	3.558314054489221E-5	0.009960618411844748	6.330799455187761E-7	1.266143859631839E-6	0.09999873385614037	2.5322877192636777	0.0015117164296585396	2.0	4.0	0.0	-4.2351647362715017E-22	0.0	25.322877192636778	25.322877192636778
74.0	1.0	0.0071447653295458515	3.558314054489221E-5	0.009960618411844748	6.330799455187761E-7	1.266143859631839E-6	0.09999873385614037	2.5322877192636777	0.0015117164296585396	2.0	4.0	0.0	-4.2351647362715017E-22	0.0	25.322877192636778	25.322877192636778
75.0	1.0	0.0071447653295458515	3.558314054489221E-5	0.009960618411844748	6.330799455187761E-7	1.266143859631839E-6	0.09999873385614037	2.5322877192636777	0.0015117164296585396	2.0	4.0	0.0	-4.2351647362715017E-22	0.0	25.322877192636778	25.322877192636778
76.0	1.0	0.0071447653295458515	3.558314054489221E-5	0.009960618411844748	6.330799455187761E-7	1.266143859631839E-6	0.09999873385614037	2.5322877192636777	0.0015117164296585396	2.0	4.0	0.0	-4.2351647362715017E-22	0.0	25.322877192636778	25.322877192636778
77.0	1.0	0.0071447653295458515	3.558314054489221E-5	0.009960618411844748	6.330799455187761E-7	1.266143859631839E-6	0.09999873385614037	2.5322877192636777	0.0015117164296585396	2.0	4.0	0.0	-4.2351647362715017E-22	0.0	25.322877192636778	25.322877192636778
78.0	1.0	0.0071447653295458515	3.558314054489221E-5	0.009960618411844748	6.330799455187761E-7	1.266143859631839E-6	0.09999873385614037	2.5322877192636777	0.0015117164296585396	2.0	4.0	0.0	-4.2351647362715017E-22	0.0	25.322877192636778	25.322877192636778
79.0	1.0	0.0071447653295458515	3.558314054489221E-5	0.009960618411844748	6.330799455187761E-7	1.266143859631839E-6	0.09999873385614037	2.5322877192636777	0.0015117164296585396	2.0	4.0	0.0	-4.2351647362715017E-22	0.0	25.322877192636778	25.322877192636778
80.0	1.0	0.0071447653295458515	3.558314054489221E-5	0.009960618411844748	6.330799455187761E-7	1.266143859631839E-6	0.09999873385614037	2.5322877192636777	0.0015117164296585396	2.0	4.0	0.0	-4.2351647362715017E-22	0.0	25.322877192636778	25.322877192636778
81.0	1.0	0.0071447653295458515	3.558314054489221E-5	0.009960618411844748	6.330799455187761E-7	1.266143859631839E-6	0.09999873385614037	2.5322877192636777	0.0015117164296585396	2.0	4.0	0.0	-4.2351647362715017E-22	0.0	25.322877192636778	25.322877192636778
82.0	1.0	0.0071447653295458515	3.558314054489221E-5	0.009960618411844748	6.330799455187761E-7	1.266143859631839E-6	0.09999873385614037	2.5322877192636777	0.0015117164296585396	2.0	4.0	0.0	-4.2351647362715017E-22	0.0	25.322877192636778	25.322877192636778
83.0	1.0	0.0071447653295458515	3.558314054489221E-5	0.009960618411844748	6.330799455187761E-7	1.266143859631839E-6	0.09999873385614037	2.5322877192636777	0.0015117164296585396	2.0	4.0	0.0	-4.2351647362715017E-22	0.0	25.322877192636778	25.322877192636778
84.0	1.0	0.0071447653295458515	3.558314054489221E-5	0.009960618411844748	6.330799455187761E-7	1.266143859631839E-6	0.09999873385614037	2.5322877192636777	0.0015117164296585396	2.0	4.0	0.0	-4.2351647362715017E-22	0.0	25.322877192636778	25.322877192636778
85.0	1.0	0.0071447653295458515	3.558314054489221E-5	0.009960618411844748	6.330799455187761E-7	1.266143859631839E-6	0.09999873385614037	2.5322877192636777	0.0015117164296585396	2.0	4.0	0.0	-4.2351647362715017E-22	0.0	25.322877192636778	25.322877192636778
86.0	1.0	0.0071447653295458515	3.558314054489221E-5	0.009960618411844748	6.330799455187761E-7	1.266143859631839E-6	0.09999873385614037	2.5322877192636777	0.0015117164296585396	2.0	4.0	0.0	-4.2351647362715017E-22	0.0	25.322877192636778	25.322877192636778
87.0	1.0	0.0071447653295458515	3.558314054489221E-5	0.009960618411844748	6.330799455187761E-7	1.266143859631839E-6	0.09999873385614037	2.5322877192636777	0.0015117164296585396	2.0	4.0	0.0	-4.2351647362715017E-22	0.0	25.322877192636778	25.322877192636778
88.0	1.0	0.0071447653295458515	3.558314054489221E-5	0.009960618411844748	6.330799455187761E-7	1.266143859631839E-6	0.09999873385614037	2.5322877192636777	0.0015117164296585396	2.0	4.0	0.0	-4.2351647362715017E-22	0.0	25.322877192636778	25.322877192636778
89.0	1.0	0.0071447653295458515	3.558314054489221E-5	0.009960618411844748	6.330799455187761E-7	1.266143859631839E-6	0.09999873385614037	2.5322877192636777	0.0015117164296585396	2.0	4.0	0.0	-4.2351647362715017E-22	0.0	25.322877192636778	25.322877192636778
90.0	1.0	0.0071447653295458515	3.558314054489221E-5	0.009960618411844748	6.330799455187761E-7	1.266143859631839E-6	0.09999873385614037	2.5322877192636777	0.0015117164296585396	2.0	4.0	0.0	-4.2351647362715017E-22	0.0	25.322877192636778	25.322877192636778
91.0	1.0	0.0071447653295458515	3.558314054489221E-5	0.009960618411844748	6.330799455187761E-7	1.266143859631839E-6	0.09999873385614037	2.5322877192636777	0.0015117164296585396	2.0	4.0	0.0	-4.2351647362715017E-22	0.0	25.322877192636778	25.322877192636778
92.0	1.0	0.0071447653295458515	3.558314054489221E-5	0.009960618411844748	6.330799455187761E-7	1.266143859631839E-6	0.09999873385614037	2.5322877192636777	0.0015117164296585396	2.0	4.0	0.0	-4.2351647362715017E-22	0.0	25.322877192636778	25.322877192636778
93.0	1.0	0.0071447653295458515	3.558314054489221E-5	0.009960618411844748	6.330799455187761E-7	1.266143859631839E-6	0.09999873385614037	2.5322877192636777	0.0015117164296585396	2.0	4.0	0.0	-4.2351647362715017E-22	0.0	25.322877192636778	25.322877192636778
94.0	1.0	0.0071447653295458515	3.558314054489221E-5	0.009960618411844748	6.330799455187761E-7	1.266143859631839E-6	0.09999873385614037	2.5322877192636777	0.0015117164296585396	2.0	4.0	0.0	-4.2351647362715017E-22	0.0	25.322877192636778	25.322877192636778
95.0	1.0	0.0071447653295458515	3.558314054489221E-5	0.009960618411844748	6.330799455187761E-7	1.266143859631839E-6	0.09999873385614037	2.5322877192636777	0.0015117164296585396	2.0	4.0	0.0	-4.2351647362715017E-22	0.0	25.322877192636778	25.322877192636778
96.0	1.0	0.0071447653295458515	3.558314054489221E-5	0.009960618411844748	6.330799455187761E-7	1.266143859631839E-6	0.09999873385614037	2.5322877192636777	0.0015117164296585396	2.0	4.0	0.0	-4.2351647362715017E-22	0.0	25.322877192636778	25.322877192636778
97.0	1.0	0.0071447653295458515	3.558314054489221E-5	0.009960618411844748	6.330799455187761E-7	1.266143859631839E-6	0.09999873385614037	2.5322877192636777	0.0015117164296585396	2.0	4.0	0.0	-4.2351647362715017E-22	0.0	25.322877192636778	25.322877192636778
98.0	1.0	0.0071447653295458515	3.558314054489221E-5	0.009960618411844748	6.330799455187761E-7	1.266143859631839E-6	0.09999873385614037	2.5322877192636777	0.0015117164296585396	2.0	4.0	0.0	-4.2351647362715017E-22	0.0	25.322877192636778	25.322877192636778
99.0	1.0	0.0071447653295458515	3.558314054489221E-5	0.009960618411844748	6.330799455187761E-7	1.266143859631839E-6	0.09999873385614037	2.5322877192636777	0.0015117164296585396	2.0	4.0	0.0	-4.2351647362715017E-22	0.0	25.322877192636778	25.322877192636778
100.0	1.0	0.0071447653295458515	3.558314054489221E-5	0.009960618411844748	6.330799455187761E-7	1.266143859631839E-6	0.09999873385614037	2.5322877192636777	0.0015117164296585396	2.0	4.0	0.0	-4.2351647362715017E-22	0.0	25.322877192636778	25.322877192636778
