time	cell	M	MpY	MpT	Mpp	MEK	MKP3	Km1	kcat1	Km2	kcat2	Km3	kcat3	Km4	kcat4	Km5	kcat5	Km6	kcat6	Km7	kcat7	Km8	v1	v2	v3	v4	v5	v6	v7
81.0	1.0	392.1152565879513	336.61099397347823	47.21536251066443	24.05838692790599	180.0	100.0	410.0	1.08	40.0	0.007	20.0	0.008	300.0	0.45	22.0	0.084	18.0	0.06	34.0	0.108	40.0	6.169611506335098	0.3518605066313634	0.9368669324434777	0.42303740191550526	0.37616660208157104	0.6444944730131285	4.378549444246043
82.0	1.0	390.0507972596329	338.03278599567085	47.45947122619275	24.456945518503545	180.0	100.0	410.0	1.08	40.0	0.007	20.0	0.008	300.0	0.45	22.0	0.084	18.0	0.06	34.0	0.108	40.0	6.15180675783931	0.35419178950211	0.9341632484126359	0.42624153815434224	0.38205591386093624	0.64724655216309	4.3931068707129715
83.0	1.0	388.02376019120305	339.4202598351531	47.700854970175534	24.855125003468356	180.0	100.0	410.0	1.08	40.0	0.007	20.0	0.008	300.0	0.45	22.0	0.084	18.0	0.06	34.0	0.108	40.0	6.134284231733519	0.35648518563547066	0.9315024203743492	0.4294208217759902	0.38793261639561377	0.6499630187838933	4.407236322481538
84.0	1.0	386.03336475949106	340.7741562008647	47.93960290203111	25.252876137613235	180.0	100.0	410.0	1.08	40.0	0.007	20.0	0.008	300.0	0.45	22.0	0.084	18.0	0.06	34.0	0.108	40.0	6.117040008146646	0.3587412191844182	0.9288838530889351	0.43257585150964595	0.39379606956642066	0.6526451289284305	4.420948063400729
85.0	1.0	384.07884622731615	342.0952012191967	48.17580113528393	25.650151418203233	180.0	100.0	410.0	1.08	40.0	0.007	20.0	0.008	300.0	0.45	22.0	0.084	18.0	0.06	34.0	0.108	40.0	6.100070177401327	0.3609604131100678	0.926306952864646	0.4357072121041763	0.3996456590909752	0.6552940918682173	4.434252118661139
86.0	1.0	382.1594554488742	343.38410668223673	48.40953282467199	26.04690504421705	180.0	100.0	410.0	1.08	40.0	0.007	20.0	0.008	300.0	0.45	22.0	0.084	18.0	0.06	34.0	0.108	40.0	6.083370842003215	0.3631432889094424	0.9237711278597474	0.4388154744603066	0.40548079584196384	0.6579110716523731	4.447158280640942
87.0	1.0	380.2744585801721	344.6415702924702	48.64087825120517	26.443092876152562	180.0	100.0	410.0	1.08	40.0	0.007	20.0	0.008	300.0	0.45	22.0	0.084	18.0	0.06	34.0	0.108	40.0	6.06693811854811	0.36529036635431	0.9212757883721203	0.4419011957702636	0.41130091517928385	0.6604971886170807	4.459676114576617
88.0	1.0	378.4231367943838	345.86827590401793	48.869914905217385	26.838672396380844	180.0	100.0	410.0	1.08	40.0	0.007	20.0	0.008	300.0	0.45	22.0	0.084	18.0	0.06	34.0	0.108	40.0	6.050768139547826	0.3674021632409727	0.9188203471165217	0.44496491966443147	0.41710547629576755	0.6630535208472832	4.471814964065775
89.0	1.0	376.6047860020104	347.06489376048285	49.09671756745378	27.233602670053024	180.0	100.0	410.0	1.08	40.0	0.007	20.0	0.008	300.0	0.45	22.0	0.084	18.0	0.06	34.0	0.108	40.0	6.034857055175818	0.36947919515087785	0.9164042194896612	0.4480071763645879	0.4228939615762077	0.6655811055922857	4.483583956408954
90.0	1.0	374.81871657573157	348.23208072947165	49.32135838823298	27.62784430656384	180.0	100.0	410.0	1.08	40.0	0.007	20.0	0.008	300.0	0.45	22.0	0.084	18.0	0.06	34.0	0.108	40.0	6.019201034933671	0.37152197522190306	0.9140268238232613	0.4510284828432866	0.4286658759694254	0.6680809406368573	4.494992007796956
91.0	1.0	373.0642530798455	349.3704805338558	49.54390696472318	28.021359421575585	180.0	100.0	410.0	1.08	40.0	0.007	20.0	0.008	300.0	0.45	22.0	0.084	18.0	0.06	34.0	0.108	40.0	6.003796269239639	0.37353101393016114	0.9116875816252784	0.45402934298896436	0.4344207463731299	0.6705539856293523	4.506047828349928
92.0	1.0	371.3407340041973	350.4807239798273	49.764430416369756	28.41411159960567	180.0	100.0	410.0	1.08	40.0	0.007	20.0	0.008	300.0	0.45	22.0	0.084	18.0	0.06	34.0	0.108	40.0	5.988638970940513	0.37550681888215615	0.9093859178094851	0.45701024777635707	0.44015812103133617	0.6730011633683033	4.516759927014044
93.0	1.0	369.64751150250436	351.56342918180394	49.98299345851102	28.806065857180727	180.0	100.0	410.0	1.08	40.0	0.007	20.0	0.008	300.0	0.45	22.0	0.084	18.0	0.06	34.0	0.108	40.0	5.9737253767481535	0.3774498946171126	0.9071212609136086	0.4599716754418146	0.4458775689441156	0.6754233610488678	4.527136616321369
94.0	1.0	367.9839511349896	352.61920178423287	50.19965847421773	29.19718860655985	180.0	100.0	410.0	1.08	40.0	0.007	20.0	0.008	300.0	0.45	22.0	0.084	18.0	0.06	34.0	0.108	40.0	5.959051748602114	0.37936074241929413	0.9048930433062468	0.46291409166311864	0.4515786792894658	0.6778214314704617	4.537186017018165
95.0	1.0	366.3494316152411	353.64863518033854	50.41448558439122	29.587447620029103	180.0	100.0	410.0	1.08	40.0	0.007	20.0	0.008	300.0	0.45	22.0	0.084	18.0	0.06	34.0	0.108	40.0	5.944614374959769	0.38123986014011463	0.9027007013827795	0.46583794974340986	0.45726106085709695	0.6801961942068399	4.5469160625666705
96.0	1.0	364.7433445612188	354.652310727858	50.62753271615409	29.97681199476915	180.0	100.0	410.0	1.08	40.0	0.007	20.0	0.008	300.0	0.45	22.0	0.084	18.0	0.06	34.0	0.108	40.0	5.9304095720155345	0.3830877420298444	0.9005436757505071	0.46874369079884826	0.4629243414939363	0.6825484367398463	4.556334503525072
97.0	1.0	363.16509425033354	355.6307979618027	50.83885566956654	30.365252118297335	180.0	100.0	410.0	1.08	40.0	0.007	20.0	0.008	300.0	0.45	22.0	0.084	18.0	0.06	34.0	0.108	40.0	5.9164336848506744	0.3849048785787002	0.8984214114032505	0.47163174394963386	0.468568167561165	0.6848789155579921	4.565448911810193
98.0	1.0	361.614097378529	356.5846548042851	51.04850818270085	30.752739634485327	180.0	100.0	410.0	1.08	40.0	0.007	20.0	0.008	300.0	0.45	22.0	0.084	18.0	0.06	34.0	0.108	40.0	5.902683088515329	0.3866917563671102	0.896333357885661	0.474502526514029	0.4741922034026026	0.6871883572209798	4.574266684847171
99.0	1.0	360.08978282329747	357.514427771444	51.25654199510583	31.1392474101529	180.0	100.0	410.0	1.08	40.0	0.007	20.0	0.008	300.0	0.45	22.0	0.084	18.0	0.06	34.0	0.108	40.0	5.889154189044376	0.38844885792493516	0.8942789694474792	0.4773564442050351	0.47979613082426753	0.689477459391247	4.582795049610206
100.0	1.0	358.59159141056733	358.42065217750246	51.463006909692304	31.524749502238112	180.0	100.0	410.0	1.08	40.0	0.007	20.0	0.008	300.0	0.45	22.0	0.084	18.0	0.06	34.0	0.108	40.0	5.875843424408805	0.39017666159942477	0.8922577051880037	0.4801938913293834	0.48537964858493804	0.6917468918335533	4.59104106655821
