time	unit_compartment	V	V_neg	E	I	i_Na	i_K	i_L	m	h	n	E_R	Cm	g_Na	g_K	g_L	E_Na	E_K	E_L	V_Na	V_K	V_L	alpha_m	beta_m	alpha_h	beta_h	alpha_n	beta_n
69.0	1.0	-0.0036207056703208202	0.0036207056703208202	-75.00362070567031	0.0	1.2213227894966008	-4.404136748549609	3.182813788298904	0.05295508722807976	0.5959941336879245	0.317732403238832	-75.0	1.0	120.0	36.0	0.3	-190.0	-63.0	-85.613	-115.0	12.0	-10.613	0.2236195367616377	3.9991954796574016	0.06998732867716675	0.04744223299697515	0.0582099348937855	0.12499434277541074
70.0	1.0	-0.0036206481759483438	0.0036206481759483438	-75.00362064817595	0.0	1.2213227614128443	-4.404136699189621	3.1828138055472155	0.052955086846015104	0.5959941325854164	0.31773240272903913	-75.0	1.0	120.0	36.0	0.3	-190.0	-63.0	-85.613	-115.0	12.0	-10.613	0.22361953587528174	3.999195492431359	0.06998732887836062	0.047442232737149634	0.05820993469902243	0.12499434286524164
71.0	1.0	-0.0036205997159209145	0.0036205997159209145	-75.00362059971592	0.0	1.2213227374959263	-4.404136649785006	3.1828138200852236	0.05295508651540585	0.5959941318257619	0.3177324021586572	-75.0	1.0	120.0	36.0	0.3	-190.0	-63.0	-85.613	-115.0	12.0	-10.613	0.22361953512820293	3.999195503198088	0.06998732904794003	0.04744223251815166	0.058209934534863346	0.124994342940957
72.0	1.0	-0.0036205614519169726	0.0036205614519169726	-75.00362056145191	0.0	1.2213227182246253	-4.404136602648807	3.1828138315644243	0.05295508624554285	0.5959941313349238	0.31773240156171706	-75.0	1.0	120.0	36.0	0.3	-190.0	-63.0	-85.613	-115.0	12.0	-10.613	0.22361953453830993	3.9991955116994897	0.0699873291818398	0.047442232345231004	0.05820993440524344	0.1249943430007418
73.0	1.0	-0.003620533893333998	0.003620533893333998	-75.00362053389334	0.0	1.2213227038024774	-4.404136559693324	3.1828138398319994	0.052955086041521	0.5959941310428413	0.317732400969338	-75.0	1.0	120.0	36.0	0.3	-190.0	-63.0	-85.613	-115.0	12.0	-10.613	0.22361953411345598	3.999195517822388	0.06998732927827737	0.04744223222068974	0.05820993431188832	0.12499434304380014
74.0	1.0	-0.003620516957231972	0.003620516957231972	-75.00362051695723	0.0	1.2213226941818742	-4.40413652238628	3.1828138449128303	0.05295508590453481	0.595994130885521	0.31773240040854084	-75.0	1.0	120.0	36.0	0.3	-190.0	-63.0	-85.613	-115.0	12.0	-10.613	0.22361953385236238	3.999195521585209	0.06998732933754301	0.04744223214415301	0.05820993425451701	0.12499434307026161
75.0	1.0	-0.003620510049776348	0.003620510049776348	-75.00362051004977	0.0	1.221322689097655	-4.404136491734941	3.182813846985067	0.05295508583232859	0.5959941308066498	0.3177323999014222	-75.0	1.0	120.0	36.0	0.3	-190.0	-63.0	-85.613	-115.0	12.0	-10.613	0.22361953374587432	3.9991955231198903	0.06998732936171473	0.047442232112937195	0.05820993423111791	0.12499434308105402
76.0	1.0	-0.003620512162383992	0.003620512162383992	-75.00362051216239	0.0	1.2213226881072767	-4.404136468295428	3.182813846351285	0.05295508581975915	0.5959941307586998	0.3177323994646866	-75.0	1.0	120.0	36.0	0.3	-190.0	-63.0	-85.613	-115.0	12.0	-10.613	0.22361953377844304	3.9991955226505165	0.06998732935432193	0.047442232122484385	0.05820993423827439	0.12499434307775321
77.0	1.0	-0.003620521975780736	0.003620521975780736	-75.00362052197578	0.0	1.221322690634648	-4.404136452203193	3.1828138434072653	0.05295508585942737	0.5959941307035307	0.3177323991095073	-75.0	1.0	120.0	36.0	0.3	-190.0	-63.0	-85.613	-115.0	12.0	-10.613	0.22361953392973022	3.9991955204702005	0.06998732931998126	0.047442232166832556	0.05820993427151742	0.12499434306242048
78.0	1.0	-0.0036205379658786523	0.0036205379658786523	-75.00362053796587	0.0	1.2213226960149992	-4.404136443220577	3.1828138386102363	0.05295508594233931	0.5959941306125146	0.3177323988416833	-75.0	1.0	120.0	36.0	0.3	-190.0	-63.0	-85.613	-115.0	12.0	-10.613	0.22361953417623995	3.9991955169175597	0.06998732926402605	0.04744223223909417	0.058209934325684116	0.12499434303743708
79.0	1.0	-0.003620558505866293	0.003620558505866293	-75.00362055850587	0.0	1.2213227035383682	-4.404136440796674	3.1828138324482396	0.05295508605855934	0.5959941304662336	0.31773239866204384	-75.0	1.0	120.0	36.0	0.3	-190.0	-63.0	-85.613	-115.0	12.0	-10.613	0.2236195344928924	3.9991955123540364	0.0699873291921491	0.04744223233191736	0.05820993439526364	0.1249943430053448
80.0	1.0	-0.0036205819600197676	0.0036205819600197676	-75.00362058196002	0.0	1.221322712489746	-4.404136444134969	3.1828138254119938	0.05295508619782446	0.5959941302538138	0.3177323985670472	-75.0	1.0	120.0	36.0	0.3	-190.0	-63.0	-85.613	-115.0	12.0	-10.613	0.22361953485447097	3.9991955071430505	0.06998732911007442	0.047442232437910146	0.05820993447471495	0.12499434296869934
81.0	1.0	-0.003620606765616126	0.003620606765616126	-75.00362060676562	0.0	1.2213227221842746	-4.404136452264314	3.1828138179703154	0.05295508635009384	0.5959941299719709	0.317732398549519	-75.0	1.0	120.0	36.0	0.3	-190.0	-63.0	-85.613	-115.0	12.0	-10.613	0.22361953523688374	3.9991955016318044	0.06998732902327055	0.04744223255001026	0.05820993455874429	0.12499434292994235
82.0	1.0	-0.003620631500541454	0.003620631500541454	-75.00362063150054	0.0	1.2213227319964488	-4.404136464109353	3.182813810549837	0.05295508650601574	0.5959941296238476	0.3177323985994748	-75.0	1.0	120.0	36.0	0.3	-190.0	-63.0	-85.613	-115.0	12.0	-10.613	0.22361953561820713	3.99919549613626	0.06998732893671399	0.04744223266179102	0.058209934642534246	0.12499434289129578
83.0	1.0	-0.0036206549350145368	0.0036206549350145368	-75.00362065493502	0.0	1.2213227413826113	-4.404136478556894	3.1828138035194953	0.052955086657298776	0.5959941292177219	0.317732398704975	-75.0	1.0	120.0	36.0	0.3	-190.0	-63.0	-85.613	-115.0	12.0	-10.613	0.22361953597948228	3.9991954909296465	0.06998732885470818	0.04744223276769486	0.05820993472191888	0.12499434285468107
84.0	1.0	-0.0036206760670400716	0.0036206760670400716	-75.00362067606704	0.0	1.2213227498965091	-4.404136494515523	3.1828137971798878	0.05295508679698197	0.5959941287656647	0.3177323988529655	-75.0	1.0	120.0	36.0	0.3	-190.0	-63.0	-85.613	-115.0	12.0	-10.613	0.2236195363052619	3.9991954862345853	0.06998732878075949	0.04744223286319358	0.05820993479350393	0.12499434282166377
85.0	1.0	-0.003620694141878983	0.003620694141878983	-75.00362069414187	0.0	1.2213227571980516	-4.404136510966294	3.182813791757436	0.05295508691960358	0.5959941282822145	0.317732399030063	-75.0	1.0	120.0	36.0	0.3	-190.0	-63.0	-85.613	-115.0	12.0	-10.613	0.22361953658391073	3.999195482218762	0.069987328717509	0.04744223294487643	0.05820993485473273	0.12499434279342313
86.0	1.0	-0.0036207086567760934	0.0036207086567760934	-75.00362070865678	0.0	1.2213227630557018	-4.404136527003274	3.182813787402967	0.0529550870212733	0.5959941277831303	0.317732399223255	-75.0	1.0	120.0	36.0	0.3	-190.0	-63.0	-85.613	-115.0	12.0	-10.613	0.22361953680767813	3.999195478993878	0.06998732866671604	0.04744223301047138	0.05820993490390216	0.12499434277074462
87.0	1.0	-0.003620719352595935	0.003620719352595935	-75.0036207193526	0.0	1.2213227673432594	-4.404136541863207	3.1828137841942206	0.05295508709965769	0.5959941272842713	0.31773239942049025	-75.0	1.0	120.0	36.0	0.3	-190.0	-63.0	-85.613	-115.0	12.0	-10.613	0.22361953697256903	3.9991954766175075	0.06998732862928746	0.04744223305880734	0.058209934940134433	0.12499434275403316
88.0	1.0	-0.003620726194466048	0.003620726194466048	-75.00362072619447	0.0	1.2213227700318623	-4.404136554944184	3.1828137821416598	0.052955087153889954	0.5959941268006388	0.31773239961114347	-75.0	1.0	120.0	36.0	0.3	-190.0	-63.0	-85.613	-115.0	12.0	-10.613	0.22361953707804597	3.9991954750973977	0.06998732860534525	0.047442233089726754	0.05820993496331136	0.12499434274334321
89.0	1.0	-0.0036207293439014234	0.0036207293439014234	-75.00362072934391	0.0	1.2213227711782852	-4.404136565813972	3.18281378119683	0.05295508718441939	0.5959941263456054	0.31773239978635004	-75.0	1.0	120.0	36.0	0.3	-190.0	-63.0	-85.613	-115.0	12.0	-10.613	0.22361953712659893	3.999195474397664	0.06998732859432422	0.04744223310395952	0.05820993497398013	0.12499434273842246
90.0	1.0	-0.0036207291248578142	0.0036207291248578142	-75.00362072912486	0.0	1.221322770910559	-4.404136574208815	3.1828137812625426	0.05295508719281528	0.5959941259303422	0.3177323999392091	-75.0	1.0	120.0	36.0	0.3	-190.0	-63.0	-85.613	-115.0	12.0	-10.613	0.22361953712322208	3.9991954744463305	0.06998732859509073	0.04744223310296964	0.05820993497323813	0.1249943427387647
91.0	1.0	-0.0036207259862350264	0.0036207259862350264	-75.00362072598624	0.0	1.221322769411986	-4.404136580024128	3.1828137822041294	0.05295508718154126	0.5959941255634434	0.3177324000648638	-75.0	1.0	120.0	36.0	0.3	-190.0	-63.0	-85.613	-115.0	12.0	-10.613	0.22361953707483584	3.999195475143662	0.06998732860607393	0.04744223308878574	0.05820993496260597	0.12499434274366857
92.0	1.0	-0.0036207204631108457	0.0036207204631108457	-75.0036207204631	0.0	1.2213227669045597	-4.404136583298506	3.1828137838610666	0.05295508715371515	0.5959941252507422	0.31773240016046944	-75.0	1.0	120.0	36.0	0.3	-190.0	-63.0	-85.613	-115.0	12.0	-10.613	0.22361953698968917	3.999195476370776	0.06998732862540136	0.04744223306382593	0.05820993494389632	0.12499434275229805
93.0	1.0	-0.0036207131388408978	0.0036207131388408978	-75.00362071313884	0.0	1.2213227636326636	-4.404136584192812	3.1828137860583476	0.05295508711286795	0.595994124995298	0.317732400225067	-75.0	1.0	120.0	36.0	0.3	-190.0	-63.0	-85.613	-115.0	12.0	-10.613	0.22361953687677535	3.999195477998064	0.06998732865103166	0.04744223303072648	0.05820993491908523	0.12499434276374172
94.0	1.0	-0.0036207046097191608	0.0036207046097191608	-75.00362070460972	0.0	1.2213227598478362	-4.404136582965944	3.182813788617084	0.052955087062714165	0.5959941247975324	0.31773240025938004	-75.0	1.0	120.0	36.0	0.3	-190.0	-63.0	-85.613	-115.0	12.0	-10.613	0.2236195367452871	3.9991954798930434	0.06998732868087819	0.047442232992182136	0.058209934890192695	0.12499434277706786
95.0	1.0	-0.003620695453691706	0.003620695453691706	-75.00362069545369	0.0	1.2213227557952009	-4.40413657994896	3.182813791363892	0.05295508700694324	0.5959941246554875	0.317732400265555	-75.0	1.0	120.0	36.0	0.3	-190.0	-63.0	-85.613	-115.0	12.0	-10.613	0.22361953660413408	3.999195481927307	0.06998732871291849	0.047442232950804686	0.05820993485917652	0.1249943427913735
96.0	1.0	-0.0036206862040970953	0.0036206862040970953	-75.0036206862041	0.0	1.2213227517020238	-4.404136575519064	3.1828137941387706	0.05295508694903984	0.5959941245651752	0.31773240024686583	-75.0	1.0	120.0	36.0	0.3	-190.0	-63.0	-85.613	-115.0	12.0	-10.613	0.2236195364615387	3.999195483982359	0.06998732874528621	0.04744223290900442	0.05820993482784338	0.12499434280582535
97.0	1.0	-0.003620677329047113	0.003620677329047113	-75.00362067732905	0.0	1.2213227477686726	-4.404136570074722	3.1828137968012853	0.052955086892137786	0.5959941245209879	0.31773240020740157	-75.0	1.0	120.0	36.0	0.3	-190.0	-63.0	-85.613	-115.0	12.0	-10.613	0.2236195363247174	3.999195485954196	0.06998732877634325	0.04744223286889676	0.05820993479777901	0.12499434281969199
98.0	1.0	-0.0036206692167941226	0.0036206692167941226	-75.0036206692168	0.0	1.2213227441621184	-4.404136564013024	3.1828137992349617	0.05295508683891079	0.5959941245161423	0.3177324001517549	-75.0	1.0	120.0	36.0	0.3	-190.0	-63.0	-85.613	-115.0	12.0	-10.613	0.22361953619965572	3.999195487756556	0.069987328804731	0.047442232832236295	0.058209934770298614	0.12499434283236681
99.0	1.0	-0.0036206621669612527	0.0036206621669612527	-75.00362066216697	0.0	1.22132274101195	-4.404136557710108	3.1828138013499117	0.05295508679150025	0.595994124543128	0.31773240008472714	-75.0	1.0	120.0	36.0	0.3	-190.0	-63.0	-85.613	-115.0	12.0	-10.613	0.22361953609097274	3.9991954893228705	0.06998732882940095	0.04744223280037707	0.058209934746417204	0.12499434284338166
100.0	1.0	-0.003620656387333156	0.003620656387333156	-75.00362065638733	0.0	1.2213227384087888	-4.404136551505179	3.1828138030838	0.05295508675147901	0.5959941245941376	0.3177324000110612	-75.0	1.0	120.0	36.0	0.3	-190.0	-63.0	-85.613	-115.0	12.0	-10.613	0.22361953600187176	3.999195490606974	0.06998732884962598	0.0474422327742581	0.05820993472683862	0.12499434285241193
