time	compartment	cLm	cLc	cLn	cTm	cTc	cTn	cXm	cXc	cXn	cYm	cYc	cYn	cPn	q1	n1	a	g1	m1	k1	p1	r1	r2	m2	k2	m3	k3	n2	b	g2	g3	c	m4	k4	p2	r3	r4	m5	m6	k5	m7	m8	k6	n3	d	g4	m9	k7	p3	r5	r6	m10	k8	m11	k9	q2	n4	n5	g5	g6	f	e	m12	k10	p4	r7	r8	m13	k11	m14	k12	p5	k13	q3	m15	Lmax	Lmin	CP	dayLength	one11	two11	three11	one12	three12	four12	one13	three13	one14	two14	one15	three15	four15	one16	three16	one17	two17	one18	three18	four18	one19	three19	one20	two20	one21	three21	four21	one22	three22	one23	two23	three23
10.0	1.0	0.057342202277966034	0.0016626877224844383	0.010181460527860032	1.572473600207728	10.836421873151608	0.49603368814838467	0.06553350412498898	0.6401158414172342	0.19024554733975402	0.0873513159316966	0.013172454610249375	0.04614326047243376	2.3193062856205495E-9	2.4514	5.1694	3.3064	0.876738488	1.5283	1.817	0.8295	16.8363	0.1687	20.44	1.5644	3.6888	1.2765	3.0087	1.0258	0.036805783	0.26593318	1.0258	3.8231	2.5734	4.324	0.3166	2.1509	0.0013	3.1741	2.7454	0.0492	4.0424	0.4033	0.2431	1.4422	0.538811228	10.1132	6.5585	2.147	1.0352	3.3017	0.2179	0.6632	3.3442	17.1111	2.40178	0.0857	0.1649	1.17803247	0.064455137	1.0237	3.6064	4.297	1.7303	0.2485	2.2123	0.2002	0.1347	1.8258	0.6114	1.8066	0.5	1.2	1.0	1.2	1.0	0.0	24.0	12.0	5.6855474285702154E-9	0.032861727354340974	0.04675564986740826	0.04756535678957283	0.0017176123910499872	0.021701134516528577	0.02799350930206475	0.029189331429211863	1.6209735170187725	1.4500499534411635	6.799375847298215	1.0669188598383605	2.53249431400392	3.430811165039799	2.2296135543408995	0.11430807756420404	0.10005285050326536	0.14070043335635132	0.6281337236516659	0.10702029194484625	0.6626479190351208	0.03677281386426214	0.20847414738350908	0.20650198487937332	0.021706802009026603	0.009237880746581238	9.648484030048405E-4	0.029141421334254694	0.015227144556257722	0.0	2.319306281137898E-9	2.3193062856205495E-9
11.0	1.0	0.04780758485799939	0.001378020613584376	0.00808314175845525	1.7373513962698994	12.899845266792509	0.6529832685068533	0.08057692899258016	0.6513337803147259	0.19153628452404262	0.08640216981338636	0.013719243594577246	0.05039025373586676	3.138663816436491E-10	2.4514	5.1694	3.3064	0.876738488	1.5283	1.817	0.8295	16.8363	0.1687	20.44	1.5644	3.6888	1.2765	3.0087	1.0258	0.036805783	0.26593318	1.0258	3.8231	2.5734	4.324	0.3166	2.1509	0.0013	3.1741	2.7454	0.0492	4.0424	0.4033	0.2431	1.4422	0.538811228	10.1132	6.5585	2.147	1.0352	3.3017	0.2179	0.6632	3.3442	17.1111	2.40178	0.0857	0.1649	1.17803247	0.064455137	1.0237	3.6064	4.297	1.7303	0.2485	2.2123	0.2002	0.1347	1.8258	0.6114	1.8066	0.5	1.2	1.0	1.2	1.0	0.0	24.0	12.0	7.694120479612414E-10	0.033599855444685855	0.03918062782013198	0.03965639163971049	0.0013636260146514007	0.01798897479134807	0.02320076845649063	0.023211493557181013	1.6975112172432951	1.5408144688712149	7.512307437471045	1.4045017122313908	2.6171145394718685	4.0840910114665085	2.498969398941092	0.13828804610469228	0.1227415508214956	0.1729986665470696	0.6323953506130314	0.10796651471109318	0.6742607293818041	0.037019540385196455	0.20005060131403787	0.20436488151839355	0.02147093919862651	0.010088128797920525	0.0010046005871503906	0.03035108260428324	0.0165906100326206	0.0	3.1386638156155567E-10	3.138663816436491E-10
12.0	1.0	0.04565569129062231	0.0013073997974334887	0.007306932201172821	1.8804519917740425	15.24536910295778	0.8582676305497275	0.09600263214368814	0.6857764466575538	0.19981539664382333	0.07752075268906898	0.013455115998461685	0.05314963356544646	0.0019062189027619116	2.4514	5.1694	3.3064	0.876738488	1.5283	1.817	0.8295	16.8363	0.1687	20.44	1.5644	3.6888	1.2765	3.0087	1.0258	0.036805783	0.26593318	1.0258	3.8231	2.5734	4.324	0.3166	2.1509	0.0013	3.1741	2.7454	0.0492	4.0424	0.4033	0.2431	1.4422	0.538811228	10.1132	6.5585	2.147	1.0352	3.3017	0.2179	0.6632	3.3442	17.1111	2.40178	0.0857	0.1649	1.17803247	0.064455137	1.0237	3.6064	4.297	1.7303	0.2485	2.2123	0.2002	0.1347	1.8258	0.6114	1.8066	0.5	1.2	1.0	1.2	1.0	0.0	24.0	12.0	-0.0	0.03860809321502019	0.03746027423410228	0.037871395925571205	0.0012326794623378548	0.017067845411599822	0.022011775209529447	0.020995221966493196	1.7409632884179598	1.6141434477457306	8.13107441243096	1.846047846549409	2.6908324359281144	4.826683857996433	2.7835906313061067	0.16088854480787534	0.14590028332181787	0.20611765121249842	0.6597304950989115	0.11077338532999227	0.7099157775798995	0.03860123131246002	0.11285439063791093	0.1842586848333526	0.019263907043233643	0.010640556639802382	9.854011600826259E-4	0.029766753123396786	0.01747315088838834	0.5	0.001903195646497738	-0.0
13.0	1.0	0.050013367589263565	0.001423908398702483	0.00761211074475785	1.9780510429737255	17.760803479226887	1.0986080555858484	0.10970714972313343	0.739879094261725	0.21427828237747315	0.042218638908118965	0.010427030467745832	0.0517594384254025	0.3410873695960212	2.4514	5.1694	3.3064	0.876738488	1.5283	1.817	0.8295	16.8363	0.1687	20.44	1.5644	3.6888	1.2765	3.0087	1.0258	0.036805783	0.26593318	1.0258	3.8231	2.5734	4.324	0.3166	2.1509	0.0013	3.1741	2.7454	0.0492	4.0424	0.4033	0.2431	1.4422	0.538811228	10.1132	6.5585	2.147	1.0352	3.3017	0.2179	0.6632	3.3442	17.1111	2.40178	0.0857	0.1649	1.17803247	0.064455137	1.0237	3.6064	4.297	1.7303	0.2485	2.2123	0.2002	0.1347	1.8258	0.6114	1.8066	0.5	1.2	1.0	1.2	1.0	0.0	24.0	12.0	-0.0	0.04854926807819068	0.04093994773340425	0.04148608841529413	0.0012841630826406492	0.01858745898141433	0.023973348973074616	0.021866902336881794	1.719855969215167	1.6615112127959906	8.553092709818388	2.3629960667596013	2.7502728832798713	5.623070381523232	2.992902730308394	0.1790250511150334	0.16638510497174033	0.23554125045556745	0.707482604925703	0.11490418131022098	0.7659228383797377	0.0413606802834213	0.08340898311560421	0.10234786106392589	0.010491331768667563	0.01036223957276558	7.648950705445105E-4	0.023067719503794104	0.017028848132901928	0.5	0.2655948336157736	-0.0
14.0	1.0	0.06104378463021747	0.0017311391460630846	0.008966386116495422	1.9871713403627962	20.234931346585583	1.3764314232435706	0.12103699987708802	0.808479281799252	0.23347573630040713	0.026856220919679163	0.00790435580575937	0.04591847482083161	0.5206222521105089	2.4514	5.1694	3.3064	0.876738488	1.5283	1.817	0.8295	16.8363	0.1687	20.44	1.5644	3.6888	1.2765	3.0087	1.0258	0.036805783	0.26593318	1.0258	3.8231	2.5734	4.324	0.3166	2.1509	0.0013	3.1741	2.7454	0.0492	4.0424	0.4033	0.2431	1.4422	0.538811228	10.1132	6.5585	2.147	1.0352	3.3017	0.2179	0.6632	3.3442	17.1111	2.40178	0.0857	0.1649	1.17803247	0.064455137	1.0237	3.6064	4.297	1.7303	0.2485	2.2123	0.2002	0.1347	1.8258	0.6114	1.8066	0.5	1.2	1.0	1.2	1.0	0.0	24.0	12.0	-0.0	0.06427693268915037	0.049675740690321865	0.050635819350765394	0.0015126293378527776	0.022593564013306658	0.029145978004861912	0.02573012057238724	1.6241301475318326	1.6658339897247716	8.59252887572873	2.960566348254596	2.79604327844014	6.406379264328995	3.164413876043944	0.1931568273078535	0.18325692142726224	0.25986643873610793	0.7708668385430542	0.11970518147722868	0.8369377525185856	0.04501635376999793	0.052878242086080336	0.06567496954338042	0.006673770898540272	0.009192878659130488	5.806370714367057E-4	0.017486806349081455	0.01515480460089431	0.5	0.3630934691018314	-0.0
15.0	1.0	0.07952192353244794	0.0022508471167138936	0.011465893656448284	1.8963395192604466	22.353747652788122	1.6461416824803572	0.12942767290948648	0.8862346949784177	0.2558489154243372	0.016449251541375814	0.005933923955525102	0.03866505961307784	0.6300941720082442	2.4514	5.1694	3.3064	0.876738488	1.5283	1.817	0.8295	16.8363	0.1687	20.44	1.5644	3.6888	1.2765	3.0087	1.0258	0.036805783	0.26593318	1.0258	3.8231	2.5734	4.324	0.3166	2.1509	0.0013	3.1741	2.7454	0.0492	4.0424	0.4033	0.2431	1.4422	0.538811228	10.1132	6.5585	2.147	1.0352	3.3017	0.2179	0.6632	3.3442	17.1111	2.40178	0.0857	0.1649	1.17803247	0.064455137	1.0237	3.6064	4.297	1.7303	0.2485	2.2123	0.2002	0.1347	1.8258	0.6114	1.8066	0.5	1.2	1.0	1.2	1.0	0.0	24.0	12.0	-0.0	0.08660714340901601	0.06408223085988536	0.06596343557016557	0.0019342962598428255	0.02936666785091553	0.03789593731113013	0.032838904141966586	1.483391888511051	1.6219951039303886	8.199772081282171	3.540686144847	2.828067760650765	7.07719650687272	3.2864332591718832	0.20262538253713377	0.19571502649022943	0.27788121373666747	0.8447363640565341	0.12463290041306781	0.9174301562416579	0.049266566460742234	0.03243647976793958	0.0404651290452364	0.00408763900803189	0.007740744934538183	4.363622611100576E-4	0.013127619966808184	0.012811068699470568	0.5	0.41315524521898045	-0.0
16.0	1.0	0.10637115062855561	0.0030098192976079547	0.01526650415302698	1.7166141182784982	23.811510652964774	1.861131035102004	0.13498905061332298	0.9680320581678977	0.27984186816514467	0.010465928106766777	0.004440443761598638	0.03142499249093155	0.7010597567530572	2.4514	5.1694	3.3064	0.876738488	1.5283	1.817	0.8295	16.8363	0.1687	20.44	1.5644	3.6888	1.2765	3.0087	1.0258	0.036805783	0.26593318	1.0258	3.8231	2.5734	4.324	0.3166	2.1509	0.0013	3.1741	2.7454	0.0492	4.0424	0.4033	0.2431	1.4422	0.538811228	10.1132	6.5585	2.147	1.0352	3.3017	0.2179	0.6632	3.3442	17.1111	2.40178	0.0857	0.1649	1.17803247	0.064455137	1.0237	3.6064	4.297	1.7303	0.2485	2.2123	0.2002	0.1347	1.8258	0.6114	1.8066	0.5	1.2	1.0	1.2	1.0	0.0	24.0	12.0	-0.0	0.1158153336406341	0.08452192363002577	0.08823486944638688	0.0025754592506156515	0.03924991772137515	0.05067422064031681	0.04359540237235835	1.312666151219009	1.52978224654982	7.422639447436226	4.003106743400901	2.8471335358046717	7.538724272728647	3.36287730788866	0.20825083679915685	0.2039551056765481	0.2898214916668044	0.9239538961208581	0.12930973518978875	1.0021067866154076	0.053812334180185176	0.02163016030645204	0.02583465838149065	0.002600783134531544	0.006291283496684496	3.268028398815378E-4	0.009823593733784667	0.010453198671100413	0.5	0.44252775596098615	-0.0
17.0	1.0	0.14225100760525025	0.004027898720904438	0.02051480848486453	1.4734505974118555	24.37117768963477	1.9794604298387926	0.13817778710092657	1.049773759033278	0.3041495303759567	0.007539950421039608	0.0033879335407511293	0.025008065441532397	0.7486165922090119	2.4514	5.1694	3.3064	0.876738488	1.5283	1.817	0.8295	16.8363	0.1687	20.44	1.5644	3.6888	1.2765	3.0087	1.0258	0.036805783	0.26593318	1.0258	3.8231	2.5734	4.324	0.3166	2.1509	0.0013	3.1741	2.7454	0.0492	4.0424	0.4033	0.2431	1.4422	0.538811228	10.1132	6.5585	2.147	1.0352	3.3017	0.2179	0.6632	3.3442	17.1111	2.40178	0.0857	0.1649	1.17803247	0.064455137	1.0237	3.6064	4.297	1.7303	0.2485	2.2123	0.2002	0.1347	1.8258	0.6114	1.8066	0.5	1.2	1.0	1.2	1.0	0.0	24.0	12.0	-0.0	0.1514604261261117	0.11096190027679503	0.11799721080855509	0.003460848191396646	0.052492212056690184	0.0678149112347634	0.058345537031585376	1.1285232925653368	1.3919834309099326	6.371200383208863	4.257621438540259	2.853908724080903	7.715914856538368	3.399066139131897	0.21082152305533483	0.20867356037359094	0.29666770890568933	1.0042105044422962	0.1335371898647441	1.0867257953512492	0.05840495467545085	0.016789072225871622	0.01864335490236463	0.0018736776796283426	0.0050066147013947855	2.494848339917776E-4	0.007495125372203723	0.008347818236576217	0.5	0.4610141955285459	-0.0
18.0	1.0	0.187315492241667	0.0053108784480158655	0.02730166910611964	1.2035868725477272	23.913460123880654	1.9737296063193535	0.1393736347151553	1.1283560441779477	0.32777355441732275	0.006478943620898911	0.0026805729913383317	0.019756698004776887	0.7811295018750356	2.4514	5.1694	3.3064	0.876738488	1.5283	1.817	0.8295	16.8363	0.1687	20.44	1.5644	3.6888	1.2765	3.0087	1.0258	0.036805783	0.26593318	1.0258	3.8231	2.5734	4.324	0.3166	2.1509	0.0013	3.1741	2.7454	0.0492	4.0424	0.4033	0.2431	1.4422	0.538811228	10.1132	6.5585	2.147	1.0352	3.3017	0.2179	0.6632	3.3442	17.1111	2.40178	0.0857	0.1649	1.17803247	0.064455137	1.0237	3.6064	4.297	1.7303	0.2485	2.2123	0.2002	0.1347	1.8258	0.6114	1.8066	0.5	1.2	1.0	1.2	1.0	0.0	24.0	12.0	-0.0	0.1923789071277691	0.14282894479489588	0.15537820081446277	0.004605791578202383	0.06915563685509574	0.08941554281432952	0.0772436478530517	0.9481679255704529	1.2182814311274974	5.204309636896372	4.245295010232297	2.848388900519766	7.571001475220615	3.397396496765088	0.2107042940989629	0.2104419282107361	0.2992351937334384	1.0822099446196745	0.13723756107177282	1.1680741769330114	0.06285614247169966	0.01568132465098674	0.01602968578198026	0.0016100174897933795	0.003955290940556333	1.97471708076487E-4	0.005930231628737791	0.006613847762223388	0.5	0.47314191291527624	-0.0
19.0	1.0	0.24104446823945014	0.006845588867312503	0.035631140970327095	0.9457684704917427	22.465193851861777	1.8381199384145752	0.1386778695911177	1.201222207743013	0.3499190707424748	0.006803499517927548	0.0022487899862731844	0.015719125922035886	0.803642570547461	2.4514	5.1694	3.3064	0.876738488	1.5283	1.817	0.8295	16.8363	0.1687	20.44	1.5644	3.6888	1.2765	3.0087	1.0258	0.036805783	0.26593318	1.0258	3.8231	2.5734	4.324	0.3166	2.1509	0.0013	3.1741	2.7454	0.0492	4.0424	0.4033	0.2431	1.4422	0.538811228	10.1132	6.5585	2.147	1.0352	3.3017	0.2179	0.6632	3.3442	17.1111	2.40178	0.0857	0.1649	1.17803247	0.064455137	1.0237	3.6064	4.297	1.7303	0.2485	2.2123	0.2002	0.1347	1.8258	0.6114	1.8066	0.5	1.2	1.0	1.2	1.0	0.0	24.0	12.0	-0.0	0.23667678133255235	0.17899917445685157	0.1999463864046239	0.00601097348169418	0.08905281099228834	0.1152543878467335	0.10016998202949817	0.7865634701073638	1.0274493732980454	4.089502866406296	3.95361217553591	2.8296031809632995	7.112480373499438	3.3553960197823542	0.20771175448580603	0.20941313760187122	0.2977413860121297	1.155327795870429	0.1403900457633258	1.2435052294555669	0.06701781560606389	0.017861116544931	0.01682953113424026	0.0016906696302049957	0.003146969009591584	1.6570236681334553E-4	0.004974998086632165	0.005273869681782572	0.5	0.48130894144131475	-0.0
20.0	1.0	0.3020025954516773	0.008593018372340798	0.045382060694574435	0.7299055512016763	20.18868288651641	1.5902882974110368	0.1357883684020156	1.265744717470063	0.36982478257458384	0.00873671596199376	0.0020830124058559517	0.012853085713452197	0.8193633498745181	2.4514	5.1694	3.3064	0.876738488	1.5283	1.817	0.8295	16.8363	0.1687	20.44	1.5644	3.6888	1.2765	3.0087	1.0258	0.036805783	0.26593318	1.0258	3.8231	2.5734	4.324	0.3166	2.1509	0.0013	3.1741	2.7454	0.0492	4.0424	0.4033	0.2431	1.4422	0.538811228	10.1132	6.5585	2.147	1.0352	3.3017	0.2179	0.6632	3.3442	17.1111	2.40178	0.0857	0.1649	1.17803247	0.064455137	1.0237	3.6064	4.297	1.7303	0.2485	2.2123	0.2002	0.1347	1.8258	0.6114	1.8066	0.5	1.2	1.0	1.2	1.0	0.0	24.0	12.0	-0.0	0.2815982708776439	0.21781500769253012	0.2505111529271663	0.007655953639174706	0.11166056904206179	0.1446746352222414	0.12664166529515056	0.6561849991465727	0.8447604587423045	3.1561116033960483	3.420551098901399	2.795278274481802	6.391737001871095	3.26387529769163	0.20091791109930437	0.20513829876305018	0.2915376269591275	1.2210504846265033	0.14298272596348122	1.310298931525009	0.07074957722595798	0.024575442579384012	0.021587622701755335	0.002171073916555449	0.00257318775983313	1.5350094571943938E-4	0.004608248345475122	0.0043190872394070065	0.5	0.486903964019412	-0.0
21.0	1.0	0.36736868279235635	0.010474908310890438	0.056234920852214584	0.5721511957716041	17.342123358646592	1.2683761696885316	0.12982344513347013	1.3184266948126	0.38654359673857147	0.013129264311971959	0.002247262665609673	0.011182209950835631	0.830403896267368	2.4514	5.1694	3.3064	0.876738488	1.5283	1.817	0.8295	16.8363	0.1687	20.44	1.5644	3.6888	1.2765	3.0087	1.0258	0.036805783	0.26593318	1.0258	3.8231	2.5734	4.324	0.3166	2.1509	0.0013	3.1741	2.7454	0.0492	4.0424	0.4033	0.2431	1.4422	0.538811228	10.1132	6.5585	2.147	1.0352	3.3017	0.2179	0.6632	3.3442	17.1111	2.40178	0.0857	0.1649	1.17803247	0.064455137	1.0237	3.6064	4.297	1.7303	0.2485	2.2123	0.2002	0.1347	1.8258	0.6114	1.8066	0.5	1.2	1.0	1.2	1.0	0.0	24.0	12.0	-0.0	0.3231563568871967	0.2570305838636348	0.3047323223762596	0.0094868311477686	0.13595183004359254	0.1763586987946447	0.15564938893249866	0.5690864966684734	0.695392031607946	2.473981770516416	2.7281503033830625	2.7414120461665834	5.490516255347511	3.1044816155180004	0.18831531322859232	0.19630187984989259	0.27873093670156035	1.2762509933517414	0.14497441801309288	1.3648353144700034	0.07387732462753306	0.03825784900220577	0.03235947101691431	0.0032626221815250317	0.002238678432157293	1.6558996435148222E-4	0.00497161919512828	0.0037610683647992223	0.5	0.49078150280973565	-0.0
22.0	1.0	0.43206731118224145	0.012348900045388807	0.06753174872608149	0.478211488100713	14.241732648338738	0.9258417098419564	0.11914654373472527	1.35384140532513	0.3986493388919125	0.0201023889416282	0.002814225506201586	0.010860645829214628	0.8381880149316351	2.4514	5.1694	3.3064	0.876738488	1.5283	1.817	0.8295	16.8363	0.1687	20.44	1.5644	3.6888	1.2765	3.0087	1.0258	0.036805783	0.26593318	1.0258	3.8231	2.5734	4.324	0.3166	2.1509	0.0013	3.1741	2.7454	0.0492	4.0424	0.4033	0.2431	1.4422	0.538811228	10.1132	6.5585	2.147	1.0352	3.3017	0.2179	0.6632	3.3442	17.1111	2.40178	0.0857	0.1649	1.17803247	0.064455137	1.0237	3.6064	4.297	1.7303	0.2485	2.2123	0.2002	0.1347	1.8258	0.6114	1.8066	0.5	1.2	1.0	1.2	1.0	0.0	24.0	12.0	-0.0	0.3554589114971204	0.293601026699691	0.35839983462566927	0.011392606010089946	0.16008352180900914	0.20790978583417957	0.18534615342002544	0.5372960400063406	0.5991097973273516	2.067786474547483	1.991392933699064	2.6622031385595526	4.508932556464044	2.8500903341900146	0.1667264314601789	0.18044573311963716	0.25580762939845514	1.3162205222194274	0.14625482721451324	1.4014966227925745	0.07613833261228752	0.05669918909886448	0.049348633107388275	0.004995443651994608	0.0021743012950087683	2.0730243175288475E-4	0.006225911087369768	0.0036535585379634124	0.5	0.49349010520587305	-0.0
23.0	1.0	0.48751551348565286	0.013972016335516877	0.07804791521157974	0.4459123259538375	11.236777798208276	0.6228232011291202	0.10194981321398769	1.3638501429766126	0.4039529218410522	0.026038839295995885	0.0035708962039954916	0.011883036673772754	0.8436911502829256	2.4514	5.1694	3.3064	0.876738488	1.5283	1.817	0.8295	16.8363	0.1687	20.44	1.5644	3.6888	1.2765	3.0087	1.0258	0.036805783	0.26593318	1.0258	3.8231	2.5734	4.324	0.3166	2.1509	0.0013	3.1741	2.7454	0.0492	4.0424	0.4033	0.2431	1.4422	0.538811228	10.1132	6.5585	2.147	1.0352	3.3017	0.2179	0.6632	3.3442	17.1111	2.40178	0.0857	0.1649	1.17803247	0.064455137	1.0237	3.6064	4.297	1.7303	0.2485	2.2123	0.2002	0.1347	1.8258	0.6114	1.8066	0.5	1.2	1.0	1.2	1.0	0.0	24.0	12.0	-0.0	0.37019907603430446	0.32330871929483407	0.40439411843634904	0.0131666832961935	0.18093834086149757	0.23523705862966282	0.21254556328301238	0.5592217519296582	0.5646210889479807	1.9281248974243934	1.3396304233086245	2.5519103486870893	3.5575638509127403	2.48346729411807	0.13420419905716985	0.1548001831573256	0.21888624897043155	1.333731362042602	0.14660858153129203	1.4118576680093893	0.07712790633571491	0.0676113801113981	0.06370575537676057	0.006470651565054978	0.0023789839420893053	2.6293176505446915E-4	0.007899893672099225	0.003995246849062591	0.5	0.4953925548874406	-0.0
24.0	1.0	0.5290492021043764	0.01499597944319235	0.08578517534725588	0.4591611207086585	8.6512043526332	0.4032868791773604	0.07910965880613262	1.3397765341634562	0.3998232060604978	0.0314531287750537	0.00408766588303521	0.013595761462367701	0.8424553485344038	2.4514	5.1694	3.3064	0.876738488	1.5283	1.817	0.8295	16.8363	0.1687	20.44	1.5644	3.6888	1.2765	3.0087	1.0258	0.036805783	0.26593318	1.0258	3.8231	2.5734	4.324	0.3166	2.1509	0.0013	3.1741	2.7454	0.0492	4.0424	0.4033	0.2431	1.4422	0.538811228	10.1132	6.5585	2.147	1.0352	3.3017	0.2179	0.6632	3.3442	17.1111	2.40178	0.0857	0.1649	1.17803247	0.064455137	1.0237	3.6064	4.297	1.7303	0.2485	2.2123	0.2002	0.1347	1.8258	0.6114	1.8066	0.5	1.2	1.0	1.2	1.0	0.0	24.0	12.0	2.0651950413972378	0.3586904983485225	0.34464149125724347	0.43884631314558026	0.014471959081082066	0.19407281252350211	0.2524768086994194	0.2322893624239093	0.6064531157613655	0.5788568839038142	1.9854126859442394	0.8674297484225845	2.4094710043477487	2.7389712980436713	2.0211671209544764	0.0965194814418709	0.12053311998796883	0.16984843745676673	1.3200962794499456	0.145751735886484	1.3869366681660098	0.07635741131254307	0.9696043834243552	0.07671568288366165	0.007816102500600844	0.002721871444766014	3.008974838786837E-4	0.009043143233038795	0.004566788218105337	0.0	0.4949662272747873	0.8424553485344038
25.0	1.0	1.3036671989815316	0.037628183491741934	0.2048829184253662	0.5257314430373022	6.714985227351265	0.27363966294981346	0.056743949427649994	1.279931134525769	0.385008378390102	0.11761656534355694	0.016680720930307178	0.030149374457746025	0.1452451090208371	2.4514	5.1694	3.3064	0.876738488	1.5283	1.817	0.8295	16.8363	0.1687	20.44	1.5644	3.6888	1.2765	3.0087	1.0258	0.036805783	0.26593318	1.0258	3.8231	2.5734	4.324	0.3166	2.1509	0.0013	3.1741	2.7454	0.0492	4.0424	0.4033	0.2431	1.4422	0.538811228	10.1132	6.5585	2.147	1.0352	3.3017	0.2179	0.6632	3.3442	17.1111	2.40178	0.0857	0.1649	1.17803247	0.064455137	1.0237	3.6064	4.297	1.7303	0.2485	2.2123	0.2002	0.1347	1.8258	0.6114	1.8066	0.5	1.2	1.0	1.2	1.0	0.0	24.0	12.0	0.3560538602536801	0.3191929407519435	0.6384514762912615	1.0813919415551805	0.034563748338359276	0.4800914731068274	0.6335193857220148	0.5101801162192674	0.7653031114629616	0.6485442508066342	2.273262759693295	0.5885715510387538	2.25297745260033	2.1259643229794105	1.634061400226055	0.06647672732184867	0.08674856342997908	0.12182925942116453	1.2711821629305997	0.1435296822009037	1.324984710461076	0.07359036599261465	0.14018162210920534	0.273496320537233	0.0292277164878739	0.006035904766440754	0.0012194934165595354	0.036902758914118566	0.010035842559580507	0.0	0.1295631031521593	0.1452451090208371
26.0	1.0	1.132387677222269	0.033245485720487224	0.22476593662171435	0.6373903667707502	5.625117488080496	0.20779665364651967	0.04019892721223697	1.1929601327139843	0.3612699751823798	0.039913115062701204	0.010325921052564186	0.0405865857204112	0.020667929374682106	2.4514	5.1694	3.3064	0.876738488	1.5283	1.817	0.8295	16.8363	0.1687	20.44	1.5644	3.6888	1.2765	3.0087	1.0258	0.036805783	0.26593318	1.0258	3.8231	2.5734	4.324	0.3166	2.1509	0.0013	3.1741	2.7454	0.0492	4.0424	0.4033	0.2431	1.4422	0.538811228	10.1132	6.5585	2.147	1.0352	3.3017	0.2179	0.6632	3.3442	17.1111	2.40178	0.0857	0.1649	1.17803247	0.064455137	1.0237	3.6064	4.297	1.7303	0.2485	2.2123	0.2002	0.1347	1.8258	0.6114	1.8066	0.5	1.2	1.0	1.2	1.0	0.0	24.0	12.0	0.050665362069095714	0.2616908300428776	0.5867753840786023	0.9393155782558721	0.03791801350808321	0.4253369938452329	0.559730971235839	0.552278291796811	0.8578342944896413	0.7589430740855474	2.7560759459167237	0.44694982232829916	2.133044395921893	1.780912196726285	1.3745733799854447	0.04909464422714614	0.06160908311883635	0.08630709672467278	1.1928050770596634	0.14004503616737915	1.2349523293855165	0.06914683312687256	0.06527964107117205	0.09688475018351238	0.009918409093081249	0.008125434461226322	7.575197048484874E-4	0.022844035144587747	0.013433747679464435	0.0	0.02031798710589843	0.020667929374682106
27.0	1.0	0.8473898493956015	0.02494475535923795	0.1760430456383793	0.7261801184045713	5.1958105258565395	0.18318889863841065	0.03131081110470709	1.0929410450645802	0.3324515278069927	0.02780225240572518	0.007017534740165599	0.03791613151340486	0.002817737325069538	2.4514	5.1694	3.3064	0.876738488	1.5283	1.817	0.8295	16.8363	0.1687	20.44	1.5644	3.6888	1.2765	3.0087	1.0258	0.036805783	0.26593318	1.0258	3.8231	2.5734	4.324	0.3166	2.1509	0.0013	3.1741	2.7454	0.0492	4.0424	0.4033	0.2431	1.4422	0.538811228	10.1132	6.5585	2.147	1.0352	3.3017	0.2179	0.6632	3.3442	17.1111	2.40178	0.0857	0.1649	1.17803247	0.064455137	1.0237	3.6064	4.297	1.7303	0.2485	2.2123	0.2002	0.1347	1.8258	0.6114	1.8066	0.5	1.2	1.0	1.2	1.0	0.0	24.0	12.0	0.006907401278675465	0.20124811391392172	0.48606472026797226	0.7029098800736514	0.029698461799194588	0.32080566398419846	0.41997738465473794	0.4470694267552352	0.9228427381097465	0.8413977266946641	3.1400028319813664	0.3940210020813575	2.0767642586005377	1.6449936124861804	1.262637375703282	0.04235623132185181	0.048051833951063085	0.06722431144180611	1.0976552093603478	0.13561089206864604	1.1314125698508533	0.06373612607041834	0.06770041441355985	0.0679518375133913	0.006908859722822707	0.0075908095289836525	5.15742517508331E-4	0.015524892105668353	0.012568023890512264	0.0	0.0028111364549736687	0.002817737325069538
