time	compartment	NADH	O2	H2O2	per3	coI	ArH	coII	Ar	NADrad	super	coIII	per2	NAD2	NAD	O2g	NADHres	v1	v2	v3	v4	v5	v6	v7	v8	v9	v10	v11	v12	v131	v132	v14
90.0	1.0	7.189718909294988	4.998046893332311	4.295631132693151E-6	1.3931598923488124	1.4434896928069339E-6	499.99995721175634	4.1326734628611995E-5	4.278824467777104E-5	2.0957764577513703E-6	8.837975341384899E-6	0.0067868858224954115	1.0451604372492543E-5	0.0	0.0	12.0	0.0	1.0780365677560315E-4	1.0772101811507394E-4	1.0826171769586174E-4	1.0744950083923955E-4	2.0949578027566464E-4	2.0931611717814916E-4	1.5621961626985503E-9	5.689518211292972E-7	2.6353673765189285E-10	5.255553067682534E-6	5.223760876427475E-6	0.08	0.07200000000000001	0.029988281359993867	2.1534481629871777E-4
91.0	1.0	7.269392590796666	5.039608121197742	4.380074399893405E-6	1.3929429508026916	1.4718244805405276E-6	499.9999568462044	4.2141856670893066E-5	4.315379663908824E-5	2.1197883050067147E-6	9.015061930037747E-6	0.007002952149513356	1.0483366645465307E-5	0.0	0.0	12.0	0.0	1.0990466981026072E-4	1.0982148766781128E-4	1.1038682651331764E-4	1.095688178877004E-4	2.1365804714263672E-4	2.134769384304284E-4	1.6254268320483182E-9	5.937910426824018E-7	2.6961014748259446E-10	5.314939517975561E-6	5.283205968398049E-6	0.08	0.07200000000000001	0.030237648727186452	2.1959132268705383E-4
92.0	1.0	7.349059902712828	5.080914402938747	4.465122200770586E-6	1.3927217937175613	1.5003584040358328E-6	499.9999564827268	4.296274363596531E-5	4.351727417379747E-5	2.1438018817470022E-6	9.193463529016384E-6	0.007223228108834165	1.0515071566159017E-5	0.0	0.0	12.0	0.0	1.1201983292325971E-4	1.1193611401125568E-4	1.1252687050896148E-4	1.1170312373147825E-4	2.1784947716031066E-4	2.1766692928234756E-4	1.6903954331870876E-9	6.19406800480261E-7	2.757531904909193E-10	5.374295283819183E-6	5.342617856842904E-6	0.08	0.07200000000000001	0.030485486417632483	2.2386773829421083E-4
93.0	1.0	7.4287208011993195	5.1219672207254465	4.550769589748404E-6	1.392496392939596	1.5290896203656073E-6	499.999956121309	4.3789342164749574E-5	4.3878691980507314E-5	2.1678172639001282E-6	9.373170273714668E-6	0.007447741907041916	1.0546721578700656E-5	0.0	0.0	12.0	0.0	1.1414899330699257E-4	1.1406474429882942E-4	1.146817114632529E-4	1.1385227963697003E-4	2.2206977932438362E-4	2.2188579854145744E-4	1.7571264196009663E-9	6.458137393263172E-7	2.819659013798063E-10	5.433619896959603E-6	5.4019962212222494E-6	0.08	0.07200000000000001	0.03073180332435268	2.2817378629150868E-4
94.0	1.0	7.508375242839674	5.162768048302496	4.637011684481257E-6	1.3922667206195005	1.5580163043060766E-6	499.9999557619364	4.462159941031409E-5	4.4238064634856494E-5	2.1918345264590944E-6	9.554172438371889E-6	0.007676521445802321	1.0578318984152261E-5	0.0	0.0	12.0	0.0	1.1629199939519449E-4	1.1620722692568647E-4	1.168512124844121E-4	1.1601614820215624E-4	2.263186652073849E-4	2.2613325759308922E-4	1.8256442196429009E-9	6.730265899205285E-7	2.8824831548268977E-10	5.492912882928839E-6	5.461340725613301E-6	0.08	0.07200000000000001	0.030976608289814977	2.3250919250684845E-4
95.0	1.0	7.588023184641224	5.203318351035705	4.723843665440648E-6	1.3920327492100393	1.5871366482051806E-6	499.9999554045945	4.545946303406421E-5	4.459540659219806E-5	2.215853743544723E-6	9.736460435177125E-6	0.007909594324330868	1.0609865949325807E-5	0.0	0.0	12.0	0.0	1.1844870085418422E-4	1.1836341151995192E-4	1.1903523799853818E-4	1.1819459334669437E-4	2.3059584893994845E-4	2.304090203816246E-4	1.8959732361153907E-9	7.010601677395459E-7	2.9460046876686977E-10	5.552173761253053E-6	5.520651019615583E-6	0.08	0.07200000000000001	0.03121991010621423	2.3687368540507064E-4
96.0	1.0	7.667664584031249	5.243619585958409	4.811260775503138E-6	1.3917944514635785	1.616448861851703E-6	499.9999550492689	4.630288120195718E-5	4.495073219014159E-5	2.2398749884644064E-6	9.920024813377825E-6	0.008146987841844295	1.064136451493313E-5	0.0	0.0	12.0	0.0	1.2061894857415767E-4	1.2053314893401319E-4	1.2123365373979403E-4	1.203874803020772E-4	2.349010471922065E-4	2.3471280339188471E-4	1.968137845960635E-9	7.29929371930826E-7	3.010223978369055E-10	5.611402045650254E-6	5.579926739182617E-6	0.08	0.07200000000000001	0.031461717515750456	2.4126699606843546E-4
97.0	1.0	7.7472993988531496	5.283673201817591	4.89925831953997E-6	1.3915518004296499	1.6459511723452834E-6	499.99995469594546	4.715180258074294E-5	4.5304055650963965E-5	2.263898333767154E-6	1.0104856258392745E-5	0.008388728999995388	1.0672816603130548E-5	0.0	0.0	12.0	0.0	1.2280259466053377E-4	1.2271629123586416E-4	1.23446326740657E-4	1.2259467560185892E-4	2.392339791553002E-4	2.3904432563063706E-4	2.0421624000555806E-9	7.596491842205507E-7	3.0751413993802183E-10	5.670597244218063E-6	5.639167507387473E-6	0.08	0.07200000000000001	0.03170203921090555	2.456888581772259E-4
98.0	1.0	7.826927587362642	5.323480639119752	4.987831664008354E-6	1.3913047694525278	1.6756418239673056E-6	499.99995434461005	4.8006176334230143E-5	4.565539108389822E-5	2.287923851295237E-6	1.0290945590929437E-5	0.008634844505291174	1.0704224024511298E-5	0.0	0.0	12.0	0.0	1.2499949242535186E-4	1.249126917005009E-4	1.2567312532223577E-4	1.2481604707194674E-4	2.4359436652300986E-4	2.4340330860822199E-4	2.1180712231094004E-9	7.902346678352519E-7	3.1407573295953784E-10	5.7297588596122665E-6	5.698372935128641E-6	0.08	0.07200000000000001	0.03194088383471851	2.5013900799047533E-4
99.0	1.0	7.906549108223992	5.363043330176526	5.07697623654452E-6	1.391053332168825	1.7055190780526604E-6	499.9999539952487	4.886595211957699E-5	4.6004752487308116E-5	2.3119516122326163E-6	1.0478283766106152E-5	0.008885360771494561	1.0735588484593678E-5	0.0	0.0	12.0	0.0	1.2720949637872153E-4	1.2712220480136951E-4	1.2791391908465236E-4	1.270514638209571E-4	2.479819334735E-4	2.477894763202919E-4	2.1958886136608745E-9	8.217009664370117E-7	3.207072154382996E-10	5.788886389216682E-6	5.757542621782004E-6	0.08	0.07200000000000001	0.03217825998105916	2.54617184326814E-4
100.0	1.0	7.98616392050627	5.402362699150068	5.166687525558561E-6	1.3907974625051063	1.7355812128623725E-6	499.9999536478474	4.973108008360755E-5	4.635215375075748E-5	2.335981687150446E-6	1.0666861872578635E-5	0.009140303922009426	1.0766911589847853E-5	0.0	0.0	12.0	0.0	1.2943246222032342E-4	1.293446862018654E-4	1.3016857889748914E-4	1.2930079623063803E-4	2.5239640665118424E-4	2.5220255522967217E-4	2.2756388441734356E-9	8.540633030721368E-7	3.274086265621347E-10	5.847979325305028E-6	5.81667615580406E-6	0.08	0.07200000000000001	0.032414176194900404	2.591231285454411E-4
