time	compartment	NADH	O2	H2O2	per3	coI	ArH	coII	Ar	NADrad	super	coIII	per2	NAD2	NAD	O2g	NADHres	v1	v2	v3	v4	v5	v6	v7	v8	v9	v10	v11	v12	v131	v132	v14
10.0	1.0	0.7999882591182919	0.6988151228697665	6.603093009821002E-8	1.3999935106315173	2.2127845616403953E-8	499.99999561162304	5.914735580014849E-7	4.388377155852084E-6	1.4727052586928616E-7	8.543833128670751E-8	4.894382636410521E-6	9.813844420988142E-7	0.0	0.0	12.0	0.0	1.6771316807703595E-6	1.6639717254922326E-6	1.6595884066644972E-6	1.5378312373066944E-6	2.058297412608807E-6	2.033422859129796E-6	1.4599416906114365E-13	2.8831932186787224E-11	1.3013164673889651E-12	3.7112000494372495E-7	6.858062894877601E-8	0.08	0.07200000000000001	0.004192890737218599	2.4574551408852126E-6
11.0	1.0	0.8799836119327448	0.766414932777697	7.971843528461901E-8	1.3999906327294016	2.672148231479937E-8	499.9999948803535	7.193145347736899E-7	5.119646721331226E-6	1.75130622586295E-7	1.1162107255208806E-7	7.317260626467146E-6	1.303973954247062E-6	0.0	0.0	12.0	0.0	2.0232977423547287E-6	2.008891127777609E-6	2.004111153089271E-6	1.8702177712618855E-6	2.68445448673583E-6	2.6565637517982477E-6	2.491852767535701E-13	5.1259056365574963E-11	1.840244098047798E-12	4.4132621602478607E-7	9.993851104881299E-8	0.08	0.07200000000000001	0.0045984895966661825	3.1536436495596804E-6
12.0	1.0	0.9599778726487658	0.8336093037972825	9.464760674262472E-8	1.3999870146634956	3.1732475197428244E-8	499.99999417104266	8.592367949320129E-7	5.828957452119727E-6	2.0266231828755247E-7	1.4068098876147155E-7	1.0432914121695332E-5	1.6614531120521976E-6	0.0	0.0	12.0	0.0	2.400739458238602E-6	2.385097567355731E-6	2.379935612062032E-6	2.2340156407792696E-6	3.3788238810725978E-6	3.3481764770933825E-6	3.958228119781057E-13	8.457434249590881E-11	2.4643209152211135E-12	5.107043051355128E-7	1.385002772029661E-7	0.08	0.07200000000000001	0.005001655822783695	3.916969122252245E-6
13.0	1.0	1.0399709457478654	0.9004005576715767	1.1080714731501183E-7	1.3999825918145206	3.715705173432409E-8	499.9999934856473	1.0111311679384994E-6	6.51435282261813E-6	2.2970388691909294E-7	1.724086383131161E-7	1.4314328253305609E-5	2.0455690058116118E-6	0.0	0.0	12.0	0.0	2.8091712585408452E-6	2.792305391213586E-6	2.7867788437661855E-6	2.6289410023883996E-6	4.136510157625601E-6	4.103274569385745E-6	5.944947712996578E-13	1.3152227353680355E-10	3.1658325399443663E-12	5.788465973259504E-7	1.841831473588468E-7	0.08	0.07200000000000001	0.00540240334602946	4.742316366111417E-6
14.0	1.0	1.1199627399582501	0.9667910066252101	1.281858514296889E-7	1.3999773037562657	4.2991470666245374E-8	499.99999282272614	1.1748893859151955E-6	7.1772740683542515E-6	2.5623742858979885E-7	2.0667686201773287E-7	1.9030303213921018E-5	2.44805966324324E-6	0.0	0.0	12.0	0.0	3.248309714240895E-6	3.2302310879562687E-6	3.224360253684169E-6	3.054712359530493E-6	4.95456083042774E-6	4.918829572618655E-6	8.543065058699399E-13	1.9505103843277227E-10	3.939457188618735E-12	6.457078519174535E-7	2.3667620661055048E-7	0.08	0.07200000000000001	0.005800746039751261	5.626795671717727E-6
15.0	1.0	1.1999531663381473	1.0327829519107699	1.467726048521864E-7	1.3999710922506017	4.923202203472486E-8	499.9999921793499	1.3504040835613854E-6	7.820650336722167E-6	2.823183453316643E-7	2.4342043172702635E-7	2.4646987584456712E-5	2.8611257077319425E-6	0.0	0.0	12.0	0.0	3.7178735198561608E-6	3.698593270692865E-6	3.6924015948504012E-6	3.511050562342205E-6	5.831471481404008E-6	5.793286650576967E-6	1.1850701316434379E-12	2.783318700901557E-10	4.782218886648532E-12	7.114275400974349E-7	2.9549218542191864E-7	0.08	0.07200000000000001	0.006196697711464619	6.569089894061283E-6
16.0	1.0	1.2799421370474096	1.098378682872022	1.6655638444679325E-7	1.3999638999489024	5.587502714822598E-8	499.99999155232314	1.5375687980147896E-6	8.447677098211469E-6	3.080270105971482E-7	2.826116161225129E-7	3.122890610899606E-5	3.27770116297605E-6	0.0	0.0	12.0	0.0	4.217583475927604E-6	4.197112659567385E-6	4.190626965314822E-6	3.997678807296254E-6	6.76660604377404E-6	6.725983024721498E-6	1.5973865113475717E-12	3.8477386371892306E-10	5.69283835544494E-12	7.76208051081334E-7	3.6001570862377286E-7	0.08	0.07200000000000001	0.0065902720972321315	7.5687765147198725E-6
17.0	1.0	1.3599295647233614	1.1635804764979651	1.8752625797976355E-7	1.3999556697238746	6.291683842992073E-8	499.99999093880143	1.7362779657713332E-6	9.06119877456076E-6	3.3344199586339126E-7	3.24240349685349E-7	3.883949613206836E-5	3.6915851886522056E-6	0.0	0.0	12.0	0.0	4.747162472773438E-6	4.725512065455696E-6	4.71876279672876E-6	4.514322629195117E-6	7.759731928623146E-6	7.716675970219353E-6	2.102636087281548E-12	5.180287643442136E-10	6.67101387632171E-12	8.402472227393989E-7	4.295456452844764E-7	0.08	0.07200000000000001	0.006981482858987791	8.625814473752188E-6
18.0	1.0	1.4399153622663314	1.2283905973180596	2.0967138396322004E-7	1.399946344433956	7.035383917390384E-8	499.9999903364992	1.946426916612543E-6	9.663501010074916E-6	3.5862893277356593E-7	3.683016605151904E-7	4.754129718370421E-5	4.0974881042291455E-6	0.0	0.0	12.0	0.0	5.306335475825367E-6	5.283516375210929E-6	5.276537836063131E-6	5.0607098853842614E-6	8.810728178905178E-6	8.765243575882342E-6	2.712922262764931E-12	6.81987386866511E-10	7.716882685338412E-12	9.037102742002883E-7	5.033315859857684E-7	0.08	0.07200000000000001	0.007370343583908357	9.740236490378157E-6
19.0	1.0	1.5198994428457868	1.2928112974778196	2.329810115230144E-7	1.3999358669236415	7.818244326035267E-8	499.9999897436767	2.1679118657914678E-6	1.0256323489765456E-5	3.8363842264056555E-7	4.1478940645270405E-7	5.739595393075158E-5	4.4910281186642394E-6	0.0	0.0	12.0	0.0	5.894829512223831E-6	5.870852538177925E-6	5.863683124246788E-6	5.63657073543683E-6	9.919441738725874E-6	9.871535644322851E-6	3.4410050341077303E-12	8.807717292777642E-10	8.830706359568472E-12	9.667245380121694E-7	5.806051889099687E-7	0.08	0.07200000000000001	0.007756867784866918	1.091200625041847E-5
20.0	1.0	1.5998817199935653	1.35684481687646	2.5744448027239336E-7	1.3999241801190487	8.639909486843433E-8	499.99998915904035	2.400629905746441E-6	1.0840959802944313E-5	4.085080006095002E-7	4.636941235567549E-7	6.846415229846105E-5	4.868699652297836E-6	0.0	0.0	12.0	0.0	6.512373658165995E-6	6.487249553487088E-6	6.47993197463521E-6	6.24163761961006E-6	1.1085639265591322E-5	1.1035322467685587E-5	4.300244804421341E-12	1.1187261587547455E-9	1.0012727193718284E-11	1.0293844100855876E-6	6.606069888148541E-7	0.08	0.07200000000000001	0.00814106890125876	1.2140977391140953E-5
21.0	1.0	1.6798621077102542	1.420493383300048	2.830512201782366E-7	1.3999112271398018	9.500026820518548E-8	499.9999885816298	2.64447899809353E-6	1.1418370397173712E-5	4.332652053414797E-7	5.150029726155154E-7	8.080555717607567E-5	5.227823755788073E-6	0.0	0.0	12.0	0.0	7.158699026576666E-6	7.1324384576964014E-6	7.125019952676676E-6	6.875645238025848E-6	1.2309007148034169E-5	1.2256293537372141E-5	5.304561236056346E-12	1.400409452905004E-9	1.1263124289575672E-11	1.0917590855158242E-6	7.426089054155763E-7	0.08	0.07200000000000001	0.008522960299800288	1.3426901433408822E-5
22.0	1.0	1.7598405205537981	1.4837592125231247	3.0979075141247153E-7	1.3998969513936375	1.0398246725364085E-7	499.99998801072246	2.899357966148235E-6	1.1989277708476857E-5	4.5793039762045183E-7	5.687004578080281E-7	9.447878019101177E-5	5.566485738041822E-6	0.0	0.0	12.0	0.0	7.833538754829568E-6	7.806152312500736E-6	7.798684857021864E-6	7.538330531227133E-6	1.358916892327446E-5	1.3534074631407616E-5	6.468404214221214E-12	1.7305882151826116E-9	1.2582014943889507E-11	1.1538996616428241E-6	8.259324495198138E-7	0.08	0.07200000000000001	0.008902555275138748	1.4769451706484971E-5
23.0	1.0	1.8398168737033955	1.546644508374697	3.376526841856436E-7	1.3998812966457062	1.1334222553690582E-7	499.9999874457637	3.165166487946615E-6	1.2554236532392994E-5	4.82518913862603E-7	6.247692416833872E-7	1.0954138253239722E-4	5.883463047579422E-6	0.0	0.0	12.0	0.0	8.536627992385381E-6	8.508126192366632E-6	8.500666701829172E-6	8.229432662032709E-6	1.4925704566250368E-5	1.4868247194585609E-5	7.806732107072694E-12	2.1142315569016093E-9	1.3969470134108767E-11	1.2158445650293053E-6	9.099625812764171E-7	0.08	0.07200000000000001	0.009279867050248181	1.6168247346132164E-5
24.0	1.0	1.9197910830018945	1.6091514627746586	3.6662671856216296E-7	1.3998642070655496	1.230761058938477E-7	499.99998688631734	3.4418050896491215E-6	1.3113682845760675E-5	5.070425730858013E-7	6.831908045482597E-7	1.2604990721549079E-4	6.178146039171962E-6	0.0	0.0	12.0	0.0	9.267703888302735E-6	9.238097172043199E-6	9.230707699941428E-6	8.948692998387068E-6	1.6318165963400878E-5	1.6258364016018215E-5	9.334993508385969E-12	2.5565067716707586E-9	1.542553025528821E-11	1.2776233491382162E-6	9.941572736169026E-7	0.08	0.07200000000000001	0.009654908776647951	1.7622871974824375E-5
25.0	1.0	1.9997630649824358	1.6712822557494555	3.9670264425796596E-7	1.3998456272576134	1.3318070026322862E-7	499.99998633203336	3.7291751392219793E-6	1.366796683093773E-5	5.315106913219953E-7	7.439459080024396E-7	1.4405993216339079E-4	6.450454383769131E-6	0.0	0.0	12.0	0.0	1.0026505578624872E-5	9.995804313948831E-6	9.988552246695742E-6	9.69585509693189E-6	1.7766087742951535E-5	1.770396024596797E-5	1.1069110280671488E-11	3.062775765438543E-9	1.695021689937512E-11	1.3392592507579793E-6	1.078052995311464E-6	0.08	0.07200000000000001	0.010027693534496734	1.9132886669340013E-5
26.0	1.0	2.0797327368844734	1.7330390554352428	4.2787034042180276E-7	1.3998255022806254	1.4365262947441447E-7	499.99998578262506	4.027178840328288E-6	1.4217375232119722E-5	5.55930759717166E-7	8.070148995257282E-7	1.636261359164225E-4	6.700751988368866E-6	0.0	0.0	12.0	0.0	1.0812774173664061E-5	1.078098865545478E-5	1.0773946904226592E-5	1.0470664687122808E-5	1.9268994374152686E-5	1.9204560630301363E-5	1.3025460961130422E-11	3.6385920819840408E-9	1.8543540575982323E-11	1.400770898917797E-6	1.1612664896628606E-6	0.08	0.07200000000000001	0.010398234332611457	2.069783849196691E-5
27.0	1.0	2.15970001666288	1.7944240180751923	4.6011977540149817E-7	1.3998037776597119	1.5448854304359656E-7	499.99998523785354	4.335719226389592E-6	1.4762146752661288E-5	5.803089040989188E-7	8.723779075801655E-7	1.848023693217185E-4	6.929763197034084E-6	0.0	0.0	12.0	0.0	1.1626252745211794E-5	1.1593393196093195E-5	1.1586640386182368E-5	1.1272869655789424E-5	2.0826404708359866E-5	2.075968413981904E-5	1.5220864272678956E-11	4.289698416638805E-9	2.0205505450589288E-11	1.4621734731010214E-6	1.2434933520331493E-6	0.08	0.07200000000000001	0.010766544108451154	2.2317266011391723E-5
28.0	1.0	2.239664822992571	1.8554392880159432	4.934410064965359E-7	1.3997803993938038	1.6568511897478714E-7	499.9999846975174	4.654700154793336E-6	1.530248292890148E-5	6.046502042955381E-7	9.400149668470242E-7	2.0764172818010446E-4	7.1384927424486E-6	0.0	0.0	12.0	0.0	1.2466686313703067E-5	1.2432762884718028E-5	1.2426383542799989E-5	1.2102220032074638E-5	2.2437834891136154E-5	2.2368846937397774E-5	1.7672562757928242E-11	5.022024534575149E-9	2.1936112173278152E-11	1.523479508032236E-6	1.3245039891555808E-6	0.08	0.07200000000000001	0.011132635728095659	2.3990702904213474E-5
29.0	1.0	2.3196270752701853	1.916086997706808	5.278241796982772E-7	1.3997553139599477	1.772390635649237E-7	499.99998416144433	4.9840263012262345E-6	1.5838556015454246E-5	6.289589223716752E-7	1.0099061001452437E-6	2.321966232147612E-4	7.328151472824529E-6	0.0	0.0	12.0	0.0	1.333382183536162E-5	1.329884460664585E-5	1.3292929346287662E-5	1.2958467972701364E-5	2.410280026496105E-5	2.403156431474082E-5	2.03982066222115E-11	5.841685516619924E-9	2.3735359561856337E-11	1.5846994689340942E-6	1.4041375754305075E-6	0.08	0.07200000000000001	0.011496521986240849	2.571768035664179E-5
30.0	1.0	2.3995866936137773	1.9763692677042046	5.632595294190449E-7	1.3997284683155273	1.8914711121240145E-7	499.9999836294855	5.323603154114078E-6	1.637051484348482E-5	6.532386701845602E-7	1.082031373433899E-6	2.585188448438529E-4	7.500089363652139E-6	0.0	0.0	12.0	0.0	1.4227408189350645E-5	1.4191387170801201E-5	1.418603287646478E-5	1.3841367747515963E-5	2.5820816644574552E-5	2.574735198910162E-5	2.341583786190499E-11	6.754980256937885E-9	2.5603245613469554E-11	1.6458421738714315E-6	1.4822946123357274E-6	0.08	0.07200000000000001	0.011858215606225228	2.7497728710223102E-5
31.0	1.0	2.4795435988611385	2.036288206682893	5.99737378211221E-7	1.3996998098990363	2.0140602422835315E-7	499.9999831015111	5.673337009148317E-6	1.6898489264106046E-5	6.774925352766597E-7	1.1563709337364966E-6	2.866596211332086E-4	7.655736797269477E-6	0.0	0.0	12.0	0.0	1.5147196164950983E-5	1.5110141296888663E-5	1.5105451306607867E-5	1.4750675725257344E-5	2.759140119399112E-5	2.751572699410367E-5	2.6743874727812343E-11	7.76839013931937E-9	2.7539768121335758E-11	1.7069151111025623E-6	1.5589286553748098E-6	0.08	0.07200000000000001	0.012217729240097357	2.933037861966647E-5
32.0	1.0	2.559497712567142	2.095845911454872	6.372481364773902E-7	1.399669286629823	2.1401259265002523E-7	499.9999825774068	6.033134963880222E-6	1.7422593577527168E-5	7.017231773169491E-7	1.2329050359054217E-6	3.166696680221945E-4	7.796554598445139E-6	0.0	0.0	12.0	0.0	1.6092938448785828E-5	1.6054859602610873E-5	1.605094388945374E-5	1.5686150359501727E-5	2.9414073043057005E-5	2.9336208305496985E-5	3.040109655121899E-11	8.888577824177514E-9	2.954492505502767E-11	1.7679246822122887E-6	1.6340377078585927E-6	0.08	0.07200000000000001	0.012575075468729234	3.1215161886067436E-5
33.0	1.0	2.639448957000391	2.155044466996227	6.757823021724436E-7	1.399636846907087	2.2696363405566856E-7	499.9999820570712	6.402904912365087E-6	1.7942929218321326E-5	7.259329031876026E-7	1.3116140618686985E-6	3.4859923148771284E-4	7.923992879060363E-6	0.0	0.0	12.0	0.0	1.706438961210797E-5	1.7025296590948524E-5	1.702227194331629E-5	1.6647552174737515E-5	3.1288353728499016E-5	3.1208317288519334E-5	3.440662894583412E-11	1.01223860865137E-8	3.161871479582287E-11	1.828876391430487E-6	1.707655701053654E-6	0.08	0.07200000000000001	0.012930266801977364	3.315161206758104E-5
34.0	1.0	2.7193972551393433	2.2138859464817577	7.153304604984207E-7	1.399602439608324	2.4025599338044864E-7	499.99998154041356	6.782555539841188E-6	1.8459586884554193E-5	7.501237262528615E-7	1.3924785346717889E-6	3.8249812175739057E-4	8.039458385387504E-6	0.0	0.0	12.0	0.0	1.806130609816218E-5	1.802120863751524E-5	1.8019198838279705E-5	1.7634643752530603E-5	3.321376751347478E-5	3.313157802189062E-5	3.877992939043385E-11	1.1476836655094982E-8	3.376113628124867E-11	1.889774995088865E-6	1.779844393673432E-6	0.08	0.07200000000000001	0.013283315678890547	3.513926493340402E-5
35.0	1.0	2.7993425306680577	2.2723724113269004	7.558832835927478E-7	1.3995660140873585	2.538865427329846E-7	499.99998102735225	7.1719963174311E-6	1.897264824438351E-5	7.742974137000642E-7	1.4754791288306702E-6	4.1841574001726025E-4	8.144289763820077E-6	0.0	0.0	12.0	0.0	1.9083446209632367E-5	1.9042353977996998E-5	1.904148998243885E-5	1.8647189717747706E-5	3.518984162107595E-5	3.51055175345127E-5	4.354077319229827E-11	1.2959129013870524E-8	3.5972189091756505E-11	1.9506246210186287E-6	1.8506859369156821E-6	0.08	0.07200000000000001	0.013634234467961403	3.7177658804935186E-5
36.0	1.0	2.8792847079716553	2.3305059112362247	7.974315302103986E-7	1.3995275201720634	2.678521812122264E-7	499.99998051781324	7.5711374968558335E-6	1.9482187317192496E-5	7.984555247487448E-7	1.560596678019118E-6	4.5640109829376304E-4	8.239739964527922E-6	0.0	0.0	12.0	0.0	2.013057009618003E-5	2.0088492695682716E-5	2.0088912808165048E-5	1.9684956724813132E-5	3.721610640572343E-5	3.712966597920656E-5	4.870923982888612E-11	1.4576639137362002E-8	3.825187350010761E-11	2.01142886493473E-6	1.9202762694381683E-6	0.08	0.07200000000000001	0.01398303546741735	3.9266334814162174E-5
37.0	1.0	2.959223712131566	2.38828848425763	8.399660454004E-7	1.3994869081618408	2.8214983472447925E-7	499.99998001172895	7.979890105155228E-6	1.99882716010015E-5	8.225994417761126E-7	1.6478121807972522E-6	4.965028333372469E-4	8.32696488155666E-6	0.0	0.0	12.0	0.0	2.1202439742077805E-5	2.1159386709090014E-5	2.1161236758382837E-5	2.0747713443981718E-5	3.9292095479012896E-5	3.920355676030124E-5	5.430569966367593E-11	1.63369181417391E-8	4.060019049662233E-11	2.0721908689684345E-6	1.9887194335439474E-6	0.08	0.07200000000000001	0.014329730905545781	4.140483710034673E-5
38.0	1.0	3.0391594689206136	2.445722156841318	8.834777601769981E-7	1.3994441288249237	2.9677645580046656E-7	499.99997950903753	8.398165939410621E-6	2.0490962999979285E-5	8.467303958841087E-7	1.7371068048800668E-6	5.387692154075914E-4	8.407017273092593E-6	0.0	0.0	12.0	0.0	2.2298818953939713E-5	2.2254799759687692E-5	2.225823327284971E-5	2.1835230547617798E-5	4.141734580169571E-5	4.132672662693094E-5	6.035080103121269E-11	1.8247690842089623E-8	4.301714179884356E-11	2.132913386191715E-6	2.0561228417750236E-6	0.08	0.07200000000000001	0.01467433294104791	4.359271296008229E-5
39.0	1.0	3.1190919047979855	2.502808943902598	9.279576911857386E-7	1.3993991333955333	3.1172902341240266E-7	499.99997900968197	8.825877561467929E-6	2.099031859295442E-5	8.708494880598213E-7	1.8284618903038313E-6	5.832481528759044E-4	8.480845005730015E-6	0.0	0.0	12.0	0.0	2.3419473348547764E-5	2.3374497399714766E-5	2.33796757744365E-5	2.2947280696475133E-5	4.359139775018239E-5	4.349871574054498E-5	6.686545768586919E-11	2.031685421375271E-8	4.5502729851243177E-11	2.193598834035944E-6	2.1225934732192762E-6	0.08	0.07200000000000001	0.015016853663415587	4.582951296169034E-5
40.0	1.0	3.1990209469041075	2.559550848887622	9.733969403646297E-7	1.3993518735709318	3.270045427910964E-7	499.9999785136093	9.26293829266141E-6	2.148639127436707E-5	8.949577068099688E-7	1.9218589517511E-6	6.299871935230288E-4	8.549292709613328E-6	0.0	0.0	12.0	0.0	2.456417034077308E-5	2.4518246980094228E-5	2.4525339655410124E-5	2.4083638525978683E-5	4.5813795163679506E-5	4.571906772282347E-5	7.387083660851675E-11	2.2552475761400714E-8	4.805695781871349E-11	2.2542493388242943E-6	2.1882349412279557E-6	0.08	0.07200000000000001	0.015357305093325734	4.811479103205453E-5
41.0	1.0	3.2789465230554637	2.61594986384123	1.01978669460053E-6	1.3993023015083919	3.4260004524315787E-7	499.99997802077024	9.709262208539533E-6	2.197923029207812E-5	9.190559429503581E-7	2.0172796802267576E-6	6.790335233487079E-4	8.613106005498732E-6	0.0	0.0	12.0	0.0	2.5732679131588846E-5	2.568581763843883E-5	2.5695002263724073E-5	2.524408063251184E-5	4.808408537646926E-5	4.7987329688566046E-5	8.138834616511539E-11	2.4962791803846032E-8	5.0679829576342316E-11	2.3148667731337225E-6	2.253145348233449E-6	0.08	0.07200000000000001	0.01569569918304738	5.0448104521951406E-5
42.0	1.0	3.3588685617393645	2.67200796947615	1.0671182253808614E-6	1.3992503698221028	3.5851258796840463E-7	499.9999775311188	1.01647641335955E-5	2.2468881701175726E-5	9.431450020820766E-7	2.114705944228831E-6	7.304339636162792E-4	8.672937559227729E-6	0.0	0.0	12.0	0.0	2.6924770696171427E-5	2.6876980287145378E-5	2.6888442889323835E-5	2.6428385559715734E-5	5.0401819238698175E-5	5.030305226696224E-5	8.943962461113503E-11	2.7556205685427804E-8	5.3371349697144016E-11	2.3754527873265845E-6	2.317415827702552E-6	0.08	0.07200000000000001	0.0160320478168569	5.282901425446402E-5
43.0	1.0	3.4387869921086875	2.7277271352429433	1.1153828884407287E-6	1.3991960315800291	3.747392538775819E-7	499.99997704461185	1.0629359636005539E-5	2.295538874891131E-5	9.67225615173497E-7	2.214119790522586E-6	7.842349667566597E-4	8.729354324357893E-6	0.0	0.0	12.0	0.0	2.8140217772085983E-5	2.8091507601573685E-5	2.810544275047589E-5	2.7636333784808804E-5	5.276655112821593E-5	5.266578961381413E-5	9.804652893567561E-11	3.034128592647109E-8	5.613152343886498E-11	2.4360088363079574E-6	2.381129666370136E-6	0.08	0.07200000000000001	0.01636636281145766	5.525708455998802E-5
44.0	1.0	3.5187017439766026	2.783109319400166	1.164572123405528E-6	1.399139240300734	3.9127715141052345E-7	499.9999765612084	1.1102965022378507E-5	2.343879220282144E-5	9.91298447581112E-7	2.315503444600662E-6	8.404826116503311E-4	8.782845441934566E-6	0.0	0.0	12.0	0.0	2.93787948475527E-5	2.932917400830642E-5	2.9345784980129717E-5	2.8867707704935687E-5	5.517783895539819E-5	5.507509941666915E-5	1.072311240391506E-10	3.3326764325915675E-8	5.896035673060335E-11	2.4965362023478815E-6	2.4443619000299364E-6	0.08	0.07200000000000001	0.016698655916400997	5.77318833005411E-5
