time	cell	M	B	A	L	P	I1	I2	I3	L_e	mu	gamma_M	gamma_B	gamma_A	gamma_0	K	alpha_M	tau_B	alpha_A	K_L1	alpha_B	K_A	beta_A	tau_M	K_L	gamma_L	gamma_P	alpha_L	alpha_P	tau_P	beta_L1	K_Le	K_1	r_m1	r_m2	r_m3_i1	r_i1	r_b1	r_b2_i2	r_i2	r_a1	r_a2	r_a3_l1	r_l2	r_l3	r_l4	r_p1	r_p2_i3	r_i3
10.0	1.0	1.7893931285451376E-4	2.3800221185759205E-5	0.17743215921737263	0.5310718436047448	0.0020194277848685225	9.775960526595262E-6	4.774131951895069E-6	0.003947664783301458	0.08	0.0226	0.411	8.33E-4	0.52	7.25E-7	7200.0	9.97E-4	2.0	17600.0	1.81	0.0166	1.95	21500.0	0.1	0.97	0.0	0.65	2880.0	10.0	0.83	2650.0	0.26	25200.0	7.25E-7	7.758808605371716E-5	9.775960526595262E-5	9.867621451554057E-5	5.577105830458955E-7	2.3870659759475346E-6	2.839119958553787E-6	0.09627468959134639	0.04267721499634897	0.14819906334945612	0.012002223665467231	1.2139833662585706	1.3684592989226694	0.001358267128102568	0.0013949345524033418	0.0016785301974891237
11.0	1.0	1.9997737211747193E-4	2.572826576058989E-5	0.18681140172865995	0.5266515980404878	0.002091079168210377	1.0723406286648224E-5	5.271749268400532E-6	0.004274351610743415	0.08	0.0226	0.411	8.33E-4	0.52	7.25E-7	7200.0	9.97E-4	2.0	17600.0	1.81	0.0166	1.95	21500.0	0.1	0.97	0.0	0.65	2880.0	10.0	0.83	2650.0	0.26	25200.0	7.25E-7	8.671018855013582E-5	1.0723406286648224E-4	1.0820992460893826E-4	6.028904515679028E-7	2.635874634200266E-6	3.1729178981449875E-6	0.10136386657797089	0.048359985265074235	0.15934038917168833	0.011902326115715024	1.2489521305616698	1.4170136481049143	0.0014064598485382996	0.0015103715939022667	0.0018758765335519668
12.0	1.0	2.2165138955724164E-4	2.787610121110994E-5	0.19681794981563916	0.5245039599769425	0.002222270208918786	1.1759532406050914E-5	5.839904945093201E-6	0.004672293356093762	0.08	0.0226	0.411	8.33E-4	0.52	7.25E-7	7200.0	9.97E-4	2.0	17600.0	1.81	0.0166	1.95	21500.0	0.1	0.97	0.0	0.65	2880.0	10.0	0.83	2650.0	0.26	25200.0	7.25E-7	9.610804251201997E-5	1.1759532406050914E-4	1.1868401447615575E-4	6.532206796799392E-7	2.9199524725466005E-6	3.5168061947616403E-6	0.1067934195699658	0.05494649298439309	0.17218543090739338	0.011853789495478901	1.3231128725649013	1.5059148709849655	0.0014946989425187755	0.0016509870516232374	0.002079188439656907
13.0	1.0	2.446448993155528E-4	3.0268943655163195E-5	0.2077575603928781	0.5239276266170761	0.0024000281670474915	1.2923118011746217E-5	6.463317873445742E-6	0.00512810773856646	0.08	0.0226	0.411	8.33E-4	0.52	7.25E-7	7200.0	9.97E-4	2.0	17600.0	1.81	0.0166	1.95	21500.0	0.1	0.97	0.0	0.65	2880.0	10.0	0.83	2650.0	0.26	25200.0	7.25E-7	1.060780283432237E-4	1.2923118011746215E-4	1.3045769395030952E-4	7.092921566714392E-7	3.231658936722871E-6	3.881630063986507E-6	0.11272925226917566	0.06265993135897316	0.18683217665534346	0.01184076436154592	1.4277301380910898	1.626372028493359	0.0016142589451561427	0.0018120522044404452	0.0022948777695190707
14.0	1.0	2.6960273617855266E-4	3.292780182682985E-5	0.21969939027434476	0.5242456971300727	0.0026157084697678037	1.4228248971363996E-5	7.14122865798711E-6	0.005637785664645119	0.08	0.0226	0.411	8.33E-4	0.52	7.25E-7	7200.0	9.97E-4	2.0	17600.0	1.81	0.0166	1.95	21500.0	0.1	0.97	0.0	0.65	2880.0	10.0	0.83	2650.0	0.26	25200.0	7.25E-7	1.1689974640702043E-4	1.4228248971363995E-4	1.4365088867300971E-4	7.715971802081039E-7	3.570614328993555E-6	4.277620702542738E-6	0.11920888916285946	0.07168536220381959	0.20332382341141692	0.011847952755139644	1.5567666533807134	1.7725271512779468	0.0017593255167658247	0.0019921504115353776	0.0025289933597170337
15.0	1.0	2.969813419820069E-4	3.5874868568015846E-5	0.23258697660283353	0.5249856732818944	0.002864740767728502	1.567295386723151E-5	7.880033141338987E-6	0.006202869172176118	0.08	0.0226	0.411	8.33E-4	0.52	7.25E-7	7200.0	9.97E-4	2.0	17600.0	1.81	0.0166	1.95	21500.0	0.1	0.97	0.0	0.65	2880.0	10.0	0.83	2650.0	0.26	25200.0	7.25E-7	1.287711098833982E-4	1.567295386723151E-4	1.5823309732392025E-4	8.406557951543153E-7	3.940016570669493E-6	4.712020192146024E-6	0.12620169350469748	0.08219447246441154	0.22172435872520382	0.011864676216170812	1.706846374486321	1.941283155543079	0.0019268246403741905	0.002191826562606402	0.0027858168373147887
16.0	1.0	3.2702222156210016E-4	3.91355838785932E-5	0.24632152413632788	0.5258792164181341	0.0031455685350518818	1.7247370865054717E-5	8.687840245843132E-6	0.006827138828711316	0.08	0.0226	0.411	8.33E-4	0.52	7.25E-7	7200.0	9.97E-4	2.0	17600.0	1.81	0.0166	1.95	21500.0	0.1	0.97	0.0	0.65	2880.0	10.0	0.83	2650.0	0.26	25200.0	7.25E-7	1.4179683526932663E-4	1.7247370865054715E-4	1.7410119328475533E-4	9.170641370270744E-7	4.343920122921566E-6	5.188660341411034E-6	0.1336540589963715	0.09436625562539863	0.24214414055982747	0.011884870291049829	1.876638623973381	2.1315852661057457	0.0021157093966758956	0.0024124165472478145	0.003067613624895607
17.0	1.0	3.5978651133366493E-4	4.273853521254963E-5	0.26080317311954293	0.5267904195107612	0.003458405038097321	1.8938588591655887E-5	9.571314741994364E-6	0.007514372360672025	0.08	0.0226	0.411	8.33E-4	0.52	7.25E-7	7200.0	9.97E-4	2.0	17600.0	1.81	0.0166	1.95	21500.0	0.1	0.97	0.0	0.65	2880.0	10.0	0.83	2650.0	0.26	25200.0	7.25E-7	1.5600343131427712E-4	1.8938588591655887E-4	1.911234803626244E-4	1.0014920956356754E-6	4.785657370997182E-6	5.708511164208819E-6	0.141511801734664	0.10839790410514234	0.26473366649558094	0.011905463480943203	2.0660452721656344	2.343578002287126	0.0023261232286242582	0.0026552552511208568	0.0033749572091730864
18.0	1.0	3.952016060967213E-4	4.671427428962938E-5	0.27594031384963696	0.5276498425349821	0.0038041723948665103	2.073219537330129E-5	1.0534314092973232E-5	0.00826711865047995	0.08	0.0226	0.411	8.33E-4	0.52	7.25E-7	7200.0	9.97E-4	2.0	17600.0	1.81	0.0166	1.95	21500.0	0.1	0.97	0.0	0.65	2880.0	10.0	0.83	2650.0	0.26	25200.0	7.25E-7	1.7135941640353836E-4	2.073219537330129E-4	2.0915328660112216E-4	1.0946555894288852E-6	5.267157046486616E-6	6.270420678512236E-6	0.149725214294813	0.1245058350008372	0.28966618658440085	0.011924886441290595	2.27547683181622	2.577886234638953	0.002558686352787215	0.0029212433393922084	0.0037071665211371985
19.0	1.0	4.330955470632055E-4	5.1093777505340994E-5	0.29164355363668404	0.528415954121764	0.00418375109318016	2.261180096721475E-5	1.1577574234316675E-5	0.009086162292745727	0.08	0.0226	0.411	8.33E-4	0.52	7.25E-7	7200.0	9.97E-4	2.0	17600.0	1.81	0.0166	1.95	21500.0	0.1	0.97	0.0	0.65	2880.0	10.0	0.83	2650.0	0.26	25200.0	7.25E-7	1.877902292066059E-4	2.261180096721475E-4	2.2802636231495757E-4	1.1972804882826554E-6	5.788787117158338E-6	6.871660520053801E-6	0.15824579220326476	0.14291976641353613	0.317120423898247	0.011942200563151865	2.5053353650821326	2.8351066231432616	0.0028139909852729758	0.003210658053973755	0.0040626285110121054
20.0	1.0	4.73215623294864E-4	5.590691512964148E-5	0.3078166397084297	0.529058324786085	0.004597516651811976	2.4558840913565355E-5	1.2698834625941867E-5	0.009970348835829843	0.08	0.0226	0.411	8.33E-4	0.52	7.25E-7	7200.0	9.97E-4	2.0	17600.0	1.81	0.0166	1.95	21500.0	0.1	0.97	0.0	0.65	2880.0	10.0	0.83	2650.0	0.26	25200.0	7.25E-7	2.0518629426065303E-4	2.455884091356535E-4	2.4755511898185366E-4	1.3100667422328888E-6	6.349417312970933E-6	7.508221079893504E-6	0.16702130870579396	0.16387300308350045	0.3472667629882476	0.011956718140165521	2.755698413055385	3.115493636992586	0.0030922897000087352	0.0035230914614239727	0.004438972638002005
21.0	1.0	5.152367525874305E-4	6.118105390418555E-5	0.3243502149878205	0.5295522418101883	0.005045083317513001	2.6552502652735555E-5	1.3893073473953193E-5	0.010916563872680165	0.08	0.0226	0.411	8.33E-4	0.52	7.25E-7	7200.0	9.97E-4	2.0	17600.0	1.81	0.0166	1.95	21500.0	0.1	0.97	0.0	0.65	2880.0	10.0	0.83	2650.0	0.26	25200.0	7.25E-7	2.2340665592190985E-4	2.655250265273555E-4	2.6752693938852153E-4	1.43365563613678E-6	6.9465367369765966E-6	8.174944478750488E-6	0.1759924266523914	0.1875911145561508	0.38025666257151614	0.011967880664910256	3.026148808683498	3.4187858716323394	0.0033933230393592443	0.0038574430645512948	0.004833149486705536
22.0	1.0	5.58768280446604E-4	6.69398073364765E-5	0.34111994314479294	0.5298777023695571	0.005525177250263189	2.856963800318499E-5	1.5152735056816741E-5	0.011919772108244804	0.08	0.0226	0.411	8.33E-4	0.52	7.25E-7	7200.0	9.97E-4	2.0	17600.0	1.81	0.0166	1.95	21500.0	0.1	0.97	0.0	0.65	2880.0	10.0	0.83	2650.0	0.26	25200.0	7.25E-7	2.422819264016475E-4	2.8569638003184984E-4	2.877086840075961E-4	1.5686005053156537E-6	7.576367528408371E-6	8.86563244217083E-6	0.18509168115036465	0.21428027887972176	0.41621422736239444	0.01197523607355199	3.315695000858971	3.7441201131195254	0.0037162342185270204	0.004211933607153641	0.00524149454452897
23.0	1.0	6.033629787297192E-4	7.320192747381102E-5	0.3579883374637449	0.5300194048790061	0.006035588730829213	3.0585573131237706E-5	1.6467965155101775E-5	0.012973106242703002	0.08	0.0226	0.411	8.33E-4	0.52	7.25E-7	7200.0	9.97E-4	2.0	17600.0	1.81	0.0166	1.95	21500.0	0.1	0.97	0.0	0.65	2880.0	10.0	0.83	2650.0	0.26	25200.0	7.25E-7	2.6161818757720624E-4	3.0585573131237703E-4	3.078562619981924E-4	1.7153407664938134E-6	8.233982577550887E-6	9.573189076437202E-6	0.19424447190782798	0.24411599991107494	0.455229164107242	0.011978438550265537	3.622745487677248	4.089998951714854	0.004059536980355729	0.004584136481520495	0.005659812612940156
24.0	1.0	6.485325851336376E-4	7.998035028508082E-5	0.3748092950900262	0.5299666304275602	0.006573179681189544	3.257630216932136E-5	1.782690422472437E-5	0.014068023992687036	0.08	0.0226	0.411	8.33E-4	0.52	7.25E-7	7200.0	9.97E-4	2.0	17600.0	1.81	0.0166	1.95	21500.0	0.1	0.97	0.0	0.65	2880.0	10.0	0.83	2650.0	0.26	25200.0	7.25E-7	2.8120372891394526E-4	3.2576302169321354E-4	3.2772718192651404E-4	1.8741795482302989E-6	8.913452112362186E-6	1.0289867424060288E-5	0.2033715235158482	0.2772329083750669	0.4973508873520452	0.01197724584766286	3.9451201910626303	4.454295878076679	0.004421120653568087	0.004971033212963617	0.006083523574763952
25.0	1.0	6.937679945560176E-4	8.728143669275942E-5	0.3914338468690129	0.5297128225281854	0.007133942092508249	3.451873660656787E-5	1.9216098762771606E-5	0.015194565730996699	0.08	0.0226	0.411	8.33E-4	0.52	7.25E-7	7200.0	9.97E-4	2.0	17600.0	1.81	0.0166	1.95	21500.0	0.1	0.97	0.0	0.65	2880.0	10.0	0.83	2650.0	0.26	25200.0	7.25E-7	3.008178024394892E-4	3.451873660656787E-4	3.470932293754368E-4	2.0452659060214315E-6	9.608049381385803E-6	1.1007589827682403E-5	0.2123920053111264	0.3137161164162777	0.5425839404916026	0.01197150978913699	4.280094761096935	4.834294876805591	0.004798289451421048	0.005369104498585406	0.006507851798115199
26.0	1.0	7.385631359229862E-4	9.510446405225169E-5	0.40771665557490294	0.5292550325477198	0.007713108539143135	3.6392452941013336E-5	2.0621030974025815E-5	0.01634171242481893	0.08	0.0226	0.411	8.33E-4	0.52	7.25E-7	7200.0	9.97E-4	2.0	17600.0	1.81	0.0166	1.95	21500.0	0.1	0.97	0.0	0.65	2880.0	10.0	0.83	2650.0	0.26	25200.0	7.25E-7	3.202409757362068E-4	3.6392452941013336E-4	3.657518391766192E-4	2.228582906136414E-6	1.0310515487012908E-5	1.1718326769008435E-5	0.22122705731494233	0.353595072300879	0.5908851170710894	0.011961163735578467	4.624478243476561	5.226765315936995	0.005187836803427673	0.00577445668721517	0.006928050111642782
27.0	1.0	7.82433820200673E-4	1.0344140655614982E-4	0.42352425160799073	0.5285933196105422	0.008305309800554987	3.817988796243627E-5	2.2026696052194495E-5	0.017497799424013187	0.08	0.0226	0.411	8.33E-4	0.52	7.25E-7	7200.0	9.97E-4	2.0	17600.0	1.81	0.0166	1.95	21500.0	0.1	0.97	0.0	0.65	2880.0	10.0	0.83	2650.0	0.26	25200.0	7.25E-7	3.3926330443901184E-4	3.8179887962436264E-4	3.83536746790969E-4	2.4239424798302585E-6	1.1013348026097247E-5	1.241439591860588E-5	0.22980425892249576	0.39684186995214565	0.6421625329545687	0.011946209023198253	4.97472039657206	5.628068758964321	0.005586151371853284	0.006182967994350949	0.00733957660724568
28.0	1.0	8.249437826645248E-4	1.1227702333554368E-4	0.4387294665330247	0.5277306769131773	0.00890477130251721	3.986754369072929E-5	2.341825876180565E-5	0.018651000520706434	0.08	0.0226	0.411	8.33E-4	0.52	7.25E-7	7200.0	9.97E-4	2.0	17600.0	1.81	0.0166	1.95	21500.0	0.1	0.97	0.0	0.65	2880.0	10.0	0.83	2650.0	0.26	25200.0	7.25E-7	3.57695624163338E-4	3.9867543690729287E-4	4.003106704361306E-4	2.630987487821795E-6	1.1709129380902826E-5	1.3088875332565746E-5	0.2380546085408192	0.4433627347526244	0.6962771983936087	0.011926713298237806	5.327046754853267	6.034292082646957	0.005989349178073075	0.006590459547952804	0.00773833892812102
29.0	1.0	8.657216004760999E-4	1.2158927301728814E-4	0.45322989329683633	0.5266718361005158	0.009505541775403987	4.144593927163835E-5	2.4781702778161243E-5	0.019789827598943106	0.08	0.0226	0.411	8.33E-4	0.52	7.25E-7	7200.0	9.97E-4	2.0	17600.0	1.81	0.0166	1.95	21500.0	0.1	0.97	0.0	0.65	2880.0	10.0	0.83	2650.0	0.26	25200.0	7.25E-7	3.753768859664369E-4	4.144593927163835E-4	4.159829861115426E-4	2.849201434614113E-6	1.2390851389080621E-5	1.3735871873282553E-5	0.24592254010286338	0.49301138766272107	0.7530458826104396	0.011902783495871656	5.677604281434954	6.441402426626701	0.006393427398136722	0.006992871943089437	0.008120852963145225
30.0	1.0	9.04461913020466E-4	1.3135000594787045E-4	0.4669442791487605	0.5254236238597696	0.01010172842952824	4.2909173140663616E-5	2.610432176874554E-5	0.020903544460085747	0.08	0.0226	0.411	8.33E-4	0.52	7.25E-7	7200.0	9.97E-4	2.0	17600.0	1.81	0.0166	1.95	21500.0	0.1	0.97	0.0	0.65	2880.0	10.0	0.83	2650.0	0.26	25200.0	7.25E-7	3.9217468548567405E-4	4.2909173140663615E-4	4.305009149719221E-4	3.077924689376448E-6	1.305216088437277E-5	1.4350540571796823E-5	0.2533639658661174	0.5455907233823257	0.812247013031427	0.011874573899230792	6.022620378945442	6.845406559303843	0.006794422541700694	0.007386411469994964	0.008484254294180597
31.0	1.0	9.409364609437877E-4	1.415258534182234E-4	0.47981138359213826	0.5239943778076763	0.010687712900404772	4.425532916464689E-5	2.7375114260366157E-5	0.02198251830578249	0.08	0.0226	0.411	8.33E-4	0.52	7.25E-7	7200.0	9.97E-4	2.0	17600.0	1.81	0.0166	1.95	21500.0	0.1	0.97	0.0	0.65	2880.0	10.0	0.83	2650.0	0.26	25200.0	7.25E-7	4.079900494652263E-4	4.425532916464689E-4	4.438433856785543E-4	3.3163753231492287E-6	1.3687557130183079E-5	1.4929259777411102E-5	0.2603456567370942	0.6008585250797266	0.8736271340013495	0.011842272938453484	6.358540980395106	7.242497212509586	0.0071885556968122495	0.0077676743129973455	0.00882640174714884
32.0	1.0	9.749901384466335E-4	1.520792674292616E-4	0.49179180249987225	0.5223932451656714	0.011258342183230593	4.548442007549911E-5	2.8585060849959615E-5	0.02301849156526351	0.08	0.0226	0.411	8.33E-4	0.52	7.25E-7	7200.0	9.97E-4	2.0	17600.0	1.81	0.0166	1.95	21500.0	0.1	0.97	0.0	0.65	2880.0	10.0	0.83	2650.0	0.26	25200.0	7.25E-7	4.227557240304603E-4	4.548442007549911E-4	4.560181876594389E-4	3.563673473669887E-6	1.4292530424979807E-5	1.5469568521857278E-5	0.26684623203643065	0.6585384327072917	0.9369080222934704	0.011806087340744174	6.682148085128744	7.629182467695084	0.007572360952440896	0.008133742602566612	0.009145840360789638
33.0	1.0	0.0010065363684328824	1.6296962643626381E-4	0.5028652701000645	0.5206307173632455	0.011809077551861748	4.6599274361972234E-5	2.9727223031156493E-5	0.02400472908487315	0.08	0.0226	0.411	8.33E-4	0.52	7.25E-7	7200.0	9.97E-4	2.0	17600.0	1.81	0.0166	1.95	21500.0	0.1	0.97	0.0	0.65	2880.0	10.0	0.83	2650.0	0.26	25200.0	7.25E-7	4.364341693524978E-4	4.659927436197223E-4	4.6705492574873625E-4	3.81886725628097E-6	1.4863611515578246E-5	1.5970093139630382E-5	0.272854695556295	0.7183284681884125	1.0017954605096928	0.011766254212409347	6.990659845535806	8.002386670438078	0.007942785561382212	0.008482236425750229	0.009441758003504112
34.0	1.0	0.0010355493984485365	1.7415433716544803E-4	0.5130288958488591	0.5187180014991392	0.012336095847665955	4.7604441612643935E-5	3.079673206246895E-5	0.024936076870145447	0.08	0.0226	0.411	8.33E-4	0.52	7.25E-7	7200.0	9.97E-4	2.0	17600.0	1.81	0.0166	1.95	21500.0	0.1	0.97	0.0	0.65	2880.0	10.0	0.83	2650.0	0.26	25200.0	7.25E-7	4.490142191672854E-4	4.760444161264393E-4	4.7699985400270984E-4	4.0809585827979434E-6	1.5398366031234474E-5	1.643042503239078E-5	0.27836947888759095	0.7799110518995676	1.0679866956615183	0.011723026833880544	7.281787961338313	8.359519068535988	0.008297258067140122	0.008811334583090264	0.00971391310584056
35.0	1.0	0.0010620545657645003	1.855898773319382E-4	0.522294637774633	0.5166668033669746	0.012836343253784192	4.85056325370495E-5	3.1790669318340436E-5	0.025808932045343496	0.08	0.0226	0.411	8.33E-4	0.52	7.25E-7	7200.0	9.97E-4	2.0	17600.0	1.81	0.0166	1.95	21500.0	0.1	0.97	0.0	0.65	2880.0	10.0	0.83	2650.0	0.26	25200.0	7.25E-7	4.6050685971548734E-4	4.85056325370495E-4	4.8591085729932847E-4	4.348927595519308E-6	1.5895334659170218E-5	1.685096621102347E-5	0.28339707045651585	0.8429621695996355	1.1351777416197408	0.011676669756093624	7.55376658556331	8.698510251976112	0.008633724472495247	0.00911976397361961	0.009962543342648943
36.0	1.0	0.0010861180740293105	1.9723273420237187E-4	0.5306865111122847	0.5144891485556194	0.013307544468520754	4.9309291611422027E-5	3.2707867811605864E-5	0.026621142112430014	0.08	0.0226	0.411	8.33E-4	0.52	7.25E-7	7200.0	9.97E-4	2.0	17600.0	1.81	0.0166	1.95	21500.0	0.1	0.97	0.0	0.65	2880.0	10.0	0.83	2650.0	0.26	25200.0	7.25E-7	4.70940796899109E-4	4.930929161142203E-4	4.938530642905939E-4	4.62175466056418E-6	1.6353933905802932E-5	1.7232767088078323E-5	0.2879505009295257	0.9071594291038964	1.2030698829359667	0.011627454757356999	7.805352050001353	9.017818369256418	0.008950654409527059	0.009406763997325093	0.010188269733544683
