time	compartment	R	O	I1	S	A	I2	open_probability	Phi1	k1	L1	l2	lminus2	c	L3	Phi2	k2	l4	Phi_minus2	kminus1	kminus2	kminus3	lminus4	L5	Phi3	k3	Phi4	k4	l6	Phi_minus4	kminus4	lminus6	Phi5	IP3	v1	v2	v3	v4	v5
22.0	1.0	9.066554028363069E-5	6.016891883324691E-5	3.299740991455314E-5	1.8777236428296604E-7	0.32354868469472553	0.676267295663879	0.00719058934720386	0.30571231933929804	0.64	0.12	1.7	0.8	10.0	0.025	1.4812112869924294	37.4	1.7	22.31962905718702	0.04	1.4	29.8	2.5	54.7	0.0929984544049459	0.11	761.3292117465223	4.0	4707.0	0.14158102766798422	0.54	11.4	1.755731225296443	10.0	2.669637406103875E-10	-2.517239653415551E-10	-9.23784296670907E-16	2.6725251178749687E-10	2.644645613614216E-10
23.0	1.0	9.066552987735997E-5	6.0168918636690355E-5	3.2997238028306744E-5	1.877723636521725E-7	0.32354868469662923	0.6762672958444651	0.00719058934737115	0.30571231933929804	0.64	0.12	1.7	0.8	10.0	0.025	1.4812112869924294	37.4	1.7	22.31962905718702	0.04	1.4	29.8	2.5	54.7	0.0929984544049459	0.11	761.3292117465223	4.0	4707.0	0.14158102766798422	0.54	11.4	1.755731225296443	10.0	1.1721195368463722E-10	-1.1052084353157707E-10	-4.0559325646324917E-16	1.1733873594987898E-10	1.1611456240956386E-10
24.0	1.0	9.066552530842747E-5	6.01689185503911E-5	3.299716256066934E-5	1.877723633752191E-7	0.32354868469746517	0.6762672959237522	0.007190589347444605	0.30571231933929804	0.64	0.12	1.7	0.8	10.0	0.025	1.4812112869924294	37.4	1.7	22.31962905718702	0.04	1.4	29.8	2.5	54.7	0.0929984544049459	0.11	761.3292117465223	4.0	4707.0	0.14158102766798422	0.54	11.4	1.755731225296443	10.0	5.146257725519021E-11	-4.852480706341771E-11	-1.780785127648496E-16	5.1518241062087355E-11	5.09811082238798E-11
25.0	1.0	9.066552330241152E-5	6.0168918512500885E-5	3.299712942617246E-5	1.8777236325362098E-7	0.32354868469783205	0.6762672959585639	0.007190589347476845	0.30571231933929804	0.64	0.12	1.7	0.8	10.0	0.025	1.4812112869924294	37.4	1.7	22.31962905718702	0.04	1.4	29.8	2.5	54.7	0.0929984544049459	0.11	761.3292117465223	4.0	4707.0	0.14158102766798422	0.54	11.4	1.755731225296443	10.0	2.259493807332813E-11	-2.1305093468913057E-11	-7.818622322925545E-17	2.2619371653487264E-11	2.2383428444072706E-11
26.0	1.0	9.066552242165882E-5	6.0168918495864995E-5	3.2997114878282515E-5	1.8777236320023273E-7	0.3235486846979932	0.6762672959738482	0.007190589347491007	0.30571231933929804	0.64	0.12	1.7	0.8	10.0	0.025	1.4812112869924294	37.4	1.7	22.31962905718702	0.04	1.4	29.8	2.5	54.7	0.0929984544049459	0.11	761.3292117465223	4.0	4707.0	0.14158102766798422	0.54	11.4	1.755731225296443	10.0	9.920436434135427E-12	-9.354122867049697E-12	-3.4328551286322284E-17	9.93116699987695E-12	9.827583191679423E-12
27.0	1.0	9.06655220349593E-5	6.0168918488560915E-5	3.299710849094842E-5	1.8777236317679228E-7	0.32354868469806397	0.6762672959805588	0.007190589347497225	0.30571231933929804	0.64	0.12	1.7	0.8	10.0	0.025	1.4812112869924294	37.4	1.7	22.31962905718702	0.04	1.4	29.8	2.5	54.7	0.0929984544049459	0.11	761.3292117465223	4.0	4707.0	0.14158102766798422	0.54	11.4	1.755731225296443	10.0	4.355623934443331E-12	-4.106981034689714E-12	-1.5071257230495766E-17	4.360338479170167E-12	4.3149928075081334E-12
28.0	1.0	9.066552186517667E-5	6.0168918485353994E-5	3.299710568655293E-5	1.877723631665006E-7	0.32354868469809495	0.6762672959835051	0.0071905893474999445	0.30571231933929804	0.64	0.12	1.7	0.8	10.0	0.025	1.4812112869924294	37.4	1.7	22.31962905718702	0.04	1.4	29.8	2.5	54.7	0.0929984544049459	0.11	761.3292117465223	4.0	4707.0	0.14158102766798422	0.54	11.4	1.755731225296443	10.0	1.912361762002046E-12	-1.8031934621951396E-12	-6.6178684168978485E-18	1.9144338891941004E-12	1.8943735469179046E-12
29.0	1.0	9.066552179063263E-5	6.0168918483945995E-5	3.299710445526708E-5	1.87772363161982E-7	0.3235486846981086	0.6762672959847986	0.007190589347501146	0.30571231933929804	0.64	0.12	1.7	0.8	10.0	0.025	1.4812112869924294	37.4	1.7	22.31962905718702	0.04	1.4	29.8	2.5	54.7	0.0929984544049459	0.11	761.3292117465223	4.0	4707.0	0.14158102766798422	0.54	11.4	1.755731225296443	10.0	8.396330505866523E-13	-7.917023800592653E-13	-2.904475976134996E-18	8.405429130498021E-13	8.317790900491673E-13
30.0	1.0	9.066552175790365E-5	6.016891848332779E-5	3.2997103914664006E-5	1.8777236315999805E-7	0.32354868469811454	0.6762672959853667	0.007190589347501666	0.30571231933929804	0.64	0.12	1.7	0.8	10.0	0.025	1.4812112869924294	37.4	1.7	22.31962905718702	0.04	1.4	29.8	2.5	54.7	0.0929984544049459	0.11	761.3292117465223	4.0	4707.0	0.14158102766798422	0.54	11.4	1.755731225296443	10.0	3.686458690393968E-13	-3.476014540494763E-13	-1.2756316185649763E-18	3.6904507227930594E-13	3.6504133049675147E-13
31.0	1.0	9.066552174353382E-5	6.016891848305638E-5	3.299710367730914E-5	1.87772363159127E-7	0.3235486846981172	0.676267295985616	0.007190589347501902	0.30571231933929804	0.64	0.12	1.7	0.8	10.0	0.025	1.4812112869924294	37.4	1.7	22.31962905718702	0.04	1.4	29.8	2.5	54.7	0.0929984544049459	0.11	761.3292117465223	4.0	4707.0	0.14158102766798422	0.54	11.4	1.755731225296443	10.0	1.6185598868123652E-13	-1.5261639743852431E-13	-5.598887781350925E-19	1.620370504440416E-13	1.603162047558726E-13
32.0	1.0	9.066552173722467E-5	6.016891848293722E-5	3.299710357309714E-5	1.8777236315874463E-7	0.3235486846981184	0.6762672959857255	0.007190589347502011	0.30571231933929804	0.64	0.12	1.7	0.8	10.0	0.025	1.4812112869924294	37.4	1.7	22.31962905718702	0.04	1.4	29.8	2.5	54.7	0.0929984544049459	0.11	761.3292117465223	4.0	4707.0	0.14158102766798422	0.54	11.4	1.755731225296443	10.0	7.106403139556239E-14	-6.700710610831571E-14	-2.464865876510014E-19	7.11375403028569E-14	7.049916206369744E-14
33.0	1.0	9.066552173445455E-5	6.0168918482884886E-5	3.299710352734225E-5	1.8777236315857665E-7	0.32354868469811887	0.6762672959857737	0.00719058934750205	0.30571231933929804	0.64	0.12	1.7	0.8	10.0	0.025	1.4812112869924294	37.4	1.7	22.31962905718702	0.04	1.4	29.8	2.5	54.7	0.0929984544049459	0.11	761.3292117465223	4.0	4707.0	0.14158102766798422	0.54	11.4	1.755731225296443	10.0	3.1200519598484355E-14	-2.941985983171205E-14	-1.0757318430129614E-19	3.1231961461486435E-14	3.0753177782116836E-14
34.0	1.0	9.066552173323839E-5	6.0168918482861935E-5	3.299710350725331E-5	1.8777236315850301E-7	0.3235486846981192	0.6762672959857947	0.007190589347502077	0.30571231933929804	0.64	0.12	1.7	0.8	10.0	0.025	1.4812112869924294	37.4	1.7	22.31962905718702	0.04	1.4	29.8	2.5	54.7	0.0929984544049459	0.11	761.3292117465223	4.0	4707.0	0.14158102766798422	0.54	11.4	1.755731225296443	10.0	1.3698894449354349E-14	-1.291694073750349E-14	-4.743384504624082E-20	1.371819324802459E-14	1.3655743202889425E-14
35.0	1.0	9.066552173270439E-5	6.016891848285183E-5	3.2997103498433154E-5	1.8777236315847064E-7	0.32354868469811926	0.6762672959858039	0.0071905893475020825	0.30571231933929804	0.64	0.12	1.7	0.8	10.0	0.025	1.4812112869924294	37.4	1.7	22.31962905718702	0.04	1.4	29.8	2.5	54.7	0.0929984544049459	0.11	761.3292117465223	4.0	4707.0	0.14158102766798422	0.54	11.4	1.755731225296443	10.0	6.0149368125150815E-15	-5.671258276364333E-15	-2.202285662861181E-20	6.016021014687567E-15	6.106226635438361E-15
36.0	1.0	9.06655217324699E-5	6.01689184828474E-5	3.299710349456061E-5	1.8777236315845637E-7	0.32354868469811926	0.676267295985808	0.0071905893475020825	0.30571231933929804	0.64	0.12	1.7	0.8	10.0	0.025	1.4812112869924294	37.4	1.7	22.31962905718702	0.04	1.4	29.8	2.5	54.7	0.0929984544049459	0.11	761.3292117465223	4.0	4707.0	0.14158102766798422	0.54	11.4	1.755731225296443	10.0	2.6404659708711975E-15	-2.4900058143845216E-15	-9.317362419797304E-21	2.6367796834847468E-15	2.6645352591003757E-15
37.0	1.0	9.066552173236699E-5	6.0168918482845455E-5	3.299710349286035E-5	1.8777236315845013E-7	0.32354868469811926	0.6762672959858098	0.0071905893475020825	0.30571231933929804	0.64	0.12	1.7	0.8	10.0	0.025	1.4812112869924294	37.4	1.7	22.31962905718702	0.04	1.4	29.8	2.5	54.7	0.0929984544049459	0.11	761.3292117465223	4.0	4707.0	0.14158102766798422	0.54	11.4	1.755731225296443	10.0	1.1594458032559984E-15	-1.0932518724939694E-15	-4.235164736271502E-21	1.1587952819525071E-15	1.1102230246251565E-15
38.0	1.0	9.06655217323218E-5	6.016891848284461E-5	3.299710349211384E-5	1.877723631584474E-7	0.3235486846981193	0.6762672959858106	0.0071905893475020825	0.30571231933929804	0.64	0.12	1.7	0.8	10.0	0.025	1.4812112869924294	37.4	1.7	22.31962905718702	0.04	1.4	29.8	2.5	54.7	0.0929984544049459	0.11	761.3292117465223	4.0	4707.0	0.14158102766798422	0.54	11.4	1.755731225296443	10.0	5.089244997646958E-16	-4.799966305500669E-16	-1.6940658945086007E-21	5.065392549852277E-16	5.551115123125783E-16
39.0	1.0	9.066552173230197E-5	6.0168918482844235E-5	3.299710349178609E-5	1.877723631584462E-7	0.3235486846981193	0.6762672959858109	0.0071905893475020825	0.30571231933929804	0.64	0.12	1.7	0.8	10.0	0.025	1.4812112869924294	37.4	1.7	22.31962905718702	0.04	1.4	29.8	2.5	54.7	0.0929984544049459	0.11	761.3292117465223	4.0	4707.0	0.14158102766798422	0.54	11.4	1.755731225296443	10.0	2.237793284010081E-16	-2.1074518540865894E-16	-8.470329472543003E-22	2.220446049250313E-16	3.3306690738754696E-16
40.0	1.0	9.066552173229325E-5	6.016891848284407E-5	3.299710349164217E-5	1.8777236315844565E-7	0.3235486846981193	0.6762672959858113	0.0071905893475020825	0.30571231933929804	0.64	0.12	1.7	0.8	10.0	0.025	1.4812112869924294	37.4	1.7	22.31962905718702	0.04	1.4	29.8	2.5	54.7	0.0929984544049459	0.11	761.3292117465223	4.0	4707.0	0.14158102766798422	0.54	11.4	1.755731225296443	10.0	9.80118763926896E-17	-9.252649102627075E-17	8.470329472543003E-22	9.71445146547012E-17	0.0
41.0	1.0	9.066552173228944E-5	6.0168918482844E-5	3.2997103491579004E-5	1.8777236315844544E-7	0.3235486846981193	0.6762672959858114	0.0071905893475020825	0.30571231933929804	0.64	0.12	1.7	0.8	10.0	0.025	1.4812112869924294	37.4	1.7	22.31962905718702	0.04	1.4	29.8	2.5	54.7	0.0929984544049459	0.11	761.3292117465223	4.0	4707.0	0.14158102766798422	0.54	11.4	1.755731225296443	10.0	4.336808689942018E-17	-4.063047641389428E-17	0.0	4.163336342344337E-17	-1.1102230246251565E-16
42.0	1.0	9.066552173228774E-5	6.016891848284397E-5	3.299710349155126E-5	1.8777236315844536E-7	0.32354868469811937	0.6762672959858114	0.007190589347502089	0.30571231933929804	0.64	0.12	1.7	0.8	10.0	0.025	1.4812112869924294	37.4	1.7	22.31962905718702	0.04	1.4	29.8	2.5	54.7	0.0929984544049459	0.11	761.3292117465223	4.0	4707.0	0.14158102766798422	0.54	11.4	1.755731225296443	10.0	1.8865117801247777E-17	-1.78452901327536E-17	0.0	1.3877787807814457E-17	0.0
43.0	1.0	9.066552173228703E-5	6.016891848284396E-5	3.299710349153907E-5	1.877723631584453E-7	0.32354868469811937	0.6762672959858114	0.007190589347502089	0.30571231933929804	0.64	0.12	1.7	0.8	10.0	0.025	1.4812112869924294	37.4	1.7	22.31962905718702	0.04	1.4	29.8	2.5	54.7	0.0929984544049459	0.11	761.3292117465223	4.0	4707.0	0.14158102766798422	0.54	11.4	1.755731225296443	10.0	8.456776945386935E-18	-7.823196300840718E-18	0.0	6.938893903907228E-18	0.0
44.0	1.0	9.066552173228669E-5	6.016891848284396E-5	3.2997103491533725E-5	1.877723631584453E-7	0.32354868469811937	0.6762672959858114	0.007190589347502089	0.30571231933929804	0.64	0.12	1.7	0.8	10.0	0.025	1.4812112869924294	37.4	1.7	22.31962905718702	0.04	1.4	29.8	2.5	54.7	0.0929984544049459	0.11	761.3292117465223	4.0	4707.0	0.14158102766798422	0.54	11.4	1.755731225296443	10.0	3.469446951953614E-18	-3.4389537658524594E-18	0.0	6.938893903907228E-18	0.0
45.0	1.0	9.066552173228655E-5	6.016891848284395E-5	3.299710349153138E-5	1.877723631584453E-7	0.32354868469811937	0.6762672959858114	0.007190589347502089	0.30571231933929804	0.64	0.12	1.7	0.8	10.0	0.025	1.4812112869924294	37.4	1.7	22.31962905718702	0.04	1.4	29.8	2.5	54.7	0.0929984544049459	0.11	761.3292117465223	4.0	4707.0	0.14158102766798422	0.54	11.4	1.755731225296443	10.0	1.734723475976807E-18	-1.5077186461126546E-18	0.0	0.0	0.0
46.0	1.0	9.066552173228647E-5	6.0168918482843944E-5	3.299710349153035E-5	1.8777236315844528E-7	0.32354868469811937	0.6762672959858114	0.007190589347502089	0.30571231933929804	0.64	0.12	1.7	0.8	10.0	0.025	1.4812112869924294	37.4	1.7	22.31962905718702	0.04	1.4	29.8	2.5	54.7	0.0929984544049459	0.11	761.3292117465223	4.0	4707.0	0.14158102766798422	0.54	11.4	1.755731225296443	10.0	6.505213034913027E-19	-6.674619624363887E-19	0.0	-6.938893903907228E-18	0.0
47.0	1.0	9.066552173228646E-5	6.0168918482843944E-5	3.299710349152989E-5	1.877723631584453E-7	0.32354868469811937	0.6762672959858114	0.007190589347502089	0.30571231933929804	0.64	0.12	1.7	0.8	10.0	0.025	1.4812112869924294	37.4	1.7	22.31962905718702	0.04	1.4	29.8	2.5	54.7	0.0929984544049459	0.11	761.3292117465223	4.0	4707.0	0.14158102766798422	0.54	11.4	1.755731225296443	10.0	4.3368086899420177E-19	-2.879912020664621E-19	-8.470329472543003E-22	-6.938893903907228E-18	0.0
48.0	1.0	9.066552173228644E-5	6.016891848284395E-5	3.299710349152969E-5	1.877723631584453E-7	0.32354868469811937	0.6762672959858114	0.007190589347502089	0.30571231933929804	0.64	0.12	1.7	0.8	10.0	0.025	1.4812112869924294	37.4	1.7	22.31962905718702	0.04	1.4	29.8	2.5	54.7	0.0929984544049459	0.11	761.3292117465223	4.0	4707.0	0.14158102766798422	0.54	11.4	1.755731225296443	10.0	0.0	-1.2536087619363645E-19	0.0	0.0	0.0
49.0	1.0	9.066552173228646E-5	6.016891848284395E-5	3.29971034915296E-5	1.877723631584453E-7	0.32354868469811937	0.6762672959858114	0.007190589347502089	0.30571231933929804	0.64	0.12	1.7	0.8	10.0	0.025	1.4812112869924294	37.4	1.7	22.31962905718702	0.04	1.4	29.8	2.5	54.7	0.0929984544049459	0.11	761.3292117465223	4.0	4707.0	0.14158102766798422	0.54	11.4	1.755731225296443	10.0	2.1684043449710089E-19	-4.404571325722362E-20	0.0	0.0	0.0
