time	CELL	EmptySet	Per	dClk	dClkF	dClkF_tau1	dClkF_tau2	tau1	tau2	Vsp	K1	Vsc	K2	kdc	kdp	rPer	rdClk	rPerD	rdClkD
18.0	1.0E-15	0.0	0.5916068195586169	0.09852775342312095	0.0	0.49084535832197373	0.49084535832197373	10.0	10.0	0.5	0.3	0.25	0.1	0.5	0.5	3.1032954366923015E-16	4.231225590229071E-17	2.958034097793085E-16	4.926387671156048E-17
19.0	1.0E-15	0.0	0.6034008473144905	0.0929490225248242	0.0	0.4944488149509467	0.4944488149509467	10.0	10.0	0.5	0.3	0.25	0.1	0.5	0.5	3.1118984989704873E-16	4.2055765561687556E-17	3.0170042365724527E-16	4.6474511262412105E-17
20.0	1.0E-15	0.0	0.6110877481926688	0.08940649898406428	0.0	0.49663304020536875	0.49663304020536875	10.0	10.0	0.5	0.3	0.25	0.1	0.5	0.5	3.1170753354476663E-16	4.190180280896727E-17	3.055438740963344E-16	4.470324949203214E-17
21.0	1.0E-15	0.0	0.5931705572680475	0.09447248243642976	0.0	0.30813540500151165	0.30813540500151165	10.0	10.0	0.5	0.3	0.25	0.1	0.5	0.5	2.533444052650953E-16	6.125418107235124E-17	2.9658527863402376E-16	4.7236241218214887E-17
22.0	1.0E-15	0.0	0.49825680964725555	0.13451830597462489	0.0	0.05948816018165792	0.05948816018165792	10.0	10.0	0.5	0.3	0.25	0.1	0.5	0.5	8.274008266586185E-17	1.5675144770323302E-16	2.491284048236278E-16	6.725915298731245E-17
23.0	1.0E-15	0.0	0.3108623613287652	0.26767936139081056	0.0	0.0	0.0	10.0	10.0	0.5	0.3	0.25	0.1	0.5	0.5	0.0	2.5E-16	1.5543118066438263E-16	1.338396806954053E-16
24.0	1.0E-15	0.0	0.18854621341277178	0.35909141100207437	0.1705451975893026	0.0	0.0	10.0	10.0	0.5	0.3	0.25	0.1	0.5	0.5	0.0	2.5E-16	9.42731067063859E-17	1.795457055010372E-16
25.0	1.0E-15	0.0	0.11435795656064962	0.4145354446107604	0.3001774880501108	0.0	0.0	10.0	10.0	0.5	0.3	0.25	0.1	0.5	0.5	0.0	2.5E-16	5.717897828032481E-17	2.0726772230538023E-16
26.0	1.0E-15	0.0	0.0693609123259754	0.4481636458746299	0.3788027335486545	0.0	0.0	10.0	10.0	0.5	0.3	0.25	0.1	0.5	0.5	0.0	2.5E-16	3.46804561629877E-17	2.2408182293731495E-16
27.0	1.0E-15	0.0	0.042069093541919136	0.468559980579212	0.4264908870372929	0.0	0.0	10.0	10.0	0.5	0.3	0.25	0.1	0.5	0.5	0.0	2.5E-16	2.103454677095957E-17	2.34279990289606E-16
28.0	1.0E-15	0.0	0.025515935217371125	0.48093085847037914	0.45541492325300803	0.0	0.0	10.0	10.0	0.5	0.3	0.25	0.1	0.5	0.5	0.0	2.5E-16	1.2757967608685563E-17	2.4046542923518957E-16
29.0	1.0E-15	0.0	0.015476038955978683	0.48843409913626956	0.47295806018029085	0.0	0.0	10.0	10.0	0.5	0.3	0.25	0.1	0.5	0.5	0.0	2.5E-16	7.738019477989342E-18	2.442170495681348E-16
30.0	1.0E-15	0.0	0.009386595944383777	0.4929849983933585	0.48359840244897473	0.0	0.0	10.0	10.0	0.5	0.3	0.25	0.1	0.5	0.5	0.0	2.5E-16	4.6932979721918886E-18	2.4649249919667926E-16
31.0	1.0E-15	0.0	0.005693199630140403	0.49574523024225176	0.49005203061211133	0.0	0.0	10.0	10.0	0.5	0.3	0.25	0.1	0.5	0.5	0.0	2.5E-16	2.8465998150702018E-18	2.478726151211259E-16
32.0	1.0E-15	0.0	0.003453064323349551	0.4974193784499025	0.49396631412655295	0.0	0.0	10.0	10.0	0.5	0.3	0.25	0.1	0.5	0.5	0.0	2.5E-16	1.7265321616747757E-18	2.4870968922495127E-16
33.0	1.0E-15	0.0	0.002094375877019492	0.4984347840016492	0.4963404081246297	0.0	0.0	10.0	10.0	0.5	0.3	0.25	0.1	0.5	0.5	0.0	2.5E-16	1.0471879385097461E-18	2.492173920008246E-16
34.0	1.0E-15	0.0	0.0736113495216127	0.4274855495500189	0.3538742000284062	0.1705451975893026	0.1705451975893026	10.0	10.0	0.5	0.3	0.25	0.1	0.5	0.5	1.8122084601334778E-16	9.24060017430097E-17	3.6805674760806357E-17	2.1374277477500947E-16
35.0	1.0E-15	0.0	0.21874039863005978	0.31774911173898057	0.09900871310892079	0.3001774880501108	0.3001774880501108	10.0	10.0	0.5	0.3	0.25	0.1	0.5	0.5	2.5007393148428786E-16	6.247227979218429E-17	1.0937019931502991E-16	1.588745558694903E-16
36.0	1.0E-15	0.0	0.3422407311698716	0.23728453777608005	0.0	0.3788027335486545	0.3788027335486545	10.0	10.0	0.5	0.3	0.25	0.1	0.5	0.5	2.790226930645552E-16	5.22135699074065E-17	1.711203655849358E-16	1.1864226888804004E-16
37.0	1.0E-15	0.0	0.43344337949844414	0.18294173122168247	0.0	0.4264908870372929	0.4264908870372929	10.0	10.0	0.5	0.3	0.25	0.1	0.5	0.5	2.93528036378108E-16	4.7484202700414795E-17	2.167216897492221E-16	9.147086561084124E-17
38.0	1.0E-15	0.0	0.4972797282987721	0.14726050904134258	0.0	0.45541492325300803	0.45541492325300803	10.0	10.0	0.5	0.3	0.25	0.1	0.5	0.5	3.0143362888032183E-16	4.501139410078789E-17	2.486398641493861E-16	7.363025452067129E-17
39.0	1.0E-15	0.0	0.5407483296177806	0.12414964295577066	0.0	0.47295806018029085	0.47295806018029085	10.0	10.0	0.5	0.3	0.25	0.1	0.5	0.5	3.059403119944014E-16	4.363321111519635E-17	2.7037416480889034E-16	6.207482147788534E-17
40.0	1.0E-15	0.0	0.5698563601699151	0.10929871354451018	0.0	0.48359840244897473	0.48359840244897473	10.0	10.0	0.5	0.3	0.25	0.1	0.5	0.5	3.085754137180397E-16	4.283767723676352E-17	2.849281800849576E-16	5.464935677225509E-17
41.0	1.0E-15	0.0	0.5891274044725634	0.09980507970089274	0.0	0.49005203061211133	0.49005203061211133	10.0	10.0	0.5	0.3	0.25	0.1	0.5	0.5	3.101390868095308E-16	4.2369144927889447E-17	2.945637022362817E-16	4.9902539850446375E-17
42.0	1.0E-15	0.0	0.6017792629238017	0.09375887405637917	0.0	0.49396631412655295	0.49396631412655295	10.0	10.0	0.5	0.3	0.25	0.1	0.5	0.5	3.1107510818640223E-16	4.208992901687249E-17	3.0088963146190087E-16	4.687943702818959E-17
43.0	1.0E-15	0.0	0.610033170653206	0.0899188293974903	0.0	0.4963404081246297	0.4963404081246297	10.0	10.0	0.5	0.3	0.25	0.1	0.5	0.5	3.1163834150618093E-16	4.192236457465621E-17	3.05016585326603E-16	4.495941469874515E-17
44.0	1.0E-15	0.0	0.5988462262275769	0.09265535055649322	0.0	0.3538742000284062	0.3538742000284062	10.0	10.0	0.5	0.3	0.25	0.1	0.5	0.5	2.7059807529723066E-16	5.508134191905015E-17	2.994231131137885E-16	4.6327675278246617E-17
45.0	1.0E-15	0.0	0.5232661319170285	0.12199899641811986	0.0	0.09900871310892079	0.09900871310892079	10.0	10.0	0.5	0.3	0.25	0.1	0.5	0.5	1.2406835973265268E-16	1.2562264038317301E-16	2.616330659585143E-16	6.099949820905993E-17
46.0	1.0E-15	0.0	0.3392005096259162	0.24610880236688074	0.0	0.0	0.0	10.0	10.0	0.5	0.3	0.25	0.1	0.5	0.5	0.0	2.5E-16	1.696002548129581E-16	1.2305440118344037E-16
47.0	1.0E-15	0.0	0.20573412537757466	0.3460082399530573	0.14027411457548264	0.0	0.0	10.0	10.0	0.5	0.3	0.25	0.1	0.5	0.5	0.0	2.5E-16	1.0286706268878734E-16	1.7300411997652865E-16
48.0	1.0E-15	0.0	0.12478286711780824	0.4066001651602054	0.2818172980423972	0.0	0.0	10.0	10.0	0.5	0.3	0.25	0.1	0.5	0.5	0.0	2.5E-16	6.239143355890413E-17	2.0330008258010272E-16
49.0	1.0E-15	0.0	0.07568387984011421	0.44335070157966666	0.36766682173955245	0.0	0.0	10.0	10.0	0.5	0.3	0.25	0.1	0.5	0.5	0.0	2.5E-16	3.7841939920057105E-17	2.2167535078983336E-16
50.0	1.0E-15	0.0	0.04590412895842387	0.46564081141737496	0.41973668245895107	0.0	0.0	10.0	10.0	0.5	0.3	0.25	0.1	0.5	0.5	0.0	2.5E-16	2.2952064479211937E-17	2.3282040570868747E-16
51.0	1.0E-15	0.0	0.027841978267729873	0.4791603107711571	0.45131833250342723	0.0	0.0	10.0	10.0	0.5	0.3	0.25	0.1	0.5	0.5	0.0	2.5E-16	1.3920989133864937E-17	2.3958015538557856E-16
52.0	1.0E-15	0.0	0.016886841057374886	0.4873602185768372	0.47047337751946233	0.0	0.0	10.0	10.0	0.5	0.3	0.25	0.1	0.5	0.5	0.0	2.5E-16	8.443420528687444E-18	2.436801092884186E-16
53.0	1.0E-15	0.0	0.01024228197190999	0.49233366353366576	0.48209138156175574	0.0	0.0	10.0	10.0	0.5	0.3	0.25	0.1	0.5	0.5	0.0	2.5E-16	5.121140985954996E-18	2.461668317668329E-16
54.0	1.0E-15	0.0	0.00621219416015843	0.4953501797005212	0.48913798554036275	0.0	0.0	10.0	10.0	0.5	0.3	0.25	0.1	0.5	0.5	0.0	2.5E-16	3.1060970800792152E-18	2.476750898502606E-16
55.0	1.0E-15	0.0	0.003767847214484158	0.497179770623461	0.4934119234089769	0.0	0.0	10.0	10.0	0.5	0.3	0.25	0.1	0.5	0.5	0.0	2.5E-16	1.883923607242079E-18	2.4858988531173055E-16
56.0	1.0E-15	0.0	0.002285300148645319	0.49828945542466724	0.49600415527602193	0.0	0.0	10.0	10.0	0.5	0.3	0.25	0.1	0.5	0.5	0.0	2.5E-16	1.1426500743226595E-18	2.4914472771233363E-16
57.0	1.0E-15	0.0	0.05001945696134319	0.44854903301149707	0.3985295760501539	0.14027411457548264	0.14027411457548264	10.0	10.0	0.5	0.3	0.25	0.1	0.5	0.5	1.5930315902257456E-16	1.0404782905628478E-16	2.5009728480671595E-17	2.2427451650574853E-16
58.0	1.0E-15	0.0	0.19398069025615577	0.33522367526050795	0.14124298500435217	0.2818172980423972	0.2818172980423972	10.0	10.0	0.5	0.3	0.25	0.1	0.5	0.5	2.421871083848912E-16	6.547634203106218E-17	9.699034512807789E-17	1.67611837630254E-16
59.0	1.0E-15	0.0	0.32293585796995733	0.24942025247854138	0.0	0.36766682173955245	0.36766682173955245	10.0	10.0	0.5	0.3	0.25	0.1	0.5	0.5	2.753370466886657E-16	5.345686039263806E-17	1.6146792898497868E-16	1.247101262392707E-16
60.0	1.0E-15	0.0	0.4196086978595327	0.19099919172774857	0.0	0.41973668245895107	0.41973668245895107	10.0	10.0	0.5	0.3	0.25	0.1	0.5	0.5	2.915904473737102E-16	4.810128059793914E-17	2.0980434892976637E-16	9.549959586387429E-17
61.0	1.0E-15	0.0	0.4877361459372832	0.15250909467500046	0.0	0.45131833250342723	0.45131833250342723	10.0	10.0	0.5	0.3	0.25	0.1	0.5	0.5	3.003509384628043E-16	4.534585288771364E-17	2.438680729686416E-16	7.625454733750024E-17
62.0	1.0E-15	0.0	0.5343047440366152	0.1275337283852196	0.0	0.47047337751946233	0.47047337751946233	10.0	10.0	0.5	0.3	0.25	0.1	0.5	0.5	3.053144931718151E-16	4.382325448508261E-17	2.671523720183076E-16	6.37668641926098E-17
63.0	1.0E-15	0.0	0.5655656586152789	0.11146683930633432	0.0	0.48209138156175574	0.48209138156175574	10.0	10.0	0.5	0.3	0.25	0.1	0.5	0.5	3.082065554788937E-16	4.2948582974935664E-17	2.8278282930763943E-16	5.573341965316717E-17
64.0	1.0E-15	0.0	0.5862981732025466	0.10118810619619399	0.0	0.48913798554036275	0.48913798554036275	10.0	10.0	0.5	0.3	0.25	0.1	0.5	0.5	3.0991917415141613E-16	4.2434880475530324E-17	2.9314908660127336E-16	5.0594053098097E-17
65.0	1.0E-15	0.0	0.5999275471567682	0.094638215088848	0.0	0.4934119234089769	0.4934119234089769	10.0	10.0	0.5	0.3	0.25	0.1	0.5	0.5	3.1094309831454337E-16	4.2129251222965594E-17	2.999637735783841E-16	4.7319107544424004E-17
66.0	1.0E-15	0.0	0.6088285093603908	0.09047643978155227	0.0	0.49600415527602193	0.49600415527602193	10.0	10.0	0.5	0.3	0.25	0.1	0.5	0.5	3.1155877264486627E-16	4.194601627973883E-17	3.044142546801954E-16	4.523821989077614E-17
67.0	1.0E-15	0.0	0.6037199787063543	0.09118090294043141	0.0	0.3985295760501539	0.3985295760501539	10.0	10.0	0.5	0.3	0.25	0.1	0.5	0.5	2.8526320839816507E-16	5.0147476099762855E-17	3.018599893531772E-16	4.559045147021571E-17
68.0	1.0E-15	0.0	0.5448976386391308	0.11246375058308063	0.0	0.14124298500435217	0.14124298500435217	10.0	10.0	0.5	0.3	0.25	0.1	0.5	0.5	1.6005125271618657E-16	1.03629956326187E-16	2.724488193195654E-16	5.623187529154032E-17
69.0	1.0E-15	0.0	0.3711180547579897	0.22222837090862116	0.0	0.0	0.0	10.0	10.0	0.5	0.3	0.25	0.1	0.5	0.5	0.0	2.5E-16	1.8555902737899486E-16	1.111141854543106E-16
70.0	1.0E-15	0.0	0.22509306677710153	0.331524047256006	0.10643098047890445	0.0	0.0	10.0	10.0	0.5	0.3	0.25	0.1	0.5	0.5	0.0	2.5E-16	1.1254653338855077E-16	1.65762023628003E-16
71.0	1.0E-15	0.0	0.13652456804751165	0.39781512596501417	0.26129055791750255	0.0	0.0	10.0	10.0	0.5	0.3	0.25	0.1	0.5	0.5	0.0	2.5E-16	6.826228402375583E-17	1.989075629825071E-16
72.0	1.0E-15	0.0	0.08280551441747556	0.43802235611390267	0.3552168416964271	0.0	0.0	10.0	10.0	0.5	0.3	0.25	0.1	0.5	0.5	0.0	2.5E-16	4.140275720873779E-17	2.1901117805695135E-16
73.0	1.0E-15	0.0	0.05022357578556397	0.4624090386175153	0.41218546283195134	0.0	0.0	10.0	10.0	0.5	0.3	0.25	0.1	0.5	0.5	0.0	2.5E-16	2.5111787892781984E-17	2.312045193087577E-16
74.0	1.0E-15	0.0	0.030461828756732628	0.4772001612684189	0.44673833251168626	0.0	0.0	10.0	10.0	0.5	0.3	0.25	0.1	0.5	0.5	0.0	2.5E-16	1.5230914378366315E-17	2.3860008063420947E-16
75.0	1.0E-15	0.0	0.0184758445764563	0.48617133987138395	0.46769549529492765	0.0	0.0	10.0	10.0	0.5	0.3	0.25	0.1	0.5	0.5	0.0	2.5E-16	9.237922288228151E-18	2.4308566993569197E-16
76.0	1.0E-15	0.0	0.011206051525318757	0.49161257947986514	0.48040652795454636	0.0	0.0	10.0	10.0	0.5	0.3	0.25	0.1	0.5	0.5	0.0	2.5E-16	5.603025762659379E-18	2.458062897399326E-16
77.0	1.0E-15	0.0	0.006796743995753321	0.4949128245634707	0.4881160805677174	0.0	0.0	10.0	10.0	0.5	0.3	0.25	0.1	0.5	0.5	0.0	2.5E-16	3.398371997876661E-18	2.4745641228173534E-16
78.0	1.0E-15	0.0	0.004122391003783658	0.4969145040232028	0.49279211301941916	0.0	0.0	10.0	10.0	0.5	0.3	0.25	0.1	0.5	0.5	0.0	2.5E-16	2.061195501891829E-18	2.484572520116014E-16
79.0	1.0E-15	0.0	0.0025003404720755564	0.49812856411239714	0.4956282236403216	0.0	0.0	10.0	10.0	0.5	0.3	0.25	0.1	0.5	0.5	0.0	2.5E-16	1.2501702360377783E-18	2.490642820561986E-16
80.0	1.0E-15	0.0	0.02947383980589846	0.46806832371697993	0.43859448391108147	0.10643098047890445	0.10643098047890445	10.0	10.0	0.5	0.3	0.25	0.1	0.5	0.5	1.309336462903185E-16	1.211058531137229E-16	1.4736919902949232E-17	2.3403416185849E-16
81.0	1.0E-15	0.0	0.16852109877917182	0.35338963863364414	0.18486853985447232	0.26129055791750255	0.26129055791750255	10.0	10.0	0.5	0.3	0.25	0.1	0.5	0.5	2.327587327381219E-16	6.919638349837122E-17	8.426054938958591E-17	1.766948193168221E-16
82.0	1.0E-15	0.0	0.30244917157053725	0.26229289031035846	0.0	0.3552168416964271	0.3552168416964271	10.0	10.0	0.5	0.3	0.25	0.1	0.5	0.5	2.7106815567860894E-16	5.491888197025867E-17	1.5122458578526864E-16	1.3114644515517924E-16
83.0	1.0E-15	0.0	0.40473990729846676	0.19961681149626181	0.0	0.41218546283195134	0.41218546283195134	10.0	10.0	0.5	0.3	0.25	0.1	0.5	0.5	2.8938070512765545E-16	4.8810444290572407E-17	2.023699536492334E-16	9.980840574813091E-17
84.0	1.0E-15	0.0	0.4774089923011356	0.1581489191145398	0.0	0.44673833251168626	0.44673833251168626	10.0	10.0	0.5	0.3	0.25	0.1	0.5	0.5	2.9912642291246977E-16	4.5725712856370177E-17	2.387044961505678E-16	7.90744595572699E-17
85.0	1.0E-15	0.0	0.5273018604625568	0.13118160009232194	0.0	0.46769549529492765	0.46769549529492765	10.0	10.0	0.5	0.3	0.25	0.1	0.5	0.5	3.04610029732721E-16	4.403769310695705E-17	2.636509302312784E-16	6.559080004616097E-17
86.0	1.0E-15	0.0	0.560888270748296	0.11380954660016401	0.0	0.48040652795454636	0.48040652795454636	10.0	10.0	0.5	0.3	0.25	0.1	0.5	0.5	3.0779248426694796E-16	4.307325778726913E-17	2.8044413537414797E-16	5.690477330008201E-17
87.0	1.0E-15	0.0	0.5832068272092236	0.10268537494073536	0.0	0.4881160805677174	0.4881160805677174	10.0	10.0	0.5	0.3	0.25	0.1	0.5	0.5	3.096727072337518E-16	4.250861492490926E-17	2.916034136046118E-16	5.134268747036768E-17
88.0	1.0E-15	0.0	0.5979005236195343	0.0955917498464406	0.0	0.49279211301941916	0.49279211301941916	10.0	10.0	0.5	0.3	0.25	0.1	0.5	0.5	3.1079529231350244E-16	4.217330064103102E-17	2.989502618097672E-16	4.77958749232203E-17
89.0	1.0E-15	0.0	0.6075072337238117	0.09108212214203873	0.0	0.4956282236403216	0.4956282236403216	10.0	10.0	0.5	0.3	0.25	0.1	0.5	0.5	3.1146973480441763E-16	4.197249057005163E-17	3.0375361686190584E-16	4.554106107101937E-17
90.0	1.0E-15	0.0	0.6075363392640638	0.09010349010486363	0.0	0.43859448391108147	0.43859448391108147	10.0	10.0	0.5	0.3	0.25	0.1	0.5	0.5	2.969115620716465E-16	4.6417111104552914E-17	3.037681696320319E-16	4.505174505243182E-17
91.0	1.0E-15	0.0	0.562768931912412	0.10533010505270579	0.0	0.18486853985447232	0.18486853985447232	10.0	10.0	0.5	0.3	0.25	0.1	0.5	0.5	1.906377962879985E-16	8.775977864305928E-17	2.81384465956206E-16	5.26650525263529E-17
92.0	1.0E-15	0.0	0.4055001781697425	0.19687326884094844	0.0	0.0	0.0	10.0	10.0	0.5	0.3	0.25	0.1	0.5	0.5	0.0	2.5E-16	2.0275008908487126E-16	9.843663442047422E-17
93.0	1.0E-15	0.0	0.245946870015986	0.31614540569810046	0.07019853568211445	0.0	0.0	10.0	10.0	0.5	0.3	0.25	0.1	0.5	0.5	0.0	2.5E-16	1.22973435007993E-16	1.5807270284905025E-16
94.0	1.0E-15	0.0	0.14917294835047698	0.3884875749871812	0.2393146266367042	0.0	0.0	10.0	10.0	0.5	0.3	0.25	0.1	0.5	0.5	0.0	2.5E-16	7.458647417523849E-17	1.942437874935906E-16
95.0	1.0E-15	0.0	0.09047707392130921	0.4323649627322192	0.34188788881091	0.0	0.0	10.0	10.0	0.5	0.3	0.25	0.1	0.5	0.5	0.0	2.5E-16	4.523853696065461E-17	2.1618248136610962E-16
96.0	1.0E-15	0.0	0.05487656586583267	0.45897768996495736	0.4041011240991247	0.0	0.0	10.0	10.0	0.5	0.3	0.25	0.1	0.5	0.5	0.0	2.5E-16	2.7438282932916338E-17	2.294888449824787E-16
97.0	1.0E-15	0.0	0.03328398145980946	0.475118964076886	0.44183498261707654	0.0	0.0	10.0	10.0	0.5	0.3	0.25	0.1	0.5	0.5	0.0	2.5E-16	1.664199072990473E-17	2.37559482038443E-16
98.0	1.0E-15	0.0	0.02018754935528596	0.4849090427683654	0.46472149341307945	0.0	0.0	10.0	10.0	0.5	0.3	0.25	0.1	0.5	0.5	0.0	2.5E-16	1.009377467764298E-17	2.4245452138418273E-16
99.0	1.0E-15	0.0	0.012244242400108761	0.4908469653675213	0.4786027229674126	0.0	0.0	10.0	10.0	0.5	0.3	0.25	0.1	0.5	0.5	0.0	2.5E-16	6.122121200054381E-18	2.454234826837607E-16
100.0	1.0E-15	0.0	0.007426432185689827	0.49444846085448546	0.4870220286687956	0.0	0.0	10.0	10.0	0.5	0.3	0.25	0.1	0.5	0.5	0.0	2.5E-16	3.713216092844914E-18	2.4722423042724276E-16
