time	compartment_0	species_0	species_1	species_2	species_3	species_4	species_5	species_6	species_7	species_8	species_9	species_10	species_11	species_12	species_13	species_14	species_15	species_16	parameter_0	parameter_1	reaction_1	reaction_3	reaction_4	reaction_5	reaction_6	reaction_7	reaction_8	reaction_9	reaction_10	reaction_11	reaction_13	reaction_14	reaction_16	reaction_17	reaction_19	reaction_20	reaction_23
10.0	1.0	0.0	3.246965489311636E-19	0.0	4.679888266981042E-4	9.990009588320925E-6	9.58791960023469E-12	4.0099750974612914E-16	0.004400001285952574	1.4900117373968565E-4	4.3778943313092987E-13	9.877761403165469E-9	0.0	0.0	1.1221248647710536E-10	0.0	0.0	0.0	0.9887349322765703	0.012853554119595413	3.7088585692060213E-20	1.246429548014577E-13	3.708566657674487E-20	1.2853519700164711E-10	-1.246425836996629E-13	0.0	0.0	1.2464291689617504E-13	1.28410898240055E-10	1.2853519805482066E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
11.0	1.0	0.0	3.246966192509689E-19	0.0	4.679886981627812E-4	9.990009588320715E-6	9.587919390007154E-12	4.009980256457225E-16	0.004400001414488113	1.490013022750092E-4	4.377900751789587E-13	9.877761186743439E-9	0.0	0.0	1.1221270246679827E-10	0.0	0.0	0.0	0.9887349106133446	0.01285355383797348	3.7085678391034235E-20	1.2464295206849974E-13	3.708571491385184E-20	1.2853540631694439E-10	-1.246427868833455E-13	0.0	0.0	1.246429146683906E-13	1.2841089542656862E-10	1.2853540668623017E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
12.0	1.0	0.0	3.2469670510123994E-19	0.0	4.6798856962734125E-4	9.99000958832062E-6	9.587919295182127E-12	4.0099825839390787E-16	0.00440000154302365	1.4900143081044939E-4	4.37790333944728E-13	9.87776108909501E-9	0.0	0.0	1.1221279995105228E-10	0.0	0.0	0.0	0.9887349008390192	0.01285355371090725	3.7085648801909386E-20	1.246429508357744E-13	3.7085734791648485E-20	1.2853546207212266E-10	-1.246428410008099E-13	0.0	0.0	1.2464291357146075E-13	1.2841089415713905E-10	1.2853546225756365E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
13.0	1.0	0.0	3.2469679216561686E-19	0.0	4.6798844109187035E-4	9.990009588320556E-6	9.587919231379948E-12	4.009984150244756E-16	0.004400001671559187	1.4900155934592042E-4	4.3779048967539295E-13	9.877761023375662E-9	0.0	0.0	1.1221286557831596E-10	0.0	0.0	0.0	0.988734894260704	0.012853553625389154	3.7085659795499613E-20	1.2464295000634608E-13	3.708574704641107E-20	1.2853547654679464E-10	-1.246428550546085E-13	0.0	0.0	1.2464291277853043E-13	1.2841089330278752E-10	1.2853547668281392E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
14.0	1.0	0.0	3.2469687950857497E-19	0.0	4.6798831255639165E-4	9.9900095883205E-6	9.587919175917417E-12	4.0099855119290094E-16	0.004400001800094723	1.4900168788139923E-4	4.3779061770786623E-13	9.877760966239574E-9	0.0	0.0	1.1221292264169801E-10	0.0	0.0	0.0	0.988734888541549	0.012853553551040137	3.7085669856828814E-20	1.2464294928533317E-13	3.708575725237186E-20	1.285354799243071E-10	-1.2464285833355244E-13	0.0	0.0	1.2464291206732196E-13	1.2841089256001836E-10	1.2853548004704073E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
15.0	1.0	0.0	3.246969669256836E-19	0.0	4.679881840209114E-4	9.990009588320446E-6	9.587919122696759E-12	4.0099868186067216E-16	0.0044000019286302575	1.490018164168796E-4	4.377907382944619E-13	9.877760911410846E-9	0.0	0.0	1.1221297740292857E-10	0.0	0.0	0.0	0.9887348830533542	0.012853553479693606	3.708567947626032E-20	1.2464294859346461E-13	3.708576690757747E-20	1.2853548031864344E-10	-1.2464285871736425E-13	0.0	0.0	1.246429113780822E-13	1.2841089184724492E-10	1.2853548043780558E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
16.0	1.0	0.0	3.246970543627472E-19	0.0	4.679880554854312E-4	9.990009588320393E-6	9.587919070078746E-12	4.009988110497875E-16	0.004400002057165792	1.4900194495235988E-4	4.377908568794759E-13	9.87776085720237E-9	0.0	0.0	1.1221303154530737E-10	0.0	0.0	0.0	0.988734877627245	0.012853553409154185	3.7085688973825146E-20	1.2464294790943045E-13	3.7085776414730857E-20	1.2853547991103153E-10	-1.2464285832031755E-13	0.0	0.0	1.2464291069474776E-13	1.2841089114253473E-10	1.2853548002923363E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
17.0	1.0	0.0	3.246971418052091E-19	0.0	4.679879269499516E-4	9.99000958832034E-6	9.587919017622721E-12	4.009989398414552E-16	0.004400002185701326	1.4900207348783967E-4	4.37790974926463E-13	9.877760803160615E-9	0.0	0.0	1.1221308552134513E-10	0.0	0.0	0.0	0.9887348722178237	0.01285355333883171	3.7085698438578287E-20	1.2464294722750213E-13	3.7085785882087975E-20	1.2853547928783663E-10	-1.2464285771813007E-13	0.0	0.0	1.2464291001300053E-13	1.284108904399919E-10	1.2853547940578072E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
18.0	1.0	0.0	3.2469722924915625E-19	0.0	4.6798779841447256E-4	9.990009588320288E-6	9.58791896521022E-12	4.009990685263296E-16	0.004400002314236859	1.4900220202331875E-4	4.3779109282886186E-13	9.877760749163654E-9	0.0	0.0	1.1221313945268748E-10	0.0	0.0	0.0	0.9887348668128865	0.012853553268567524	3.708570789449372E-20	1.246429465461396E-13	3.70857953387506E-20	1.2853547860668773E-10	-1.2464285705803994E-13	0.0	0.0	1.2464290933167982E-13	1.2841088973803142E-10	1.2853547872456246E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
19.0	1.0	0.0	3.246973166935369E-19	0.0	4.6798766987899424E-4	9.990009588320236E-6	9.5879189128094E-12	4.0099919718254556E-16	0.004400002442772391	1.4900233055879718E-4	4.377912106924377E-13	9.877760695178716E-9	0.0	0.0	1.1221319337203562E-10	0.0	0.0	0.0	0.9887348614091525	0.012853553198318983	3.7085717348054897E-20	1.2464294586492896E-13	3.708580479254196E-20	1.2853547790995905E-10	-1.246428563814062E-13	0.0	0.0	1.2464290865047342E-13	1.2841088903622722E-10	1.2853547802781523E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20.0	1.0	0.0	3.2469740413806813E-19	0.0	4.679875413435166E-4	9.990009588320183E-6	9.5879188604117E-12	4.009993258311075E-16	0.004400002571307923	1.4900245909427488E-4	4.3779132854562286E-13	9.877760641196987E-9	0.0	0.0	1.1221324728818042E-10	0.0	0.0	0.0	0.9887348560057398	0.012853553128074617	3.70857268010121E-20	1.2464294518375886E-13	3.708581424556514E-20	1.2853547720904193E-10	-1.2464285570146373E-13	0.0	0.0	1.2464290796929755E-13	1.2841088833446474E-10	1.2853547732689311E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21.0	1.0	0.0	3.246974915826737E-19	0.0	4.679874128080397E-4	9.99000958832013E-6	9.587918808014816E-12	4.0099945447766187E-16	0.004400002699843454	1.490025876297519E-4	4.377914463960606E-13	9.8777605872161E-9	0.0	0.0	1.1221330120348508E-10	0.0	0.0	0.0	0.9887348506024114	0.012853553057831348	3.7085736253735114E-20	1.2464294450259935E-13	3.7085823698385483E-20	1.285354765069985E-10	-1.246428550198669E-13	0.0	0.0	1.2464290728812946E-13	1.284108876327132E-10	1.2853547662484844E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
22.0	1.0	0.0	3.246975790273336E-19	0.0	4.679872842725635E-4	9.990009588320078E-6	9.587918755618133E-12	4.0099958312372676E-16	0.004400002828378984	1.4900271616522822E-4	4.377915642458056E-13	9.877760533235418E-9	0.0	0.0	1.122133551185849E-10	0.0	0.0	0.0	0.9887348451991036	0.012853552987588345	3.708574570648278E-20	1.2464294382144247E-13	3.708583315115499E-20	1.2853547580465202E-10	-1.2464285433827008E-13	0.0	0.0	1.2464290660696334E-13	1.2841088693096433E-10	1.285354759225017E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
23.0	1.0	0.0	3.2469766647204197E-19	0.0	4.67987155737088E-4	9.990009588320026E-6	9.587918703221482E-12	4.009997117697102E-16	0.004400002956914514	1.490028447007038E-4	4.3779168209541055E-13	9.877760479254769E-9	0.0	0.0	1.1221340903365065E-10	0.0	0.0	0.0	0.988734839795799	0.012853552917345384	3.7085755159156486E-20	1.2464294314028602E-13	3.7085842603914515E-20	1.2853547510222387E-10	-1.2464285365667326E-13	0.0	0.0	1.2464290592579743E-13	1.284108862292159E-10	1.2853547522007345E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
24.0	1.0	0.0	3.246977539167976E-19	0.0	4.679870272016132E-4	9.990009588319973E-6	9.587918650824818E-12	4.009998404157219E-16	0.004400003085450043	1.4900297323617873E-4	4.3779179994502377E-13	9.877760425274109E-9	0.0	0.0	1.1221346294872833E-10	0.0	0.0	0.0	0.9887348343924933	0.012853552847102412	3.7085764611891824E-20	1.246429424591294E-13	3.7085852056675034E-20	1.285354743997735E-10	-1.246428529767308E-13	0.0	0.0	1.246429052446312E-13	1.2841088552746732E-10	1.2853547451762312E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
25.0	1.0	0.0	3.246978413616001E-19	0.0	4.679868986661391E-4	9.99000958831992E-6	9.587918598428135E-12	4.0099996906179127E-16	0.004400003213985572	1.4900310177165294E-4	4.377919177946848E-13	9.877760371293427E-9	0.0	0.0	1.122135168638301E-10	0.0	0.0	0.0	0.9887348289891855	0.01285355277685941	3.7085774064614836E-20	1.246429417779725E-13	3.708586150943951E-20	1.2853547369731674E-10	-1.2464285229678833E-13	0.0	0.0	1.2464290456346489E-13	1.2841088482571846E-10	1.2853547381516645E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
26.0	1.0	0.0	3.246979288064491E-19	0.0	4.679867701306657E-4	9.990009588319868E-6	9.587918546031423E-12	4.0100009770792647E-16	0.0044000033425211	1.4900323030712643E-4	4.377920356444051E-13	9.877760317312715E-9	0.0	0.0	1.1221357077895948E-10	0.0	0.0	0.0	0.9887348235858747	0.01285355270661637	3.708578351732552E-20	1.2464294109681525E-13	3.708587096220874E-20	1.285354729948582E-10	-1.2464285161353715E-13	0.0	0.0	1.2464290388229816E-13	1.2841088412396921E-10	1.2853547311270793E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
27.0	1.0	0.0	3.246980162513448E-19	0.0	4.6798664159519303E-4	9.990009588319816E-6	9.587918493634683E-12	4.010002263541293E-16	0.004400003471056626	1.4900335884259923E-4	4.37792153494187E-13	9.877760263331977E-9	0.0	0.0	1.1221362469411724E-10	0.0	0.0	0.0	0.9887348181825613	0.012853552636373293	3.708579297006086E-20	1.2464294041565764E-13	3.708588041498293E-20	1.285354722923988E-10	-1.2464285093359468E-13	0.0	0.0	1.2464290320113098E-13	1.284108834222196E-10	1.285354724102486E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
28.0	1.0	0.0	3.2469810369628716E-19	0.0	4.6798651305972105E-4	9.990009588319763E-6	9.587918441237916E-12	4.010003550004005E-16	0.004400003599592153	1.4900348737807131E-4	4.3779227134403133E-13	9.87776020935121E-9	0.0	0.0	1.1221367860930363E-10	0.0	0.0	0.0	0.9887348127792447	0.012853552566130178	3.70858024227962E-20	1.2464293973449965E-13	3.7085889867762125E-20	1.2853547158993889E-10	-1.2464285025365222E-13	0.0	0.0	1.246429025199635E-13	1.2841088272046961E-10	1.2853547170778875E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
29.0	1.0	0.0	3.246981911412762E-19	0.0	4.679863845242498E-4	9.99000958831971E-6	9.587918388841123E-12	4.0100048364674025E-16	0.004400003728127679	1.4900361591354273E-4	4.3779238919393837E-13	9.877760155370414E-9	0.0	0.0	1.1221373252451874E-10	0.0	0.0	0.0	0.9887348073759255	0.01285355249588703	3.7085811875531536E-20	1.2464293905334135E-13	3.708589932054635E-20	1.2853547088747855E-10	-1.2464284957040103E-13	0.0	0.0	1.2464290183879566E-13	1.2841088201871928E-10	1.2853547100532857E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30.0	1.0	0.0	3.2469827858631174E-19	0.0	4.6798625598877926E-4	9.990009588319658E-6	9.5879183364443E-12	4.010006122931483E-16	0.004400003856663204	1.4900374444901343E-4	4.377925070439082E-13	9.877760101389588E-9	0.0	0.0	1.1221378643976254E-10	0.0	0.0	0.0	0.9887348019726032	0.01285355242564384	3.7085821328266874E-20	1.2464293837218263E-13	3.70859087733356E-20	1.285354701850179E-10	-1.246428488888042E-13	0.0	0.0	1.2464290115762732E-13	1.284108813169685E-10	1.2853547030286788E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31.0	1.0	0.0	3.2469836603139383E-19	0.0	4.679861274533094E-4	9.990009588319606E-6	9.587918284047447E-12	4.0100074093962507E-16	0.004400003985198728	1.490038729844834E-4	4.3779262489394084E-13	9.877760047408732E-9	0.0	0.0	1.1221384035503508E-10	0.0	0.0	0.0	0.988734796569278	0.012853552355400614	3.7085830781026864E-20	1.2464293769102356E-13	3.708591822612989E-20	1.2853546948255682E-10	-1.2464284820886175E-13	0.0	0.0	1.2464290047645878E-13	1.284108806152174E-10	1.2853546960040684E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32.0	1.0	0.0	3.246984534765227E-19	0.0	4.679859989178402E-4	9.990009588319553E-6	9.587918231650568E-12	4.010008695861704E-16	0.004400004113734251	1.490040015199527E-4	4.377927427440364E-13	9.877759993427849E-9	0.0	0.0	1.122138942703364E-10	0.0	0.0	0.0	0.9887347911659499	0.012853552285157348	3.708584023377453E-20	1.2464293700986413E-13	3.708592767892923E-20	1.2853546878009537E-10	-1.2464284752726492E-13	0.0	0.0	1.2464289979528978E-13	1.284108799134659E-10	1.285354688979455E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
33.0	1.0	0.0	3.246985409216981E-19	0.0	4.679858703823717E-4	9.9900095883195E-6	9.587918179253659E-12	4.010009982327843E-16	0.004400004242269774	1.490041300554213E-4	4.3779286059419463E-13	9.877759939446937E-9	0.0	0.0	1.122139481856664E-10	0.0	0.0	0.0	0.988734785762619	0.012853552214914047	3.7085849686546844E-20	1.2464293632870432E-13	3.70859371317336E-20	1.2853546807763353E-10	-1.2464284684732246E-13	0.0	0.0	1.2464289911412053E-13	1.2841087921171406E-10	1.2853546819548371E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34.0	1.0	0.0	3.246986283669202E-19	0.0	4.67985741846904E-4	9.990009588319448E-6	9.587918126856727E-12	4.010011268794667E-16	0.004400004370805295	1.4900425859088918E-4	4.377929784444155E-13	9.877759885465997E-9	0.0	0.0	1.1221400210102512E-10	0.0	0.0	0.0	0.9887347803592853	0.01285355214467071	3.708585913929451E-20	1.2464293564754418E-13	3.7085946584543E-20	1.2853546737517129E-10	-1.2464284616572563E-13	0.0	0.0	1.2464289843295083E-13	1.2841087850996184E-10	1.2853546749302157E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35.0	1.0	0.0	3.2469871581218886E-19	0.0	4.6798561331143693E-4	9.990009588319395E-6	9.587918074459764E-12	4.0100125552621773E-16	0.004400004499340816	1.4900438712635633E-4	4.377930962946995E-13	9.877759831485029E-9	0.0	0.0	1.122140560164126E-10	0.0	0.0	0.0	0.9887347749559489	0.012853552074427337	3.70858685920545E-20	1.2464293496638367E-13	3.7085956037357456E-20	1.2853546667270873E-10	-1.246428454841288E-13	0.0	0.0	1.2464289775178082E-13	1.2841087780820926E-10	1.2853546679055906E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36.0	1.0	0.0	3.246988032575042E-19	0.0	4.6798548477597064E-4	9.990009588319343E-6	9.587918022062774E-12	4.0100138417303746E-16	0.004400004627876337	1.490045156618228E-4	4.3779321414504624E-13	9.877759777504031E-9	0.0	0.0	1.1221410993182885E-10	0.0	0.0	0.0	0.9887347695526094	0.012853552004183923	3.708587804483914E-20	1.246429342852228E-13	3.708596549017695E-20	1.2853546597024583E-10	-1.2464284480418634E-13	0.0	0.0	1.246428970706105E-13	1.284108771064563E-10	1.2853546608809624E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
37.0	1.0	0.0	3.2469889070286605E-19	0.0	4.67985356240505E-4	9.99000958831929E-6	9.587917969665756E-12	4.010015128199255E-16	0.004400004756411856	1.4900464419728858E-4	4.377933319954557E-13	9.877759723523005E-9	0.0	0.0	1.122141638472738E-10	0.0	0.0	0.0	0.9887347641492671	0.01285355193394047	3.708588749759913E-20	1.2464293360406155E-13	3.708597494300146E-20	1.2853546526778252E-10	-1.2464284412093516E-13	0.0	0.0	1.246428963894397E-13	1.2841087640470294E-10	1.2853546538563299E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
38.0	1.0	0.0	3.2469897814827473E-19	0.0	4.6798522770503996E-4	9.990009588319238E-6	9.587917917268711E-12	4.010016414668822E-16	0.004400004884947374	1.4900477273275362E-4	4.3779344984592804E-13	9.87775966954195E-9	0.0	0.0	1.1221421776274746E-10	0.0	0.0	0.0	0.9887347587459219	0.012853551863696982	3.708589695038377E-20	1.2464293292289997E-13	3.708598439583101E-20	1.2853546456531883E-10	-1.2464284343768397E-13	0.0	0.0	1.2464289570826863E-13	1.2841087570294922E-10	1.2853546468316932E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
39.0	1.0	0.0	3.2469906559372996E-19	0.0	4.679850991695757E-4	9.990009588319185E-6	9.587917864871637E-12	4.010017701139074E-16	0.004400005013482891	1.49004901268218E-4	4.377935676964632E-13	9.877759615560866E-9	0.0	0.0	1.1221427167824989E-10	0.0	0.0	0.0	0.9887347533425738	0.012853551793453459	3.708590640318074E-20	1.24642932241738E-13	3.70859938486656E-20	1.2853546386285477E-10	-1.2464284275939587E-13	0.0	0.0	1.2464289502709706E-13	1.2841087500119514E-10	1.2853546398070536E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
40.0	1.0	0.0	3.2469915303923185E-19	0.0	4.679849706341121E-4	9.990009588319133E-6	9.587917812474536E-12	4.010018987610013E-16	0.0044000051420184086	1.4900502980368167E-4	4.3779368554706116E-13	9.877759561579754E-9	0.0	0.0	1.1221432559378104E-10	0.0	0.0	0.0	0.9887347479392229	0.012853551723209896	3.708591585599003E-20	1.2464293156057569E-13	3.708600330150524E-20	1.2853546316039035E-10	-1.2464284207779905E-13	0.0	0.0	1.2464289434592534E-13	1.2841087429944067E-10	1.2853546327824094E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
41.0	1.0	0.0	3.246992404847803E-19	0.0	4.6798484209864923E-4	9.99000958831908E-6	9.587917760077407E-12	4.0100202740816366E-16	0.004400005270553925	1.4900515833914465E-4	4.3779380339772193E-13	9.877759507598612E-9	0.0	0.0	1.1221437950934095E-10	0.0	0.0	0.0	0.988734742535869	0.012853551652966297	3.7085925308774675E-20	1.24642930879413E-13	3.7086012754349905E-20	1.2853546245792551E-10	-1.2464284139620222E-13	0.0	0.0	1.2464289366475296E-13	1.2841087359768585E-10	1.2853546257577624E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
42.0	1.0	0.0	3.2469932793037535E-19	0.0	4.679847135631871E-4	9.990009588319028E-6	9.587917707680248E-12	4.010021560553948E-16	0.0044000053990894405	1.4900528687460693E-4	4.377939212484456E-13	9.877759453617442E-9	0.0	0.0	1.1221443342492962E-10	0.0	0.0	0.0	0.9887347371325121	0.012853551582722658	3.708593476158397E-20	1.2464293019824996E-13	3.7086022207199625E-20	1.285354617554604E-10	-1.2464284071625976E-13	0.0	0.0	1.2464289298358047E-13	1.2841087289593063E-10	1.2853546187331117E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
43.0	1.0	0.0	3.2469941537601687E-19	0.0	4.6798458502772566E-4	9.990009588318975E-6	9.587917655283061E-12	4.010022847026943E-16	0.004400005527624955	1.490054154100685E-4	4.37794039099232E-13	9.877759399636243E-9	0.0	0.0	1.1221448734054698E-10	0.0	0.0	0.0	0.9887347317291525	0.01285355151247898	3.708594421436861E-20	1.2464292951708652E-13	3.708603166005437E-20	1.2853546105299486E-10	-1.2464284003466293E-13	0.0	0.0	1.2464289230240754E-13	1.2841087219417502E-10	1.2853546117084572E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
44.0	1.0	0.0	3.246995028217052E-19	0.0	4.679844564922649E-4	9.990009588318923E-6	9.587917602885847E-12	4.0100241335006213E-16	0.00440000565616047	1.4900554394552937E-4	4.377941569500809E-13	9.877759345655013E-9	0.0	0.0	1.1221454125619299E-10	0.0	0.0	0.0	0.9887347263257898	0.012853551442235269	3.708595366719023E-20	1.2464292883592272E-13	3.708604111291413E-20	1.2853546035052882E-10	-1.2464283935472047E-13	0.0	0.0	1.2464289162123425E-13	1.2841087149241906E-10	1.2853546046837974E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
45.0	1.0	0.0	3.2469959026744016E-19	0.0	4.679843279568049E-4	9.99000958831887E-6	9.587917550488606E-12	4.0100254199749875E-16	0.004400005784695984	1.4900567248098953E-4	4.3779427480099293E-13	9.877759291673756E-9	0.0	0.0	1.1221459517186783E-10	0.0	0.0	0.0	0.9887347209224244	0.012853551371991519	3.708596312001185E-20	1.246429281547586E-13	3.708605056577894E-20	1.2853545964806259E-10	-1.2464283866981492E-13	0.0	0.0	1.2464289094006046E-13	1.284108707906627E-10	1.2853545976591351E-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
