time	compartment	Glucose	Lysine	Schiff	Amadori	Glyoxal	CML	Fraction_Amadori	Fraction_CML	v1a	v1b	v2a	v2b	v3	v4	v5	v5b	v6	v7a	v7b	v7c
46.0	1.0	0.24985380973056945	0.0032936463529635498	1.804463296250682E-5	1.9349972125288658E-5	3.532236154211458E-5	3.2035962365929697E-6	0.005691168272143723	9.422341872332264E-4	8.517326423148985E-6	6.4960678665024545E-6	4.466046658220438E-7	1.741497491275979E-8	7.918332417129807E-7	1.6640976027748247E-9	2.2104479781536667E-9	6.004801462159478E-8	6.904239396079924E-8	7.67137710675547E-8	7.67137710675547E-9	1.5342754213510943E-6
47.0	1.0	0.24985099714203568	0.003291700076493879	1.803323608237752E-5	1.9777145264988583E-5	3.605895777183776E-5	3.276553076119482E-6	0.005816807430878995	9.636920812116125E-4	8.512197555286687E-6	6.4919649896559065E-6	4.4632259303884363E-7	1.7799430738489726E-8	7.918300327994019E-7	1.7008344927890183E-9	2.25521020706111E-9	6.130022821212419E-8	6.902669235510945E-8	7.66963248390105E-8	7.669632483901049E-9	1.53392649678021E-6
48.0	1.0	0.24984818558231256	0.0032897547634856156	1.80218443716035E-5	2.0203615549782613E-5	3.679425324618967E-5	3.3495756154747584E-6	0.005942239867583122	9.851692986690467E-4	8.507071327210187E-6	6.487863973777259E-6	4.4604064819718663E-7	1.8183253994804353E-8	7.918268250364984E-7	1.7375109372813048E-9	2.2998373278254225E-9	6.255023051852244E-8	6.901099152341791E-8	7.667887947046434E-8	7.667887947046434E-9	1.5335775894092869E-6
49.0	1.0	0.24984537505062102	0.0032878104132966555	1.801045782997484E-5	2.062938380022227E-5	3.75282503106393E-5	3.4226636600798597E-6	0.0060674658235947854	0.0010066657823764294	8.501947737086306E-6	6.483764818790942E-6	4.457588312918773E-7	1.8566445420200044E-8	7.918236184234065E-7	1.7741270068191153E-9	2.344329671118343E-9	6.37980255280868E-8	6.89952914674989E-8	7.666143496388765E-8	7.666143496388766E-9	1.5332286992777531E-6
50.0	1.0	0.24984256554618356	0.0032858670252861534	1.7999076456409094E-5	2.1054450836033624E-5	3.8260951306341044E-5	3.495817015758393E-6	0.00619248554000989	0.0010281814752230568	8.496826783085374E-6	6.479667524307273E-6	4.454771422961251E-7	1.894900575243026E-8	7.918204129592639E-7	1.8106827718988917E-9	2.3886875668181187E-9	6.504361722077977E-8	6.897959218792546E-8	7.664399131991716E-8	7.664399131991716E-9	1.5328798263983433E-6
51.0	1.0	0.24983975706822412	0.0032839245988142652	1.7987700249254356E-5	2.1478817476100555E-5	3.899235857014272E-5	3.5690354887344615E-6	0.0063172992576766345	0.0010497163202160182	8.491708463380557E-6	6.475572089731568E-6	4.4519558116904533E-7	1.93309357284905E-8	7.9181720864321E-7	1.847178302944648E-9	2.4329113440112802E-9	6.628700956924263E-8	6.896389368448528E-8	7.662654853831696E-8	7.662654853831696E-9	1.5325309707663393E-6
52.0	1.0	0.24983694961596767	0.003281983133241975	1.797632920648736E-5	2.1902484538454103E-5	3.9722474434593605E-5	3.6423188856310184E-6	0.006441907217192384	0.0010712702604797114	8.486592776147392E-6	6.471478514335449E-6	4.4491414786056217E-7	1.9712236084608692E-8	7.918140054743855E-7	1.883613670307053E-9	2.4770013309944634E-9	6.752820653880912E-8	6.894819595645257E-8	7.660910661828062E-8	7.660910661828063E-9	1.5321821323656126E-6
53.0	1.0	0.2498341431886403	0.003280042627930988	1.7964963325842818E-5	2.2325452840265862E-5	4.0451301227952415E-5	3.7156670134685002E-6	0.006566309658901724	0.0010928432392554412	8.481479719563519E-6	6.467386797303414E-6	4.4463284231460976E-7	2.0092907556239277E-8	7.918108034519322E-7	1.919988944262864E-9	2.5209578552762597E-9	6.876721208751911E-8	6.893249900276581E-8	7.659166555862866E-8	7.659166555862866E-9	1.5318333111725733E-6
54.0	1.0	0.24983133778546904	0.0032781030822436556	1.7953602604898058E-5	2.2747723197843964E-5	4.1178841274195385E-5	3.78907967966363E-6	0.006690506822895284	0.0011144351999010677	8.47636929180848E-6	6.463296937763301E-6	4.4435166447122696E-7	2.0472950878059567E-8	7.918076025749929E-7	1.956304195014581E-9	2.564781243579081E-9	7.000403016613214E-8	6.891680282214385E-8	7.65742253579376E-8	7.65742253579376E-9	1.5314845071587523E-6
55.0	1.0	0.24982853340568187	0.0032761644955429286	1.7942247041128245E-5	2.3169296426630767E-5	4.1905096893024304E-5	3.86255669202834E-6	0.00681449894900905	0.0011360460858906884	8.471261491063593E-6	6.459208934806168E-6	4.440706142679241E-7	2.085236678396769E-8	7.918044028427116E-7	1.992559492690246E-9	2.6084718218410377E-9	7.123866471814131E-8	6.890110741316198E-8	7.65567860146244E-8	7.655678601462441E-9	1.5311357202924883E-6
56.0	1.0	0.24982573004850764	0.0032742268671923282	1.7930896631942456E-5	2.359017334120166E-5	4.263007039987453E-5	3.936097858768775E-6	0.006938286276824018	0.0011576758408143456	8.466156315511882E-6	6.455122787499284E-6	4.4378969164057584E-7	2.1231156007081493E-8	7.918012042542329E-7	2.0287549073433426E-9	2.6520299152178224E-9	7.24711196797867E-8	6.888541277430141E-8	7.653934752700156E-8	7.653934752700156E-9	1.5307869505400313E-6
57.0	1.0	0.24982292771317613	0.0032722901965559228	1.791955137470735E-5	2.40103547552646E-5	4.335376410592303E-5	4.009702988484335E-6	0.007061869045666059	0.0011793244083777457	8.461053763338007E-6	6.451038494894646E-6	4.43508896524007E-7	2.1609319279738137E-8	7.917980068087031E-7	2.0648905089527557E-9	2.6954558480845897E-9	7.370139898006914E-8	6.886971890398191E-8	7.652190989331322E-8	7.652190989331322E-9	1.5304381978662646E-6
58.0	1.0	0.24982012639891796	0.0032703544829983176	1.7908211266762496E-5	2.4429841481660098E-5	4.407618031809633E-5	4.083371890166774E-6	0.007185247494605911	0.0012009917324019923	8.455953832728244E-6	6.446956056034498E-6	4.432282288523718E-7	2.1986857333494088E-8	7.917948105052688E-7	2.1009663674227685E-9	2.738749944037842E-9	7.492950654076376E-8	6.885402580058285E-8	7.650447311175871E-8	7.650447311175871E-9	1.5300894622351743E-6
59.0	1.0	0.24981732610496454	0.003268419725884643	1.789687630543049E-5	2.4848634332361594E-5	4.479732133907858E-5	4.157104373199295E-6	0.007308421862459293	0.0012226777568233222	8.450856521870455E-6	6.442875469954977E-6	4.429476885594047E-7	2.2363770899125434E-8	7.917916153430776E-7	2.136982552583097E-9	2.7819125258973122E-9	7.615544627643358E-8	6.883833346245717E-8	7.648703718050795E-8	7.648703718050796E-9	1.5297407436101592E-6
