time	compartment	Hsp90	HCom	HSF1	MisP	MCom	TriH	DiH	NatP	AggP	HSE	HSETriH	X	ROS	ATP	ADP	source	k1	k2	k3	k4	k5	k6	k7	k8	k9	k10	k11	k12	k13	k14	k15	k16	k17	k18	k19	k20	k21	proteinSynthesis	misfolding	Hsp90MisPBinding	unsuccessulRefolding	refolding	proteinDegradation	proteinAggregation1	proteinAggregation2	Hsp90HSF1Binding	Hsp90HSF1Release	dimerisation	trimerisation	deTrimerisation	deDimerisation	HSETriHBinding	HSETriHRelease	Hsp90Transcription	Hsp90Degradation	countTime	ATPformation	ATPconsumption	radicalFormation	radicalScavenging
10.0	1.0	203027.02255297484	5999.999934755538	5.910538693061254E-5	0.0011631792748171676	96658.29998894173	-5.107804899195574E-9	-5.440121788315696E-7	5903441.698785026	-4.853192614141319E-10	1.0000000009490515	-9.490510770997631E-10	9.999999999999996	100.0	10640.203616288325	359.7963837116833	0.0	10.0	2.0E-5	50.0	1.0E-5	4.0E-6	6.0E-7	1.0E-7	500.0	1.0	0.01	100.0	0.5	0.5	0.05	0.08	1000.0	8.02E-9	12.0	0.02	0.1	0.001	10.0	11806.883397570053	11807.8412430729	0.9665829998894173	4113.855972346478	7.425878595780754E-6	-5.809131443959017E-11	-5.645133065464932E-20	5999.995362681889	5999.999934755538	-2.955094674192416E-7	-3.215405032480551E-9	-2.553902449597787E-9	-2.720060894157848E-7	-2.5539024520215724E-10	-7.592408616798105E-11	-9.490510770997632E-7	17.32519585377076	1.0	4317.556604540199	212.8040723257665	0.1	0.1
11.0	1.0	195480.67593208016	5999.999932521451	6.138709544556465E-5	0.0012065517910631156	104187.66636426302	-5.594653861100114E-9	-5.668162156051068E-7	5895922.332358779	-5.444866488182315E-10	1.0000000011333359	-1.1333352750898906E-9	10.999999999999996	100.0	10614.392187651596	385.60781234841227	0.0	10.0	2.0E-5	50.0	1.0E-5	4.0E-6	6.0E-7	1.0E-7	500.0	1.0	0.01	100.0	0.5	0.5	0.05	0.08	1000.0	8.02E-9	12.0	0.02	0.1	0.001	10.0	11791.84466471756	11792.877983203989	1.0418766636426302	4423.555007625937	7.684088343034424E-6	-6.02548011919299E-11	-6.569513413415907E-20	5999.995455603049	5999.999932521451	-3.06916635350387E-7	-3.479520112744444E-9	-2.797326930550057E-9	-2.834081078025534E-7	-2.7973269337203683E-10	-9.066682200719125E-11	-1.1333352750898907E-6	16.640766646791608	1.0	4627.293748180948	212.28784375303192	0.1	0.1
12.0	1.0	188252.12311388037	5999.999930212276	6.374425370812599E-5	0.0012513586150487337	111399.9072504753	-6.0968129119876295E-9	-5.897643112762167E-7	5888720.091419945	-6.058530454714821E-10	1.0000000013271866	-1.3271862130953052E-9	11.999999999999996	100.0	10589.78586796921	410.21413203079766	0.0	10.0	2.0E-5	50.0	1.0E-5	4.0E-6	6.0E-7	1.0E-7	500.0	1.0	0.01	100.0	0.5	0.5	0.05	0.08	1000.0	8.02E-9	12.0	0.02	0.1	0.001	10.0	11777.44018283989	11778.545802988454	1.113999072504753	4718.8046539766565	7.950971866442761E-6	-6.248963583326385E-11	-7.581394279042513E-20	5999.99554843228	5999.999930212276	-3.1870095189122596E-7	-3.759408588598934E-9	-3.0484064559938148E-9	-2.9488215563810834E-7	-3.048406460039619E-10	-1.0617489704762442E-10	-1.3271862130953052E-6	15.988268377191893	1.0	4922.569584369572	211.7957173593842	0.1	0.1
13.0	1.0	181326.66224224283	5999.999927826519	6.617885717436538E-5	0.0012976376846214727	118309.69345243441	-6.621531809456096E-9	-6.130950951941125E-7	5881820.305163623	-6.694907345282844E-10	1.0000000015307873	-1.530787016435356E-9	12.999999999999996	100.0	10566.318954717659	433.68104528235034	0.0	10.0	2.0E-5	50.0	1.0E-5	4.0E-6	6.0E-7	1.0E-7	500.0	1.0	0.01	100.0	0.5	0.5	0.05	0.08	1000.0	8.02E-9	12.0	0.02	0.1	0.001	10.0	11763.640610327246	11764.81550760819	1.1830969345243443	5000.391825813173	8.226752198023082E-6	-6.479769105304614E-11	-8.68756406628812E-20	5999.995641216891	5999.999927826519	-3.308723876661424E-7	-4.057393273915512E-9	-3.310765904728048E-9	-3.0654754759705626E-7	-3.3107659097961265E-10	-1.224629613148285E-10	-1.530787016435356E-6	15.365961892932097	1.0	5204.172543388204	211.32637909435317	0.1	0.1
14.0	1.0	174690.3820080475	5999.999925362497	6.86929144584625E-5	0.0013454271880340032	124930.90690834784	-7.174656425892479E-9	-6.369620035932147E-7	5875209.091651552	-7.354738776296704E-10	1.0000000017446193	-1.7446190421626796E-9	13.999999999999996	100.0	10543.930128688486	456.0698713115228	0.0	10.0	2.0E-5	50.0	1.0E-5	4.0E-6	6.0E-7	1.0E-7	500.0	1.0	0.01	100.0	0.5	0.5	0.05	0.08	1000.0	8.02E-9	12.0	0.02	0.1	0.001	10.0	11750.418183303105	11751.65947208366	1.2493090690834785	5269.051013421221	8.511654158321013E-6	-6.71808506857851E-11	-9.89526551051752E-20	5999.995733997473	5999.999925362497	-3.4344097870982855E-7	-4.375477642611958E-9	-3.5873282129462394E-9	-3.1848100179660734E-7	-3.5873282192047615E-10	-1.3956952337301436E-10	-1.7446190421626797E-6	14.772223920014959	1.0	5472.838455738273	210.8786025737697	0.1	0.1
15.0	1.0	168330.10978050297	5999.99992281841	7.128844429120185E-5	0.0013947655061337578	131276.69244744955	-7.761058090677616E-9	-6.614665852992412E-7	5868873.306054455	-8.038785245955134E-10	1.0000000019693827	-1.9693823267008777E-9	14.999999999999996	100.0	10522.562093254312	477.43790674569425	0.0	10.0	2.0E-5	50.0	1.0E-5	4.0E-6	6.0E-7	1.0E-7	500.0	1.0	0.01	100.0	0.5	0.5	0.05	0.08	1000.0	8.02E-9	12.0	0.02	0.1	0.001	10.0	11737.746612108911	11739.051538277712	1.3127669244744955	5525.468590701349	8.805903986293046E-6	-6.964100676583286E-11	-1.1212220372275197E-19	5999.995826809639	5999.99992281841	-3.56416811244562E-7	-4.715492381659647E-9	-3.880529045338808E-9	-3.307332926496206E-7	-3.880529052981055E-10	-1.5755058613607023E-10	-1.9693823267008776E-6	14.205537539283853	1.0	5729.2548809483305	210.45124186508625	0.1	0.1
16.0	1.0	162233.3639374308	5999.999920192387	7.396747221483792E-5	0.0014456911495403667	137359.50535770692	-8.384966342332155E-9	-6.866787420288545E-7	5862800.493084313	-8.747826200471826E-10	1.000000002205941	-2.2059404155808957E-9	15.999999999999996	100.0	10502.16124930653	497.838750693477	0.0	10.0	2.0E-5	50.0	1.0E-5	4.0E-6	6.0E-7	1.0E-7	500.0	1.0	0.01	100.0	0.5	0.5	0.05	0.08	1000.0	8.02E-9	12.0	0.02	0.1	0.001	10.0	11725.600986168629	11726.96692022525	1.3735950535770693	5770.286697566488	9.10972894150095E-6	-7.218005633202537E-11	-1.264665491573945E-19	5999.9959196808	5999.999920192387	-3.698100051394603E-7	-5.079189077153915E-9	-4.1924831711660776E-9	-3.4333937101442724E-7	-4.1924831804144485E-10	-1.7647523324647165E-10	-2.2059404155808957E-6	13.6644836036684	1.0	5974.065008321724	210.04322498613058	0.1	0.1
17.0	1.0	156388.3099853217	5999.999917482516	7.673202700635489E-5	0.001498242690659019	143191.15517194505	-9.050215289900652E-9	-7.126490415528806E-7	5856978.843208262	-9.482660067069928E-10	1.0000000024552838	-2.4552832577149262E-9	16.999999999999996	100.0	10482.677401765799	517.3225982342075	0.0	10.0	2.0E-5	50.0	1.0E-5	4.0E-6	6.0E-7	1.0E-7	500.0	1.0	0.01	100.0	0.5	0.5	0.05	0.08	1000.0	8.02E-9	12.0	0.02	0.1	0.001	10.0	11713.957686416525	11715.382117001256	1.4319115517194507	6004.106745814754	9.423356877439251E-6	-7.479989797494529E-11	-1.4207326133491683E-19	5999.996012635952	5999.999917482516	-3.836306960119319E-7	-5.468300550248856E-9	-4.525107644950326E-9	-3.563245207764403E-7	-4.5251076560607494E-10	-1.964226606171941E-10	-2.455283257714926E-6	13.147732987927482	1.0	6207.87117881049	209.653548035316	0.1	0.1
18.0	1.0	150783.72010640483	5999.999914686861	7.958413682133729E-5	0.0015524586903859737	148782.84603429388	-9.760420895589673E-9	-7.394162132286365E-7	5851397.152282111	-1.0244104251129053E-9	1.0000000027185034	-2.718503037680365E-9	17.999999999999996	100.0	10464.063494099282	535.9365059007247	0.0	10.0	2.0E-5	50.0	1.0E-5	4.0E-6	6.0E-7	1.0E-7	500.0	1.0	0.01	100.0	0.5	0.5	0.05	0.08	1000.0	8.02E-9	12.0	0.02	0.1	0.001	10.0	11702.794304564222	11704.274832395724	1.4878284603429388	6227.492590942595	9.74701578489903E-6	-7.750242812003093E-11	-1.5903548669885193E-19	5999.996105689174	5999.999914686861	-3.978890159325185E-7	-5.884580108150292E-9	-4.880210447794836E-9	-3.6970810661431827E-7	-4.880210461061706E-10	-2.174802430144292E-10	-2.718503037680365E-6	12.654039576980717	1.0	6431.238070808697	209.28126988198565	0.1	0.1
19.0	1.0	145408.93581039133	5999.999911803474	8.252582505212899E-5	0.0016083776193775918	154145.21396871877	-1.0519106296115062E-8	-7.670117107220145E-7	5846044.784281857	-1.1032995094820495E-9	1.0000000029967795	-2.9967790571337352E-9	18.999999999999996	100.0	10446.275367732856	553.7246322671509	0.0	10.0	2.0E-5	50.0	1.0E-5	4.0E-6	6.0E-7	1.0E-7	500.0	1.0	0.01	100.0	0.5	0.5	0.05	0.08	1000.0	8.02E-9	12.0	0.02	0.1	0.001	10.0	11692.089568563717	11693.623900747312	1.5414521396871879	6440.97340694135	1.0080933304390169E-5	-8.028953704055385E-11	-1.7745222385212035E-19	5999.996198852305	5999.999911803474	-4.1259507270164233E-7	-6.329827425197914E-9	-5.259553148057531E-9	-3.8350585536100727E-7	-5.259553163819253E-10	-2.397423245706988E-10	-2.996779057133735E-6	12.182233910922799	1.0	6644.6955872058115	208.92550735465713	0.1	0.1
20.0	1.0	140253.83340381467	5999.99990883041	8.555910589413553E-5	0.0016660377737723491	159288.3613358916	-1.1329789492510062E-8	-7.954624862211902E-7	5840911.636846771	-1.1850187794503485E-9	1.0000000032913694	-3.2913688346551003E-9	19.999999999999996	100.0	10429.27154364305	570.7284563569564	0.0	10.0	2.0E-5	50.0	1.0E-5	4.0E-6	6.0E-7	1.0E-7	500.0	1.0	0.01	100.0	0.5	0.5	0.05	0.08	1000.0	8.02E-9	12.0	0.02	0.1	0.001	10.0	11681.823273693544	11683.409218356466	1.592883613358916	6645.046296455784	1.0425336206783026E-5	-8.316310459543563E-11	-1.974286049193885E-19	5999.996292127711	5999.99990883041	-4.2775892766767064E-7	-6.805905909341113E-9	-5.664894746255031E-9	-3.977312431105951E-7	-5.664894764900292E-10	-2.6330950677240803E-10	-3.2913688346551E-6	11.731217415114163	1.0	6848.741476283476	208.585430872861	0.1	0.1
21.0	1.0	135308.79202115207	5999.999905765733	8.868597961581767E-5	0.0017254771852839189	164221.88873388863	-1.2196044460161999E-8	-8.247926719321744E-7	5835988.109378736	-1.2696556274100604E-9	1.000000003603604	-3.6036034192916106E-9	20.999999999999996	100.0	10413.013023745974	586.9869762540319	0.0	10.0	2.0E-5	50.0	1.0E-5	4.0E-6	6.0E-7	1.0E-7	500.0	1.0	0.01	100.0	0.5	0.5	0.05	0.08	1000.0	8.02E-9	12.0	0.02	0.1	0.001	10.0	11671.976218757472	11673.611680041231	1.6422188873388863	6840.178664680579	1.0780449841522796E-5	-8.612499568834917E-11	-2.1907618182633993E-19	5999.996385514403	5999.999905765733	-4.4339057206418626E-7	-7.314754609025262E-9	-6.098022230080999E-9	-4.123963359660872E-7	-6.098022252055858E-10	-2.8828827354332885E-10	-3.6036034192916105E-6	11.299957152619607	1.0	7043.843715048382	208.2602604749195	0.1	0.1
22.0	1.0	130564.66398853227	5999.99990260752	9.190842752870245E-5	0.0017867335255853615	168954.9245712504	-1.3121543795464086E-8	-8.550245925757266E-7	5831265.073469157	-1.3572993011661975E-9	1.000000003934886	-3.934885524655749E-9	21.999999999999996	100.0	10397.463109990847	602.5368900091577	0.0	10.0	2.0E-5	50.0	1.0E-5	4.0E-6	6.0E-7	1.0E-7	500.0	1.0	0.01	100.0	0.5	0.5	0.05	0.08	1000.0	8.02E-9	12.0	0.02	0.1	0.001	10.0	11662.530146938316	11664.213120254917	1.689549245712504	7026.810381923448	1.114649755179461E-5	-8.917705544469554E-11	-2.4251321656472275E-19	5999.996478999702	5999.99990260752	-4.594999018482583E-7	-7.85839658020045E-9	-6.560771897732043E-9	-4.275122962878633E-7	-6.560771923547933E-10	-3.147908419724599E-10	-3.934885524655749E-6	10.8874810438587	1.0	7230.4426801098925	207.94926219981696	0.1	0.1
23.0	1.0	126012.74731519507	5999.999899353872	9.522840665573482E-5	0.0018498440049574223	173496.15251689474	-1.4110088666954441E-8	-8.861793672945292E-7	5826733.845449067	-1.4480408816287741E-9	1.00000000428669	-4.286689527957557E-9	22.999999999999996	100.0	10382.587239319848	617.4127606801553	0.0	10.0	2.0E-5	50.0	1.0E-5	4.0E-6	6.0E-7	1.0E-7	500.0	1.0	0.01	100.0	0.5	0.5	0.05	0.08	1000.0	8.02E-9	12.0	0.02	0.1	0.001	10.0	11653.467690898135	11655.196258461405	1.7349615251689476	7205.355756772005	1.1523700056361953E-5	-9.232110410573726E-11	-2.678649743814248E-19	5999.996572568876	5999.999899353872	-4.7609669103150316E-7	-8.438944915864521E-9	-7.0550443334772205E-9	-4.430896836472646E-7	-7.055044363720008E-10	-3.429351622366045E-10	-4.286689527957557E-6	10.492873504976373	1.0	7408.953128161864	207.65174478639696	0.1	0.1
24.0	1.0	121644.76012869326	5999.999896002919	9.864784409704048E-5	0.001914845265191598	177853.83701044423	-1.5165630072296498E-8	-9.182772588022856E-7	5822386.1608788	-1.5419732552571168E-9	1.000000004660563	-4.660562683833971E-9	23.999999999999996	100.0	10368.352832869155	631.6471671308486	0.0	10.0	2.0E-5	50.0	1.0E-5	4.0E-6	6.0E-7	1.0E-7	500.0	1.0	0.01	100.0	0.5	0.5	0.05	0.08	1000.0	8.02E-9	12.0	0.02	0.1	0.001	10.0	11644.7723217576	11646.544648389798	1.7785383701044424	7376.205339215553	1.1912274797913237E-5	-9.555893164009856E-11	-2.952640186881165E-19	5999.99666619861	5999.999896002919	-4.931905634994774E-7	-9.058607186418557E-9	-7.582815036148249E-9	-4.591386294011428E-7	-7.582815071488437E-10	-3.7284501470671767E-10	-4.660562683833971E-6	10.115271462137885	1.0	7579.766005570184	207.3670566573831	0.1	0.1
25.0	1.0	117452.81688839874	5999.999892552826	1.0216863109482703E-4	0.0019817732667651985	182035.84699804854	-1.6292284123507018E-8	-9.51337866309029E-7	5818214.150812158	-1.6391910809755942E-9	1.0000000050581275	-5.058127112284852E-9	24.999999999999996	100.0	10354.729157977714	645.2708420222913	0.0	10.0	2.0E-5	50.0	1.0E-5	4.0E-6	6.0E-7	1.0E-7	500.0	1.0	0.01	100.0	0.5	0.5	0.05	0.08	1000.0	8.02E-9	12.0	0.02	0.1	0.001	10.0	11636.428301624317	11638.242630784833	1.8203584699804856	7539.727570831452	1.2312435257924609E-5	-9.889229207421667E-11	-3.2485050633973805E-19	5999.99675985954	5999.999892552826	-5.107909633282363E-7	-9.719688750946706E-9	-8.146142061753509E-9	-4.756689331545145E-7	-8.146142102957735E-10	-4.0465016898278816E-10	-5.058127112284852E-6	9.753860703921776	1.0	7743.250104267496	207.09458315955428	0.1	0.1
26.0	1.0	113429.40622842581	5999.9998890018005	1.0579261680046526E-4	0.0020506631703582335	186049.67804227723	-1.74943431807993E-8	-9.853802213616255E-7	5814210.319686523	-1.7397907512805969E-9	1.0000000054810825	-5.481082261467072E-9	25.999999999999996	100.0	10341.687201732479	658.3127982675287	0.0	10.0	2.0E-5	50.0	1.0E-5	4.0E-6	6.0E-7	1.0E-7	500.0	1.0	0.01	100.0	0.5	0.5	0.05	0.08	1000.0	8.02E-9	12.0	0.02	0.1	0.001	10.0	11628.420639373046	11630.27528941178	1.8604967804227723	7696.270297185067	1.2724390238374735E-5	-1.023228975459985E-10	-3.5677248177810016E-19	5999.99685351408	5999.9998890018005	-5.289071236134789E-7	-1.0424595216126808E-8	-8.74717159039965E-9	-4.926901106808128E-7	-8.747171638343619E-10	-4.3848658091736576E-10	-5.481082261467072E-6	9.407872538314857	1.0	7899.7535792103445	206.83374403464958	0.1	0.1
27.0	1.0	109567.37029568673	5999.999885348097	1.0952160174928638E-4	0.0021215492128100117	189902.4729401428	-1.877628403059919E-8	-1.0204228228867537E-6	5810367.524704838	-1.8438703472657103E-9	1.0000000059312077	-5.9312076404654906E-9	26.999999999999996	100.0	10329.199554923578	670.800445076429	0.0	10.0	2.0E-5	50.0	1.0E-5	4.0E-6	6.0E-7	1.0E-7	500.0	1.0	0.01	100.0	0.5	0.5	0.05	0.08	1000.0	8.02E-9	12.0	0.02	0.1	0.001	10.0	11620.735049409677	11622.628410023863	1.899024729401428	7846.162155888839	1.3148343110823384E-5	-1.0585241208738185E-10	-3.9118616837652907E-19	5999.996947120397	5999.999885348097	-5.475480338401832E-7	-1.1175834202408563E-8	-9.388142015299596E-9	-5.102114114433769E-7	-9.388142070982617E-10	-4.744966112372392E-10	-5.93120764046549E-6	9.076580724588682	1.0	8049.605340917148	206.58399109847156	0.1	0.1
28.0	1.0	105859.88546161547	5999.999881590026	1.1335733105065975E-4	0.002194464577667523	193601.0409703314	-2.0142773876351286E-8	-1.0564836337522404E-6	5806678.95658837	-1.9515295872965176E-9	1.0000000064103658	-6.410365679344922E-9	27.999999999999996	100.0	10317.24030540731	682.7596945926975	0.0	10.0	2.0E-5	50.0	1.0E-5	4.0E-6	6.0E-7	1.0E-7	500.0	1.0	0.01	100.0	0.5	0.5	0.05	0.08	1000.0	8.02E-9	12.0	0.02	0.1	0.001	10.0	11613.35791317674	11615.288442072817	1.9360104097033142	7989.71385227166	1.3584491033699997E-5	-1.0948244514424426E-10	-4.2825625515923275E-19	5999.997040628634	5999.999881590026	-5.667224058307841E-7	-1.197601650208567E-8	-1.0071386938175643E-8	-5.282418168761202E-7	-1.0071387002736918E-9	-5.128292543475937E-10	-6.410365679344922E-6	8.75929865362325	1.0	8193.11633511237	206.3448061081462	0.1	0.1
