time	default	CYTOPLASM	EmptySet	M	P	N_A	TC	TL	mRNAD	ProteinD	DBT
14.0	1.0	1.0	0.0	1.3738992057477872	3.212101303133287	6.0221367E23	0.00408259299266984	0.6869496028738936	0.13738992057477872	0.32121013031332873	0.300440399958483
15.0	1.0	1.0	0.0	1.2469900684644166	3.2438580002348383	6.0221367E23	0.0040022758003904636	0.6234950342322083	0.12469900684644167	0.32438580002348383	0.29917445245964414
16.0	1.0	1.0	0.0	1.132155007587744	3.215191824629532	6.0221367E23	0.004074671313205197	0.566077503793872	0.1132155007587744	0.32151918246295325	0.300316410833993
17.0	1.0	1.0	0.0	1.0283832190004272	3.135205928147382	6.0221367E23	0.004287345139865887	0.5141916095002136	0.10283832190004272	0.3135205928147382	0.30358164457299497
18.0	1.0	1.0	0.0	0.9347594505785864	3.0118616724678313	6.0221367E23	0.004649323636711022	0.4673797252892932	0.09347594505785865	0.30118616724678315	0.30885839386296343
19.0	1.0	1.0	0.0	0.8504730562480622	2.851993410435869	6.0221367E23	0.005190608649357521	0.4252365281240311	0.08504730562480622	0.2851993410435869	0.3161773606793045
20.0	1.0	1.0	0.0	0.774830720067931	2.661333818786758	6.0221367E23	0.005968729811921278	0.3874153600339655	0.07748307200679311	0.2661333818786758	0.3257125817252499
21.0	1.0	1.0	0.0	0.7072802361743922	2.4445221928561227	6.0221367E23	0.007085326931933307	0.3536401180871961	0.07072802361743923	0.24445221928561228	0.3378137865211468
22.0	1.0	1.0	0.0	0.647452547740569	2.2050925210567964	6.0221367E23	0.00872261041878891	0.3237262738702845	0.0647452547740569	0.22050925210567965	0.35308337887273855
23.0	1.0	1.0	0.0	0.5952572850334495	1.945370607074198	6.0221367E23	0.011227612394532169	0.2976286425167248	0.059525728503344956	0.19453706070741983	0.3725402429039924
24.0	1.0	1.0	0.0	0.5511008493959786	1.666221624753098	6.0221367E23	0.015329503148279083	0.2755504246979893	0.05511008493959786	0.1666221624753098	0.3979781579792759
25.0	1.0	1.0	0.0	0.5164606711019886	1.3664463922160612	6.0221367E23	0.022803749024363145	0.2582303355509943	0.05164606711019886	0.13664463922160613	0.43284556083706777
26.0	1.0	1.0	0.0	0.4957448125384842	1.0412479224006914	6.0221367E23	0.03910081541842144	0.2478724062692421	0.04957448125384842	0.10412479224006915	0.4848561995130128
27.0	1.0	1.0	0.0	0.5048450912706995	0.677546272812552	6.0221367E23	0.08957359921545863	0.25242254563534977	0.050484509127069956	0.0677546272812552	0.5767085597325478
28.0	1.0	1.0	0.0	0.6558476594257799	0.23147563517456693	6.0221367E23	0.4788727855540427	0.32792382971288997	0.06558476594257799	0.023147563517456695	0.8360524275016155
29.0	1.0	1.0	0.0	1.4629321497715193	0.012141768319232527	6.0221367E23	0.9985036767872805	0.7314660748857597	0.14629321497715195	0.0012141768319232527	0.7138405727226356
30.0	1.0	1.0	0.0	2.263334754225516	0.05493265106961715	6.0221367E23	0.9530362408288987	1.131667377112758	0.22633347542255164	0.005493265106961715	1.019714371518192
31.0	1.0	1.0	0.0	2.643005418389992	0.4018220174607525	6.0221367E23	0.22484188097112673	1.321502709194996	0.2643005418389992	0.04018220174607526	0.7010464476317857
32.0	1.0	1.0	0.0	2.4822970052739057	1.0438000337800188	6.0221367E23	0.03891279453403298	1.2411485026369529	0.24822970052739057	0.10438000337800189	0.48436602690237057
33.0	1.0	1.0	0.0	2.2690411732150153	1.6597151055928403	6.0221367E23	0.015450376782582683	1.1345205866075077	0.22690411732150154	0.16597151055928405	0.3986409064166883
34.0	1.0	1.0	0.0	2.06416755262669	2.174988753071092	6.0221367E23	0.008967685433087423	1.032083776313345	0.206416755262669	0.2174988753071092	0.3551693262448066
35.0	1.0	1.0	0.0	1.8748524991197206	2.578849629787166	6.0221367E23	0.006360332268741107	0.9374262495598603	0.18748524991197207	0.2578849629787166	0.3301454083964483
36.0	1.0	1.0	0.0	1.7018171315158472	2.8767596833788405	6.0221367E23	0.005100778260445347	0.8509085657579236	0.17018171315158473	0.28767596833788406	0.31500555823923415
37.0	1.0	1.0	0.0	1.5443748383485594	3.0790583529252435	6.0221367E23	0.004446700094992734	0.7721874191742797	0.15443748383485595	0.30790583529252435	0.3059460622294411
38.0	1.0	1.0	0.0	1.4014641504995746	3.197258521628572	6.0221367E23	0.0041209608665193	0.7007320752497873	0.14014641504995748	0.3197258521628572	0.3010382771709685
39.0	1.0	1.0	0.0	1.2719505330080596	3.242610243242062	6.0221367E23	0.004005386814308148	0.6359752665040298	0.12719505330080597	0.3242610243242062	0.29922385637493204
40.0	1.0	1.0	0.0	1.1547293607394669	3.2255333990681354	6.0221367E23	0.00404832998392782	0.5773646803697334	0.1154729360739467	0.32255333990681356	0.2999027578414283
41.0	1.0	1.0	0.0	1.0487707970985456	3.155365515660808	6.0221367E23	0.004232206195649428	0.5243853985492728	0.10487707970985456	0.31553655156608085	0.3027474856428185
42.0	1.0	1.0	0.0	0.953139264107112	3.040303095970832	6.0221367E23	0.004561911793575405	0.476569632053556	0.09531392641071121	0.3040303095970832	0.30761446913019036
43.0	1.0	1.0	0.0	0.8670021050571821	2.8874077326333087	6.0221367E23	0.005062868849771098	0.43350105252859106	0.08670021050571822	0.28874077326333086	0.3145061778250673
44.0	1.0	1.0	0.0	0.7896401711114573	2.7026377433703224	6.0221367E23	0.005786028645795934	0.3948200855557287	0.07896401711114574	0.27026377433703225	0.3235657257920482
45.0	1.0	1.0	0.0	0.7204702527925542	2.4908541005180447	6.0221367E23	0.006821925305654746	0.3602351263962771	0.07204702527925542	0.24908541005180448	0.33510252140108804
46.0	1.0	1.0	0.0	0.6590799739168549	2.2558232573873216	6.0221367E23	0.008331640918960343	0.32953998695842746	0.0659079973916855	0.22558232573873216	0.3496576052844053
47.0	1.0	1.0	0.0	0.6053105599942412	2.00013042636944	6.0221367E23	0.010617305773488541	0.3026552799971206	0.06053105599942413	0.20001304263694403	0.3681444914134509
48.0	1.0	1.0	0.0	0.5594370542585191	1.7249744430340936	6.0221367E23	0.014298969411604441	0.27971852712925954	0.05594370542585191	0.17249744430340938	0.3921519010999922
49.0	1.0	1.0	0.0	0.5226350023635027	1.4296577235222758	6.0221367E23	0.020833940673411294	0.26131750118175134	0.05226350023635027	0.1429657723522276	0.4246670444603966
50.0	1.0	1.0	0.0	0.4984087250846546	1.1103360147043129	6.0221367E23	0.03444601627287211	0.2492043625423273	0.049840872508465466	0.11103360147043129	0.47212251494632845
51.0	1.0	1.0	0.0	0.49859614744266983	0.7563767146759419	6.0221367E23	0.07273087089367439	0.24929807372133492	0.049859614744266985	0.0756376714675942	0.5521247336519013
52.0	1.0	1.0	0.0	0.5910941172789916	0.3350719250924323	6.0221367E23	0.2974742877385998	0.2955470586394958	0.059109411727899165	0.03350719250924323	0.7459618086825737
53.0	1.0	1.0	0.0	1.2865784369062967	0.00916370765120672	6.0221367E23	0.9992534067758336	0.6432892184531483	0.1286578436906297	9.163707651206721E-4	0.6295051761329851
54.0	1.0	1.0	0.0	2.109970041433458	0.03796685162930983	6.0221367E23	0.978855892315184	1.054985020716729	0.21099700414334582	0.003796685162930983	0.9874520729797882
55.0	1.0	1.0	0.0	2.6379371311198088	0.2898665814563719	6.0221367E23	0.36434948272914985	1.3189685655599044	0.2637937131119809	0.028986658145637192	0.7817254376561146
56.0	1.0	1.0	0.0	2.524427556634868	0.9094896553304224	6.0221367E23	0.05096596380520107	1.262213778317434	0.25244275566348684	0.09094896553304224	0.5125478263897504
57.0	1.0	1.0	0.0	2.312530171595537	1.54088889661202	6.0221367E23	0.017932574030063878	1.1562650857977685	0.2312530171595537	0.15408888966120202	0.41141481271191427
58.0	1.0	1.0	0.0	2.104920467300736	2.0785768927745	6.0221367E23	0.009825647420169463	1.052460233650368	0.2104920467300736	0.20785768927745002	0.3621335946428124
59.0	1.0	1.0	0.0	1.9122769431305098	2.505079410606885	6.0221367E23	0.006743981874666	0.9561384715652549	0.19122769431305098	0.2505079410606885	0.3342844165252736
60.0	1.0	1.0	0.0	1.735942493740777	2.8239195181395718	6.0221367E23	0.005295323216333757	0.8679712468703885	0.17359424937407772	0.2823919518139572	0.31752338362686233
61.0	1.0	1.0	0.0	1.575388381991228	3.044865187628498	6.0221367E23	0.004548119453549126	0.787694190995614	0.15753883819912282	0.3044865187628498	0.30741649189726805
62.0	1.0	1.0	0.0	1.4295947391906862	3.1793469102226837	6.0221367E23	0.004167983288004294	0.7147973695953431	0.14295947391906863	0.3179346910222684	0.30176510031432424
63.0	1.0	1.0	0.0	1.2974300563121146	3.2387329950339874	6.0221367E23	0.00401507699676083	0.6487150281560573	0.12974300563121147	0.32387329950339877	0.299377547390981
64.0	1.0	1.0	0.0	1.17777997115949	3.2336332597704933	6.0221367E23	0.004027875909085308	0.588889985579745	0.11777799711594901	0.32336332597704937	0.2995800999782994
65.0	1.0	1.0	0.0	1.0695949229042583	3.173630519639995	6.0221367E23	0.004183159096395065	0.5347974614521291	0.10695949229042584	0.31736305196399955	0.3019983011331772
66.0	1.0	1.0	0.0	0.9719203048146753	3.067148843911288	6.0221367E23	0.0044816375791472745	0.48596015240733764	0.09719203048146753	0.3067148843911288	0.30645554490617793
67.0	1.0	1.0	0.0	0.8839015030591783	2.9214801921483184	6.0221367E23	0.004944350909333178	0.4419507515295891	0.08839015030591783	0.29214801921483186	0.31292576672428524
68.0	1.0	1.0	0.0	0.8047951272966067	2.7428055633759594	6.0221367E23	0.005616247509005019	0.40239756364830337	0.08047951272966068	0.27428055633759596	0.3215223445008406
69.0	1.0	1.0	0.0	0.7339880048665965	2.5362096453880114	6.0221367E23	0.00657798330353201	0.36699400243329827	0.07339880048665966	0.2536209645388012	0.3325169243716545
70.0	1.0	1.0	0.0	0.6710277122322529	2.3056880992232616	6.0221367E23	0.007972280600963475	0.33551385611612644	0.06710277122322529	0.23056880992232617	0.3463948211540123
71.0	1.0	1.0	0.0	0.6156941603471443	2.0540772688785154	6.0221367E23	0.010063167649149394	0.30784708017357215	0.061569416034714435	0.20540772688785155	0.363976154311325
72.0	1.0	1.0	0.0	0.5681491741620839	1.7828891434922571	6.0221367E23	0.013380868575156843	0.28407458708104194	0.056814917416208394	0.17828891434922572	0.3866726178287636
73.0	1.0	1.0	0.0	0.5293174200755211	1.4918814989914446	6.0221367E23	0.01913180100368774	0.26465871003776054	0.05293174200755211	0.14918814989914447	0.4170861129487226
74.0	1.0	1.0	0.0	0.5020010466260013	1.1780257936045813	6.0221367E23	0.03063704042023006	0.25100052331300066	0.05020010466260014	0.11780257936045813	0.4606329942038218
75.0	1.0	1.0	0.0	0.4951955524967722	0.8326438757391925	6.0221367E23	0.0604831364595726	0.2475977762483861	0.04951955524967722	0.08326438757391925	0.5312415810811628
76.0	1.0	1.0	0.0	0.5527439138270599	0.430569299141203	6.0221367E23	0.20081297964203484	0.27637195691352995	0.05527439138270599	0.0430569299141203	0.6840720211143408
77.0	1.0	1.0	0.0	1.106461651127267	0.006806320867958238	6.0221367E23	0.9996492978849615	0.5532308255636335	0.1106461651127267	6.806320867958238E-4	0.5423119082714936
78.0	1.0	1.0	0.0	1.9498733142684705	0.02747635961290611	6.0221367E23	0.9897583774242865	0.9749366571342353	0.19498733142684707	0.0027476359612906114	0.9311432789066564
79.0	1.0	1.0	0.0	2.5971231808313777	0.1959227564559213	6.0221367E23	0.566355113031196	1.2985615904156889	0.25971231808313777	0.01959227564559213	0.8744461884179698
80.0	1.0	1.0	0.0	2.5643280804655353	0.7745840601783169	6.0221367E23	0.06949904716390522	1.2821640402327676	0.25643280804655355	0.0774584060178317	0.5469027722258372
81.0	1.0	1.0	0.0	2.3563306865311486	1.4179281011278289	6.0221367E23	0.02117988413575316	1.1781653432655743	0.23563306865311487	0.14179281011278289	0.4261468779966314
82.0	1.0	1.0	0.0	2.146320098199113	1.9774509774128677	6.0221367E23	0.010863926156109677	1.0731600490995565	0.21463200981991132	0.1977450977412868	0.3699443205978252
83.0	1.0	1.0	0.0	1.9503883458074671	2.426783383104827	6.0221367E23	0.007190205194938244	0.9751941729037336	0.19503883458074672	0.2426783383104827	0.33887122668597375
84.0	1.0	1.0	0.0	1.770729053154627	2.7669761404330724	6.0221367E23	0.005517644847380232	0.8853645265773135	0.17707290531546271	0.2766976140433072	0.3203132281857637
85.0	1.0	1.0	0.0	1.6070194666987831	3.0070520255609305	6.0221367E23	0.004664352706688289	0.8035097333493916	0.16070194666987833	0.30070520255609307	0.3090704155021541
86.0	1.0	1.0	0.0	1.4582952243958256	3.158292912873998	6.0221367E23	0.00422428759882864	0.7291476121979128	0.14582952243958255	0.31582929128739984	0.30262699262900644
87.0	1.0	1.0	0.0	1.3234327031318318	3.23215831469173	6.0221367E23	0.004031588978114864	0.6617163515659159	0.1323432703131832	0.32321583146917304	0.299638767843321
88.0	1.0	1.0	0.0	1.201308403346091	3.2394447994470976	6.0221367E23	0.004013295401324134	0.6006542016730455	0.1201308403346091	0.32394447994470976	0.2993493122196078
89.0	1.0	1.0	0.0	1.0908569266057382	3.189959220777559	6.0221367E23	0.004140027157551365	0.5454284633028691	0.10908569266057383	0.3189959220777559	0.30133376272228907
90.0	1.0	1.0	0.0	0.9911035275933475	3.0923625381532496	6.0221367E23	0.00440815031911309	0.49555176379667376	0.09911035275933476	0.309236253815325	0.3053802485150466
91.0	1.0	1.0	0.0	0.9011723859449485	2.9541766780238103	6.0221367E23	0.004834473838064267	0.45058619297247426	0.09011723859449486	0.29541766780238105	0.31143379020853607
92.0	1.0	1.0	0.0	0.8202960910185179	2.78180881554916	6.0221367E23	0.005458410449756322	0.41014804550925893	0.0820296091018518	0.278180881554916	0.31957867567862314
93.0	1.0	1.0	0.0	0.7478327166840644	2.5805675433726782	6.0221367E23	0.006351789739763522	0.3739163583420322	0.07478327166840644	0.2580567543372678	0.3300510334828342
94.0	1.0	1.0	0.0	0.6832931986491622	2.35467298986917	6.0221367E23	0.007641319013075315	0.3416465993245811	0.06832931986491622	0.235467298986917	0.3432854277784712
95.0	1.0	1.0	0.0	0.626401107678884	2.107208842645956	6.0221367E23	0.009558506470753497	0.313200553839442	0.0626401107678884	0.21072088426459562	0.36001860156275667
96.0	1.0	1.0	0.0	0.5772201173453845	1.8399816878105983	6.0221367E23	0.012559115538802072	0.28861005867269224	0.05772201173453845	0.18399816878105985	0.38150859261166936
97.0	1.0	1.0	0.0	0.5364662167643952	1.5531630011494004	6.0221367E23	0.017649718776729332	0.2682331083821976	0.05364662167643952	0.15531630011494005	0.41003319951421385
98.0	1.0	1.0	0.0	0.5063850428118506	1.2444356601350888	6.0221367E23	0.027475377634809225	0.2531925214059253	0.05063850428118506	0.12444356601350888	0.4501919399504771
99.0	1.0	1.0	0.0	0.49392333962103907	0.9067085997415242	6.0221367E23	0.0512708499380689	0.24696166981051954	0.04939233396210391	0.09067085997415242	0.5131881948815177
100.0	1.0	1.0	0.0	0.5288696496150946	0.5201899288016094	6.0221367E23	0.14515335690560305	0.2644348248075473	0.052886964961509464	0.052018992880160944	0.6382842315355299
