Mos-P	Mek1-PP	MAPK-Pase	MAPKK-Pase	Erk2-P	Mek1-P	Mos	P-Mos_Mek1	Erk2-PP	MAPKKK activator (Ras)	PP-Mek1_Erk2	MAPKK-Pase_PP-Mek1	MAPK-Pase_PP-Erk2	P-Mos_P-Mek1	Mek1	PP-Mek1_P-Erk2	MAPK-Pase_P-Erk2	MAPKK-Pase_P-Mek1	E2_Mos-P	Erk2	E1_Mos	MAPKKK inactivator	K_PP_norm	KK_PP_norm	KKK_P_norm	relative maximal K_PP
0.00011120023138883765	0.017133089417882528	0.06240587303407936	0.00015589012994163997	0.21834539035678613	0.26022820118515877	0.002471941515342121	0.0003200770458736502	0.058669580967935404	2.975481949465403e-05	0.04606749475827351	8.897539446671125e-06	0.012186560886208354	9.642488538054904e-05	0.8635591957971067	0.012451407040268711	0.04540756607971252	0.00013521233061168896	1.1114150949343765e-07	0.8068719999108183	2.4518050534594245e-07	0.0002998888584905066	0.05904678487845298	0.0630507406298927	0.17592161579587717	0.06560396698230093
0.00011644699867032924	0.02130063655882415	0.05325083965749594	0.00015111497552937225	0.2706036462634028	0.2743031729264938	0.00245237684905281	0.0003243774081724015	0.10561239795927875	2.975674458660751e-05	0.048911024777208864	1.0722559311277675e-05	0.01872043391221537	0.00010643910430189435	0.8357189522931785	0.019186511907352335	0.048028726430288916	0.00013816246515935003	1.163843891701864e-07	0.6889372587502558	2.4325541339245197e-07	0.00029988361561082965	0.10361069322624483	0.07450741316891368	0.18244304164136677	0.11511672500746609
0.00012167187220437502	0.027018238789943	0.04456781229979173	0.00014649588279378687	0.31949430368630877	0.28736515032441257	0.0024338776307686535	0.00032757359543425616	0.18844536545020496	2.9758565084398696e-05	0.04857876659709642	1.3183756147385266e-05	0.027959846259274983	0.00011651386149904682	0.8077029819055357	0.028737270808875125	0.04747234144093351	0.00014032036105882784	1.2160517806318635e-07	0.539312105757309	2.4143491560125723e-07	0.0002998783948219366	0.18033767642456627	0.0869562166267181	0.18860926728791366	0.20036428730498704
0.00012688025936048505	0.03557580139953481	0.03745303986007026	0.00014172158141671938	0.34359637880102084	0.29950716941615596	0.002416425509089586	0.0003296897377228594	0.31776600091703094	2.976028275586409e-05	0.044056201831481345	1.6791641109421043e-05	0.03963005939695605	0.00012663796727300947	0.7795420350942871	0.040704186134963974	0.0429169007429739	0.00014148677747385973	1.2680930991958144e-07	0.37133027217557535	2.397172441358383e-07	0.0002998731906900802	0.2978300502616552	0.1002941508392411	0.19442640893267943	0.3309042621697877
0.0001320685636027506	0.048187020426964204	0.03284707901013239	0.00013655502022861702	0.3265238035329677	0.3109269332052481	0.002400002523296572	0.00033071411778427546	0.4695652397561747	2.9761899332935415e-05	0.036606023659574355	2.191471779233871e-05	0.051377333741257046	0.0001368447014311068	0.7512363625826732	0.05241265632655561	0.03577558724861073	0.00014153026197904442	1.3199321822617035e-07	0.22773935573486204	2.3810066706451536e-07	0.00029986800678177367	0.4341188112478589	0.1143563459424052	0.19990045491805522	0.4823279746412238
0.0001372317254967152	0.06402554158974039	0.030481055306624587	0.00013123819449681903	0.2865438760243014	0.32179041418303034	0.0023845901574308663	0.0003306394398757501	0.5945703432532405	2.9763416604972274e-05	0.029606545859303533	2.7987851107212605e-05	0.06038572829867162	0.0001471649419701564	0.7228009320424805	0.06113000013809809	0.029133216394703974	0.00014077395439596855	1.3715183148055316e-07	0.1386302900316835	2.3658339502764909e-07	0.0002998628481685192	0.5457967262932588	0.1289917295318742	0.2050375790362221	0.6064077914571971
0.00014237415426954363	0.08148098969402866	0.029316075158821148	0.00012613410255317987	0.2469233980796494	0.33208451212084894	0.002370170058739258	0.0003295122228790524	0.6811000726116783	2.9764836348481167e-05	0.024412981951685283	3.423769596117929e-05	0.06654032598459593	0.00015756611093642304	0.6943116858090336	0.06704888619314342	0.024143598856583185	0.00013962820148564096	1.4228952419995455e-07	0.08983073632266726	2.3516365151875432e-07	0.00029985771047579983	0.6230336654968937	0.14414757961234853	0.20984389811025567	0.6922219406908887
0.00014750677579841322	0.0999147319010455	0.028686707559402735	0.00012136345278107425	0.21385837147357312	0.34169729017719835	0.00235672536650148	0.00032741232944488697	0.7410947510478034	2.9766160196023533e-05	0.020624961609223915	4.039967332469465e-05	0.07085304171126175	0.00016797427124797592	0.6658754527919006	0.07121354037272153	0.020460250729335765	0.00013823687389423125	1.4741720326405588e-07	0.061895083056083405	2.3383980397638828e-07	0.0002998525827967359	0.6766231606325527	0.15982802796359616	0.21432502980357218	0.7517625825177883
0.000152641674657548	0.11914486500786067	0.028312703066525145	0.00011694107056227006	0.1870799773087887	0.3505098941888967	0.002344241213533474	0.00032442479106769266	0.7844444460711429	2.976738958639865e-05	0.01777158473045857	4.6423251235169054e-05	0.07402331392806243	0.0001783071633853016	0.6375980463611973	0.07428981882769745	0.017663983005412606	0.00013663567820256103	1.5254694237984448e-07	0.04472687612844008	2.3261041360127172e-07	0.00029984745305762007	0.7153897999993363	0.17604390984770965	0.21848592685748347	0.7948342812439505
0.00015779026065044921	0.1391013290172589	0.02807377838357454	0.00011285427486020068	0.165330967881818	0.35842207656434194	0.0023327047056713136	0.0003206310748122255	0.8170113283768599	2.9768525766393835e-05	0.015552128363350348	5.230787050524155e-05	0.07644818692743002	0.0001884847944897598	0.6095759715177143	0.07665223294289406	0.015478034688995761	0.00013483785463455785	1.5769014264333732e-07	0.03352712081865472	2.3147423360610427e-07	0.0002998423098573566	0.7445495960869065	0.19279833182834022	0.22233088440412846	0.8272322907829535
0.00016296269147712721	0.1597414093432939	0.027912657780677298	0.00010908236931591647	0.14747614599220593	0.3653563821503363	0.0023221047428880278	0.00031610710939925516	0.8422660873125232	2.976956980821216e-05	0.013779937304652726	5.806425040309762e-05	0.07836058552579117	0.00019843216908979014	0.5818955660104174	0.07852124828212793	0.013726756693531732	0.00013285338028098606	1.6285695400933314e-07	0.025869238889170247	2.3043019178778854e-07	0.00029983714304599054	0.7671888940319269	0.2100838826503978	0.22586359973888465	0.8523856968142033
0.00016816762016907494	0.18102607826441094	0.02779940113839831	0.00010560259717391353	0.1326421442053914	0.37125732869751527	0.0023124317861609204	0.0003109231098186352	0.8623532216644338	2.977052263228461e-05	0.012335026859325218	6.370412969667796e-05	0.07990502744051665	0.00020807995046099044	0.5546337688753668	0.08003439684027747	0.01229557142108522	0.00013069327312940863	1.6805602266092285e-07	0.020434611568973172	2.2947736771532525e-07	0.0002998319439773389	0.7852152075874568	0.2278826717447584	0.2290872500933076	0.8724138436767963
0.00017341203910991115	0.2029123217180925	0.027717142730227563	0.0001023923876990643	0.12017861813110607	0.37608937673996645	0.0023036775987552768	0.00030514397733270464	0.8786591030920815	2.9771385032631575e-05	0.01113705355063353	6.923731553365242e-05	0.08117587477777054	0.0002173644754994494	0.5278591809010236	0.08128195102515257	0.011106982492001791	0.00012837029676728354	1.732943352875861e-07	0.01646041693125672	2.2861496736835861e-07	0.00029982670566471226	0.7998624815582084	0.2461671363411765	0.23200457891352996	0.8886877065117659
0.00017870115036588773	0.22535065916335414	0.027655798423568852	9.943028879293163e-05	0.10960108292787517	0.3798347317434617	0.002295834970562876	0.00029882989565113786	0.8921170112220149	2.9772157703916934e-05	0.010130186049214058	7.467098491451179e-05	0.08223744983453059	0.0002262275640342038	0.5016330670899207	0.08232572878315918	0.010106751741900599	0.00012589872629255685	1.7857708980997502e-07	0.01348178944130825	2.278422960829833e-07	0.0002998214229101899	0.8119620508804529	0.2649010374838678	0.23461798778324805	0.902130940515964
0.00018403823607827206	0.24828459862770036	0.02760904167117743	9.669634466978606e-05	0.10054465208762434	0.382491289783838	0.0022888974274382708	0.00029203697981684503	0.9033774977936435	2.9772841269999486e-05	0.009274366987397774	8.000973629747067e-05	0.0831351977257931	0.0002346162903703582	0.4760102101381516	0.08320957753739693	0.009255760603029458	0.0001232939190327435	1.8390756625178972e-07	0.011202947265117832	2.2715873000042942e-07	0.0002998160924337481	0.8220939129328618	0.28404046074066	0.23692963335077646	0.9133879521368967
0.00018942451859467197	0.27165087492636397	0.027572743638612663	9.417221222403242e-05	0.09273063363928154	0.384070805767822	0.0022828589248739877	0.0002848179164530966	0.9129077370682059	2.9773436314042514e-05	0.008540063836058496	8.525587912250209e-05	0.08390220193130254	0.00024248278940486835	0.4510396027933374	0.08396552418278636	0.00852505443008484	0.00012057190865346567	1.8928698741739782e-07	0.009428784912283132	2.2656368595739807e-07	0.0002998107130125825	0.8306749491662553	0.3035347656869422	0.23894152948285657	0.9229219177692053
0.00019485900730493262	0.2953800207360606	0.02754411980765766	9.184114710973546e-05	0.08594308528159204	0.3845972830975543	0.0022777135244260666	0.0002772225669042116	0.921051864487945	2.9773943410334836e-05	0.007904993159331629	9.040977489035835e-05	0.08456316098036525	0.0002497841304087926	0.4267649915519294	0.08461754590492228	0.007892719211977024	0.00011774907799990639	1.947143663317462e-07	0.00802663097386953	2.2605658966505516e-07	0.0002998052856336681	0.83801252122359	0.32332747464600364	0.2406556551760104	0.9310743317570378
0.00020033833346471699	0.31939708167439307	0.027521239524953257	8.968792472369762e-05	0.08001238005526984	0.3841055558554095	0.002273455051246108	0.0002692985192946078	0.928068982663401	2.977436315798173e-05	0.007352005276856885	9.547016185020981e-05	0.08513691152136993	0.0002564822728108294	0.40322529088619397	0.08518397343976622	0.0073418489536765386	0.00011484191342609276	2.001863417194694e-07	0.006903898089662353	2.2563684201815772e-07	0.0002997998136582803	0.844338245153974	0.34335710879405495	0.24207406877360663	0.9381025312554917
0.00020585657751450128	0.34362239948046513	0.02750273210489127	8.769872996014913e-05	0.07480357978218878	0.38264002756434673	0.002270076731493977	0.0002610915815591491	0.9341578913750109	2.9774696216582856e-05	0.006867674782783244	0.00010043444313440907	0.08563808428104655	0.0002625441086429402	0.38045488729428784	0.08567907391787655	0.006859183614062102	0.00011186682690544198	2.0569700601435002e-07	0.005994512247035003	2.2530378341702076e-07	0.00029979430299398535	0.8498299797133789	0.3635579855202157	0.24319902889667808	0.9442041263457647
0.00021140509643505787	0.36797243219381964	0.027487604309544937	8.586103490832682e-05	0.07020810087089521	0.3802535287502877	0.002267570809373343	0.0002526462109370689	0.9394736485527049	2.9774943343919462e-05	0.006441335747745672	0.00010529893567627432	0.08607822349368296	0.0002679415888650289	0.3584838517516717	0.08611412479158329	0.006434172196772024	0.00010884002941539905	2.1123773341971183e-07	0.0052503943466190375	2.2505665608040905e-07	0.00029978876226658	0.8546265600386542	0.38386099305735355	0.24403312217307074	0.9495333698928107
0.0002169723615608041	0.39236060332269074	0.02747512344271147	8.416347477701587e-05	0.0661376529390012	0.37700625983058983	0.0022659281447511533	0.0002440058755038064	0.9441389479244248	2.9775105435552215e-05	0.006064404807076503	0.00011005908487197807	0.08646656361388315	0.00027265192660136546	0.33733807665299503	0.0864981610593215	0.006058312943405237	0.00010577744035100616	2.167970184239569e-07	0.004635956712890652	2.248945644476523e-07	0.00029978320298157575	0.8588379262819211	0.40419435689496674	0.24457939744238996	0.9542124109708708
0.0002225438201687144	0.41669817990992075	0.027464740438217852	8.259572784243589e-05	0.06251976612826532	0.37296478923882637	0.0022651377942678862	0.00023521334361629328	0.9482521147480291	2.977518356603989e-05	0.005729895933587895	0.00011470965190023409	0.08681058069850359	0.00027665786517511615	0.31703935219460594	0.08683850724211192	0.005724678863278439	0.00010269462025733016	2.2236033803162244e-07	0.00412445638622701	2.2481643395998535e-07	0.00029977763966196813	0.8625522462054417	0.42448441061459996	0.24484150546472894	0.9583392084269208
0.00022810179709847748	0.44089518350838436	0.027456038039724726	8.114840250284735e-05	0.05929444375091432	0.3682010803960991	0.00226518658085997	0.00022631089705511023	0.9518928413067893	2.9775179031290307e-05	0.005432065688172462	0.00011924488089396038	0.08711639197143012	0.0002799479939637619	0.2976053962388533	0.0871411636799765	0.005427569988845203	9.960671660319233e-05	2.2791005397349355e-07	0.0036955236138749943	2.2482096870956526e-07	0.00029977208994602623	0.8658410277318472	0.44465638146452213	0.24482384248864536	0.9619932111827769
0.00023362545526708578	0.4648613360020487	0.02744869516141595	7.981293285286837e-05	0.05641162368220747	0.3627915266829368	0.0022660586592018863	0.00021734046310033106	0.9551263761996205	2.977509339130056e-05	0.0051661495613857045	0.00012365865218407315	0.08738905064651802	0.00028251709044845497	0.2790498506511136	0.08741109248182116	0.005162254192066203	9.652841496305858e-05	2.3342537354609905e-07	0.0033334532363842257	2.24906608699309e-07	0.0002997665746264538	0.8687628557051129	0.46463519724786567	0.2445316951708135	0.9652395099656939
0.000239090835620538	0.48850704231872616	0.02744246190438737	7.858148337419978e-05	0.05382922974177423	0.3568159780831311	0.002267735087009743	0.00020834366109703274	0.9580066351732585	2.9774928512303797e-05	0.004928162535215878	0.0001279446269566241	0.08763276705622006	0.00028436646239514293	0.2613822565526667	0.08765243187014352	0.004924771039392803	9.347388966917617e-05	2.388823898512488e-07	0.0030260025839981097	2.2507148769606493e-07	0.0002997611176101486	0.8713661685245634	0.4843463177925347	0.24397138352737027	0.9681319222893017
0.00024447099806667444	0.5117444044481734	0.027437141764581067	7.74468627954602e-05	0.051511657991069194	0.3503567473617826	0.0022701934163850334	0.00019936176051478215	0.9605785454028587	2.9774686606923125e-05	0.0047147465754041155	0.0001320963871861115	0.08785107694215194	0.00028550425741790303	0.2446080223084738	0.08786866015103058	0.0047117812932670955	9.045675001842844e-05	2.4425422253513694e-07	0.002763531644221558	2.2531339307673843e-07	0.0002997557457774647	0.8736913519541731	0.5037165896348279	0.24315039718386638	0.9707153187817253
0.0002497362839799446	0.5344882605105717	0.027432578756072204	7.640244684836773e-05	0.04942858889793211	0.34349759111402817	0.0022734073203916024	0.0001904355483444181	0.9628798363644595	2.977437027083398e-05	0.004523052136067617	0.00013610757360507918	0.08804697125242236	0.00028594570627495065	0.2287283954566936	0.088062721974869	0.004520449991505447	8.748997954655311e-05	2.495112799232214e-07	0.00253837938274662	2.2562972916588075e-07	0.00029975048872007666	0.8757723396807329	0.5226751184959273	0.24207751985212417	0.9730274014867333
0.0002548547181857203	0.556657233351514	0.027428647977834182	7.544210956041575e-05	0.04755404574167082	0.3363226654383426	0.0022773462747880378	0.00018160510716108683	0.9649424243398061	2.9773982513971546e-05	0.004350645316231222	0.0001399720229428497	0.08822299743073328	0.000285713260719159	0.2137404522498651	0.08823712738572817	0.004348354591432372	8.458586749673481e-05	2.54621659972512e-07	0.00234440519440044	2.2601748602831196e-07	0.0002997453783400274	0.8776378514754478	0.541154148397013	0.2407629353858725	0.9751000795239457
0.00025979256024965636	0.5781747724103613	0.027425248601632098	7.45601628830603e-05	0.045865642821155246	0.32891546275708805	0.002281975314500225	0.00017290950936090277	0.9667934942128255	2.9773526784354606e-05	0.004195434135512961	0.0001436839048028615	0.08838133925136761	0.00028483659097314884	0.199637115398596	0.08839402936099193	0.00419341214699983	8.175593231407874e-05	2.595517004274257e-07	0.002176648071149541	2.2647321564525586e-07	0.0002997404482995725	0.8793123612201588	0.5590899331763902	0.2392183088807345	0.9769605446149696
0.00026451501216140036	0.5989701607523606	0.02742229861968059	7.375130380828897e-05	0.04434397849476266	0.32135774326493977	0.0022872548878642113	0.00016438643567238397	0.9684563541114942	2.9773006982258665e-05	0.004055609701907532	0.00014723785651695376	0.0885238804609606	0.0002833524045997409	0.18640721228874033	0.0885352864555893	0.004053820919358308	7.901083967475784e-05	2.6426668452744007e-07	0.002031069855929359	2.2699301774120172e-07	0.00029973573331547245	0.8808168621437109	0.5764235789719782	0.23745683513588486	0.9786321212997418
0.00026898706990008083	0.6189794620401077	0.02741973085387494	7.301056903098796e-05	0.04297214381318439	0.31372847935217113	0.0022931408284360827	0.00015607173469780428	0.9699511152746206	2.977242746279271e-05	0.003929598717906377	0.00015062911414857774	0.08865225579550576	0.00028130406273848516	0.17403558211295003	0.08866251254846108	0.00392801335061892	7.636031682043536e-05	2.6873169034547926e-07	0.001904360499704774	2.275725372071433e-07	0.0002997312683096545	0.8821694758917704	0.593101835350519	0.23549324787695014	0.9801349436439242
0.00027317450085377983	0.6381463756096617	0.027417489900952496	7.233329642065246e-05	0.041735321104888735	0.30610283575273173	0.0022995844637071893	0.00014799894254322084	0.9712952379875806	2.977179302497985e-05	0.0038160249241867695	0.0001538536364524488	0.08876789226888543	0.00027874097335521477	0.16250323982844997	0.08877711726549356	0.003814617830161644	7.38130671268993e-05	2.729125655792739e-07	0.0017937886188048862	2.2820697501999237e-07	0.00029972708743442066	0.8833859418803871	0.6090778095298278	0.23334378329390015	0.9814864989354881
0.0002770449084129604	0.6564229642544819	0.02741552977620684	7.171509296385665e-05	0.04062045515852884	0.298551216939614	0.0023065328739749857	0.0001401987877848734	0.9725039720159777	2.9771108886044024e-05	0.0037136776966730555	0.00015690821711757715	0.08887204271701137	0.0002757177617240091	0.1517876007248837	0.0888803389278037	0.0037124275067809166	7.1376689918567e-05	2.7677698921776884e-07	0.0016970859772258758	2.2889111395581463e-07	0.00029972322301078215	0.88448001227749	0.6243115742467295	0.2310260934827725	0.9827020665291445
0.0002805688358097132	0.67377022795256	0.027413812075942037	7.115180866248117e-05	0.03961598247247008	0.2911384067495307	0.0023139293093772054	0.00013269871110370497	0.9735907145008569	2.97703806401226e-05	0.0036214862576958353	0.00015979058198132995	0.0889658132300035	0.00027229322877709243	0.14186276749957277	0.08897327140942413	0.003620374694053515	6.905760935618949e-05	2.802955724094182e-07	0.0016123574354970534	2.2961935987724938e-07	0.00029971970442759047	0.8854637731090496	0.6387706468347168	0.22855910713071528	0.9837950746115487
0.0002837208467329456	0.6901584936906848	0.027412304538385654	7.063951583824113e-05	0.038711608070504486	0.2839228329710119	0.0023217137637569986	0.00012552242944322508	0.974567301459374	2.976961420154557e-05	0.0035384985051736865	0.00016249946619981094	0.08905018562479007	0.00026852913133221506	0.1326998765894877	0.08905688619870612	0.00353750983682338	6.686101796194776e-05	2.834429361671135e-07	0.0015380103046292266	2.3038579845427684e-07	0.0002997165570638327	0.8863479059034693	0.6524303148839697	0.2259628379024851	0.9847773909014613
0.0002864805155942898	0.7055676023980224	0.027410979907638338	7.01744932113907e-05	0.03789812100682375	0.2769559821711183	0.002329823694354835	0.00011868957465673984	0.9754442462672028	2.9768815733774864e-05	0.003463863568555566	0.00016503466786514727	0.08912603592501848	0.0002644888324287958	0.12426749738481281	0.0891320505636184	0.003462984167342174	6.479083892346243e-05	2.8619869912199456e-07	0.0014726985014405622	2.3118426622498542e-07	0.00029971380130087776	0.8871419018268498	0.6652737926650503	0.223258144213505	0.9856595605648689
