Ca	Values[zzs]	Values[bbs]	Values[nns]	Values[hhs]	Values[VVs]	Values[rrs]	Values[ccs]	Values[qqs]	Values[INa]	Values[INaP]	Values[IKdr]	Values[IA]	Values[Iz]	Values[Minfs]	Values[Pinfs]	Values[Ainfs]	Values[mKCa]	Values[ICa]	Values[IAHP]	Values[IKC]
0.0031999875927919	0.026914683212180858	0.030245695632671123	0.07520997384756672	0.8958720697674538	-60.14595721903803	0.017903603876424312	0.013701782568572721	2.956405223719116e-11	-0.23428246596427274	-0.03889407062395495	0.005731339722997766	0.06710568769070373	0.8035121040524862	0.040184541451743334	0.0016889030046434092	0.3758271833150041	0.0005330469748476686	-0.004619504856253938	4.413032401338496e-09	0.0021804478561775376
0.0030071125033261687	0.026746621881865607	0.030586333623909598	0.07456109003443905	0.8971322644010009	-60.236742387992784	0.01773554100234843	0.013507453958000832	2.9511303433487825e-11	-0.22842298174631712	-0.03776635245905469	0.00551925815114694	0.06708198485940649	0.7960665973209152	0.03981757142549419	0.0016386419676763526	0.3747629607016006	0.0005009343562267023	-0.004535468945267349	4.3917626327850556e-09	0.002013885512564222
0.0028277380909437944	0.02657754107351954	0.030937665069459303	0.0739536502803897	0.8983102419527169	-60.322172523595945	0.017578089372994828	0.013325585717840514	2.9455849580898153e-11	-0.22303840655173682	-0.036734961232235894	0.005326253310012424	0.06711742071920758	0.7887636787269555	0.03947518259884894	0.0015927102493980326	0.3737626163248406	0.00047106767249048	-0.004457408681568388	4.37092811016402e-09	0.0018629522113319226
0.0026609214391568547	0.026407702881469684	0.03129741046916689	0.07338731750938049	0.8994071026646788	-60.4021899957543	0.017431154282807997	0.013155907096677235	2.9398336618571917e-11	-0.21810632435306024	-0.03579441850427494	0.0051510395227963406	0.06720735332614865	0.7816101725343114	0.039157048622061465	0.0015508552526425988	0.37282662933066535	0.00044329031307650303	-0.004385146288720654	4.350631908386753e-09	0.001726110589945023
0.002505787681227719	0.026237357273918738	0.03166334804877027	0.07286159429417925	0.9004242336709866	-60.47676603435154	0.017294599936250866	0.01299814222679045	2.9339260442605235e-11	-0.21360474138247995	-0.03493947889271354	0.004992405558748132	0.06734735204238063	0.7746116374382114	0.03886276401672701	0.0015128358756738949	0.3719551492780348	0.0004174569371295361	-0.0043184940713760596	4.330949252130646e-09	0.0016019792827281958
0.0023615248855554743	0.026066742104449817	0.03203332330790246	0.07237584961423658	0.9013632529014654	-60.54589781049647	0.017168256460637087	0.012852003369979808	2.9279002383311535e-11	-0.20951230603636148	-0.03416516006725015	0.0048492183429800955	0.06753319708089012	0.7677724856918993	0.03859185942777408	0.001478423756907556	0.3711480325541916	0.00039343263076785444	-0.004257258258539573	4.311933641023876e-09	0.001489316485723217
0.0022273793540209218	0.025896083253547985	0.0324052577381285	0.07192934356431095	0.9022259581789738	-60.609605546930936	0.01705192637174661	0.012717189471286344	2.9217856170215365e-11	-0.20580847687891007	-0.033466762342855796	0.004720424467784995	0.0677608776787811	0.7610961016112914	0.03834381543699399	0.0014474040536912908	0.3704048779343583	0.0003710921318446686	-0.004201242291284832	4.293621589578337e-09	0.0013870058822069643
0.0021026512974730367	0.025725594875831606	0.03277715659712225	0.07152124975736251	0.9030142817136824	-60.66792971000898	0.016945390445895804	0.012593387584370841	2.915604845418712e-11	-0.20247364600615247	-0.03283987975551138	0.004605049959714449	0.06802658907656636	0.7545849571497255	0.03811807491175277	0.001419575842579885	0.36972506071018213	0.0003503191164213939	-0.004150249587352435	4.276036313183004e-09	0.0012940442389117743
0.001986690855652857	0.02555547973133991	0.033147115661006796	0.07115067561338244	0.9037302499631635	-60.720928322290995	0.016848412983022983	0.012480275712479151	2.9093754443354648e-11	-0.19948922477884914	-0.032280404324879025	0.004502198784956077	0.06832672849492	0.7482407228121409	0.037914053915185396	0.0013947522195369797	0.3691077649763414	0.00033100554166167785	-0.004104085825979363	4.2591906086032275e-09	0.00120953028627925
0.001878894431618754	0.025385929581839165	0.03351332690900097	0.07081668012585084	0.904375948661573	-60.76867442372343	0.016760746468237126	0.012377526203113587	2.9031109832902007e-11	-0.19683769842219712	-0.03178452499958767	0.004411050333797636	0.06865789029601226	0.7420643726631712	0.03773115124039241	0.0013727601684050358	0.3685520137992165	0.00031305104029372225	-0.004062560802061083	4.2430891168310135e-09	0.0011326546592431359
0.0017787013133573266	0.02521712563578437	0.03387408312354398	0.07051828977022188	0.9049534927176551	-60.81125369958114	0.016682135655642038	0.012284809203959555	2.8968219919145894e-11	-0.19450265538094316	-0.031348722573589	0.004330856328020623	0.0690168605090938	0.7360562826086987	0.03756875665729814	0.0013534402561131405	0.368056697107939	0.0002963623622057403	-0.0040254899007314575	4.227730109973449e-09	0.001062690762241606
0.0016855905589767137	0.025049239027825628	0.03422778141279368	0.07025451210200097	0.9054650006012732	-60.848762286607595	0.016612321108194165	0.012201795909199667	2.8905166569757212e-11	-0.19246879656731333	-0.030969761648942433	0.004260937241277818	0.06940061087211746	0.7302163214397314	0.037426257972062144	0.0013366462031041747	0.3676205972265467	0.00028085285934142435	-0.003992695242258942	4.213106909100979e-09	0.0009989864675780556
0.0015990781208306583	0.024882431321582327	0.03457292568662888	0.07002434762115407	0.9059125727885495	-60.88130475997638	0.016551042237961965	0.01212816146446956	2.8842013566476195e-11	-0.19072192909002023	-0.030644680560073065	0.004200678530902166	0.06980629255147483	0.7245439344839739	0.037303047016374616	0.0013222443699415984	0.36724241206659225	0.0002664420098736998	-0.0039640065464480005	4.199209015754235e-09	0.0009409565772044913
0.001518714189911266	0.024716855025886424	0.034908128129986914	0.06982679986257946	0.906298273847436	-60.90899230156276	0.016498039890313402	0.012063587475649234	2.8778810703353447e-11	-0.18924894823026014	-0.03037077997916775	0.004149526776406214	0.07023122964848857	0.7190382198392191	0.037198524675367634	0.0013101131920874387	0.366920776021158	0.0002530549786207345	-0.003939261760056603	4.1860230186156154e-09	0.0008880759908210184
0.001444080742966494	0.024552654116593894	0.03523210973241906	0.06966088394705724	0.9066241177293938	-60.931941045557394	0.01645305851908811	0.012007764115711549	2.8715596934400396e-11	-0.18803781085655877	-0.030145610785412568	0.004106985853230256	0.07067291259106231	0.7136979973491893	0.03711210506361253	0.0013001425885540185	0.36665427864906275	0.00024062221084424732	-0.0039183074876945525	4.17353332300581e-09	0.0008398735281778249
0.0013747892736867067	0.024389964558093603	0.03554369994539312	0.06952563375159439	0.9068920558598189	-60.950270592831615	0.016415847999736177	0.011960391851967999	2.865240279718658e-11	-0.18707750302412834	-0.029966961675291077	0.004072613222876296	0.0711289915125866	0.7085218706630464	0.03704321896077852	0.001292233365307201	0.3664414812872487	0.0002290790563761957	-0.0039009992624581217	4.161722740617324e-09	0.0007959263547416952
0.001310478693960787	0.024228914819645307	0.03584183554201932	0.06942010787486948	0.9071039676280244	-60.964102685385264	0.01638616512557733	0.011921182828706378	2.8589252281115676e-11	-0.1863580039100471	-0.029832846868809573	0.004046016402425665	0.0715972696791536	0.7035082827477683	0.036991316604719236	0.0012862966287829237	0.36628093172555876	0.000218365421788006	-0.0038872016882095504	4.150572967680449e-09	0.000755854963417303
0.0012508133914800842	0.02406962638292989	0.03612555875980041	0.06934339454196971	0.9072616529303852	-60.97356003028066	0.016363774828519372	0.011889861945972727	2.8526164269884108e-11	-0.18587024786055506	-0.029741494187936025	0.004026849652711623	0.07207569702060965	0.6986555652976874	0.03695586993445025	0.0012822532213450433	0.36617117709587965	0.00020842544835635908	-0.0038767884806564534	4.140064973730719e-09	0.0007193186660840942
0.0011954814311098169	0.023912214238251992	0.03639401480901077	0.0692946156101867	0.907366826435299	-60.978765261478	0.016348451163808935	0.011866167677515893	2.846315365743364e-11	-0.1856060859830324	-0.029691333716880288	0.004014810916820184	0.07256236381076532	0.693961982526139	0.036936374368141026	0.001280033187538261	0.36611077513466	0.00019920721376413646	-0.0038696424311576634	4.130179318455013e-09	0.0006860115506307558
0.001144192888717205	0.023756787367660234	0.03664644882877812	0.06927292979412115	0.9074211132775021	-60.97984002772685	0.01633997809468093	0.01184985266932671	2.8400232212900908e-11	-0.18555824841817825	-0.029680987198300448	0.004009639022303469	0.07305549452993892	0.689425769836778	0.03693235019270045	0.0012795752775311953	0.36609830397671095	0.000190662455681878	-0.003865655313512873	4.120896410340447e-09	0.00065565886141732
0.0010966783075731425	0.023603449213818913	0.0368822023719001	0.06927753524448983	0.9074260459222376	-60.97690419485092	0.016338150109098643	0.011840684157192652	2.833740925206549e-11	-0.18572030817623345	-0.02970925827492934	0.0040111111590876046	0.0735534419337043	0.6850451678646371	0.03694334363279536	0.0012808264921874142	0.3661323706323209	0.00018274631560883758	-0.003864727750763055	4.112196717962074e-09	0.000628013763758725
0.001052687267270475	0.02345229813437839	0.03710070949444662	0.06930767158823799	0.9073830619602733	-60.970075150302364	0.016342772698624605	0.011838444239015318	2.8274692159942632e-11	-0.1860866472623002	-0.029775123660218852	0.004019040636023734	0.07405468134714309	0.6808184523937088	0.036968927662166265	0.001283741673083723	0.36621161830172294	0.00017541710132024224	-0.003866769056856676	4.1040609427573475e-09	0.0006028544550906304
0.0010119870566873965	0.023303427841795035	0.03730149252400718	0.06936262151718155	0.9072935026479101	-60.95946719865098	0.016353662724186833	0.011842930032824444	2.8212086798359495e-11	-0.18665242564588724	-0.02987772529390673	0.004033274913140914	0.07455780519829999	0.6767439606235188	0.03700870261168191	0.0012882831396044184	0.3663347326688688	0.00016863606652846316	-0.0038716970647095245	4.096470160311323e-09	0.0005799815885741164
0.0009743614447148283	0.02315692782867063	0.0374841575771573	0.06944171205027709	0.9071586119692018	-60.945191037827925	0.016370648695040253	0.011853953749750925	2.814959782393042e-11	-0.18741355346337588	-0.030016363515442714	0.004053693915567443	0.07506151779683978	0.6728201142128313	0.03706229661988052	0.0012944203742632871	0.36650044730055525	0.00016236720672811774	-0.0038794379523365272	4.089405935681365e-09	0.0005592159785741728
0.0009396095389463493	0.02301288377999079	0.03764838988537763	0.06954431550000179	0.9069795361228322	-60.92735330434703	0.016393570977780558	0.011871342705129849	2.808722893758625e-11	-0.18836666689505732	-0.030190491298481947	0.00408020861469202	0.0755646303694365	0.669045439583795	0.037129365974330024	0.001302129757902006	0.36670754829336333	0.00015657706960636115	-0.0038899260738337687	4.082850417811827e-09	0.0005403965576760105
0.0009075447283409793	0.02287137797263184	0.03779394899176095	0.06966985024687684	0.9067573232458012	-60.90605617886127	0.016422281957199466	0.011894939290797671	2.802498308008699e-11	-0.18950910793591083	-0.030399709559645726	0.004112759880792034	0.07606605635430848	0.6654185858477806	0.0372095953778407	0.001311394355129045	0.3669548782727404	0.00015123457936595548	-0.003903103804156076	4.076786416602071e-09	0.0005233785606215282
0.0008779937020407739	0.02273248966394308	0.03792066386518205	0.06981778138960384	0.9064929232667276	-60.881397041882856	0.01645664616464746	0.011924600927289628	2.7962862586005475e-11	-0.19083890837209821	-0.030643763574175267	0.0041513176058231935	0.07656480695656495	0.6619383407738604	0.03730269817747669	0.0013222037512673295	0.36724133986489715	0.00014631087366919203	-0.003918921403608496	4.071197466071411e-09	0.0005080319105132888
0.0008507955409582826	0.022596295470044898	0.03802842798812216	0.06998762130711363	0.9061871877816179	-60.853468171606046	0.016496540388594126	0.01196020001307606	2.7900869305009412e-11	-0.192354778170195	-0.030922540518805806	0.00419588009054633	0.07705998698120725	0.6586036451214577	0.037408416585193754	0.0013345539415791292	0.3675658987365744	0.00014177915264790145	-0.0039373369075629315	4.066067876191583e-09	0.000494239787277994
0.0008258008727051552	0.02246286973739085	0.038117194433379825	0.07017893020425686	0.905840869848337	-60.82235647407338	0.016541853781722474	0.012001623885806176	2.7839004698087676e-11	-0.19405609861132087	-0.03123606819041401	0.00424647370218355	0.07755079091138604	0.6554136057669151	0.03752652192470916	0.0013484472748318732	0.36792758631664424	0.000137614538416539	-0.003958316046809274	4.0613827759869935e-09	0.00048189735687457857
0.0008028710924397188	0.022332284906352654	0.03818697100530365	0.07039131668605982	0.9054546236032106	-60.78814324005721	0.01659248797694297	0.012048774810192385	2.7777269913391677e-11	-0.19594292031461216	-0.03158451492211859	0.004303152805776837	0.07803649929692429	0.6523675078066061	0.0376568149234342	0.0013638924521242276	0.3683255022649165	0.00013379394552475224	-0.003981832203291086	4.057128149461331e-09	0.00047091064848236617
0.0007818776383765849	0.022204611871785438	0.03823781543573427	0.07062443840384157	0.9050290036268396	-60.75090391884166	0.016648357223823705	0.01210157000430453	2.771566584683345e-11	-0.19801596659221077	-0.03196819077683388	0.004365999976728721	0.07851647540274968	0.6494648260826814	0.037799126084378666	0.0013809045845226517	0.36875881680179956	0.00013029596047978582	-0.004007866405700153	4.0532908665365515e-09	0.00046119556059166816
0.0007627013222103854	0.022079920341056002	0.038269830681861024	0.07087800282280779	0.9045644639600283	-60.71070790291756	0.01670938855773334	0.012159941717436373	2.7654193190269516e-11	-0.2002766424260589	-0.03238755007959204	0.004435126507486015	0.07899016215893127	0.6467052363495013	0.037953316159098305	0.0013995053122812765	0.3692267729678112	0.00012710073038587767	-0.004036407370170125	4.049858710294759e-09	0.00045267698515236675
0.0007452317092033524	0.021958279192693744	0.03828316033554143	0.07115176815722246	0.9040613566949095	-60.667618315910225	0.016775522012679702	0.01222383737134731	2.7592852470060983e-11	-0.20272704953987292	-0.032843195388992	0.004510673225710838	0.07945707940841659	0.6440886264058996	0.038119276750138494	0.0014197229902015876	0.3697286889015971	0.00012418985983030754	-0.0040674515910010456	4.04682040202304e-09	0.0004452880371576347
