A	R	T	Pi	D	G*T	RG*AT	GA	RG	GAD	RGD	RGA	G	G*AT	GD	RG*T	RGAD	Values[Z]	Values[v]
0.0	9.900959046855237e-07	0.0004679860239921308	0.004400004088564673	0.00014900397644466109	9.588866680080942e-11	0.0	0.0	4.3678203895036563e-13	0.0	1.1210400264786283e-10	0.0	9.829925127571579e-18	0.0	1.600889418621768e-14	9.79155452979351e-09	0.0	0.9887443196594319	0.012853676155572615
0.0	9.900959046858337e-07	0.00046798589545533697	0.0044000042171014365	0.00014900410498145473	9.588866711154937e-11	0.0	0.0	4.367818821635777e-13	0.0	1.1210397160927797e-10	0.0	9.829922684858012e-18	0.0	1.600889345049841e-14	9.791554560678876e-09	0.0	0.9887443227790425	0.012853676196127551
0.0	9.900959046861437e-07	0.0004679857669185432	0.004400004345638199	0.00014900423351824838	9.588866742228932e-11	0.0	0.0	4.367817253767898e-13	0.0	1.1210394057069313e-10	0.0	9.829920242144446e-18	0.0	1.6008892714779142e-14	9.791554591564241e-09	0.0	0.9887443258986529	0.012853676236682486
0.0	9.90095904686156e-07	0.00046798563838178556	0.004400004474174955	0.00014900436205500593	9.588866743447513e-11	0.0	0.0	4.367816668661455e-13	0.0	1.1210393991722182e-10	0.0	9.829919804872811e-18	0.0	1.6008892683096014e-14	9.791554592264068e-09	0.0	0.9887443259698542	0.012853676237608103
0.0	9.900959046856607e-07	0.0004679855098450897	0.0044000046027117025	0.00014900449059170195	9.588866693825088e-11	0.0	0.0	4.3678177571067643e-13	0.0	1.1210399100678614e-10	0.0	9.829922782683139e-18	0.0	1.6008893850321244e-14	9.791554541560713e-09	0.0	0.9887443208498963	0.01285367617104865
0.0	9.900959046851658e-07	0.00046798538130839374	0.00440000473124845	0.000149004619128398	9.588866644202661e-11	0.0	0.0	4.367818845552074e-13	0.0	1.1210404209635046e-10	0.0	9.829925760493466e-18	0.0	1.600889501754648e-14	9.791554490857358e-09	0.0	0.9887443157299382	0.012853676104489195
0.0	9.900959046846707e-07	0.00046798525277169786	0.004400004859785197	0.000149004747665094	9.588866594580236e-11	0.0	0.0	4.367819933997383e-13	0.0	1.1210409318591478e-10	0.0	9.829928738303795e-18	0.0	1.6008896184771715e-14	9.791554440154003e-09	0.0	0.9887443106099804	0.012853676037929746
0.0	9.900959046841756e-07	0.0004679851242350019	0.004400004988321944	0.00014900487620179	9.588866544957811e-11	0.0	0.0	4.3678210224426927e-13	0.0	1.1210414427547908e-10	0.0	9.829931716114122e-18	0.0	1.6008897351996945e-14	9.791554389450648e-09	0.0	0.9887443054900223	0.01285367597137029
0.0	9.900959046836805e-07	0.000467984995698306	0.0044000051168586905	0.00014900500473848604	9.588866495335385e-11	0.0	0.0	4.367822110888003e-13	0.0	1.121041953650434e-10	0.0	9.82993469392445e-18	0.0	1.600889851922218e-14	9.791554338747292e-09	0.0	0.9887443003700646	0.012853675904810838
0.0	9.900959046831857e-07	0.0004679848671616101	0.004400005245395439	0.00014900513327518206	9.58886644571296e-11	0.0	0.0	4.367823199333312e-13	0.0	1.1210424645460773e-10	0.0	9.829937671734777e-18	0.0	1.6008899686447416e-14	9.791554288043938e-09	0.0	0.9887442952501068	0.012853675838251385
0.0	9.900959046826906e-07	0.00046798473862491417	0.004400005373932185	0.0001490052618118781	9.588866396090533e-11	0.0	0.0	4.3678242877786216e-13	0.0	1.1210429754417205e-10	0.0	9.829940649545104e-18	0.0	1.6008900853672646e-14	9.791554237340582e-09	0.0	0.9887442901301488	0.012853675771691933
0.0	9.900959046821955e-07	0.00046798461008821824	0.004400005502468932	0.00014900539034857412	9.588866346468108e-11	0.0	0.0	4.3678253762239313e-13	0.0	1.1210434863373637e-10	0.0	9.829943627355432e-18	0.0	1.600890202089788e-14	9.791554186637228e-09	0.0	0.9887442850101907	0.01285367570513248
0.0	9.900959046817004e-07	0.0004679844815515223	0.00440000563100568	0.0001490055188852701	9.588866296845683e-11	0.0	0.0	4.367826464669241e-13	0.0	1.1210439972330069e-10	0.0	9.829946605165759e-18	0.0	1.6008903188123117e-14	9.791554135933872e-09	0.0	0.9887442798902328	0.012853675638573026
0.0	9.900959046812053e-07	0.0004679843530148264	0.004400005759542427	0.00014900564742196615	9.588866247223256e-11	0.0	0.0	4.3678275531145506e-13	0.0	1.1210445081286499e-10	0.0	9.829949582976088e-18	0.0	1.6008904355348347e-14	9.791554085230518e-09	0.0	0.9887442747702749	0.012853675572013576
0.0	9.900959046807102e-07	0.00046798422447813054	0.004400005888079174	0.00014900577595866217	9.58886619760083e-11	0.0	0.0	4.3678286415598597e-13	0.0	1.1210450190242931e-10	0.0	9.829952560786415e-18	0.0	1.600890552257358e-14	9.791554034527162e-09	0.0	0.988744269650317	0.012853675505454121
0.0	9.900959046802153e-07	0.0004679840959414346	0.004400006016615921	0.0001490059044953582	9.588866147978404e-11	0.0	0.0	4.3678297300051693e-13	0.0	1.1210455299199363e-10	0.0	9.829955538596743e-18	0.0	1.6008906689798817e-14	9.791553983823809e-09	0.0	0.9887442645303591	0.012853675438894669
0.0	9.900959046797202e-07	0.0004679839674047387	0.004400006145152668	0.00014900603303205423	9.588866098355979e-11	0.0	0.0	4.367830818450479e-13	0.0	1.1210460408155795e-10	0.0	9.82995851640707e-18	0.0	1.6008907857024048e-14	9.791553933120453e-09	0.0	0.9887442594104012	0.012853675372335217
0.0	9.900959046792252e-07	0.0004679838388680428	0.0044000062736894155	0.00014900616156875024	9.588866048733552e-11	0.0	0.0	4.3678319068957886e-13	0.0	1.1210465517112228e-10	0.0	9.829961494217397e-18	0.0	1.600890902424928e-14	9.7915538824171e-09	0.0	0.9887442542904433	0.012853675305775764
0.0	9.900959046787303e-07	0.00046798371033134685	0.004400006402226162	0.00014900629010544626	9.588865999111128e-11	0.0	0.0	4.3678329953410983e-13	0.0	1.1210470626068657e-10	0.0	9.829964472027725e-18	0.0	1.6008910191474518e-14	9.791553831713743e-09	0.0	0.9887442491704852	0.012853675239216308
0.0	9.900959046782352e-07	0.00046798358179465097	0.00440000653076291	0.00014900641864214228	9.588865949488702e-11	0.0	0.0	4.3678340837864074e-13	0.0	1.121047573502509e-10	0.0	9.829967449838052e-18	0.0	1.600891135869975e-14	9.79155378101039e-09	0.0	0.9887442440505274	0.012853675172656856
0.0	9.900959046777399e-07	0.00046798345325795504	0.004400006659299656	0.00014900654717883832	9.588865899866276e-11	0.0	0.0	4.367835172231717e-13	0.0	1.1210480843981522e-10	0.0	9.82997042764838e-18	0.0	1.6008912525924982e-14	9.791553730307033e-09	0.0	0.9887442389305694	0.012853675106097404
0.0	9.900959046772448e-07	0.0004679833247212591	0.0044000067878364035	0.00014900667571553434	9.58886585024385e-11	0.0	0.0	4.367836260677027e-13	0.0	1.1210485952937954e-10	0.0	9.829973405458707e-18	0.0	1.6008913693150216e-14	9.79155367960368e-09	0.0	0.9887442338106116	0.012853675039537951
0.0	9.9009590467675e-07	0.00046798319618456316	0.004400006916373151	0.00014900680425223035	9.588865800621424e-11	0.0	0.0	4.3678373491223363e-13	0.0	1.1210491061894386e-10	0.0	9.829976383269034e-18	0.0	1.600891486037545e-14	9.791553628900323e-09	0.0	0.9887442286906538	0.012853674972978495
0.0	9.900959046762548e-07	0.00046798306764786734	0.004400007044909898	0.00014900693278892637	9.588865750998998e-11	0.0	0.0	4.367838437567646e-13	0.0	1.1210496170850818e-10	0.0	9.829979361079363e-18	0.0	1.6008916027600683e-14	9.791553578196968e-09	0.0	0.9887442235706958	0.012853674906419046
0.0	9.900959046757597e-07	0.0004679829391111714	0.004400007173446645	0.0001490070613256224	9.588865701376573e-11	0.0	0.0	4.3678395260129556e-13	0.0	1.1210501279807248e-10	0.0	9.82998233888969e-18	0.0	1.6008917194825917e-14	9.791553527493613e-09	0.0	0.9887442184507378	0.01285367483985959
0.0	9.900959046752649e-07	0.00046798281057447547	0.0044000073019833915	0.00014900718986231843	9.588865651754146e-11	0.0	0.0	4.3678406144582647e-13	0.0	1.121050638876368e-10	0.0	9.829985316700018e-18	0.0	1.600891836205115e-14	9.791553476790258e-09	0.0	0.9887442133307799	0.012853674773300138
0.0	9.900959046747679e-07	0.0004679826820377912	0.004400007430520128	0.00014900731839900282	9.588865601945812e-11	0.0	0.0	4.3678417090199676e-13	0.0	1.121051151664115e-10	0.0	9.829988306996666e-18	0.0	1.6008919533660368e-14	9.791553425898936e-09	0.0	0.9887442081918392	0.012853674706493913
0.0	9.900959046742463e-07	0.00046798255350126124	0.004400007559056712	0.00014900744693553287	9.588865549672949e-11	0.0	0.0	4.3678428846646496e-13	0.0	1.1210516895348485e-10	0.0	9.82999146282031e-18	0.0	1.60089207633866e-14	9.791553372515793e-09	0.0	0.9887442028012522	0.012853674636416276
0.0	9.90095904673725e-07	0.00046798242496473135	0.004400007687593297	0.0001490075754720629	9.588865497400087e-11	0.0	0.0	4.3678440603093315e-13	0.0	1.1210522274055823e-10	0.0	9.829994618643954e-18	0.0	1.600892199311283e-14	9.791553319132652e-09	0.0	0.9887441974106652	0.012853674566338647
0.0	9.900959046732032e-07	0.0004679822964282014	0.004400007816129879	0.00014900770400859295	9.588865445127224e-11	0.0	0.0	4.3678452359540135e-13	0.0	1.1210527652763158e-10	0.0	9.829997774467598e-18	0.0	1.6008923222839058e-14	9.79155326574951e-09	0.0	0.9887441920200781	0.012853674496261014
0.0	9.900959046726818e-07	0.0004679821678916715	0.004400007944666463	0.000149007832545123	9.58886539285436e-11	0.0	0.0	4.3678464115986954e-13	0.0	1.1210533031470495e-10	0.0	9.83000093029124e-18	0.0	1.600892445256529e-14	9.791553212366367e-09	0.0	0.988744186629491	0.012853674426183383
0.0	9.900959046721603e-07	0.0004679820393551415	0.004400008073203047	0.00014900796108165303	9.588865340581497e-11	0.0	0.0	4.367847587243377e-13	0.0	1.1210538410177832e-10	0.0	9.830004086114884e-18	0.0	1.6008925682291518e-14	9.791553158983226e-09	0.0	0.9887441812389041	0.012853674356105751
0.0	9.900959046716387e-07	0.00046798191081861163	0.0044000082017396315	0.00014900808961818308	9.588865288308634e-11	0.0	0.0	4.367848762888059e-13	0.0	1.1210543788885167e-10	0.0	9.830007241938528e-18	0.0	1.6008926912017747e-14	9.791553105600085e-09	0.0	0.988744175848317	0.01285367428602812
0.0	9.900959046711174e-07	0.0004679817822820817	0.004400008330276215	0.00014900821815471313	9.588865236035772e-11	0.0	0.0	4.3678499385327407e-13	0.0	1.1210549167592504e-10	0.0	9.830010397762172e-18	0.0	1.600892814174398e-14	9.791553052216943e-09	0.0	0.9887441704577299	0.012853674215950489
0.0	9.900959046705958e-07	0.0004679816537455518	0.004400008458812799	0.00014900834669124316	9.588865183762909e-11	0.0	0.0	4.367851114177422e-13	0.0	1.121055454629984e-10	0.0	9.830013553585814e-18	0.0	1.6008929371470208e-14	9.7915529988338e-09	0.0	0.9887441650671429	0.012853674145872856
0.0	9.900959046700742e-07	0.00046798152520902185	0.004400008587349383	0.0001490084752277732	9.588865131490045e-11	0.0	0.0	4.3678522898221046e-13	0.0	1.1210559925007177e-10	0.0	9.83001670940946e-18	0.0	1.6008930601196433e-14	9.791552945450657e-09	0.0	0.9887441596765556	0.012853674075795221
0.0	9.900959046695527e-07	0.0004679813966724919	0.004400008715885967	0.00014900860376430326	9.588865079217184e-11	0.0	0.0	4.367853465466786e-13	0.0	1.1210565303714512e-10	0.0	9.830019865233103e-18	0.0	1.6008931830922665e-14	9.791552892067516e-09	0.0	0.9887441542859686	0.012853674005717592
0.0	9.900959046690313e-07	0.00046798126813596196	0.0044000088444225505	0.00014900873230083332	9.588865026944319e-11	0.0	0.0	4.367854641111468e-13	0.0	1.121057068242185e-10	0.0	9.830023021056747e-18	0.0	1.6008933060648894e-14	9.791552838684373e-09	0.0	0.9887441488953816	0.012853673935639959
0.0	9.900959046685098e-07	0.0004679811395994321	0.004400008972959134	0.00014900886083736334	9.588864974671457e-11	0.0	0.0	4.36785581675615e-13	0.0	1.1210576061129186e-10	0.0	9.83002617688039e-18	0.0	1.6008934290375123e-14	9.791552785301231e-09	0.0	0.9887441435047947	0.012853673865562326
0.0	9.900959046679884e-07	0.00046798101106290213	0.004400009101495718	0.0001490089893738934	9.588864922398594e-11	0.0	0.0	4.3678569924008314e-13	0.0	1.1210581439836521e-10	0.0	9.830029332704033e-18	0.0	1.6008935520101355e-14	9.79155273191809e-09	0.0	0.9887441381142072	0.012853673795484695
0.0	9.900959046674669e-07	0.00046798088252637224	0.004400009230032302	0.00014900911791042345	9.588864870125732e-11	0.0	0.0	4.3678581680455133e-13	0.0	1.1210586818543858e-10	0.0	9.830032488527677e-18	0.0	1.6008936749827583e-14	9.791552678534947e-09	0.0	0.9887441327236203	0.012853673725407064
0.0	9.900959046669453e-07	0.00046798075398984224	0.004400009358568885	0.00014900924644695347	9.588864817852868e-11	0.0	0.0	4.367859343690196e-13	0.0	1.1210592197251193e-10	0.0	9.830035644351321e-18	0.0	1.6008937979553812e-14	9.791552625151805e-09	0.0	0.9887441273330333	0.01285367365532943
0.0	9.900959046664237e-07	0.00046798062545331235	0.0044000094871054695	0.00014900937498348352	9.588864765580005e-11	0.0	0.0	4.367860519334877e-13	0.0	1.1210597575958531e-10	0.0	9.830038800174963e-18	0.0	1.6008939209280044e-14	9.791552571768664e-09	0.0	0.9887441219424462	0.0128536735852518
0.0	9.900959046659024e-07	0.0004679804969167824	0.004400009615642054	0.00014900950352001358	9.588864713307142e-11	0.0	0.0	4.367861694979559e-13	0.0	1.1210602954665867e-10	0.0	9.830041955998607e-18	0.0	1.6008940439006273e-14	9.791552518385522e-09	0.0	0.9887441165518591	0.012853673515174168
0.0	9.900959046653808e-07	0.0004679803683802525	0.004400009744178638	0.00014900963205654363	9.588864661034279e-11	0.0	0.0	4.367862870624241e-13	0.0	1.1210608333373202e-10	0.0	9.830045111822251e-18	0.0	1.60089416687325e-14	9.79155246500238e-09	0.0	0.9887441111612721	0.012853673445096539
0.0	9.900959046648595e-07	0.0004679802398437226	0.004400009872715221	0.00014900976059307368	9.588864608761417e-11	0.0	0.0	4.3678640462689225e-13	0.0	1.121061371208054e-10	0.0	9.830048267645895e-18	0.0	1.6008942898458733e-14	9.791552411619238e-09	0.0	0.9887441057706851	0.012853673375018906
0.0	9.90095904664338e-07	0.00046798011130719263	0.004400010001251804	0.00014900988912960373	9.588864556488553e-11	0.0	0.0	4.3678652219136045e-13	0.0	1.1210619090787875e-10	0.0	9.830051423469537e-18	0.0	1.6008944128184962e-14	9.791552358236095e-09	0.0	0.9887441003800979	0.012853673304941271
0.0	9.900959046638161e-07	0.0004679799827706627	0.004400010129788389	0.00014901001766613379	9.588864504215692e-11	0.0	0.0	4.3678663975582864e-13	0.0	1.1210624469495213e-10	0.0	9.830054579293181e-18	0.0	1.600894535791119e-14	9.791552304852952e-09	0.0	0.9887440949895109	0.012853673234863642
0.0	9.900959046632948e-07	0.0004679798542341328	0.004400010258324973	0.0001490101462026638	9.588864451942828e-11	0.0	0.0	4.3678675732029684e-13	0.0	1.1210629848202548e-10	0.0	9.830057735116825e-18	0.0	1.6008946587637423e-14	9.79155225146981e-09	0.0	0.9887440895989239	0.012853673164786009
0.0	9.900959046627732e-07	0.00046797972569760285	0.004400010386861556	0.00014901027473919386	9.588864399669964e-11	0.0	0.0	4.3678687488476503e-13	0.0	1.1210635226909884e-10	0.0	9.83006089094047e-18	0.0	1.6008947817363652e-14	9.791552198086669e-09	0.0	0.9887440842083367	0.012853673094708376
0.0	9.900959046622519e-07	0.00046797959716107296	0.00440001051539814	0.00014901040327572392	9.588864347397102e-11	0.0	0.0	4.367869924492332e-13	0.0	1.1210640605617221e-10	0.0	9.830064046764112e-18	0.0	1.600894904708988e-14	9.791552144703526e-09	0.0	0.9887440788177497	0.012853673024630743
0.0	9.900959046617303e-07	0.000467979468624543	0.004400010643934724	0.00014901053181225394	9.588864295124238e-11	0.0	0.0	4.3678711001370137e-13	0.0	1.1210645984324556e-10	0.0	9.830067202587756e-18	0.0	1.6008950276816112e-14	9.791552091320384e-09	0.0	0.9887440734271628	0.012853672954553114
0.0	9.90095904661209e-07	0.0004679793400880131	0.0044000107724713085	0.000149010660348784	9.588864242851376e-11	0.0	0.0	4.3678722757816956e-13	0.0	1.1210651363031894e-10	0.0	9.8300703584114e-18	0.0	1.600895150654234e-14	9.791552037937243e-09	0.0	0.9887440680365756	0.01285367288447548
0.0	9.900959046606874e-07	0.00046797921155148313	0.004400010901007892	0.00014901078888531405	9.588864190578513e-11	0.0	0.0	4.3678734514263776e-13	0.0	1.1210656741739229e-10	0.0	9.830073514235044e-18	0.0	1.600895273626857e-14	9.791551984554101e-09	0.0	0.9887440626459884	0.01285367281439785
0.0	9.900959046601659e-07	0.00046797908301495324	0.004400011029544476	0.0001490109174218441	9.588864138305651e-11	0.0	0.0	4.3678746270710595e-13	0.0	1.1210662120446565e-10	0.0	9.830076670058686e-18	0.0	1.6008953965994802e-14	9.791551931170958e-09	0.0	0.9887440572554014	0.012853672744320218
0.0	9.900959046596443e-07	0.0004679789544784233	0.004400011158081059	0.00014901104595837412	9.588864086032787e-11	0.0	0.0	4.3678758027157415e-13	0.0	1.1210667499153903e-10	0.0	9.83007982588233e-18	0.0	1.600895519572103e-14	9.791551877787817e-09	0.0	0.9887440518648144	0.012853672674242589
0.0	9.90095904659123e-07	0.0004679788259418934	0.0044000112866176425	0.00014901117449490418	9.588864033759923e-11	0.0	0.0	4.3678769783604234e-13	0.0	1.1210672877861238e-10	0.0	9.830082981705974e-18	0.0	1.6008956425447256e-14	9.791551824404676e-09	0.0	0.9887440464742272	0.012853672604164956
0.0	9.900959046586014e-07	0.0004679786974053634	0.004400011415154227	0.00014901130303143423	9.588863981487061e-11	0.0	0.0	4.367878154005105e-13	0.0	1.1210678256568575e-10	0.0	9.830086137529618e-18	0.0	1.6008957655173488e-14	9.79155177102153e-09	0.0	0.9887440410836401	0.012853672534087321
