PKA	Ca	PP2A	PP2ACa	PP2B	PP2AP	PP2APCa	CK1	D75:137	D34:75:137	D75	D34:75	cAMP	CDK5	PP2C	D	D137	D34	D34:137	PDE	PDEP	cAMP_R2C2	cAMP3_R2C2	cAMP4_R2C	PP2BinactiveCa2	CK1P	D34:75_PP2ACa	D75_PP2A	D34:75:137_PP2APCa	D75:137_PP2AP	D75_PKA	D34:75:137_PP2B	D75:137_PP2ACa	D34:75:137_PP2A	D75_CK1	cAMP2_R2C2	D34:75_PP2AP	D75_PP2APCa	D137_PKA	D34:75:137_PP2C	D34:137_CDK5	D34_PP2B	D34_CK1	D34:75_PP2A	D75_PP2ACa	D137_PP2C	D75:137_PP2APCa	D_PKA	PP2A_PKA	D_CDK5	D34:75:137_PP2AP	PDE_PKA	D34:137_PP2B	D_CK1	D34:75_PP2APCa	AMP	D75:137_PP2C	D34:75:137_PP2ACa	D34_CDK5	D75:137_PKA	D75_PP2AP	cAMP_PDE	PP2ACa_PKA	PP2Binactive	CK1P_PP2B	D34:75_PP2B	D34:75_CK1	D34:137_PP2C	D75:137_PP2A	D137_CDK5	cAMP_PDEP	cAMP4_R2C2	cAMP4_R2	R2C2
0.0	1.040451958185483e-08	1.7090349366555618e-07	3.404925380879879e-10	8.43683447606612e-09	0.0	0.0	6.531151909130022e-09	7.189423371783511e-08	0.0	1.4283500189878788e-06	0.0	0.0	8.932208179689635e-08	1.1910779355602907e-07	3.1571705248754897e-06	1.6051308814841106e-07	0.0	0.0	2e-06	0.0	0.0	0.0	0.0	2.926424815818922e-08	1.4946618595293235e-07	0.0	2.726042403815096e-08	0.0	0.0	0.0	0.0	5.816078897136049e-12	0.0	2.7189946745880175e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1509062229920557e-10	9.603552218140275e-09	0.0	0.0	0.0	1.0530074420922282e-07	0.0	0.0	0.0	6.027001152368209e-09	0.0	0.0	4.288654225830882e-09	0.0	0.0	0.0	0.0	0.0	0.0	2.930422510547638e-07	1.2566663109804583e-09	0.0	0.0	0.0	1.3746830570083611e-09	5.377173993879986e-09	0.0	0.0	0.0	6.640000000000001e-06
0.0	1.0639517933804324e-08	1.7024642174822896e-07	3.4864240419409e-10	9.359629763834398e-09	0.0	0.0	7.018426387900978e-09	6.993643178678838e-08	0.0	1.469660831432867e-06	0.0	0.0	8.991624650567142e-08	1.1978314498048482e-07	3.128181753041249e-06	1.5009903201676284e-07	0.0	0.0	2e-06	0.0	0.0	0.0	0.0	3.0596406257136235e-08	1.4818229703493562e-07	0.0	2.7946026020852726e-08	0.0	0.0	0.0	0.0	5.791524771061488e-12	0.0	3.005225714528786e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2132685778000086e-10	9.022857382485082e-09	0.0	0.0	0.0	1.0502690461829375e-07	0.0	0.0	0.0	6.411181646384276e-09	0.0	0.0	4.193997637030366e-09	0.0	0.0	0.0	0.0	0.0	0.0	2.9066109476277957e-07	1.3828692162493423e-09	0.0	0.0	0.0	1.3317914441729726e-09	5.056848876033977e-09	0.0	0.0	0.0	6.640000000000001e-06
0.0	1.0855477098152368e-08	1.6971548796973517e-07	3.561273378003856e-10	1.0254545671140986e-08	0.0	0.0	7.589706728615598e-09	6.862958921154147e-08	0.0	1.5029184996569114e-06	0.0	0.0	9.04089636266396e-08	1.202672861338373e-07	3.1033226533562857e-06	1.4267668435537709e-07	0.0	0.0	2e-06	0.0	0.0	0.0	0.0	3.1819937809767415e-08	1.4670921195022482e-07	0.0	2.84933559009023e-08	0.0	0.0	0.0	0.0	5.8025860348328344e-12	0.0	3.3240850520448123e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2679728917119663e-10	8.602696964342403e-09	0.0	0.0	0.0	1.0476292685103063e-07	0.0	0.0	0.0	6.876353435853674e-09	0.0	0.0	4.130016901820583e-09	0.0	0.0	0.0	0.0	0.0	0.0	2.8842487368583107e-07	1.5006428332601073e-09	0.0	0.0	0.0	1.3024289163559679e-09	4.828109522328881e-09	0.0	0.0	0.0	6.640000000000001e-06
0.0	1.1054874172409872e-08	1.6928576123885157e-07	3.630478577756901e-10	1.1121068258725368e-08	0.0	0.0	8.20002256364688e-09	6.804942027705965e-08	0.0	1.5294391067638322e-06	0.0	0.0	9.081726943034481e-08	1.2057139332591488e-07	3.081644897151474e-06	1.3786914999832477e-07	0.0	0.0	2e-06	0.0	0.0	0.0	0.0	3.294815044877094e-08	1.4515435737305732e-07	0.0	2.8926010106859814e-08	0.0	0.0	0.0	0.0	5.862117932301822e-12	0.0	3.6565209216214672e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.315936558456257e-10	8.325667011766926e-09	0.0	0.0	0.0	1.0450101054475591e-07	0.0	0.0	0.0	7.378376740576557e-09	0.0	0.0	4.1029396623184665e-09	0.0	0.0	0.0	0.0	0.0	0.0	2.863200588914064e-07	1.610722401096774e-09	0.0	0.0	0.0	1.2877250227347904e-09	4.681720024898367e-09	0.0	0.0	0.0	6.640000000000001e-06
0.0	1.1239710090225685e-08	1.689374815619299e-07	3.694787865364196e-10	1.1959088962886528e-08	0.0	0.0	8.821300997061057e-09	6.818740982744853e-08	0.0	1.550358741433093e-06	0.0	0.0	9.115555278510329e-08	1.2071417249147715e-07	3.0624622106157005e-06	1.3528835642274515e-07	0.0	0.0	2e-06	0.0	0.0	0.0	0.0	3.399195898822855e-08	1.4358491439219106e-07	0.0	2.9263987145090767e-08	0.0	0.0	0.0	0.0	5.974815678442132e-12	0.0	3.98965311230879e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3579979872420245e-10	8.172168044877044e-09	0.0	0.0	0.0	1.0423754682296365e-07	0.0	0.0	0.0	7.890314213753434e-09	0.0	0.0	4.11365946364608e-09	0.0	0.0	0.0	0.0	0.0	0.0	2.843351347641997e-07	1.71381728468471e-09	0.0	0.0	0.0	1.2872778920400367e-09	4.606900391932156e-09	0.0	0.0	0.0	6.640000000000001e-06
0.0	1.1411630950505699e-08	1.6865490337859484e-07	3.754779915296732e-10	1.2768784935756926e-08	0.0	0.0	9.436379190757419e-09	6.898642679338544e-08	0.0	1.5666491821895976e-06	0.0	0.0	9.143588555379089e-08	1.2071768468118893e-07	3.045270663158697e-06	1.3456645887630184e-07	0.0	0.0	2e-06	0.0	0.0	0.0	0.0	3.4960479625226955e-08	1.4204182495474287e-07	0.0	2.9524160412732197e-08	0.0	0.0	0.0	0.0	6.140036582725938e-12	0.0	4.315171342503003e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3949144339481032e-10	8.122541382315987e-09	0.0	0.0	0.0	1.0397138788189246e-07	0.0	0.0	0.0	8.396049244621517e-09	0.0	0.0	4.159773936495389e-09	0.0	0.0	0.0	0.0	0.0	0.0	2.824601601716413e-07	1.8105752673742405e-09	0.0	0.0	0.0	1.2998267371655256e-09	4.592726564315758e-09	0.0	0.0	0.0	6.640000000000001e-06
0.0	1.1572011348174793e-08	1.6842542635379487e-07	3.81091705559227e-10	1.3550536348653382e-08	0.0	0.0	1.0035102956680609e-08	7.036501360640521e-08	0.0	1.5791344751728263e-06	0.0	0.0	9.166834277135125e-08	1.2060459244174805e-07	3.029694829153122e-06	1.353708431526425e-07	0.0	0.0	2e-06	0.0	0.0	0.0	0.0	3.5861435548705616e-08	1.405490330615315e-07	0.0	2.9720690677230088e-08	0.0	0.0	0.0	0.0	6.353910475867667e-12	0.0	4.628025089650172e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.427362070727566e-10	8.15832125765495e-09	0.0	0.0	0.0	1.0370275828905311e-07	0.0	0.0	0.0	8.886267097808244e-09	0.0	0.0	4.237086300597282e-09	0.0	0.0	0.0	0.0	0.0	0.0	2.8068645630831186e-07	1.901571794328541e-09	0.0	0.0	0.0	1.3237011458669735e-09	4.628898939594767e-09	0.0	0.0	0.0	6.640000000000001e-06
0.0	1.1722013522485436e-08	1.682389327616254e-07	3.863578762965862e-10	1.4304867135261861e-08	0.0	0.0	1.0611790886990369e-08	7.22330862423027e-08	0.0	1.5885079796042517e-06	0.0	0.0	9.186129847629954e-08	1.2039647287253532e-07	3.015451039172254e-06	1.3740962580612446e-07	0.0	0.0	2e-06	0.0	0.0	0.0	0.0	3.67014445866325e-08	1.3911956647162297e-07	0.0	2.9865398550677617e-08	0.0	0.0	0.0	0.0	6.610834922014722e-12	0.0	4.925418895601946e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4559385220560772e-10	8.26288765423065e-09	0.0	0.0	0.0	1.0343258273694606e-07	0.0	0.0	0.0	9.35591226622358e-09	0.0	0.0	4.340639473234335e-09	0.0	0.0	0.0	0.0	0.0	0.0	2.7900637679854496e-07	1.9873114795601767e-09	0.0	0.0	0.0	1.3571061242725526e-09	4.7061187867535015e-09	0.0	0.0	0.0	6.640000000000001e-06
0.0	1.1862630556871737e-08	1.6808727620031377e-07	3.913083456586925e-10	1.503240159199961e-08	0.0	0.0	1.1163589592858663e-08	7.45014863926177e-08	0.0	1.595349169763888e-06	0.0	0.0	9.202169050767366e-08	1.201128936211641e-07	3.002322023963976e-06	1.4043184015694835e-07	0.0	0.0	2e-06	0.0	0.0	0.0	0.0	3.748623014647088e-08	1.3775952707256268e-07	0.0	2.9968102105793416e-08	0.0	0.0	0.0	0.0	6.904483907409101e-12	0.0	5.206073156112527e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4811674117028128e-10	8.421725952186409e-09	0.0	0.0	0.0	1.03162081566361e-07	0.0	0.0	0.0	9.802575241269135e-09	0.0	0.0	4.465380426649787e-09	0.0	0.0	0.0	0.0	0.0	0.0	2.77413133324333e-07	2.0682349371960344e-09	0.0	0.0	0.0	1.3982921231562003e-09	4.816227925964423e-09	0.0	0.0	0.0	6.640000000000001e-06
0.0	1.199471871279158e-08	1.6796388313201438e-07	3.9597031383091585e-10	1.573383220271406e-08	0.0	0.0	1.168940980401531e-08	7.708733276659753e-08	0.0	1.6001395611924084e-06	0.0	0.0	9.215525232796682e-08	1.1977100621907836e-07	2.990139218233751e-06	1.442248352970459e-07	0.0	0.0	2e-06	0.0	0.0	0.0	0.0	3.8220780411113e-08	1.3647069839140037e-07	0.0	3.0036919859777633e-08	0.0	0.0	0.0	0.0	7.228453855752426e-12	0.0	5.46969624788456e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.50350425607342e-10	8.62244148225532e-09	0.0	0.0	0.0	1.0289253628388064e-07	0.0	0.0	0.0	1.0225468255204046e-08	0.0	0.0	4.606552298666636e-09	0.0	0.0	0.0	0.0	0.0	0.0	2.7590066008467777e-07	2.144727301494738e-09	0.0	0.0	0.0	1.4456478149137465e-09	4.952211388151606e-09	0.0	0.0	0.0	6.640000000000001e-06
0.0	1.2119022144686143e-08	1.6786343978989518e-07	4.0036735371013223e-10	1.6409895642017118e-08	0.0	0.0	1.2189240577672272e-08	7.991662429754248e-08	0.0	1.6032773261287235e-06	0.0	0.0	9.22667127798708e-08	1.1938546936533634e-07	2.9787702544761817e-06	1.4861039224565086e-07	0.0	0.0	2e-06	0.0	0.0	0.0	0.0	3.890947144848026e-08	1.352522406356833e-07	0.0	3.00785388074171e-08	0.0	0.0	0.0	0.0	7.576651473513152e-12	0.0	5.716616379595278e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5233430681832629e-10	8.854632618975996e-09	0.0	0.0	0.0	1.026251611620569e-07	0.0	0.0	0.0	1.062477576111984e-08	0.0	0.0	4.759898015688017e-09	0.0	0.0	0.0	0.0	0.0	0.0	2.7446350626357383e-07	2.217126645928358e-09	0.0	0.0	0.0	1.497743090685535e-09	5.108126058071407e-09	0.0	0.0	0.0	6.640000000000001e-06
0.0	1.2236192127753836e-08	1.67781644498297e-07	4.0452013477636086e-10	1.7061354867834138e-08	0.0	0.0	1.2663709594300185e-08	8.292512444414835e-08	0.0	1.60509036413735e-06	0.0	0.0	9.235996616984282e-08	1.1896856723928742e-07	2.9681100078431828e-06	1.5344042721892794e-07	0.0	0.0	2e-06	0.0	0.0	0.0	0.0	3.955616433761902e-08	1.3410178449607094e-07	0.0	3.009844816378981e-08	0.0	0.0	0.0	0.0	7.943504845180134e-12	0.0	5.947530203725674e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5410231607827482e-10	9.109692026318958e-09	0.0	0.0	0.0	1.0236103970952608e-07	0.0	0.0	0.0	1.1001244194869722e-08	0.0	0.0	4.921740734393959e-09	0.0	0.0	0.0	0.0	0.0	0.0	2.7309674928351383e-07	2.285731511032504e-09	0.0	0.0	0.0	1.5533413822131524e-09	5.2789941206302065e-09	0.0	0.0	0.0	6.640000000000001e-06
0.0	1.2346802252056522e-08	1.677150108487434e-07	4.08446954083927e-10	1.7688985729894265e-08	0.0	0.0	1.3113803288087565e-08	8.605822954276771e-08	0.0	1.6058477557726298e-06	0.0	0.0	9.243821587339928e-08	1.1853043042193782e-07	2.958074095124542e-06	1.5859276440162908e-07	0.0	0.0	2e-06	0.0	0.0	0.0	0.0	4.01642830831266e-08	1.3301613011539212e-07	0.0	3.010114039809995e-08	0.0	0.0	0.0	0.0	8.324058198712107e-12	0.0	6.1633346413491205e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.556835782431678e-10	9.380580743966658e-09	0.0	0.0	0.0	1.0210109961103208e-07	0.0	0.0	0.0	1.135592461524795e-08	0.0	0.0	5.0889888340958495e-09	0.0	0.0	0.0	0.0	0.0	0.0	2.717959238470564e-07	2.3508073399222473e-09	0.0	0.0	0.0	1.6113941626306245e-09	5.46068451556774e-09	0.0	0.0	0.0	6.640000000000001e-06
0.0	1.2451360575908035e-08	1.67660710326271e-07	4.1216413609054475e-10	1.8293567077532564e-08	0.0	0.0	1.3540690566300683e-08	8.927028374343241e-08	0.0	1.6057696397553141e-06	0.0	0.0	9.250409461753657e-08	1.180792994719672e-07	2.948594090112974e-06	1.6396722507626576e-07	0.0	0.0	2e-06	0.0	0.0	0.0	0.0	4.073687796889159e-08	1.3199168783588947e-07	0.0	3.0090282513638454e-08	0.0	0.0	0.0	0.0	8.713993321539387e-12	0.0	6.365016892230027e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5710303478048855e-10	9.661602108379913e-09	0.0	0.0	0.0	1.0184610974623535e-07	0.0	0.0	0.0	1.1690012971651597e-08	0.0	0.0	5.259098419653274e-09	0.0	0.0	0.0	0.0	0.0	0.0	2.7055696321964825e-07	2.4125917339272255e-09	0.0	0.0	0.0	1.6710259958977429e-09	5.649795636227164e-09	0.0	0.0	0.0	6.640000000000001e-06
0.0	1.2550319463348154e-08	1.6761644631932175e-07	4.156863403258072e-10	1.8875873390124902e-08	0.0	0.0	1.3945613416728059e-08	9.252363421639086e-08	0.0	1.6050356256028112e-06	0.0	0.0	9.255976489039626e-08	1.1762179455436604e-07	2.939613955161148e-06	1.6948214016171824e-07	0.0	0.0	2e-06	0.0	0.0	0.0	0.0	4.127667765919252e-08	1.310247508328031e-07	0.0	3.006886035310425e-08	0.0	0.0	0.0	0.0	9.109607326149356e-12	0.0	6.55358441144628e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5838201341963055e-10	9.948190462807998e-09	0.0	0.0	0.0	1.0159668890193885e-07	0.0	0.0	0.0	1.200475255089808e-08	0.0	0.0	5.430014982826321e-09	0.0	0.0	0.0	0.0	0.0	0.0	2.693761501625587e-07	2.4712987881234396e-09	0.0	0.0	0.0	1.7315153665022226e-09	5.843546207663983e-09	0.0	0.0	0.0	6.640000000000001e-06
0.0	1.2644083621572808e-08	1.6758035283030217e-07	4.1902680355766547e-10	1.9436669412259152e-08	0.0	0.0	1.4329820550962608e-08	9.578760525641248e-08	0.0	1.6037918867746728e-06	0.0	0.0	9.260700223784911e-08	1.1716317027921354e-07	2.931087348107363e-06	1.7507131408814576e-07	0.0	0.0	2e-06	0.0	0.0	0.0	0.0	4.1786132432625615e-08	1.3011165896876783e-07	0.0	3.003929941632441e-08	0.0	0.0	0.0	0.0	9.507766455285647e-12	0.0	6.730021996398565e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5953873788725718e-10	1.0236721971455172e-08	0.0	0.0	0.0	1.0135332018961946e-07	0.0	0.0	0.0	1.2301375927933007e-08	0.0	0.0	5.600107749331667e-09	0.0	0.0	0.0	0.0	0.0	0.0	2.682500755991778e-07	2.527122555936952e-09	0.0	0.0	0.0	1.7922744454729793e-09	6.039677572530529e-09	0.0	0.0	0.0	6.640000000000001e-06
