EpoR	Epo_EpoRi	Epo_EpoR	dEpoe	dEpoi	Epo	Values[Epo_medium]	Values[Epo_cells]
131.26786680164244	295.1973751209002	249.5951314274921	51.41368991173682	9.96264433860456	1424.0211592012654	1475.4348491130024	305.1600194595048
131.62479415404314	304.8916779506778	246.33357949144946	56.336405166112314	10.91653932929206	1411.7117980624676	1468.04820322858	315.8082172799698
132.11305825381933	314.07034893311607	243.25758436839845	61.41387864171662	11.900422463589265	1399.5477655931786	1460.9616442348952	325.97077139670535
132.7087846374151	322.7621337510327	240.36817167557467	66.63788864319854	12.912700589423538	1387.5091053407698	1454.1469939839683	335.67483434045624
133.39285338562962	330.9948730546375	237.66266808267503	72.00067794324093	13.951870556623266	1375.5799103628224	1447.5805883060634	344.9467436112608
134.1499225633968	338.7952971261947	235.1357632025877	77.49493713526681	15.016515991102525	1363.7474865448473	1441.2424236801141	353.8118131172973
134.9676579724407	346.1888951983951	232.78032239979217	83.11378525849206	16.10530354049703	1352.0016936028228	1435.1154788613148	362.2941987388921
135.83612437306795	353.1998410453358	230.58800644018453	88.85074876296673	17.2169787981328	1340.3344249533793	1429.185173716346	370.41681984346866
136.74730341267522	359.8509606428176	228.54974127115267	94.69973961593182	18.350362060603914	1328.739196409493	1423.4389360254247	378.2013227034215
137.69471119302116	366.16373091907883	226.6560715570012	100.65503314585048	19.504344034518386	1317.21082034355	1417.8658534894005	385.6680749535972
138.673094355349	372.1583011292884	224.89742411528786	106.71124606166448	20.67788157719813	1305.74514711656	1412.4563931782245	392.83618270648657
139.6781881602958	377.853530338938	223.26430161303355	112.86331496254898	21.869993532424875	1294.3388595530535	1407.2021745156023	399.7235238713629
140.70652360126215	383.2670360176757	221.74742239837718	119.10647555961263	23.079756704142618	1282.9893093201906	1402.0957848798032	406.3467927218183
141.75527336183245	388.41524992546283	220.33781885575885	125.43624275912833	24.30630199710251	1271.6943864625462	1397.1306292216746	412.72155192256537
142.82212859917595	393.31347839451774	219.02690394447208	131.8483917019845	25.5488107427985	1260.452415216226	1392.3008069182106	418.8622891373162
143.9052002249744	397.9759648236224	217.80651346161133	138.33893981273363	26.806511221036967	1249.2620706809944	1387.601010493728	424.78247604465935
145.00293968341427	402.4159527570749	216.6689299095848	144.90412988052555	28.07867538145874	1238.122312071355	1383.0264419518805	430.49462813853364
146.11407527158576	406.6457483522733	215.6068925455237	151.5404141711492	29.364615764863498	1227.0323291661891	1378.5727433373384	436.0103641171368
147.23756086467685	410.6767813718038	214.61359717673753	158.24443955270303	30.66368262094907	1215.9914992778056	1374.2359388305085	441.3404639927529
148.3725345575839	414.51966409383414	213.68268846605588	165.01303360539873	31.975261216750415	1204.9993526179599	1370.0123862233586	446.49492531058456
149.51828524474237	418.1842477318227	212.8082468865308	171.84319167775618	33.29876932846469	1194.0555443754245	1365.8987360531805	451.4830170602874
150.67422556293155	421.679676105029	211.98477197614184	178.73206484604574	34.6336549083024	1183.15983216448	1361.8918970105256	456.3133310133314
151.83986994413092	425.01443641670625	211.20716315611935	185.67694873052577	35.97939391736321	1172.3120577792845	1357.9890065098102	460.99383033406946
153.01481677347567	428.19640708049633	210.47069908289944	192.67527312052883	37.33548831524586	1161.5121324008287	1354.1874055213575	465.5318953957422
154.19873385393223	431.2329026018805	209.77101626181513	199.72459235988887	38.701464196992376	1150.7600245794222	1350.484616939311	469.9343667988729
155.3913465404266	434.13071556818653	209.10408746598654	206.8225764447515	40.076870068073774	1140.0557504530007	1346.8783268977522	474.2075856362603
156.59242802610754	436.8961558309386	208.46620036990444	213.9670027870847	41.461275248371386	1129.3993657637	1343.3663685507847	478.35743107931
157.80179137065738	439.53508699019835	207.8539366884936	221.15574859864398	42.85426839638601	1118.790959326277	1339.9467079249212	482.3893553865844
159.0192829414568	442.0529603049933	207.26415202680133	228.38678385215653	44.255456145297444	1108.2306476707506	1336.617431522907	486.30841645029074
160.24477699824442	444.45484616200486	206.6939565841945	235.65816477850436	45.664461842886546	1097.7185706324087	1333.3767354109132	490.1193080048914
161.47817121391142	446.7454632413657	206.14069679484052	242.9680278611227	47.0809243878049	1087.2548877148652	1330.2229155759878	493.8263876291706
162.71938295180126	448.92920551631346	205.60193796239088	250.3145842908467	48.50449715506743	1076.8397750753804	1327.1543593662273	497.4337026713809
163.9683461622496	451.01016722413266	205.07544790741505	257.6961148468695	49.93484700411432	1066.4734230174672	1324.1695378643367	500.945014228247
165.22500878789126	452.9921659432474	204.55918162359208	265.11096517157836	51.371653363196465	1056.1560338983843	1321.2669990699626	504.3638193064439
166.4893305834124	454.8787639043104	204.05126692927487	272.5575414093016	52.81460738427725	1045.8878203728348	1318.4453617821364	507.6933712885876
167.7612812764141	456.6732876590703	203.5499910850089	280.0343061810507	54.26341116304163	1035.6690039118273	1315.703310092878	510.9366988221119
169.04083901048267	458.37884622568595	203.05378833839123	287.5397748692053	55.71777701896413	1025.4998135477522	1313.0395884169577	514.0966232446501
170.3279890195003	459.99834782014	202.56122835734286	295.07251218822756	57.177426830801906	1015.3804848034865	1310.4529969917141	517.1757746509419
171.62272249187444	461.5345152823112	202.07100550497003	302.63112901833523	58.64209142304241	1005.31125877134	1307.9423877896752	520.1766067053536
172.92503559943722	462.98990028635274	201.58192890919327	310.2142794835994	60.11150999971423	995.2923813211393	1305.5066608047387	523.101410286067
174.23492865514345	464.3668964373633	201.09291328040229	317.82065825292966	61.58542962138781	985.3241024079159	1303.1447606608456	525.9523260587512
175.55240537980035	465.6677513388168	200.6029704293619	325.44899804674117	63.06360472203196	975.4066754630472	1300.8556735097884	528.7313560608487
176.8774722644951	466.89457770399713	200.11120144047925	333.09806733461915	64.54579666288069	965.5403568580227	1298.6384241926419	531.4403743668778
178.21013800994365	468.04936359136514	199.61678945526174	340.7666682076685	66.03177332014958	955.7254054255541	1296.4920736332226	534.0811369115147
179.55041303089018	469.1339818312398	199.1189930242809	348.45363441204194	67.52130870398445	945.9620820284518	1294.4157164404937	536.6552905352243
180.89830901532463	470.15019871157176	198.61713998417466	356.15782953018163	69.01418260603279	936.2506491680381	1292.4084786982198	539.1643813176046
182.25383853345082	471.0996819618629	198.11062183388808	363.87814530205947	70.51018027414375	926.5913706280448	1290.4695159301043	541.6098622360066
183.617014681547	471.98400813626864	197.59888854495472	371.6135000663341	72.00909211030446	916.9845111421371	1288.5980112084712	543.9931002465731
184.98785076421763	472.80466938931283	197.08144380778305	379.3628373228992	73.51071339209912	907.4303360879048	1286.793173410804	546.3153827814119
186.36636000485524	473.5630797248763	196.5578406603802	387.125124400896	75.01484401460431	897.9291111992422	1285.0542356001383	548.5779237394806
187.752555279866	474.2605807668733	196.02767746584533	394.8993512227229	76.52128825088583	888.4811022936717	1283.3804535163945	550.7818690177592
189.1464488762842	474.898447061264	195.4905942314565	402.68452916218234	78.02985453073728	879.0865750143589	1281.7711041765413	552.9283015920013
190.54805226751543	475.4778909702089	194.9462692267993	410.47968998491183	79.54035523536284	869.745794582716	1280.225484567628	555.0182462055717
191.95737590569502	476.0000671876978	194.3944158794796	418.2838848654341	81.052606506907	860.4590255604807	1278.7429104259147	557.0526736946048
193.3744290279788	476.4660769051578	193.83477992863533	426.0961834752251	82.56642807174582	851.2265316192351	1277.3227150944601	559.0325049769036
194.79921947607764	476.87697165066515	193.26713681851328	433.9156731372842	84.0816430766643	842.0485753168722	1275.9642484541564	560.9586147273294
196.23175352761356	477.23375681821676	192.69128932057245	441.7414580439809	85.59807793729547	832.9254178799335	1274.6668759239144	562.8318347555122
197.67203573483764	477.5373949695909	192.10706532391643	449.5726585222007	87.11556219572454	823.8573189885666	1273.4299775107672	564.6529571653155
199.12006877378053	477.78880885408824	191.51431583387213	457.4084103563878	88.63392838931209	814.8445365663388	1272.2529469227266	566.4227372434003
200.57585330330807	477.98888417757144	190.91291315474803	465.2478641634452	90.1530119295659	805.8873265746685	1271.1351907381136	568.1418961071373
202.03938782772786	478.1384722069529	190.3027491954294	473.09018480272414	91.67265098781212	796.9859428070803	1270.0761276098044	569.8111231947651
203.51066856801228	478.23839215283374	189.68373393785808	480.93455083227906	93.1926863898315	788.1406366871964	1269.0751875194755	571.4310785426652
204.9896893380689	478.28943338337314	189.05579403029762	488.78015400106005	94.71296151745955	779.3516570678084	1268.1318110688685	573.0023949008327
206.47644142634263	478.29235747663836	188.41887149950207	496.62619877566976	96.23332221688409	770.6192500313044	1267.2454488069743	574.5256796935224
207.97091348325398	478.2479001123898	187.77292258061183	504.471901901499	97.75361671360473	761.9436586918933	1266.4155605933925	576.0015168259945
209.47309141226035	478.1567728365419	187.1179166408293	512.3164919917554	99.27369553279729	753.3251229980748	1265.6416149898303	577.4304683693392
210.98295826555068	478.0196646952687	186.45383519837972	520.1592091449986	100.79341142520205	744.7638795361496	1264.9230886811483	578.8130761204708
212.50049414404256	477.83724374882127	185.78067102922242	527.999304589216	102.31261929815457	736.2601613345844	1264.2594659238002	580.1498630469758
214.02567610087317	477.61015848299564	185.09842734824596	535.8360403489429	103.83117615108259	727.8141976687317	1263.6502380176746	581.4413346340782
215.55847804877027	477.33903911924824	184.40711706383894	543.6686889352239	105.34894101542814	719.4262138662594	1263.0949028014834	582.6879801346764
217.09887067050633	477.02449884081915	183.7067620930413	551.4965330550411	106.86577489834252	711.0964311127547	1262.5929641677958	583.8902737391617
218.64682133371178	476.66713491717223	182.9973927498573	559.3188653435486	108.38154073080018	702.8250662586203	1262.1439316021688	585.0486756479725
220.20229400770577	476.2675297778129	182.27904716915467	567.1349881093371	109.89610331823751	694.6123316254565	1261.7473197347936	586.1636330960504
221.7652491847713	475.8262519899955	181.55177079927813	574.9442131013298	111.40932929538343	686.4584348140119	1261.4026479153417	587.2355812853789
223.33564380360156	475.3438571938369	180.81561592384526	582.7458612870998	112.92108708330294	678.3635785119137	1261.1094397990137	588.2649442771399
224.91343117684144	474.8208889569108	180.0706412404105	590.5392626497385	114.43124685003542	670.3279603029035	1260.867222952642	589.2521358069462
226.49856092098622	474.2578795917686	179.31691146382468	598.3237559949961	115.93968047322362	662.3517724761857	1260.6755284711817	590.1975600649922
228.09097889004804	473.65535090682596	178.55449697592712	606.0986887742163	117.44626150580278	654.4352018372266	1260.533890611443	591.1016124126287
229.69062711193874	473.01381492246276	177.78347349778778	613.8634169170039	118.95086514357605	646.5784295191683	1260.441846436172	591.9646800660388
231.2974437283983	472.3337745350875	177.0039217970856	621.6173046767935	120.45336819528973	638.7816307957423	1260.3989354725359	592.7871427303774
