X1p	Y1p	X2p	Y2p	X3p	Y3p
1.0236706764122718	3.2036536528869277	2.1542614460056635	8.232136291063744	6.271830424137198	9.312010432652928
1.0236707352539882	3.203652603436207	2.154261945854216	8.232135453574438	6.2718313020486764	9.31201026664825
1.02367079152984	3.203651599748468	2.1542624239062067	8.232134652604696	6.271832141677295	9.312010107882411
1.023670845350287	3.2036506398503057	2.1542628810999886	8.232133886580206	6.271832944671204	9.312009956043592
1.0236708968240644	3.2036497218048288	2.154263318359252	8.232133153954997	6.271833712652758	9.312009810825165
1.0236709460520372	3.2036488438144173	2.1542637365408215	8.232132453294385	6.271834447126867	9.31200967194265
1.023670993132899	3.2036480041185746	2.1542641364830866	8.232131783193529	6.27183514956608	9.312009539117604
1.0236710381601912	3.2036472010496326	2.154264518980665	8.23213114232153	6.2718358213660474	9.312009412086162
1.0236710812229837	3.203646433019851	2.154264884790192	8.232130529411249	6.27183646385571	9.312009290597095
1.023671122407941	3.203645698481972	2.1542652346478692	8.232129943228182	6.271837078328139	9.312009174405807
1.0236711617958618	3.2036449959953033	2.154265569240063	8.232129382622597	6.271837665988853	9.312009063284377
1.0236711994666645	3.2036443241345145	2.1542658892456705	8.23212884645706	6.27183822803026	9.312008957007336
1.0236712354941309	3.203643681582934	2.154266195291459	8.232128333680961	6.271838765553207	9.312008855366486
1.023671269949391	3.203643067071024	2.1542664879816678	8.232127843281313	6.271839279618976	9.312008758161102
1.023671302901241	3.2036424793736966	2.1542667679006997	8.23212737428023	6.271839771253984	9.31200866519721
1.0236713344152073	3.2036419173216695	2.154267035605199	8.232126925744689	6.271840241435916	9.31200857628991
1.023671364554469	3.2036413797875576	2.154267291631858	8.232126496775104	6.271840691107414	9.312008491260931
1.023671393378349	3.203640865713481	2.154267536484613	8.232126086527238	6.2718411211535665	9.312008409942917
1.023671420944082	3.2036403740784682	2.154267770649667	8.232125694186358	6.271841532428319	9.312008332174383
1.0236714473077677	3.203639903881055	2.154267994603578	8.2321253189534	6.271841925768692	9.312008257797004
1.0236714725219327	3.203639454184561	2.1542682087925478	8.232124960080869	6.271842301958388	9.312008186662608
1.0236714966356806	3.2036390241146333	2.154268413633693	8.23212461687085	6.271842661730038	9.312008118632749
1.0236715196981239	3.2036386127949026	2.1542686095442147	8.232124288624057	6.271843005816413	9.312008053568853
1.0236715417554134	3.2036382194024444	2.1542687969161545	8.232123974683757	6.271843334906081	9.312007991340726
1.0236715628506379	3.2036378431679347	2.1542689761155653	8.232123674436005	6.271843649641849	9.31200793182673
1.0236715830261034	3.2036374833370793	2.154269147501834	8.232123387278817	6.271843950654915	9.31200787490752
1.0236716023218362	3.20363713919582	2.1542693114149873	8.232123112642311	6.271844238542422	9.312007820470145
1.0236716207762004	3.2036368100608748	2.1542694681808396	8.232122849981446	6.271844513876992	9.312007768406529
1.0236716384257287	3.2036364952806187	2.1542696181097227	8.232122598776222	6.271844777203696	9.312007718613607
1.0236716553053808	3.2036361942319154	2.1542697614985724	8.2321223585295	6.271845029044259	9.312007670992829
1.0236716714486842	3.203635906314912	2.154269898632449	8.232122128761764	6.271845269898187	9.312007625449176
1.023671686887633	3.203635630959674	2.1542700297830595	8.232121909018467	6.271845500243087	9.312007581892539
1.023671701652885	3.2036353676200013	2.15427015521076	8.232121698863933	6.271845720536552	9.312007540236541
1.0236717157738535	3.2036351157715175	2.154270275165398	8.232121497879774	6.271845931217512	9.312007500398243
1.0236717292787836	3.203634874910778	2.154270389886875	8.232121305664334	6.271846132707475	9.312007462298018
1.0236717421948383	3.2036346445537074	2.154270499605897	8.232121121831444	6.271846325411845	9.312007425859312
1.0236717545466956	3.203634424259332	2.1542706045321856	8.232120946028896	6.27184650969853	9.312007391012333
1.0236717663576285	3.20363421361142	2.154270704863548	8.232120777924107	6.271846685914335	9.312007357691204
1.023671777652661	3.20363401216482	2.1542708008124385	8.232120617162286	6.271846854433056	9.312007325825558
1.0236717884546571	3.2036338195117784	2.1542708925730727	8.232120463418074	6.27184701559585	9.31200729535091
1.023671798785708	3.2036336352583463	2.154270980333089	8.232120316377147	6.271847169732342	9.312007266204953
1.0236718086672087	3.2036334590229614	2.1542710642742247	8.23212017573507	6.271847317161803	9.312007238327348
1.0236718181195774	3.2036332904414757	2.1542711445699156	8.232120041201286	6.271847458188897	9.312007211660505
1.0236718271574403	3.2036331292526157	2.154271221344518	8.232119912566874	6.2718475930315245	9.312007186163006
1.0236718358014314	3.2036329750884853	2.1542712947732667	8.232119789538432	6.271847721997677	9.312007161776696
1.0236718440689885	3.203632827637961	2.154271365004314	8.232119671867611	6.271847845347485	9.312007138452355
1.023671851976862	3.203632686602171	2.1542714321799656	8.232119559315834	6.271847963330789	9.312007116142693
1.0236718595410215	3.2036325516961583	2.1542714964359067	8.232119451655628	6.271848076185804	9.312007094802624
1.0236718667748175	3.2036324226822765	2.1542715578854628	8.232119348697607	6.271848184111928	9.312007074394606
1.0236718736935415	3.203632299287462	2.1542716166585922	8.232119250223661	6.271848287337152	9.312007054875405
1.0236718803109	3.2036321812672215	2.154271672871734	8.23211915603865	6.271848386065941	9.312007036206344
1.0236718866399948	3.203632068387838	2.154271726636197	8.232119065956022	6.271848480493752	9.312007018350446
1.0236718926933412	3.203631960426089	2.1542717780582965	8.232118979797635	6.2718485708073075	9.3120070012724
1.02367189848266	3.2036318571732108	2.154271827237467	8.23211889739736	6.271848657181799	9.312006984939305
1.0236719040194906	3.203631758423341	2.154271874271762	8.232118818590797	6.2718487397893155	9.312006969318567
1.0236719093147675	3.2036316639815636	2.154271919254028	8.23211874322254	6.271848818793097	9.312006954379388
1.0236719143789748	3.2036315736610312	2.1542719622732758	8.232118671143649	6.271848894349688	9.31200694009226
1.0236719192221626	3.2036314872826335	2.1542720034148353	8.232118602211347	6.271848966609145	9.312006926428882
1.0236719238537455	3.20363140467805	2.154272042758888	8.232118536290605	6.271849035711458	9.312006913362445
1.0236719282830948	3.2036313256804974	2.154272080384913	8.232118473248768	6.271849101796754	9.312006900866676
1.023671932519129	3.2036312501309987	2.1542721163686678	8.232118412958979	6.271849164998112	9.312006888916423
1.023671936570462	3.203631177876008	2.1542721507833322	8.232118355298699	6.271849225444066	9.312006877487388
1.0236719404453485	3.2036311087683798	2.1542721836990477	8.232118300150429	6.271849283257732	9.312006866556267
1.0236719441504616	3.203631042688815	2.154272215172734	8.232118247418105	6.271849338538096	9.312006856103952
1.0236719476939076	3.2036309794928983	2.154272245273244	8.232118196986535	6.271849391406163	9.312006846107604
1.0236719510828995	3.203630919051962	2.1542722740619538	8.232118148752665	6.2718494419693105	9.312006836546754
1.0236719543244044	3.203630861241702	2.1542723015981764	8.232118102616836	6.27184949033119	9.312006827401603
1.0236719574250759	3.203630805943372	2.1542723279385387	8.232118058483895	6.27184953659082	9.312006818653257
1.0236719603899525	3.2036307530669084	2.1542723531252217	8.232118016284083	6.271849580824649	9.312006810288144
1.0236719632256315	3.203630702494535	2.154272377214598	8.23211797592224	6.2718496231303575	9.312006802287282
1.023671965937802	3.2036306541245785	2.154272400254961	8.23211793731732	6.271849663592863	9.31200679463464
1.0236719685319204	3.203630607859495	2.1542724222925935	8.232117900391652	6.271849702293626	9.312006787314866
1.02367197101319	3.203630563606219	2.1542724433716027	8.232117865071281	6.271849739310447	9.312006780313355
1.0236719733861002	3.20363052128496	2.1542724635297743	8.23211783129393	6.271849774711251	9.312006773617876
1.0236719756555743	3.203630480807421	2.154272482808825	8.232117798989417	6.2718498085695895	9.312006767214596
