C4b	C2a	C4BP	C4b/C2a	MASP	C1	PC/CRP	GlcNac/LF/CRP	C3b	PC/CRP/LF	GlcNac/LF	GlcNac/HF	dC4b/C2a	C4a	PC/CRP/LF/C1	CRP	PC/CRP/LF/MASP	LF	C3	C4b/C2a/C4BP	iC4b/C2a	C4BP/GlcNac/LF/CRP	dC3b	PC/CRP/C1	C4BP/C4b	GlcNac/HF/MASP	GlcNac	dC4b/C2a/C4BP	GlcNac/LF/MASP	C4BP/PC/CRP	GlcNac/LF/CRP/C1	C2b	GlcNac/LF/CRP/MASP	C4BP/PC/CRP/LF	HF	C3a	PC/CRP/LF/C1/MASP	PC	C4	C2	X	Values[mC3]
6.065984598186539e-06	0.0007795500505351206	259.0971231672327	9.538817574938928e-12	6.799999945655116	2469.9998634512935	7.836600407752027e-06	-5.288803369786321e-35	2.4274001552807718e-11	5.3719882662230165e-09	-6.992611095615471e-29	-3.978945069099462e-29	1.726621512676812e-13	0.0008183601421883713	4.640949139000159e-08	1.986134957516733	7.229144242154352e-10	19.999999893873632	4649.999999999947	1.0714523069503824e-09	3.0525147359801355e-10	-5.186450808269064e-32	6.778516705814206e-12	0.00013644867686428156	0.0008122927517397359	-2.253382506197209e-28	-1.990696735508557e-30	1.8531457611676993e-11	-1.7026394392519192e-28	0.013720651079625166	-4.4394964680824705e-34	0.0007795514563855696	-4.8140426626888027e-35	0.0	-1.9158950860333073e-29	5.275370902724302e-11	5.362197339777481e-08	0.018914557516735327	769.9991816398581	309.9992204485433	0.0005	6.778516705814206e-12
7.2516555226686535e-06	0.0009459974692365466	259.007290433355	1.398409334080138e-11	6.7999999380670015	2469.9998492250606	7.890113206256913e-06	-5.642565606026761e-35	3.732505700631029e-11	5.411658354038309e-09	-7.154201942269773e-29	-4.95228561472765e-29	2.694304594253083e-13	0.000993198399963022	4.990043310546126e-08	1.9851263568749364	7.324946198579301e-10	19.999999882754906	4649.999999999915	1.6156566780450873e-09	4.904764982008658e-10	-6.158187698466801e-32	1.0760263269886215e-11	0.00015066383969428404	0.0009859445928141442	-2.2551761380423616e-28	-1.9656980403241013e-30	2.9786976890135623e-11	-1.974856520609989e-28	0.01471497192706807	-5.425728833727363e-34	0.0009459996208627563	-5.647308465024762e-35	0.0	-2.141087604627151e-29	8.478902051694001e-11	6.120050637591329e-08	0.017905956874938938	769.9990068016003	309.9990540003789	0.0005	1.0760263269886215e-11
8.545743519444367e-06	0.0011289761055197516	258.9175254844716	1.9851702855931357e-11	6.799999930365371	2469.9998349191305	7.94090443642014e-06	-5.718640784670521e-35	5.5265453196081606e-11	5.449395346151336e-09	-6.801893057892348e-29	-5.524715339024652e-29	4.0561514599726915e-13	0.0011854188709223444	5.335351595354912e-08	1.9841720029657404	7.41873648849746e-10	19.99999987156246	4649.99999999987	2.3493916293832797e-09	7.572060907390293e-10	-7.141427329893419e-32	1.6372457970783187e-11	0.0001649586252411618	0.0011768699523045725	-2.3137996349713575e-28	-1.972143215059442e-30	4.6000193677922415e-11	-8.190715723763584e-29	0.0156549690670375	-6.471802562399837e-34	0.0011289792806180798	-6.477958439427162e-35	0.0	-2.4061885780682028e-29	1.309367839851805e-10	6.889275737928654e-08	0.016951602965742593	769.9988145811293	309.99887102071915	0.0005	1.6372457970783187e-11
9.948904070151699e-06	0.0013285753767655448	258.82782523383565	2.7425769486262847e-11	6.799999922568625	2469.9998205384472	7.989101020991752e-06	-5.446667246744261e-35	7.926759853125561e-11	5.485314670305704e-09	-5.879033069801243e-29	-6.326367039861476e-29	5.923207736003544e-13	0.001395116285462022	5.6783266349218825e-08	1.9832689305788365	7.51076335824163e-10	19.999999860300044	4649.999999999805	3.3138174456814874e-09	1.1301936152916123e-09	-8.02090454049181e-32	2.4043636827621297e-11	0.00017932809092615964	0.0013851628373352147	-2.7590262595035555e-28	-1.7600238133487613e-30	6.8678523226675e-11	-8.592774063351484e-29	0.01654361252925445	-7.486625445165224e-34	0.001328579920822201	-7.198032824603589e-35	0.0	-2.7032410709214245e-29	1.9549089924688252e-10	7.668030189803451e-08	0.016048530578839156	769.9986048837148	309.99867142007895	0.0005	2.4043636827621293e-11
1.1461758331390168e-05	0.0015448790821629527	258.73818676896735	3.7018574620582105e-11	6.799999914690498	2469.9998060877256	8.034824952608264e-06	-5.502038993423466e-35	1.1065046032945029e-10	5.519479023032215e-09	-5.594885250584487e-29	-7.075662310366406e-29	8.426171480793598e-13	0.0016223793461586612	6.019977730120193e-08	1.9824143415179454	7.600948972319164e-10	19.999999848971242	4649.999999999718	4.554512209534728e-09	1.6389008309056726e-09	-8.800294783970925e-32	3.426154765673748e-11	0.00019376752695327034	0.0016109112520786783	-2.714442981082265e-28	-1.602691662561593e-30	9.961657242703513e-11	-1.3393965379543054e-28	0.017383705101385226	-8.466449809180663e-34	0.0015448854179115463	-7.80304312828668e-35	0.0	-3.0457374967332285e-29	2.8356489324869346e-10	8.454941013558388e-08	0.015193941517947548	769.9983776206543	309.99845511458193	0.0005	3.426154765673748e-11
1.3084894889597242e-05	0.0017779656697852668	258.64860734135453	4.8970931994176333e-11	6.799999906741407	2469.999791571455	8.078193363734942e-06	-5.790054789990399e-35	1.5088285348647597e-10	5.551998841421097e-09	-5.729729092009961e-29	-7.609064472735112e-29	1.1717130267582818e-12	0.001867291046711842	6.360994023903241e-08	1.9816055946858293	7.689361311769433e-10	19.99999983757947	4649.999999999601	6.121530078488289e-09	2.3179412975561474e-09	-9.582717033959871e-32	4.757471857332307e-11	0.00020827244710788052	0.0018541975144124522	-2.8555495479359007e-28	-1.59113127399761e-30	1.409232770365451e-10	-1.7527375077226808e-28	0.01817789225316059	-9.486892741194432e-34	0.0017779743071950598	-8.406193908480378e-35	0.0	-3.4189344161588635e-29	4.011698444798719e-10	9.248966059992469e-08	0.01438519468583199	769.9981327089537	309.9982220256926	0.0005	4.757471857332307e-11
1.4818871402216684e-05	0.0020279084920514006	258.55908435682	6.365253267926995e-11	6.799999898729389	2469.9997769939105	8.11931861402217e-06	-6.173499596206666e-35	2.015863717329695e-10	5.582939164898704e-09	-6.020201061471006e-29	-8.133652127491426e-29	1.5971319500800687e-12	0.002129928968475837	6.70184797174766e-08	1.9808401968089655	7.776077269274836e-10	19.999999826127972	4649.999999999445	8.069454238566555e-09	3.207528711264505e-09	-1.0393911145783883e-31	6.45938436064366e-11	0.00022283857970985756	0.0021150985502788487	-2.870440544560339e-28	-1.6370667604200782e-30	1.9504935323609619e-10	-1.747575374878703e-28	0.01892867142067633	-1.0569117341764172e-33	0.002027920038846174	-9.032180551494132e-35	0.0	-3.817707906849577e-29	5.552932947992276e-10	1.004930054125875e-07	0.013619796808967778	769.9978700710319	309.99797207996096	0.0005	6.45938436064366e-11
1.666421613999873e-05	0.0022947760503001656	258.4696153665053	8.146226272638088e-11	6.799999890660782	2469.9997623591607	8.158308391674543e-06	-6.496938332143118e-35	2.6453801403281503e-10	5.612385881297396e-09	-6.18573038094814e-29	-8.42650162417076e-29	2.13889004282132e-12	0.002410365557215411	7.042854792295001e-08	1.9801157937565077	7.861123806906724e-10	19.999999814619848	4649.999999999248	1.0457444923491498e-08	4.353929713915299e-09	-1.123748569841692e-31	8.599301476372712e-11	0.00023746185874946277	0.002393686168368069	-2.7071914371587203e-28	-1.704899294878852e-30	2.648150359371093e-10	-1.6688798396191576e-28	0.019638400696194123	-1.1714854723260076e-33	0.00229479122300751	-9.683289883792084e-35	0.0	-4.240235211050234e-29	7.53979071920548e-10	1.085531087644444e-07	0.012895393756509799	769.9975896344432	309.9977052087768	0.0005	8.599301476372712e-11
1.862142944604731e-05	0.0025786322287267836	258.38019805842634	1.0282849530314886e-10	6.79999988254068	2469.999747671079	8.195265826119806e-06	-6.789648910427809e-35	3.416725497298314e-10	5.6404088059353e-09	-6.287565075630416e-29	-8.525721218432453e-29	2.819675637724765e-12	0.002708668383046577	7.384222746387174e-08	1.9794301624105506	7.944597431262583e-10	19.999999803058046	4649.999999998995	1.3349282897038278e-08	5.809920746806818e-09	-1.209768767696469e-31	1.1251082461792808e-10	0.00025213841522886096	0.002690027318069727	-2.643412748918304e-28	-1.7360796037577046e-30	3.534380776630831e-10	-1.6862368123888738e-28	0.020309306966433596	-1.291562330186641e-33	0.0025786518642575878	-1.0344801921338594e-34	0.0	-4.671117584878992e-29	1.006407949620296e-09	1.1666486257081388e-07	0.01220976241055285	769.9972913316175	309.9974213481355	0.0005	1.1251082461792808e-10
2.0690985115799614e-05	0.0028795365181279752	258.29083024955816	1.2820935887633207e-10	6.799999874373284	2469.9997329333473	8.23028960915093e-06	-7.083388900185189e-35	4.350846562495767e-10	5.667078429204892e-09	-6.384473642566536e-29	-8.584891199509042e-29	3.665030584782433e-12	0.003024900385917128	7.726084248308199e-08	1.978781203048158	8.026542009660243e-10	19.999999791445365	4649.9999999986785	1.6813408693521193e-08	7.635248544551997e-09	-1.2970578991555321e-31	1.4495135799375664e-10	0.00026686456872705505	0.0030041843330435836	-2.6062069088898473e-28	-1.768867415729047e-30	4.6456198347842354e-10	-1.6630685448875742e-28	0.02094349353886376	-1.4168505520238632e-33	0.0028795615858857215	-1.101249172608576e-34	0.0	-5.105535579324031e-29	1.3229790772220245e-09	1.2482406446927608e-07	0.011560803048160461	769.9969750996146	309.9971204384139	0.0005	1.4495135799375662e-10
2.2873331708217317e-05	0.0031975442297872123	258.20150987841185	1.580929831299413e-10	6.799999866162126	2469.9997181494696	8.26347412293992e-06	-7.352439443791981e-35	5.470308559011526e-10	5.692461790385563e-09	-6.431357483005699e-29	-8.578003730534817e-29	4.703533118989687e-12	0.0033591201077164323	8.068519305732052e-08	1.9781669322001667	8.107037167649948e-10	19.999999779784474	4649.999999998286	2.0922957894218944e-08	9.897093900238747e-09	-1.385384452554324e-31	1.8418508708111912e-10	0.0002816368192020275	0.00333621516148883	-2.5530143509660215e-28	-1.7880814868906624e-30	6.022844595353296e-10	-1.660038794005398e-28	0.02154294729097476	-1.5472039000508877e-33	0.003197575844306598	-1.1684796715223125e-34	0.0	-5.541949616866977e-29	1.7153921160287588e-09	1.3302717252178292e-07	0.010946532200169189	769.9966408798929	309.9968024241555	0.0005	1.8418508708111912e-10
2.516889379108979e-05	0.0035327066998418533	258.1122349980703	1.9299772394331803e-10	6.799999857910246	2469.999703322775	8.294909572678154e-06	-7.621054245435667e-35	6.799312745336552e-10	5.716621415457681e-09	-6.474892261960272e-29	-8.534364557929927e-29	5.966982166092306e-12	0.003711381912585754	8.411571840263394e-08	1.9775854759528286	8.186142201096592e-10	19.99999976807791	4649.9999999978045	2.575579271627822e-08	1.2670538346862202e-08	-1.4741459076888813e-31	2.3114968196989805e-10	0.0002964518390402302	0.0036861735846803623	-2.518811762482519e-28	-1.800203956960679e-30	7.711860536295478e-10	-1.6571792781132704e-28	0.022109545376459382	-1.6822509611373513e-33	0.0035327461339561567	-1.2355944013158496e-34	0.0	-5.976496754224746e-29	2.1967300223193853e-09	1.4127114267993022e-07	0.010365075952830998	769.996288618088	309.9964672538658	0.0005	2.3114968196989805e-10
2.757807312611731e-05	0.0038850714844858975	258.02300376964826	2.3347236886919306e-10	6.799999849620304	2469.99968845643	8.324682122524821e-06	-7.883219582920632e-35	8.363712399863323e-10	5.739618521368189e-09	-6.5039308355517e-29	-8.475957299540597e-29	7.490582974087219e-12	0.004081736196104593	8.755260745637542e-08	1.9770350636620713	8.263922880914341e-10	19.999999756328084	4649.999999997221	3.1394530146749735e-08	1.603903342921387e-08	-1.5634027264013252e-31	2.868507460227645e-10	0.0003113064653603229	0.004054109424442002	-2.4803049394038116e-28	-1.8121049430253663e-30	9.763589679227992e-10	-1.6522214306912538e-28	0.022645061518518774	-1.8220346042051672e-33	0.003885120183022373	-1.3026993931032774e-34	0.0	-6.408506515919915e-29	2.78154242161122e-09	1.4955330650810517e-07	0.009814663662073609	769.9959182638045	309.9961148798167	0.0005	2.868507460227645e-10
3.0101249796746515e-05	0.004254682546316884	257.9338144561516	2.800963243784908e-10	6.799999841294672	2469.9996735534414	8.352874033480507e-06	-8.140526662281139e-35	1.0191027357230078e-09	5.761510141795763e-09	-6.522598071079836e-29	-8.396935461999295e-29	9.31313396650041e-12	0.004470229584239414	9.099588162537124e-08	1.9765140220523802	8.340442115584349e-10	19.999999744537284	4649.999999996517	3.7926566855174674e-08	2.0094872261571594e-08	-1.6529060800523653e-31	3.5236248389993387e-10	0.0003261976925756649	0.004440068740440139	-2.4449880373348927e-28	-1.8175834716120865e-30	1.2234360252725341e-09	-1.6512113974303223e-28	0.023151171918285897	-1.9663999178023432e-33	0.0042547421403194155	-1.3695885637991365e-34	0.0	-6.837073109675126e-29	3.485929522461688e-09	1.578712866266925e-07	0.009293622052382355	769.9955297704164	309.99574525785937	0.0005	3.5236248389993387e-10
3.273878328199722e-05	0.004641580432163207	257.8446654167055	3.334797861024514e-10	6.799999832935492	2469.9996586166676	8.379563802086522e-06	-8.396699208310421e-35	1.2310457227696873e-09	5.782351540266606e-09	-6.538056925793153e-29	-8.310609076034675e-29	1.1477214719754936e-11	0.004876905122628159	9.444544834605001e-08	1.9760207696743215	8.41575857689418e-10	19.999999732707693	4649.999999995675	4.544410110041198e-08	2.493966308632338e-08	-1.7425636489744318e-31	4.288283088240311e-10	0.00034112266521777926	0.004844094017868048	-2.4117880743842607e-28	-1.823227568704187e-30	1.518619771798996e-09	-1.6492251657789435e-28	0.023629460804345238	-2.115285325393041e-33	0.0046416527536413225	-1.436210063594827e-34	0.0	-7.26127541913413e-29	4.327626521349651e-09	1.6622293545549503e-07	0.008800369674323702	769.9951230948781	309.995358347246	0.0005	4.288283088240311e-10
3.549101347910969e-05	0.005045802442703947	257.7555551011295	3.942638932297188e-10	6.799999824544719	2469.999643648823	8.404826299011876e-06	-8.650155569265797e-35	1.4752893412846687e-09	5.80219489007613e-09	-6.547605053798823e-29	-8.218144174247344e-29	1.4029374973704562e-11	0.005301802456744761	9.790114154619197e-08	1.9755538116967737	8.489931637800137e-10	19.999999720841384	4649.999999994677	5.404415183586445e-08	3.068480456831955e-08	-1.832346064281232e-31	5.174613946512373e-10	0.0003560786710211011	0.0052662243460623375	-2.3787035444261106e-28	-1.8265394257885256e-30	1.8687116995056103e-09	-1.6481048483247964e-28	0.02408142564728385	-2.268673589171573e-33	0.005045889539907261	-1.5025765300919311e-34	0.0	-7.680973556171305e-29	5.326088453488845e-09	1.746062903535125e-07	0.008333411696776087	769.994698197544	309.9949541104598	0.0005	5.174613946512373e-10
3.8358261677305835e-05	0.005467382794196933	257.66648204483573	4.6312086815132846e-10	6.79999981612416	2469.9996286524847	8.428732906740839e-06	-8.902592191609444e-35	1.755093001740534e-09	5.821090136399917e-09	-6.554742732433861e-29	-8.121247303284972e-29	1.70203245907259e-11	0.005744958003429504	1.013627481005874e-07	1.975111735011723	8.563015881960331e-10	19.999999708940326	4649.9999999935	6.382857520667273e-08	3.7451962578239315e-08	-1.9221666256449042e-31	6.195451775699588e-10	0.0003710631342677895	0.005706495588535145	-2.3470307648441135e-28	-1.828888644441995e-30	2.2811415738873874e-09	-1.647387213626314e-28	0.024508482061418053	-2.4265055701913577e-33	0.005467486947413986	-1.5686384102285745e-34	0.0	-8.095819283315859e-29	6.502575447538772e-09	1.8301954182093497e-07	0.007891335011725776	769.9942550419973	309.9945325130523	0.0005	6.195451775699588e-10
4.1340831485091534e-05	0.0059063527726225876	257.5774448640289	5.407541423842307e-10	6.799999807675487	2469.9996136301006	8.451351655706008e-06	-9.154169494994241e-35	2.0738873745630734e-09	5.839084802667331e-09	-6.559808627976672e-29	-8.022950848163243e-29	2.0505124384653162e-11	0.006206405114190048	1.0483002701421794e-07	1.9746932036311406	8.635065227928141e-10	19.99999969700638	4649.999999992124	7.49040786203977e-08	4.537354823559475e-08	-2.0120119084882436e-31	7.364338116415486e-10	0.00038607360939005314	0.006164940544824551	-2.3158780879919424e-28	-1.8307686360422864e-30	2.7639968525089383e-09	-1.6466939460349585e-28	0.024911968414183683	-2.5887695187487003e-33	0.005906476510502992	-1.6344178967345876e-34	0.0	-8.505665683930857e-29	7.880238345092601e-09	1.9146100926150335e-07	0.007472803631142961	769.9937935948866	309.99409352348925	0.0005	7.364338116415486e-10
4.4439009713094816e-05	0.0063627408805448935	257.4884422511892	6.278984697438662e-10	6.799999799200267	2469.999598583995	8.472747358325546e-06	-9.404978585978144e-35	2.4352752861810045e-09	5.856224142832245e-09	-6.563131510447856e-29	-7.923360450643634e-29	2.4543377746395308e-11	0.006686174230677492	1.0830272241147107e-07	1.9742969543569586	8.706130408211483e-10	19.999999685041328	4649.999999990519	8.738223256299428e-08	5.459319699832016e-08	-2.1018530672796595e-31	8.695525819165426e-10	0.00040110777482635634	0.006641589104565613	-2.2853202513686595e-28	-1.831843625066275e-30	3.3260521815207868e-09	-1.646288278189323e-28	0.025293150162170906	-2.755444275953925e-33	0.0063628869969436785	-1.6999199026039534e-34	0.0	-8.910479558934088e-29	9.484204648569445e-09	1.9992912344852368e-07	0.007076554356961376	769.9933138257701	309.9936371130029	0.0005	8.695525819165426e-10
4.765306721449698e-05	0.0068365729769859305	257.39947297082045	7.253200276795362e-10	6.799999790699965	2469.9995835163713	8.492981740502045e-06	-9.655437400767437e-35	2.8430325286865077e-09	5.872551290384701e-09	-6.565565310570888e-29	-7.823602040659088e-29	2.9199422998319204e-11	0.0071842930326875025	1.1178057242090658e-07	1.9739217927065655	8.776260215070867e-10	19.999999673046847	4649.999999988661	1.0137948032144488e-07	6.526624860127994e-08	-2.191670106463605e-31	1.0203982784735462e-09	0.0004161634271269811	0.007136468394130078	-2.255351812888026e-28	-1.8327428102101258e-30	3.976798958013537e-09	-1.6459422671409897e-28	0.02565322393140204	-2.9265125108023252e-33	0.006836744548328857	-1.7651545705681772e-34	0.0	-9.310196612693786e-29	1.134166476373055e-08	2.084224129096898e-07	0.0067013927065678386	769.9928157069679	309.9931632554514	0.0005	1.0203982784735462e-09
5.0983259684855416e-05	0.0073278724105930474	257.3105358554455	8.338165076216775e-10	6.79999978217596	2469.9995684293235	8.512113570208736e-06	-9.90601137290913e-35	3.301108589574014e-09	5.888107273375314e-09	-6.56796158110157e-29	-7.724641654855447e-29	3.454252641475565e-11	0.00770078657902127	1.152633153092672e-07	1.973566589077788	8.845501210045663e-10	19.999999661024546	4649.999999986522	1.170171457625336e-07	7.756022766102895e-08	-2.281461607261915e-31	1.1905395343575052e-09	0.00043123847530403	0.007649602916167752	-2.2257325613118458e-28	-1.8334001861808844e-30	4.726474947037877e-09	-1.6455660512145759e-28	0.025993321357869043	-3.1019699264053305e-33	0.007328072813761711	-1.8301484736770866e-34	0.0	-9.704846712470546e-29	1.348195850578611e-08	2.1693949353444915e-07	0.006346189077790489	769.9922992134217	309.99267192718594	0.0005	1.1905395343575052e-09
