IKK[P]	NFkB	TNFa	IkBa	IkBb	IkBe	NFkB(nuc)	IkBb:NFkB	IkBa:NFkB	IkBe:NFkB	IRF3[P]	IkBa_mRNA	IKK[P]:IkBa	IKK[P]:IkBe	IKK[P]:IkBb:NFkB	TRAF6:IRAK1[P]	IkBb_mRNA	IkBe_mRNA	IKK	IkBb(nuc)	IkBe(nuc)	IKK[P]:IkBe:NFkB	IkBa(nuc)	LPS:LBP:CD14:TLR4:TIRAP:MyD88:IRAK4	LPS:LBP:CD14:TLR4:RIP1:TRAM:TRIF:TBK/IKKe	IkBa:NFkB(nuc)	TNFa:TNFR1:TRAF2:TRADD:RIP1	IkBe:NFkB(nuc)	IRF3	TAK1:TAB1:TAB2:TRAF6	IKK[P]:IkBb	IkBb:NFkB(nuc)	IKK[P]:IkBa:NFkB	IRF3[P](nuc)	IRAK1
0.0005797767687460054	0.031065377115905433	0.005519461904210076	6.983230292146671e-06	5.598673999094238e-08	3.994542522717094e-08	0.06893420283937	5.2404669878899005e-09	4.1053684966200487e-07	3.738863469063672e-09	0.00041478513862234866	0.00046394433689833214	1.7698071482674278e-10	5.084821695868728e-13	3.641196868551515e-13	8.305176414116657e-06	2.3097936252824156e-06	1.6479988225329562e-06	0.09942022296559808	3.337706126502831e-11	2.38139199061689e-11	3.767861905647942e-13	5.820604480303785e-09	0.0012991553660476954	0.0012991553660476954	4.351723329639549e-10	0.0029358724709438546	2.3656038204392437e-12	0.9994367186508439	1.0498494163063705e-07	4.758042976383193e-13	3.3155747947982183e-12	8.695004422516028e-11	0.000148496210533851	0.999991589838644
0.0006700395029266088	0.028396882156828396	0.005707869999380712	8.922513114667389e-06	6.486337601185661e-08	4.6278677976230936e-08	0.0716025787355762	6.133179500027856e-09	5.277806755084134e-07	4.37574025112034e-09	0.00046562927124140044	0.0005468703773595712	2.841874399285836e-10	7.396658649619373e-13	5.390258230196192e-13	9.619610173728994e-06	2.4871220559285005e-06	1.7745196691175222e-06	0.0993299600695895	4.112365286903774e-11	2.934095367148247e-11	5.57417110780931e-13	7.956511171861565e-09	0.0013990204571733133	0.0013990204571733133	6.682532337335299e-10	0.0031909410857900986	3.282162064768199e-12	0.9993580876067583	1.3067318756635046e-07	6.92215785762267e-13	4.600202875269867e-12	1.4076815142754592e-10	0.0001762831220004047	0.9999902497166385
0.0007635747040965845	0.025958238842842478	0.005885254901594517	1.1193202705687326e-05	7.44132785500638e-08	5.3092270104390163e-08	0.07404108444508752	7.0734601657171655e-09	6.633677820250823e-07	5.046536785991225e-09	0.0005181089946673262	0.0006357969223904556	4.3963538406583806e-10	1.0451519506994232e-12	7.712615925553807e-13	1.1028729614026314e-05	2.6644008415646303e-06	1.9010050948241988e-06	0.0992364246340547	4.9903800510024334e-11	3.5605400167001375e-11	7.970519162732166e-13	1.0626908782845843e-08	0.0014988755622891278	0.0014988755622891278	9.934349853379504e-10	0.00343912102898085	4.4412963409976035e-12	0.9992755468681674	1.6017112511218458e-07	9.782262582481267e-13	6.22482126726859e-12	2.1862164645743765e-10	0.0002063441371653476	0.9999888110992606
0.0008597225029509547	0.02372964711169529	0.006052955751888282	1.3818727039762164e-05	8.464252527275297e-08	6.039053282719251e-08	0.07626951979530612	8.054826455667117e-09	8.175121944513023e-07	5.746624234171618e-09	0.0005721299091121386	0.0007303913719278476	6.584079708311932e-10	1.4400795356302342e-12	1.0715251019426825e-12	1.2532185597366497e-05	2.8416299960894615e-06	2.0274551095694435e-06	0.0991402765062046	5.976413021565805e-11	4.264052275407254e-11	1.1066128885724038e-12	1.3908343220292087e-08	0.0015987206823936894	0.0015987206823936894	1.4355821870578763e-09	0.003680086011585482	5.880685765390123e-12	0.9991892562615969	1.9372296576960172e-07	1.3480343980547e-12	8.242240887872513e-12	3.274702336428456e-10	0.00023861382929102475	0.9999872740914366
0.0009578745559277088	0.02169301278319447	0.006212046356724031	1.6821416669613347e-05	9.555707780382297e-08	6.817771408393697e-08	0.07830597900621046	9.070908992808296e-09	9.90148387882659e-07	6.471454345001485e-09	0.0006276086767441147	0.000830318723382459	9.583909466813873e-10	1.9410014481213342e-12	1.4508728245753446e-12	1.4129632771542061e-05	3.0188095333977607e-06	2.153869723266938e-06	0.09904212400378815	7.074919086340282e-11	5.047810216380874e-11	1.4973574826897474e-12	1.788003859300374e-08	0.0016985558184854496	0.0016985558184854496	2.0233609330563303e-09	0.00391365485551583	7.639932046773232e-12	0.9990993667543102	2.3156945457339907e-07	1.8171702290563386e-12	1.0707967561614778e-11	4.751868209521057e-10	0.00027302456894583166	0.9999856387977737
0.0010574752494037756	0.019831800589812085	0.006363394963187391	2.022248443985226e-05	1.071627040339021e-07	7.645792312377357e-08	0.08016699763733612	1.0115529531098274e-08	1.180953558840744e-06	7.216615156317393e-09	0.0006844708739191823	0.0009352468973909263	1.3604229743088036e-09	2.5658316909175076e-12	1.9205258928375442e-12	1.582072952034897e-05	3.195939467380403e-06	2.2802489458275874e-06	0.09894252271084256	8.290165945127911e-11	5.914858291701494e-11	1.9806759276735205e-12	2.2623404091516566e-08	0.0017983809715627597	0.0017983809715627597	2.78934552283884e-09	0.004139755453468622	9.760386837737357e-12	0.999006021448111	2.739479158092762e-07	2.4024469559034345e-12	1.3679960085984188e-11	6.704612236264015e-10	0.00030950767796991175	0.9999839053225636
0.0011580212578466067	0.018130899863893067	0.006507710278742709	2.4042020070204963e-05	1.1946491877950845e-07	8.523508818655547e-08	0.0818676868740687	1.118276060325618e-08	1.389374079854358e-06	7.977873613378457e-09	0.0007426493229214439	0.0010448507608059657	1.8884121166735403e-09	3.333784126464513e-12	2.4916832714373808e-12	1.7605137914805917e-05	3.3730198119243752e-06	2.4065927871595227e-06	0.09884197591955167	9.626251984365606e-11	6.868120082370561e-11	2.5678967268321717e-12	2.82215742785504e-08	0.0018981961426238706	0.0018981961426238706	3.770086874058174e-09	0.004358397148523927	1.2284991557876381e-11	0.9989093563835039	3.210922981299253e-07	3.121904573185286e-12	1.721840577997159e-11	9.22674341505281e-10	0.00034799429357478147	0.9999820737697868
0.0012590599665992207	0.01657650179207261	0.006645576903546669	2.8298996473773537e-05	1.3246893961560942e-07	9.451292501203908e-08	0.08342185624429968	1.2266970002363699e-08	1.6146544661643682e-06	8.751207363461834e-09	0.0008020827935704608	0.001158815098667277	2.5694183011572847e-09	4.2653041215246414e-12	3.175347011466543e-12	1.9482523665015438e-05	3.550050580912777e-06	2.5329012571681023e-06	0.09874093620752761	1.1087121661608927e-10	7.910409272098775e-11	3.270105432894965e-12	3.4758984177511195e-08	0.0019980013326669353	0.0019980013326669353	5.006145741548015e-09	0.00456964958776914	1.525813025731881e-11	0.9988095011963322	3.732332190775582e-07	3.994746852576678e-12	2.138551431162446e-11	1.2417493747729472e-09	0.000388416010097511	0.9999801442431158
0.0013601871415702437	0.015155987242495231	0.006777482619217987	3.301128532075887e-05	1.4617965527173203e-07	1.042949143148398e-07	0.08484212576120624	1.3362852698642644e-08	1.8558674860436056e-06	9.532827580842199e-09	0.000862714990045643	0.0012768367414816616	3.4337026984881755e-09	5.38199469672508e-12	3.982163361079526e-12	2.1452556072658437e-05	3.72703178822482e-06	2.659174365755908e-06	0.09863980776823661	1.26765785987461e-10	9.044438986788224e-11	4.097980572828849e-12	4.2320979270022e-08	0.0020977965426900048	0.0020977965426900048	6.542094205494899e-09	0.004773626549704296	1.872549551318607e-11	0.9987065796594616	4.305980090206777e-07	5.041273146661761e-12	2.6245329793814216e-11	1.637987048895884e-09	0.0004307053504927026	0.999978116845918
0.001461044128649586	0.013857824254845863	0.006903839413656182	3.819567983997839e-05	1.606016044155174e-07	1.1458428667206704e-07	0.08614002840322582	1.4465452360886806e-08	2.1119443194024567e-06	1.031919436916224e-08	0.0009244937577638188	0.0013986260177725684	4.514745595729401e-09	6.7065385766037835e-12	4.922282277413908e-12	2.351490798411385e-05	3.903963447735832e-06	2.7854121228227534e-06	0.09853894921173982	1.4398296602079397e-10	1.0272829655337973e-10	5.061649302652433e-12	5.0993459685236475e-08	0.002197581773691031	0.002197581773691031	8.426489020979101e-09	0.004970473592234139	2.2733966963241445e-11	0.998600710134625	4.934107545128029e-07	6.282806308943378e-12	3.186356059310443e-11	2.12189173437364e-09	0.000474796107611187	0.999975991681261
0.00156131479097866	0.012671474361277123	0.007024999691324537	4.3867923235281294e-05	1.757389630052749e-07	1.2538401352579652e-07	0.08732610376397862	1.5570174296032366e-08	2.381703913868111e-06	1.1107026034554833e-08	0.0009873704600081015	0.0015239076711720144	5.849234831584576e-09	8.262617388198016e-12	6.005236810369773e-12	2.5669255744195086e-05	4.0808455733172545e-06	2.9116145382656785e-06	0.09843867662761155	1.6255828835764123e-10	1.159811555335745e-10	6.17056424621159e-12	6.086255727040254e-08	0.0022973570266678674	0.0022973570266678674	1.0711820416603542e-08	0.005160358632473991	2.7331501810922382e-11	0.9984920059538543	5.618923410807498e-07	7.74161789272324e-12	3.8307425918107234e-11	2.703994936407269e-09	0.0005206235861373833	0.9999737688519144
0.001660722333628908	0.01158730697860526	0.007141268776666984	5.004274140057488e-05	1.9159553868673658e-07	1.366968032120923e-07	0.08840998363238894	1.667279132812904e-08	2.663880903611414e-06	1.1893303314677655e-08	0.0010512994858191155	0.0016524213556387993	7.477027216715469e-09	1.0074829122455948e-11	7.23984292349122e-12	2.7915279150495267e-05	4.257678178836646e-06	3.0377816219789516e-06	0.098339266760473	1.8252615374182962e-10	1.3022750190717024e-10	7.433402025030976e-12	7.201434386142832e-08	0.002397122302618265	0.002397122302618265	1.345443980828423e-08	0.005343464779598094	3.256703646533582e-11	0.998380575745416	6.362604954499766e-07	9.440851667502275e-12	4.564551801461791e-11	3.3946819557581216e-09	0.000568124768764599	0.9999714484603539
0.0017590261232426061	0.010596521176828941	0.007252914567820569	5.6733878852979636e-05	2.081747709436639e-07	1.4852510109560938e-07	0.08940047019839574	1.7769443904671796e-08	2.9571516353796523e-06	1.2675269482597767e-08	0.001116237859324972	0.0017839218017212475	9.441085580902113e-09	1.2168604847731476e-11	8.634119605786951e-12	3.0252661408333204e-05	4.434461278157684e-06	3.163913383854074e-06	0.09824096019057997	2.039198935101048e-10	1.4549110698280553e-10	8.857983244935e-12	8.453456887180927e-08	0.0024968776025398776	0.0024968776025398776	1.6714469695390055e-08	0.005519984895808425	3.849039839174898e-11	0.998266523715835	7.167298272143969e-07	1.1404446375606846e-11	5.3947678671445376e-11	4.204026692736136e-09	0.00061723842483975	0.9999690306087642
0.001856018577502798	0.009691074188547795	0.007360174998965671	6.395413699583486e-05	2.2547973590917448e-07	1.6087109302955505e-07	0.0903056075199712	1.885663552198908e-08	3.2601579974009406e-06	1.3450427104618497e-08	0.0011821449275677114	0.0019181787294777276	1.178739421459069e-08	1.4570125548536308e-11	1.0195228567339095e-11	3.268108908629214e-05	4.611194885140162e-06	3.2900098337797754e-06	0.09814396444459068	2.2677181910711672e-10	1.6179501360592824e-10	1.0451213122769435e-11	9.850842422373407e-08	0.002596622927430258	0.002596622927430258	2.0555698764081302e-08	0.0056901174825633805	4.515222721152302e-11	0.9981499498969684	8.035118699579709e-07	1.3657058544076958e-11	6.328488868961336e-11	5.141638667639877e-09	0.0006679051754635399	0.9999665153990435
0.0019515221745903153	0.00886361607962819	0.0074632638147719196	7.17154139816123e-05	2.435131549131772e-07	1.7373671148106138e-07	0.09113274683126955	1.9931224393642796e-08	3.5715288738632715e-06	1.4216532111604807e-08	0.0012489821092489515	0.002054976569063082	1.456485551322939e-08	1.7306239850009514e-11	1.1929432381784793e-11	3.5200252072343666e-05	4.7878790136399964e-06	3.4160709816420165e-06	0.09804845698635009	2.5111326152755353e-10	1.7916156430260395e-10	1.2219041492955478e-11	1.1402033463499312e-07	0.002696358278286859	0.002696358278286859	2.5045464945211715e-08	0.005854063584239855	5.2603904095548715e-11	0.9980309503650271	8.968151218352881e-07	1.6223986062280196e-11	7.372916897480698e-11	6.216525387942763e-09	0.000720067525723718	0.9999639029328057
0.0020453866161511364	0.008107430047666125	0.007562375052445088	8.002874556122882e-05	2.622774059697999e-07	1.8712364375373187e-07	0.09188860622543497	2.0990412157853272e-08	3.8898991402180674e-06	1.4971585752172153e-08	0.0013167126905599192	0.0021941140390978695	1.7825170606546454e-08	2.0404383293088188e-11	1.3842069664394023e-11	3.780984353054874e-05	4.964513677509223e-06	3.5420968373239924e-06	0.09795458805416192	2.769746024316982e-10	1.976124234859473e-10	1.41664406528618e-11	1.3115377131945795e-07	0.0027960836561070354	0.0027960836561070354	3.02545289123629e-08	0.006012024467605366	6.089748852665424e-11	0.9979096174370073	9.968450856182605e-07	1.913109314710552e-11	8.53534919569954e-11	7.436972364045987e-09	0.0007736698724325157	0.9999611933113836
0.002137486160961948	0.007416377868562336	0.007657686517273225	8.890434643259439e-05	2.8177453754865416e-07	2.010333418390205e-07	0.0925793251917394	2.2031730280557163e-08	4.213926208476244e-06	1.5713824896722306e-08	0.0013853016580641904	0.002335403621450411	2.1622706669401962e-08	2.389249971436052e-11	1.5937545639033403e-11	4.050955985832869e-05	5.141098890595998e-06	3.6680874107061307e-06	0.0978624833273571	3.0438529847486214e-10	2.1716859482400622e-10	1.6297399267945888e-11	1.4999108724550044e-07	0.00289579906188804	0.00289579906188804	3.625694018069666e-08	0.006164199902671255	7.008566156551698e-11	0.9977860398485388	1.103804308215945e-06	2.2404737214552846e-11	9.823170212397941e-11	8.81044210290997e-09	0.0008286584933966747	0.9999583866358331
0.0022277171407631747	0.006784850043080882	0.0077493624938162605	9.835165165522962e-05	3.0200628404754746e-07	2.1546703348075713e-07	0.09321051445512435	2.3053024737171317e-08	4.54230417392178e-06	1.6441711108865386e-08	0.0014547155601223544	0.0024786709652748155	2.6014353492488858e-08	2.7798965211470085e-11	1.8219336392228222e-11	4.32991006442983e-05	5.317634666744604e-06	3.7940427116660902e-06	0.09777224641068555	3.3337390025283273e-10	2.378504347692417e-10	1.8614930506364797e-11	1.7061337219828784e-07	0.002995504496627027	0.002995504496627027	4.312989775186527e-08	0.00631078689726702	8.022167481003992e-11	0.9976603029165637	1.2178924196744345e-06	2.6071698108574155e-11	1.124384445333242e-10	1.0343492847870843e-08	0.0008849815233136012	0.9999554830069359
0.0023159956608476764	0.0062077202401021716	0.007837555868602275	0.00010837935779589297	3.229740824886332e-07	2.3042573411163838e-07	0.09378730152132414	2.405243945208771e-08	4.8737756718816116e-06	1.7153918826559836e-08	0.0015249223906516147	0.002623754245208547	3.105937173165749e-08	3.215251507478627e-11	2.0690005037974855e-11	4.617816862665381e-05	5.494121019795445e-06	3.9199627500787685e-06	0.0976839611339408	3.6396806706897987e-10	2.596776631095438e-10	2.1121092502675727e-11	1.9310032601614325e-07	0.0030951999613210495	0.0030951999613210495	5.095360695991829e-08	0.006451978778256239	9.13593043129257e-11	0.9975324886893777	1.3393061716636519e-06	3.015911004497724e-11	1.2804910027197105e-10	1.204171706770962e-08	0.0009425889199704346	0.9999524825252016
0.0024022554817130794	0.00568030366647731	0.007922409792832943	0.00011899546351916029	3.44679090030076e-07	2.4591025937052916e-07	0.09431437229752529	2.5028398904962485e-08	5.2071415816093915e-06	1.784932294537749e-08	0.001595891490662135	0.0027705034937043137	3.6819235094566754e-08	3.698217400702747e-11	2.3351228053875194e-11	4.9146469652108396e-05	5.6705579635850495e-06	4.045847535816296e-06	0.09759769367050782	3.961945785704991e-10	2.826693712878838e-10	2.3817019296109055e-11	2.1753014846964594e-07	0.0031948854569670638	0.0031948854569670638	5.9811133952851e-08	0.006587964541349383	1.0355280879485266e-10	0.9974026760859281	1.468239475457804e-06	3.469439657332622e-11	1.451397279347016e-10	1.3909699205611865e-08	0.0010014324234095316	0.9999493852908724
0.0024864460768775493	0.005198319024809157	0.008004058993790279	0.0001302073093897303	3.6712220194925427e-07	2.619212379550712e-07	0.09479600912707689	2.597959024903964e-08	5.5412687361882275e-06	1.85269860507516e-08	0.0016675934637044106	0.002918779923113837	4.335746852315352e-08	4.2317189868208204e-11	2.620383010043846e-11	5.2203712635368097e-05	5.846945511946076e-06	4.171697078748039e-06	0.09751349447973298	4.300793441527293e-10	3.06844029131718e-10	2.6702960449252116e-11	2.4397944438879764e-07	0.0032945609845619244	0.0032945609845619244	6.978825902760367e-08	0.006718928403501231	1.1685689156030813e-10	0.9972709410259937	1.60488343941615e-06	3.9705208781301793e-11	1.637870102902733e-10	1.5950991760791125e-08	0.0010614655103016132	0.9999461914039249
0.0025685308596505863	0.004757853749957356	0.008082630818887857	0.0001420216166993602	3.903040698104235e-07	2.784591246047141e-07	0.09523612554728199	2.690494522990727e-08	5.8750958106252676e-06	1.9186145505483915e-08	0.0017400001022263784	0.0030684552495529316	5.073948423420909e-08	4.818697111769907e-11	2.924782572473043e-11	5.534960951914084e-05	6.023283678707308e-06	4.297511388740604e-06	0.09743140008032426	4.656474108889811e-10	3.3221949053230884e-10	2.977832765278185e-11	2.725231427560777e-07	0.003394226545102386	0.003394226545102386	8.097332984496736e-08	0.006845049506999673	1.3132666559241893e-10	0.9971373565525341	1.749426405970666e-06	4.521936690493198e-11	1.8406820540117795e-10	1.8168108436469357e-08	0.0011226433452391452	0.9999429009640747
