iendIR	r1x2	r1x22	r11x2	r1	r2	r0	r12	r11x22	r1x22d	rendP	IRS	X	PI3K	PDK1	PKC	PKB	mTOR	GLUT4_C	r22	iend	rPbasal	r11	rend	PDK1_	X_P	GLUT4_M	PI3K_	mTOR_	PKB_P	PKC_P	IRSiP	Values[G_p]	Values[G_t]	Values[I_l]	Values[I_p]	Values[Q_sto1]	Values[Q_sto2]	Values[Q_gut]	Values[I_1]	Values[I_d]	Values[INS]	Values[I_po]	Values[Y]	Values[vglucoseuptake]	Values[KD]	Values[S2]	Values[S1]	Values[K4]	Values[K8]	Values[aa]	Values[cc]	Values[EGP]	Values[V_mmax]	Values[E]	Values[S]	Values[I]	Values[G]	Values[HE]	Values[m_3]	Values[Q_sto]	Values[Ra]	Values[k_empt]	Values[U_idm]	Values[U_id]	Values[U]	Values[S_po]
2.0366317148853808e-05	3.945359479862038e-06	2.5309608033755946e-09	1.5640761594933662e-08	0.07855537457611797	0.012714728558617114	9.908222387453812	5.040372644408978e-05	2.917807894179097e-13	8.813334757464032e-19	0.0002200377698346058	9.999816317236947	9.922932561965528	9.974937096499831	8.618365651878317	3.497476268863485e-05	9.899006977734727	0.01960796072140925	9.99297156071906	4.07523338144227e-06	3.2410908197099525e-06	3.849002272073514e-05	0.00015570372121142422	3.5090754774358544e-05	1.3816343481216815	0.07706743803449229	0.007028439280948194	0.025062903500155047	9.980392039278618	0.1009930222653034	9.999965025237307	0.00018368276302537848	191.15596739434017	135.87954093435206	11.798079304225443	2.743876633215023	44643.504762228724	25163.63433508302	6696.126275719091	25.682601039777918	25.012779557098245	2.6974567759984573	9.624093090087012	0.08287055496196424	0.3195300399996475	7e-06	0.0	7.697456775998457e-12	1400.0	0.01	0.00017806267806267802	0.003205128205128205	1.4786884994906244	2.101424374777542	0.0	4.812046545043506	54.87753266430045	101.67870606081924	0.5008137850306774	0.1906194848783563	69807.13909731174	4.403990742876787	0.05050243691226049	0.7899436799431143	1.1094737199427618	2.109473719942762	5.788007639942262
2.2313851426757868e-05	4.340186625863826e-06	2.9012319164360975e-09	1.9120628692883155e-08	0.08721547118220663	0.013236532547506783	9.898993916476025	5.831126046688582e-05	3.796054407016383e-13	1.1423439516997015e-18	0.00022130126381224478	9.999815270341117	9.922731947255498	9.974794612408708	8.611601671751544	3.480437370954639e-05	9.898517570336656	0.019513584390489353	9.992939691199014	4.421181939846554e-06	3.55854473324809e-06	3.845417336842767e-05	0.00019210520739737125	3.5379846808081726e-05	1.3883983282484536	0.077268052744523	0.007060308800998978	0.025205387591280028	9.980486415609542	0.1014824296633734	9.99996519562629	0.00018472965885963524	194.5188913666087	136.53317080092228	13.532195772695783	3.1519489106369316	42220.62419648024	26317.123706583898	7558.973706743567	25.943792244609256	25.01903835851446	3.713117081001057	10.585034056408047	0.11941731091212376	0.32395289483305395	7e-06	0.0	8.713117081001057e-12	1400.0	0.01	0.00017806267806267802	0.003205128205128205	1.4121838782174747	2.13961320224564	0.0	5.292517028204023	63.03897821273863	103.46749540777058	0.4862074823425977	0.17979907933710376	68537.74790306414	4.971478860973654	0.04797055938947322	0.8067094247076227	1.1306623195406766	2.1306623195406766	6.2332083616350875
2.47930222677985e-05	4.842190457100239e-06	3.3897742823488005e-09	2.4064943122332345e-08	0.09827150017828404	0.013845632327924021	9.88726333892245	6.880823950845563e-05	5.097986070518026e-13	1.527096126595521e-18	0.00022291696599712537	9.999813931528937	9.92247861977155	9.9746124037346	8.602967317191021	3.458926617183528e-05	9.897892902368325	0.019394436418495805	9.992898597771797	4.843688929959215e-06	3.965087568258589e-06	3.8408604206352555e-05	0.0002441869665804213	3.574980883159517e-05	1.3970326828089754	0.07752138022847854	0.0071014022282130575	0.025387596265385545	9.980605563581536	0.10210709763170797	9.999965410733825	0.0001860684710394787	198.19025955394602	137.33447098595883	15.414397160230367	3.61012585300232	39929.237568471064	27364.05262185276	8349.62554675463	26.27117392343698	25.027559104359128	4.978150869783145	11.494941164202707	0.16423455186969585	0.32947766062359535	7e-06	0.0	9.978150869783147e-12	1400.0	0.01	0.00017806267806267802	0.003205128205128205	1.3481650590497538	2.1871784727038466	0.0	5.747470582101354	72.20251706004639	105.42035082656705	0.4723768943041189	0.17010553356909827	67293.29019032382	5.4914844942117	0.04462514752374112	0.8276515432663712	1.1571292038899665	2.1571292038899665	6.621374736622427
2.7866696530624347e-05	5.464886301047382e-06	4.029603664919722e-09	3.1003260910159315e-08	0.11201366823712182	0.014562185142232353	9.87271372834196	8.261098103881466e-05	7.026094878451949e-13	2.0934343362997916e-18	0.00022490918942552897	9.999812280633686	9.922159555674018	9.974387730311099	8.59234445566213	3.432823944390535e-05	9.897124480389337	0.01924984996819706	9.992847631014035	5.3664581201899225e-06	4.473214319536335e-06	3.835208408331922e-05	0.0003177234519032088	3.621154264186333e-05	1.407655544337874	0.07784044432600827	0.007152368985976885	0.025612269688885247	9.980750150031833	0.10287551961069547	9.999965671760554	0.0001877193662916967	202.11062405962775	138.28436611261523	17.40527445339679	4.111263357084437	37762.20847375248	28342.962279583764	9041.574430697603	26.671582395587645	25.038872548257697	6.514870156058898	12.322891514433543	0.2177163094662771	0.33618770511850055	7e-06	0.0	1.1514870156058897e-11	1400.0	0.01	0.00017806267806267802	0.003205128205128205	1.2886631409484697	2.2449591178678148	0.0	6.161445757216772	82.22526714168873	107.50565109554668	0.45979204898061016	0.16171640780455726	66105.17075333625	5.94657395249727	0.04060966864780837	0.8531591600684725	1.189346865186973	2.189346865186973	6.938873937483851
3.15825710356839e-05	6.219393688116181e-06	4.860782074321051e-09	4.0604571895149584e-08	0.12867524274490566	0.015407449962729986	9.855082317745293	0.00010058726958147431	9.871443091151018e-13	2.9239029007505087e-18	0.00022729206628108403	9.999810305924099	9.921762827491264	9.974119001412861	8.579672964677695	3.402198005212334e-05	9.896208023449354	0.019080203118652245	9.992786416102854	6.018873147580228e-06	5.093822563721224e-06	3.828359223839206e-05	0.00042002388114354143	3.6774353041601016e-05	1.4203270353223099	0.07823717250875588	0.007213583897158649	0.025880998587127696	9.980919796881375	0.10379197655068367	9.99996597801995	0.00018969407587773	206.211619543053	139.3792843487716	19.455840495058997	4.6455425400311405	35712.78781293961	29284.808902351037	9616.805333029371	27.150465257465413	25.05355386102127	8.339333461323616	13.041993669486091	0.28005359511231714	0.34413719677739163	7e-06	0.0	1.3339333461323615e-11	1400.0	0.01	0.00017806267806267802	0.003205128205128205	1.2354784054361572	2.313558938145768	0.0	6.520996834743046	92.91085080062281	109.6870316718367	0.44886169622381145	0.15474105446526357	64997.59671529065	6.32489889210778	0.03626613131206624	0.8835324037551338	1.2276696005325254	2.2276696005325256	7.178695418961482
3.596861170277544e-05	7.113651464456411e-06	5.9314679449241226e-09	5.3681578036068484e-08	0.14841511925336004	0.016403115639947504	9.834178549231654	0.00012377839956256452	1.4043439006781753e-12	4.133928710148342e-18	0.00023006699281873666	9.999808006222938	9.921278115588574	9.973806063914482	8.564963875885518	3.367325667893587e-05	9.895144411424086	0.018887027057941784	9.992714922100655	6.837054613529888e-06	5.835564718740737e-06	3.82023884174739e-05	0.000559967773268512	3.744534883600385e-05	1.435036124114486	0.07872188441144425	0.007285077899355367	0.026193936085499546	9.981112972942087	0.10485558857595417	9.99996632674332	0.00019199377704345966	210.4226253940411	140.61127200161286	21.510597842319573	5.20066976291453	33774.59277199228	30208.609003131613	10069.562222262588	27.71148121320138	25.07220975447726	10.459848735314823	13.63412157624905	0.3512280182166353	0.35334516582452297	7e-06	0.0	1.5459848735314823e-11	1400.0	0.01	0.00017806267806267802	0.003205128205128205	1.1898738854700275	2.3932903124478373	0.0	6.817060788124525	104.0133952582906	111.92692840108569	0.43986135204101445	0.1492017328072534	63983.20177512389	6.622673615411164	0.03199873918635668	0.9189580179856548	1.2723031838101777	2.2723031838101777	7.3425816768925145
4.102914924731251e-05	8.151696358452967e-06	7.2986212117262e-09	7.117691045123683e-08	0.1713020315866264	0.01757053146202062	9.80990079107977	0.00015341308650919066	2.0103064497791946e-12	5.881042464524977e-18	0.00023322075864930713	9.999805392458837	9.920697266920278	9.973450413074731	8.548308197622806	3.3286914991716305e-05	9.893940317733051	0.018673003487888296	9.99263351223889	7.864977596064102e-06	6.704199927238214e-06	3.810807781350763e-05	0.000747835283449978	3.822886205735888e-05	1.451691802377202	0.07930273307973974	0.007366487761120235	0.02654958692525293	9.981326996512141	0.10605968226699108	9.999966713085005	0.00019460754114885195	214.67778762534888	141.96856873654008	23.5128802939233	5.762588141866216	31941.58694327976	31121.433961877676	10405.672119219771	28.356173693134934	25.095462795378157	12.875817999031655	14.093021759973716	0.4310259232565446	0.3637914050066371	7e-06	0.0	1.7875817999031653e-11	1400.0	0.01	0.00017806267806267802	0.003205128205128205	1.1523687360619888	2.4841307567635904	0.0	7.046510879986858	115.2517628373243	114.19031256667495	0.43288606924839956	0.1450296822160435	63063.020905157435	6.843730509179158	0.028114859559234734	0.9594892299869956	1.3232806349936328	2.323280634993633	7.439742919796074
4.674246945993693e-05	9.333135917491663e-06	9.028143629069498e-09	9.412769259257094e-08	0.1973033921961779	0.018929893961364092	9.782248723508344	0.00019090838830422812	2.8796380508798214e-12	8.374386575360356e-18	0.00023672487500576287	9.99980248822506	9.92001483522391	9.973055267915285	8.529878708539878	3.286963049832038e-05	9.892608330848901	0.01844182804232835	9.992542961983164	9.155557705932701e-06	7.702043265766646e-06	3.800065918106065e-05	0.0009948939288606166	3.9125978816589124e-05	1.4701212914601314	0.07998516477610715	0.007457038016842454	0.026944732084695798	9.981558171957705	0.10739166915113701	9.999967130369496	0.00019751177493519583	218.92089600012343	143.43653760518475	25.41085479629379	6.3166492575974695	30208.061525501507	32021.941760101243	10638.478616827682	29.083797751310957	25.123933831018775	15.577243818475885	14.424077794983347	0.5190692332468685	0.3754153710386152	7e-06	0.0	2.0577243818475884e-11	1400.0	0.01	0.00017806267806267802	0.003205128205128205	1.122742706190601	2.5857043675746936	0.0	7.212038897491674	126.33298515194939	116.44728510644865	0.4278540175162531	0.14208307987270957	62230.003285602754	6.996845551836668	0.024762023341592127	1.0050347169132887	1.380450087951904	2.380450087951904	7.483323448303429
5.306069654214928e-05	1.0652947501345228e-05	1.1194292995600359e-08	1.2360905400746426e-07	0.22628170637881012	0.02049946492240889	9.751328367864328	0.00023785416436026744	4.108372530553892e-12	1.1883380334276135e-17	0.00024053653364924612	9.999799328986967	9.919228518161951	9.972625462539858	8.509922653923125	3.242942112608756e-05	9.891166416129588	0.01819794059115549	9.992444433256923	1.0771595355207415e-05	8.827628114112141e-06	3.7880544373243555e-05	0.0013127513024695293	4.0134287686384344e-05	1.4900773460768888	0.08077148183806428	0.007555566743079429	0.027374537460121792	9.981802059408874	0.10883358387044953	9.999967570578868	0.0002006710130317928	223.1072453206236	144.99873736064438	27.162322467489357	6.848961629066956	28568.61754392176	32904.636326121836	10784.304973134302	29.891351266801042	25.158223978561196	18.545091778963528	14.641296627689899	0.6148543445521758	0.38811874594766504	7e-06	0.0	2.3545091778963526e-11	1400.0	0.01	0.00017806267806267802	0.003205128205128205	1.100218637428404	2.697295450889029	0.0	7.320648313844949	136.97923258133912	118.67406665990617	0.42455229125911353	0.1401776983624302	61473.2538700436	7.092754424638329	0.021958557981512437	1.0553597431292405	1.4434784890769055	2.4434784890769055	7.4869689433550155
5.991236503383797e-05	1.2101678720977138e-05	1.3878306599218134e-08	1.6066218551289475e-07	0.2580001649840131	0.022294898799171344	9.717348011534344	0.0002959798327921425	5.815926275854955e-12	1.6744159935889177e-17	0.0002446012813774675	9.999795959867297	9.918339405151578	9.972167143879206	8.488745297659113	3.1974986008695545e-05	9.889636716460613	0.017946159185197944	9.992339401875075	1.2786463427472774e-05	1.007566955853783e-05	3.7748542511680665e-05	0.001712539765520206	4.124792021065114e-05	1.5112547023408978	0.08166059484843809	0.007660598124929962	0.02783285612077518	9.982053840814833	0.11036328353942737	9.999968025013986	0.00020404013270247458	227.2031839030015	146.6379391247734	28.73731164036138	7.347573129055845	27018.149035543734	33762.97330947601	10859.29351950437	30.773809087016406	25.19889781960027	21.7524816343601	14.763330479632822	0.7177908387691928	0.4017714810857324	7e-06	0.0	2.67524816343601e-11	1400.0	0.01	0.00017806267806267802	0.003205128205128205	1.0837094097859863	2.81789330945194	0.0	7.381665239816411	146.95146258111689	120.85275739521357	0.4226973767095811	0.13911681384205013	60781.12234501974	7.142073814750952	0.019652571409099477	1.1100995496015384	1.511871030687271	2.5118710306872707	7.462758371698746
6.720744985540302e-05	1.3666035818394948e-05	1.716628472942776e-08	2.0621655083079653e-07	0.2921369768166761	0.02432874118061747	9.680605294043138	0.0003671048188996074	8.145585764960361e-12	2.3362396211471006e-17	0.0002488570385754151	9.999792432316582	9.917351973868458	9.971687317872604	8.466686770105717	3.151498939939131e-05	9.888043870280349	0.01769128346481572	9.992229547619491	1.528443521424437e-05	1.1437352987667566e-05	3.7605809820707065e-05	0.0022040438839275984	4.2457894730073624e-05	1.5333132298942898	0.08264802613155704	0.007770452380516369	0.028312682127375866	9.982308716535213	0.11195612971968656	9.999968485010598	0.00020756768341883536	231.18450866919466	148.33697043750263	30.11849044726659	7.80325682420613	25551.827146853644	34591.007985190394	10877.835278867848	31.724512071114056	25.246469221866274	25.16648766454371	14.810025230655707	0.8272351013361449	0.41622037243720256	7e-06	0.0	3.016648766454371e-11	1400.0	0.01	0.00017806267806267802	0.003205128205128205	1.0720347495433722	2.9462599361868436	0.0	7.405012615327854	156.0651364841226	122.97048333467802	0.42198761649403327	0.13871268059612196	60142.83513204404	7.154268587255394	0.01776743247599654	1.1687824297455751	1.5850028021827778	2.585002802182778	7.420448482765289
7.48440544934313e-05	1.532976629670358e-05	2.1146497132908425e-08	2.6101752509099623e-07	0.3283061995112128	0.026610131067600483	9.64146753170515	0.00045307660925054987	1.1263178816168507e-11	3.2211381914684376e-17	0.00025323875320846525	9.999788800255804	9.916273818521637	9.971193324119751	8.444096342233081	3.105741936874287e-05	9.886413147248936	0.01743773934621259	9.992116626190585	1.836057746051095e-05	1.2900903205220645e-05	3.7453773195591566e-05	0.0027948987001728486	4.375270956728016e-05	1.555903657766918	0.0837261814783778	0.007883373809422918	0.028806675880237807	9.98256226065382	0.11358685275109834	9.999968942580624	0.00021119974420164562	235.0345733219035	150.07934822247975	31.300007411795505	8.209837879629884	24165.08509461835	35384.02047969065	10852.077363383645	32.735640405326464	25.30139071402238	28.750241135434543	14.800099681980216	0.9425171559763562	0.43129880294890244	7e-06	0.0	3.3750241135434543e-11	1400.0	0.01	0.00017806267806267802	0.003205128205128205	1.064068719251424	3.0810090666923386	0.0	7.400049840990108	164.19675759259766	125.0183900648423	0.4221384848339007	0.1387985010481046	59549.105574309	7.137327804379244	0.016226280039286264	1.2308585589551366	1.662157361904039	2.662157361904039	7.367496339354298
