Values[h_post]	Values[V_post]	Values[n_post]	Values[s]	Values[V_pre]	Values[h_pre]	Values[n_pre]	Values[tau_0]	Values[I_Na_post]	Values[m_inf_post]	Values[alpha_m_post]	Values[beta_m_post]	Values[alpha_h_post]	Values[beta_h_post]	Values[I_K_post]	Values[alpha_n_post]	Values[beta_n_post]	Values[I_L_post]	Values[I_syn]	Values[F]	Values[I_app_pre]	Values[I_Na_pre]	Values[m_inf_pre]	Values[alpha_n_pre]	Values[beta_n_pre]	Values[alpha_h_pre]	Values[beta_h_pre]	Values[alpha_m_pre]	Values[beta_m_pre]	Values[I_K_pre]	Values[I_L_pre]
0.7805725250051222	-64.00986943623894	0.0891352088744513	2.106711568652199e-12	-60.162987123325664	0.7359781889253283	0.10441188259403492	10.0	-0.11324829529429642	0.03265796579747444	0.1687396216101156	4.998135212436188	0.09453675624608161	0.026571453942380602	0.014765498599612356	0.01570755731728237	0.16052297925582412	0.09901305637610563	2.3153035199673536e-12	8.625282709158771e-14	2.0	-0.41528952500870875	0.051924025650327874	0.02062517393413776	0.15298671328452085	0.07799499033991508	0.03855695932204518	0.22106382142412898	4.036383837061362	0.03191519899149499	0.48370128766743364
0.7805870969422641	-64.01038184935621	0.08913139965453992	3.577371843114619e-12	-58.216504733780184	0.6908803480962759	0.1184470915023406	10.0	-0.11322952783388893	0.03265591159942605	0.1687334528559391	4.998277498352806	0.09453917837080789	0.02657012859690474	0.014762683667246548	0.015706978526412445	0.16052400743511935	0.09896181506437927	3.9313950538694454e-12	2.282688333524074e-13	2.0	-0.7578449315746659	0.06517282921127697	0.023592631492018935	0.14930930794019517	0.0707618829095059	0.0464573053997854	0.2525596740887672	3.6226698831554103	0.056304326604123794	0.6783495266219817
0.7806007059102773	-64.01086015968856	0.08912784394093648	7.938607462988994e-12	-56.02405906485706	0.6332832918502991	0.1358432976267716	10.0	-0.11321201308569272	0.03265399422341522	0.16872769483332722	4.998410318327021	0.09454143935113539	0.0265688915155717	0.014760056453173643	0.01570643827314905	0.16052496719163034	0.0989139840311438	8.723846754812607e-12	6.831721396769336e-13	2.0	-1.4376951894091758	0.08359774215948587	0.02737011950314959	0.14527296291765418	0.06341485850688619	0.057194303629471865	0.2925761955240907	3.2072335836194714	0.1041278412787741	0.8975940935142938
0.7806134126567713	-64.01130663412714	0.08912452493032601	2.441935273330281e-11	-53.04085368260464	0.5577269392517236	0.15919157689483077	10.0	-0.11319566695947827	0.03265220456060397	0.16872232021674044	4.99853430111136	0.09454354989149569	0.026567736823785222	0.014757604461813581	0.015705933993597713	0.1605258630728128	0.09886933658728624	2.6833677937935394e-11	3.0361621725438482e-12	2.0	-3.266146723834437	0.11569626499988185	0.03332744907896982	0.1399554850801428	0.05462752770820616	0.07557227632730402	0.35552591961981744	2.717398859932751	0.21362141117749855	1.195914631739536
0.78062527540567	-64.01172338956293	0.08912142689951115	3.1485089770271195e-10	-44.882911842353614	0.42714859829794666	0.20511618184556982	10.0	-0.11318041119121457	0.03265053410668848	0.16871730349177244	4.998650033914529	0.09454551998893866	0.026566659036635958	0.01475531600972745	0.01570546329380213	0.16052669932531627	0.09882766104370688	3.459668755001824e-10	1.7939053599324854e-10	2.0	-24.27489711666082	0.25332208727721006	0.05526576455724102	0.12638719046654798	0.03632989057180445	0.15600069823008816	0.5859528014144861	1.7271214658651715	0.7187589521724975	2.0117088157646386
0.7835467077797648	-64.66962151338441	0.08803272621818532	0.9573404042017216	-42.26701237704211	0.0324280078045738	0.6952078423774656	10.0	-0.08959167251120906	0.03011042813511284	0.16096104792526775	5.1847300595872605	0.0977073041950662	0.024917246432149362	0.01369180780129371	0.01497791626823111	0.16185227009931408	0.03303784866155866	0.9889688715933336	6.634907594810972e-10	2.0	-3.383435636055093	0.31294499476782583	0.06429639446425506	0.12232132478103169	0.03187576046442544	0.19361319002268293	0.68027473982191	1.4935089959640113	100.35055473757076	2.273298762295789
0.7947738972121378	-65.49679429724145	0.0842070186405584	0.8662374195267042	-66.39188264941812	0.3442517920639996	0.3519353170054763	10.0	-0.0672905760574449	0.02717830519732232	0.1516606320338836	5.428548690541007	0.10183307538655695	0.022984567624312186	0.011088136939265985	0.014106041378913196	0.1635344491024302	-0.049679429724145054	0.8232032385189025	3.8298861243376624e-15	2.0	-0.02100801229728766	0.024308063041843877	0.01321416308542514	0.16537444566143322	0.10649407763266346	0.02105807413570454	0.14214041985969897	5.70531931459214	3.2595321429739914	-0.1391882649418122
0.8082683807381074	-66.12084306346895	0.0800311513647544	0.7838040300906833	-65.39076306112064	0.5710039593586523	0.18929883020216673	10.0	-0.05447914306649118	0.025145633586567868	0.1449650460339815	5.620053581749492	0.10506060721672066	0.021624125646252223	0.00881653140459988	0.013478716698930034	0.16481510595050503	-0.11208430634689535	0.6959518990660681	6.3179504795234814e-15	2.0	-0.05024898496168255	0.027538629346669768	0.014215198530342362	0.16331784567885976	0.10129462960644135	0.023223882485560503	0.15282536225993826	5.396665149271978	0.2844018243284833	-0.039076306112063725
0.8207978932817697	-66.58636828479098	0.07644137678137035	0.70921521484026	-63.50353280904229	0.6706967608022006	0.12935695212619872	10.0	-0.046635378898577065	0.023723318991526417	0.1401441374892007	5.767298136471619	0.10753470753917475	0.020660861610956642	0.00719490881577021	0.013027225311144577	0.16577697167446817	-0.15863682847909788	0.5967075624488791	1.6232412101072237e-14	2.0	-0.11670673951361055	0.03474749185205234	0.016288860948818318	0.15951020436928343	0.09217342735870908	0.027912986313584666	0.1749338689197451	4.859497671191912	0.06677126118605511	0.14964671909577093
0.8312231853825927	-66.92826788918782	0.07362462906380769	0.641724463827934	-63.57540051012371	0.7149544751520778	0.10770687628614871	10.0	-0.04164254676245489	0.022727363686772067	0.13669571419204277	5.877891638568248	0.10938881404129445	0.019980282307749175	0.006101198977309219	0.012704370658720838	0.1664869762960788	-0.19282678891878222	0.5179827960973663	1.5659474604634996e-14	0.0	-0.12124520220692617	0.03444354494677923	0.01620520336701196	0.15965356414909151	0.09250523777922583	0.02771864176558727	0.17404258917201912	4.87893872970624	0.032005502166265624	0.14245994898762931
0.839374567561232	-67.17340410100994	0.07151815646325417	0.5806563069406472	-63.61929524236362	0.7398786458335721	0.09849730607209783	10.0	-0.038414906468728596	0.022037707690369997	0.1342704364841802	5.958488319130564	0.11073782239738614	0.019505885355102077	0.005374634111303507	0.012477357336082726	0.1669979085298411	-0.21734041010099361	0.45445622706243854	1.5319534423334083e-14	0.0	-0.12351291641070852	0.03425911710798246	0.0161542959983707	0.15974118756630187	0.09270848536725791	0.027600588984232306	0.17350020122272936	4.890851010043697	0.022347364531544216	0.138070475763638
0.8454734777853765	-67.34243504700332	0.0699978346734449	0.5253995535385478	-63.65199888960696	0.7539809567645489	0.09452341337279253	10.0	-0.03635137347972726	0.02157372924084399	0.13262075636083542	6.014705692408813	0.11167769443324732	0.01918521884789967	0.0048954674332395455	0.012322966363618373	0.16735112923684495	-0.23424350470033206	0.40232812074968866	1.507106906557258e-14	0.0	-0.12439948310501374	0.03412230535801807	0.016116460193724993	0.15980650240870706	0.09286020465790183	0.027512951801409155	0.17309707040156944	4.899745124327077	0.018929875925112093	0.13480011103930423
0.8498563639709978	-67.45132958307687	0.06894246715429735	0.4754011754611506	-63.67904352965774	0.7620542628966838	0.09275451807130417	10.0	-0.03509742927781226	0.021279728161978716	0.13156768203932623	6.051203123952599	0.1122874073233118	0.018981379684504324	0.004584697982443089	0.012224421054233334	0.16757907963735144	-0.245132958307687	0.35886467893740703	1.486864495284071e-14	0.0	-0.12451757324476215	0.034009550327852925	0.016085231077721942	0.15986053540802905	0.09298585813558267	0.027440683581598197	0.17276432400988975	4.907112426621545	0.01753413998709978	0.13209564703422602
0.8528558800207408	-67.5125246047795	0.06825122828325508	0.4301607721356199	-63.70271314194059	0.7667712748830954	0.09191821384948534	10.0	-0.03443261795490229	0.02111617669248576	0.1309792044607006	6.0718105509077445	0.11263150499787677	0.018867762699641428	0.0043916234645717134	0.012169355595686089	0.1677073162453025	-0.25125246047795	0.3220818197354506	1.4693714597422926e-14	0.0	-0.12422874198165758	0.033911150232714175	0.01605794341549371	0.15990784036690217	0.09309597024099446	0.02737758545483857	0.1724735677891456	4.913569418236138	0.01689506082035177	0.12972868580594082
0.8547585212643329	-67.5357869117791	0.06784486808678367	0.3892255623996478	-63.72407569107742	0.7696163448882665	0.09148011897747993	10.0	-0.034213534643058485	0.021054317710029476	0.13075612753424862	6.0796625302957965	0.11276258464582899	0.01882474821368821	0.004283529173246554	0.012148482334205846	0.16775608907446932	-0.2535786911779098	0.2905262537133593	1.453760222118576e-14	0.0	-0.12373736357009871	0.033822567963482035	0.01603335086484879	0.15995054655732024	0.09319546172826565	0.02732075854164675	0.17221152376236043	4.91940434491727	0.016561794618251895	0.12759243089225833
0.8557963829786955	-67.52885099184451	0.06766225523425537	0.3521858529153959	-63.74367695582919	0.7714122194407123	0.09121540603741284	10.0	-0.03434314846174688	0.021072743704674015	0.13082260456274436	6.077320312001434	0.11272348581294418	0.01883756339575517	0.004238904821880825	0.012154702538054807	0.16774154541990907	-0.25288509918445073	0.2631232985695256	1.4395820436634573e-14	0.0	-0.12315650554717614	0.03374147798405017	0.016010815417146003	0.15998974177147596	0.09328684394707766	0.027268717717715062	0.17197139501294428	4.924764293158048	0.016358715492196006	0.1256323044170813
0.8561522589921077	-67.49789171632476	0.06765630828357369	0.3186709378208686	-63.761821350318556	0.7726145867469278	0.09102914645543782	10.0	-0.03475342570714793	0.021155176428197864	0.13111970425305833	6.066876549670311	0.11254912892409276	0.018894869846084295	0.004243252792307566	0.012182502317564204	0.16767664351993328	-0.24978917163247588	0.23907038823924961	1.4265809348959812e-14	0.0	-0.12254755205496982	0.03366657587157018	0.015989980072148465	0.1600260323491233	0.09337151401330965	0.02722063072627179	0.1717493784534735	4.929731066384627	0.016214295228659033	0.12381786496814443
0.8559685867407562	-67.44787646769349	0.06779052062655329	0.28834538858104686	-63.778696196083416	0.7734759221510996	0.09088099052953452	10.0	-0.035395044798241355	0.021288992671049677	0.13160095962544352	6.050042374039849	0.11226802192818071	0.018987810828828063	0.004286529612661223	0.01222753500414196	0.1675718464197368	-0.24478764676934903	0.2177619994534989	1.4145949049809317e-14	0.0	-0.12194302248154094	0.033597053122111954	0.01597062423861963	0.1600597910921362	0.09345032875318875	0.0271759823263906	0.17154312426952179	4.934354814041633	0.016098632974081283	0.12213038039165838
0.8553563243501057	-67.38282923807475	0.06803628341925747	0.26090569690636783	-63.79442951083223	0.7741363500356943	0.09075356918450563	10.0	-0.03623107632088826	0.02146422491938858	0.1322292375765445	6.028218580741934	0.11190347887235719	0.019109355952904222	0.004361572671037779	0.012286327614396561	0.16743565074229086	-0.23828292380747484	0.19873632460949167	1.4035104275956134e-14	0.0	-0.1213594741510514	0.033532353430171184	0.015952596571845182	0.16009127257610886	0.09352387184809531	0.02713441838520737	0.17135102036273064	4.9386696860442125	0.015998931704814118	0.12055704891677693
0.854402432322718	-67.30603022614304	0.06837090548562273	0.23607723713974968	-63.809117777856336	0.7746739290470496	0.09063922161714295	10.0	-0.03723297448796421	0.021672871068558565	0.13297450308293188	6.002553303191045	0.11147459900764135	0.019253842374310538	0.004463117370289035	0.012356071314039443	0.16727499171323157	-0.23060302261430365	0.18163711268488966	1.3932406172186561e-14	0.0	-0.1208047222378199	0.0334720556659715	0.015935782714728484	0.1601206685666251	0.09359258225606913	0.027095671008999636	0.1711718486587417	4.942701358500122	0.015909528397337877	0.11908822221436638
0.8531757359061329	-67.2201679151558	0.06877616970684723	0.2136115177106337	-63.82283965110734	0.7751324405542752	0.0905344103348594	10.0	-0.0383779666883427	0.021908409426701123	0.13381219920902473	5.973988536244622	0.110997051490086	0.019416648338768328	0.004587171415711819	0.012434469666364531	0.16709555530612422	-0.22201679151557985	0.16618617391774537	1.3837143984001532e-14	0.0	-0.12028185013702532	0.03341581606319389	0.015920089368327724	0.1601481353661441	0.09365681756681676	0.027059521562366833	0.1710046153931623	4.946470746266991	0.01582777077375937	0.1177160348892663
0.8517313529618994	-67.12745592123115	0.06923728214777579	0.19328369414801932	-63.83566289467641	0.7755367285673967	0.09043736506337698	10.0	-0.039647316869461706	0.02216545263266548	0.13472205729791634	5.94329762182088	0.11048370434711272	0.019593957402485665	0.004730608734496982	0.012519627226198295	0.16690202044519786	-0.2127455921231146	0.152163440188756	1.3748709258159569e-14	0.0	-0.11979142367945772	0.033363338838281485	0.01590543620953192	0.16017380765543843	0.09371688603075075	0.027025781885873592	0.17084846500402623	4.949995879507222	0.01575229539654539	0.11643371053235896
0.8501139777281508	-67.0297235452463	0.06974210307858195	0.17489031876133723	-63.84764799638881	0.7759011614090086	0.09034708522906594	10.0	-0.04102515120351784	0.022439497151344773	0.13568721177268744	5.911115479817747	0.10994512957695891	0.019782585763169058	0.004890901193278128	0.012609966689058097	0.1666982483024542	-0.20297235452462986	0.13939241897878557	1.3666565788999921e-14	0.0	-0.11933270671488408	0.03331436077410101	0.015891751664313853	0.1601978056952171	0.09377306318185374	0.026994284453245095	0.17070263510333186	4.953292877247551	0.015682303204311836	0.11523520036111919
0.8483602978070389	-66.92848655741534	0.07028057931453525	0.15824730446910396	-63.858850114567176	0.7762342969967782	0.09026291548882001	10.0	-0.04249765495987508	0.022726739514640756	0.13669353332586182	5.877963045010097	0.10939001004073645	0.019979854136442807	0.005065938630731895	0.012704166504235309	0.16648743136435087	-0.192848655741534	0.12772952452751601	1.3590232519605326e-14	0.0	-0.11890432420512476	0.033268642805562666	0.015878970613759855	0.1602202392002142	0.09382560074056431	0.02696487701059334	0.17056643204118593	4.956376468456891	0.015617252250046941	0.11411498854328245
0.8465007718963763	-66.8250030151458	0.07084432068058939	0.1431880823961633	-63.86932017444173	0.7765414546105889	0.09018436372225853	10.0	-0.04405251992676257	0.023023939791578574	0.13772912047099922	5.844267085120893	0.10882546853271251	0.02018349147222662	0.00525390670610975	0.012801113321455787	0.16627221172816342	-0.18250030151457963	0.11705621418556902	1.351927314479294e-14	0.0	-0.1185046208919732	0.03322596518674818	0.015867033087544766	0.16024120951615645	0.09387473158238967	0.02693741950717643	0.17043921699039175	4.959260282555511	0.015556725917923711	0.11306798255582678
0.8445609424542928	-66.72031766678889	0.07142628029975526	0.12956193477729447	-63.87910552318446	0.776826133037847	0.09011102204336495	10.0	-0.04567856407408978	0.02332831886439321	0.13878390712757524	5.810376336022467	0.10825733510680173	0.020391561685385022	0.00545320336760035	0.012899865302350613	0.16605477571888247	-0.1720317666788887	0.10727316624322156	1.3453289293934152e-14	0.0	-0.11813185284053218	0.03318612452810334	0.01585588347163422	0.16026081091639877	0.09392067266954535	0.02691178222146915	0.17032039750948194	4.96195702057975	0.015500375393108706	0.11208944768155434
0.8425624117696671	-66.61529758005801	0.0720205103226594	0.11723248655540673	-63.8882503515356	0.7770907930920076	0.09004253184299986	10.0	-0.04736547141289506	0.023637480166004737	0.13984935611374671	5.7765746929639175	0.10769036525402764	0.02060240720182696	0.005662381607377517	0.012999623473171948	0.16583693015181844	-0.16152975800580124	0.09829595137169354	1.3391915702925201e-14	0.0	-0.11778428754204798	0.033148931833483955	0.015845469989598838	0.16027913143358177	0.09396362691053536	0.026887844525151163	0.17020942202050662	4.964478563568729	0.015447893800515531	0.11117496484643966
0.8405235748888551	-66.51066098154756	0.07262197290511534	0.10607634043532967	-63.896795989445835	0.7773372904019354	0.0899785677762816	10.0	-0.04910361642761704	0.023949349251940567	0.1409182167457364	5.7430920443814255	0.10712841886417185	0.02081460488765308	0.00588011037124764	0.01309970907604423	0.16562016428950557	-0.15106609815475594	0.09005180157922885	1.3334816545716552e-14	0.0	-0.11746025426454354	0.03311421108691231	0.015835744333159405	0.16029625344082843	0.09400378444583378	0.02686549399675774	0.1701057758763498	4.966836047375496	0.01539900398175556	0.11032040105541654
0.8384601760334182	-66.40700078725874	0.07322639212483853	0.09598184199420556	-63.90478113160082	0.7775671153984427	0.08991882999881709	10.0	-0.050883948506778146	0.024262126525186604	0.14198433086468987	5.710113205486684	0.10657460767267804	0.021026931207046934	0.0061051481938306515	0.013199545450079295	0.16540570053537235	-0.14070007872587384	0.08247718926936647	1.3281682484193568e-14	0.0	-0.1171581674528981	0.03308179815397719	0.015826661377132133	0.16031225409399494	0.09404132361832115	0.02684462573457193	0.170008978326847	4.969039919062307	0.015353452245694127	0.10952188683991793
0.8363857369561879	-66.30480397106477	0.07383013637011382	0.08684796208800814	-63.91224202248083	0.7777815274235471	0.08986304004420488	10.0	-0.052697918525574323	0.024574249668967107	0.14304247554923463	5.677785320868564	0.1060314173829819	0.021238334270783026	0.006336325773052077	0.013298643342801394	0.16519453624139177	-0.13048039710647716	0.07551600550687658	1.3232228192953827e-14	0.0	-0.1168765357340347	0.03305153987213819	0.015818178944215795	0.16032720569411724	0.09407641176532155	0.02682514178840188	0.1699185800155336	4.971099982897829	0.01531100479558441	0.10877579775191677
0.8343118911036986	-66.20446761648404	0.07443012379763567	0.07858328577616475	-63.919212616525755	0.7779816301902033	0.08981093835094858	10.0	-0.054537435142429536	0.024884363372450546	0.14408823414225114	5.646224018803351	0.10550080918361308	0.021447911124617226	0.00657253489633617	0.013396588868142876	0.16498747839542924	-0.12044676164840383	0.06911818348473463	1.3186190222036935e-14	0.0	-0.11661396330016605	0.03302329326290971	0.01581025760132165	0.1603411760010574	0.09410920590363617	0.026806950667517787	0.16983416081209377	4.973025440136426	0.015271445405587794	0.10807873834742453
0.8322486486220841	-66.10631232434561	0.07502374528713951	0.07110509740141613	-63.925724721974596	0.7781684151305801	0.08976228255949321	10.0	-0.05639484134666309	0.02519129451728591	0.14511788913425838	5.61551854956406	0.10498430452465958	0.021654889016343944	0.006812721815136682	0.013493033506604328	0.16478517260269582	-0.11063123243456091	0.06323865284351797	1.314332511483517e-14	0.0	-0.11636914743073129	0.032996924828204606	0.0158028604772476	0.16035422851537	0.09413985334647745	0.02678996690079148	0.16975532787188652	4.974824924854746	0.01523457371309225	0.10742752780254038
0.8302046099083921	-66.01059348490149	0.07560880086046191	0.0643385527409331	-63.9318081329401	0.7783427868906758	0.08971684619135888	10.0	-0.058262904442170194	0.025494031512087637	0.14612833218558713	5.585736089347838	0.10448305616476172	0.021858609730176275	0.007055883711149556	0.01358768570613724	0.16458812743855403	-0.10105934849014915	0.057836540518135304	1.3103407730012143e-14	0.0	-0.11614087414218635	0.03297230990994326	0.015795953096142623	0.16036642273740598	0.09416849227262251	0.026774110635852152	0.16968171386341335	4.9765065370314225	0.015200203843302675	0.10681918670599018
0.8281871406175523	-65.9175108127264	0.07618344656247576	0.058215929937523656	-63.93749075229196	0.7785055789339086	0.089674417538458	10.0	-0.060134814386341356	0.025791706800327857	0.14711698771240916	5.556925356260695	0.10399790790965069	0.02205851630583904	0.007301067253471341	0.013680303749347544	0.1643967350220028	-0.09175108127264053	0.05287455541846357	1.3066229732954216e-14	0.0	-0.11592801304958625	0.032949332100479345	0.015789503223525986	0.16037781440870746	0.09419525225893907	0.026759307269466837	0.16961297532929018	4.9780778735186795	0.015168163236669405	0.10625092477080429
0.8262025174877784	-65.82721645588443	0.07674614956073317	0.05267595173646018	-63.94279870682433	0.7786575636074717	0.08963479867875926	10.0	-0.06200418675103735	0.026083581824093472	0.14808174733886276	5.529119656115599	0.10352944498394498	0.022254141634254664	0.007547368505599506	0.013770689634758065	0.1642112884783455	-0.08272164558844253	0.04831851032588282	1.3031598232223543e-14	0.0	-0.11572951200961619	0.03292788269613474	0.015783480722917964	0.16038845573856267	0.09422025478240655	0.026745487104374775	0.1695487911600512	4.979546057260124	0.015138291613176192	0.10572012931756732
0.8242560519101105	-65.7398219288211	0.07729564975539145	0.04766317216511275	-63.94775645561543	0.7787994591041061	0.08959780457734391	10.0	-0.0638650675119596	0.02636903390155415	0.14902091312397844	5.502339454507669	0.10307803662365879	0.022445098541427268	0.00779393362216392	0.013858683776645706	0.16403199682941877	-0.0739821928821101	0.044136946168620156	1.2999334542371096e-14	0.0	-0.11554439184362493	0.03290786018866875	0.015777857421819332	0.1603983956174627	0.09424361369518974	0.026732585029409464	0.169488861167361	4.980917764959049	0.015110440038668653	0.10522435443845667
